#,Description,Item,GatheringItemLevel,Unknown2,TerritoryType,Unknown0,FishingRecordType,Unknown1,IsVisible
20117,"Einer von Norvrandts unheimlichen Urzeitfischen. Seine Augen sind trüb, milchig und kaum zum Sehen zu gebrauchen. Stattdessen macht er sich anhand der Strömung und Bewegungen im Wasser ein erschreckend scharfes Bild seiner Umgebung.",27532,355,5000,18,0,24,False,True
20118,"Das matte Glänzen der perlweißen Schale dieser Muschel wurde schon im Königreich von Voeburt für seine atemberaubende Schönheit geschätzt. Man erzählte sich, dass sie die Tränen der Prinzessin Jenanna sind, die die arme Seele in den See geweint hat.",27537,355,5000,19,0,22,False,True
20119,Angeblich färbte der Schein von Schloss Lyhe Ghiah selbst die Haut dieser Lurche. Alte Auf­zeich­nun­gen von vor der Lichtflut sprechen ihnen hingegen einen wesentlich helleren Rosaton zu.,27539,355,5000,19,0,23,False,True
20120,"Diese hübsch geschwungene Muschel hat es in sich. Sie betört Fische mit ihrer anziehenden Form und dem gekräuselten Gehäuse, das einer filigranen Blüte ähnelt. Sobald sie ihr zu nahe kommen, bekommen sie es allerdings mit scharfen Zähnen zu tun.",27538,370,5000,19,0,22,False,True
20121,"Dank ihrer hinreißenden Farbe und Muster haben sich schon unzählige Pärchen vor einem Putto-Schwarm die ewige Liebe beteuert. Während der Laichzeit ist das aber eine überaus dumme Idee, da sich die kleinen Kerle dann zu regelrechten Kämpfernaturen entwickeln.",27540,370,5000,19,0,23,False,True
20122,"Das Gesicht auf den Schuppen des Peallaidh wäre schon unheimlich genug, aber zu allem Überfluss sagt man ihnen auch eine übernatürliche Intelligenz nach. Angeblich sind sie enge Vertraute der Fuath, aber bislang endeten alle Beobachtungsversuche mit der Ver­wand­lung in Grasgrummel.",27541,370,5000,19,0,24,False,True
20123,Die goldberandeten Flossen dieser Fischart glitzern prächtig im hellen Licht und ziehen den Neid anderer Kreaturen auf sich. Die Fuath nutzen die Schönheit dieser Fische gekonnt und laden sie als Blickfang zu Bällen und Feiern.,27544,370,5000,20,0,22,False,True
20124,"Die Spiegelschuppen gab es schon lange vor der Lichtflut in Il Mheg. Einst waren sie von einem schlichten Grau, aber die hiesigen Feen waren damit nicht einverstanden und verpassen ihnen mit zuverlässiger Regelmäßigkeit ein neues Schuppenkleid.",27546,370,5000,20,0,23,False,True
20125,"Der tiefblaue Körper dieses Aals besitzt einen betörenden Glanz, der auch den Gelehrten aus Voeburt ins Auge fiel. Als Hommage an die Glasgestaltung, die wichtigste Industrie des einstigen Königreichs, gaben sie den schlanken Fischen ihren Namen.",27547,345,5000,20,0,24,False,True
20126,"Jedes einzelne Exemplar besitzt im Durchschnitt zehn Rückenflossen, die alle unabhängig voneinander bewegt werden können. In ihren blutigen Revierkämpfen kommt es häufig vor, dass sie sich diese Flossen gegenseitig abzubeißen versuchen, um den stärkeren Flössler zu bestimmen.",27542,380,5000,19,0,24,False,True
20127,"Die Poeciliae sind ein weiteres Beispiel von Fischen, die der Kreativität der Feen zum Opfer fielen. Insbesondere die Fuath vergreifen sich gern an ihrer natürlichen Schuppenfarbe und tragen Wettkämpfe aus, wer den farbenfrohsten Fisch hervorzaubern kann.",27543,380,5000,20,0,22,False,True
20128,"Die sanftblaue Rückenflosse steht im starken Kontrast zu dem zarten Rosa der restlichen Schuppen dieser Fischart. Tanzen sie fröhlich durchs Wasser, erwecken sie Erinnerungen an frisch gefallene Blütenblätter, die auf den seichten Wogen treiben.",27545,380,5000,20,0,23,False,True
20129,"Hartnäckig trotzen diese Salamander allen Gefahren, die sich ihnen in den Weg stellen - nicht einmal die Lichtflut hat sie sonderlich gekümmert. Sie verwirren Feinde, indem sie ihren Schwanz abwerfen, und leben auch mit einer fehlenden Gliedmaße fröhlich weiter.",27548,380,5000,20,0,24,False,True
20130,"Die große, prächtige Rückenflosse dieser Skipperart sieht einer farbenfrohen Blüte zum Verwechseln ähnlich. Während der Laichzeit hüpfen sie zu Dutzenden übers Wasser und kreieren damit einen regelrechten Blütensturm. Bedauernswerterweise ist dieses Spektakel Feen und Grasgrummeln vorbehalten.",27549,390,5000,21,0,22,False,True
20131,"Il Mhegs eitelster Fisch. Wenn er nicht die ungeteilte Aufmerksamkeit der Feen und anderer Fische genießen darf, attackiert er rabiat alles, was seiner Schönheit Konkurrenz machen könnte. Gutgekleidete Reisende sollten sich in Acht nehmen.",27550,390,5000,21,0,22,False,True
20132,"Eine mysteriöse Kreatur, die weder Intelligenz noch Willen aufweist. Schaurige Geschichten besagen, dass ihr die Seele eines Kindes innewohnt, dass sich nicht in eine Pixie verwandeln konnte. Jetzt haust sie zwischen Algen und Fischen am Grund des Sees.",27552,390,5000,21,0,23,False,True
20133,"Neben der pfeilspitzenartigen Kopfform dieser Gattung erinnert auch ihre atemberaubende Ge­schwindig­keit an das klassische Geschoss. Zischen sie erst einmal durchs Wasser, hält sie nichts mehr auf. Außer vielleicht der Aufprall auf einen harten Felsen.",27553,390,5000,21,0,24,False,True
20134,"Dieser gigantische Was­ser­be­woh­ner macht vor nichts halt, nicht einmal vor den Fuath. Allerdings vermag er die Feenwesen nicht zu verdauen, so gerne er das auch tun würde. So bleibt ihm nichts andere übrig, als sie im Ganzen wieder auszuspucken.",27554,390,5000,21,0,24,False,True
20135,"Die Notiz eines neugierigen Forschers, der von den Pilzen auf dem Panzer der Krabbe kostete:
*Ich wohn' in einem Pilzelein, der wächst in meinem Gärtelein und ist mein buntes Heimelein. Jetzt sitz' ich hier, ganz allein, und mir brennt das kleine Köpfelein!*",27555,390,5000,22,0,22,False,True
20136,"Eine Seeanemonenart, die es sich direkt unter dem Tempel des Heiligen Fathrics gemütlich gemacht hat. Eine Erzählung spricht davon, wie der gute Fathric einst in Rage geriet und in den See stürzte. Als er wieder auftauchte, saß eine solche Anemone auf seinem Haupt.",27556,390,5000,22,0,22,False,True
20137,"Benannt wurde dieser liebliche Fisch nach den prunkvollen Scharlachgewändern der Königin von Voeburt. Die große, weiche Rückenflosse tanzt in den Wogen wie seidiger Stoff im Wind und verführt selbst die eifrigsten Angler dazu, diesen kleinen Schönheiten das Leben zu lassen.",27557,390,5000,22,0,23,False,True
20138,"Diese kleinen Unholde leben in den Wassern des Großen Walds Rak'tika. Nichtsahnende Reisende verwechseln sie gerne mit simplen Kieselsteinen und erleben eine böse Überraschung - diese Steine zwicken, und zwar wenig sanft!",27568,390,5000,24,0,22,False,True
20139,"Sieht man ein Stück Baumrinde nahe der Was­ser­o­ber­flä­che treiben, könnte es durchaus eine Tausendjahrschuppe sein. Sie nennen die ins Wasser ragenden Wurzeln der uralten Rak'tika-Bäume ihr Zuhause und dank ihres komplexen Schuppenmusters scheinen sie förmlich mit ihnen zu verschmelzen.",27569,390,5000,24,0,22,False,True
20140,"Schon im alten Ronka-Kaiserreich standen diese Fische auf den Speisekarten reicher Herrschaften und des gemeinen Volkes gleichermaßen. Damals schienen ihre Schuppen von weitaus strahlenderer Farbenpracht, heutzutage wirken sie eher ausgewaschen.",27570,390,5000,24,0,23,False,True
20141,"Der Feinschmeckerkrebs ist ein enger Verwandter des Zuckerdiebs, mit dem er sich den Lebensraum teilt. Statt süßen Früchten nachzujagen, ist er allerdings ganz versessen auf die blauen Pflanzen Rak'tikas, was auch der Grund für die eigenwillige Farbe seines Panzers ist.",27571,390,5000,24,0,23,False,True
20142,"Eine mysteriöse Kreatur, deren kräftiges Rot auch durch das tiefste Wasser bricht. Benannt wurde sie nach dem atem­be­rau­ben­den Rubin, den Prinzessin Sauldia von Voeburt von einem fremdländischen Prinzen geschenkt bekam. Weniger wohlhabende Leute können auf diesen Was­ser­be­woh­ner zurückgreifen.",27551,400,5000,21,0,23,False,True
20143,"Wie der Name bereits verrät, ist dieser Fisch dem sagen­umwobenen Kelpie zum Verwechseln ähnlich. Einst tarnte es sich zwischen dunklen, braunen Algen, aber nachdem die Feen Il Mheg übernommen haben und es mit Blumen füllten, passten sich seine Schuppen der farbenfrohen Pracht an.",27558,400,5000,22,0,23,False,True
20144,"Der durchsichtige Kopf des Schauerstierers lässt vielen Anglern das Blut in den Adern gefrieren. Er treibt sein Unwesen in den tiefsten Tiefen des Sees, wo sein stielartiges Auge fortan nach oben starrt. Erspäht es den Schatten eines kleineren Fisches, schlägt der Fisch blitzschnell zu und setzt dem Leben seiner Beute ein rasches Ende.",27559,400,5000,22,0,24,False,True
20145,"In der Sprache der Feen bedeutet ihr Name „Frucht des Donners“, denn die kleinen Hände der Pixies kribbeln ganz fürchterlich, wenn sie diese Fische berühren. Tatsächlich ist die Ursache für dieses Gefühl keine Elektrizität, sondern das Resultat eines potenten Gifts, das in den Schuppen des Measan Deala produziert wird.",27560,400,5000,22,0,24,False,True
20146,"Angeblich entstand diese spitze Schnecke aus der Magie eines Fuath, der sich unbedingt ein Horn auf das kahle Köpfchen zaubern wollte. Besagtes Horn hat sich dann allerdings selbstständig gemacht und vermehrt. Andererseits sollte man generell nichts glauben, was aus dem Maul eines Fuath kommt ...",27561,390,5000,23,0,22,False,True
20147,"Die Untertanen der Nacht siedelten diese aggressive Barschart in den Wassern von Rak'tika an, wo sie seither als gefürchtete Jäger ihr Unwesen treiben. Wegen ihres ruchlosen Vorgehens wurden sie auch zum Sinnbild für die Kinder der Ewigen Dunkelheit.",27577,400,5000,25,0,23,False,True
20148,"Oft sieht man die großen Rückenflossen der Tiefenblüte unter der Was­ser­o­ber­flä­che graziös von Seite zu Seite tanzen - ein anmutiges Schauspiel, das dem Fisch seinen Namen gab. Doch der Schein trügt. Es kommt nur deswegen zustande, weil der Fisch seine Beute auf besonders energische und aggressive Weise verschlingt.",27562,410,5000,23,0,22,False,True
20149,"Die ulkige Schnauze dieser Fischart erinnert an die langen Nasen der Hofnarren, die einst im Schloss Grünes Licht ihre Späße trieben. Selbst ihr etwas unbeholfener Schwimmstil zaubert ein unwillkürliches Lächeln auf die Gesichter aller Zuseher - selbst Grasgrummel vermögen sie aufzuheitern.",27563,410,5000,23,0,23,False,True
20150,"Das bloße Auge kann diesen behänden Was­ser­be­woh­ner kaum wahrnehmen, so rasant tragen ihn seine flügelförmigen Flossen durch die Wogen. Ihr Name erklärt sich daher beinahe von selbst - sie kommen so plötzlich wie ein Blitz und sind binnen eines einzelnen Wimpernschlags schon wieder verschwunden.",27564,410,5000,23,0,24,False,True
20151,"Im Feenreich herrscht immerwährender Frühling. In der Theorie klingt das zwar ganz wunderbar, aber nach einer Weile sehnt sich das Auge doch nach den kräftigen Rot- und Gelbtönen des Herbsts. Diese farbenfrohen Was­ser­be­woh­ner vermögen diese Sehnsucht zumindest etwas zu stillen.",27565,410,5000,23,0,24,False,True
20152,"Eremitenkrabben ziehen sich liebend gerne in diese Muschelart zurück und sehen dabei aus, als hätten sie eine Kapuze auf dem kleinen Haupt. Besonders possierlich sind dabei die dünnen Streifen, die an der Schale entlanglaufen und beinahe vermuten lassen, die Krebstiere besäßen so etwas wie Modegeschmack.",27574,410,5000,25,0,22,False,True
20153,"Ein gefürchteter Jäger mit scharfen Zähnen, vor dem man sich schon im Altertum ordentlich gruselte. Sein kräftiger Kiefer macht vor nichts halt, weder den starken Schuppen großer Raubfische, noch den harten Panzern von Schildkröten. Füße und Hände allzu neugieriger Reisender hat der Megapiranha besonders gern.",27576,410,5000,25,0,23,False,True
20154,"Auf dem Kopf dieses Fisches prangt ein stolzes Horn, das sich spitz dem Himmel entgegenreckt. Aufgrund dieser Eigenart erinnert es an eine legendäre Fee, die am Quellsee ihr Unwesen treibt und die Namensgeberin dieser Art ist. Wozu ihr Horn allerdings tatsächlich dient, ist bis heute ein Mysterium, denn gekämpft und gefressen wird mit den Zähnen.",27534,370,5000,33,0,24,False,True
20155,"Die vier fächerartigen Flossen auf dem Rücken dieses Fischs sind den zarten Flügeln der Pixies zum Verwechseln ähnlich. Die Feen selbst betrachten sie als eine Art ältere, weisere Schwestern, die durch besonders raffiniert-gemeine Streiche in diesen Rang erhoben wurden.",27567,420,5000,34,0,23,False,True
20156,"In den Göttersagen der alten Ronka ist Ox'Gatorl der Gebieter über das wilde Feuer. Als er den Sterblichen vor langer Zeit die Kunst des Schmiedens beibrachte, fiel einer seiner Schweißtropfen bei einem besonders schweren Hammerschlag in den nahe gelegenen Fluss und ein Fisch sprang daraus hervor - so lautet zumindest die Legende.",27572,420,5000,24,0,24,False,True
20157,"Wie ein tatsächlicher Eremit ist diese Krabbe selten zu sehen. Meistens verbirgt sie sich vor neugierigen Augen in der von ihr erwählten Behausung, der Haube des Eremiten. Warum das Krebstier genau diese gestreifte Muschelart und keine andere bewohnt, bleibt bis heute ihr Geheimnis.",27575,420,5000,25,0,22,False,True
20158,"Der lange, schlanke Körper des Lozatl-Piracurus wird von Laien oft für eine Wasserschlange gehalten. Diese beeindruckende Gestalt machte ihn zu einem Namensvetter der riesigen Ronka-Gottheit und obendrein zu einem beliebten Geschenk an den Kaiser.",27578,420,5000,25,0,24,False,True
20159,"Mit seiner langen, wendigen Bauchflosse schlägt der Rak'tika-Guppy so rasante Haken in der Strömung, dass es selbst den geübtesten Fischern unmöglich erscheint, seine Bewegungen vorherzusagen. Somit erweist er sich auch für die cleversten Fressfeinde als äußerst schwer zu fassende Beute.",27581,420,5000,35,0,22,False,True
20160,"Ein eindrucksvoller Urzeitfisch, dessen Körper von einem widerstandsfähigen Exoskelett umschlossen ist. Obwohl ihn diese Eigenart zu einem zähen Jäger machen würde, gräbt er bloß friedlich im Sand nach kleinen Beutetieren und lässt größere Happen unbehelligt an ihm vorbei ziehen.",27535,380,5000,33,0,24,False,True
20161,"Die Grausamkeiten der Feen bringen diese hübschen, blauen Fische oftmals dazu, wild durch die Wogen zu tanzen wie Schmetterlinge in einem Sturm. Dabei bricht sich das Licht auf ihren farbenprächtigen Schuppen - ein faszinierendes Schauspiel, das Pixies wie Fuath nur noch mehr zu ihren neckenden Streichen animiert.",27566,430,5000,34,0,23,False,True
20162,"Diese bezaubernde Fischart ist so alt wie mysteriös. Ihrem harten Körper vermag kein Zahn, keine Klaue und keine Klinge etwas anzuhaben, egal, wie viele Räuber ihr heller Schein auch anziehen mag. Legenden zufolge dienten ihre Schuppen von einst als begehrtes Material für Rüstungen aller Art.",27573,430,5000,24,0,24,False,True
20163,"Yx'Anpa ist die Frucht­bar­keits­göt­tin des alten Ronka-Glaubens und dieser Fisch ihr Bote. Sichtet man ihn in den Wogen, so kann man sich sicher sein, dass Yx'Anpa den baldigen Wechsel der Jahreszeiten ankündigt und alle nötigen Vor­bereitungen getroffen werden sollten.",27579,430,5000,25,0,24,False,True
20164,"Eine äußerst merkwürdige Wasserkreatur, die einem Viis-Ohr tatsächlich zum Verwechseln ähnlich sieht. Fragt man allerdings die Bewohnerinnen Fanows selbst, so zeigen sie sich ganz und gar nicht einverstanden mit diesem dreisten Vergleich.",27580,430,5000,35,0,22,False,True
20165,"Bei dem Anblick dieser aufgeblähten, gallertartigen Kreatur läuft wohl kaum jemandem das Wasser im Mund zusammen, doch ordentlich gedörrt wird sie zu einem leckeren Genuss. Daher sieht man sie in vielen Fischer­dörfern von Thavnair in der Sonne trocknen.",36522,495,6000,36,0,25,False,True
20166,"Ein Krustentier, dessen Körper von messerscharfen Stacheln übersät ist, um Raubfische abzuwehren. Ihren naheliegenden Namen erhielt die Krabbe wohl von einem Händler aus Kugane, der bei seinen Reisen durch Thavnair das Pech hatte, auf eine zu treten.",36523,510,6000,36,0,25,False,True
20167,"Eine Hechtconger-Art, die jener in den Indigo-Tiefen ähnelt. Sie versteckt sich in den schattigen Spalten von Korallenriffen und schnellt daraus hervor, um nach argloser Beute zu schnappen.",36524,500,6000,36,0,26,False,True
20168,Diese Fischart hält sich in wärmeren Gewässern in der Nähe von Riffen auf und ernährt sich dort von Mikroorganismen. Die Größe ihrer Rücken- und Bauchflossen scheint ihre Position in der Hierarchie ihres Schwarms zu bestimmen.,36525,527,6000,36,0,26,False,True
20169,"Das elektrische Organ des Purusafisches leuchtet nicht nur bezaubernd, sondern dient auch der Betäubung von abgelenkter Beute. Seine Energie erinnert an den belebenden Geist, der alle Lebewesen durchströmt, woher auch sein Name stammt.",36526,495,6000,36,0,27,False,True
20170,"In den trüben Gewässern, die dieser Fisch bevorzugt, sieht das eigentümliche Muster seiner Schuppen wie eine schwimmende Steinmauer aus. Seine scharfen Reißzähne erinnern an das aus Gallenerz gefertigte Felsmesser.",36527,500,6000,36,0,27,False,True
20171,"Schon ein flüchtiger Blick macht deutlich, wie diese Muschel zu ihrem Namen kam, da ihre dicken Schalen wie Perlen glänzen. In den Fischer­dörfern von Onokoro sieht man oft Frauen, die unermüdlich auf der Suche nach diesen leuchtenden Schalentieren tauchen.",36548,495,6000,37,0,10,False,True
20172,"Kopf und Schwanz sind so scharf, dass sie Bilder des verdrehten Spitzbarts eines Dämons hervorrufen. Seine übergroßen Augen können kleinere Fische im Hand­umdrehen lokalisieren und seine Zähne zermalmen sie im Nu.",36549,495,6000,37,0,10,False,True
20173,"Ein Allesfresser mit gelbbraunen Schuppen und einem zügellosen Appetit auf Schalentiere und alle Arten von Seetang, was ihm die Bezeichnung „Säuberer des Meeresbodens“ eingebracht hat.",36550,500,6000,37,0,11,False,True
20174,"Ihr bezaubernder rubinroter Farbton und ihr gesprenkelter Panzer verbergen einen Körper voller Giftstoffe, weshalb diese Krabbe nur bewundert und nicht verzehrt werden kann. Die Fischer der Rubinsee nutzen die betäubenden Eigenschaften des Giftes, um größere Schwärme leichter zu fangen.",36551,495,6000,37,0,11,False,True
20175,"Eine Leichenfresserart, die ihr Zuhause in den dunklen Tiefen der Rubinsee gefunden hat. Sie ernährt sich von dem Aas, das in ihr feuchtes Grab hinabtreibt.",36552,495,6000,37,0,12,False,True
20176,"Ein langer, spindeldürrer Katzenhai, der sich über den Meeresboden zu schlängeln scheint und sich von kleineren Kreaturen ernährt, die auch in Riffen heimisch sind. Von seiner Farbgebung abgesehen erinnert nur wenig an ihm an eine Katze.",36553,500,6000,37,0,12,False,True
20177,"Diese Fische gleiten dank ihrer flügelartigen Brustflossen und großen Luftblasen mühelos durch das Wasser. Letztere produzieren gelegentlich ein knurrendes Geräusch, was dieser Art ihren Namen gab.",36554,510,6000,38,0,10,False,True
20178,"Eine Albino-Seegurkenart, die nur in der Rubinsee zu finden ist. Wer solch eine Seewalze in seinem Besitz hat, soll unfassbaren Reichtum anhäufen können. Ein Händler aus Kugane bezahlte angeblich eine enorme Summe Gil, um in Isari an ein Exemplar heranzukommen.",36555,520,6000,38,0,10,False,True
20179,"Die Schuppen dieses Fisches haben einen ungewöhnlichen Glanz, wie blutroter Schnee an einem sonnigen Tag. Im Winter wandert er in die brackigen Gewässer des Einzig, da er ein kühleres Klima bevorzugt.",36556,500,6000,38,0,11,False,True
20180,"Die eigenartige Farbgebung dieser Kreatur erinnert an eine Art Krone aus Himmelblau und Gold. Passend dazu verströmt sie eine Aura stolzer Erhabenheit, die bei anderen Fischen nicht so gut ankommt.",36557,520,6000,38,0,11,False,True
20181,"Dank seiner gepanzerten Schuppen und bestienartigen Fänge wagen sich nur wenige Kreaturen in das Territorium dieses Fisches. Einer örtlichen Legende zufolge soll er aus dem Blut eines Fischers entstanden sein, der bei der Verteidigung von Isari gegen Piraten starb.",36558,520,6000,38,0,12,False,True
20182,"Dieser Hai ist leicht an seiner kolossalen Größe und den schimmernden Schuppen zu erkennen. In den Gewässern der Häfen der Rubinsee geht er auf die Jagd nach Fischen, die er im offenen Meer nicht finden konnte.",36559,527,6000,38,0,12,False,True
20183,"Die mineralischen Stacheln auf dem Rücken dieser Kreatur sind das Ergebnis der Härtung seiner Schuppen durch die Hitze am Meeresboden des Höllenspunds. Ihre Haut ist überaus widerstandsfähig, und Raubtiere, die es auf sie abgesehen haben, brechen sich an ihr nur die Zähne aus.",36560,510,6000,39,0,10,False,True
20184,"Dieser Fisch erinnert in seinem Aussehen an die plumpe Figur des Mönches, der in den Mythen des Fernen Ostens für Glück und Wohlstand steht. In den Fischer­dörfern entlang der Küste der Rubinsee wird er daher zu festlichen Anlässen serviert.",36561,520,6000,39,0,10,False,True
20185,"Ein Fisch mit einem kreisrunden Körper, der an einen Topfdeckel erinnert. Diese Art sammelt sich gerne an hydrothermalen Quellen am Grund der Tiefsee, wo das Wasser mehrere hundert Grad erreichen kann.",36562,520,6000,39,0,11,False,True
20186,"Diese Fischart zeichnet sich durch eine fächerförmige Membran aus, die bei Gefahr jedoch aufgeblasen werden kann, um potenzielle Raubfische durch reine Größe abzuschrecken.",36563,527,6000,39,0,11,False,True
20187,"Eine verwandet Art der Räubermakrele, die in den östlichen Meeren beheimatet ist. Diese Fische sammeln sich zu kleinen Schwärmen zusammen und wechseln ihr Habitat mit den Jahreszeiten.",36564,510,6000,39,0,12,False,True
20188,"Dieser Salz­was­ser­fisch zeichnet sich nicht nur durch seine leuchtend schöne Farbe aus, sondern auch durch den hohen Preis, den er auf dem Markt erzielt. Sobald das Eis des Winters taut, sind seine Eier überall in den Gewässern zu finden, weshalb er als Vorbote des Frühlings gilt.",36565,510,6000,39,0,12,False,True
20189,In der Region Akyaali in Thavnair gilt dieser Fisch als Delikatesse und wird meist mariniert oder gebraten serviert. Er ist eines der Hauptexportgüter des Nahen Ostens.,36528,534,6000,40,0,25,False,True
20190,"Die charakteristische rote Färbung dieses Fischs kann auf seine kalkhaltige Ernährung durch Korallen des Riffs zurückgeführt werden. Wenn er sich bedroht fühlt, täuscht er seinen Tod vor, indem er seine inneren Organe ausscheidet.",36529,540,6000,40,0,25,False,True
20191,"Die ausgeprägte Rückenflosse dieses Fischs ermöglicht es ihm, die Ätherausflüsse im Wasser mit ausgesprochener Leichtigkeit anzuzapfen. In der Laichzeit nutzt er diese einzigartige Fähigkeit, um ätherreiche Orte zu finden und dort seine Eier abzulegen.",36530,540,6000,40,0,26,False,True
20192,"Dieser Fisch ist eng mit dem Barsch aus den östlichen Gewässern verwandt, bevorzugt jedoch die warmen Meere Thavnairs und wird deswegen auch liebevoll „Kleiner Genießer“ genannt.",36531,534,6000,40,0,26,False,True
20193,"Eine Legende Radz-at-Hans besagt, dass die Vorfahren dieses Fischs einst einen wilden Drachen vertrieben haben sollen. Kein Wunder also, dass man ihn mit einem solch ehrenvollen Namen bedacht hat.",36532,534,6000,40,0,27,False,True
20194,"Der azurblaue Körper dieses Fischs erinnert an die wunderschönen Gewässer der Südseeinseln. Wenn die Kreatur stirbt, verfärbt sich sein Körper jedoch schwarz, so dass sich seine Schuppen für die Verarbeitung zu Schmuck oder ähnlichem leider nicht eignen.",36533,547,6000,40,0,27,False,True
20195,"Eine Qualle, die lautlos wie ein Flüstern durch das Meer schwebt. Man ist sich nicht ganz sicher, ob ihr Name von dieser Eigenschaft abstammt, oder ob er sich auf den Palast des Magistrats bezieht, in dem ein einziges Flüstern des Herrschers genug ist, ganze Ozeane in Bewegung zu setzen.",36534,547,6000,41,0,25,False,True
20196,Mit seinen silbrigen Schuppen und schnellen Bewegungen erinnert dieser Fisch an die Tänzerinnern der Tavernen von Radz-at-Han. Auf Basaren wird er daher oft in Glasbecken zur Schau gestellt und zieht so Scharen von Schaulustigen an.,36537,534,6000,41,0,25,False,True
20197,"Ein sanftmütiger Fisch, der sich bevorzugt in den Schatten von Felsen und Seegras aufhält. Er ist eine köstliche Ergänzung zu fast jeder Mahlzeit, da fast alle seine Teile nicht nur essbar, sondern ein absoluter Genuss sind.",36536,547,6000,41,0,26,False,True
20198,"Dieser Salz­was­ser­fisch kann weit über 50 Jahre alt werden, weshalb er für die Bewohner Thavnairs zum Symbol für ein langes Leben geworden ist. Nicht ohne Grund leitet sich sein Name von dem Wort für „Vitalität“ ab.",36539,547,6000,41,0,26,False,True
20199,"Dieser Fisch hat seinen weiten Weg vom offenen Meer in die Gewässer Thavnairs gefunden, wo seine Schuppen aufgrund der Wassertemperatur die Farbe eines tiefen Stahltons annehmen. Er ist nach einer Legierung benannt, die in der Heimat der Alchemisten hergestellt wird.",36538,540,6000,41,0,27,False,True
20200,"Anders als es sein Aussehen vermuten lässt, ist dieser Fisch ein eher sanftmütiges Geschöpf. Das macht ihn aber nicht zu einer leichten Beute, und wenn er sich bedroht fühlt, zeigt er schnell seine scharfen Zähne. Nur verzweifelte Fischer, die auf schnelles Geld im Tausch gegen ihre als Delikatesse geschätzten Flossen aus sind, sind töricht genug, sich mit ihm anzulegen.",36547,560,6000,41,0,27,False,True
20201,"Einer örtlichen Legende zufolge wurde dieses Krustentier aus dem linken Handabdruck geboren, den die Heilige Agama einst am Ufer des Meeres im Sand hinterließ.",36540,540,6000,42,0,25,False,True
20202,"Ein tropischer Fisch mit einem leuchtend roten Kopf und einem gestreiften Schwanz. Eine Legende besagt, dass ein Mönch, der mit vor Alkohol geröteter Nase in den Mayaquell gefallen ist, sich in diesen Fisch verwandelt haben soll.",36541,547,6000,42,0,25,False,True
20203,"Der schlanke, gekrümmte Körper dieses Fischs erinnert an die Waffen, mit denen die Kriegermönche ihren Dienst vollführen. Er kann leicht mit einem ver­lo­ren­ge­gan­gen Schwert verwechselt werden, wenn er so gemächlich über den Meeresboden schwebt.",36542,540,6000,42,0,26,False,True
20204,"Ein Fisch, der gerne in Schwärmen unterwegs ist, die das ungeübte Auge leicht mit einem Haufen im Wasser schwimmender Amrafrüchte verwechseln kann. Während der Brutzeit bewahrt er seine Eier sicher in seinem Maul auf, was ihn aussehen lässt, als hätte er es sich mit Obstkernen vollgestopft.",36543,547,6000,42,0,26,False,True
20205,"Mit seinem langen, schlanken Körper windet sich dieser Fisch durch das Wasser wie die Wurzeln eines tropischen Gewächses. Schmeckt sowohl gegrillt als auch geräuchert.",36544,534,6000,42,0,27,False,True
20206,"Diese Fischart besitzt ein einzigartiges Schuppenmuster, das es nicht nur so aussehen lässt, als hätte dieser Fisch tausend Augen, sondern welches zudem auch im Dunkeln leuchtet. Sie werden mehrere Yalme groß und schwimmen behäbig durch die warmen Wasser der tropischen Meere.",36545,554,6000,42,0,27,False,True
20207,"Eine kleine Krabbe, die am Meeresboden im Schatten großer Felsen lebt und auf den ersten Blick schnell mit einem Haufen Kieselsteine verwechselt werden kann. Trotz ihrer harten Schale und ihrer geringen Ausbeute an Fleisch, ist sie ein wichtiger Bestandteil der täglichen Nahrung von Piraten.",36566,534,6000,43,0,10,False,True
20208,"Der weiße Körper dieses kleinen Salz­was­ser­fisches ist mit roten Flecken übersät und ähnelt dem einer Garnele. Sein Kopf hingegen hat Ähnlichkeit mit dem eines Frosches. Die Kojin verwenden ihn zum Wahrsagen und behaupten, dass sich ihnen die romantische Zukunft ihres Gegenübers an der Anzahl der Punkte auf den Schuppen des Fischs offenbart.",36567,540,6000,43,0,10,False,True
20209,"Ein Fisch mit purpurroten Schuppen und einem dünnen, rautenförmigen Körper. Im Schwarm ähnelt sein Anblick oft dem eines Dachziegels und ist jedem Fischer bekannt.",36571,547,6000,43,0,11,False,True
20210,"Dieser Fisch ist von den Küs­ten­ge­wäs­sern des Glasmeeres bis hin zu der Rubinsee verbreitet und hat viele Namen. Sein Fleisch hat einen feinen, dezenten Geschmack, aber viel Biss und ist genauso beliebt wie sein Rogen.",36569,540,6000,43,0,11,False,True
20211,"Diese Kreatur ist mit dem Streifenrochen verwandt - ein bei den Kojin beliebtes Reittier. Aufgrund seines durchscheinenden Körpers, der zudem wie ein Sitzkissen für religiöse Entitäten aussieht, wird er als göttlich angesehen und verehrt.",36570,554,6000,43,0,12,False,True
20212,"Das charakteristische Merkmal dieser Kreatur ist ihr mit scharfen Zähnen gespickter Kiefer, der sich spiralförmig nach außen und vorne windet. Sie kann ihr Maul nie vollständig schließen, sondern schwingt es stattdessen wie eine Säge hin und her, um ihre Beute zu verschlingen.",36581,560,6000,43,0,12,False,True
