#,Icon,BNpcName,PlaceNameZone[0],PlaceNameZone[1],PlaceNameZone[2],PlaceNameLocation[0],PlaceNameLocation[1],PlaceNameLocation[2],Town
659,0,0,63,0,0,381,0,0,0
660,0,0,63,0,0,380,0,0,0
661,0,1832,350,0,0,238,0,0,0
662,0,103,57,0,0,86,0,0,0
663,0,414,34,0,0,177,0,0,0
664,0,0,55,0,0,77,0,0,0
665,0,0,67,0,0,409,0,0,0
666,0,1839,45,0,0,320,0,0,0
667,0,207,54,0,0,71,0,0,0
668,0,170,56,0,0,80,0,0,0
669,0,0,45,0,0,320,0,0,0
670,0,0,57,0,0,86,0,0,0
671,0,290,45,0,0,257,0,0,0
672,0,341,32,0,0,167,0,0,0
673,0,1846,63,0,0,393,0,0,0
674,0,0,45,0,0,254,0,0,0
675,0,0,44,0,0,250,0,0,0
676,0,1815,42,0,0,246,0,0,0
677,0,68,55,0,0,77,0,0,0
678,0,1828,33,0,0,363,0,0,0
679,0,0,32,0,0,168,0,0,0
680,0,0,55,0,0,77,0,0,0
681,0,389,33,0,0,172,0,0,0
682,0,407,350,0,0,175,0,0,0
683,0,1846,63,0,0,393,0,0,0
684,0,0,67,0,0,410,0,0,0
685,0,0,46,0,0,259,0,0,0
686,0,114,63,0,0,380,0,0,0
687,0,27,67,0,0,409,0,0,0
688,0,264,45,0,0,257,0,0,0
689,0,0,56,0,0,79,0,0,0
690,0,0,34,0,0,174,0,0,0
691,0,15,56,0,0,82,0,0,0
692,0,651,67,0,0,409,0,0,0
693,0,659,63,0,0,380,0,0,0
694,0,0,55,0,0,77,0,0,0
695,0,0,32,0,0,168,0,0,0
696,0,411,32,0,0,168,0,0,0
697,0,1818,42,0,0,246,0,0,0
698,0,1182,63,0,0,381,0,0,0
699,0,0,33,0,0,170,0,0,0
700,0,0,55,0,0,74,0,0,0
701,0,174,57,0,0,86,0,0,0
702,0,245,45,0,0,255,0,0,0
703,0,412,350,0,0,175,0,0,0
704,0,0,350,0,0,175,0,0,0
705,0,0,54,0,0,71,0,0,0
706,0,377,350,0,0,176,0,0,0
707,0,794,63,0,0,381,0,0,0
708,0,237,55,0,0,76,0,0,0
709,0,0,44,0,0,253,0,0,0
710,0,0,63,0,0,393,0,0,0
711,0,1833,350,0,0,238,0,0,0
712,0,1853,33,0,0,173,0,0,0
713,0,653,63,0,0,380,0,0,0
714,0,0,33,0,0,173,0,0,0
715,0,0,33,0,0,170,0,0,0
716,0,785,54,0,0,54,0,0,0
717,0,785,55,0,0,55,0,0,0
718,0,785,56,0,0,56,0,0,0
719,0,785,57,0,0,57,0,0,0
720,0,785,42,0,0,42,0,0,0
721,0,785,43,0,0,43,0,0,0
722,0,785,44,0,0,44,0,0,0
723,0,785,45,0,0,45,0,0,0
724,0,785,46,0,0,46,0,0,0
725,0,785,30,0,0,30,0,0,0
726,0,785,31,0,0,31,0,0,0
727,0,785,32,0,0,32,0,0,0
728,0,785,33,0,0,33,0,0,0
729,0,785,34,0,0,34,0,0,0
730,0,785,350,0,0,350,0,0,0
731,0,785,63,0,0,63,0,0,0
732,0,785,67,0,0,67,0,0,0
733,63038,640,30,0,0,162,0,0,1
734,63009,367,30,0,0,162,0,0,1
735,63052,399,31,0,0,166,0,0,1
736,63023,400,33,0,0,170,0,0,1
737,63019,2157,0,55,0,0,74,0,2
738,63028,2156,63,0,0,383,0,0,1
739,63118,1824,32,0,0,169,0,0,1
740,0,0,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0,0
744,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,0,0
753,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0,0
757,0,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0,0,0
762,0,0,0,0,0,0,0,0,0
763,0,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0
768,0,0,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0,0,0
770,0,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0
772,0,0,0,0,0,0,0,0,0
773,0,0,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0
777,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0,0,0
789,0,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,0,0
805,0,0,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,0,0,0,0
833,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,0
835,0,0,0,0,0,0,0,0,0
836,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0,0
838,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,0
846,0,0,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0
