#,Experience,Unknown0,RetainerTaskParameter,VentureCost,MaxTimemin,RequiredItemLevel,RequiredGathering,Unknown1,Task,ClassJobCategory,RetainerLevel,ConditionParam0,ConditionParam1,IsRandom
441,247100,0,148,1,60,128,0,0,368,34,59,0,0,False
442,247100,0,148,1,60,128,0,0,369,34,59,0,0,False
443,251000,0,150,1,60,130,0,0,370,34,60,0,0,False
444,122000,80,120,1,60,0,311,0,371,17,51,72,0,False
445,122000,120,120,1,60,0,311,0,372,17,51,72,0,False
446,122000,120,120,1,60,0,311,0,373,17,51,72,0,False
447,154200,125,125,1,60,0,314,0,374,17,52,72,0,False
448,154200,130,130,1,60,0,362,0,375,17,53,72,0,False
449,186000,133,133,1,60,0,363,0,376,17,54,72,0,False
450,186000,133,133,1,60,0,363,0,377,17,54,72,0,False
451,186000,136,136,1,60,0,388,0,378,17,55,72,0,False
452,186000,136,136,1,60,0,388,0,379,17,55,72,0,False
453,216800,139,139,1,60,0,389,0,380,17,56,72,0,False
454,216800,142,142,1,60,0,392,0,381,17,57,72,0,False
455,216800,142,142,1,60,0,392,0,382,17,57,72,0,False
456,247100,145,145,1,60,0,396,0,383,17,58,72,0,False
457,247100,145,145,1,60,0,396,0,384,17,58,72,0,False
458,247100,148,148,1,60,0,401,0,385,17,59,72,0,False
459,247100,148,148,1,60,0,401,0,386,17,59,72,0,False
460,251000,150,150,1,60,0,405,0,387,17,60,72,0,False
461,251000,150,150,1,60,0,405,0,388,17,60,72,0,False
462,122000,80,120,1,60,0,311,0,389,18,51,72,0,False
463,122000,80,120,1,60,0,311,0,390,18,51,72,0,False
464,122000,120,120,1,60,0,311,0,391,18,51,72,0,False
465,154200,125,125,1,60,0,314,0,392,18,52,72,0,False
466,154200,130,130,1,60,0,362,0,393,18,53,72,0,False
467,186000,133,133,1,60,0,363,0,394,18,54,72,0,False
468,186000,133,133,1,60,0,363,0,395,18,54,72,0,False
469,186000,136,136,1,60,0,388,0,396,18,55,72,0,False
470,186000,136,136,1,60,0,388,0,397,18,55,72,0,False
471,216800,139,139,1,60,0,389,0,398,18,56,72,0,False
472,216800,142,142,1,60,0,392,0,399,18,57,72,0,False
473,216800,142,142,1,60,0,392,0,400,18,57,72,0,False
474,247100,145,145,1,60,0,396,0,401,18,58,72,0,False
475,247100,145,145,1,60,0,396,0,402,18,58,72,0,False
476,247100,148,148,1,60,0,401,0,403,18,59,72,0,False
477,247100,148,148,1,60,0,401,0,404,18,59,72,0,False
478,247100,148,148,1,60,0,401,0,405,18,59,72,0,False
479,251000,150,150,1,60,0,405,0,406,18,60,72,0,False
480,122000,0,120,1,60,0,228,0,407,19,51,72,0,False
481,154200,0,125,1,60,0,249,0,408,19,52,72,0,False
482,154200,0,125,1,60,0,249,0,409,19,52,72,0,False
483,154200,0,125,1,60,0,249,0,410,19,52,72,0,False
484,154200,0,130,1,60,0,271,0,411,19,53,72,0,False
485,154200,0,130,1,60,0,271,0,412,19,53,72,0,False
486,186000,0,133,1,60,0,291,0,413,19,54,72,0,False
487,186000,0,133,1,60,0,291,0,414,19,54,72,0,False
488,186000,0,136,1,60,0,312,0,415,19,55,72,0,False
489,186000,0,136,1,60,0,312,0,416,19,55,72,0,False
490,186000,0,136,1,60,0,312,0,417,19,55,72,0,False
491,216800,0,139,1,60,0,314,0,418,19,56,72,0,False
492,216800,0,142,1,60,0,320,0,419,19,57,72,0,False
493,216800,0,142,1,60,0,320,0,420,19,57,72,0,False
494,247100,0,145,1,60,0,327,0,421,19,58,72,0,False
495,247100,0,145,1,60,0,327,0,422,19,58,72,0,False
496,247100,0,148,1,60,0,336,0,423,19,59,72,0,False
497,247100,0,148,1,60,0,336,0,424,19,59,72,0,False
498,251000,0,150,1,60,0,347,0,425,19,60,72,0,False
499,251000,0,150,1,60,0,347,0,426,19,60,72,0,False
500,35200,30,30,1,60,0,99,0,427,17,30,72,0,False
501,154200,0,125,1,60,0,249,0,428,19,52,72,0,False
502,186000,0,136,1,60,0,312,0,429,19,55,72,0,False
503,186000,0,136,1,60,0,312,0,430,19,55,72,0,False
504,186000,0,136,1,60,0,312,0,431,19,55,72,0,False
505,186000,0,133,1,60,0,291,0,432,19,54,72,0,False
506,122000,55,50,1,60,0,149,0,433,17,50,72,0,False
507,122000,55,50,1,60,0,149,0,434,17,50,72,0,False
508,122000,55,50,1,60,0,149,0,435,17,50,72,0,False
509,122000,51,50,1,60,0,149,0,436,17,50,72,0,False
510,122000,51,50,1,60,0,149,0,437,17,50,72,0,False
511,122000,51,50,1,60,0,149,0,438,17,50,72,0,False
512,122000,51,50,1,60,0,149,0,439,17,50,72,0,False
513,122000,70,50,1,60,0,149,0,440,17,50,72,0,False
514,122000,70,50,1,60,0,149,0,441,17,50,72,0,False
515,122000,70,50,1,60,0,149,0,442,17,50,72,0,False
516,122000,51,50,1,60,0,149,0,443,18,50,72,0,False
517,122000,51,50,1,60,0,149,0,444,18,50,72,0,False
518,122000,51,50,1,60,0,149,0,445,18,50,72,0,False
519,122000,51,50,1,60,0,149,0,446,18,50,72,0,False
520,122000,51,50,1,60,0,149,0,447,18,50,72,0,False
521,122000,51,50,1,60,0,149,0,448,18,50,72,0,False
522,122000,51,50,1,60,0,149,0,449,18,50,72,0,False
523,122000,51,50,1,60,0,149,0,450,18,50,72,0,False
524,122000,51,50,1,60,0,149,0,451,18,50,72,0,False
525,122000,70,50,1,60,0,149,0,452,18,50,72,0,False
526,122000,70,50,1,60,0,149,0,453,18,50,72,0,False
527,122000,70,50,1,60,0,149,0,454,18,50,72,0,False
528,122000,70,50,1,60,0,149,0,455,18,50,72,0,False
529,122000,70,50,1,60,0,149,0,456,17,50,72,0,False
530,122000,70,50,1,60,0,149,0,457,17,50,72,0,False
531,122000,70,50,1,60,0,149,0,458,17,50,72,0,False
532,122000,70,50,1,60,0,149,0,459,17,50,72,0,False
533,122000,70,50,1,60,0,149,0,460,17,50,72,0,False
534,122000,70,50,1,60,0,149,0,461,18,50,72,0,False
535,122000,70,50,1,60,0,149,0,462,18,50,72,0,False
536,122000,80,50,1,60,0,149,0,463,17,50,72,0,False
537,122000,80,50,1,60,0,149,0,464,18,50,72,0,False
538,122000,80,50,1,60,0,149,0,465,17,50,72,0,False
539,122000,80,50,1,60,0,149,0,466,18,50,72,0,False
540,122000,50,50,1,60,0,149,0,467,17,50,72,0,False
541,122000,90,50,1,60,0,149,0,468,17,50,72,0,False
542,122000,90,50,1,60,0,149,0,469,18,50,72,0,False
543,122000,55,50,1,60,0,149,0,470,17,50,72,0,False
544,122000,55,50,1,60,0,149,0,471,18,50,72,0,False
545,154200,130,130,1,60,0,362,0,472,17,53,72,0,False
546,186000,136,136,1,60,0,388,0,473,17,55,72,0,False
547,247100,145,145,1,60,0,396,0,474,17,58,72,0,False
548,154200,130,130,1,60,0,362,0,475,18,53,72,0,False
549,186000,136,136,1,60,0,388,0,476,18,55,72,0,False
550,186000,136,136,1,60,0,388,0,477,18,55,72,0,False
551,247100,145,145,1,60,0,396,0,478,18,58,72,0,False
552,1109600,0,1,2,1080,160,0,0,30074,34,60,0,0,True
553,1109600,0,1,2,1080,0,486,0,30075,17,60,72,0,True
554,1109600,0,1,2,1080,0,486,0,30076,18,60,72,0,True
555,1109600,0,1,2,1080,0,393,0,30077,19,60,72,0,True
556,122000,51,50,1,60,0,149,0,479,17,50,72,0,False
557,7400,11,11,1,60,0,40,0,480,18,11,72,0,False
558,7400,11,11,1,60,0,40,0,481,18,11,72,0,False
559,7400,11,11,1,60,0,40,0,482,18,11,72,0,False
560,10200,12,12,1,60,0,41,0,483,18,12,72,0,False
561,10200,12,12,1,60,0,41,0,484,18,12,72,0,False
562,10200,12,12,1,60,0,41,0,485,18,12,72,0,False
563,10200,13,13,1,60,0,43,0,486,18,13,72,0,False
564,10200,13,13,1,60,0,43,0,487,18,13,72,0,False
565,10200,13,13,1,60,0,43,0,488,18,13,72,0,False
566,13100,14,14,1,60,0,44,0,489,18,14,72,0,False
567,13100,14,14,1,60,0,44,0,490,18,14,72,0,False
568,122000,51,50,1,60,0,149,0,491,18,50,72,0,False
569,122000,51,50,1,60,0,149,0,492,18,50,72,0,False
570,122000,51,50,1,60,0,149,0,493,18,50,72,0,False
571,122000,51,50,1,60,0,149,0,494,18,50,72,0,False
572,122000,70,50,1,60,0,149,0,495,18,50,72,0,False
573,122000,70,50,1,60,0,149,0,496,18,50,72,0,False
574,122000,55,50,1,60,0,149,0,497,18,50,72,0,False
575,122000,55,50,1,60,0,149,0,498,17,50,72,0,False
576,122000,70,50,1,60,0,149,0,499,18,50,72,0,False
577,122000,70,50,1,60,0,149,0,500,17,50,72,0,False
578,1109700,0,1,2,1080,235,0,0,30078,34,61,0,0,True
579,1109700,0,1,2,1080,0,700,0,30079,17,61,72,0,True
580,1109700,0,1,2,1080,0,700,0,30080,18,61,72,0,True
581,1109700,0,1,2,1080,0,560,0,30081,19,61,72,0,True
582,1133300,0,1,2,1080,256,0,0,30082,34,65,0,0,True
583,1133300,0,1,2,1080,0,739,0,30083,17,65,72,0,True
584,1133300,0,1,2,1080,0,739,0,30084,18,65,72,0,True
585,1133300,0,1,2,1080,0,591,0,30085,19,65,72,0,True
586,251000,0,150,1,60,0,405,0,501,17,60,72,0,False
587,122000,0,80,1,60,0,149,0,502,17,50,72,0,False
588,122000,0,120,1,60,0,311,0,503,17,51,72,0,False
589,154200,0,125,1,60,0,314,0,504,17,52,72,0,False
590,154200,0,130,1,60,0,362,0,505,17,53,72,0,False
591,186000,0,133,1,60,0,363,0,506,17,54,72,0,False
592,186000,0,136,1,60,0,388,0,507,17,55,72,0,False
593,216800,0,139,1,60,0,389,0,508,17,56,72,0,False
594,216800,0,142,1,60,0,392,0,509,17,57,72,0,False
595,247100,0,145,1,60,0,396,0,510,17,58,72,0,False
596,247100,0,148,1,60,0,401,0,511,17,59,72,0,False
597,251000,0,180,1,60,0,602,0,512,17,60,72,0,False
598,251000,0,180,1,60,0,602,0,513,17,60,72,0,False
599,251000,0,175,1,60,0,602,0,514,17,60,72,0,False
600,251000,0,180,1,60,0,602,0,515,17,60,72,0,False
601,251000,0,180,1,60,0,602,0,516,17,60,72,0,False
602,251000,0,180,1,60,0,602,0,517,17,60,72,0,False
603,251000,0,150,1,60,0,405,0,518,18,60,72,0,False
604,122000,0,80,1,60,0,149,0,519,18,50,72,0,False
605,122000,0,120,1,60,0,311,0,520,18,51,72,0,False
606,154200,0,125,1,60,0,314,0,521,18,52,72,0,False
607,154200,0,130,1,60,0,362,0,522,18,53,72,0,False
608,186000,0,133,1,60,0,363,0,523,18,54,72,0,False
609,186000,0,136,1,60,0,388,0,524,18,55,72,0,False
610,216800,0,139,1,60,0,389,0,525,18,56,72,0,False
611,247100,0,145,1,60,0,396,0,526,18,58,72,0,False
612,216800,0,142,1,60,0,392,0,527,18,57,72,0,False
613,247100,0,148,1,60,0,401,0,528,18,59,72,0,False
614,251000,0,180,1,60,0,602,0,529,18,60,72,0,False
615,251000,0,180,1,60,0,602,0,530,18,60,72,0,False
616,251000,0,180,1,60,0,602,0,531,18,60,72,0,False
617,251000,0,180,1,60,0,602,0,532,18,60,72,0,False
618,251000,0,180,1,60,0,602,0,533,18,60,72,0,False
619,251000,0,180,1,60,0,602,0,534,18,60,72,0,False
620,122000,0,80,1,60,0,149,0,535,18,50,72,0,False
621,154200,0,125,1,60,0,314,0,536,18,52,72,0,False
622,154200,0,130,1,60,0,362,0,537,18,53,72,0,False
623,251000,0,180,1,60,0,602,0,538,18,60,72,0,False
624,251000,0,180,1,60,0,602,0,539,18,60,72,0,False
625,251000,0,180,1,60,0,602,0,540,18,60,72,0,False
626,251000,0,180,1,60,0,602,0,541,18,60,72,0,False
627,251000,0,180,1,60,0,602,0,542,18,60,72,0,False
628,251000,0,180,1,60,0,602,0,543,17,60,72,0,False
629,251000,0,180,1,60,0,602,0,544,17,60,72,0,False
630,251000,0,180,1,60,0,602,0,545,17,60,72,0,False
631,251000,0,180,1,60,0,602,0,546,17,60,72,0,False
632,251000,0,180,1,60,0,602,0,547,18,60,72,0,False
633,24900,0,20,1,60,0,65,0,548,18,20,72,0,False
634,24900,0,20,1,60,0,65,0,549,18,20,72,0,False
635,24900,0,20,1,60,0,65,0,550,18,20,72,0,False
636,24900,0,20,1,60,0,65,0,551,18,20,72,0,False
637,24900,0,20,1,60,0,65,0,552,18,20,72,0,False
638,24900,0,20,1,60,0,65,0,553,18,20,72,0,False
639,251000,0,200,1,60,0,644,0,554,18,60,72,0,False
640,251000,0,200,1,60,0,644,0,555,18,60,72,0,False
641,251000,0,200,1,60,0,644,0,556,18,60,72,0,False
642,251000,0,200,1,60,0,644,0,557,18,60,72,0,False
643,251000,0,200,1,60,0,644,0,558,17,60,72,0,False
644,251000,0,200,1,60,0,644,0,559,17,60,72,0,False
645,251000,0,200,1,60,0,644,0,560,17,60,72,0,False
646,251000,0,190,1,60,0,644,0,561,17,60,72,0,False
647,251000,0,190,1,60,0,644,0,562,17,60,72,0,False
648,251000,0,205,1,60,0,700,0,563,17,61,72,0,False
649,261500,0,210,1,60,0,714,0,564,17,62,72,0,False
650,261500,0,215,1,60,0,728,0,565,17,63,72,0,False
651,262000,0,220,1,60,0,734,0,566,17,64,72,0,False
652,262000,0,225,1,60,0,739,0,567,17,65,72,0,False
653,262000,0,225,1,60,0,739,0,568,17,65,72,0,False
654,265800,0,230,1,60,0,744,0,569,17,66,72,0,False
655,283300,0,260,1,60,0,775,0,570,17,68,72,0,False
656,283300,0,260,1,60,0,775,0,571,17,68,72,0,False
657,301800,0,290,1,60,0,805,0,572,17,70,72,0,False
658,301800,0,290,1,60,0,805,0,573,17,70,72,0,False
659,251000,0,205,1,60,0,700,0,574,17,61,72,0,False
660,251000,0,205,1,60,0,700,0,575,17,61,72,0,False
661,261500,0,210,1,60,0,714,0,576,17,62,72,0,False
662,261500,0,215,1,60,0,728,0,577,17,63,72,0,False
663,265800,0,230,1,60,0,744,0,578,17,66,72,0,False
664,265800,0,245,1,60,0,759,0,579,17,67,72,0,False
665,283300,0,275,1,60,0,790,0,580,17,69,72,0,False
666,283300,0,275,1,60,0,790,0,581,17,69,72,0,False
667,251000,0,205,1,60,0,700,0,582,18,61,72,0,False
668,251000,0,205,1,60,0,700,0,583,18,61,72,0,False
669,251000,0,205,1,60,0,700,0,584,18,61,72,0,False
670,261500,0,215,1,60,0,728,0,585,18,63,72,0,False
671,262000,0,220,1,60,0,734,0,586,18,64,72,0,False
672,262000,0,225,1,60,0,739,0,587,18,65,72,0,False
673,262000,0,225,1,60,0,739,0,588,18,65,72,0,False
674,262000,0,225,1,60,0,739,0,589,18,65,72,0,False
675,265800,0,230,1,60,0,744,0,590,18,66,72,0,False
676,265800,0,245,1,60,0,759,0,591,18,67,72,0,False
677,265800,0,245,1,60,0,759,0,592,18,67,72,0,False
678,301800,0,290,1,60,0,805,0,593,18,70,72,0,False
679,301800,0,290,1,60,0,805,0,594,18,70,72,0,False
680,251000,0,190,1,60,0,644,0,595,18,60,72,0,False
681,251000,0,190,1,60,0,644,0,596,18,60,72,0,False
682,261500,0,210,1,60,0,714,0,597,18,62,72,0,False
683,261500,0,210,1,60,0,714,0,598,18,62,72,0,False
684,261500,0,210,1,60,0,714,0,599,18,62,72,0,False
685,261500,0,215,1,60,0,728,0,600,18,63,72,0,False
686,261500,0,215,1,60,0,728,0,601,18,63,72,0,False
687,262000,0,220,1,60,0,734,0,602,18,64,72,0,False
688,262000,0,220,1,60,0,734,0,603,18,64,72,0,False
689,262000,0,220,1,60,0,734,0,604,18,64,72,0,False
690,262000,0,220,1,60,0,734,0,605,18,64,72,0,False
691,262000,0,225,1,60,0,739,0,606,18,65,72,0,False
692,262000,0,225,1,60,0,739,0,607,18,65,72,0,False
693,262000,0,225,1,60,0,739,0,608,18,65,72,0,False
694,265800,0,230,1,60,0,744,0,609,18,66,72,0,False
695,265800,0,230,1,60,0,744,0,610,18,66,72,0,False
696,265800,0,230,1,60,0,744,0,611,18,66,72,0,False
697,265800,0,230,1,60,0,744,0,612,18,66,72,0,False
698,265800,0,230,1,60,0,744,0,613,18,66,72,0,False
699,265800,0,245,1,60,0,759,0,614,18,67,72,0,False
700,283300,0,260,1,60,0,775,0,615,18,68,72,0,False
701,283300,0,260,1,60,0,775,0,616,18,68,72,0,False
702,283300,0,260,1,60,0,775,0,617,18,68,72,0,False
703,283300,0,260,1,60,0,775,0,618,18,68,72,0,False
704,283300,0,260,1,60,0,775,0,619,18,68,72,0,False
705,283300,0,260,1,60,0,775,0,620,18,68,72,0,False
706,283300,0,275,1,60,0,790,0,621,18,69,72,0,False
707,283300,0,275,1,60,0,790,0,622,18,69,72,0,False
708,301800,0,300,1,60,0,875,0,623,18,70,72,0,False
709,251000,0,255,1,60,235,0,0,624,34,61,0,0,False
710,251000,0,255,1,60,235,0,0,625,34,61,0,0,False
711,261500,0,265,1,60,245,0,0,626,34,62,0,0,False
712,261500,0,265,1,60,245,0,0,627,34,62,0,0,False
713,261500,0,265,1,60,245,0,0,628,34,62,0,0,False
714,261500,0,270,1,60,250,0,0,629,34,63,0,0,False
715,261500,0,270,1,60,250,0,0,630,34,63,0,0,False
716,262000,0,273,1,60,253,0,0,631,34,64,0,0,False
717,262000,0,276,1,60,256,0,0,632,34,65,0,0,False
718,265800,0,279,1,60,259,0,0,633,34,66,0,0,False
719,265800,0,279,1,60,259,0,0,634,34,66,0,0,False
720,265800,0,279,1,60,259,0,0,635,34,66,0,0,False
721,265800,0,282,1,60,262,0,0,636,34,67,0,0,False
722,265800,0,282,1,60,262,0,0,637,34,67,0,0,False
723,283300,0,285,1,60,265,0,0,638,34,68,0,0,False
724,283300,0,285,1,60,265,0,0,639,34,68,0,0,False
725,283300,0,288,1,60,268,0,0,640,34,69,0,0,False
726,283300,0,288,1,60,268,0,0,641,34,69,0,0,False
727,301800,0,290,1,60,270,0,0,642,34,70,0,0,False
728,301800,0,290,1,60,270,0,0,643,34,70,0,0,False
729,251000,0,205,1,60,0,560,0,644,19,61,72,0,False
730,261500,0,210,1,60,0,571,0,645,19,62,72,0,False
731,261500,0,215,1,60,0,582,0,646,19,63,72,0,False
732,262000,0,220,1,60,0,587,0,647,19,64,72,0,False
733,262000,0,225,1,60,0,591,0,648,19,65,72,0,False
734,265800,0,230,1,60,0,595,0,649,19,66,72,0,False
735,265800,0,245,1,60,0,607,0,650,19,67,72,0,False
736,283300,0,260,1,60,0,620,0,651,19,68,72,0,False
737,283300,0,275,1,60,0,632,0,652,19,69,72,0,False
738,301800,0,290,1,60,0,644,0,653,19,70,72,0,False
739,251000,0,180,1,60,0,602,0,654,17,60,72,0,False
740,1169200,0,1,2,1080,270,0,0,30086,34,70,0,0,True
741,1169200,0,1,2,1080,0,805,0,30087,17,70,72,0,True
742,1169200,0,1,2,1080,0,805,0,30088,18,70,72,0,True
743,1169200,0,1,2,1080,0,644,0,30089,19,70,72,0,True
744,301800,300,300,1,60,0,875,0,655,17,70,72,0,False
745,301800,300,300,1,60,0,875,0,656,17,70,72,0,False
746,301800,300,300,1,60,0,875,0,657,18,70,72,0,False
747,301800,300,300,1,60,0,875,0,658,18,70,72,0,False
748,301800,300,300,1,60,0,875,0,659,17,70,72,0,False
749,301800,300,300,1,60,0,875,0,660,18,70,72,0,False
750,301800,300,300,1,60,0,700,0,661,19,70,72,0,False
751,301800,320,320,1,60,0,1015,0,662,17,70,72,0,False
752,301800,320,320,1,60,0,1015,0,663,17,70,72,0,False
753,301800,320,320,1,60,0,1015,0,664,18,70,72,0,False
754,301800,320,320,1,60,0,1015,0,665,18,70,72,0,False
755,301800,320,320,1,60,0,812,0,666,19,70,72,0,False
756,301800,320,320,1,60,0,1015,0,667,17,70,72,0,False
757,301800,320,320,1,60,0,1015,0,668,18,70,72,0,False
758,301800,350,350,1,60,0,1015,0,669,17,70,72,0,False
759,301800,350,350,1,60,0,1155,0,670,17,70,72,0,False
760,301800,355,355,1,60,0,1155,0,671,17,70,72,0,False
761,301800,370,370,1,60,0,1155,0,672,18,70,72,0,False
762,301800,370,370,1,60,0,1155,0,673,18,70,72,0,False
763,1412800,0,1,2,1080,370,0,0,30090,34,71,0,0,True
764,1412800,0,1,2,1080,0,1190,0,30091,17,71,72,0,True
765,1412800,0,1,2,1080,0,1190,0,30092,18,71,72,0,True
766,1412800,0,1,2,1080,0,952,0,30093,19,71,72,0,True
767,2102400,0,1,2,1080,386,0,0,30094,34,75,0,0,True
768,2102400,0,1,2,1080,0,1294,0,30095,17,75,72,0,True
769,2102400,0,1,2,1080,0,1294,0,30096,18,75,72,0,True
770,2102400,0,1,2,1080,0,1035,0,30097,19,75,72,0,True
771,301800,0,290,1,60,270,0,0,674,34,70,0,0,False
772,301800,0,390,1,60,370,0,0,675,34,71,0,0,False
773,301800,0,390,1,60,370,0,0,676,34,71,0,0,False
774,301800,0,390,1,60,370,0,0,677,34,71,0,0,False
775,301800,0,390,1,60,370,0,0,678,34,71,0,0,False
776,332400,0,400,1,60,375,0,0,679,34,72,0,0,False
777,332400,0,400,1,60,380,0,0,680,34,73,0,0,False
778,332400,0,400,1,60,380,0,0,681,34,73,0,0,False
779,377100,0,406,1,60,383,0,0,682,34,74,0,0,False
780,377100,0,406,1,60,386,0,0,683,34,75,0,0,False
781,377100,0,406,1,60,386,0,0,684,34,75,0,0,False
782,437700,0,409,1,60,389,0,0,685,34,76,0,0,False
783,437700,0,412,1,60,392,0,0,686,34,77,0,0,False
784,437700,0,412,1,60,392,0,0,687,34,77,0,0,False
785,525600,0,415,1,60,395,0,0,688,34,78,0,0,False
786,525600,0,418,1,60,398,0,0,689,34,79,0,0,False
787,525600,0,418,1,60,398,0,0,690,34,79,0,0,False
788,301800,0,320,1,60,0,1015,0,691,17,70,72,0,False
789,332400,0,350,1,60,0,1225,0,692,17,72,72,0,False
790,332400,0,350,1,60,0,1225,0,693,17,72,72,0,False
791,332400,0,355,1,60,0,1235,0,694,17,73,72,0,False
792,377100,0,370,1,60,0,1260,0,695,17,74,72,0,False
793,377100,0,370,1,60,0,1260,0,696,17,74,72,0,False
794,437700,0,390,1,60,0,1327,0,697,17,76,72,0,False
795,437700,0,390,1,60,0,1327,0,698,17,76,72,0,False
796,437700,0,400,1,60,0,1360,0,699,17,77,72,0,False
797,525600,0,410,1,60,0,1393,0,700,17,78,72,0,False
798,525600,0,410,1,60,0,1393,0,701,17,78,72,0,False
799,599200,0,430,1,60,0,1459,0,702,17,80,72,0,False
800,301800,0,320,1,60,0,1015,0,703,17,70,72,0,False
801,301800,0,320,1,60,0,1015,0,704,17,70,72,0,False
802,301800,0,345,1,60,0,1190,0,705,17,71,72,0,False
803,301800,0,345,1,60,0,1190,0,706,17,71,72,0,False
804,377100,0,380,1,60,0,1294,0,707,17,75,72,0,False
805,437700,0,390,1,60,0,1327,0,708,17,76,72,0,False
806,437700,0,390,1,60,0,1327,0,709,17,76,72,0,False
807,525600,0,420,1,60,0,1426,0,710,17,79,72,0,False
808,301800,0,345,1,60,0,1190,0,711,18,71,72,0,False
809,301800,0,345,1,60,0,1190,0,712,18,71,72,0,False
810,301800,0,345,1,60,0,1190,0,713,18,71,72,0,False
811,332400,0,350,1,60,0,1225,0,714,18,72,72,0,False
812,377100,0,370,1,60,0,1260,0,715,18,74,72,0,False
813,377100,0,380,1,60,0,1294,0,716,18,75,72,0,False
814,437700,0,390,1,60,0,1327,0,717,18,76,72,0,False
815,437700,0,390,1,60,0,1327,0,718,18,76,72,0,False
816,525600,0,410,1,60,0,1393,0,719,18,78,72,0,False
817,599200,0,430,1,60,0,1459,0,720,18,80,72,0,False
818,301800,0,320,1,60,0,1015,0,721,18,70,72,0,False
819,301800,0,345,1,60,0,1190,0,722,18,71,72,0,False
820,301800,0,345,1,60,0,1190,0,723,18,71,72,0,False
821,301800,0,345,1,60,0,1190,0,724,18,71,72,0,False
822,301800,0,345,1,60,0,1190,0,725,18,71,72,0,False
823,332400,0,350,1,60,0,1225,0,726,18,72,72,0,False
824,332400,0,350,1,60,0,1225,0,727,18,72,72,0,False
825,332400,0,350,1,60,0,1225,0,728,18,72,72,0,False
826,332400,0,355,1,60,0,1235,0,729,18,73,72,0,False
827,377100,0,370,1,60,0,1260,0,730,18,74,72,0,False
828,377100,0,370,1,60,0,1260,0,731,18,74,72,0,False
829,377100,0,380,1,60,0,1294,0,732,18,75,72,0,False
830,377100,0,380,1,60,0,1294,0,733,18,75,72,0,False
831,437700,0,390,1,60,0,1327,0,734,18,76,72,0,False
832,437700,0,390,1,60,0,1327,0,735,18,76,72,0,False
833,437700,0,400,1,60,0,1360,0,736,18,77,72,0,False
834,525600,0,410,1,60,0,1393,0,737,18,78,72,0,False
835,525600,0,410,1,60,0,1393,0,738,18,78,72,0,False
836,525600,0,410,1,60,0,1393,0,739,18,78,72,0,False
837,525600,0,420,1,60,0,1426,0,740,18,79,72,0,False
838,525600,0,420,1,60,0,1426,0,741,18,79,72,0,False
839,525600,0,410,1,60,0,1393,0,742,18,78,72,0,False
840,525600,0,420,1,60,0,1426,0,743,18,79,72,0,False
841,301800,0,345,1,60,0,952,0,744,19,71,72,0,False
842,332400,0,350,1,60,0,980,0,745,19,72,72,0,False
843,332400,0,355,1,60,0,988,0,746,19,73,72,0,False
844,377100,0,370,1,60,0,1008,0,747,19,74,72,0,False
845,437700,0,400,1,60,0,1088,0,748,19,77,72,0,False
846,377100,0,370,1,60,0,1008,0,749,19,74,72,0,False
847,437700,0,390,1,60,0,1061,0,750,19,76,72,0,False
848,525600,0,410,1,60,0,1114,0,751,19,78,72,0,False
849,525600,0,410,1,60,0,1114,0,752,19,78,72,0,False
850,525600,0,420,1,60,0,1140,0,753,19,79,72,0,False
851,2396800,0,1,2,1080,400,0,0,30098,34,80,0,0,True
852,2396800,0,1,2,1080,0,1459,0,30099,17,80,72,0,True
853,2396800,0,1,2,1080,0,1459,0,30100,18,80,72,0,True
854,2396800,0,1,2,1080,0,1167,0,30101,19,80,72,0,True
855,599200,430,430,1,60,0,1459,0,754,17,80,72,0,False
856,599200,440,440,1,60,0,1528,0,755,17,80,72,0,False
857,599200,440,440,1,60,0,1528,0,756,17,80,72,0,False
858,599200,430,430,1,60,0,1459,0,757,18,80,72,0,False
859,599200,440,440,1,60,0,1528,0,758,18,80,72,0,False
860,599200,440,440,1,60,0,1528,0,759,18,80,72,0,False
861,599200,441,440,1,60,0,1528,0,99,17,80,72,0,False
862,599200,441,440,1,60,0,1528,0,127,18,80,72,0,False
863,599200,0,440,1,60,0,1222,0,160,19,80,72,0,False
864,599200,460,460,1,60,0,1584,0,227,17,80,72,0,False
865,599200,460,460,1,60,0,1584,0,265,17,80,72,0,False
866,599200,460,460,1,60,0,1584,0,307,17,80,72,0,False
867,599200,460,460,1,60,0,1584,0,760,18,80,72,0,False
868,599200,460,460,1,60,0,1584,0,761,18,80,72,0,False
869,599200,460,460,1,60,0,1584,0,762,18,80,72,0,False
870,599200,461,460,1,60,0,1584,0,763,17,80,72,0,False
871,599200,460,460,1,60,0,1584,0,764,18,80,72,0,False
872,599200,460,460,1,60,0,1267,0,765,19,80,72,0,False
873,247100,0,148,1,60,0,401,0,766,17,59,72,0,False
874,251000,0,150,1,60,0,405,0,767,17,60,72,0,False
875,216800,0,139,1,60,0,389,0,768,17,56,72,0,False
876,251000,0,150,1,60,0,405,0,769,18,60,72,0,False
877,247100,0,148,1,60,0,401,0,770,18,59,72,0,False
878,216800,0,139,1,60,0,389,0,771,18,56,72,0,False
879,301800,0,345,1,60,0,1190,0,772,18,71,72,0,False
880,3179200,0,1,2,1080,500,0,0,30102,34,81,0,0,True
881,4335200,0,1,2,1080,516,0,0,30106,34,85,0,0,True
882,3179200,0,1,2,1080,0,1815,0,30103,17,81,72,0,True
