#,Name,Impression,Description,Level,MinLevel,PlaceName,IconList,IconDiscovered,IconUndiscovered,Emote,MinTime,MaxTime,MaxLevel,IsInitial
2162784,Tharl Oom Khash,"Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Name dieses uralten Gebildes bedeutet „Kristall der Reue“ in der Sprache der Drachen, und es ist tatsächlich zur Hälfte von Kristallen verschlungen. Aufgrund der immensen Kristallisation wird gemutmaßt, dass ein gigantisches Geschöpf mit einer ätherischen Präsenz, die den sieben Hohen Drachen gleichkommt, hier sein Leben ausgehaucht haben könnte.",5927572,50,2002,81647,81147,81456,22,0,0,50,False
2162785,Kreidetempel,"Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese Festung liegt in Hraesvelgrs Domäne und wird auf Geheiß des Drachen von den Mogrys bewacht, die ihr Zuhause in den Wallenden Nebeln haben. Obwohl die Zeit - eintausend Jahre - ihren Tribut gefordert hat, erstrahlt der Tempel noch immer in Ehrfurcht gebietendem Glanz.",5927573,50,2002,81648,81148,81456,22,0,0,50,False
2162786,Der Verirrte Grundherr,"Von Gipfeln der Wallenden Nebel betete ich für das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser Koloss erhebt sich auf einer Insel gleich neben Grünwarte. Den Namen erhielt er von den Mogrys, die glaubten, dass die Statue den „König der Bodenbewohner“ darstellt. Doch niemand weiß, ob die Statue ein bloßes Kunstwerk ist oder eine tatsächliche Person abbildet.",5927574,50,2002,81649,81149,81456,58,0,0,50,False
2162787,Haus der Blätter,"Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die eintausend Jahre alten Ruinen eines Turms, der vor dem Krieg von Drachen und Ishgardern errichtet wurde. Selbst jetzt, da er in Trümmern liegt, lassen sich noch die Buchstaben seiner Wandinschriften erkennen. Die Mogry gaben diesem Ort seinen Namen, denn die Inschriften, die sie nicht entziffern konnten, erinnerten sie an die Blätter eines Briefes.",5959944,50,2002,81650,81150,81456,22,0,0,50,False
2162788,Drachen­korridor,"Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Drachen­korridor war einst ein Zugang zum Himmel - ein geschäftiger Ort, an dem Reisende auf abgerichteten Wyvern in die Lüfte stiegen und landeten. Dieser Tage landen hier nur noch Diener Nidhoggs.",5959946,50,2002,81651,81151,81456,22,0,0,50,False
2162789,Camp Wolkenwipfel,"Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein Außenposten, der mit den Rosenkavalleristen des Hauses Haillenarte bemannt ist, die unablässig Ausschau nach Angreifern aus Dravania halten. Der ganze Stolz des Postens ist die *Protektor*, ein gewaltiges Luftschiff, das den Ishgardern einen erheblichen Vorteil im Luftkampf verschaffen könnte, wenn es nur vollständig einsatzfähig wäre.",5927575,50,2100,81671,81171,81457,22,0,0,50,False
2162790,Das Genist,"In den Höhen des Wolkenmeeres erlaubte ich mir einen Augenblick der Müdigkeit. Und was ich beim Aufwachen erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Große Wandervögel nisten hier während ihres Zugs vom Nahen Osten nach Eorzea und zurück. Jungvögel, die in den tückischen Winden des Wolkenmeeres flügge werden, meistern den Rest der Wegstrecke ohne Probleme.",5927576,50,2100,81672,81172,81457,13,0,0,50,False
2162791,Voor Sian Siran,"Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine Wasserquelle, genährt von der Feuchtigkeit der Luft und mannshohen Was­ser­kris­tal­len. Der Ritter, der sie zuerst erblickte, teilte seine wundersame Entdeckung mit einem Barden, der die Erscheinung in einer umgehend komponierten Ballade mit dem legendären Paradies von Voor Sian Siran verglich.",5927577,50,2100,81673,81173,81457,22,0,0,50,False
2162792,Mok Oogl,"Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Name der Insel bedeutet in der Sprache der Vanu Vanu so viel wie „Klang der Höhe“. Das mit einem Mogry-Symbol versehene Monument ist ein Rätsel, haben die flatternden Kreaturen doch nie diese Insel bewohnt.",5927578,50,2100,81674,81174,81457,22,0,0,50,False
2162793,Haus der Gefallenen Feder,"Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.",Eine der heiligsten Stätten der Vanu Vanu. Hier soll eine einzelne Feder des Primae Bismarck vom Himmel gefallen und den Boden berührt haben. Der Älteste des aggressiven Stammes der Vundo hat diesen Ort zu seinem Sitz gemacht und herrscht von hier aus mit eiserner Kralle.,5927579,50,2100,81675,81175,81457,22,0,0,50,False
2162794,Ok' Vundo Vana,"Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Grob übersetzt „hohes Dorf der Vundo“ - und tatsächlich ist dieses Dorf Heimat des aggressiven Stammes der Vundo. Diese Vanu Vanu glauben, dass die Stimmen derer, die den höchsten Punkt im Himmel bewohnen, vom Herrscher der Wolken, Bismarck, erhört werden.",5959948,50,2100,81676,81176,81457,22,0,0,50,False
2162795,Hengrs Schmelztiegel,"Von den Höhen des Wolkenmeeres blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die merkwürdig geformte Insel am östlichen Rand des Wolkenmeers ist nach der Hexe Hengr benannt, einer coerthischen Märchengestalt, und soll ihrem Kessel ähnlich sehen. In letzter Zeit haben sich hier die sehr territorialen Tokotokos niedergelassen, die ihr neues Revier erbittert verteidigen.",5959950,50,2100,81677,81177,81457,22,0,0,50,False
2162796,Arkhitekton,"Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Einst bauten die Sharlayaner Ätheryten in dieser Werkstatt, doch nun wird sie von den berüchtigten Goblins der Indigohand bewohnt, die die technischen Hin­ter­lass­en­schaf­ten für ihre diabolischen Pläne missbrauchen.",5927586,50,2001,81638,81138,81456,22,0,0,50,False
2162797,Akademie-Viertel,"Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese verlassene Siedlung der Sharlayaner erstreckt sich am Westufer des Flusses Thaliak. Sie beherbergt das Sankt Mocianne-Arboretum und war ein Zentrum für Bildung und Wissenschaft. Sie geht zurück auf die Städte des Lernens, die in längst vergangenen Zeiten existierten.",5927587,50,2001,81639,81139,81456,22,0,0,50,False
2162798,Zenotaph,"Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein steil emporragender Monolith, der in Erinnerung an die großen Denker einstiger Tage errichtet wurde, deren Theorien Eorzea maßgeblich geprägt haben. Zusammen mit dem Sharlayaner Motto „Wissen suchet nicht den Geist“ sind die Namen zahlloser Gelehrter in den Stein gemeißelt.",5927588,50,2001,81640,81140,81456,22,0,0,50,False
2162799,Kippender Krug,"Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Ort, an dem zahlreiche Schmelzwasserläufe aus Abalathias Rückgrat hervortreten, die Hänge hinablaufen und schließlich zum mächtigen Thaliak-Fluss zusammenfließen. Der Name leitet sich von dem Krug des Gottes Thaliak ab, aus dem sich der Fluss der Weisheit ergoss.",5927589,50,2001,81641,81141,81456,22,0,0,50,False
2162800,Große Gubal-Bibliothek,"Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine gigantische Bibliothek, die die Sharlayaner bauten, um all das Wissen zu horten, das sie während ihrer Reisen durch Eorzea gesammelt hatten. Viele Schriften nahmen die Bibliotheksherren beim großen Auszug mit zurück in ihre Heimat, doch noch immer sollen verbotene Bücher in einer versiegelten Kammer in den Kellern des Gebäudes schlummern.",5927590,50,2001,81642,81142,81456,22,0,0,50,False
2162801,Orn-Busch,"Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein urzeitlicher Wald, der sich im nördlichen Teil des Dravanischen Hinterlands erstreckt. Die üppige Natur wird gespeist von den klaren Wassern des Thaliak-Flusses. Fast gänzlich unberührt, stellen die wilden Tiere in dieser Region ein ernstes Hindernis für jeden dar, der Sharlayan ohne Abstecher durch das Vorland erreichen möchte.",5959952,50,2001,81643,81143,81456,22,0,0,50,False
2162802,Sankt Mocianne-Arboretum,"Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser botanische Garten der Sharlayaner beherbergte einst Flora und Fauna aus allen Teilen Eorzeas, deren Erforschung uns viele wertvolle Erkenntnisse über die Natur lieferte. Doch seit dem großen Auszug ist das Arboretum verlassen und verwilderte über die Jahre.",5959954,50,2001,81644,81144,81456,22,0,0,50,False
2162803,Die *Gration*,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Das Flaggschiff der VI. Legion der Garlear war ein Schwesternschiff der abgestürzten *Agrius*. Auch die *Gration* beherrscht nicht länger die Lüfte, sondern liegt funktionsuntüchtig am Boden, wo Shiva sie mit ihrem Eis fesselte.",5927581,50,2101,81678,81178,81457,22,0,0,50,False
2162804,Die Fraktal-Kontinuum,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein mächtiges Kriegsschiff, das zu einem Museum umfunktioniert wurde, um wichtige Errungenschaften aus der tausend Jahre währenden allagischen Herrschaft aufzubewahren. Von Alltagswerkzeugen bis hin zu fortschrittlicher militärischer Technologie sind die Ausstellungsstücke ein Zeugnis der technischen Fortschrittlichkeit und des immensen Wohlstandes der gefallenen Nation.",5927582,50,2101,81679,81179,81457,22,0,0,50,False
2162805,Antithese,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Hier lebt Tiamat, einer der sieben Hohen Drachen und direkter Nachkomme von Midgardsormr. Besiegt und gefesselt von den Allagern, bedauert das Drachenweibchen noch immer die schicksalsschwere Entscheidung, seinen verstorbenen Geliebten Bahamut als Primae beschworen zu haben, nur damit dieser ebenfalls in allagische Gefangenschaft geriet.",5927583,50,2101,81680,81180,81457,22,0,0,50,False
2162806,Ätherochemisches For­schungs­labor,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine alte allagische Forschungseinrichtung, in der Experimente zur Kontrolle von Drachen und Primae durchgeführt wurden. Noch immer streifen Wesen aus gescheiterten Versuchen durch die ansonsten verlassenen Gänge.",5927584,50,2101,81681,81181,81457,22,0,0,50,False
2162807,Helix,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein großangelegter Hafen inmitten der Trümmer von Azys Lla. Wie das Wegleitsystem erklärt, war dies einer der wenigen Häfen, an dem die gigantischen Luftschiffe der Ragnarok-Klasse anlegen konnten. Die Überreste der Andockringe, die heute noch existieren, lassen ihre einstige Pracht nur erahnen.",5927585,50,2101,81682,81182,81457,22,0,0,50,False
2162808,Quarantäne-Block,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese fliegende Insel in einer abgelegenen Ecke von Azys Lla diente dazu, gefährliche Hybridwesen zu isolieren, die die Experimente der Allager hervorbrachten. Historische Auf­zeich­nun­gen deuten darauf hin, dass auf der Insel ursprünglich Kreuzungen von Pflanzen vorgenommen wurden. ",5959957,50,2101,81683,81183,81457,22,0,0,50,False
2162809,Rekombinations-Sektor,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine allagische Forschungseinrichtung, die zahllose Hybridwesen hervorgebracht hat. Wer sie heute besucht, wird sich des Eindrucks nicht erwehren können, dass das Wegleitsystem und seine Behauptung, die hiesigen Kreaturen seien völlig ungefährlich, eine Aktualisierung dringendst nötig hätten.",5959961,50,2101,81684,81184,81457,22,0,0,50,False
2162810,Die Pike,"Von den Gipfeln des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser gewaltigen Steinskulptur, die den ersten Azur-Drachenreiter Haldrath darstellt, widmete die Steinmetzin Percelle die letzten dreißig Jahre ihres Lebens. Das monumentale Werk überblickt seit mehr als 150 Jahren die Landschaft und auch heute noch findet sich kein anderes Kunstwerk, das einen Gründer Ishgards zelebriert und auf derart aufopferungsvolle Weise erschaffen wurde.",6139045,50,2200,81593,81093,81454,34,0,0,50,False
2162811,Schwarzeisen-Brücke,"Von den Gipfeln des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die Brücke, welche Teil der Verbindungsstraße zwischen Ishgard und der Abendrot-Wacht ist, dient als beeindruckender Beweis für die handwerklichen und technischen Fä­hig­kei­ten des Hauses Dzemael. Obwohl zum großen Teil aus massivem Stein gehauen, erhielt sie ihren Namen von den schweren schwarzen Eisenketten, die die Brücke tragen und sogar der sengenden Hitze eines Drachenodems standhalten sollen.",6139049,50,2200,81594,81094,81454,22,0,0,50,False
2162812,Drachengeifer,"Von den Gipfeln des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser Ort verdankt seinen klangvollen Namen dem Umstand, dass die Hitze seiner heißen Quellen der eines Drachenatems in nichts nachstehen soll. Die coerthische Tierwelt erfreut sich nicht selten an den wärmespendenden Wassertümpeln, umso mehr seit die Katastrophe die erbarmungslosen winterlichen Temperaturen zur eisigen Regel machten.",6139057,50,2200,81595,81095,81454,52,0,0,50,False
2162813,Schieferzinnen,"Von den Gipfeln des westlichen Hochlands von Coerthas blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die Berge an den Grenzen von Coerthas galten einst als ergiebige Quelle für hochwertigen Schiefer. Vor drei Jahren versuchten Ritter des Hauses Dzemael, in den Klippen einen vorgelagerten Stützpunkt Ishgards zu errichten, und zogen damit den Zorn des Drachen Cuelebre und seiner Brut auf sich. Ihre Überreste liegen noch heute zwischen den schneebedeckten Felsen, auf Ewigkeiten konserviert in der eisigen Höhenluft des Gebirges.",6139066,50,2200,81596,81096,81454,23,0,0,50,False
2162814,Der Weiland,"Von den Gipfeln des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser heute gemächlich dahinziehende Fluss soll laut örtlichen Jägern einst rot vom Blut der Drachen und ihrer Gegner gefärbt gewesen sein. Die Leute, die sich mit den Drachen verbrüdern, lehnen diese Interpretation des Namens ab und sehen den Fluss stattdessen als Symbol der vergangenen Zeit, seit sich die Wege von Drachen und Sterblichen trennten.",6140318,50,2000,81652,81152,81456,22,0,0,50,False
2162815,Loth ast Vath,"Von den Gipfeln des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Der Teil der Gnath, die aus der Kolonie verstoßen wurden und sich die Vath nennen, errichtete Loth ast Vath als ihre Zufluchtstätte. Sie stehen mit dem Bindenden gedanklich nicht länger in Kontakt, weshalb sie sich auch die Unverbundenen nennen.",6140320,50,2000,81653,81153,81456,22,0,0,50,False
2162816,Knirschende Kiesel,"Von den Gipfeln des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die Knirschenden Kiesel sind alles, was von einer einst bedeutenden Handelsstraße übriggeblieben ist. Mancher Jäger aus Fiederhag ärgerte sich schon über die unter den Stiefeln knirschenden losen Steine, deren Geräusch auch weniger schreckhafte Beute zur Flucht veranlasst.",6140322,50,2000,81654,81154,81456,22,0,0,50,False
2162817,Dannen-Weg,"Von den Gipfeln des Dravanischen Vorlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese Straße zum Trinär-Annex wurde ursprünglich Dran Errn genannt, was soviel wie „Weg der Drachen und der Fünf Völker“ bedeutet, doch durch die schwierige Aussprache wurde der Name mit der Zeit zu „Dannen“ verschliffen. Heute erinnern sich nur noch die Drachen an seine versöhnliche Bedeutung.",6140325,50,2000,81655,81155,81456,22,0,0,50,False
2162818,Der namenlose Drache,"Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine einsame Statue eines Drachen im südöstlichen Winkel der Wallenden Nebel. Ihr Ursprung ist unbekannt, doch trägt der Sockel eine Inschrift, die lautet: „In Erinnerung an deine heldenhaften Saphir-Schwingen“.",6140655,50,2002,81659,81159,81456,58,0,0,50,False
2162819,Grundherren-Kolonie,"Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine der vielen blühenden Kolonien, die nach dem Verrat Thordans von dem rasenden Nidhogg verwüstet wurden. Die Mogrys erinnern sich daran, dass die Ruinen einst von einem „auf dem Grund wandelnden Herren“ bewohnt wurden, doch da sämtliche Dokumente in den Attacken der Drachen vernichtet wurden, bleibt dessen Identität ein Rätsel.",6140660,50,2002,81660,81160,81456,22,0,0,50,False
2162820,Einbaum,"Von den Gipfeln der Wallenden Nebel blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Für die Mogrys ist dieser Baum der Urvater aller Pflanzen in den Wallenden Nebeln. Der Einbaum soll so alt sein, dass er sich einer Zeit erinnert, die vor der eintausend Jahre alten Blutfehde zwischen den Drachen und den Bewohnern Ishgards liegt.",6140662,50,2002,81661,81161,81456,22,0,0,50,False
2162821,Kaltwind,"Von den Gipfeln des Wolkenmeers blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","In einer Zeit, als der Zundu-Stamm noch nicht in Aggression verfallen war, fragten die Rosenkavalleristen den Häuptling nach dem Namen der im Nordwesten von Ok' Zundu liegenden Insel, und er antwortete vanu-typisch: „kleine Insel mit kaltem Wind aus Coerthas-Bergen darunter“. Die Ritter hielten eine Verkürzung für angebracht und nannten die Insel schlicht „Kaltwind“.",6140665,50,2100,81685,81185,81457,22,0,0,50,False
2162822,Der Gebrochene Rücken,"Von den Gipfeln des Wolkenmeers blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die starken jahreszeitlichen Winde, die vom Norden herunterwehen, haben den Felsen dieser schwebenden Insel ihre eigentümliche Form gegeben. Die Ritter Ishgards fühlten sich an die Überreste eines gewaltigen Biests erinnert und tauften die Insel auf ihren jetzigen Namen.",6140675,50,2100,81686,81186,81457,22,0,0,50,False
2162823,Erste Wiege,"Von den Gipfeln des Wolkenmeers blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Als Marielle den Rosenkavallaristen von Camp Wolkenwipfel zugeteilt wurde, erspähte sie diese herzförmige Insel bereits vom Deck ihres ersten Transportluftschiffs aus. Ihre romantische Seite sah darin einen Ort, an dem sich zwei Liebende niederlassen und eine Familie gründen würden, und so war der Name geboren.",6140678,50,2100,81687,81187,81457,22,0,0,50,False
2162824,Thaliaks Katarakt,"Von den Gipfeln des Dravanischen Hinterlandes blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Auf seinem schlängelnden Weg in den Orn-Busch ergießt sich der Thaliak in einen tosenden Wasserfall. In der Ver­gangen­heit bewiesen sich tollkühne Jünglinge ihren Mut, indem sie möglichst nah an den Rand des reißenden Sogs schwammen, ohne von ihm erfasst und über die Klippe gespült zu werden. Erst ein strenges Schwimmverbot bereitete dem leichtsinnigen Treiben und den vielen tragischen Unfällen ein Ende.",6140687,50,2001,81656,81156,81456,22,0,0,50,False
2162825,Pfad des Wissens,"Von den Gipfeln des Dravanischen Hinterlandes blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese kolossale Brücke war einst eine geschäftige Lebensader, auf der Forscher, Studenten und Kuratoren auf ihrem Weg zur Großen Gubal-Bibliothek verkehrten. Auch ihre mächtigen Steinsäulen konnten den gewaltigen Landverschiebungen während der Siebten Katastrophe nicht standhalten - die Zerstörungen bleiben bis heute unrepariert.",6140689,50,2001,81657,81157,81456,22,0,0,50,False
2162826,Die Dolche,"Von den Gipfeln des Dravanischen Hinterlandes blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine Region des Hinterlands, aus deren Boden spitze Steinsäulen wie Dolche herausragen. Sharlayans Gelehrte debattierten lei­den­schaft­lich gerne darüber, ob der Name nicht zu einfach und umgangssprachlich war, doch wurde nie über einen neuen Namen abgestimmt, da die Liste der Namensänderungsanträge bald die Anzahl der Steinsäulen überstieg.",6140691,50,2001,81658,81158,81456,22,0,0,50,False
2162827,Kristall-Zentrifugalreaktor,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Die unaufhörlich rotierende Maschine nutzte die Energie der in ihrem Inneren gefangenen Kriegstriade, um die aus den Chimärenexperimenten gewonnene Lebenskraft in synthetische Kristalle zu formen. Diese künstlichen Kristallsplitter nährten sodann die Kultivierung weiterer Chimären und gaben so Hoffnung auf die Entwicklung einer un­er­schöpf­li­chen Energiequelle.",6140698,50,2101,81688,81188,81457,22,0,0,50,False
2162828,Biomasse-Inkubator,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine Forschungseinrichtung zur Erprobung von Chimärenspleißverfahren. Ihre Errichtung war eine der „experimentellen Vorstöße“ der Etherochemischen Versuchseinrichtung Alpha (EVA), die der Kultivierung lebender Prototypen gewidmet war. Das in der Nähe liegende Mutagenese-Areal gehört ebenfalls zum Inkubator.",6140704,50,2101,81689,81189,81457,22,0,0,50,False
2162829,Kathedrale,"Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine Kathedrale im meracydischen Baustil. Aufgrund der besonderen Architektur wird vermutet, dass der Bau einem Stamm baumartiger Wesen, die sich selbst als Abkömmlinge Sephirots verstanden, als Gebetshaus diente. Um den Zusammenhang zwischen Glauben und der Beschwörung von Primae zu erforschen, verlagerten die Allager das uralte Gebäude von seinem ursprünglichen Standort auf dem südlichen Kontinent nach Azys Lla.",6140707,50,2101,81690,81190,81457,22,0,0,50,False
2162830,Castellum Velodyna,"Beim Durchstreifen des Abanischen Grenzlands gelangte ich an einen spektakulären Aussichtspunkt. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Auf einer Brücke über den Velodyna errichtet, dient diese Befestigung den Garlearn als wichtiger Knotenpunkt für ihre Nachschubwege. Sie verbindet ihre militärischen Einrichtungen im Osten mit dem Baelsar-Wall im Westen. Inmitten der Anlage ragt ein Turm gen Himmel, an dem Luftschiffe anlegen können.",6906521,60,2406,81601,81101,81458,22,0,0,60,False
2162831,Gyr Kehim,"Beim Durchstreifen des Abanischen Grenzlands gelangte ich an einen spektakulären Aussichtspunkt. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein Kloster, das vor ungefähr drei Jahrhunderten von Heimart, einem Hohepriester des Ordens der Faust, gegründet wurde. Zur Zeit der uralten Mhach-Kultur bedeutete der Name „Eigene Luftspiegelung“. Die Namensgebung lässt sich wohl mit dem Training der Mönche begründen, die ihr inneres Ich überkommen müssen, um Meister über Körper und Geist zu werden.",6906704,60,2406,81602,81102,81458,22,0,0,60,False
