#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Type
88,Bestien-Antiparalyse-Serum[p] I,Bestien-Antiparalyse-Seren[p] I,Bestien-Antiparalyse-Serum I,"Erhöht die Paralyseresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 180 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243148,32,2
89,Bestien-Antiparalyse-Serum[p] II,Bestien-Antiparalyse-Seren[p] II,Bestien-Antiparalyse-Serum II,"Erhöht die Paralyseresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 300 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243149,50,2
90,Bestien-Antiblind-Serum[p] I,Bestien-Antiblind-Seren[p] I,Bestien-Antiblind-Serum I,"Erhöht die Blindresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 180 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243150,32,2
91,Bestien-Antiblind-Serum[p] II,Bestien-Antiblind-Seren[p] II,Bestien-Antiblind-Serum II,"Erhöht die Blindresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 300 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243151,50,2
92,Bestien-Antiversteinerung-Serum[p] I,Bestien-Antiversteinerung-Seren[p] I,Bestien-Antiversteinerung-Serum I,"Erhöht die Steinresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 180 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243152,32,2
93,Bestien-Antiversteinerung-Serum[p] II,Bestien-Antiversteinerung-Seren[p] II,Bestien-Antiversteinerung-Serum II,"Erhöht die Steinresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 300 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243153,50,2
94,Bestien-Antischlaf-Serum[p] I,Bestien-Antischlaf-Seren[p] I,Bestien-Antischlaf-Serum I,"Erhöht die Schlafresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 180 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243154,32,2
95,Bestien-Antischlaf-Serum[p] II,Bestien-Antischlaf-Seren[p] II,Bestien-Antischlaf-Serum II,"Erhöht die Schlafresistenz bei dir oder deiner Bestie um 100 %.
Dauer: 300 Sekunden
Zusatzeffekt: Regeneriert bei Besitz der roten Schleife beim Ziel LP in Höhe von 50 % der Maximal-LP.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243155,50,2
96,Horn[p] der Rückkehr,Hörner[p] der Rückkehr,Horn der Rückkehr,"Belebt eine kampfunfähige Bestie wieder.
※ Nur außerhalb von Kämpfen auf dem Brett der Bestie einsetzbar.",,4,2,0,1,2,0,243156,135,2
97,Bestien-Rauchbombe,Bestien-Rauchbomben,Bestien-Rauchbombe,"Erlaubt das Umgehen eines Kampfes.
Funktioniert nicht bei Elite- und Endgegnern.
Wird durch Auswahl von „Fliehen“ vor Kampfbeginn eingesetzt.",,3,1,0,1,1,0,243157,85,2
98,Bestien-Lebensfeder[p] I,Bestien-Lebensfedern[p] I,Bestien-Lebensfeder I,"Gewährt dir **Schutzengel**.
Wirkung: Belebt bei Kampfunfähigkeit mit einer Wahr­schein­lich­keit von 70 % wieder.",,3,1,0,1,1,0,243158,221,2
99,Bestien-Lebensfeder[p] II,Bestien-Lebensfedern[p] II,Bestien-Lebensfeder II,"Gewährt dir **Schutzengel**.
Wirkung: Belebt bei Kampfunfähigkeit mit einer Wahr­schein­lich­keit von 95 % wieder.",,3,1,0,1,1,0,243159,299,2
100,Auge[p] des Diebs,Augen[p] des Diebs,Auge des Diebs,"Gewährt dir **Fette Beute**.
Wirkung: Verdreifacht die Beuterate nach dem nächsten Kampf.
Dauer: 30 Minuten.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243160,32,2
101,Auge[p] des Händlers,Augen[p] des Händlers,Auge des Händlers,"Gewährt dir **Talerregen**.
Wirkung: Verdoppelt die erhaltenen Bestientaler nach dem nächsten Kampf.
Dauer: 30 Minuten.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243161,23,2
102,Bestien-Verhärtungsmittel,Bestien-Verhärtungsmittel,Bestien-Verhärtungsmittel,"Gewährt dir oder deiner Bestie **Dicke Haut**.
Wirkung: Verringert erlittenen Schaden um 20 %.
Dauer: 60 Sekunden
Zusatzeffekt: Verlängert bei Besitz des Eisschilds die Dauer auf 90 Sekunden.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243162,47,2
103,Bestien-Verkürzungsmittel,Bestien-Verkürzungsmittel,Bestien-Verkürzungsmittel,"Gewährt dir oder deiner Bestie **Keile mit Eile**.
Wirkung: Verkürzt die Intervalle zwischen Auto-Attacken und die (Re-)Ak­ti­vie­rungs­zei­ten von Waf­fen­fer­tig­kei­ten und Zaubern um 15 %.
Dauer: 60 Sekunden
Zusatzeffekt: Verlängert bei Besitz der Diebeshandschuhe die Dauer auf 90 Sekunden.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243163,43,2
104,Bestien-Stärkungsmittel,Bestien-Stärkungsmittel,Bestien-Stärkungsmittel,"Gewährt dir oder deiner Bestie **Kraftstärkung**.
Wirkung: Erhöht den ausgeteilten physischen Schaden um 30 %.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243164,36,2
105,ungezähmte Bestien-Stärkungsmittel[p],ungezähmte Bestien-Stärkungsmittel[p],Ungezähmte Bestien-Stärkungsmittel,"Gewährt dir oder deiner Bestie **Kraftstärkung**, verursacht im Gegenzug aber **Betäubung**.
Wirkung: Erhöht den ausgeteilten physischen Schaden um 45 %.
Dauer von **Betäubung**: 15 Sekunden
Dauer von **Kraftstärkung**: 30 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243165,88,2
106,Bestien-Zaubermittel,Bestien-Zaubermittel,Bestien-Zaubermittel,"Gewährt dir oder deiner Bestie **Magiestärkung**.
Wirkung: Erhöht den ausgeteilten magischen Schaden um 30 %.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243166,23,2
107,ungezähmte Bestien-Zaubermittel[p],ungezähmte Bestien-Zaubermittel[p],Ungezähmte Bestien-Zaubermittel,"Gewährt dir oder deiner Bestie **Magiestärkung**, verursacht im Gegenzug aber **Albtraum**.
Wirkung: Erhöht den ausgeteilten magischen Schaden um 50 %.
Dauer von **Albtraum**: 30 Sekunden
Dauer von **Magiestärkung**: 30 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243167,50,2
108,Bestien-Aufbrausmittel,Bestien-Aufbrausmittel,Bestien-Aufbrausmittel,"Gewährt dir oder deiner Bestie **Aufbrausen**.
Wirkung: Erhöht die kritische Trefferrate um 30 %.
Dauer: 30 Sekunden
Zusatzeffekt: Verlängert bei Besitz des Silberrandbinokels die Dauer auf 60 Sekunden.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243168,20,2
109,ungezähmte Bestien-Aufbrausmittel[p],ungezähmte Bestien-Aufbrausmittel[p],Ungezähmte Bestien-Aufbrausmittel,"Gewährt dir oder deiner Bestie **Aufbrausen**, verursacht im Gegenzug aber **Stein**.
Wirkung: Erhöht die kritische Trefferrate um 50 %.
Dauer von **Stein**: 15 Sekunden
Dauer von **Aufbrausen**: 30 Sekunden
Zusatzeffekt: Verlängert bei Besitz der Silberbrille die Dauer von Aufbrausen auf 60 Sekunden.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243169,36,2
110,Bestien-Wendigkeitsmittel,Bestien-Wendigkeitsmittel,Bestien-Wendigkeitsmittel,"Gewährt dir oder deiner Bestie **Wendigkeit**.
Wirkung: Erhöht die Ausweichrate um 25 %.
Dauer: 30 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243170,21,2
111,ungezähmte Bestien-Wendigkeitsmittel[p],ungezähmte Bestien-Wendigkeitsmittel[p],Ungezähmte Bestien-Wendigkeitsmittel,"Gewährt dir oder deiner Bestie **Wendigkeit**, verursacht im Gegenzug aber **Blind**.
Wirkung: Erhöht die Ausweichrate um 25 %.
Dauer von **Blind**: 30 Sekunden
Dauer von **Wendigkeit**: 60 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243171,36,2
112,Bestien-Ausdauermittel,Bestien-Ausdauermittel,Bestien-Ausdauermittel,"Gewährt dir oder deiner Bestie **Ausdauer** und regeneriert 10 % LP.
Wirkung: Erhöht die Maximal-LP um 20 %.
Dauer: Bis Kampfende
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243172,95,2
113,ungezähmte Bestien-Ausdauermittel[p],ungezähmte Bestien-Ausdauermittel[p],Ungezähmte Bestien-Ausdauermittel,"Gewährt dir oder deiner Bestie **Ausdauer** verursacht im Gegenzug aber **Giftpollen**.
Wirkung: Erhöht die Maximal-LP um 30 %.
Dauer von Giftpollen: 180 Sekunden
Dauer von Ausdauer: Bis Kampfende
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243173,140,2
114,Bestien-Flinkheitsmittel,Bestien-Flinkheitsmittel,Bestien-Flinkheitsmittel,"Gewährt **Trank des Diebes**.
Wirkung: Erhöht die Be­we­gungs­ge­schwin­dig­keit um
20 %, die Ausweichrate um 5 % und die Giftresistenz um 100 %.
Dauer: Bis Kampfende
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243174,225,2
115,Bestien-Feder,Bestien-Feder,Bestien-Feder,"Erhöht die TP bei dir oder deiner Bestie um 100.
Zusatzeffekt: Erhöht die TP bei Besitz des Rings der Euphorie um 250.
※ Nur in Kämpfen einsetzbar.",,3,1,0,1,1,0,243175,43,2
116,Bestien-Feuerresistenzmittel[p] I,Bestien-Feuerresistenzmittel[p] I,Bestien-Feuerresistenzmittel I,"Gewährt Verbündeten in deiner Nähe **Feueraffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 50 % Feuerschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243176,47,2
117,Bestien-Feuerresistenzmittel[p] II,Bestien-Feuerresistenzmittel[p] II,Bestien-Feuerresistenzmittel II,"Gewährt Verbündeten in deiner Nähe **Feueraffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 70 % Feuerschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243177,95,2
118,Bestien-Wasserresistenzmittel[p] I,Bestien-Wasserresistenzmittel[p] I,Bestien-Wasserresistenzmittel I,"Gewährt Verbündeten in deiner Nähe **Wasseraffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 50 % Wasserschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243178,47,2
119,Bestien-Wasserresistenzmittel[p] II,Bestien-Wasserresistenzmittel[p] II,Bestien-Wasserresistenzmittel II,"Gewährt Verbündeten in deiner Nähe **Wasseraffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 70 % Wasserschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243179,95,2
120,Bestien-Erdresistenzmittel[p] I,Bestien-Erdresistenzmittel[p] I,Bestien-Erdresistenzmittel I,"Gewährt Verbündeten in deiner Nähe **Erdaffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 50 % Erdschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243180,47,2
121,Bestien-Erdresistenzmittel[p] II,Bestien-Erdresistenzmittel[p] II,Bestien-Erdresistenzmittel II,"Gewährt Verbündeten in deiner Nähe **Erdaffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 70 % Erdschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243181,95,2
122,Bestien-Blitzresistenzmittel[p] I,Bestien-Blitzresistenzmittel[p] I,Bestien-Blitzresistenzmittel I,"Gewährt Verbündeten in deiner Nähe **Blitzaffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 50 % Blitzschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243182,47,2
123,Bestien-Blitzresistenzmittel[p] II,Bestien-Blitzresistenzmittel[p] II,Bestien-Blitzresistenzmittel II,"Gewährt Verbündeten in deiner Nähe **Blitzaffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 70 % Blitzschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243183,95,2
124,Bestien-Windresistenzmittel[p] I,Bestien-Windresistenzmittel[p] I,Bestien-Windresistenzmittel I,"Gewährt Verbündeten in deiner Nähe **Windaffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 50 % Windschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243184,47,2
125,Bestien-Windresistenzmittel[p] II,Bestien-Windresistenzmittel[p] II,Bestien-Windresistenzmittel II,"Gewährt Verbündeten in deiner Nähe **Windaffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 70 % Windschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243185,95,2
126,Bestien-Eisresistenzmittel[p] I,Bestien-Eisresistenzmittel[p] I,Bestien-Eisresistenzmittel I,"Gewährt Verbündeten in deiner Nähe **Eisaffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 50 % Eisschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243186,47,2
127,Bestien-Eisresistenzmittel[p] II,Bestien-Eisresistenzmittel[p] II,Bestien-Eisresistenzmittel II,"Gewährt Verbündeten in deiner Nähe **Eisaffinität**.
Wirkung: Absorbiert mit einer Wahr­schein­lich­keit von 70 % Eisschaden als LP.
Dauer: 15 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,2,0,243187,95,2
128,Reißzahn[p] des Feuers,Reißzähne[p] des Feuers,Reißzahn des Feuers,"Führt eine feuerbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.500
Zusatzeffekt: Verursacht Zusatzschaden bei Zielen mit **Tiefkühlung**.
Attacke-Wert: 1.000
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,0,0,243188,45,2
129,Reißzahn[p] des Eises,Reißzähne[p] des Eises,Reißzahn des Eises,"Führt eine eisbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Verursacht **Tiefkühlung** beim Ziel.
Dauer: 20 Sekunden
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,0,0,243189,45,2
130,Reißzahn[p] des Wassers,Reißzähne[p] des Wassers,Reißzahn des Wassers,"Führt eine wasserbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Entfernt einen positiven Status vom Ziel.
Gewährt bei Entfernung eines Status 100 TP.
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,0,0,243190,45,2
131,Reißzahn[p] des Blitzes,Reißzähne[p] des Blitzes,Reißzahn des Blitzes,"Führt eine blitzbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Verursacht **Paralyse** beim Ziel.
Dauer: 30 Sekunden
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,0,0,243191,45,2
132,Reißzahn[p] der Erde,Reißzähne[p] der Erde,Reißzahn der Erde,"Führt eine erdbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Verursacht **Gewicht** beim Ziel.
Dauer: 60 Sekunden
Der ausgeteilte Schaden unterliegt dem Einfluss magieverstärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,0,0,243192,45,2
133,Reißzahn[p] des Windes,Reißzähne[p] des Windes,Reißzahn des Windes,"Führt eine windbasierte magische Fern-Flächenattacke auf das Ziel und alle Gegner im Umkreis von 12y aus.
Attacke-Wert: 2.000
Zusatzeffekt: Stößt das Ziel 15y zurück.
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,0,0,243193,45,2
134,Blutsauger-Reißzahn,Blutsauger-Reißzähne,Blutsauger-Reißzahn,"Führt eine Fern-Flächenattacke mit physischem Stichschaden auf das Ziel und alle Gegner im Umkreis von 12y aus, deren Schaden teilweise als LP absorbiert wird.
Attacke-Wert: 1.500 bis 3.300
Der Attacke-Wert nimmt mit steigenden Maximal-LP zu.
※ Nur in Kämpfen einsetzbar.",,4,2,0,1,0,0,243194,68,2
135,Bestien-Blutsaugeserum,Bestien-Blutsaugerseren,Bestien-Blutsaugerserum,"Gewährt dir oder deiner Bestie **Lebenskraft**.
Wirkung: Regeneriert 10 % des ausgeteilten Schadens als LP.
Dauer: 60 Sekunden
Verlängert die Dauer bei Besitz der Dämonenrüstung auf 90 Sekunden.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243195,378,2
136,Grimoire[p] der Reflexion,Grimoires[p] der Reflexion,Grimoire der Reflexion,"Gewährt dir oder deiner Bestie **Reflexion**.
Wirkung: Reflektiert die meisten magischen Attacken.
Dauer: 30 Sekunden
Verlängert die Dauer bei Besitz des verhexten Huts auf 60 Sekunden.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243196,81,2
137,Grimoire[p] der Unantastbarkeit,Grimoires[p] der Unantastbarkeit,Grimoire der Unantastbarkeit,"Gewährt dir oder deiner Bestie 5 Stapel **Blinzeln**.
Wirkung: Macht unverwundbar gegen die meisten physischen Attacken. Jede neutralisierte Attacke verbraucht 1 Stapel.
Dauer: 120 Sekunden
Zusatzeffekt bei **Trank des Diebes**: Gewährt 3 zusätzliche Stapel.
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243197,63,2
138,Handvoll[p] Sand der Zeit,Handvoll[p] Sand der Zeit,Sand der Zeit,"Gewährt dir **Sand der Zeit**.
Wirkung: Dreht bei einer Niederlage die Zeit bis zum Kampfbeginn zurück.
※ Nur in Kämpfen einsetzbar.",,3,1,0,1,1,0,243198,315,2
139,Handvoll[p] Sternensturm,Handvoll[p] Sternensturm,Sternensturm,"Lässt einen **Sternensturm** niederregnen, der dem Ziel und allen Gegnern im Umkreis von 18y magischen Feuerschaden erteilt.
Attacke-Wert: 3.000
Zusatzeffekt: Gewährt dir pro getroffenem Gegner 50 TP und verringert die Feuerresistenz des Ziels um 20 %.
Dauer: 60 Sekunden
Der ausgeteilte Schaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.
※ Nur in Kämpfen einsetzbar.",,3,1,0,1,1,0,243199,72,2
140,Bestien-Heiltranksammlung,Bestien-Heiltranksammlung,Bestien-Heiltranksammlung,"Gewährt dir **Auto-Heiltrank**.
Wirkung: Regeneriert automatisch deine LP, sobald sie unter 50 % sinken. Beim Auslösen des Effekts endet der Status mit einer Wahr­schein­lich­keit von 50 %.
Dauer: 150 Sekunden
Zusatzeffekt: Verlängert bei Besitz der Diebesgewandung die Dauer auf 240 Sekunden.
※ Nur in Kämpfen einsetzbar.",,3,1,0,1,1,0,243200,189,2
141,Bestien-Heilmittelsammlung,Bestien-Heilmittelsammlung,Bestien-Heilmittelsammlung,"Gewährt dir **Auto-Remedium**.
Wirkung: Bewahrt ein Mal vor dem Erleiden der meisten negativen Status.
Dauer: 240 Sekunden
※ Nur in Kämpfen einsetzbar.",,3,1,0,1,1,0,243201,32,2
142,Grimoire[p] der Zauberschmiede,Grimoires[p] der Zauberschmiede,Grimoire der Zauberschmiede,"Gewährt dir **Verschollene Zauberschmiede**.
Wirkung: Lässt alle Attacken als magisch gelten.
Wirkt auch auf die Bestie.
Dauer: 180 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243202,63,2
143,Grimoire[p] des Stahlstachels,Grimoires[p] des Stahlstachels,Grimoire des Stahlstachels,"Gewährt dir **Verschollener Stahlstachel**
Wirkung: Lässt alle Attacken als physisch gelten.
Wirkt auch auf die Bestie.
Dauer: 180 Sekunden
※ Nur in Kämpfen einsetzbar.",,4,1,0,1,2,0,243203,63,2
144,Portion[p] Prädikatsfutter I,Portionen[p] Prädikatsfutter I,Prädikatsfutter I,"Maximal-LP + 15 %
Ausgeteilter Schaden + 5 %
Erhöht die Routine für die Bestie um 25 %.
Regeneriert beim Verfüttern 10 % LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243076,0,3
145,Portion[p] Prädikatsfutter II,Portionen[p] Prädikatsfutter II,Prädikatsfutter II,"Maximal-LP + 30 %
Ausgeteilter Schaden + 10 %
Erhöht die Routine für die Bestie um 50 %.
Regeneriert beim Verfüttern 18 % LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243077,0,3
146,Portion[p] Fleisch-Simulakrum,Portionen[p] Fleisch-Simulakrum,Fleisch-Simulakrum,"Ausgeteilter physischer Schaden + 20 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243078,0,3
147,Portion[p] Wasser-Simulakrum,Portionen[p] Wasser-Simulakrum,Wasser-Simulakrum,"Attacke-Wert von **Ätherausbruch** + 35 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243079,0,3
148,Portion[p] Honig-Simulakrum,Portionen[p] Honig-Simulakrum,Honig-Simulakrum,"Physische Verwundbarkeit - 25 %
Attacke-Wert von **Ätherausbruch** + 10 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243080,0,3
149,Portion[p] Fischkuchen-Simulakrum,Portionen[p] Fischkuchen-Simulakrum,Fischkuchen-Simulakrum,"Kritische Trefferrate + 35 %
Magische Verwundbarkeit - 30 %
Maximal-LP + 10 %
Regeneriert beim Verfüttern 7 % LP bei der Bestie.
[Geeignet für: Ätherlinge] ",,3,1,0,1,1,0,243081,0,3
150,Portion[p] Bananen-Simulakrum,Portionen[p] Bananen-Simulakrum,Bananen-Simulakrum,"Attacke-Wert von **Ätherausbruch** + 10 %
Gewährt beim Landen eines kritischen Treffers 1 Stapel **Schadenswert +**.
Wirkung: Erhöht den ausgeteilten physischen Schaden um 10 %.
Dauer: 30 Sekunden
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243082,0,3
151,Portion[p] Beeren-Simulakrum,Portionen[p] Beeren-Simulakrum,Beeren-Simulakrum,"Kritischer Attacke-Wert + 60
Attacke-Wert von **Ätherausbruch** + 10 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243083,0,3
152,Portion[p] Eier-Simulakrum,Portionen[p] Eier-Simulakrum,Eier-Simulakrum,"**Hast** + 5 %
Ausgeteilter physischer Schaden + 25 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Woglinge, Schupplinge] ",,3,1,0,1,1,0,243084,0,3
153,Portion[p] Eigelb-Simulakrum,Portionen[p] Eigelb-Simulakrum,Eigelb-Simulakrum,"**Hast** + 15 %
Ausgeteilter Schaden + 5 %
Maximal-LP + 35 %
Regeneriert beim Verfüttern 20 % LP bei der Bestie.
[Geeignet für: Saatlinge] ",,3,1,0,1,1,0,243085,0,3
154,Portion[p] Tomaten-Simulakrum,Portionen[p] Tomaten-Simulakrum,Tomaten-Simulakrum,"Ausweichrate + 10 %
Ausgeteilter physischer Schaden + 10 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Todlinge]",,3,1,0,1,1,0,243086,0,3
155,Portion[p] Milch-Simulakrum,Portionen[p] Milch-Simulakrum,Milch-Simulakrum,"**Hast** + 5 %
Maximal-LP + 50 %
Regeneriert beim Verfüttern 26 % LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Woglinge, Schupplinge] ",,3,1,0,1,1,0,243087,0,3
156,Portion[p] Rolanbeerenkäse-Simulakrum,Portionen[p] Rolanbeerenkäse-Simulakrum,Rolanbeerenkäse-Simulakrum,"**Hast** + 5 %
Attacke-Wert von **Ätherausbruch** + 25 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Woglinge, Schupplinge] ",,3,1,0,1,1,0,243088,0,3
157,Portion[p] Porcinipilz-Simulakrum,Portionen[p] Porcinipilz-Simulakrum,Porcinipilz-Simulakrum,"Giftresistenz + 100 %
Erlittener Schaden - 10 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243089,0,3
158,Portion[p] Mörchel-Simulakrum,Portionen[p] Mörchel-Simulakrum,Mörchel-Simulakrum,"Paralyseresistenz + 100 %
Erlittener Schaden - 10 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243090,0,3
