#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131374,,Nach Kholusia zurückkehren?,8380461,0,0,0,814,1,1,0,0,False
131375,,,8141780,0,0,0,418,1,12,0,0,False
131376,,In das Duergar-Gebirge zurückkehren?,8406262,0,0,0,928,1,1,0,0,False
131377,,,8375872,0,0,0,927,1,12,0,0,False
131378,,Den Turm verlassen und dich nach Crystarium begeben?,7878066,0,0,0,819,1,1,0,0,False
131379,,Das Geisterschloss verlassen?,8460800,0,0,0,144,1,1,0,0,False
131380,,Den Bunker betreten?,8461297,0,0,0,928,1,1,0,0,False
131381,,Das Alien-Schiff betreten?,8461299,0,0,0,928,1,1,0,0,False
131382,,Das Geisterschloss betreten?,8461303,597187,597188,0,809,49,1,0,0,False
131383,,Die Kinderabteilung der Akademie betreten?,8509483,597190,0,0,921,1,1,0,0,False
131384,,Die Kinderabteilung der Akademie verlassen?,8509472,0,0,0,131,1,1,0,0,False
131385,,Ins westliche Thanalan reisen?,8537326,0,0,0,140,1,1,0,0,False
131386,,Zur Estrade der Sankt Roelle reisen?,8547746,597163,0,0,886,1,1,0,0,False
131387,,Nach Gangos reisen?,8568002,0,0,0,915,1,1,0,0,False
131388,,In die Große Leere reisen?,7933894,597244,0,0,965,1,1,0,0,False
131389,,Den Hühnerstall der Träumerin betreten?,8679245,597351,0,0,133,1,1,0,0,False
131390,,Den Hühnerstall der Träumerin verlassen?,8678856,597352,0,0,133,1,1,0,0,False
131391,,Nach Wendeklipp reisen?,8657746,597362,0,0,919,1,1,0,0,False
131392,Zum Hauptquartier der Lemuren,Das Hauptquartier der Lemuren betreten?,8776840,597661,0,0,971,50,1,0,0,False
131393,,Das Hauptquartier der Lemuren verlassen?,8777004,0,0,0,131,1,1,0,0,False
131394,,Den Strategieraum verlassen?,8879627,0,0,0,418,1,1,0,0,False
131395,Zum Empyreum,,8901544,0,0,0,979,51,1,0,0,False
131396,,,8901555,597510,597511,0,418,53,1,0,0,False
131397,,,8934201,597509,0,0,979,1,1,0,0,False
131398,,,8941481,597512,597513,0,886,52,1,0,0,False
131399,Nach Kugane,Für 300 Gil nach Kugane reisen?,7082407,0,0,597643,628,56,1,0,0,False
131400,Nach Radz-at-Han,Für 300 Gil nach Radz-at-Han reisen?,8904508,0,0,597642,963,56,1,0,0,False
131401,Zum Ruheraum,,8918004,0,0,0,990,1,13,0,0,False
131402,,Das Zimmer verlassen?,8917996,0,0,0,962,1,1,0,0,False
131403,,Den Hauptsaal betreten?,8929915,0,0,0,987,1,1,0,0,False
131404,,Den Hauptsaal verlassen?,8929839,0,0,0,962,1,1,0,0,False
131405,,Für 300 Gil nach Limsa Lominsa reisen?,6873901,598556,0,597723,129,58,1,0,0,False
131406,,Für 300 Gil nach Alt-Sharlayan reisen?,9019549,0,0,597722,962,58,1,0,0,False
131407,,Labyrinthos betreten?,8954010,598557,0,0,956,1,1,0,0,False
131408,,Nach Alt-Sharlayan zurückkehren?,8954012,598558,0,0,962,1,1,0,0,False
131409,,Nach Radz-at-Han reisen?,8953665,598559,0,0,963,1,1,0,0,False
131410,,Nach Thavnair reisen?,8953667,598560,0,0,957,1,1,0,0,False
131411,,Den Medialzirkel betreten?,8953996,598561,598555,0,956,59,1,0,0,False
131412,,Den Peripherzirkel betreten?,8953982,598562,0,0,956,1,1,0,0,False
131413,,Den Zentralzirkel betreten?,8954001,598563,0,0,956,1,1,0,0,False
131414,,Den Medialzirkel betreten?,8954000,598564,0,0,956,1,1,0,0,False
131415,,Die untere Ebene betreten?,8954006,598565,0,0,956,1,1,0,0,False
131416,,Zur Hauptebene zurückkehren?,8954005,598566,0,0,956,1,1,0,0,False
131417,,Nach Ultima Thule reisen?,8953942,598567,0,0,960,1,1,0,0,False
131418,,Zum Labyrinthos zurückkehren?,8953972,0,0,0,956,1,1,0,0,False
131419,,Das mhigische Wohn­viertel betreten?,8953920,598568,0,0,621,1,1,0,0,False
131420,,Nach Garlemald reisen?,8953889,598569,0,0,958,1,1,0,0,False
131421,,Das Pandæmonium betreten?,8953635,0,0,0,1025,1,14,0,0,False
131422,,Nach Elpis zurückkehren?,8953634,0,0,0,961,1,14,0,0,False
131423,,Zum Soldaten des Himmelsheers zurückkehren?,8953933,0,597693,0,957,57,1,0,0,False
131424,,Zur mittleren Ebene gehen?,8953619,0,0,0,961,1,1,0,0,False
131425,,Zum Ausgang zurückkehren?,8953618,0,0,0,961,1,1,0,0,False
131426,,Zur obersten Ebene gehen?,8953627,0,0,0,961,1,1,0,0,False
131427,,Zur mittleren Ebene gehen?,8953626,0,0,0,961,1,1,0,0,False
131428,,Den Urkristall verlassen?,8995256,0,0,0,956,1,1,0,0,False
131429,Nach Ul'dah,Für 300 Gil nach Ul'dah reisen?,4103339,0,0,597643,130,54,1,0,0,False
131430,Nach Radz-at-Han,Für 300 Gil nach Radz-at-Han reisen?,8904508,0,0,590453,963,54,1,0,0,False
131431,Nach Gridania,Für 300 Gil nach Gridania reisen?,4103382,0,0,597643,132,54,1,0,0,False
131432,Nach Radz-at-Han,Für 300 Gil nach Radz-at-Han reisen?,8904508,0,0,590454,963,54,1,0,0,False
131433,Nach Limsa Lominsa,Für 300 Gil nach Limsa Lominsa reisen?,4103399,0,0,597643,128,54,1,0,0,False
131434,Nach Radz-at-Han,Für 300 Gil nach Radz-at-Han reisen?,8904508,0,0,590455,963,54,1,0,0,False
131435,Nach Ishgard,Für 300 Gil nach Ishgard reisen?,5835975,0,0,597643,419,55,1,0,0,False
131436,Nach Radz-at-Han,Für 300 Gil nach Radz-at-Han reisen?,8904508,0,0,592480,963,55,1,0,0,False
131437,,Ostrakon Deka-hexi betreten?,8995906,0,0,0,960,1,15,0,0,False
131438,,Ostrakon Tria betreten?,8995909,0,0,0,960,1,15,0,0,False
131439,,Das Portal der Leere betreten?,8995910,0,0,0,960,1,15,0,0,False
131440,,Das Portal der Einsamkeit betreten?,8995912,0,0,0,960,1,15,0,0,False
131441,,Das Portal des Vergessens betreten?,8995914,0,0,0,960,1,15,0,0,False
131442,,Die Omikron-Basis betreten?,8995915,0,0,0,960,1,15,0,0,False
131443,,Die Königliche Menagerie betreten?,7151251,597655,0,0,740,1,1,0,0,False
131444,,Den äußersten Rand des Universums verlassen?,8996315,0,0,0,960,1,1,0,0,False
131445,,Den Rand des Endes verlassen?,8996315,0,0,0,960,1,1,0,0,False
131446,,Das Geisterschloss verlassen?,9011003,0,0,0,133,1,1,0,0,False
131447,,Das Geisterschloss betreten?,9010999,597658,597659,0,809,1,1,0,0,False
131448,,Nach Thavnair reisen?,9019548,598570,0,0,957,1,1,0,0,False
131449,,Das Gottesportal verlassen?,9021011,0,0,0,958,1,1,0,0,False
131450,Zum Gottesportal,Zum Gottesportal gehen?,9021094,598571,0,0,1024,1,1,0,0,False
131451,,Zum Gottesportal gehen?,9021101,0,0,0,1024,1,1,0,0,False
131452,,Das Okular betreten?,9021139,0,0,0,844,1,1,0,0,False
131453,Nach Elpis,Nach Elpis reisen?,9021254,0,0,0,961,1,1,0,0,False
131454,,Nach Notos reisen?,9021258,0,0,0,961,1,14,0,0,False
131455,,Nach Süd-Zephyros reisen?,9021260,0,0,0,961,1,14,0,0,False
131456,,Nach Nord-Zephyros reisen?,9021262,0,0,0,961,1,14,0,0,False
131457,,Nach Süd-Boreas reisen?,9021264,0,0,0,961,1,14,0,0,False
131458,,Nach Ost-Boreas reisen?,9021268,0,0,0,961,1,14,0,0,False
131459,,Nach Euros reisen?,9021274,0,0,0,961,1,14,0,0,False
131460,,Zur oberen Ebene wechseln?,9020547,0,0,0,959,1,1,0,0,False
131461,,Zur unteren Ebene wechseln?,9020548,0,0,0,959,1,1,0,0,False
131462,,Ins Mare Lamentorum reisen?,9021116,0,0,0,959,1,1,0,0,False
131463,,Den Frachtbahnhof des Enceladeums verlassen?,9021011,0,0,0,958,1,1,0,0,False
131464,,Den Grund des Mondes verlassen?,9033592,0,0,0,959,1,1,0,0,False
131465,Zum Frachtbahnhof des Enceladeums,Zum Frachtbahnhof des Enceladeums hinabsteigen?,9024233,598572,0,0,958,1,1,0,0,False
131466,,Nach Ultima Thule reisen?,8953942,598573,0,0,960,1,1,0,0,False
131467,,Das Okular betreten?,9021139,0,0,0,844,1,1,0,0,False
131468,,Porta Decumana verlassen?,9164270,0,0,0,147,1,1,0,0,False
131469,,Porta Decumana verlassen?,9164270,0,0,0,147,1,1,0,0,False
131470,Mit geschlossenen Augen zum Zwischenziel,Zum Zwischenziel vordringen?,9174015,598925,0,0,137,60,1,0,0,False
131471,Mit geschlossenen Augen ans Ziel,Zum Ziel vordringen?,9192223,598926,0,0,137,60,1,0,0,False
131472,,In den Omphalos reisen?,9263980,0,0,0,1061,1,1,0,0,False
131473,,Nach Mor Dhona zurückkehren?,9263987,0,0,0,156,1,1,0,0,False
131474,,Nach Akyaali zurückkehren?,9270776,0,0,0,957,1,1,0,0,False
131475,,Den verbotenen Flügel verlassen?,9270762,0,0,0,962,1,1,0,0,False
131476,,Das Aitiaskop betreten?,9318295,0,0,0,1079,1,1,0,0,False
131477,,Das Thaumazein betreten?,9318062,0,0,0,956,1,1,0,0,False
131478,,Den Forschungstrakt betreten?,9337844,0,0,0,1093,1,1,0,0,False
131479,,Zum Haupteingang weitergehen?,9321320,0,0,0,1025,1,1,0,0,False
131480,,Nach Elysium reisen?,9326861,0,0,0,1073,1,1,0,0,False
131481,,Nach Elysium reisen?,9401245,0,0,0,1074,1,15,0,0,False
131482,Zur Plattform A4,Zur Plattform A4 reisen?,9326102,0,0,0,960,1,1,0,0,False
131483,,Zur Plattform A4 reisen?,9325849,0,0,0,960,1,15,0,0,False
131484,,Zur Omikron-Basis reisen?,9325848,0,0,0,960,1,15,0,0,False
131485,Zum Café Wiegenstern,Zum Café Wiegenstern reisen?,9325846,0,0,0,960,1,1,0,0,False
131486,Zur Plattform A4,Zur Plattform A4 reisen?,9325847,0,0,0,960,1,1,0,0,False
131487,,,0,0,0,0,0,0,0,0,0,False
131488,,Burg Troia betreten?,9387120,0,0,0,1089,1,1,0,0,False
131489,,Webers Wehr betreten?,9387141,0,0,0,1056,1,1,0,0,False
131490,,Burg Troia betreten?,9387105,0,0,0,1089,1,1,0,0,False
131491,,Das vierte Burgverlies betreten?,9387114,0,0,0,1089,1,1,0,0,False
131492,,Die Wassergärten betreten?,9387076,0,0,0,1089,1,1,0,0,False
131493,,Burg Troia betreten?,9387103,0,0,0,1089,1,1,0,0,False
131494,,Zeros Unterschlupf betreten?,9387187,0,0,0,1077,1,1,0,0,False
131495,,Die Wassergärten betreten?,9387083,0,0,0,1089,1,1,0,0,False
131496,,Die Gästezimmer des Meghaduta-Tempels verlassen?,9387215,0,0,0,963,1,1,0,0,False
131497,,,9330752,0,0,0,1055,1,12,0,0,False
131498,,Die Wassergärten betreten?,9391419,599042,0,0,1089,1,1,0,0,False
131499,,Das vierte Burgverlies betreten?,9387120,599047,0,0,1089,1,1,0,0,False
131500,,Nach Gridania reisen?,9383313,0,0,0,133,1,1,0,0,False
131501,,Versteck der Kürbishexe betreten?,9387123,599008,599007,0,1094,62,1,0,0,False
131502,,Nach Gridania reisen?,9383310,0,0,0,133,1,1,0,0,False
131503,,Das Geisterschloss betreten?,7672498,599010,599009,0,809,1,1,0,0,False
131504,,Versteck der Kürbishexe betreten?,9387123,599008,599025,0,1094,1,1,0,0,False
131505,,Webers Wehr betreten?,9404119,599060,0,0,1056,1,1,0,0,False
131506,,Barbarizias Revier verlassen?,9387187,0,0,0,1077,1,1,0,0,False
131507,,Die Gästezimmer des Meghaduta-Tempels betreten?,9442673,599106,0,0,1078,1,1,0,0,False
131508,,Zu den Acht Wächtern reisen?,9560843,599222,0,0,156,1,1,0,0,False
131509,,Die Halle der Heiterkeit betreten?,9562657,0,0,0,959,1,1,0,0,False
131510,,Nach Bestways Rast reisen?,9562656,0,0,0,959,1,1,0,0,False
131511,,Nach Garlemald reisen?,9564012,0,0,0,958,1,1,0,0,False
131512,,Nach Vicus Messorem reisen?,9564152,0,0,0,1119,1,1,0,0,False
131513,,Zum Hang des Mons Albus reisen?,9564147,0,0,0,1119,1,1,0,0,False
131514,,Nach Fons Manalis reisen?,9564166,0,0,0,1119,1,1,0,0,False
131515,,Nach Vicus Messorem reisen?,9564162,0,0,0,1119,1,1,0,0,False
131516,,Nach Thavnair reisen?,9618821,0,0,0,957,1,1,0,0,False
131517,,Eureka Orthos verlassen?,9686188,0,0,0,156,1,1,0,0,False
131518,Schließe deine Augen,Bis zum Zwischenziel gehen?,9702463,599229,0,0,137,1,1,0,0,False
131519,Schließe deine Augen,Bis zur Ziellinie gehen?,9702464,599230,0,0,137,1,1,0,0,False
131520,,Castrum Centri verlassen?,9737573,0,0,0,156,1,1,0,0,False
131521,,Castrum Centri verlassen?,9737573,0,0,0,156,1,1,0,0,False
131522,,Das Dæmonische Nest betreten?,9830193,0,0,0,1158,1,1,0,0,False
131523,,Das Aitiaskop betreten?,9830183,0,0,0,1079,1,1,0,0,False
131524,,Nach Radz-at-Han reisen?,9387215,0,0,0,963,1,1,0,0,False
131525,,Den Senatus betreten?,9878052,0,0,0,1160,1,1,0,0,False
131526,,Nach Garlemald reisen?,9899262,0,0,0,958,1,1,0,0,False
131527,,Nach Mare Lamentorum reisen?,9879485,0,0,0,959,1,1,0,0,False
131528,,Zum roten Mond reisen?,9906322,0,0,0,1162,1,1,0,0,False
131529,,Zum roten Mond reisen?,9906335,0,0,0,1162,1,1,0,0,False
131530,,Versteck der Kürbishexe betreten?,9387123,599008,599007,0,1094,67,1,0,0,False
131531,,Das Geisterschloss betreten?,7672498,599010,599009,0,809,67,1,0,0,False
131532,,Versteck der Kürbishexe betreten?,9387123,599008,599025,0,1094,1,1,0,0,False
131533,,Zum Omphalos reisen?,10101802,0,0,0,1061,1,1,0,0,False
131534,,Zur himmlischen Sphäre des Segens reisen?,10101800,0,0,0,1182,1,1,0,0,False
131535,,Zum roten Mond reisen?,10110243,0,0,0,1162,1,1,0,0,False
131536,,Den Kratergrund betreten?,10110418,0,0,0,1184,1,1,0,0,False
131537,,Nach Thavnair reisen?,10122507,0,0,0,957,1,1,0,0,False
131538,,Zum Tosenden Auge reisen?,10178706,599417,0,0,331,1,1,0,0,False
131539,,Zum Stolperville-Platz gehen?,10215726,599454,599432,0,1197,65,1,0,0,False
131540,,Zum Platz der Wunder gehen?,10215942,599455,0,0,144,1,1,0,0,False
131541,,Zentral-Azys Lla betreten?,10235909,0,0,0,507,1,1,0,0,False
131542,,Zum Stolperville-Platz gehen?,10215726,599470,599469,0,1197,65,1,0,0,False
131543,,Nach Tuliyollal reisen?,10401200,600281,0,0,1185,1,1,0,0,False
131544,,Nach Alt-Sharlayan reisen?,10500003,0,0,0,962,1,1,0,0,False
131545,,Nach Alt-Sharlayan reisen?,10400747,600285,0,0,962,1,1,0,0,False
131546,,Nach Urqopacha reisen?,10332803,2033378,0,0,1187,1,1,0,0,False
131547,,Nach Kozama'uka reisen?,10401190,600289,0,0,1188,1,1,0,0,False
131548,,Nach Shaaloani reisen?,10500001,2033286,0,0,1190,1,1,0,0,False
131549,,Nach Yak T'el reisen?,10553619,2033245,0,0,1189,1,1,0,0,False
131550,,Den Sonnensitz verlassen?,10500007,0,0,0,1185,1,1,0,0,False
131551,,Nach Tuliyollal reisen?,10401196,600293,0,0,1185,1,1,0,0,False
131552,,Nach Tuliyollal reisen?,10809232,0,0,0,1185,1,1,0,0,False
131553,,Den Himmelstiefen Cenote betreten?,10553637,0,0,0,1222,1,1,0,0,False
131554,,Den Himmelstiefen Cenote verlassen?,10553605,0,0,0,1189,1,1,0,0,False
131555,,Nach Shaaloani reisen?,10500065,0,0,0,1190,1,1,0,0,False
131556,,Den Unterschlupf im Irdenen Himmel betreten?,10416519,0,0,0,1171,1,1,0,0,False
131557,,Den Unterschlupf im Irdenen Himmel verlassen?,10500008,0,0,0,1191,1,1,0,0,False
131558,,Das Hinterzimmer betreten?,10560923,599619,0,0,1207,1,1,0,0,False
131559,,Lösung Neun betreten?,10414086,0,0,0,1186,1,1,0,0,False
131560,,Den Himmelstiefen Cenote betreten?,10553639,0,0,0,1222,1,1,0,0,False
131561,,Lebende Erinnerung betreten?,10553695,0,0,0,1192,1,1,0,0,False
131562,,Zum Ewigen Erbe zurückkehren?,10560989,0,0,0,1191,1,1,0,0,False
131563,,Die Interdimensionale Ekliptik verlassen?,10553712,0,0,0,1192,1,1,0,0,False
131564,,Nach Lösung Neun zurückkehren?,10438814,0,0,0,1186,1,1,0,0,False
131565,,Das Tatzentrio-Training verlassen?,10438987,0,0,0,1186,1,1,0,0,False
131566,,Das Tatzentrio-Training betreten?,10439091,0,0,0,1223,1,1,0,0,False
131567,,Die Arkadion-Ge­sell­schaft betreten?,10439451,0,0,0,1224,1,1,0,0,False
131568,,Kanalstadt betreten?,10585891,599623,0,0,1192,1,1,0,0,False
131569,,Zum Tor des Gedenkens fahren?,10585893,599627,0,0,1192,1,1,0,0,False
131570,,Nach Gesterland fahren?,10585894,599624,0,0,1192,1,1,0,0,False
131571,,Zum Tor des Gedenkens fahren?,10585895,599628,0,0,1192,1,1,0,0,False
131572,,Das Asylkan betreten?,10585897,599625,0,0,1192,1,1,0,0,False
131573,,Zum Tor des Gedenkens fahren?,10585899,599629,0,0,1192,1,1,0,0,False
131574,,Die Windpfadgärten betreten?,10585900,599626,0,0,1192,1,1,0,0,False
131575,,Zum Tor des Gedenkens fahren?,10585901,599630,0,0,1192,1,1,0,0,False
131576,Reden,,10773747,0,0,0,1205,5,16,0,0,False
131577,,Zur exzentrischen Wissenschaftlerin zurückkehren?,10800559,0,599937,0,1191,66,1,0,0,False
131578,,Verlassen?,10811672,0,0,0,1185,1,1,0,0,False
131579,Schließe deine Augen,Bis zum Zwischenziel gehen?,10828046,600359,0,0,137,1,1,0,0,False
131580,Schließe deine Augen,Bis zur Ziellinie gehen?,10828047,600360,0,0,137,1,1,0,0,False
131581,,Nach Alt-Sharlayan reisen?,10400747,0,0,0,962,1,1,0,0,False
131582,,Unter-Jeuno betreten?,10967698,0,0,0,1264,1,1,0,0,False
131583,,Nach Yak T'el reisen?,10967689,0,0,0,1189,1,1,0,0,False
131584,,Unter-Jeuno betreten?,10967699,0,0,0,1265,1,1,0,0,False
131585,,Den Audienzsaal verlassen?,10973825,600660,0,0,131,1,1,0,0,False
131586,,Yuweyawata verlassen?,11053501,0,0,0,1191,1,1,0,0,False
131587,,Nach Alt-Gridania zurückkehren?,11111121,0,0,0,133,1,1,0,0,False
131588,,Zu den Sternenlicht-Ständen gehen?,11111511,600298,0,0,1247,1,1,0,0,False
131589,,Zu den Sternenlicht-Ständen gehen?,11111518,599566,0,0,1253,1,1,0,0,False
131590,,Yuweyawata verlassen?,11489334,0,0,0,1191,1,1,0,0,False
131591,,Nach Lösung Neun zurückkehren?,11532032,0,0,0,1186,1,1,0,0,False
131592,,Nach Trugstadt reisen?,11537576,600690,0,0,1278,1,1,0,0,False
131593,,Nach Tuliyollal reisen?,11607519,600691,0,0,1185,1,1,0,0,False
131594,,Nach Trugstadt reisen?,11537576,600690,0,0,1269,1,1,0,0,False
131595,,Nach Tuliyollal reisen?,11636266,0,0,0,1185,1,1,0,0,False
131596,,Das Hinterzimmer betreten?,11543384,0,0,0,1207,1,1,0,0,False
131597,,Die Audienzhalle verlassen?,11555325,0,0,0,1186,1,1,0,0,False
131598,,Die Audienzhalle verlassen?,11555325,0,0,0,1186,1,1,0,0,False
131599,,Den Ruheraum betreten?,11543807,0,0,0,1268,1,1,0,0,False
131600,,Auf die Ankunft der Expedition warten?,11537576,0,0,0,1278,1,1,0,0,False
131601,,Zum Eingang von Unter-Jeuno reisen?,11820922,600859,0,0,1189,1,1,0,0,False
131602,,Nach Shaaloani reisen?,11853006,0,0,0,1190,1,1,0,0,False
131603,,Das Geisterschloss verlassen?,9383310,0,0,0,133,1,1,0,0,False
131604,,Zu den Sternenlicht-Ständen gehen?,11850884,600863,0,0,1309,1,1,0,0,False
131605,,Zu Zirgorteh dem Grüßenden reisen?,11859210,0,0,0,1297,1,1,0,0,False
131606,,Nach Urqopacha reisen?,11874637,0,0,0,1187,1,1,0,0,False
131607,,Versteck der Kürbishexe betreten?,9387123,599008,0,0,1094,68,1,0,0,False
131608,,Das Geisterschloss betreten?,7672498,601023,0,0,809,68,1,0,0,False
131609,,Die Fülle des Todes verlassen?,11860678,0,0,0,1192,1,1,0,0,False
131610,,Lagerhülle 10-29 betreten?,11955757,601026,0,0,1299,1,1,0,0,False
131611,,Lagerhülle 10-29 verlassen?,11956052,0,0,0,1186,1,1,0,0,False
131612,,Pilgers Pfad verlassen?,11993531,0,0,0,816,1,1,0,0,False
131613,,Die Wildebene betreten?,12038587,0,0,0,1301,1,1,0,0,False
131614,,Zu Alexandrias Ruinenring reisen?,12104172,601198,0,0,1334,1,1,0,0,False
131615,,Zur Lebenden Erinnerung reisen?,12104167,601199,0,0,1192,1,1,0,0,False
131616,,Nach Treno reisen?,12115398,0,0,0,1332,1,1,0,0,False
131617,,Zu Alexandrias Ruinenring reisen?,12104173,0,0,0,1334,1,1,0,0,False
131618,,,0,0,0,0,0,0,0,0,0,False
131619,,,0,0,0,0,0,0,0,0,0,False
131620,,Das Tatzentrio-Training betreten?,12248339,0,0,0,1344,1,1,0,0,False
131621,,Das Tatzentrio-Training verlassen?,10438987,0,0,0,1186,1,1,0,0,False
131622,,Das Dach betreten?,12251900,0,0,0,1310,1,1,0,0,False
131623,,Zurück nach unten?,12251898,0,0,0,1310,1,1,0,0,False
131624,,Das Dach betreten?,12251897,0,0,0,1310,1,1,0,0,False
131625,,Zurück nach unten?,12251895,0,0,0,1310,1,1,0,0,False
131626,,Nach Treno reisen?,12291209,601200,0,0,1332,1,1,0,0,False
131627,,Nach Treno reisen?,12115398,601253,0,0,1332,1,1,0,0,False
131628,,Zur Lebenden Erinnerung reisen?,12104167,0,0,0,1192,1,1,0,0,False
