#,Id,DiscoveryFlag,MapMarkerRange,SizeFactor,PlaceNameRegion,PlaceName,PlaceNameSub,TerritoryType,OffsetX,OffsetY,DiscoveryIndex,MapCondition,PriorityCategoryUI,PriorityUI,MapType,Unknown2,MapReplace,MapIndex,DiscoveryArrayByte,IsEvent,Unknown1
270,z2r1/02,8,202,200,497,2181,2199,508,289,0,60,0,6,7,1,0,0,2,True,False,False
271,z2r1/03,3584,203,200,497,2181,2197,508,0,0,60,0,6,7,1,0,0,3,True,False,False
272,z2r1/04,61440,204,200,497,2181,2198,508,-289,-180,60,0,6,7,1,0,0,4,True,False,False
273,d2d4/02,3584,206,200,498,2034,1686,511,55,-4,62,0,7,10,1,0,0,2,True,False,False
274,a2fc/00,134217726,207,100,497,0,0,515,0,0,17,0,0,0,1,0,0,0,False,False,False
275,a2fc/00,134217726,207,100,497,0,0,514,0,0,17,0,0,0,1,0,0,0,False,False,False
276,a2fc/00,134217726,207,100,497,0,0,512,0,0,17,0,0,0,1,0,0,0,False,False,False
277,d2d5/01,126,212,200,498,2088,1691,1111,0,0,64,0,7,11,1,0,0,1,True,False,False
278,d2d5/02,3968,213,200,498,2088,1692,1111,0,0,64,0,7,11,1,0,0,2,True,False,False
279,d2d5/03,61440,214,200,498,2088,1693,1111,0,0,64,0,7,11,1,0,0,3,True,False,False
280,f1d8/01,62,209,200,23,1704,1701,519,64,315,63,0,2,18,1,0,0,1,True,False,False
281,f1d8/02,1984,210,200,23,1704,1702,519,197,325,63,0,2,18,1,0,0,2,True,False,False
282,f1d8/03,63488,211,200,23,1704,1703,519,-175,-297,63,0,2,18,1,0,0,3,True,False,False
283,a2fd/00,0,0,400,497,2256,0,517,0,0,-1,0,0,0,1,0,0,0,True,False,False
284,s1p4/00,0,208,200,22,1664,0,518,0,0,-1,0,0,0,1,0,0,0,True,False,False
285,s1p5/00,0,208,200,22,1664,0,518,0,0,-1,0,0,0,1,0,0,0,True,False,False
286,d2a5/00,62,215,200,498,1708,0,520,0,0,65,0,0,0,1,0,0,0,True,False,False
287,d2a6/01,2,216,200,498,1714,1715,521,0,0,66,0,0,0,1,0,0,1,True,False,False
288,d2a6/02,124,217,200,498,1714,1716,521,0,150,66,0,0,0,1,0,0,2,True,False,False
289,d2a7/00,62,218,200,498,1723,0,522,-110,-170,67,0,0,0,1,0,0,0,True,False,False
290,d2a8/00,0,219,200,498,1731,0,523,0,0,-1,0,0,0,1,0,0,0,True,False,False
291,default/00,0,0,100,498,1732,0,505,0,0,-1,0,0,0,1,0,0,0,True,True,False
292,d2d6/01,62,227,200,498,2090,1705,1112,370,0,69,0,7,12,1,0,0,1,True,False,False
293,d2d6/02,960,228,200,498,2090,1706,1112,-370,-200,69,0,7,12,1,0,0,2,True,False,False
294,d2d6/03,64512,229,200,498,2090,1707,1112,-370,300,69,0,7,12,1,0,0,3,True,False,False
295,w1ee/00,0,236,800,24,1665,0,579,0,0,-1,0,0,0,1,0,0,0,True,False,False
296,r2p1/00,0,220,100,25,1740,0,554,0,0,-1,0,0,0,1,0,0,0,True,False,False
297,s1da/00,8190,230,200,22,1741,0,557,0,0,71,0,1,21,1,0,0,0,True,False,False
298,z2r2/01,14,221,200,26,1742,1743,556,-40,-40,68,0,5,7,1,0,0,1,True,False,False
299,z2r2/02,496,222,200,26,1742,1744,556,298,350,68,0,5,7,1,0,0,2,True,False,False
300,z2r2/03,3584,223,200,26,1742,1745,556,290,-272,68,0,5,7,1,0,0,3,True,False,False
301,z2r2/04,12288,224,200,26,1742,1746,556,-272,334,68,0,5,7,1,0,0,4,True,False,False
302,z2r2/05,16384,225,200,26,0,1747,556,-288,-250,68,0,0,0,1,0,0,0,True,False,False
303,z2r2/06,32768,226,200,26,1742,1748,556,296,0,68,0,5,7,1,0,0,6,True,False,False
304,r1fe/00,0,0,400,25,406,19,559,0,0,-1,0,0,0,1,0,0,0,True,False,False
305,a2e3/00,0,234,400,497,1803,0,567,0,0,-1,0,0,0,1,0,0,0,True,True,False
306,a2e4/00,0,235,800,497,1804,0,568,0,0,-1,0,0,0,1,0,0,0,True,True,False
307,r1e3/00,0,0,400,25,406,19,569,0,0,-1,0,0,0,1,0,0,0,True,True,False
308,f1tg/00,0,0,400,23,1800,0,534,0,0,-1,0,0,0,1,0,0,0,True,True,False
309,w1tg/00,0,0,400,24,1801,0,535,0,0,-1,0,0,0,1,0,0,0,True,True,False
310,s1tg/00,0,0,400,22,1802,0,536,0,0,-1,0,0,0,1,0,0,0,True,True,False
311,d2d7/01,2046,231,200,498,2091,1784,578,116,0,75,0,7,13,1,0,0,1,True,False,False
312,d2d7/02,63488,232,200,498,2091,1785,578,-219,117,75,0,7,13,1,0,0,2,True,False,False
313,r2d3/00,32766,233,200,25,1792,0,1113,-148,35,70,0,4,14,1,0,0,0,True,False,False
314,default/00,0,0,100,23,1793,0,570,0,0,-1,0,0,0,1,0,0,0,True,True,False
315,default/00,0,0,100,2405,1799,0,558,0,0,-1,0,0,0,1,0,0,0,True,False,False
316,a2ff/00,0,0,400,497,2180,0,353,0,0,-1,0,0,0,1,0,0,0,True,False,False
317,f1d9/01,0,248,200,23,1834,599,571,0,0,-1,0,0,0,1,0,0,1,True,False,False
318,f1d9/02,0,247,200,23,1834,600,571,0,0,-1,0,0,0,1,0,0,2,True,False,False
319,f1d9/03,0,249,200,23,1834,601,571,0,0,-1,0,0,0,1,0,0,3,True,False,False
320,s1i6/00,0,237,400,22,1811,0,573,0,0,-1,0,0,0,1,0,0,0,True,True,False
321,f1i6/00,0,238,400,23,1813,0,574,0,0,-1,0,0,0,1,0,0,0,True,True,False
322,w1i6/00,0,239,400,24,1815,0,575,0,0,-1,0,0,0,1,0,0,0,True,True,False
323,s1i4/00,0,0,400,22,1812,0,608,0,0,-1,0,0,0,1,0,0,0,True,False,False
324,f1i4/00,0,0,400,23,1814,0,609,0,0,-1,0,0,0,1,0,0,0,True,False,False
325,w1i4/00,0,0,400,24,1816,0,610,0,0,-1,0,0,0,1,0,0,0,True,False,False
326,d2a9/01,6,240,200,498,1835,1836,580,75,14,72,0,0,0,1,0,0,1,True,False,False
327,d2a9/02,24,241,200,498,1835,1837,580,0,358,72,0,0,0,1,0,0,2,True,False,False
328,d2aa/01,14,242,200,498,1841,1725,581,0,-80,73,0,0,0,1,0,0,1,True,False,False
329,d2aa/02,16,243,200,498,1841,1842,581,0,-80,73,0,0,0,1,0,0,2,True,False,False
330,d2ab/01,6,244,200,498,1847,1848,582,0,0,74,0,0,0,1,0,0,1,True,False,False
331,d2ab/02,8,245,200,498,1847,1849,582,0,0,74,0,0,0,1,0,0,2,True,False,False
332,d2ac/00,0,246,200,498,1853,0,583,0,0,-1,0,0,0,1,0,0,0,True,False,False
333,default/00,0,0,100,498,1853,0,583,0,0,-1,0,0,0,1,0,0,0,True,False,False
334,a2fe/00,0,0,400,497,2265,0,576,0,0,-1,0,0,0,1,0,0,0,True,False,False
335,w1ef/00,0,250,800,24,695,0,611,0,0,-1,0,0,0,1,0,0,0,True,True,False
336,e3d1/00,4094,289,200,2401,2779,0,616,0,35,81,0,11,5,1,0,0,0,True,False,False
337,f1da/01,62,252,200,23,1857,1858,1114,182,32,77,0,2,19,1,0,0,1,True,False,False
338,f1da/02,64,253,200,23,1857,1859,1114,0,0,77,0,2,19,1,0,0,2,True,False,False
339,f1da/03,384,254,200,23,1857,1860,1114,-138,0,77,0,2,19,1,0,0,3,True,False,False
340,f1da/04,15872,255,200,23,1857,1861,1114,-345,-295,77,0,2,19,1,0,0,4,True,False,False
341,default/00,0,0,100,498,1856,0,588,0,0,-1,0,0,0,1,0,0,0,True,True,False
342,d2ab/02,8,245,200,498,1847,0,588,0,0,74,0,0,0,1,0,0,0,True,True,False
343,z2r3/01,14,258,200,497,1868,1869,627,-350,-400,76,0,6,8,1,0,0,1,True,False,False
344,z2r3/02,8176,259,200,497,1868,1870,627,100,-100,76,0,6,8,1,0,0,2,True,False,False
345,z2r3/03,8192,260,200,497,1868,1871,627,0,0,76,0,6,8,1,0,0,3,True,False,False
346,z2r3/04,16384,261,200,497,0,1872,627,350,400,76,0,0,0,1,0,0,0,True,False,False
347,z2r3/05,0,0,200,497,0,1873,627,-350,400,-1,0,0,0,1,0,0,0,True,False,False
348,f1p1/00,0,251,200,23,1884,0,631,0,0,-1,0,0,0,1,0,0,0,True,False,False
349,f1p2/00,0,251,200,23,1884,0,632,0,0,-1,0,0,0,1,0,0,0,True,False,False
350,d2d8/01,30,262,200,498,1888,1614,617,128,-32,78,0,7,14,1,0,0,1,True,False,False
351,d2d8/02,992,263,200,498,1888,1615,617,-256,-192,78,0,7,14,1,0,0,2,True,False,False
352,d2d8/03,15360,264,200,498,1888,1889,617,-192,192,78,0,7,14,1,0,0,3,True,False,False
353,a2fg/00,0,0,400,497,2266,0,637,0,0,-1,0,0,0,1,0,0,0,True,False,False
354,e3f2/00,2147483646,282,100,2401,2410,0,614,0,0,22,0,11,3,1,0,0,0,False,False,False
355,l1e3/00,0,0,400,26,1887,0,636,0,0,-1,0,0,0,1,0,0,0,True,True,False
356,a2fh/00,134217726,257,100,497,0,0,656,0,0,17,0,0,0,1,0,0,0,False,False,False
357,l1p1/00,0,265,100,26,1374,0,633,0,0,-1,0,0,0,1,0,0,0,True,False,False
358,default/00,0,0,100,497,1647,0,656,0,0,-1,0,0,0,1,0,0,0,True,False,False
359,o3d1/00,65534,284,200,22,2297,0,1142,0,0,85,0,1,22,1,0,0,0,True,False,False
360,e3d4/01,62,285,200,2402,2298,1974,662,70,33,86,0,9,4,1,0,0,1,True,False,False
361,e3d4/02,65472,286,200,2402,2298,1975,662,-277,-49,86,0,9,4,1,0,0,2,True,False,False
362,g3d3/01,62,266,200,2400,2707,1931,663,-427,-314,79,0,8,8,1,0,0,1,True,False,False
363,g3d3/02,16320,267,200,2400,2707,1932,663,296,170,79,0,8,8,1,0,0,2,True,False,False
364,e1h1/01,0,268,200,2402,2412,2341,641,0,0,-1,0,9,3,1,0,0,1,True,False,False
365,e1h1/02,0,269,200,2402,2412,2342,641,704,704,-1,0,9,3,1,0,0,2,True,False,False
366,g3t1/00,0,276,200,2400,2403,0,635,0,0,-1,0,8,2,1,0,0,0,True,False,False
367,g3f1/00,2147483646,277,100,2400,2406,0,612,0,0,18,0,8,3,1,0,0,0,False,False,False
368,g3f2/00,4294967294,278,100,2400,2407,0,620,0,0,19,0,8,4,1,0,0,0,False,False,False
369,g3f3/00,4294967294,279,100,2400,2408,0,621,0,0,20,0,8,5,1,0,0,0,False,False,False
370,e3t1/00,0,280,200,2402,2404,0,628,0,0,-1,0,9,2,1,0,0,0,True,False,False
371,e3f1/00,2147483646,281,100,2401,2409,0,613,0,0,21,0,11,2,1,0,0,0,False,False,False
372,e3f3/00,2147483646,283,100,2401,2411,0,622,0,0,23,0,11,4,1,0,0,0,False,False,False
373,g3d2/01,62,274,200,2400,2691,2293,1146,292,-163,80,0,8,7,1,0,0,1,True,False,False
374,g3d2/02,16320,275,200,2400,2691,2294,1146,-250,128,80,0,8,7,1,0,0,2,True,False,False
375,e3d2/00,32766,287,200,2401,2833,0,1143,0,0,82,0,11,6,1,0,0,0,True,False,False
376,o3e1/00,0,295,400,22,1960,0,680,0,0,-1,0,0,0,1,0,0,0,True,True,False
377,e3e1/00,0,302,400,2402,2927,0,639,0,0,-1,0,0,0,1,0,0,0,True,True,False
378,e3e5/00,0,297,400,2401,2805,0,681,0,0,-1,0,0,0,1,0,0,0,True,True,False
379,e3ea/00,0,298,400,2401,2813,0,682,-60,-46,-1,0,0,0,1,0,0,0,True,True,False
380,e3ti/00,0,388,800,2402,2910,0,629,0,0,-1,0,0,0,1,0,0,0,True,False,False
381,g3e1/00,0,0,400,2400,2339,0,683,0,0,-1,0,0,0,1,0,0,0,True,True,False
382,g3e3/00,0,0,400,2400,2296,0,684,0,0,-1,0,0,0,1,0,0,0,True,False,False
383,g3e4/00,0,296,200,2400,2709,0,727,410,142,-1,0,0,0,1,0,0,0,True,True,False
384,world/01,0,137,100,3700,3700,0,0,0,0,-1,11,12,1,2,0,0,0,True,False,True
385,region/07,0,271,100,2400,2400,0,0,0,0,-1,0,8,1,3,0,0,0,True,False,False
386,region/08,0,272,100,2401,2401,0,0,0,0,-1,0,11,1,4,0,0,0,True,False,False
387,region/09,0,273,100,2402,2402,0,0,0,0,-1,0,9,1,4,0,0,0,True,False,False
388,e1i6/00,0,270,400,2402,2272,0,654,0,0,-1,0,0,0,1,0,0,0,True,True,False
389,z3o1/00,30,292,200,2400,2284,0,690,0,0,84,0,0,0,1,0,0,0,True,False,False
390,z3o2/00,0,0,400,2400,2357,0,691,0,0,-1,0,0,0,1,0,0,0,True,False,False
391,z3o3/00,0,0,400,2400,2358,0,692,0,0,-1,0,0,0,1,0,0,0,True,False,False
392,z3o4/00,0,0,400,2400,2359,0,693,0,0,-1,0,0,0,1,0,0,0,True,False,False
393,default/00,0,0,400,2400,2359,0,693,-256,-4,-1,0,0,0,1,0,0,0,True,False,False
394,z3o5/00,0,0,400,2400,2360,0,694,0,0,-1,0,0,0,1,0,0,0,True,False,False
395,default/00,0,0,100,2400,2284,0,724,0,0,-1,0,0,0,1,0,0,0,True,True,False
396,e3d3/00,16382,288,200,2401,2810,0,1144,0,0,83,0,11,7,1,0,0,0,True,False,False
397,g3d1/00,8190,290,200,2400,2665,0,1145,72,-186,87,0,8,6,1,0,0,0,True,False,False
398,default/00,0,0,100,2400,2284,0,724,-1000,-1000,-1,0,0,0,1,0,0,0,True,True,False
399,g3fa/00,0,0,400,2400,2299,0,719,0,0,-1,0,0,0,1,0,0,0,True,False,False
400,e3fa/00,0,0,400,2401,2295,0,674,0,0,-1,0,0,0,1,0,0,0,True,False,False
401,w1fa/00,0,0,400,24,357,19,292,0,0,-1,0,0,0,1,0,0,0,True,False,False
402,r1fa/01,0,0,400,25,361,19,294,0,0,-1,0,0,0,1,0,0,0,True,False,False
403,s1fa/00,0,0,400,22,359,19,293,0,0,-1,0,0,0,1,0,0,0,True,False,False
404,d2fa/00,0,0,400,498,2081,19,446,0,0,-1,0,0,0,1,0,0,0,True,False,False
405,g3fb/01,0,0,400,2400,2708,0,679,0,0,-1,0,0,0,1,0,0,0,True,False,False
406,g3fb/02,0,0,400,2400,2715,0,679,0,0,-1,0,0,0,1,0,0,0,True,False,False
407,a2fa/00,0,0,400,497,2151,19,447,0,0,-1,0,0,0,1,0,0,0,True,False,False
408,default/00,0,0,100,2405,2340,0,712,0,0,-1,0,0,0,1,0,0,0,True,False,False
409,default/00,0,0,100,2405,2340,0,725,0,0,-1,0,0,0,1,0,0,0,True,False,False
410,g3t1/00,0,299,200,2400,2403,19,659,0,0,-1,0,0,0,1,0,0,0,True,False,False
411,e3t1/00,0,300,200,2402,2404,19,665,0,0,-1,0,0,0,1,0,0,0,True,False,False
412,d2p1/00,0,301,100,498,2099,0,729,0,0,-1,0,0,0,1,0,0,0,True,False,False
413,g3d4/01,3070,306,200,2400,2367,2368,1172,185,5,89,0,8,9,1,0,0,1,True,False,False
414,z3fa/00,32766,318,100,2405,2414,0,732,0,0,93,0,0,0,1,0,0,0,True,False,False
415,g3d4/02,62464,307,200,2400,2367,2369,1172,-315,5,89,0,8,9,1,0,0,2,True,False,False
416,f1bz/00,0,0,400,2405,1759,0,733,0,0,-1,0,0,0,1,0,0,0,True,False,False
417,g3d2/02,16320,571,200,2400,2291,0,737,-250,128,80,0,0,0,1,0,0,0,True,True,False
418,region/99,0,0,100,2405,2405,0,0,0,0,-1,0,99,1,3,0,0,0,True,False,False
419,g3e6/00,0,305,200,2400,2296,0,738,0,0,-1,0,0,0,1,0,0,0,True,True,False
420,z3e2/00,0,303,400,2405,2370,0,735,0,0,-1,0,0,0,1,0,0,0,True,True,False
421,z3e3/00,0,304,400,2405,2371,0,736,0,0,-1,0,0,0,1,0,0,0,True,True,False
422,z3r1/01,510,308,200,2405,2372,2373,734,300,-100,88,0,99,2,1,0,0,1,True,False,False
423,z3r1/02,3584,309,200,2405,2372,2374,734,-250,-300,88,0,99,2,1,0,0,2,True,False,False
424,z3r1/03,61440,310,200,2405,2372,2375,734,-100,300,88,0,99,2,1,0,0,3,True,False,False
425,e1i1/01,0,0,400,2402,1893,1147,649,0,0,-1,0,0,0,1,0,0,1,True,False,False
426,e1i1/02,0,0,400,2402,1893,1148,649,0,0,-1,0,0,0,1,0,0,2,True,False,False
427,e1i2/01,0,0,400,2402,1894,1109,650,0,0,-1,0,0,0,1,0,0,2,True,False,False
428,e1i2/02,0,0,400,2402,1894,1110,650,0,0,-1,0,0,0,1,0,0,1,True,False,False
429,e1i2/03,0,0,400,2402,1894,1111,650,0,0,-1,0,0,0,1,0,0,3,True,False,False
430,e1i3/01,0,0,400,2402,1895,1112,651,0,0,-1,0,0,0,1,0,0,2,True,False,False
431,e1i3/02,0,0,400,2402,1895,1113,651,0,0,-1,0,0,0,1,0,0,1,True,False,False
432,e1i3/03,0,0,400,2402,1895,1114,651,0,0,-1,0,0,0,1,0,0,3,True,False,False
433,e1i5/00,0,0,400,2402,2271,0,652,0,0,-1,0,0,0,1,0,0,0,True,False,False
434,e1i4/00,0,0,400,2402,2270,0,653,0,0,-1,0,0,0,1,0,0,0,True,False,False
435,g3fc/01,0,0,400,2400,2715,0,730,0,0,-1,0,0,0,1,0,0,0,True,False,False
436,g3fc/02,0,0,400,2400,2716,0,730,0,32,-1,0,0,0,1,0,0,0,True,False,False
437,e3eb/00,0,298,400,2401,2813,0,739,-60,-46,-1,0,0,0,1,0,0,0,True,True,False
438,e1i4/00,0,0,400,2402,2273,0,655,0,0,-1,0,0,0,1,0,0,0,True,False,False
439,e3d5/00,16382,321,200,2401,2762,0,742,0,0,94,0,11,8,1,0,0,0,True,False,False
440,l1p2/00,0,311,200,26,2383,0,745,0,0,-1,0,0,0,1,0,0,0,True,False,False
441,a2d4/01,14,315,200,497,2394,1576,743,0,350,91,0,6,9,1,0,0,1,True,False,False
442,a2d4/02,496,316,200,497,2394,1557,743,237,-128,91,0,6,9,1,0,0,2,True,False,False
443,a2d4/03,32256,317,200,497,2394,2399,743,0,-300,91,0,6,9,1,0,0,3,True,False,False
444,default/00,0,0,100,2400,2284,0,756,0,0,-1,0,0,0,1,0,0,0,True,True,False
445,z3o6/00,30,320,200,2400,2284,0,658,-67,-250,90,0,0,0,1,0,0,0,True,False,False
446,z3o7/01,0,0,400,2400,2717,0,748,0,0,-1,0,0,0,1,0,0,1,True,False,False
447,z3o8/00,0,0,400,2400,2718,0,749,0,0,-1,0,0,0,1,0,0,0,True,False,False
448,z3o9/00,0,0,400,2400,2719,0,750,0,0,-1,0,0,0,1,0,0,0,True,False,False
449,z3oa/00,0,0,400,2400,2720,0,751,0,0,-1,0,0,0,1,0,0,0,True,False,False
450,e3fb/00,0,0,400,2401,2354,0,746,0,0,-1,0,0,0,1,0,0,0,True,False,False
451,f1e9/00,0,0,400,23,2356,0,741,0,125,-1,0,0,0,1,0,0,0,True,False,False
452,z3o7/02,0,0,400,2400,2717,0,748,30,-45,-1,0,0,0,1,0,0,0,True,False,False
453,z3o7/03,0,0,400,2400,2717,0,748,-145,70,-1,0,0,0,1,0,0,0,True,False,False
454,z3o7/04,0,0,400,2400,2717,0,748,-145,26,-1,0,0,0,1,0,0,0,True,False,False
455,z3o7/05,0,0,400,2400,2717,0,748,-145,-28,-1,0,0,0,1,0,0,0,True,False,False
456,z3o7/06,0,0,400,2400,2717,0,748,-145,-72,-1,0,0,0,1,0,0,0,True,False,False
457,z3o7/07,0,0,400,2400,2717,0,748,-216,70,-1,0,0,0,1,0,0,0,True,False,False
458,z3o7/08,0,0,400,2400,2717,0,748,-216,26,-1,0,0,0,1,0,0,0,True,False,False
459,z3o7/09,0,0,400,2400,2717,0,748,-216,-28,-1,0,0,0,1,0,0,0,True,False,False
460,z3o7/10,0,0,400,2400,2717,0,748,-216,-72,-1,0,0,0,1,0,0,0,True,False,False
461,e3e7/00,0,314,400,2401,2847,0,744,0,0,-1,0,0,0,1,0,0,0,True,True,False
462,e3e8/00,0,319,400,2401,2392,0,764,-62,475,-1,0,0,0,1,0,0,0,True,True,False
463,e3ec/00,0,313,400,2401,2813,0,759,23,34,-1,0,0,0,1,0,0,0,True,False,False
464,e3d6/01,62,322,200,2401,2801,2437,768,240,0,92,0,11,9,1,0,0,2,True,False,False
465,e3d6/02,960,323,200,2401,2801,2438,768,-240,0,92,0,11,9,1,0,0,3,True,False,False
466,e3d6/03,15360,324,200,2401,2801,2439,768,-15,0,92,0,11,9,1,0,0,1,True,False,False
467,z3fb/00,32766,326,100,2405,2462,0,763,0,0,96,0,0,0,1,0,0,0,True,False,False
468,e3fc/00,0,0,400,2401,2448,0,761,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
469,default/00,0,0,100,2401,2391,0,781,0,0,-1,0,0,0,1,0,0,0,True,False,False
470,z3r2/01,14,327,200,2405,2483,2451,776,202,-92,95,0,99,3,1,0,0,1,True,False,False
471,z3r2/02,48,328,200,2405,2483,2452,776,230,432,95,0,99,3,1,0,0,2,True,False,False
472,z3r2/03,448,329,200,2405,2483,2453,776,230,494,95,0,99,3,1,0,0,3,True,False,False
473,z3r2/04,65024,330,200,2405,2483,2454,776,-800,144,95,0,99,3,1,0,0,4,True,False,False
474,z3r2/05,8192,331,200,2405,2483,2455,776,-800,-800,95,0,0,0,1,0,0,0,True,False,False
475,w1fz/00,0,0,400,2405,2449,0,777,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
476,e3fd/00,0,0,400,2401,2450,0,778,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
477,default/00,0,0,100,2401,2775,0,780,0,0,-1,0,0,0,1,0,0,0,True,True,False
478,default/00,0,0,100,2401,2851,0,769,0,0,-1,0,0,0,1,0,0,0,True,False,False
479,e3ee/00,0,325,400,2401,2799,0,786,0,0,-1,0,0,0,1,0,0,0,True,True,False
480,e3d7/00,65534,336,200,2401,2851,0,1173,0,0,99,0,11,10,1,0,0,0,True,False,False
481,d2d9/01,62,332,200,498,2484,1685,788,0,0,97,0,7,15,1,0,0,1,True,False,False
482,d2d9/02,8128,333,200,498,2484,1686,788,0,0,97,0,7,15,1,0,0,2,True,False,False
483,default/00,0,0,100,2405,2451,0,787,0,0,-1,0,0,0,1,0,0,0,True,True,False
484,z3fc/00,16382,335,100,2405,2530,0,795,0,0,98,0,0,0,1,0,0,0,True,False,False
485,z3oc/00,0,0,400,2400,2725,0,798,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
486,z3oe/00,0,0,400,2400,2727,0,800,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
487,w1t1/01,0,334,200,24,40,0,790,0,0,-1,0,0,0,1,0,0,0,True,False,False
488,w1p1/00,0,341,100,24,2589,0,791,0,0,-1,0,0,0,1,0,0,0,True,False,False
489,e3ff/00,0,0,400,2402,2499,0,806,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
490,w1tz/00,0,0,400,24,2548,0,796,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
491,n4f1/00,536870910,363,100,2950,2953,0,813,0,0,24,0,15,2,1,0,0,0,False,False,False
492,n4f2/00,2147483646,364,100,2950,2954,0,814,0,0,25,0,15,3,1,0,0,0,False,False,False
493,n4f3/00,536870910,365,100,2950,2955,0,815,0,0,26,0,15,4,1,0,0,0,False,False,False
494,n4f4/00,536870910,366,100,2950,2956,0,816,0,0,27,0,15,5,1,0,0,0,False,False,False
495,n4f5/00,2147483646,367,100,2950,2957,0,817,0,0,28,0,15,6,1,0,0,0,False,False,False
496,n4f6/00,536870910,368,100,2950,2958,0,818,0,0,29,0,15,7,1,0,0,0,False,False,False
497,n4t1/00,0,370,200,2950,2951,0,819,0,0,-1,0,15,8,1,0,0,0,True,False,False
498,n4t2/01,0,371,200,2950,2952,3259,820,0,0,-1,0,15,9,1,0,0,1,True,False,False
499,o3c2/00,0,0,400,2405,2485,0,794,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
500,g3d5/00,1022,340,200,2400,2586,0,1174,0,0,100,0,8,10,1,0,0,0,True,False,False
501,z3od/00,0,0,400,2400,2736,0,799,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
502,z3of/00,0,0,400,2400,2737,0,801,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
503,e3fe/00,0,0,400,2401,2496,0,810,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
504,f1d9/01,0,337,200,23,2497,599,809,0,0,-1,0,0,0,1,0,0,1,True,True,False
505,f1d9/02,0,338,200,23,2497,600,809,0,0,-1,0,0,0,1,0,0,2,True,True,False
506,f1d9/03,0,339,200,23,2497,601,809,0,0,-1,0,0,0,1,0,0,3,True,True,False
507,default/00,0,0,400,24,2498,0,792,0,0,-1,0,0,0,1,0,0,0,True,False,False
508,default/00,0,0,100,2400,2284,0,807,0,0,-1,0,0,0,1,0,0,0,True,True,False
509,default/00,0,0,400,2400,2284,0,808,-100,-100,-1,0,0,0,1,0,0,0,True,True,False
510,n4d3/01,2046,361,200,2950,3018,3018,823,0,-274,109,0,15,12,1,0,0,1,True,False,False
511,n4d3/02,63488,362,200,2950,3018,3024,823,0,403,109,0,15,12,1,0,0,2,True,False,False
512,z3r3/01,6,351,200,2405,2864,2865,826,-545,-663,101,0,99,4,1,0,0,1,True,False,False
513,z3r3/02,56,352,200,2405,2864,2866,826,-600,-150,101,0,99,4,1,0,0,2,True,False,False
514,z3r3/03,192,353,200,2405,2864,2867,826,645,540,101,0,99,4,1,0,0,3,True,False,False
515,z3fd/01,8190,342,100,2405,2545,0,827,0,475,102,0,0,0,1,0,0,0,True,False,False
516,e3fg/00,0,0,400,2401,2510,0,824,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
517,g3e7/01,0,344,400,2400,2863,0,829,0,0,-1,0,0,0,1,0,0,0,True,True,False
518,g3e7/02,0,343,400,2400,2862,0,829,480,-130,-1,0,0,0,1,0,0,0,True,True,False
519,z3r3/04,256,354,200,2405,2864,2873,826,-600,600,101,0,99,4,1,0,0,4,True,False,False
520,z3fd/02,0,345,200,2405,2545,2880,827,0,-754,-1,0,0,0,1,0,0,0,True,False,False
521,z3fd/03,0,346,200,2405,2545,2881,827,0,-450,-1,0,0,0,1,0,0,0,True,False,False
522,z3r3/05,0,0,200,2405,2864,2874,826,-300,50,-1,0,0,0,1,0,0,0,True,False,False
523,z3r3/06,0,0,200,2405,2864,2875,826,600,600,-1,0,0,0,1,0,0,0,True,False,False
524,z3fd/04,0,347,200,2405,2545,2882,827,0,-450,-1,0,0,0,1,0,0,0,True,False,False
525,z3fd/05,0,348,200,2405,2545,2883,827,0,-450,-1,0,0,0,1,0,0,0,True,False,False
526,z3fd/06,0,349,200,2405,2545,2884,827,0,-450,-1,0,0,0,1,0,0,0,True,False,False
527,z3fd/07,0,350,200,2405,2545,2885,827,0,-450,-1,0,0,0,1,0,0,0,True,False,False
528,n4d2/01,2046,355,200,2950,2979,2980,821,0,200,103,0,15,11,1,0,0,1,True,False,False
529,n4d2/02,63488,356,200,2950,2979,2981,821,170,0,103,0,15,11,1,0,0,2,True,False,False
530,n4d7/01,4094,357,200,2950,2982,2983,840,0,0,104,2,15,16,1,0,0,1,True,False,False
531,n4d7/02,61440,358,200,2950,2982,2984,840,0,0,104,2,15,16,1,0,0,2,True,False,False
532,n4d6/01,126,359,100,2950,2985,2986,838,0,0,105,1,15,15,1,0,0,1,True,False,False
533,n4d6/02,896,360,100,2950,2985,2987,838,0,0,105,1,15,15,1,0,0,2,True,False,False
534,world/99,0,0,100,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,True,False,False
535,world/02,0,382,100,3701,3701,0,0,0,0,-1,10,14,3,2,0,0,0,True,False,False
