#,Item,GatheringLog,FishingLog,Quantity[0],Quantity[1],Quantity[2],Quantity[3],Quantity[4]
732,27829,581,0,15,20,30,40,50
733,27826,582,0,15,20,30,40,50
734,27822,583,0,3,5,7,8,9
735,27779,584,0,15,20,30,40,50
736,27780,587,0,15,20,30,40,50
737,27837,588,0,15,20,30,40,50
738,27830,589,0,15,20,30,40,50
739,27783,590,0,15,20,30,40,50
740,27784,591,0,15,20,30,40,50
741,27785,592,0,15,20,30,40,50
742,27828,593,0,3,5,7,8,9
743,27759,594,0,15,20,30,40,50
744,27462,0,718,5,7,10,11,12
745,27457,0,732,5,7,10,11,12
746,27473,0,752,5,7,10,11,12
747,27475,0,757,5,7,10,11,12
748,27483,0,778,5,7,10,11,12
749,27540,0,20121,10,15,20,22,25
750,27571,0,20141,10,15,20,22,25
751,27576,0,20153,10,15,20,22,25
752,27451,0,717,5,7,10,11,12
753,27513,0,785,5,7,10,11,12
754,27731,545,0,3,5,7,8,9
755,27705,546,0,3,5,7,8,9
756,27704,547,0,3,5,7,8,9
757,27835,568,0,3,5,7,8,9
758,27688,569,0,3,5,7,8,9
759,27761,596,0,3,5,7,8,9
760,29972,611,0,3,5,7,8,9
761,29974,612,0,3,5,7,8,9
762,29978,613,0,3,5,7,8,9
763,30486,620,0,3,5,7,8,9
764,30485,619,0,3,5,7,8,9
765,30487,0,910,1,2,3,4,5
766,13759,388,0,15,20,30,40,50
767,13760,389,0,15,20,30,40,50
768,13761,390,0,15,20,30,40,50
769,13762,391,0,15,20,30,40,50
770,13763,392,0,15,20,30,40,50
771,13764,393,0,15,20,30,40,50
772,27816,557,0,15,20,30,40,50
773,32950,623,0,3,5,7,8,9
774,32951,624,0,3,5,7,8,9
775,32952,625,0,3,5,7,8,9
776,32953,626,0,3,5,7,8,9
777,32954,627,0,3,5,7,8,9
778,32955,628,0,3,5,7,8,9
779,36174,640,0,15,20,30,40,50
780,36084,641,0,15,20,30,40,50
781,36162,648,0,15,20,30,40,50
782,36180,649,0,15,20,30,40,50
783,36163,642,0,15,20,30,40,50
784,36175,650,0,15,20,30,40,50
785,36176,651,0,15,20,30,40,50
786,36241,652,0,15,20,30,40,50
787,36164,643,0,15,20,30,40,50
788,36165,644,0,15,20,30,40,50
789,36177,653,0,15,20,30,40,50
790,36181,654,0,15,20,30,40,50
791,36263,655,0,15,20,30,40,50
792,36166,645,0,15,20,30,40,50
793,36178,656,0,15,20,30,40,50
794,36190,661,0,15,20,30,40,50
795,36202,673,0,15,20,30,40,50
796,36083,674,0,15,20,30,40,50
797,36088,675,0,15,20,30,40,50
798,36191,662,0,15,20,30,40,50
799,36086,663,0,15,20,30,40,50
800,36087,664,0,15,20,30,40,50
801,36085,676,0,15,20,30,40,50
802,36098,677,0,15,20,30,40,50
803,36091,678,0,15,20,30,40,50
804,36092,679,0,15,20,30,40,50
805,36192,665,0,15,20,30,40,50
806,36204,680,0,15,20,30,40,50
807,36093,681,0,15,20,30,40,50
808,36090,682,0,15,20,30,40,50
809,36193,666,0,15,20,30,40,50
810,36205,683,0,15,20,30,40,50
811,36096,667,0,15,20,30,40,50
812,36089,684,0,15,20,30,40,50
813,36095,668,0,15,20,30,40,50
814,36094,685,0,15,20,30,40,50
815,36194,669,0,15,20,30,40,50
816,36206,686,0,15,20,30,40,50
817,36097,687,0,15,20,30,40,50
818,36242,0,0,5,7,10,12,15
819,36253,0,0,5,7,10,12,15
820,36264,0,0,5,7,10,12,15
821,36243,0,0,5,7,10,12,15
822,36203,0,0,5,7,10,12,15
823,36244,0,0,5,7,10,12,15
824,36255,0,0,5,7,10,12,15
825,36254,0,0,5,7,10,12,15
826,36258,0,0,5,7,10,12,15
827,36257,0,0,5,7,10,12,15
828,36259,0,0,5,7,10,12,15
829,36245,0,0,5,7,10,12,15
830,36256,0,0,5,7,10,12,15
831,36260,0,0,5,7,10,12,15
832,36246,0,0,5,7,10,12,15
833,36261,0,0,5,7,10,12,15
834,36262,0,0,5,7,10,12,15
835,36630,0,0,5,7,10,12,15
836,36386,0,1018,2,3,5,7,9
837,36523,0,20166,5,7,9,12,15
838,36459,0,1082,2,3,5,7,9
839,36569,0,20210,5,7,9,12,15
840,36536,0,20197,5,7,9,12,15
841,36551,0,20174,5,7,9,12,15
842,36409,0,1039,2,3,5,7,9
843,36555,0,20178,5,7,9,12,15
844,36471,0,1092,2,3,5,7,9
845,36541,0,20202,5,7,9,12,15
846,36215,658,0,3,5,7,8,9
847,36216,647,0,3,5,7,8,9
848,36167,659,0,3,5,7,8,9
849,36179,660,0,3,5,7,8,9
850,36214,671,0,3,5,7,8,9
851,36195,672,0,3,5,7,8,9
852,36207,689,0,3,5,7,8,9
853,36217,690,0,3,5,7,8,9
854,37279,695,0,3,5,7,8,9
855,37278,696,0,3,5,7,8,9
856,37817,706,0,3,5,7,8,9
857,37820,707,0,3,5,7,8,9
858,37822,708,0,3,5,7,8,9
859,37818,709,0,3,5,7,8,9
860,37819,710,0,3,5,7,8,9
861,37821,711,0,3,5,7,8,9
862,38934,719,0,3,5,7,8,9
863,38933,720,0,3,5,7,8,9
864,38935,0,1166,1,2,3,4,5
865,44053,0,0,5,7,10,12,15
866,44063,0,0,5,7,10,12,15
867,44067,0,0,5,7,10,12,15
868,44054,0,0,5,7,10,12,15
869,44064,0,0,5,7,10,12,15
870,44068,0,0,5,7,10,12,15
871,44069,0,0,5,7,10,12,15
872,44055,0,0,5,7,10,12,15
873,44065,0,0,5,7,10,12,15
874,44070,0,0,5,7,10,12,15
875,44027,0,0,5,7,10,12,15
876,44106,0,0,5,7,10,12,15
877,44066,0,0,5,7,10,12,15
878,44071,0,0,5,7,10,12,15
879,44072,0,0,5,7,10,12,15
880,44056,0,0,5,7,10,12,15
881,44057,0,0,5,7,10,12,15
882,43992,744,0,15,20,30,40,50
883,44002,745,0,15,20,30,40,50
884,43982,746,0,15,20,30,40,50
885,44003,747,0,15,20,30,40,50
886,43993,748,0,15,20,30,40,50
887,43994,749,0,15,20,30,40,50
888,44004,750,0,15,20,30,40,50
889,44034,751,0,15,20,30,40,50
890,43995,752,0,15,20,30,40,50
891,44007,753,0,15,20,30,40,50
892,44006,754,0,15,20,30,40,50
893,44005,755,0,15,20,30,40,50
894,43996,756,0,15,20,30,40,50
895,44024,757,0,15,20,30,40,50
896,44042,758,0,15,20,30,40,50
897,43978,759,0,15,20,30,40,50
898,44015,760,0,15,20,30,40,50
899,43990,761,0,15,20,30,40,50
900,43989,762,0,15,20,30,40,50
901,44014,763,0,15,20,30,40,50
902,43979,764,0,15,20,30,40,50
903,44025,765,0,15,20,30,40,50
904,44040,766,0,15,20,30,40,50
905,43980,767,0,15,20,30,40,50
906,43981,768,0,15,20,30,40,50
907,43991,769,0,15,20,30,40,50
908,44016,770,0,15,20,30,40,50
909,43988,771,0,15,20,30,40,50
910,44026,772,0,15,20,30,40,50
911,43986,773,0,15,20,30,40,50
912,44017,774,0,15,20,30,40,50
913,44018,775,0,15,20,30,40,50
914,44052,776,0,15,20,30,40,50
915,43987,777,0,15,20,30,40,50
916,44028,778,0,15,20,30,40,50
917,43985,779,0,15,20,30,40,50
918,43984,780,0,15,20,30,40,50
919,44039,782,0,15,20,30,40,50
920,44043,781,0,15,20,30,40,50
921,44041,783,0,15,20,30,40,50
922,43983,784,0,15,20,30,40,50
923,39708,725,0,3,5,7,8,9
924,39706,726,0,3,5,7,8,9
925,39707,727,0,3,5,7,8,9
926,39705,728,0,3,5,7,8,9
927,39709,729,0,3,5,7,8,9
928,39710,730,0,3,5,7,8,9
929,43673,0,1292,2,3,5,7,9
930,43666,0,1285,2,3,5,7,9
931,43806,0,20246,5,7,9,12,15
932,43695,0,1317,2,3,5,7,9
933,43809,0,20249,5,7,9,12,15
934,43819,0,20259,5,7,9,12,15
935,43684,0,1304,2,3,5,7,9
936,43817,0,20257,5,7,9,12,15
937,43825,0,20265,5,7,9,12,15
938,43706,0,1328,2,3,5,7,9
939,43815,0,20255,5,7,9,12,15
940,43823,0,20263,5,7,9,12,15
941,43725,0,1347,2,3,5,7,9
942,43813,0,20253,5,7,9,12,15
943,43827,0,20267,5,7,9,12,15
944,43759,0,1381,2,3,5,7,9
945,43733,0,1355,2,3,5,7,9
946,43738,0,1360,2,3,5,7,9
947,43748,0,1370,2,3,5,7,9
948,43763,0,1385,2,3,5,7,9
949,43835,0,20275,5,7,9,12,15
950,43768,0,1391,2,3,5,7,9
951,43779,0,1402,2,3,5,7,9
952,43831,0,20271,5,7,9,12,15
953,43774,0,1397,2,3,5,7,9
954,43845,0,20285,5,7,9,12,15
955,43839,0,20279,5,7,9,12,15
956,43783,0,1406,2,3,5,7,9
957,43790,0,1413,2,3,5,7,9
958,43833,0,20273,5,7,9,12,15
959,43668,0,1287,2,3,5,7,9
960,43678,0,1298,2,3,5,7,9
961,43697,0,1319,2,3,5,7,9
962,43753,0,1375,2,3,5,7,9
963,43793,0,1416,2,3,5,7,9
964,44139,785,0,3,5,7,8,9
965,44136,786,0,3,5,7,8,9
966,44135,787,0,3,5,7,8,9
967,44137,788,0,3,5,7,8,9
968,44140,789,0,3,5,7,8,9
969,44138,790,0,3,5,7,8,9
970,44845,796,0,3,5,7,8,9
971,44844,795,0,3,5,7,8,9
972,45969,803,0,3,5,7,8,9
973,45970,804,0,3,5,7,8,9
974,45973,807,0,3,5,7,8,9
975,45968,802,0,3,5,7,8,9
976,45971,805,0,3,5,7,8,9
977,45972,806,0,3,5,7,8,9
