#,BigFishOnReach,BigFishOnEnd,BigFishOnRefresh,Item[0],Item[1],Item[2],Item[3],Item[4],Item[5],Item[6],Item[7],Item[8],Item[9],TerritoryType,PlaceNameMain,PlaceNameSub,Radius,PlaceName,Order,X,Z,GatheringLevel,FishingSpotCategory,Unknown0,Rare
212,Unter der Wasseroberfäche geht für einen Moment eine kleine Sonne auf. War das eine gleißende Pupille?,"Das grelle Leuchten vergeht so schnell, wie es gekommen ist.",Erneut ist unter der Wasseroberfäche die der Sonne gleichende  gleißende Pupille zu erkennen.,27449,27448,27447,27452,27453,38793,33319,33240,0,0,814,0,0,600,3302,204,790,1740,75,1,4,True
213,,,,27449,27446,27447,27457,27454,27455,27456,38810,32051,0,814,0,0,1800,3303,205,1710,1740,72,1,4,False
214,,,,27419,27420,27422,27421,27423,27424,28066,0,0,0,820,0,0,2400,3304,206,1025,1025,72,1,4,False
215,"Du hast das Gefühl, etwas beobachtet dich hungrig aus seinem sandigen Versteck.","Das Gefühl, beobachtet zu werden, lässt wieder nach.","Du hast erneut das Gefühl, etwas beobachtet dich hungrig aus seinem sandigen Versteck.",27458,27459,27462,27460,27461,28069,33241,0,0,0,815,0,0,900,3305,207,1540,585,71,3,4,False
216,,,,27465,27459,27461,27466,26749,27467,28927,0,0,0,815,0,0,1200,3307,209,725,690,77,3,4,False
217,,,,27458,27459,27463,27460,27464,28192,39809,33320,0,0,815,0,0,1500,3306,208,1500,1530,72,3,4,False
218,,,,27470,27471,27475,27474,28191,38798,30435,0,0,0,816,0,0,900,3308,210,165,1065,73,2,4,False
219,,,,27470,27479,27469,27476,27477,30593,28070,33242,0,0,816,0,0,2400,3309,211,1000,1090,73,2,4,False
220,,,,27470,27479,27469,27472,27478,32052,0,0,0,0,816,0,0,600,3310,212,1050,405,74,2,2,False
221,,,,27470,27479,27472,27468,28928,0,0,0,0,0,816,0,0,600,3311,213,1240,400,74,2,4,False
222,,,,27470,27471,27469,27481,33322,0,0,0,0,0,816,0,0,300,3314,216,1545,1065,75,2,4,True
223,,,,26748,27470,27479,27473,33321,0,0,0,0,0,816,0,0,1200,3312,214,1395,625,74,2,4,False
224,Im Wasser leuchtet etwas jadegrün!,Das jadegrüne Leuchten ist verschwunden ...,Wieder leuchtet im Wasser etwas jadegrün!,27470,27479,27472,27480,41300,41301,30436,0,0,0,816,0,0,900,3313,215,1695,1265,74,2,4,False
225,,,,27482,27486,27484,27490,27491,38799,28071,33243,0,0,817,0,0,1800,3315,217,320,1385,70,2,4,False
226,,,,27482,27486,27487,27485,27492,32053,0,0,0,0,817,0,0,600,3316,218,435,990,70,2,4,False
227,,,,27482,27486,27489,27488,27483,28929,0,0,0,0,817,0,0,900,3317,219,750,1025,70,2,4,False
228,,,,27482,27486,27489,27488,27484,27493,30437,0,0,0,817,0,0,1200,3318,220,1150,1530,70,2,4,False
229,,,,27482,27487,27485,27494,33323,0,0,0,0,0,817,0,0,300,3319,221,340,760,80,2,4,True
230,,,,27497,27495,27499,27501,27502,28930,0,0,0,0,818,0,0,900,3320,222,510,280,80,1,4,True
231,,,,27497,27495,27499,27504,27503,32054,0,0,0,0,818,0,0,300,3321,223,1835,300,79,1,4,False
232,Ein langer Schatten schlängelt sich aus der Tiefe empor!,Der Schatten verschwindet wieder in der Tiefe.,Der lange Schatten schlängelt sich erneut aus der Tiefe empor!,27497,27496,27499,27500,27505,28719,33325,33244,0,0,818,0,0,300,3322,224,545,495,79,1,4,False
233,,,,27497,27496,27506,27507,27508,39816,33326,0,0,0,818,0,0,600,3323,225,260,625,80,1,4,False
234,,,,27497,27496,27500,27509,27510,30438,0,0,0,0,818,0,0,300,3324,226,375,730,80,1,4,False
235,,,,27497,27496,27511,27498,27512,38812,28072,0,0,0,818,0,0,600,3325,227,1630,1480,79,1,4,False
236,,,,27497,27496,27513,27498,27514,27515,38814,30439,0,0,818,0,0,900,3326,228,1400,695,80,1,4,False
237,"Du glaubst, das Gesicht eines Roegadyn zu erblicken!",Du hast das Gesicht aus dem Blick verloren.,"Erneut glaubst du, das Gesicht eines Roegadyn zu erblicken!",28937,28938,29723,29719,28942,28939,29734,29721,29784,29744,900,3443,3444,300,3448,229,1025,1025,1,1,4,False
238,Etwas im Wasser scheint wie ein Stern zu funkeln!,Das Sternenfunkeln ist verschwunden.,Erneut scheint etwas im Wasser wie ein Stern zu funkeln!,29766,29749,29750,29754,29752,29753,29751,29782,29756,29788,900,3443,3444,300,3449,230,1025,1025,1,1,2,False
239,"Du siehst einen Schatten, der dich an Leviathan erinnert!",Der Schatten ist nicht mehr zu sehen.,"Erneut siehst du den Schatten, der dich an Leviathan erinnert!",29722,29739,28941,29724,29740,29725,29726,29727,29785,29745,900,3443,3445,300,3450,231,1025,1025,1,1,4,False
240,Ein Fisch im Wasser sieht beinahe wie eine Koralle aus!,Der korallenartige Fisch ist verschwunden.,Du siehst den korallenartigen Fisch erneut im Wasser!,29757,29758,29759,29779,29761,29760,29763,29755,29765,29789,900,3443,3445,300,3451,232,1025,1025,1,1,2,False
241,Du entdeckst einen Fisch mit panzerartigen Schuppen!,Der gepanzerte Fisch ist verschwunden.,Du entdeckst den Fisch mit panzerartigen Schuppen erneut!,29728,29729,29730,29731,29735,29733,29742,29732,29787,29746,900,3443,3447,300,3454,235,1025,1025,1,1,4,False
242,Ein Fisch im Wasser sieht beinahe wie ein Stein aus!,Der steinartige Fisch ist verschwunden.,Du siehst den steinartigen Fisch erneut im Wasser!,29775,29767,29768,29769,29770,29762,29772,29780,29774,29790,900,3443,3447,300,3455,236,1025,1025,1,1,2,False
243,Du siehst ein rubinrotes Funkeln im Wasser!,Das Funkeln ist verschwunden.,Du siehst das rubinrote Funkeln erneut im Wasser!,29736,29737,29738,29718,28940,29741,29720,29743,29786,29747,900,3443,3446,300,3452,233,1025,1025,1,1,4,False
244,Du entdeckst den gewaltigen Schatten einer vermeintlich ausgestorbenen Art!,Der Schatten ist verschwunden.,Wieder entdeckst du den gewaltigen Schatten einer vermeintlich ausgestorbenen Art!,29748,29776,29777,29778,29773,29771,29781,29764,29783,29791,900,3443,3446,300,3453,234,1025,1025,1,1,2,False
245,,,,27482,27486,41302,41298,41299,33324,0,0,0,0,817,0,0,600,3458,237,1250,1785,70,2,4,False
246,Du spürst eine bedrohliche Präsenz im Wasser!,Die bedrohliche Präsenz ist verschwunden.,Erneut spürst du die bedrohliche Präsenz im Wasser!,32055,32056,32057,32058,32059,32060,32061,32062,32063,32064,900,3443,3641,300,3621,238,1025,1025,1,1,4,False
247,Die Schatten von riesigen sich windenden Tentakeln verdunkeln für einen Moment das Wasser!,Die Schatten sind verschwunden.,Erneut verdunkeln die Schatten von riesigen sich windenden Tentakeln das Wasser!,32065,32066,32067,32068,32069,32070,32071,32072,32073,32074,900,3443,3641,300,3622,239,1025,1025,1,1,2,False
248,Die goblinrunden Augen eines Wesens treffen sich für einen Moment mit deinen!,Der Moment ist vorbei.,Wieder treffen die goblinrunden Augen des Wesens sich für einen Moment mit deinen!,32075,32076,32077,32078,32079,32080,32081,32082,32083,32084,900,3443,3642,300,3623,240,1025,1025,1,1,4,False
249,"Du erhaschst einen Blick auf ein Wesen, das du im Meer nicht vorfinden solltest!",Du verlierst das Wesen aus den Augen.,"Wieder erhaschst du einen Blick auf das Wesen, das du im Meer nicht vorfinden solltest!",32085,32086,32087,32088,32089,32090,32091,32092,32093,32094,900,3443,3642,300,3624,241,1025,1025,1,1,2,False
250,Du siehst blätterförmige Schatten im Wasser tanzen!,Die Schatten sind verschwunden.,Erneut siehst du die blätterförmigen Schatten im Wasser tanzen!,32095,32096,32097,32098,32099,32100,32101,32102,32103,32104,900,3443,3643,300,3625,242,1025,1025,1,1,4,False
251,Du hörst ein knackendes Geräusch aus dem Wasser!,Das Geräusch ist nicht mehr zu hören.,Wieder hörst du das knackende Geräusch aus dem Wasser!,32105,32106,32107,32108,32109,32110,32111,32112,32113,32114,900,3443,3643,300,3626,243,1025,1025,1,1,2,False
252,,,,36385,36386,36387,36388,36389,36679,0,0,0,0,962,0,0,2400,4050,244,1074,1518,80,1,4,False
253,,,,36390,36392,36393,36394,37845,0,0,0,0,0,962,0,0,2100,4051,245,1024,732,80,2,4,False
254,,,,36390,36395,36396,38830,0,0,0,0,0,0,962,0,0,300,4052,246,670,980,80,2,4,False
255,,,,36397,36399,36400,35604,36402,36680,0,0,0,0,956,0,0,450,4053,247,831,221,81,2,4,False
256,,,,36397,36403,36398,36404,36405,38831,0,0,0,0,956,0,0,900,4054,248,878,496,81,2,4,False
257,,,,36397,36407,36398,36408,37846,0,0,0,0,0,956,0,0,450,4055,249,1561,409,82,2,4,False
258,,,,36397,36409,36398,36410,39912,36411,39879,0,0,0,956,0,0,1800,4056,250,1366,726,82,2,4,False
259,Ein gewaltiger Schwanz zerteilt die Was­ser­o­ber­flä­che!,Die Was­ser­o­ber­flä­che glättet sich wieder ...,Erneut zerteilt der gewaltige Schwanz die Was­ser­o­ber­flä­che!,36397,36412,36398,36414,41401,41407,0,0,0,0,956,0,0,600,4057,251,972,756,82,2,4,False
260,,,,36415,36417,36418,36419,36681,0,0,0,0,0,963,0,0,1350,4058,252,459,989,82,2,4,False
261,,,,36420,36421,36422,36423,37847,0,0,0,0,0,957,0,0,600,4059,253,1228,1764,81,1,4,False
262,,,,36420,36421,36425,36426,36427,36663,38935,41402,0,0,957,0,0,1800,4060,254,428,1618,81,1,4,False
263,,,,36420,36421,35605,36430,41061,38832,0,0,0,0,957,0,0,600,4061,255,438,1090,82,1,4,False
264,,,,36431,36432,36434,36435,36682,0,0,0,0,0,957,0,0,300,4062,256,998,360,82,2,4,False
265,,,,36436,36438,36439,36440,39880,0,0,0,0,0,957,0,0,1350,4063,257,1500,419,85,2,4,False
266,,,,36436,36438,36441,36442,36660,37848,0,0,0,0,957,0,0,1200,4064,258,1478,1018,85,2,4,False
267,,,,36436,36443,36444,36446,38833,0,0,0,0,0,957,0,0,450,4065,259,1149,675,85,2,4,False
268,Die Pflanzen auf dem Grund der Quelle kommen in Bewegung!,Der grüne Grund scheint wieder ruhig ...,Die Pflanzen auf dem Grund der Quelle kommen erneut in Bewegung!,36436,36443,36447,36448,36449,37697,41403,0,0,0,957,0,0,750,4066,260,1161,1187,85,2,4,False
269,Ein schiffsgroßer Schatten kreuzt die Gewässer!,Der riesige Schatten ist verschwunden ...,Der schiffsgroße Schatten kreuzt erneut die Gewässer!,36450,36451,36452,36453,36454,36686,39881,41408,0,0,957,0,0,900,4067,261,322,328,85,1,4,True
270,"Der See beginnt, zuzufrieren!",Die Eisschicht schmilzt ...,"Der See beginnt erneut, zuzufrieren!",35606,36457,36456,36458,36459,36683,41409,0,0,0,958,0,0,600,4068,262,504,1484,83,2,4,True
271,,,,35606,36460,36456,36461,36462,41059,37849,0,0,0,958,0,0,1800,4069,263,1100,408,83,2,4,False
272,,,,36463,36465,36466,36467,41058,37850,0,0,0,0,959,0,0,2400,4070,264,1578,494,84,2,4,False
273,,,,36468,36470,36471,36472,41404,41411,0,0,0,0,959,0,0,300,4071,265,1498,1560,85,7,4,True
274,,,,36468,36470,36473,36475,38834,0,0,0,0,0,959,0,0,600,4072,266,1090,1538,85,7,4,False
275,,,,36476,36478,36477,36479,36480,37853,0,0,0,0,961,0,0,1800,4073,267,508,876,86,2,4,False
276,,,,36476,36481,36477,36485,39240,39883,0,0,0,0,961,0,0,900,4074,268,1202,440,87,2,4,False
277,,,,36476,36484,36477,35607,38836,41410,0,0,0,0,961,0,0,1500,4075,269,1634,762,87,2,4,False
278,,,,36487,36489,36488,36491,38835,0,0,0,0,0,960,0,0,300,4076,272,994,1756,88,7,4,False
279,,,,36487,36492,36488,36494,36684,0,0,0,0,0,960,0,0,300,4077,271,426,1476,89,7,4,False
280,,,,36487,36495,36488,36496,36497,41419,39882,0,0,0,960,0,0,300,4078,270,298,1062,90,7,4,False
281,,,,36503,36499,36501,36502,37851,0,0,0,0,0,960,0,0,600,4079,273,698,528,84,2,4,False
282,,,,36503,36499,36505,41405,0,0,0,0,0,0,960,0,0,750,4080,274,1079,389,84,2,4,False
283,,,,36506,36507,36509,36510,36511,36512,36513,36685,0,0,960,0,0,900,4081,275,212,1706,89,9,4,False
284,,,,36506,36507,36508,36514,36515,36516,36517,37852,0,0,960,0,0,900,4082,276,1824,406,90,9,4,False
285,Du fühlst dich von einer Welle an Emotionen übermannt!,Deine Emotionen haben sich wieder beruhigt.,Du fühlst dich erneut von einer Welle an Emotionen übermannt!,36506,36507,36508,36518,36519,36520,36521,41406,41412,0,960,0,0,600,4083,277,1202,808,90,9,4,True
286,"Du erblickst eine riesige Rückenflosse, welche die Wellen durchschneidet!",Du hast die Rückenflosse aus den Augen verloren.,"Erneut erblickst du die riesige Rückenflosse, welche die Wellen durchschneidet!",40524,40522,40523,40521,40525,40526,40527,40528,40529,40530,900,3443,4363,300,4367,278,1025,1025,1,1,4,False
287,Du spürst etwas Gefährliches in der Nähe des Schiffbodens!,Das gefährliche Wesen hat sich wieder entfernt.,Erneut spürst du das gefährliche Etwas in der Nähe des Schiffbodens!,40531,40532,40533,40534,40535,40536,40537,40538,40539,40540,900,3443,4363,300,4368,279,1025,1025,1,1,2,False
288,Eine rot-weiße Schnur durchkreuzt für einen Moment das Wasser unter dir!,Die rot-weiße Schnur ist nicht mehr zu sehen.,Die rot-weiße Schnur durchkreuzt wieder das Wasser unter dir!,40541,40542,40543,40544,40545,40546,40547,40548,40549,40550,900,3443,4364,300,4369,280,1025,1025,1,1,4,False
289,Du erblickst ein blaues Funkeln im Meer!,Das blaue Funkeln ist wieder erloschen.,Erneut erblickst du ein blaues Funkeln im Meer!,40551,40552,40553,40554,40555,40556,40557,40558,40559,40560,900,3443,4364,300,4370,281,1025,1025,1,1,2,False
290,Du spürst die Aura eines Tigers in den Fluten!,Die Aura des Tigers hat sich wieder entfernt.,Du spürst die Aura des Tigers in den Fluten erneut!,40561,40562,40563,40564,40567,40566,40565,40568,40569,40570,900,3443,4365,300,4371,282,1025,1025,1,1,4,False
291,"Du spürst, wie die Wassertemperatur plötzlich stark ansteigt!",Die Wassertemperatur hat sich wieder normalisiert.,"Erneut spürst du, wie die Wassertemperatur plötzlich stark ansteigt!",40571,40572,40573,40574,40575,40576,40577,40578,40579,40580,900,3443,4365,300,4372,283,1025,1025,1,1,2,False
292,Du erspähst ungewöhnliche Bewegungen zwischen den Pflanzen am Meeresboden!,Die Pflanzen stehen wieder komplett ruhig.,Du erspähst die ungewöhnlichen Bewegungen zwischen den Pflanzen am Meeresboden erneut!,40581,40582,40583,40584,40585,40586,40587,40588,40589,40590,900,3443,4366,300,4373,284,1025,1025,1,2,4,False
293,Der Geruch von Pflaumen steigt dir aus dem Wasser in die Nase!,Der Pflaumengeruch verliert sich wieder.,Erneut steigt dir der Geruch von Pflaumen aus dem Wasser in die Nase!,40591,40592,40593,40594,40595,40596,40597,40598,40599,40600,900,3443,4366,300,4374,285,1025,1025,1,2,2,False
294,,,,43664,43665,43666,44339,0,0,0,0,0,0,1185,0,0,300,5037,286,734,860,90,2,4,False
295,,,,43667,43668,43669,43670,43671,44336,47988,0,0,0,1185,0,0,1000,5038,287,833,1679,90,1,4,False
296,,,,43667,43672,43673,43674,43903,49794,0,0,0,0,1185,0,0,1800,5039,288,1432,1275,91,1,4,False
297,,,,43675,43676,43677,43678,43679,44340,0,0,0,0,1187,0,0,400,5040,289,967,1328,91,8,4,False
298,,,,43680,43681,43682,43683,0,0,0,0,0,0,1187,0,0,600,5041,290,950,1796,92,8,4,False
299,,,,43684,43685,43686,43687,43688,43905,46189,0,0,0,1187,0,0,1000,5042,291,265,966,93,2,4,True
300,,,,43689,43690,43691,43692,43693,44334,47989,0,0,0,1188,0,0,1500,5043,292,482,570,92,2,4,False
301,,,,43689,43690,43694,43904,44341,0,0,0,0,0,1188,0,0,1200,5044,293,1096,596,91,2,4,False
302,,,,43689,43690,43695,43696,43697,47990,0,0,0,0,1188,0,0,600,5045,294,1411,550,93,2,2,False
303,,,,43698,43699,43700,46190,0,0,0,0,0,0,1188,0,0,600,5046,295,1842,1612,93,2,4,False
304,,,,43698,43699,43701,43702,43703,49795,0,0,0,0,1188,0,0,600,5047,296,1948,704,94,2,4,False
305,,,,43704,43705,43706,43707,46249,49796,0,0,0,0,1188,0,0,800,5048,297,1085,1004,93,2,4,False
306,,,,43708,43709,43710,43711,44337,0,0,0,0,0,1188,0,0,2000,5049,298,672,1381,94,2,4,False
307,,,,43708,43709,43712,43713,43714,0,0,0,0,0,1188,0,0,800,5050,299,1237,1528,95,2,4,False
308,,,,43715,43716,43717,43718,44343,0,0,0,0,0,1189,0,0,600,5051,300,359,543,93,2,4,False
309,,,,43715,43716,43719,43720,47991,0,0,0,0,0,1189,0,0,500,5052,301,632,584,92,2,4,False
310,,,,43715,43716,43721,43722,44335,47992,0,0,0,0,1189,0,0,800,5053,302,906,389,94,2,4,False
311,,,,43723,43724,43725,43726,43727,46191,0,0,0,0,1189,0,0,1800,5054,303,1538,289,94,2,4,False
312,,,,43728,43729,43730,43731,46192,0,0,0,0,0,1189,0,0,800,5055,304,1611,779,94,2,4,True
313,Du erblickst einen schlingernden Schatten unter der Was­ser­o­ber­flä­che!,Du hast den schlingernden Schatten aus den Augen verloren.,Der schlingernde Schatten ist wieder zu sehen!,43732,43733,43734,43735,49797,0,0,0,0,0,1189,0,0,400,5056,305,352,1308,94,2,4,False
314,,,,43732,43734,43736,43737,49798,0,0,0,0,0,1189,0,0,800,5057,306,1035,964,94,2,4,False
315,,,,43732,43734,43738,43739,43740,0,0,0,0,0,1189,0,0,1800,5058,307,936,1546,94,2,4,False
316,,,,43732,43734,43741,43742,0,0,0,0,0,0,1189,0,0,1000,5059,308,1697,1581,96,2,4,False
317,,,,43732,43734,43743,43744,44338,0,0,0,0,0,1189,0,0,800,5060,309,1222,1898,94,2,4,False
318,,,,43745,43746,43747,43748,43749,44342,0,0,0,0,1189,0,0,800,5061,310,1793,1243,97,1,4,True
319,,,,43750,43751,43752,43753,44345,0,0,0,0,0,1190,0,0,600,5062,311,1438,318,95,2,4,False
320,,,,43750,43751,43754,43755,43756,47993,0,0,0,0,1190,0,0,1000,5063,312,1524,637,96,2,4,False
321,,,,43757,43758,43759,43760,43761,46779,0,0,0,0,1190,0,0,1000,5064,313,753,1860,95,4,4,False
322,,,,43757,43762,43763,43764,43906,44347,46193,0,0,0,1190,0,0,1000,5065,314,1603,1860,96,4,4,False
323,,,,43765,43766,43767,43768,46194,0,0,0,0,0,1191,0,0,1400,5066,315,938,394,97,2,4,False
324,,,,43765,43766,43769,43770,44346,0,0,0,0,0,1191,0,0,1500,5067,316,605,818,97,2,4,False
325,,,,43771,43772,43773,43774,47994,46188,0,0,0,0,1191,0,0,1800,5068,317,1025,1561,98,2,4,False
326,,,,43771,43772,43773,43775,49799,0,0,0,0,0,1191,0,0,1000,5069,318,288,1647,98,2,4,False
327,,,,43776,43777,43778,43779,44344,0,0,0,0,0,1186,0,0,1800,5070,319,499,1505,98,2,4,False
328,,,,43780,43781,43782,43783,47995,0,0,0,0,0,1192,0,0,400,5071,320,311,665,99,2,4,False
329,Irgendetwas Riesiges schlängelt sich durch das Wasser!,Die riesige Schlange - oder was immer das war - ist fort ...,Da! Wieder schlängelt sich etwas Riesiges durch das Wasser!,43780,43781,43784,43785,46195,0,0,0,0,0,1192,0,0,300,5072,321,578,525,100,2,4,False
330,,,,43780,43781,43786,43787,49800,0,0,0,0,0,1192,0,0,600,5073,322,759,608,99,2,4,False
331,,,,43788,43789,43790,43791,43792,46196,0,0,0,0,1192,0,0,1050,5074,323,665,1687,99,1,4,False
332,,,,43788,43789,43793,43794,43795,0,0,0,0,0,1192,0,0,1050,5075,324,425,1356,100,1,4,False
333,Ein Koloss lauert unter den Wellen!,Du hast den Koloss aus den Augen verloren.,Der Koloss ist wieder zu sehen!,43796,43797,43798,43799,49801,0,0,0,0,0,1192,0,0,500,5076,325,1871,1531,100,2,4,True
334,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
335,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
336,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10000,,,,20123,20119,0,0,0,0,0,0,0,0,0,0,0,0,2507,0,0,0,70,2,0,False
10001,,,,29994,29995,30000,30001,0,0,0,0,0,0,0,0,0,0,2258,0,0,0,70,2,0,False
10002,,,,29994,29995,29996,29997,0,0,0,0,0,0,0,0,0,0,2259,0,0,0,1,2,0,False
10003,,,,29994,29995,29998,29999,0,0,0,0,0,0,0,0,0,0,2261,0,0,0,60,2,0,False
10004,,,,30002,30003,30004,30006,30010,0,0,0,0,0,0,0,0,0,2262,0,0,0,80,5,0,False
10005,,,,30002,30003,30005,30007,30011,0,0,0,0,0,0,0,0,0,2263,0,0,0,80,5,0,False
10006,,,,30002,30003,30004,30008,30012,0,0,0,0,0,0,0,0,0,2264,0,0,0,80,5,0,False
10007,,,,30002,30003,30005,30009,30013,0,0,0,0,0,0,0,0,0,3489,0,0,0,80,5,0,False
10008,,,,31586,31587,31588,31589,0,0,0,0,0,0,0,0,0,0,2258,0,0,0,70,2,0,False
10009,,,,31578,31579,31580,31581,0,0,0,0,0,0,0,0,0,0,2259,0,0,0,1,2,0,False
10010,,,,31582,31583,31584,31585,0,0,0,0,0,0,0,0,0,0,2261,0,0,0,60,2,0,False
10011,,,,31590,31591,31592,31596,31600,0,0,0,0,0,0,0,0,0,2262,0,0,0,80,5,0,False
10012,,,,31590,31591,31593,31597,31602,0,0,0,0,0,0,0,0,0,2263,0,0,0,80,5,0,False
10013,,,,31590,31591,31594,31598,31601,0,0,0,0,0,0,0,0,0,2264,0,0,0,80,5,0,False
10014,,,,31590,31591,31595,31599,31603,0,0,0,0,0,0,0,0,0,3489,0,0,0,80,5,0,False
10015,,,,31590,31591,30006,30007,30010,30011,0,0,0,0,0,0,0,0,3532,0,0,0,80,5,0,False
10016,,,,31590,31591,30008,30009,30012,30013,0,0,0,0,0,0,0,0,3533,0,0,0,80,5,0,False
10017,,,,32890,32891,32892,32893,0,0,0,0,0,0,0,0,0,0,2258,0,0,0,70,2,0,False
10018,,,,32882,32883,32884,32885,0,0,0,0,0,0,0,0,0,0,2259,0,0,0,1,2,0,False
10019,,,,32886,32887,32888,32889,0,0,0,0,0,0,0,0,0,0,2261,0,0,0,60,2,0,False
10020,,,,32894,32895,32896,32900,32904,0,0,0,0,0,0,0,0,0,2262,0,0,0,80,5,0,False
10021,Du siehst einen riesigen Schatten durch das Wolkenmeer gleiten.,Der riesige Schatten ist verschwunden.,Du siehst den riesigen Schatten erneut durch das Wolkenmeer gleiten.,32894,32895,32897,32901,32905,0,0,0,0,0,0,0,0,0,2263,0,0,0,80,5,0,False
10022,,,,32894,32895,32898,32902,32906,0,0,0,0,0,0,0,0,0,2264,0,0,0,80,5,0,False
10023,"Du erhascht einen flüchtigen Blick auf ein Lebewesen, das durch das Wolkenmeer flitzt.",Das Lebewesen ist nicht mehr zu sehen.,,32894,32895,32899,32903,32907,0,0,0,0,0,0,0,0,0,3489,0,0,0,80,5,0,False
10024,,,,32894,32895,30006,30007,30010,30011,31596,31597,31600,31602,0,0,0,0,3532,0,0,0,80,5,0,False
10025,,,,32894,32895,30008,30009,30012,30013,31598,31599,31601,31603,0,0,0,0,3533,0,0,0,80,5,0,False
10026,,,,36503,36501,0,0,0,0,0,0,0,0,1073,0,0,200,4191,0,1069,1141,84,2,4,False
10027,,,,36503,36499,0,0,0,0,0,0,0,0,1073,0,0,600,4192,0,1141,821,84,2,4,False
10028,,,,36503,36501,0,0,0,0,0,0,0,0,1073,0,0,200,4193,0,1172,627,84,2,4,False
10029,,,,36503,36505,0,0,0,0,0,0,0,0,1073,0,0,800,4194,0,861,1136,84,2,4,False
10030,,,,36503,36505,36499,0,0,0,0,0,0,0,1073,0,0,800,4195,0,736,1370,84,2,4,False
10031,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5206,0,0,0,1,2,0,False
10032,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5207,0,0,0,1,2,0,False
10033,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208,0,0,0,1,2,0,False
10034,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5209,0,0,0,1,2,0,False
10035,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,0,0,0,1,2,0,False
10036,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5211,0,0,0,1,7,0,False
10037,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5212,0,0,0,1,7,0,False
10038,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5213,0,0,0,1,7,0,False
10039,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5214,0,0,0,1,7,0,False
10040,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10041,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10042,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10043,,,,45693,45694,45695,0,0,0,0,0,0,0,0,0,0,0,5206,0,0,0,1,2,0,False
10044,,,,45696,45697,45698,0,0,0,0,0,0,0,0,0,0,0,5207,0,0,0,1,2,0,False
10045,,,,45699,45700,45701,0,0,0,0,0,0,0,0,0,0,0,5208,0,0,0,1,2,0,False
10046,,,,45702,45703,45704,0,0,0,0,0,0,0,0,0,0,0,5209,0,0,0,1,2,0,False
10047,,,,45705,45706,45707,0,0,0,0,0,0,0,0,0,0,0,5206,0,0,0,1,2,0,False
10048,,,,45708,45709,45710,0,0,0,0,0,0,0,0,0,0,0,5207,0,0,0,1,2,0,False
10049,,,,45711,45712,45713,45714,0,0,0,0,0,0,0,0,0,0,5209,0,0,0,1,2,0,False
10050,,,,45715,45716,45717,45718,0,0,0,0,0,0,0,0,0,0,5206,0,0,0,1,2,0,False
10051,,,,45719,45720,45721,45722,0,0,0,0,0,0,0,0,0,0,5208,0,0,0,1,2,0,False
10052,,,,45723,45724,45725,45726,0,0,0,0,0,0,0,0,0,0,5209,0,0,0,1,2,0,False
10053,,,,45727,45728,45729,45730,0,0,0,0,0,0,0,0,0,0,5206,0,0,0,1,2,0,False
10054,,,,45731,45732,45733,45734,0,0,0,0,0,0,0,0,0,0,5208,0,0,0,1,2,0,False
10055,,,,45735,45736,45737,45738,0,0,0,0,0,0,0,0,0,0,5207,0,0,0,1,2,0,False
10056,,,,45739,45740,45741,45742,45743,0,0,0,0,0,0,0,0,0,5210,0,0,0,1,2,0,False
10057,,,,45744,45745,45746,45747,45748,0,0,0,0,0,0,0,0,0,5206,0,0,0,1,2,0,False
10058,,,,45749,45750,45751,45752,45753,0,0,0,0,0,0,0,0,0,5210,0,0,0,1,2,0,False
10059,,,,45754,45755,45756,45757,45758,0,0,0,0,0,0,0,0,0,5207,0,0,0,1,2,0,False
10060,,,,45759,45760,45761,45762,45763,0,0,0,0,0,0,0,0,0,5211,0,0,0,1,7,0,False
10061,,,,45764,45765,45766,45767,45768,0,0,0,0,0,0,0,0,0,5208,0,0,0,1,2,0,False
10062,,,,45769,45770,45771,45772,0,0,0,0,0,0,0,0,0,0,5209,0,0,0,1,2,0,False
10063,,,,45773,45774,45775,45776,45777,0,0,0,0,0,0,0,0,0,5211,0,0,0,1,7,0,False
