#,Name,Example,Caster,Target,LogKind,Category,DisplayOrder,Preset
252,Attacke von Familiar/Mitstreiter eines anderen verfehlt,Das Smaragd-Karfunkel verfehlt den Fantasiehasen.,2048,65535,42,14,2,0
253,Kommando von Familiar/Mitstreiter eines anderen,"Das Smaragd-Karfunkel beginnt, Böe zu wirken.
Das Smaragd-Karfunkel bricht Böe ab.",2048,65535,43,14,3,0
254,Gegenstand von Familiar/Mitstreiter eines anderen,"Das Smaragd-Karfunkel macht einen Heiltrank bereit.
Das Smaragd-Karfunkel setzt den Heiltrank doch nicht ein.",2048,65535,44,14,4,0
255,Heilmagie durch Familiar/Mitstreiter eines anderen,Du regenerierst 123 LP.,2048,65535,45,14,5,0
256,Familiar/Mitstreiter eines anderen verursacht positiven Status,Du erhältst den Effekt von Steinhaut.,2048,65535,46,14,6,0
257,Familiar/Mitstreiter eines anderen verursacht negativen Status,Der Fantasiehase erleidet den Effekt von Bio.,2048,65535,47,14,7,0
258,Familiar/Mitstreiter eines anderen erleidet Schaden,Der Fantasiehase trifft das Smaragd-Karfunkel und verursacht 123 Punkte Schaden.,65535,2048,41,14,8,0
259,Familiar/Mitstreiter eines anderen ist ausgewichen,Der Fantasiehase greift das Smaragd-Karfunkel an und verfehlt.,65535,2048,42,14,9,0
260,Kommandos auf Familiar/Mitstreiter eines anderen,"Das Smaragd-Karfunkel beginnt, Böe zu wirken.
Das Smaragd-Karfunkel bricht Böe ab.",65535,2048,43,14,10,0
261,Gegenstand auf Familiar/Mitstreiter eines anderen,"Das Smaragd-Karfunkel macht einen Heiltrank bereit.
Das Smaragd-Karfunkel setzt den Heiltrank doch nicht ein.",65535,2048,44,14,11,0
262,Heilmagie auf Familiar/Mitstreiter eines anderen,Das Smaragd-Karfunkel regeneriert 123 LP.,65535,2048,45,14,12,0
263,Positiver Status auf Familiar/Mitstreiter eines anderen,Das Smaragd-Karfunkel erhält den Effekt von Steinhaut.,65535,2048,46,14,13,0
264,Negativer Status auf Familiar/Mitstreiter eines anderen,Das Smaragd-Karfunkel erleidet den Effekt von Bio.,65535,2048,47,14,14,0
265,Positiver Status auf Familiar/Mitstreiter eines anderen endet,Das Smaragd-Karfunkel verliert den Effekt von Steinhaut.,65535,2048,48,14,15,0
266,Negativer Status auf Familiar/Mitstreiter eines anderen endet,Das Smaragd-Karfunkel erholt sich von dem Effekt von Bio.,65535,2048,49,14,16,0
267,,,0,0,0,0,0,0
268,,,0,0,0,0,0,0
269,,,0,0,0,0,0,0
270,,,0,0,0,0,0,0
300,Welten-Kontaktkreis [2],Nachrichten an die Mitglieder von Welten-Kontaktkreis 2.,65535,65535,101,1,11,1
301,Welten-Kontaktkreis [3],Nachrichten an die Mitglieder von Welten-Kontaktkreis 3.,65535,65535,102,1,12,1
302,Welten-Kontaktkreis [4],Nachrichten an die Mitglieder von Welten-Kontaktkreis 4.,65535,65535,103,1,13,1
303,Welten-Kontaktkreis [5],Nachrichten an die Mitglieder von Welten-Kontaktkreis 5.,65535,65535,104,1,14,1
304,Welten-Kontaktkreis [6],Nachrichten an die Mitglieder von Welten-Kontaktkreis 6.,65535,65535,105,1,15,1
305,Welten-Kontaktkreis [7],Nachrichten an die Mitglieder von Welten-Kontaktkreis 7.,65535,65535,106,1,16,1
306,Welten-Kontaktkreis [8],Nachrichten an die Mitglieder von Welten-Kontaktkreis 8.,65535,65535,107,1,17,1
