#,Name,Reward,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3]
1000006,Mahlstrom 06,357,141,0,0,0,3,0,0,0
1000007,Mahlstrom 07,388,36,0,0,0,3,0,0,0
1000008,Mahlstrom 08,431,249,0,0,0,3,0,0,0
1000009,Mahlstrom 09,441,154,0,0,0,3,0,0,0
1000010,Mahlstrom 10,478,291,0,0,0,1,0,0,0
1000011,Mahlstrom 11,531,267,0,0,0,3,0,0,0
1000012,Mahlstrom 12,590,61,0,0,0,3,0,0,0
1000013,Mahlstrom 13,609,350,0,0,0,5,0,0,0
1000014,Mahlstrom 14,629,352,0,0,0,6,0,0,0
1000015,Mahlstrom 15,655,353,0,0,0,1,0,0,0
1000016,Mahlstrom 16,632,69,0,0,0,3,0,0,0
1000017,Mahlstrom 17,653,70,0,0,0,1,0,0,0
1000018,Mahlstrom 18,674,181,0,0,0,3,0,0,0
1000019,Mahlstrom 19,702,75,0,0,0,3,0,0,0
1000020,Mahlstrom 20,749,276,0,0,0,3,0,0,0
1000021,Mahlstrom 21,774,196,0,0,0,3,0,0,0
1000022,Mahlstrom 22,799,197,0,0,0,3,0,0,0
1000023,Mahlstrom 23,832,80,0,0,0,3,0,0,0
1000024,Mahlstrom 24,884,83,0,0,0,3,0,0,0
1000025,Mahlstrom 25,913,85,0,0,0,3,0,0,0
1000026,Mahlstrom 26,943,287,0,0,0,3,0,0,0
1000027,Mahlstrom 27,982,329,0,0,0,4,0,0,0
1000028,Mahlstrom 28,1506,331,0,0,0,5,0,0,0
1000029,Mahlstrom 29,1555,341,0,0,0,5,0,0,0
1000030,Mahlstrom 30,1619,344,0,0,0,1,0,0,0
1000031,Mahlstrom 31,0,0,0,0,0,0,0,0,0
1000032,Mahlstrom 32,0,0,0,0,0,0,0,0,0
1000033,Mahlstrom 33,0,0,0,0,0,0,0,0,0
1000034,Mahlstrom 34,0,0,0,0,0,0,0,0,0
1000035,Mahlstrom 35,0,0,0,0,0,0,0,0,0
1000036,Mahlstrom 36,0,0,0,0,0,0,0,0,0
1000037,Mahlstrom 37,0,0,0,0,0,0,0,0,0
1000038,Mahlstrom 38,0,0,0,0,0,0,0,0,0
1000039,Mahlstrom 39,0,0,0,0,0,0,0,0,0
1000040,Mahlstrom 40,0,0,0,0,0,0,0,0,0
1000041,Mahlstrom 41,0,0,0,0,0,0,0,0,0
1000042,Mahlstrom 42,0,0,0,0,0,0,0,0,0
1000043,Mahlstrom 43,0,0,0,0,0,0,0,0,0
1000044,Mahlstrom 44,0,0,0,0,0,0,0,0,0
1000045,Mahlstrom 45,0,0,0,0,0,0,0,0,0
1000046,Mahlstrom 46,0,0,0,0,0,0,0,0,0
1000047,Mahlstrom 47,0,0,0,0,0,0,0,0,0
1000048,Mahlstrom 48,0,0,0,0,0,0,0,0,0
1000049,Mahlstrom 49,0,0,0,0,0,0,0,0,0
1000050,Mahlstrom 50,0,0,0,0,0,0,0,0,0
2000001,Bruderschaft der Morgenviper 01,240,125,0,0,0,3,0,0,0
2000002,Bruderschaft der Morgenviper 02,266,335,0,0,0,5,0,0,0
2000003,Bruderschaft der Morgenviper 03,287,338,0,0,0,5,0,0,0
2000004,Bruderschaft der Morgenviper 04,311,339,0,0,0,5,0,0,0
2000005,Bruderschaft der Morgenviper 05,345,140,0,0,0,3,0,0,0
2000006,Bruderschaft der Morgenviper 06,357,36,0,0,0,3,0,0,0
2000007,Bruderschaft der Morgenviper 07,388,249,0,0,0,3,0,0,0
2000008,Bruderschaft der Morgenviper 08,431,153,0,0,0,3,0,0,0
2000009,Bruderschaft der Morgenviper 09,441,259,0,0,0,3,0,0,0
2000010,Bruderschaft der Morgenviper 10,478,292,0,0,0,1,0,0,0
2000011,Bruderschaft der Morgenviper 11,531,266,0,0,0,3,0,0,0
2000012,Bruderschaft der Morgenviper 12,590,60,0,0,0,3,0,0,0
2000013,Bruderschaft der Morgenviper 13,609,59,0,0,0,3,0,0,0
2000014,Bruderschaft der Morgenviper 14,629,351,0,0,0,4,0,0,0
2000015,Bruderschaft der Morgenviper 15,655,354,0,0,0,1,0,0,0
2000016,Bruderschaft der Morgenviper 16,632,68,0,0,0,3,0,0,0
2000017,Bruderschaft der Morgenviper 17,653,182,0,0,0,3,0,0,0
2000018,Bruderschaft der Morgenviper 18,674,74,0,0,0,3,0,0,0
2000019,Bruderschaft der Morgenviper 19,702,277,0,0,0,3,0,0,0
2000020,Bruderschaft der Morgenviper 20,749,79,0,0,0,3,0,0,0
2000021,Bruderschaft der Morgenviper 21,774,195,0,0,0,3,0,0,0
2000022,Bruderschaft der Morgenviper 22,799,199,0,0,0,3,0,0,0
2000023,Bruderschaft der Morgenviper 23,832,82,0,0,0,3,0,0,0
2000024,Bruderschaft der Morgenviper 24,884,86,0,0,0,3,0,0,0
2000025,Bruderschaft der Morgenviper 25,913,286,0,0,0,3,0,0,0
2000026,Bruderschaft der Morgenviper 26,943,330,0,0,0,4,0,0,0
2000027,Bruderschaft der Morgenviper 27,982,331,0,0,0,5,0,0,0
2000028,Bruderschaft der Morgenviper 28,1506,341,0,0,0,7,0,0,0
2000029,Bruderschaft der Morgenviper 29,1555,342,0,0,0,6,0,0,0
2000030,Bruderschaft der Morgenviper 30,1619,343,0,0,0,1,0,0,0
2000031,Bruderschaft der Morgenviper 31,0,0,0,0,0,0,0,0,0
2000032,Bruderschaft der Morgenviper 32,0,0,0,0,0,0,0,0,0
2000033,Bruderschaft der Morgenviper 33,0,0,0,0,0,0,0,0,0
2000034,Bruderschaft der Morgenviper 34,0,0,0,0,0,0,0,0,0
2000035,Bruderschaft der Morgenviper 35,0,0,0,0,0,0,0,0,0
2000036,Bruderschaft der Morgenviper 36,0,0,0,0,0,0,0,0,0
2000037,Bruderschaft der Morgenviper 37,0,0,0,0,0,0,0,0,0
2000038,Bruderschaft der Morgenviper 38,0,0,0,0,0,0,0,0,0
2000039,Bruderschaft der Morgenviper 39,0,0,0,0,0,0,0,0,0
2000040,Bruderschaft der Morgenviper 40,0,0,0,0,0,0,0,0,0
2000041,Bruderschaft der Morgenviper 41,0,0,0,0,0,0,0,0,0
2000042,Bruderschaft der Morgenviper 42,0,0,0,0,0,0,0,0,0
2000043,Bruderschaft der Morgenviper 43,0,0,0,0,0,0,0,0,0
2000044,Bruderschaft der Morgenviper 44,0,0,0,0,0,0,0,0,0
2000045,Bruderschaft der Morgenviper 45,0,0,0,0,0,0,0,0,0
2000046,Bruderschaft der Morgenviper 46,0,0,0,0,0,0,0,0,0
2000047,Bruderschaft der Morgenviper 47,0,0,0,0,0,0,0,0,0
2000048,Bruderschaft der Morgenviper 48,0,0,0,0,0,0,0,0,0
2000049,Bruderschaft der Morgenviper 49,0,0,0,0,0,0,0,0,0
2000050,Bruderschaft der Morgenviper 50,0,0,0,0,0,0,0,0,0
3000001,Legion der Unsterblichen 01,240,124,0,0,0,3,0,0,0
3000002,Legion der Unsterblichen 02,266,336,0,0,0,3,0,0,0
3000003,Legion der Unsterblichen 03,287,337,0,0,0,1,0,0,0
3000004,Legion der Unsterblichen 04,311,340,0,0,0,1,0,0,0
3000005,Legion der Unsterblichen 05,345,141,0,0,0,3,0,0,0
3000006,Legion der Unsterblichen 06,357,35,0,0,0,3,0,0,0
3000007,Legion der Unsterblichen 07,388,36,0,0,0,3,0,0,0
3000008,Legion der Unsterblichen 08,431,250,0,0,0,3,0,0,0
3000009,Legion der Unsterblichen 09,441,155,0,0,0,3,0,0,0
3000010,Legion der Unsterblichen 10,478,293,0,0,0,1,0,0,0
3000011,Legion der Unsterblichen 11,531,270,0,0,0,3,0,0,0
3000012,Legion der Unsterblichen 12,590,60,0,0,0,3,0,0,0
3000013,Legion der Unsterblichen 13,609,59,0,0,0,3,0,0,0
3000014,Legion der Unsterblichen 14,629,345,0,0,0,3,0,0,0
3000015,Legion der Unsterblichen 15,655,346,0,0,0,2,0,0,0
3000016,Legion der Unsterblichen 16,632,347,0,0,0,1,0,0,0
3000017,Legion der Unsterblichen 17,653,71,0,0,0,3,0,0,0
3000018,Legion der Unsterblichen 18,674,180,0,0,0,3,0,0,0
3000019,Legion der Unsterblichen 19,702,76,0,0,0,3,0,0,0
3000020,Legion der Unsterblichen 20,749,281,0,0,0,3,0,0,0
3000021,Legion der Unsterblichen 21,774,195,0,0,0,3,0,0,0
3000022,Legion der Unsterblichen 22,799,198,0,0,0,3,0,0,0
3000023,Legion der Unsterblichen 23,832,81,0,0,0,3,0,0,0
3000024,Legion der Unsterblichen 24,884,87,0,0,0,3,0,0,0
3000025,Legion der Unsterblichen 25,913,288,0,0,0,3,0,0,0
3000026,Legion der Unsterblichen 26,943,328,0,0,0,4,0,0,0
3000027,Legion der Unsterblichen 27,982,331,0,0,0,5,0,0,0
3000028,Legion der Unsterblichen 28,1506,341,0,0,0,8,0,0,0
3000029,Legion der Unsterblichen 29,1555,348,0,0,0,3,0,0,0
3000030,Legion der Unsterblichen 30,1619,349,0,0,0,3,0,0,0
3000031,Legion der Unsterblichen 31,0,0,0,0,0,0,0,0,0
3000032,Legion der Unsterblichen 32,0,0,0,0,0,0,0,0,0
3000033,Legion der Unsterblichen 33,0,0,0,0,0,0,0,0,0
3000034,Legion der Unsterblichen 34,0,0,0,0,0,0,0,0,0
3000035,Legion der Unsterblichen 35,0,0,0,0,0,0,0,0,0
3000036,Legion der Unsterblichen 36,0,0,0,0,0,0,0,0,0
3000037,Legion der Unsterblichen 37,0,0,0,0,0,0,0,0,0
3000038,Legion der Unsterblichen 38,0,0,0,0,0,0,0,0,0
3000039,Legion der Unsterblichen 39,0,0,0,0,0,0,0,0,0
3000040,Legion der Unsterblichen 40,0,0,0,0,0,0,0,0,0
3000041,Legion der Unsterblichen 41,0,0,0,0,0,0,0,0,0
3000042,Legion der Unsterblichen 42,0,0,0,0,0,0,0,0,0
3000043,Legion der Unsterblichen 43,0,0,0,0,0,0,0,0,0
3000044,Legion der Unsterblichen 44,0,0,0,0,0,0,0,0,0
3000045,Legion der Unsterblichen 45,0,0,0,0,0,0,0,0,0
3000046,Legion der Unsterblichen 46,0,0,0,0,0,0,0,0,0
3000047,Legion der Unsterblichen 47,0,0,0,0,0,0,0,0,0
3000048,Legion der Unsterblichen 48,0,0,0,0,0,0,0,0,0
3000049,Legion der Unsterblichen 49,0,0,0,0,0,0,0,0,0
3000050,Legion der Unsterblichen 50,0,0,0,0,0,0,0,0,0
