#,Key,WeaponTimeline,KillUpper,Unknown_70,Type,Priority,Stance,Slot,LookAtMode,ActionTimelineIDMode,LoadType,StartAttach,ResidentPap,Unknown6,Unknown1,Pause,Resident,IsMotionCanceledByMoving,Unknown2,Unknown3,IsLoop,Unknown4
5275,ability/2kt_samrai/abl002_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5276,ability/2kt_samrai/abl007_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5277,ws/bt_2rp_emp/ws_s04_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5278,ws/bt_2rp_emp/ws_s08_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5279,ability/2rp_redmage/abl005_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5280,ability/2rp_redmage/abl006_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5281,magic/2rp_redmage/mgc006_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5282,magic/2rp_redmage/mgc007_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5283,ability/2rp_redmage/abl002_bm,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5284,ws/bt_2rp_emp/ws_s07_bm,1,0,0,3,0,0,1,0,2,1,0,0,0,0,False,False,True,False,False,True,False
5285,pc_contentsaction/cling2_loop,2,0,0,3,0,0,1,0,1,2,3,0,0,0,True,False,False,False,False,True,False
5286,magic/2rp_redmage/mgc016_bm,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5287,ability/2rp_redmage/abl009_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5288,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
5289,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
5290,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
5291,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
5292,battle/swim_on_dead,4,0,0,7,0,0,1,0,0,2,0,0,0,0,False,False,False,True,False,True,False
5293,battle/swim_on_dead_pose,4,0,0,7,0,0,1,0,0,2,0,0,0,0,True,False,False,True,False,True,False
5294,pc_contentsaction/jump_falling_long,2,0,0,0,0,0,0,0,0,2,0,0,0,0,False,False,True,True,False,True,False
5295,ability/swl_summon/abl054,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5296,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
5297,magic/swl_summon/mgc031,1,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
5298,ability/2gl_astro/abl032,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5299,ability/2ff_sage/abl020,0,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5300,ability/2ff_sage/abl021,0,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5301,ability/2sp_dragoon/abl028,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5302,ability/2sp_dragoon/abl029,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5303,normal/swim_under_searchaction_start,2,0,1,1,0,0,2,0,1,2,0,0,0,0,False,True,False,False,True,True,False
5304,normal/swim_under_searchaction_loop,2,0,2,0,0,0,2,0,1,2,0,0,0,0,True,True,False,False,True,True,False
5305,normal/swim_under_searchaction_end,2,0,0,1,0,0,2,0,1,2,0,0,0,0,False,True,False,False,True,True,False
5306,normal/effect_warp01,2,0,0,1,0,0,1,0,0,2,0,0,0,0,False,False,False,False,False,True,False
5307,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
5308,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
5309,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
5310,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
5311,human_sp/c0101/human_sp053,0,0,0,3,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,True,False
5312,normal/event_item_bakuha,0,0,0,3,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5313,normal/event_item_bakuhakemuri,0,0,0,3,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5314,mon_sp/gimmick/z2r3_boss1_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5315,mon_sp/gimmick/z2r3_boss1_gimmick03_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5316,mon_sp/gimmick/z2r3_boss1_gimmick04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5317,mon_sp/gimmick/z2r3_boss1_gimmick04_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5318,mon_sp/gimmick/z2r3_boss1_gimmick05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5319,mon_sp/gimmick/z2r3_boss1_gimmick05_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5320,mon_sp/gimmick/z2r3_boss1_gimmick06,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5321,mon_sp/gimmick/z2r3_boss1_gimmick06_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5322,mon_sp/gimmick/z2r3_boss2_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5323,mon_sp/gimmick/z2r3_boss2_gimmick01_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5324,human_sp/c0901/human_sp025,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5325,human_sp/c0901/human_sp025_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5326,human_sp/c0901/human_sp026,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5327,human_sp/c0901/human_sp026_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5328,human_sp/c0901/human_sp027,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5329,human_sp/c0901/human_sp027_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5330,mon_sp/gimmick/a2fh_boss_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5331,mon_sp/gimmick/a2fh_cyuboss1_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5332,mon_sp/gimmick/a2fh_cyuboss1_gimmick01_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5333,human_sp/c0901/human_sp028,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5334,human_sp/c0901/human_sp028_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5335,human_sp/c0901/human_sp029,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5336,human_sp/c0901/human_sp030,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5337,human_sp/c0901/human_sp031,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5338,human_sp/c0901/human_sp032,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5339,human_sp/c0901/human_sp032_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5340,mon_sp/gimmick/z2r3_boss3_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5341,mon_sp/gimmick/z2r3_boss4_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5342,mon_sp/gimmick/z2r3_boss4_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5343,mount_sp/d0002/mon_sp004,2,0,0,3,0,0,1,0,1,2,1,0,0,0,False,False,True,False,False,True,False
5344,mount_sp/d0002/mon_sp005,2,0,0,3,0,0,1,0,1,2,1,0,0,0,False,False,True,False,False,True,False
5345,mount_sp/d0002/mon_sp004_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5346,mount_sp/d0002/mon_sp005_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5347,mon_sp/gimmick/a2fg_boss_gimmick06,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5348,mon_sp/gimmick/a2fg_boss_gimmick06_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5349,mon_sp/gimmick/g3d1_cyuboss1_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5350,mon_sp/gimmick/g3d1_cyuboss1_gimmick01_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5351,mon_sp/gimmick/g3d1_cyuboss2_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5352,mon_sp/gimmick/g3d1_cyuboss2_gimmick01_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5353,mon_sp/gimmick/g3d1_cyuboss2_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5354,mon_sp/gimmick/g3d1_cyuboss2_gimmick02_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5355,mon_sp/gimmick/g3d1_cyuboss2_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5356,mon_sp/gimmick/g3d1_cyuboss2_gimmick03_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5357,mon_sp/gimmick/g3d1_cyuboss2_gimmick04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5358,mon_sp/gimmick/g3d1_cyuboss2_gimmick04_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5359,mon_sp/gimmick/g3d1_cyuboss2_gimmick05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5360,mon_sp/gimmick/g3d1_boss_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5361,mon_sp/gimmick/g3d1_boss_gimmick01_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5362,mon_sp/gimmick/g3d1_boss_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5363,mon_sp/gimmick/g3d1_boss_gimmick02_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5364,mon_sp/gimmick/g3d1_boss_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5365,mon_sp/gimmick/g3d1_boss_gimmick03_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5366,mon_sp/gimmick/g3d1_boss_gimmick04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5367,mon_sp/gimmick/g3d1_boss_gimmick04_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5368,mon_sp/gimmick/a2fh_boss_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5369,mon_sp/gimmick/a2fh_boss_gimmick02_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5370,mon_sp/gimmick/o3d1_cyuboss2_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5371,mon_sp/gimmick/o3d1_cyuboss2_gimmick01_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5372,mon_sp/gimmick/o3d1_cyuboss1_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5373,mon_sp/gimmick/o3d1_cyuboss2_gimmick01_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5374,mon_sp/gimmick/g3fa_boss_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5375,mon_sp/gimmick/g3fa_boss_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5376,mon_sp/gimmick/g3fa_boss_gimmick02_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5377,mon_sp/gimmick/g3fa_boss_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5378,mon_sp/gimmick/g3fa_boss_gimmick03_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5379,mon_sp/gimmick/e3fa_boss_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5380,mon_sp/gimmick/e3fa_boss_gimmick01_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5381,mon_sp/gimmick/e3fa_boss_gimmick02,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5382,mon_sp/gimmick/e3fa_boss_gimmick03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5383,mon_sp/gimmick/e3fa_boss_gimmick04,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5384,mon_sp/gimmick/e3fa_boss_gimmick04_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5385,mon_sp/gimmick/e3fa_boss_gimmick05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5386,mon_sp/gimmick/e3fa_boss_gimmick05_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5387,mon_sp/gimmick/e3fa_boss_gimmick06,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5388,mon_sp/gimmick/e3fa_boss_gimmick06_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5389,mon_sp/gimmick/e3fa_boss_gimmick07,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5390,mon_sp/gimmick/e3d1_boss_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5391,mon_sp/gimmick/e3fa_boss_gimmick02_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5392,mon_sp/gimmick/e3fa_boss_gimmick08,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5393,mon_sp/gimmick/e3fa_boss_gimmick08_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5394,mon_sp/gimmick/e3fa_boss_gimmick09,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5395,mon_sp/gimmick/e3fa_boss_gimmick09_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5396,mon_sp/gimmick/e3fa_boss_gimmick10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5397,mon_sp/gimmick/e3fa_boss_gimmick10_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5398,mon_sp/gimmick/e3fa_boss_gimmick11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5399,mon_sp/gimmick/e3fa_boss_gimmick11_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5400,mon_sp/gimmick/e3fa_boss_gimmick12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5401,mon_sp/gimmick/e3fa_boss_gimmick12_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5402,human_sp/c0901/human_sp033,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5403,human_sp/c0901/human_sp033_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5404,human_sp/c0901/human_sp034,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5405,human_sp/c0901/human_sp034_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5406,human_sp/c0901/human_sp035,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5407,human_sp/c0901/human_sp035_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5408,human_sp/c0901/human_sp036,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5409,human_sp/c0901/human_sp037,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5410,human_sp/c0901/human_sp038,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5411,human_sp/c0901/human_sp039,1,0,0,3,0,0,0,0,1,1,0,0,0,0,False,False,False,False,False,True,False
5412,mon_sp/gimmick/e3fa_boss_gimmick07_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5413,mon_sp/gimmick/e3d1_cyuboss1_gimmick01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5414,rol_common/rol001,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5415,rol_common/rol002,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5416,rol_common/rol003,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5417,rol_common/rol004,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5418,rol_common/rol005,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5419,rol_common/rol006,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5420,rol_common/rol007,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5421,rol_common/rol008,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5422,rol_common/rol009,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5423,rol_common/rol009_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5424,rol_common/rol010,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5425,rol_common/rol011,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5426,rol_common/rol012,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5427,rol_common/rol013,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5428,rol_common/rol014,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5429,rol_common/rol015,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5430,rol_common/rol016,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5431,rol_common/rol017,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5432,rol_common/rol018,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5433,rol_common/rol019,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5434,rol_common/u_rol020,1,0,0,3,0,1,1,0,1,1,0,2,0,0,False,False,True,False,False,True,False
5435,rol_common/u_rol021,1,0,0,3,0,1,1,0,1,1,0,2,0,0,False,False,True,False,False,True,False
5436,rol_common/u_rol022,1,0,0,3,0,1,1,0,1,1,0,2,0,0,False,False,True,False,False,True,False
5437,rol_common/u_rol023,1,0,0,3,0,1,1,0,1,1,0,2,0,0,False,False,True,False,False,True,False
5438,rol_common/u_rol024,1,0,0,3,0,1,1,0,1,1,0,2,0,0,False,False,True,False,False,True,False
5439,rol_common/rol025,2,0,0,3,0,0,1,0,1,2,0,0,0,0,False,False,True,False,False,True,False
5440,rol_common/rol025_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5441,rol_common/rol026,2,0,0,3,0,0,1,0,1,2,0,0,0,0,False,False,True,False,False,True,False
5442,rol_common/rol026_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5443,rol_common/rol027,2,0,0,3,0,0,1,0,1,2,0,0,0,0,False,False,True,False,False,True,False
5444,rol_common/rol027_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5445,rol_common/rol028,1,0,0,3,0,0,1,0,0,7,0,0,0,0,False,False,True,False,False,True,False
5446,rol_common/rol029,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5447,rol_common/rol030,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5448,rol_common/rol031,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5449,rol_common/rol032,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5450,rol_common/rol033,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5451,rol_common/rol034,1,0,0,3,0,0,1,0,0,7,0,0,0,0,False,False,True,False,False,True,False
5452,rol_common/rol035,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5453,rol_common/rol036,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5454,rol_common/rol037,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5455,rol_common/rol038,152,0,0,3,0,0,1,0,0,1,0,0,0,0,False,False,True,False,False,True,False
5456,rol_common/rol039,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5457,rol_common/rol040,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5458,rol_common/rol041,1,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5459,rol_common/rol042,152,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5460,rol_common/rol042_hit,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
5461,rol_common/magic_rol_start,1,0,1,2,0,0,1,0,0,1,0,0,0,0,False,True,True,True,False,True,False
5462,rol_common/magic_rol_loop,151,0,2,0,0,0,1,0,0,7,0,0,0,0,True,True,True,True,False,True,False
5463,rol_common/rol043,152,0,0,3,0,0,1,0,1,1,0,0,0,0,False,False,True,False,False,True,False
5464,event/event_u_talk1,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5465,event/event_u_talk2,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5466,event/event_u_talk_angry,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5467,event/event_u_talk_finger,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5468,event/event_u_talk_forefinger,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5469,event/event_u_think,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5470,event/event_u_talk_bothhand,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5471,event/event_u_talk_onehand,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5472,event/event_u_greeting,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5473,event/event_u_shocked,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5474,event/event_u_item,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5475,event/event_u_take_look,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5476,event/event_u_sigh,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5477,event/event_u_spirit,2,0,0,1,0,1,0,0,1,2,0,2,0,0,False,True,False,False,False,True,False
5478,event_base/event_base_sharpen,1,0,0,0,10,0,1,1,1,1,0,0,0,0,True,False,False,False,False,True,False
5479,event_base/event_base_carry_up_material,1,0,0,0,10,0,0,0,1,1,0,0,0,0,True,False,False,False,False,True,False
5480,event/event_spirit_big,2,0,0,1,7,0,1,0,1,2,0,0,0,0,False,True,False,False,False,True,False
5481,event/event_jp_bow2,2,0,0,1,7,0,1,0,1,2,0,0,0,0,False,True,False,False,False,True,False
5482,event_base/event_base_rubbing_hands,2,0,0,0,4,0,0,0,1,2,0,0,0,0,True,True,False,False,False,True,False
5483,event_base/event_base_mongorian_dance1,2,0,0,0,4,0,0,0,1,2,0,0,0,0,True,True,False,False,False,True,False
5484,event_base/event_base_weapon_check_bow,1,0,0,0,4,0,1,0,1,1,0,0,0,0,True,True,False,False,False,True,False
5485,event_base/event_base_eat_riceball,1,0,0,0,4,0,1,0,1,1,0,0,0,0,True,True,False,False,False,True,False
5486,event/event_try_to_katana,2,0,0,1,7,0,2,0,1,2,0,0,0,0,False,True,False,False,False,True,False
5487,event_base/event_base_chair_sake_drunk,1,0,0,0,10,0,1,3,1,1,0,0,0,0,True,True,False,False,False,True,False
5488,event_base/event_base_eat_rice,1,0,0,0,10,0,1,3,1,1,0,0,0,0,True,True,False,False,False,True,False
5489,event_base/event_base_swu_talk,2,0,0,0,0,0,1,0,1,2,0,0,0,0,True,True,False,False,False,True,False
5490,event_base/event_base_swu_box_count,2,0,0,0,0,0,1,0,1,2,0,0,0,0,True,True,False,False,False,True,False
5491,event_base/event_base_swu_rack_check,2,0,0,0,0,0,1,0,1,2,0,0,0,0,True,True,False,False,False,True,False
5492,event_base/event_base_swu_guard,2,0,0,0,0,0,1,0,1,2,0,0,0,0,True,True,False,False,False,True,False
5493,event_base/event_base_stand_sake_drunk,1,0,0,0,4,0,0,0,1,1,0,0,0,0,True,True,False,False,False,True,False
5494,event_base/event_base_cannon_clerning,1,0,0,0,10,0,1,0,1,1,0,0,0,0,True,True,False,False,False,True,False
5495,event_base/event_base_seiza_bothhand,2,0,0,0,5,0,0,2,1,2,0,0,0,0,True,True,False,False,False,True,False
5496,event_base/event_base_chair_cardgame,1,0,0,0,10,0,0,3,1,1,0,0,0,0,True,True,False,False,False,True,False
