#,MainHand,OffHand,Head,Body,Hands,Legs,Feet,Earrings,Necklace,Bracelets,Ring
45568,0,0,44655,44656,44657,44658,44659,0,0,0,0
45569,0,0,44661,44662,0,44664,44665,0,0,0,0
45570,0,0,44661,44666,0,44664,44665,0,0,0,0
45571,0,0,44668,44669,44670,44671,44672,0,0,0,0
45572,0,0,44668,44673,44670,44674,44675,0,0,0,0
45573,0,0,0,44676,44677,44678,44679,0,0,0,0
45574,0,0,44680,44681,0,44682,0,44683,0,0,0
45575,0,0,0,44684,44685,44686,44687,0,0,0,0
45576,0,0,0,44688,0,44690,44691,0,0,0,0
45590,0,0,0,8546,0,8548,0,0,0,0,0
47704,0,0,47202,47203,47204,47205,47206,0,0,0,0
47705,0,0,47207,47208,47209,47210,47211,0,0,0,0
47706,0,0,47230,47231,47232,47233,47234,0,0,0,0
47707,0,0,47235,47236,47237,47238,47239,0,0,0,0
47708,0,0,47240,47241,47242,47243,47244,0,0,0,0
47709,0,0,47245,47246,47247,47248,47249,0,0,0,0
47710,0,0,0,47250,47251,47252,47253,0,0,0,0
47711,0,0,0,47254,47255,47256,47257,0,0,0,0
47712,0,0,0,47258,0,47259,47260,0,0,0,0
47713,0,0,0,47261,0,0,47262,0,0,0,0
47714,0,0,47270,47271,47272,47273,47274,0,0,0,0
47715,0,0,47275,47276,0,47277,47278,0,0,0,0
47718,0,0,47279,47280,47281,47282,47283,0,0,0,0
47720,0,0,47284,47285,47286,0,47287,0,0,0,0
47722,0,0,47288,47289,47290,47291,47292,0,0,0,0
47724,0,0,47341,47293,47294,47295,47296,0,0,0,0
47725,0,0,0,47301,47302,0,47303,0,0,0,0
47726,0,0,0,47304,0,47305,47306,0,0,0,0
47727,0,0,47307,47308,47309,47310,47311,0,0,0,0
48737,0,0,47906,47907,47908,47909,47910,48727,0,0,0
48738,0,0,0,47911,47912,47913,47914,0,0,0,0
48739,0,0,47915,47916,0,47917,47918,0,0,0,0
48740,0,0,0,47919,47921,47928,47923,0,0,0,0
48741,0,0,0,47920,47921,47922,47923,0,0,0,0
48742,0,0,47924,47925,0,47926,47927,0,0,0,0
48743,0,0,0,47929,47930,47931,47932,0,0,0,0
48744,0,0,47933,47934,47935,47936,0,0,0,0,0
48745,0,0,47891,47892,47893,47894,47895,0,0,0,0
48746,0,0,47896,47897,47898,47899,47900,0,0,0,0
48747,0,0,47901,47902,47903,47904,47905,0,0,0,0
50467,0,0,0,2983,3520,3296,3750,0,0,0,0
50468,0,0,0,2984,3521,3297,3751,0,0,0,0
50469,0,0,0,2985,3522,3298,3752,0,0,0,0
50470,0,0,0,2986,3523,3299,3753,0,0,0,0
50471,0,0,0,2987,3524,3300,3754,0,0,0,0
50472,0,0,0,2988,3525,3301,3755,0,0,0,0
50473,0,0,0,2989,3526,3302,3756,0,0,0,0
50474,0,0,0,2990,3527,3303,3757,0,0,0,0
50475,0,0,0,2991,3528,3304,3758,0,0,0,0
50476,0,0,0,2992,3529,3305,3759,0,0,0,0
50477,0,0,0,9645,9646,9647,9648,0,0,0,0
50478,0,0,0,9649,9650,9651,9652,0,0,0,0
50479,0,0,0,25212,25213,25214,25215,0,0,0,0
50480,0,0,0,41790,41791,41792,41793,0,0,0,0
50481,0,0,0,33943,33944,33945,33946,0,0,0,0
50482,0,0,0,25208,25209,25210,25211,0,0,0,0
50483,0,0,20596,20597,20598,20599,20600,0,0,0,0
50484,0,0,0,35852,0,36160,36161,0,0,0,0
50485,0,0,0,0,0,0,0,0,0,0,0
50486,0,0,0,6041,6042,6043,6044,0,0,0,0
50487,0,0,0,6045,6046,6047,6048,0,0,0,0
50488,0,0,12513,12514,12515,12516,12517,0,0,0,0
50489,0,0,16081,16082,16083,16084,16085,0,0,0,0
50490,0,0,16086,16087,16088,16089,16090,0,0,0,0
50491,0,0,16091,16092,16093,16094,16095,0,0,0,0
50492,0,0,16096,16097,16098,16099,16100,0,0,0,0
50493,0,0,16101,16102,16103,16104,16105,0,0,0,0
50494,0,0,16106,16107,16108,16109,16110,0,0,0,0
50495,0,0,16111,16112,16113,16114,16115,0,0,0,0
50496,0,0,16116,16117,16118,16119,16120,0,0,0,0
50497,0,0,16121,16122,16123,16124,16125,0,0,0,0
50498,0,0,16126,16127,16128,16129,16130,0,0,0,0
50499,0,0,16131,16132,16133,16134,16135,0,0,0,0
50500,0,0,16136,16137,16138,16139,16140,0,0,0,0
50501,0,0,16141,16142,16143,16144,16145,0,0,0,0
50502,0,0,37442,37443,37444,37445,37446,0,0,0,0
50503,0,0,37447,37448,37449,37450,37451,0,0,0,0
50504,0,0,37452,37453,37454,37455,37456,0,0,0,0
50505,0,0,37457,37458,37459,37460,37461,0,0,0,0
50506,0,0,0,14854,0,14855,14856,0,0,0,0
50507,0,0,0,14857,0,14858,14859,0,0,0,0
50508,0,0,15639,15640,0,0,15641,0,0,0,0
50509,0,0,15642,15643,0,0,15644,0,0,0,0
50510,0,0,8391,8392,8393,8394,8395,0,0,0,0
50511,0,0,8396,8397,8398,8399,8400,0,0,0,0
50512,0,0,8401,8402,8403,8404,8405,0,0,0,0
50513,0,0,8406,8407,8408,8409,8410,0,0,0,0
50514,0,0,8411,8412,8413,8414,8415,0,0,0,0
50515,0,0,8416,8417,8418,8419,8420,0,0,0,0
50516,0,0,8421,8422,8423,8424,8425,0,0,0,0
50517,0,0,8426,8427,8428,8429,8430,0,0,0,0
50518,0,0,8431,8432,8433,8434,8435,0,0,0,0
50519,0,0,9257,9258,9260,9259,9261,0,0,0,0
50520,0,0,6049,6050,6051,6052,6053,0,0,0,0
50521,0,0,6054,6055,6056,6057,6058,0,0,0,0
50522,0,0,6059,6060,6061,6062,6063,0,0,0,0
50523,0,0,6064,6065,6066,6067,6068,0,0,0,0
50524,0,0,6069,6070,6071,6072,6073,0,0,0,0
50525,0,0,6074,6075,6076,6077,6078,0,0,0,0
50526,0,0,6079,6080,6081,6082,6083,0,0,0,0
50527,0,0,6084,6085,6086,6087,6088,0,0,0,0
50528,0,0,6089,6090,6091,6092,6093,0,0,0,0
50529,0,0,7953,7954,7956,7955,7957,0,0,0,0
50530,0,0,11779,11780,11781,11782,11783,0,0,0,0
50531,0,0,11784,11785,11786,11787,11788,0,0,0,0
50532,0,0,11789,11790,11791,11792,11793,0,0,0,0
50533,0,0,11794,11795,11796,11797,11798,0,0,0,0
50534,0,0,11799,11800,11801,11802,11803,0,0,0,0
50535,0,0,11819,11820,11821,11822,11823,0,0,0,0
50536,0,0,11824,11825,11826,11827,11828,0,0,0,0
50537,0,0,11829,11830,11831,11832,11833,0,0,0,0
50538,0,0,11834,11835,11836,11837,11838,0,0,0,0
50539,0,0,11804,11805,11806,11807,11808,0,0,0,0
50540,0,0,11809,11810,11811,11812,11813,0,0,0,0
50541,0,0,11814,11815,11816,11817,11818,0,0,0,0
50542,0,0,11839,11840,11841,11842,11843,0,0,0,0
50543,0,0,22006,22007,22008,22009,22010,0,0,0,0
50544,0,0,22011,22012,22013,22014,22015,0,0,0,0
50545,0,0,22016,22017,22018,22019,22020,0,0,0,0
50546,0,0,22021,22022,22023,22024,22025,0,0,0,0
50547,0,0,22026,22027,22028,22029,22030,0,0,0,0
50548,0,0,22031,22032,22033,22034,22035,0,0,0,0
50549,0,0,22036,22037,22038,22039,22040,0,0,0,0
50550,0,0,22041,22042,22043,22044,22045,0,0,0,0
50551,0,0,22046,22047,22048,22049,22050,0,0,0,0
50552,0,0,22051,22052,22053,22054,22055,0,0,0,0
50553,0,0,22056,22057,22058,22059,22060,0,0,0,0
50554,0,0,22061,22062,22063,22064,22065,0,0,0,0
50555,0,0,22066,22067,22068,22069,22070,0,0,0,0
50556,0,0,22071,22072,22073,22074,22075,0,0,0,0
50557,0,0,22076,22077,22078,22079,22080,0,0,0,0
50558,0,0,22231,22232,22233,22234,22235,0,0,0,0
50559,0,0,22236,22237,22238,22239,22240,0,0,0,0
50560,0,0,22241,22242,22243,22244,22245,0,0,0,0
50561,0,0,22246,22247,22248,22249,22250,0,0,0,0
50562,0,0,22251,22252,22253,22254,22255,0,0,0,0
50563,0,0,22256,22257,22258,22259,22260,0,0,0,0
50564,0,0,22261,22262,22263,22264,22265,0,0,0,0
50565,0,0,22266,22267,22268,22269,22270,0,0,0,0
50566,0,0,22271,22272,22273,22274,22275,0,0,0,0
50567,0,0,22276,22277,22278,22279,22280,0,0,0,0
50568,0,0,22281,22282,22283,22284,22285,0,0,0,0
50569,0,0,22286,22287,22288,22289,22290,0,0,0,0
50570,0,0,22291,22292,22293,22294,22295,0,0,0,0
50571,0,0,22296,22297,22298,22299,22300,0,0,0,0
50572,0,0,22301,22302,22303,22304,22305,0,0,0,0
50573,0,0,30142,30143,30144,30145,30146,0,0,0,0
50574,0,0,30147,30148,30149,30150,30151,0,0,0,0
50575,0,0,30152,30153,30154,30155,30156,0,0,0,0
50576,0,0,30157,30158,30159,30160,30161,0,0,0,0
50577,0,0,30162,30163,30164,30165,30166,0,0,0,0
50578,0,0,30167,30168,30169,30170,30171,0,0,0,0
50579,0,0,30172,30173,30174,30175,30176,0,0,0,0
50580,0,0,30177,30178,30179,30180,30181,0,0,0,0
50581,0,0,30182,30183,30184,30185,30186,0,0,0,0
50582,0,0,30187,30188,30189,30190,30191,0,0,0,0
50583,0,0,30192,30193,30194,30195,30196,0,0,0,0
50584,0,0,30197,30198,30199,30200,30201,0,0,0,0
50585,0,0,30202,30203,30204,30205,30206,0,0,0,0
50586,0,0,30207,30208,30209,30210,30211,0,0,0,0
50587,0,0,30212,30213,30214,30215,30216,0,0,0,0
50588,0,0,30217,30218,30219,30220,30221,0,0,0,0
50589,0,0,30222,30223,30224,30225,30226,0,0,0,0
50590,0,0,33947,33948,33949,33950,33951,0,0,0,0
50591,0,0,33952,33953,33954,33955,33956,0,0,0,0
50592,0,0,33957,33958,33959,33960,33961,0,0,0,0
50593,0,0,33962,33963,33964,33965,33966,0,0,0,0
50594,0,0,33967,33968,33969,33970,33971,0,0,0,0
50595,0,0,33972,33973,33974,33975,33976,0,0,0,0
50596,0,0,33977,33978,33979,33980,33981,0,0,0,0
50597,0,0,33982,33983,33984,33985,33986,0,0,0,0
50598,0,0,33987,33988,33989,33990,33991,0,0,0,0
50599,0,0,33992,33993,33994,33995,33996,0,0,0,0
50600,0,0,33997,33998,33999,34000,34001,0,0,0,0
50601,0,0,34002,34003,34004,34005,34006,0,0,0,0
50602,0,0,34007,34008,34009,34010,34011,0,0,0,0
50603,0,0,34012,34013,34014,34015,34016,0,0,0,0
50604,0,0,34017,34018,34019,34020,34021,0,0,0,0
50605,0,0,34022,34023,34024,34025,34026,0,0,0,0
50606,0,0,34027,34028,34029,34030,34031,0,0,0,0
50607,0,0,34037,34038,34039,34040,34041,0,0,0,0
50608,0,0,34032,34033,34034,34035,34036,0,0,0,0
50609,0,0,42591,42592,42593,42594,42595,0,0,0,0
50610,0,0,42596,42597,42598,42599,42600,0,0,0,0
50611,0,0,42601,42602,42603,42604,42605,0,0,0,0
50612,0,0,42606,42607,42608,42609,42610,0,0,0,0
50613,0,0,42611,42612,42613,42614,42615,0,0,0,0
50614,0,0,42616,42617,42618,42619,42620,0,0,0,0
50615,0,0,42621,42622,42623,42624,42625,0,0,0,0
50616,0,0,42626,42627,42628,42629,42630,0,0,0,0
50617,0,0,42631,42632,42633,42634,42635,0,0,0,0
50618,0,0,42636,42637,42638,42639,42640,0,0,0,0
50619,0,0,42641,42642,42643,42644,42645,0,0,0,0
50620,0,0,42646,42647,42648,42649,42650,0,0,0,0
50621,0,0,42651,42652,42653,42654,42655,0,0,0,0
50622,0,0,42656,42657,42658,42659,42660,0,0,0,0
50623,0,0,42661,42662,42663,42664,42665,0,0,0,0
50624,0,0,42666,42667,42668,42669,42670,0,0,0,0
50625,0,0,42671,42672,42673,42674,42675,0,0,0,0
50626,0,0,42676,42677,42678,42679,42680,0,0,0,0
50627,0,0,42681,42682,42683,42684,42685,0,0,0,0
50628,0,0,42686,42687,42688,42689,42690,0,0,0,0
50629,0,0,42691,42692,42693,42694,42695,0,0,0,0
50630,0,0,24552,24553,24554,24555,24556,0,0,0,0
50631,0,0,32646,32647,32648,32649,32650,32640,32641,32642,32643
50632,0,0,40346,40347,40348,40349,40350,40351,40352,40353,40354
50633,0,0,7360,7361,7362,7363,7364,0,0,0,0
50634,0,0,7366,7367,7368,7369,7370,0,0,0,0
50635,0,0,7372,7373,7374,7375,7376,0,0,0,0
50636,0,0,7378,7379,7380,7381,7382,0,0,0,0
50637,0,0,7384,7385,7386,7387,7388,0,0,0,0
50638,0,0,7390,7391,7392,7393,7394,0,0,0,0
50639,0,0,7396,7397,7398,7399,7400,0,0,0,0
50640,0,0,7402,7403,7404,7405,7406,0,0,0,0
50641,0,0,7408,7409,7410,7411,7412,0,0,0,0
50642,0,0,9262,9263,9264,9265,9266,0,0,0,0
50643,0,0,12476,12477,12478,12479,12480,0,0,0,0
50644,0,0,12488,12489,12490,12491,12492,0,0,0,0
50645,0,0,12500,12501,12502,12503,12504,0,0,0,0
50646,0,0,9093,9094,9095,9096,9097,0,0,0,0
50647,0,0,9099,9100,9101,9102,9103,0,0,0,0
50648,0,0,9105,9106,9107,9108,9109,0,0,0,0
50649,0,0,9111,9112,9113,9114,9115,0,0,0,0
50650,0,0,9117,9118,9119,9120,9121,0,0,0,0
50651,0,0,9123,9124,9125,9126,9127,0,0,0,0
50652,0,0,9129,9130,9131,9132,9133,0,0,0,0
50653,0,0,9135,9136,9137,9138,9139,0,0,0,0
50654,0,0,9141,9142,9143,9144,9145,0,0,0,0
50655,0,0,9147,9148,9149,9150,9151,0,0,0,0
50656,0,0,12482,12483,12484,12485,12486,0,0,0,0
50657,0,0,12494,12495,12496,12497,12498,0,0,0,0
50658,0,0,12506,12507,12508,12509,12510,0,0,0,0
50659,0,0,2920,3229,3706,3481,3927,0,0,0,0
50660,0,0,2921,3230,3707,3482,3928,0,0,0,0
50661,0,0,2922,3231,3708,3483,3929,0,0,0,0
50662,0,0,2923,3232,3709,3484,3930,0,0,0,0
50663,0,0,2924,3233,3710,3485,3931,0,0,0,0
50664,0,0,2925,3234,3711,3486,3932,0,0,0,0
50665,0,0,2926,3235,3712,3487,3933,0,0,0,0
50666,0,0,2927,3236,3713,3488,3934,0,0,0,0
50667,0,0,2928,3237,3714,3489,3935,0,0,0,0
50668,0,0,2929,3238,3715,3490,3936,0,0,0,0
50669,0,0,2930,3239,3716,3491,3937,0,0,0,0
50670,0,0,15665,15666,15667,15668,15669,0,0,0,0
50671,0,0,15670,15671,15672,15673,15674,0,0,0,0
50672,0,0,15675,15676,15677,15678,15679,0,0,0,0
50673,0,0,15680,15681,15682,15683,15684,0,0,0,0
50674,0,0,15685,15686,15687,15688,15689,0,0,0,0
50675,0,0,15690,15691,15692,15693,15694,0,0,0,0
50676,0,0,15695,15696,15697,15698,15699,0,0,0,0
50677,0,0,15700,15701,15702,15703,15704,0,0,0,0
50678,0,0,15705,15706,15707,15708,15709,0,0,0,0
50679,0,0,15710,15711,15712,15713,15714,0,0,0,0
50680,0,0,15715,15716,15717,15718,15719,0,0,0,0
50681,0,0,21219,21220,21221,21222,21223,0,0,0,0
50682,0,0,21224,21225,21226,21227,21228,0,0,0,0
50683,0,0,21229,21230,21231,21232,21233,0,0,0,0
50684,0,0,21234,21235,21236,21237,21238,0,0,0,0
50685,0,0,21239,21240,21241,21242,21243,0,0,0,0
50686,0,0,21244,21245,21246,21247,21248,0,0,0,0
50687,0,0,21249,21250,21251,21252,21253,0,0,0,0
50688,0,0,21254,21255,21256,21257,21258,0,0,0,0
50689,0,0,21259,21260,21261,21262,21263,0,0,0,0
50690,0,0,21264,21265,21266,21267,21268,0,0,0,0
50691,0,0,21269,21270,21271,21272,21273,0,0,0,0
50692,0,0,35479,35480,35481,35482,35483,0,0,0,0
50693,0,0,35484,35485,35486,35487,35488,0,0,0,0
50694,0,0,35489,35490,35491,35492,35493,0,0,0,0
50695,0,0,35494,35495,35496,35497,35498,0,0,0,0
50696,0,0,35499,35500,35501,35502,35503,0,0,0,0
50697,0,0,35504,35505,35506,35507,35508,0,0,0,0
50698,0,0,35509,35510,35511,35512,35513,0,0,0,0
50699,0,0,35514,35515,35516,35517,35518,0,0,0,0
50700,0,0,35519,35520,35521,35522,35523,0,0,0,0
50701,0,0,35524,35525,35526,35527,35528,0,0,0,0
50702,0,0,35529,35530,35531,35532,35533,0,0,0,0
50703,0,0,43359,43360,43361,43362,43363,0,0,0,0
50704,0,0,43364,43365,43366,43367,43368,0,0,0,0
50705,0,0,43369,43370,43371,43372,43373,0,0,0,0
50706,0,0,43374,43375,43376,43377,43378,0,0,0,0
50707,0,0,43379,43380,43381,43382,43383,0,0,0,0
50708,0,0,43384,43385,43386,43387,43388,0,0,0,0
50709,0,0,43389,43390,43391,43392,43393,0,0,0,0
50710,0,0,43394,43395,43396,43397,43398,0,0,0,0
50711,0,0,43399,43400,43401,43402,43403,0,0,0,0
50712,0,0,43404,43405,43406,43407,43408,0,0,0,0
50713,0,0,43409,43410,43411,43412,43413,0,0,0,0
50714,0,0,47263,47264,0,47265,47266,0,0,0,0
50715,0,0,47267,47268,0,47269,47266,0,0,0,0
50716,0,0,50252,50253,50254,50255,50256,0,0,0,0
50717,0,0,0,50257,50258,50259,50260,50261,0,0,0
50718,0,0,0,50262,50263,50264,50265,50266,0,0,0
50719,0,0,50267,50268,50269,50270,50271,0,0,0,0
50720,0,0,50272,50273,50274,50275,50276,0,0,0,0
50721,0,0,0,50277,50278,0,50279,0,0,0,0
50722,0,0,50280,50281,50282,50283,50284,0,0,0,0
50723,0,0,50291,50292,50293,50294,50295,0,0,0,0
50724,0,0,50296,50297,50298,50299,50300,0,0,0,0
50725,0,0,50301,50302,0,0,0,0,0,0,0
50726,0,0,50303,50304,50305,50306,50307,0,0,0,0
50822,0,0,50811,50812,50813,50814,50815,50816,50817,50818,50819
50823,0,0,50820,50821,0,0,0,0,0,0,0
51327,0,0,0,3034,3554,3329,3786,0,0,0,0
51328,0,0,0,3035,3555,3330,3787,0,0,0,0
51329,0,0,2772,3122,3610,3382,3840,0,0,0,0
51330,0,0,2770,3123,3608,3380,3838,0,0,0,0
51331,0,0,2771,3124,3609,3381,3839,0,0,0,0
51332,0,0,0,3189,0,3445,0,0,0,0,0
51333,0,0,0,3190,0,3446,0,0,0,0,0
51334,0,0,11098,11105,11112,11126,11133,12358,12356,12357,12359
51335,0,0,11099,11106,11113,11127,11134,12362,12360,12361,12363
51336,0,0,11100,11107,11114,11128,11135,12362,12360,12361,12363
51337,0,0,11101,11108,11115,11129,11136,12366,12364,12365,12367
51338,0,0,11102,11109,11116,11130,11137,12366,12364,12365,12367
51339,0,0,11103,11110,11117,11131,11138,12370,12368,12369,12371
51340,0,0,11104,11111,11118,11132,11139,12374,12372,12373,12375
51341,0,0,11154,11161,11168,11182,11189,12378,12376,12377,12379
51342,0,0,11155,11162,11169,11183,11190,12382,12380,12381,12383
51343,0,0,11156,11163,11170,11184,11191,12382,12380,12381,12383
51344,0,0,11157,11164,11171,11185,11192,12386,12384,12385,12387
51345,0,0,11158,11165,11172,11186,11193,12386,12384,12385,12387
51346,0,0,11159,11166,11173,11187,11194,12390,12388,12389,12391
51347,0,0,11160,11167,11174,11188,11195,12394,12392,12393,12395
51348,0,0,11210,11217,11224,11238,11245,12398,12396,12397,12399
51349,0,0,11211,11218,11225,11239,11246,12402,12400,12401,12403
51350,0,0,11212,11219,11226,11240,11247,12402,12400,12401,12403
51351,0,0,11213,11220,11227,11241,11248,12406,12404,12405,12407
51352,0,0,11214,11221,11228,11242,11249,12406,12404,12405,12407
51353,0,0,11215,11222,11229,11243,11250,12410,12408,12409,12411
51354,0,0,11216,11223,11230,11244,11251,12414,12412,12413,12415
51355,0,0,11266,11273,11280,11294,11301,12418,12416,12417,12419
51356,0,0,11267,11274,11281,11295,11302,12422,12420,12421,12423
51357,0,0,11268,11275,11282,11296,11303,12422,12420,12421,12423
51358,0,0,11269,11276,11283,11297,11304,12426,12424,12425,12427
51359,0,0,11270,11277,11284,11298,11305,12426,12424,12425,12427
51360,0,0,11271,11278,11285,11299,11306,12430,12428,12429,12431
51361,0,0,11272,11279,11286,11300,11307,12434,12432,12433,12435
51362,0,0,11322,11329,11336,11350,11357,12438,12436,12437,12439
51363,0,0,11323,11330,11337,11351,11358,12442,12440,12441,12443
51364,0,0,11324,11331,11338,11352,11359,12442,12440,12441,12443
51365,0,0,11325,11332,11339,11353,11360,12446,12444,12445,12447
51366,0,0,11326,11333,11340,11354,11361,12446,12444,12445,12447
51367,0,0,11327,11334,11341,11355,11362,12450,12448,12449,12451
51368,0,0,11328,11335,11342,11356,11363,12454,12452,12453,12455
51369,0,0,11378,11385,11392,11406,11413,12458,12456,12457,12459
51370,0,0,11379,11386,11393,11407,11414,12462,12460,12461,12463
51371,0,0,11380,11387,11394,11408,11415,12462,12460,12461,12463
51372,0,0,11381,11388,11395,11409,11416,12466,12464,12465,12467
51373,0,0,11382,11389,11396,11410,11417,12466,12464,12465,12467
51374,0,0,11383,11390,11397,11411,11418,12470,12468,12469,12471
51375,0,0,11384,11391,11398,11412,11419,12474,12472,12473,12475
51376,0,0,13161,13162,13163,13164,13165,13204,13203,13205,13206
51377,0,0,13167,13168,13169,13170,13171,13208,13207,13209,13210
51378,0,0,13173,13174,13175,13176,13177,13208,13207,13209,13210
51379,0,0,13179,13180,13181,13182,13183,13212,13211,13213,13214
51380,0,0,13185,13186,13187,13188,13189,13212,13211,13213,13214
51381,0,0,13191,13192,13193,13194,13195,13216,13215,13217,13218
51382,0,0,13197,13198,13199,13200,13201,13220,13219,13221,13222
51383,0,0,0,14031,14032,14033,14034,0,0,0,14043
51384,0,0,0,14035,14036,14037,14038,0,0,0,14043
51385,0,0,0,14039,14040,14041,14042,0,0,0,14043
51386,0,0,14650,14651,14652,14653,14654,14693,14692,14694,14695
51387,0,0,14656,14657,14658,14659,14660,14697,14696,14698,14699
51388,0,0,14662,14663,14664,14665,14666,14697,14696,14698,14699
51389,0,0,14668,14669,14670,14671,14672,14701,14700,14702,14703
51390,0,0,14674,14675,14676,14677,14678,14701,14700,14702,14703
51391,0,0,14680,14681,14682,14683,14684,14705,14704,14706,14707
51392,0,0,14686,14687,14688,14689,14690,14709,14708,14710,14711
51393,0,0,15359,15360,15361,15362,15363,15402,15401,15403,15404
51394,0,0,15365,15366,15367,15368,15369,15406,15405,15407,15408
51395,0,0,15371,15372,15373,15374,15375,15406,15405,15407,15408
51396,0,0,15377,15378,15379,15380,15381,15410,15409,15411,15412
51397,0,0,15383,15384,15385,15386,15387,15410,15409,15411,15412
51398,0,0,15389,15390,15391,15392,15393,15414,15413,15415,15416
51399,0,0,15395,15396,15397,15398,15399,15418,15417,15419,15420
51400,0,0,16189,16190,16191,16192,16193,16232,16231,16233,16234
51401,0,0,16195,16196,16197,16198,16199,16236,16235,16237,16238
51402,0,0,16201,16202,16203,16204,16205,16236,16235,16237,16238
51403,0,0,16207,16208,16209,16210,16211,16240,16239,16241,16242
51404,0,0,16213,16214,16215,16216,16217,16240,16239,16241,16242
51405,0,0,16219,16220,16221,16222,16223,16244,16243,16245,16246
51406,0,0,16225,16226,16227,16228,16229,16248,16247,16249,16250
51407,0,0,17385,17386,17387,17388,17389,17428,17427,17429,17430
51408,0,0,17391,17392,17393,17394,17395,17432,17431,17433,17434
51409,0,0,17397,17398,17399,17400,17401,17432,17431,17433,17434
51410,0,0,17403,17404,17405,17406,17407,17436,17435,17437,17438
51411,0,0,17409,17410,17411,17412,17413,17436,17435,17437,17438
51412,0,0,17415,17416,17417,17418,17419,17440,17439,17441,17442
51413,0,0,17421,17422,17423,17424,17425,17444,17443,17445,17446
51414,0,0,18127,18128,18129,18130,18131,18169,18174,18179,18184
51415,0,0,18133,18134,18135,18136,18137,18170,18175,18180,18185
51416,0,0,18139,18140,18141,18142,18143,18170,18175,18180,18185
51417,0,0,18145,18146,18147,18148,18149,18171,18176,18181,18186
51418,0,0,18151,18152,18153,18154,18155,18171,18176,18181,18186
51419,0,0,18157,18158,18159,18160,18161,18172,18177,18182,18187
51420,0,0,18163,18164,18165,18166,18167,18173,18178,18183,18188
51421,0,0,18283,18284,18285,18286,18287,18325,18330,18335,18340
51422,0,0,18289,18290,18291,18292,18293,18326,18331,18336,18341
51423,0,0,18295,18296,18297,18298,18299,18326,18331,18336,18341
51424,0,0,18301,18302,18303,18304,18305,18327,18332,18337,18342
51425,0,0,18307,18308,18309,18310,18311,18327,18332,18337,18342
51426,0,0,18313,18314,18315,18316,18317,18328,18333,18338,18343
51427,0,0,18319,18320,18321,18322,18323,18329,18334,18339,18344
51428,0,0,18439,18440,18441,18442,18443,18481,18486,18491,18496
51429,0,0,18445,18446,18447,18448,18449,18482,18487,18492,18497
51430,0,0,18451,18452,18453,18454,18455,18482,18487,18492,18497
51431,0,0,18457,18458,18459,18460,18461,18483,18488,18493,18498
51432,0,0,18463,18464,18465,18466,18467,18483,18488,18493,18498
51433,0,0,18469,18470,18471,18472,18473,18484,18489,18494,18499
51434,0,0,18475,18476,18477,18478,18479,18485,18490,18495,18500
51435,0,0,18595,18596,18597,18598,18599,18637,18642,18647,18652
51436,0,0,18601,18602,18603,18604,18605,18638,18643,18648,18653
51437,0,0,18607,18608,18609,18610,18611,18638,18643,18648,18653
51438,0,0,18613,18614,18615,18616,18617,18639,18644,18649,18654
51439,0,0,18619,18620,18621,18622,18623,18639,18644,18649,18654
51440,0,0,18625,18626,18627,18628,18629,18640,18645,18650,18655
51441,0,0,18631,18632,18633,18634,18635,18641,18646,18651,18656
51442,0,0,18751,18752,18753,18754,18755,18793,18798,18803,18808
51443,0,0,18757,18758,18759,18760,18761,18794,18799,18804,18809
51444,0,0,18763,18764,18765,18766,18767,18794,18799,18804,18809
51445,0,0,18769,18770,18771,18772,18773,18795,18800,18805,18810
51446,0,0,18775,18776,18777,18778,18779,18795,18800,18805,18810
51447,0,0,18781,18782,18783,18784,18785,18796,18801,18806,18811
51448,0,0,18787,18788,18789,18790,18791,18797,18802,18807,18812
51449,0,0,18829,18830,18831,18832,18833,18871,18876,18881,18886
51450,0,0,18835,18836,18837,18838,18839,18872,18877,18882,18887
51451,0,0,18841,18842,18843,18844,18845,18872,18877,18882,18887
51452,0,0,18847,18848,18849,18850,18851,18873,18878,18883,18888
51453,0,0,18853,18854,18855,18856,18857,18873,18878,18883,18888
51454,0,0,18859,18860,18861,18862,18863,18874,18879,18884,18889
51455,0,0,18865,18866,18867,18868,18869,18875,18880,18885,18890
51456,0,0,20819,20820,20821,20822,20823,20861,20866,20871,20876
51457,0,0,20825,20826,20827,20828,20829,20862,20867,20872,20877
51458,0,0,20831,20832,20833,20834,20835,20862,20867,20872,20877
51459,0,0,20837,20838,20839,20840,20841,20863,20868,20873,20878
51460,0,0,20843,20844,20845,20846,20847,20863,20868,20873,20878
51461,0,0,20849,20850,20851,20852,20853,20864,20869,20874,20879
51462,0,0,20855,20856,20857,20858,20859,20865,20870,20875,20880
51463,0,0,21633,21634,21635,21636,21637,21675,21680,21685,21690
51464,0,0,21639,21640,21641,21642,21643,21676,21681,21686,21691
51465,0,0,21645,21646,21647,21648,21649,21676,21681,21686,21691
51466,0,0,21651,21652,21653,21654,21655,21677,21682,21687,21692
51467,0,0,21657,21658,21659,21660,21661,21677,21682,21687,21692
51468,0,0,21663,21664,21665,21666,21667,21678,21683,21688,21693
51469,0,0,21669,21670,21671,21672,21673,21679,21684,21689,21694
51470,0,0,22748,22749,22750,22751,22752,22790,22795,22800,22805
51471,0,0,22754,22755,22756,22757,22758,22791,22796,22801,22806
51472,0,0,22760,22761,22762,22763,22764,22791,22796,22801,22806
51473,0,0,22766,22767,22768,22769,22770,22792,22797,22802,22807
