#,RewardItem[0],RewardItem[1],RewardItem[2],RewardItem[3],RequiredItem[0],RequiredItem[1],RequiredItem[2],RequiredItem[3],Unknown8,Unknown9,ClassJobCategory,RewardAmount[0],RewardAmount[1],RewardAmount[2],RewardAmount[3],RequiredAmount[0],RequiredAmount[1],RequiredAmount[2],RequiredAmount[3],Unknown10,Unknown11,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown12,Unknown13,Unknown14,Unknown15
17.2,30769,0,0,0,30230,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.3,30770,0,0,0,30231,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.4,30771,0,0,0,30232,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.5,30775,0,0,0,30236,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.6,30776,0,0,0,30237,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.7,30777,0,0,0,30238,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.8,30778,0,0,0,30239,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.9,30772,0,0,0,30233,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.10,30773,0,0,0,30234,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.11,30774,0,0,0,30235,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.12,30779,0,0,0,30240,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.13,30780,0,0,0,30241,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.14,30781,0,0,0,30242,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.15,30782,0,0,0,30243,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
17.16,30783,0,0,0,30244,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.0,30785,30802,0,0,30767,30784,0,0,0,0,20,1,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.1,30786,0,0,0,30768,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.2,30787,0,0,0,30769,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.3,30788,0,0,0,30770,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.4,30789,0,0,0,30771,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.5,30793,0,0,0,30775,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.6,30794,0,0,0,30776,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.7,30795,0,0,0,30777,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.8,30796,0,0,0,30778,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.9,30790,0,0,0,30772,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.10,30791,0,0,0,30773,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.11,30792,0,0,0,30774,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.12,30797,0,0,0,30779,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.13,30798,0,0,0,30780,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.14,30799,0,0,0,30781,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.15,30800,0,0,0,30782,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
18.16,30801,0,0,0,30783,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
19.0,31714,0,0,0,30293,31736,0,0,0,0,9,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
19.1,31715,0,0,0,30294,31737,0,0,0,0,10,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
19.2,31716,0,0,0,30295,31738,0,0,0,0,11,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
19.3,31717,0,0,0,30296,31739,0,0,0,0,12,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
19.4,31718,0,0,0,30297,31740,0,0,0,0,13,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
19.5,31719,0,0,0,30298,31741,0,0,0,0,14,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
19.6,31720,0,0,0,30299,31742,0,0,0,0,15,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
19.7,31721,0,0,0,30300,31743,0,0,0,0,16,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
19.8,31723,0,0,0,30302,31746,31747,0,0,0,17,1,0,0,0,1,250,25,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
19.9,31722,0,0,0,30301,31744,31745,0,0,0,18,1,0,0,0,1,250,25,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
19.10,31724,0,0,0,30303,31748,31749,0,0,0,19,1,0,0,0,1,200,200,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
20.0,32651,32668,0,0,30785,30802,0,0,0,0,20,1,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.1,32652,0,0,0,30786,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.2,32653,0,0,0,30787,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.3,32654,0,0,0,30788,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.4,32655,0,0,0,30789,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.5,32659,0,0,0,30793,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.6,32660,0,0,0,30794,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.7,32661,0,0,0,30795,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.8,32662,0,0,0,30796,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.9,32656,0,0,0,30790,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.10,32657,0,0,0,30791,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.11,32658,0,0,0,30792,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.12,32663,0,0,0,30797,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.13,32664,0,0,0,30798,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.14,32665,0,0,0,30799,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.15,32666,0,0,0,30800,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
20.16,32667,0,0,0,30801,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.0,32669,32686,0,0,32651,32668,0,0,0,0,20,1,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.1,32670,0,0,0,32652,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.2,32671,0,0,0,32653,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.3,32672,0,0,0,32654,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.4,32673,0,0,0,32655,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.5,32677,0,0,0,32659,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.6,32678,0,0,0,32660,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.7,32679,0,0,0,32661,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.8,32680,0,0,0,32662,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.9,32674,0,0,0,32656,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.10,32675,0,0,0,32657,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.11,32676,0,0,0,32658,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.12,32681,0,0,0,32663,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.13,32682,0,0,0,32664,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.14,32683,0,0,0,32665,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.15,32684,0,0,0,32666,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
21.16,32685,0,0,0,32667,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.0,33462,33479,0,0,32669,32686,0,0,0,0,20,1,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.1,33463,0,0,0,32670,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.2,33464,0,0,0,32671,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.3,33465,0,0,0,32672,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.4,33466,0,0,0,32673,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.5,33470,0,0,0,32677,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.6,33471,0,0,0,32678,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.7,33472,0,0,0,32679,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.8,33473,0,0,0,32680,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.9,33467,0,0,0,32674,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.10,33468,0,0,0,32675,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.11,33469,0,0,0,32676,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.12,33474,0,0,0,32681,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.13,33475,0,0,0,32682,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.14,33476,0,0,0,32683,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.15,33477,0,0,0,32684,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
22.16,33478,0,0,0,32685,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.0,38400,38419,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.1,38401,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.2,38402,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.3,38403,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.4,38404,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.5,38408,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.6,38409,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.7,38410,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.8,38411,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.9,38405,0,0,0,0,0,0,0,0,0,92,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.10,38406,0,0,0,0,0,0,0,0,0,98,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.11,38407,0,0,0,0,0,0,0,0,0,96,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.12,38412,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.13,38413,0,0,0,0,0,0,0,0,0,111,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.14,38414,0,0,0,0,0,0,0,0,0,112,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.15,38415,0,0,0,0,0,0,0,0,0,149,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.16,38416,0,0,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.17,38418,0,0,0,0,0,0,0,0,0,180,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
23.18,38417,0,0,0,0,0,0,0,0,0,181,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.0,39144,39163,0,0,38400,38419,0,0,0,0,20,1,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.1,39145,0,0,0,38401,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.2,39146,0,0,0,38402,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.3,39147,0,0,0,38403,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.4,39148,0,0,0,38404,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.5,39152,0,0,0,38408,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.6,39153,0,0,0,38409,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.7,39154,0,0,0,38410,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.8,39155,0,0,0,38411,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.9,39149,0,0,0,38405,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.10,39150,0,0,0,38406,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.11,39151,0,0,0,38407,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.12,39156,0,0,0,38412,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.13,39157,0,0,0,38413,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.14,39158,0,0,0,38414,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.15,39159,0,0,0,38415,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.16,39160,0,0,0,38416,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.17,39162,0,0,0,38418,0,0,0,0,0,180,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
24.18,39161,0,0,0,38417,0,0,0,0,0,181,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
25.0,38726,0,0,0,38715,38772,0,0,0,0,9,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
25.1,38727,0,0,0,38716,38773,0,0,0,0,10,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
25.2,38728,0,0,0,38717,38774,0,0,0,0,11,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
25.3,38729,0,0,0,38718,38775,0,0,0,0,12,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
25.4,38730,0,0,0,38719,38776,0,0,0,0,13,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
25.5,38731,0,0,0,38720,38777,0,0,0,0,14,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
25.6,38732,0,0,0,38721,38778,0,0,0,0,15,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
25.7,38733,0,0,0,38722,38779,0,0,0,0,16,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
25.8,38734,0,0,0,38723,38801,38791,0,0,0,17,1,0,0,0,1,180,180,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
25.9,38735,0,0,0,38724,38800,38789,0,0,0,18,1,0,0,0,1,180,180,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
25.10,38736,0,0,0,38725,38802,38803,0,0,0,19,1,0,0,0,1,60,60,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
26.0,38737,0,0,0,38726,38780,0,0,0,0,9,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
26.1,38738,0,0,0,38727,38781,0,0,0,0,10,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
26.2,38739,0,0,0,38728,38782,0,0,0,0,11,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
26.3,38740,0,0,0,38729,38783,0,0,0,0,12,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
26.4,38741,0,0,0,38730,38784,0,0,0,0,13,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
26.5,38742,0,0,0,38731,38785,0,0,0,0,14,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
26.6,38743,0,0,0,38732,38786,0,0,0,0,15,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
26.7,38744,0,0,0,38733,38787,0,0,0,0,16,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
26.8,38745,0,0,0,38734,38805,38797,0,0,0,17,1,0,0,0,1,210,210,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
26.9,38746,0,0,0,38735,38804,38795,0,0,0,18,1,0,0,0,1,210,210,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
26.10,38747,0,0,0,38736,38806,38807,0,0,0,19,1,0,0,0,1,80,80,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
27.0,38952,10,0,0,0,0,0,0,0,0,9,1,25,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
27.1,38952,8,0,0,0,0,0,0,0,0,10,1,25,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
27.2,38952,9,0,0,0,0,0,0,0,0,11,1,25,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
27.3,38952,10,0,0,0,0,0,0,0,0,12,1,25,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
27.4,38952,11,0,0,0,0,0,0,0,0,13,1,25,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
27.5,38952,12,0,0,0,0,0,0,0,0,14,1,25,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
27.6,38952,13,0,0,0,0,0,0,0,0,15,1,25,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
27.7,38952,8,0,0,0,0,0,0,0,0,16,1,25,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.0,39920,39939,0,0,39144,39163,0,0,0,0,20,1,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.1,39921,0,0,0,39145,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.2,39922,0,0,0,39146,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.3,39923,0,0,0,39147,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.4,39924,0,0,0,39148,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.5,39928,0,0,0,39152,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.6,39929,0,0,0,39153,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.7,39930,0,0,0,39154,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.8,39931,0,0,0,39155,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.9,39925,0,0,0,39149,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.10,39926,0,0,0,39150,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.11,39927,0,0,0,39151,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.12,39932,0,0,0,39156,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.13,39933,0,0,0,39157,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.14,39934,0,0,0,39158,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.15,39935,0,0,0,39159,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.16,39936,0,0,0,39160,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.17,39938,0,0,0,39162,0,0,0,0,0,180,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
28.18,39937,0,0,0,39161,0,0,0,0,0,181,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
29.0,39732,0,0,0,38737,39789,0,0,0,0,9,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
29.1,39733,0,0,0,38738,39790,0,0,0,0,10,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
29.2,39734,0,0,0,38739,39791,0,0,0,0,11,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
29.3,39735,0,0,0,38740,39792,0,0,0,0,12,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
29.4,39736,0,0,0,38741,39793,0,0,0,0,13,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
29.5,39737,0,0,0,38742,39794,0,0,0,0,14,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
29.6,39738,0,0,0,38743,39795,0,0,0,0,15,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
29.7,39739,0,0,0,38744,39796,0,0,0,0,16,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
29.8,39740,0,0,0,38745,39817,39806,0,0,0,17,1,0,0,0,1,210,210,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
