#,Max[0],Max[1],Max[2],MaxHQ[0],MaxHQ[1],MaxHQ[2],EXPBonusPercent,BaseParam[0],BaseParam[1],BaseParam[2],Value[0],Value[1],Value[2],ValueHQ[0],ValueHQ[1],ValueHQ[2],IsRelative[0],IsRelative[1],IsRelative[2]
342,79,0,0,99,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
343,78,0,0,98,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
344,79,0,0,99,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
345,79,0,0,99,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
346,11,0,0,11,0,0,3,3,0,68,4,0,1,4,0,1,True,False,False
347,37,38,22,46,48,28,3,46,3,44,8,8,8,10,10,10,True,True,True
348,37,38,22,46,48,28,3,45,3,44,8,8,8,10,10,10,True,True,True
349,12,8,0,12,8,0,3,19,3,68,4,4,3,4,4,3,True,True,False
350,12,8,0,12,8,0,3,46,3,68,4,4,3,4,4,3,True,True,False
351,7,8,0,7,8,0,3,44,3,68,4,4,3,4,4,3,True,True,False
352,7,8,0,7,8,0,3,6,3,68,4,4,3,4,4,3,True,True,False
353,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,False,False,False
354,38,40,22,47,50,28,3,44,3,27,8,8,8,10,10,10,True,True,True
355,38,40,22,47,50,28,3,22,3,44,8,8,8,10,10,10,True,True,True
356,38,40,22,47,50,28,3,46,3,44,8,8,8,10,10,10,True,True,True
357,38,40,22,47,50,28,3,19,3,44,8,8,8,10,10,10,True,True,True
358,38,40,22,47,50,28,3,27,3,22,8,8,8,10,10,10,True,True,True
359,38,40,22,47,50,28,3,45,3,44,8,8,8,10,10,10,True,True,True
360,38,40,22,47,50,28,3,6,3,44,8,8,8,10,10,10,True,True,True
361,82,0,0,103,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
362,82,0,0,103,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
363,82,0,0,103,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
364,82,0,0,103,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
365,82,0,0,103,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
366,12,8,0,12,8,0,3,45,3,68,4,4,2,4,4,2,True,True,False
367,12,8,0,12,8,0,3,27,3,68,4,4,2,4,4,2,True,True,False
368,12,8,0,12,8,0,3,19,3,68,4,4,2,4,4,2,True,True,False
369,45,49,0,56,61,0,3,11,71,0,12,4,0,15,5,0,True,True,False
370,54,17,0,68,21,0,3,73,10,0,6,3,0,7,4,0,True,True,False
371,38,40,22,47,50,28,3,22,3,45,8,8,8,10,10,10,True,True,True
372,38,40,22,47,50,28,3,27,3,46,8,8,8,10,10,10,True,True,True
373,12,8,0,12,8,0,3,46,3,68,4,4,2,4,4,2,True,True,False
374,7,8,0,7,8,0,3,44,3,68,4,4,2,4,4,2,True,True,False
375,12,8,0,12,8,0,3,22,3,68,4,4,2,4,4,2,True,True,False
376,38,42,23,48,52,29,3,44,3,27,8,8,8,10,10,10,True,True,True
377,38,42,23,48,52,29,3,45,3,44,8,8,8,10,10,10,True,True,True
378,38,42,23,48,52,29,3,19,3,44,8,8,8,10,10,10,True,True,True
379,38,42,23,48,52,29,3,46,3,44,8,8,8,10,10,10,True,True,True
380,38,42,23,48,52,29,3,6,3,44,8,8,8,10,10,10,True,True,True
381,38,42,23,48,52,29,3,22,3,44,8,8,8,10,10,10,True,True,True
382,38,42,23,48,52,29,3,27,3,22,8,8,8,10,10,10,True,True,True
383,10,12,0,10,12,0,3,46,3,68,4,4,2,4,4,2,True,True,False
384,10,12,0,10,12,0,3,27,3,68,4,4,2,4,4,2,True,True,False
385,10,12,0,10,12,0,3,6,3,68,4,4,2,4,4,2,True,True,False
386,10,12,0,10,12,0,3,19,3,68,4,4,2,4,4,2,True,True,False
387,89,0,0,111,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
388,89,0,0,111,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
389,90,0,0,113,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
390,89,0,0,111,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
391,89,0,0,111,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
392,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
393,10,12,0,10,12,0,3,45,3,68,4,5,3,4,5,3,True,True,False
394,10,12,0,10,12,0,3,19,3,68,4,5,3,4,5,3,True,True,False
395,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
396,10,12,0,10,12,0,3,46,3,68,4,5,3,4,5,3,True,True,False
397,10,12,0,10,12,0,3,22,3,68,4,5,3,4,5,3,True,True,False
398,10,12,0,10,12,0,3,6,3,68,4,5,3,4,5,3,True,True,False
399,0,0,0,0,0,0,3,47,0,0,3,0,0,1,0,0,False,False,False
400,0,0,0,0,0,0,3,47,0,0,-3,0,0,-6,0,0,False,False,False
401,0,0,0,0,0,0,3,47,0,0,3,0,0,1,0,0,False,False,False
402,0,0,0,0,0,0,3,47,0,0,-3,0,0,-6,0,0,False,False,False
403,40,43,0,50,54,0,3,45,3,0,8,8,0,10,10,0,True,True,False
404,40,44,0,50,55,0,3,6,3,0,8,8,0,10,10,0,True,True,False
405,40,44,0,50,55,0,3,19,3,0,8,8,0,10,10,0,True,True,False
406,41,46,0,51,57,0,3,44,3,0,8,8,0,10,10,0,True,True,False
407,41,46,0,51,57,0,3,46,3,0,8,8,0,10,10,0,True,True,False
408,41,46,0,51,57,0,3,27,3,0,8,8,0,10,10,0,True,True,False
409,42,46,0,52,57,0,3,19,3,0,8,8,0,10,10,0,True,True,False
410,42,46,0,52,57,0,3,22,3,0,8,8,0,10,10,0,True,True,False
411,42,46,0,52,57,0,3,6,3,0,8,8,0,10,10,0,True,True,False
412,42,46,0,53,58,0,3,46,3,0,8,8,0,10,10,0,True,True,False
413,122,22,0,153,27,0,3,70,11,0,7,8,0,9,10,0,True,True,False
414,61,30,0,76,38,0,3,72,73,0,6,2,0,7,3,0,True,True,False
415,42,46,26,53,58,32,3,19,3,27,8,8,8,10,10,10,True,True,True
416,42,46,26,53,58,32,3,45,3,19,8,8,8,10,10,10,True,True,True
417,42,46,26,53,58,32,3,46,3,44,8,8,8,10,10,10,True,True,True
418,42,46,26,53,58,32,3,27,3,46,8,8,8,10,10,10,True,True,True
419,40,30,0,50,38,0,3,10,72,0,23,2,0,29,3,0,True,True,False
420,118,53,0,147,66,0,3,71,70,0,7,4,0,9,5,0,True,True,False
421,43,46,26,54,58,33,3,6,3,27,8,8,8,10,10,10,True,True,True
422,44,47,27,55,59,34,3,44,3,46,8,8,8,10,10,10,True,True,True
423,44,47,27,55,59,34,3,22,3,27,8,8,8,10,10,10,True,True,True
424,44,47,27,55,59,34,3,45,3,44,8,8,8,10,10,10,True,True,True
425,53,51,0,66,64,0,3,11,71,0,21,4,0,26,5,0,True,True,False
426,45,47,27,56,59,34,3,19,3,44,8,8,8,10,10,10,True,True,True
427,62,22,0,77,28,0,3,73,10,0,6,6,0,7,8,0,True,True,False
428,46,47,28,58,59,35,3,45,3,22,8,8,8,10,10,10,True,True,True
429,46,47,28,58,59,35,3,46,3,22,8,8,8,10,10,10,True,True,True
430,46,47,28,58,59,35,3,6,3,44,8,8,8,10,10,10,True,True,True
431,46,47,28,58,59,35,3,22,3,44,8,8,8,10,10,10,True,True,True
432,50,50,30,62,62,37,3,22,3,44,8,8,8,10,10,10,True,True,True
433,50,50,30,62,62,37,3,45,3,22,8,8,8,10,10,10,True,True,True
434,50,50,30,62,62,37,3,27,3,45,8,8,8,10,10,10,True,True,True
435,50,50,30,62,62,37,3,44,3,27,8,8,8,10,10,10,True,True,True
436,50,50,30,62,62,37,3,6,3,44,8,8,8,10,10,10,True,True,True
437,50,50,30,62,62,37,3,46,3,6,8,8,8,10,10,10,True,True,True
438,50,50,30,62,62,37,3,27,3,46,8,8,8,10,10,10,True,True,True
439,50,50,30,62,62,37,3,46,3,22,8,8,8,10,10,10,True,True,True
440,50,50,30,62,62,37,3,19,3,44,8,8,8,10,10,10,True,True,True
441,50,50,30,62,62,37,3,44,3,19,8,8,8,10,10,10,True,True,True
442,94,0,0,117,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
443,94,0,0,117,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
444,95,0,0,119,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
445,94,0,0,117,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
446,94,0,0,117,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
447,10,12,0,1,12,0,3,6,3,68,4,5,3,4,5,3,True,True,False
448,2,12,0,2,12,0,3,45,3,68,4,5,3,4,5,3,True,True,False
449,33,0,0,41,0,0,3,70,0,0,2,0,0,3,0,0,True,False,False
450,34,0,0,42,0,0,3,71,0,0,2,0,0,3,0,0,True,False,False
451,13,0,0,16,0,0,3,11,0,0,5,0,0,6,0,0,True,False,False
452,0,0,0,0,0,0,3,69,0,0,5,0,0,6,0,0,False,False,False
453,99,0,0,124,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
454,99,0,0,124,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
455,99,0,0,124,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
456,99,0,0,124,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
457,99,0,0,124,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
458,40,43,0,50,54,0,3,22,3,0,8,8,0,10,10,0,True,True,False
459,56,84,0,70,105,0,3,11,70,0,21,5,0,26,6,0,True,True,False
460,74,34,0,93,42,0,3,73,72,0,6,2,0,7,3,0,True,True,False
461,10,12,0,10,12,0,3,46,3,68,4,5,3,4,5,3,True,True,False
462,10,12,0,10,12,0,3,6,3,68,4,5,3,4,5,3,True,True,False
463,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
464,106,0,0,133,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
465,106,0,0,133,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
466,109,0,0,136,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
467,106,0,0,133,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
468,106,0,0,133,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
469,53,54,32,66,68,40,3,22,3,44,8,8,8,10,10,10,True,True,True
470,53,54,32,66,68,40,3,45,3,22,8,8,8,10,10,10,True,True,True
471,53,54,32,66,68,40,3,27,3,45,8,8,8,10,10,10,True,True,True
472,53,54,32,66,68,40,3,44,3,27,8,8,8,10,10,10,True,True,True
473,53,54,32,66,68,40,3,6,3,44,8,8,8,10,10,10,True,True,True
474,53,54,32,66,68,40,3,46,3,6,8,8,8,10,10,10,True,True,True
475,53,54,32,66,68,40,3,46,3,22,8,8,8,10,10,10,True,True,True
476,53,54,32,66,68,40,3,27,3,46,8,8,8,10,10,10,True,True,True
477,53,54,32,66,68,40,3,19,3,44,8,8,8,10,10,10,True,True,True
478,53,54,32,66,68,40,3,44,3,19,8,8,8,10,10,10,True,True,True
479,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
480,10,12,0,10,12,0,3,19,3,68,4,5,3,4,5,3,True,True,False
481,57,56,0,72,70,0,3,11,71,0,21,5,0,26,6,0,True,True,False
482,44,38,0,55,47,0,3,10,73,0,23,2,0,29,3,0,True,True,False
483,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
484,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
485,10,12,0,10,12,0,3,19,3,68,4,5,3,4,5,3,True,True,False
486,115,0,0,144,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
487,115,0,0,144,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
488,119,0,0,149,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
489,115,0,0,144,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
490,115,0,0,144,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
491,56,59,34,70,74,43,3,22,3,44,8,8,8,10,10,10,True,True,True
492,56,59,34,70,74,43,3,45,3,22,8,8,8,10,10,10,True,True,True
493,56,59,34,70,74,43,3,27,3,45,8,8,8,10,10,10,True,True,True
494,56,59,34,70,74,43,3,44,3,27,8,8,8,10,10,10,True,True,True
495,56,59,34,70,74,43,3,6,3,44,8,8,8,10,10,10,True,True,True
496,56,59,34,70,74,43,3,46,3,6,8,8,8,10,10,10,True,True,True
497,56,59,34,70,74,43,3,46,3,22,8,8,8,10,10,10,True,True,True
498,56,59,34,70,74,43,3,27,3,46,8,8,8,10,10,10,True,True,True
499,56,59,34,70,74,43,3,19,3,44,8,8,8,10,10,10,True,True,True
500,56,59,34,70,74,43,3,44,3,19,8,8,8,10,10,10,True,True,True
501,10,12,0,10,12,0,3,22,3,68,4,5,3,4,5,3,True,True,False
502,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
503,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
504,10,12,0,10,12,0,3,45,3,68,4,5,3,4,5,3,True,True,False
505,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
506,10,12,0,10,12,0,3,71,3,68,4,5,3,4,5,3,True,True,False
507,10,12,0,10,12,0,3,73,3,68,4,5,3,4,5,3,True,True,False
508,10,12,0,10,12,0,3,6,3,68,4,5,3,4,5,3,True,True,False
509,10,12,0,10,12,0,3,22,3,68,4,5,3,4,5,3,True,True,False
510,0,0,0,0,0,0,3,22,3,44,1,1,1,1,1,1,False,False,False
511,58,62,0,72,77,0,3,45,3,0,8,8,0,10,10,0,True,True,False
512,58,62,0,72,77,0,3,6,3,0,8,8,0,10,10,0,True,True,False
513,58,62,0,73,78,0,3,19,3,0,8,8,0,10,10,0,True,True,False
514,58,62,0,73,78,0,3,44,3,0,8,8,0,10,10,0,True,True,False
515,58,62,0,73,78,0,3,46,3,0,8,8,0,10,10,0,True,True,False
516,59,64,0,74,80,0,3,27,3,0,8,8,0,10,10,0,True,True,False
517,59,64,0,74,80,0,3,19,3,0,8,8,0,10,10,0,True,True,False
518,59,64,0,74,80,0,3,22,3,0,8,8,0,10,10,0,True,True,False
519,59,64,0,74,80,0,3,6,3,0,8,8,0,10,10,0,True,True,False
520,59,64,0,74,80,0,3,46,3,0,8,8,0,10,10,0,True,True,False
521,146,26,0,183,32,0,3,70,11,0,7,8,0,9,10,0,True,True,False
522,76,39,0,95,49,0,3,72,73,0,6,2,0,7,3,0,True,True,False
523,60,65,36,75,81,45,3,19,3,27,8,8,8,10,10,10,True,True,True
524,60,65,36,75,81,45,3,45,3,19,8,8,8,10,10,10,True,True,True
525,60,65,36,75,81,45,3,46,3,44,8,8,8,10,10,10,True,True,True
526,60,65,36,75,81,45,3,27,3,46,8,8,8,10,10,10,True,True,True
527,60,65,36,75,81,45,3,6,3,27,8,8,8,10,10,10,True,True,True
528,132,62,0,165,77,0,3,71,70,0,7,4,0,9,5,0,True,True,False
529,44,48,0,55,60,0,3,10,72,0,23,2,0,29,3,0,True,True,False
530,61,66,37,76,82,46,3,46,3,22,8,8,8,10,10,10,True,True,True
531,61,66,37,76,82,46,3,6,3,44,8,8,8,10,10,10,True,True,True
532,61,66,37,76,82,46,3,44,3,27,8,8,8,10,10,10,True,True,True
533,61,66,37,76,82,46,3,22,3,44,8,8,8,10,10,10,True,True,True
534,61,66,37,76,82,46,3,19,3,44,8,8,8,10,10,10,True,True,True
535,62,61,0,78,76,0,3,11,71,0,21,4,0,26,5,0,True,True,False
536,81,24,0,101,30,0,3,73,10,0,6,8,0,7,10,0,True,True,False
537,66,68,40,82,85,50,3,19,3,44,8,8,8,10,10,10,True,True,True
538,66,68,40,82,85,50,3,45,3,22,8,8,8,10,10,10,True,True,True
539,66,68,40,82,85,50,3,46,3,22,8,8,8,10,10,10,True,True,True
540,66,68,40,82,85,50,3,6,3,44,8,8,8,10,10,10,True,True,True
541,66,68,40,82,85,50,3,22,3,44,8,8,8,10,10,10,True,True,True
542,72,74,43,90,93,54,3,22,3,44,8,8,8,10,10,10,True,True,True
543,72,74,43,90,93,54,3,45,3,22,8,8,8,10,10,10,True,True,True
544,72,74,43,90,93,54,3,27,3,45,8,8,8,10,10,10,True,True,True
545,72,74,43,90,93,54,3,44,3,27,8,8,8,10,10,10,True,True,True
546,72,74,43,90,93,54,3,6,3,44,8,8,8,10,10,10,True,True,True
547,72,74,43,90,93,54,3,46,3,6,8,8,8,10,10,10,True,True,True
548,72,74,43,90,93,54,3,46,3,22,8,8,8,10,10,10,True,True,True
549,72,74,43,90,93,54,3,27,3,46,8,8,8,10,10,10,True,True,True
550,72,74,43,90,93,54,3,19,3,44,8,8,8,10,10,10,True,True,True
551,72,74,43,90,93,54,3,44,3,19,8,8,8,10,10,10,True,True,True
552,137,0,0,172,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
553,137,0,0,172,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
554,136,0,0,171,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
555,137,0,0,172,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
556,137,0,0,172,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
557,151,0,0,189,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
558,151,0,0,189,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
559,155,0,0,194,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
560,151,0,0,189,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
561,151,0,0,189,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
562,40,0,0,50,0,0,3,70,0,0,2,0,0,3,0,0,True,False,False
563,40,0,0,50,0,0,3,71,0,0,2,0,0,3,0,0,True,False,False
564,17,0,0,21,0,0,3,11,0,0,5,0,0,6,0,0,True,False,False
565,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
566,10,12,0,10,12,0,3,6,3,68,4,5,3,4,5,3,True,True,False
567,66,96,0,82,120,0,3,11,70,0,21,4,0,26,5,0,True,True,False
568,99,51,0,124,64,0,3,73,72,0,6,2,0,7,3,0,True,True,False
569,10,12,0,10,12,0,3,46,3,68,4,5,3,4,5,3,True,True,False
570,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
571,78,94,46,97,118,58,3,22,3,44,8,8,8,10,10,10,True,True,True
572,78,94,46,97,118,58,3,45,3,22,8,8,8,10,10,10,True,True,True
573,78,94,46,97,118,58,3,27,3,45,8,8,8,10,10,10,True,True,True
574,78,94,46,97,118,58,3,44,3,27,8,8,8,10,10,10,True,True,True
575,77,94,46,96,118,58,3,6,3,44,8,8,8,10,10,10,True,True,True
576,78,94,46,97,118,58,3,46,3,6,8,8,8,10,10,10,True,True,True
577,78,94,46,97,118,58,3,46,3,22,8,8,8,10,10,10,True,True,True
578,78,94,46,97,118,58,3,27,3,46,8,8,8,10,10,10,True,True,True
579,77,94,46,96,118,58,3,19,3,44,8,8,8,10,10,10,True,True,True
580,78,94,46,97,118,58,3,44,3,19,8,8,8,10,10,10,True,True,True
581,178,0,0,223,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
582,178,0,0,223,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
583,189,0,0,236,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
584,178,0,0,223,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
585,178,0,0,223,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
586,10,12,0,10,12,0,3,45,3,68,4,5,3,4,5,3,True,True,False
587,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
588,10,12,0,10,12,0,3,72,3,68,4,5,3,4,5,3,True,True,False
589,10,12,0,10,12,0,3,46,3,68,4,5,3,4,5,3,True,True,False
590,69,72,0,86,90,0,3,11,71,0,21,4,0,26,5,0,True,True,False
591,109,25,0,136,31,0,3,72,10,0,6,4,0,7,5,0,True,True,False
592,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
593,82,114,49,103,143,62,3,22,3,44,8,8,8,10,10,10,True,True,True
594,82,114,49,103,143,62,3,45,3,22,8,8,8,10,10,10,True,True,True
595,82,114,49,103,143,62,3,27,3,45,8,8,8,10,10,10,True,True,True
596,82,114,49,103,143,62,3,44,3,27,8,8,8,10,10,10,True,True,True
597,82,114,49,103,143,62,3,6,3,44,8,8,8,10,10,10,True,True,True
598,82,114,49,103,143,62,3,46,3,6,8,8,8,10,10,10,True,True,True
599,82,114,49,103,143,62,3,46,3,22,8,8,8,10,10,10,True,True,True
600,82,114,49,103,143,62,3,27,3,46,8,8,8,10,10,10,True,True,True
601,82,114,49,103,143,62,3,19,3,44,8,8,8,10,10,10,True,True,True
602,82,114,49,103,143,62,3,44,3,19,8,8,8,10,10,10,True,True,True
603,209,0,0,262,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
604,209,0,0,262,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
605,228,0,0,286,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
606,209,0,0,262,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
607,209,0,0,262,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
608,10,12,0,10,12,0,3,46,3,68,4,5,3,4,5,3,True,True,False
609,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
610,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
611,10,12,0,10,12,0,3,22,3,68,4,5,3,4,5,3,True,True,False
612,10,12,0,10,12,0,3,45,3,68,4,5,3,4,5,3,True,True,False
613,84,121,0,105,152,0,3,45,3,0,8,8,0,10,10,0,True,True,False
614,84,121,0,105,152,0,3,6,3,0,8,8,0,10,10,0,True,True,False
615,84,121,0,105,152,0,3,19,3,0,8,8,0,10,10,0,True,True,False
616,84,124,0,106,155,0,3,44,3,0,8,8,0,10,10,0,True,True,False
617,84,124,0,106,155,0,3,46,3,0,8,8,0,10,10,0,True,True,False
618,85,126,0,107,158,0,3,27,3,0,8,8,0,10,10,0,True,True,False
619,85,126,0,107,158,0,3,19,3,0,8,8,0,10,10,0,True,True,False
620,85,126,0,107,158,0,3,22,3,0,8,8,0,10,10,0,True,True,False
621,86,130,0,108,163,0,3,6,3,0,8,8,0,10,10,0,True,True,False
622,86,130,0,108,163,0,3,46,3,0,8,8,0,10,10,0,True,True,False
623,192,30,0,240,38,0,3,70,11,0,7,8,0,9,10,0,True,True,False
624,120,62,0,151,78,0,3,72,73,0,6,2,0,7,3,0,True,True,False
625,88,131,52,110,164,66,3,19,3,27,8,8,8,10,10,10,True,True,True
626,88,131,52,110,164,66,3,45,3,19,8,8,8,10,10,10,True,True,True
627,88,131,52,110,164,66,3,46,3,44,8,8,8,10,10,10,True,True,True
628,88,131,52,110,164,66,3,27,3,46,8,8,8,10,10,10,True,True,True
629,88,131,52,110,164,66,3,6,3,27,8,8,8,10,10,10,True,True,True
630,172,78,0,215,98,0,3,71,70,0,7,4,0,9,5,0,True,True,False
631,46,64,0,58,80,0,3,10,72,0,23,2,0,29,3,0,True,True,False
632,90,132,54,113,166,68,3,46,3,22,8,8,8,10,10,10,True,True,True
633,90,132,54,113,166,68,3,6,3,44,8,8,8,10,10,10,True,True,True
634,90,132,54,113,166,68,3,44,3,27,8,8,8,10,10,10,True,True,True
635,90,132,54,113,166,68,3,22,3,44,8,8,8,10,10,10,True,True,True
636,90,132,54,113,166,68,3,19,3,44,8,8,8,10,10,10,True,True,True
637,73,77,0,92,97,0,3,11,71,0,21,4,0,26,5,0,True,True,False
638,125,25,0,157,32,0,3,73,10,0,6,8,0,7,10,0,True,True,False
639,96,141,58,121,177,73,3,19,3,44,8,8,8,10,10,10,True,True,True
640,96,141,58,121,177,73,3,45,3,22,8,8,8,10,10,10,True,True,True
641,96,141,58,121,177,73,3,46,3,22,8,8,8,10,10,10,True,True,True
642,96,141,58,121,177,73,3,6,3,44,8,8,8,10,10,10,True,True,True
643,96,141,58,121,177,73,3,22,3,44,8,8,8,10,10,10,True,True,True
644,280,0,0,351,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
645,280,0,0,351,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
646,284,0,0,355,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
647,280,0,0,351,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
648,280,0,0,351,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
649,50,0,0,63,0,0,3,70,0,0,2,0,0,3,0,0,True,False,False
650,50,0,0,63,0,0,3,71,0,0,2,0,0,3,0,0,True,False,False
651,21,0,0,27,0,0,3,11,0,0,5,0,0,6,0,0,True,False,False
652,105,162,63,132,203,79,3,22,3,44,8,8,8,10,10,10,True,True,True
653,105,162,63,132,203,79,3,45,3,22,8,8,8,10,10,10,True,True,True
654,105,162,63,132,203,79,3,27,3,45,8,8,8,10,10,10,True,True,True
655,105,162,63,132,203,79,3,44,3,27,8,8,8,10,10,10,True,True,True
656,105,162,63,132,203,79,3,6,3,44,8,8,8,10,10,10,True,True,True
657,105,162,63,132,203,79,3,46,3,6,8,8,8,10,10,10,True,True,True
658,105,162,63,132,203,79,3,46,3,22,8,8,8,10,10,10,True,True,True
659,105,162,63,132,203,79,3,27,3,46,8,8,8,10,10,10,True,True,True
660,105,162,63,132,203,79,3,19,3,44,8,8,8,10,10,10,True,True,True
661,105,162,63,132,203,79,3,44,3,19,8,8,8,10,10,10,True,True,True
662,313,0,0,392,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
663,313,0,0,392,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
664,324,0,0,406,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
665,313,0,0,392,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
666,313,0,0,392,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
667,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
668,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
669,10,12,0,10,12,0,3,22,3,68,4,5,3,4,5,3,True,True,False
670,0,0,0,0,0,0,4,27,3,44,1,1,1,1,1,1,False,False,False
671,76,120,0,96,150,0,3,11,70,0,21,4,0,26,5,0,True,True,False
672,140,72,0,176,91,0,3,73,72,0,6,2,0,7,3,0,True,True,False
673,10,12,0,10,12,0,3,46,3,68,4,5,3,4,5,3,True,True,False
674,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
675,10,12,0,10,12,0,3,6,3,68,4,5,3,4,5,3,True,True,False
676,113,196,68,142,246,85,3,22,3,44,8,8,8,10,10,10,True,True,True
677,113,196,68,142,246,85,3,45,3,22,8,8,8,10,10,10,True,True,True
678,113,196,68,142,246,85,3,27,3,45,8,8,8,10,10,10,True,True,True
679,113,196,68,142,246,85,3,44,3,27,8,8,8,10,10,10,True,True,True
680,113,196,68,142,246,85,3,6,3,44,8,8,8,10,10,10,True,True,True
681,113,196,68,142,246,85,3,46,3,6,8,8,8,10,10,10,True,True,True
682,113,196,68,142,246,85,3,46,3,22,8,8,8,10,10,10,True,True,True
683,113,196,68,142,246,85,3,27,3,46,8,8,8,10,10,10,True,True,True
684,113,196,68,142,246,85,3,19,3,44,8,8,8,10,10,10,True,True,True
685,113,196,68,142,246,85,3,44,3,19,8,8,8,10,10,10,True,True,True
686,368,0,0,461,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
687,368,0,0,461,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
