#,Quality,SuggestedCraftsmanship,Difficulty,Durability,ConditionsFlag,ClassJobLevel,Stars,ProgressDivider,QualityDivider,ProgressModifier,QualityModifier
533,6660,2507,2960,80,15,84,0,124,108,100,100
534,6680,2507,2980,80,15,84,0,124,108,100,100
535,6700,2549,3000,80,15,85,0,125,109,100,100
536,6720,2549,3020,80,15,85,0,125,109,100,100
537,6740,2549,3040,80,15,85,0,125,109,100,100
538,6760,2549,3060,80,15,85,0,125,109,100,100
539,6780,2549,3080,80,15,85,0,125,109,100,100
540,6800,2590,3100,80,15,86,0,126,110,100,100
541,6820,2590,3120,80,15,86,0,126,110,100,100
542,6840,2590,3140,80,15,86,0,126,110,100,100
543,6860,2590,3160,80,15,86,0,126,110,100,100
544,6880,2590,3180,80,15,86,0,126,110,100,100
545,6900,2626,3200,80,15,87,0,127,111,100,100
546,6920,2626,3220,80,15,87,0,127,111,100,100
547,6940,2626,3240,80,15,87,0,127,111,100,100
548,6960,2626,3260,80,15,87,0,127,111,100,100
549,6980,2626,3280,80,15,87,0,127,111,100,100
550,7000,2686,3300,80,15,88,0,128,112,100,100
551,7020,2686,3320,80,15,88,0,128,112,100,100
552,7040,2686,3340,80,15,88,0,128,112,100,100
553,7060,2686,3360,80,15,88,0,128,112,100,100
554,7080,2686,3380,80,15,88,0,128,112,100,100
555,7100,2748,3400,80,15,89,0,129,113,100,100
556,7120,2748,3420,80,15,89,0,129,113,100,100
557,7140,2748,3440,80,15,89,0,129,113,100,100
558,7160,2748,3460,80,15,89,0,129,113,100,100
559,7180,2748,3480,80,15,89,0,129,113,100,100
560,7200,2805,3500,80,15,90,0,130,115,90,80
561,7220,2805,3520,80,15,90,0,130,115,90,80
562,7240,2805,3540,80,15,90,0,130,115,90,80
563,7260,2805,3560,80,15,90,0,130,115,90,80
564,7280,2805,3580,80,15,90,0,130,115,90,80
565,7300,2805,3600,80,15,90,0,130,115,90,80
566,7320,2805,3620,80,15,90,0,130,115,90,80
567,7340,2805,3640,80,15,90,0,130,115,90,80
568,7360,2805,3660,80,15,90,0,130,115,90,80
569,7380,2805,3680,80,15,90,0,130,115,90,80
570,7400,2924,3700,80,15,90,1,130,115,90,80
571,7440,2924,3720,80,15,90,1,130,115,90,80
572,7480,2924,3740,80,15,90,1,130,115,90,80
573,7520,2924,3760,80,15,90,1,130,115,90,80
574,7560,2924,3780,80,15,90,1,130,115,90,80
575,7600,2924,3800,80,15,90,1,130,115,90,80
576,7640,2924,3820,80,15,90,1,130,115,90,80
577,7680,2924,3840,80,15,90,1,130,115,90,80
578,7720,2924,3860,80,15,90,1,130,115,90,80
579,7760,2924,3880,80,15,90,1,130,115,90,80
580,7800,3180,3900,70,15,90,2,130,115,80,70
581,7820,3180,3940,70,15,90,2,130,115,80,70
582,7840,3180,3980,70,15,90,2,130,115,80,70
583,7860,3180,4020,70,15,90,2,130,115,80,70
584,7880,3180,4060,70,15,90,2,130,115,80,70
585,7900,3180,4100,70,15,90,2,130,115,80,70
586,7920,3180,4140,70,15,90,2,130,115,80,70
587,7940,3180,4180,70,15,90,2,130,115,80,70
588,7960,3180,4220,70,15,90,2,130,115,80,70
589,7980,3180,4260,70,15,90,2,130,115,80,70
590,8000,3180,4300,70,15,90,2,130,115,80,70
591,8010,3180,4400,70,15,90,2,130,115,80,70
592,8020,3180,4400,70,15,90,2,130,115,80,70
593,8030,3180,4400,70,15,90,2,130,115,80,70
594,8040,3180,4400,70,15,90,2,130,115,80,70
595,8050,3180,4400,70,15,90,2,130,115,80,70
596,8060,3180,4400,70,15,90,2,130,115,80,70
597,8070,3180,4400,70,15,90,2,130,115,80,70
598,8080,3180,4400,70,15,90,2,130,115,80,70
599,8090,3180,4400,70,15,90,2,130,115,80,70
600,8100,3180,4400,70,15,90,2,130,115,80,70
601,8110,3180,4400,70,15,90,2,130,115,80,70
602,8120,3180,4400,70,15,90,2,130,115,80,70
603,8130,3180,4400,70,15,90,2,130,115,80,70
604,8140,3180,4400,70,15,90,2,130,115,80,70
605,8150,3180,4400,70,15,90,2,130,115,80,70
606,8160,3180,4400,70,15,90,2,130,115,80,70
607,8170,3180,4400,70,15,90,2,130,115,80,70
608,8180,3180,4400,70,15,90,2,130,115,80,70
609,8190,3180,4400,70,15,90,2,130,115,80,70
610,8200,3700,4400,70,15,90,3,130,115,80,70
611,13620,3700,7480,70,435,90,3,180,180,100,100
612,8440,3700,4400,70,15,90,3,130,115,80,70
613,8460,3700,4400,70,15,90,3,130,115,80,70
614,8480,3700,4400,70,15,90,3,130,115,80,70
615,8500,3700,4400,70,15,90,3,130,115,80,70
616,8520,3700,4400,70,15,90,3,130,115,80,70
617,8540,3700,4400,70,15,90,3,130,115,80,70
618,8560,3700,4400,70,15,90,3,130,115,80,70
619,8580,3700,4400,70,15,90,3,130,115,80,70
620,8600,3700,4400,70,15,90,3,130,115,80,70
621,8620,3700,4400,60,499,90,3,180,180,100,100
622,8640,3700,4400,70,15,90,3,130,115,80,70
623,8660,3700,4400,70,15,90,3,130,115,80,70
624,8680,3700,4400,70,15,90,3,130,115,80,70
625,8700,3700,4400,70,15,90,3,130,115,80,70
626,8720,3700,4400,70,15,90,3,130,115,80,70
627,8740,3700,4400,70,15,90,3,130,115,80,70
628,8760,3700,4400,70,15,90,3,130,115,80,70
629,8780,3700,4400,70,15,90,3,130,115,80,70
630,8800,3700,4400,70,15,90,3,130,115,80,70
631,8820,3700,4400,70,15,90,3,130,115,80,70
632,8840,3700,4400,70,15,90,3,130,115,80,70
633,8860,3700,4400,70,15,90,3,130,115,80,70
634,8880,3700,4400,70,15,90,3,130,115,80,70
635,8900,3700,4400,70,15,90,3,130,115,80,70
636,8920,3700,4400,70,15,90,3,130,115,80,70
637,8940,3700,4400,70,15,90,3,130,115,80,70
638,8960,3700,4400,70,15,90,3,130,115,80,70
639,8980,3700,4400,70,15,90,3,130,115,80,70
640,9000,3700,4400,70,15,90,4,130,115,80,70
641,9020,3700,4400,60,995,90,4,180,180,100,100
642,9040,3700,4400,70,627,90,4,180,180,100,100
643,9060,3700,4400,70,995,90,4,180,180,100,100
644,9080,3700,4400,70,1011,90,5,180,180,100,100
645,9100,3700,4400,70,15,90,4,130,115,100,100
646,9120,3700,4400,70,15,90,4,130,115,100,100
647,9140,3700,4400,70,15,90,4,130,115,100,100
648,9160,3700,4400,70,15,90,4,130,115,100,100
649,9180,3700,4400,70,15,90,4,130,115,100,100
650,8200,3366,4000,80,15,91,0,143,123,100,100
651,8333,3366,4083,80,15,91,0,143,123,100,100
652,8466,3366,4166,80,15,91,0,143,123,100,100
653,8600,3485,4250,80,15,92,0,146,126,100,100
654,8733,3485,4333,80,15,92,0,146,126,100,100
655,8866,3485,4416,80,15,92,0,146,126,100,100
656,9000,3587,4500,80,15,93,0,149,129,100,100
657,9100,3587,4575,80,15,93,0,149,129,100,100
658,9200,3587,4650,80,15,93,0,149,129,100,100
659,9300,3587,4725,80,15,93,0,149,129,100,100
660,9400,3706,4800,80,15,94,0,152,132,100,100
661,9480,3706,4860,80,15,94,0,152,132,100,100
662,9560,3706,4920,80,15,94,0,152,132,100,100
663,9640,3706,4980,80,15,94,0,152,132,100,100
664,9720,3706,5040,80,15,94,0,152,132,100,100
665,9800,3789,5100,80,15,95,0,155,135,100,100
666,9880,3789,5160,80,15,95,0,155,135,100,100
667,9960,3789,5220,80,15,95,0,155,135,100,100
668,10040,3789,5280,80,15,95,0,155,135,100,100
669,10120,3789,5340,80,15,95,0,155,135,100,100
670,10200,3876,5400,80,15,96,0,158,138,100,100
671,10280,3876,5460,80,15,96,0,158,138,100,100
672,10360,3876,5520,80,15,96,0,158,138,100,100
673,10440,3876,5580,80,15,96,0,158,138,100,100
674,10520,3876,5640,80,15,96,0,158,138,100,100
675,10600,3952,5700,80,15,97,0,161,141,100,100
676,10680,3952,5760,80,15,97,0,161,141,100,100
677,10760,3952,5820,80,15,97,0,161,141,100,100
678,10840,3952,5880,80,15,97,0,161,141,100,100
679,10920,3952,5940,80,15,97,0,161,141,100,100
680,11000,4041,6000,80,15,98,0,164,144,100,100
681,11080,4041,6060,80,15,98,0,164,144,100,100
682,11160,4041,6120,80,15,98,0,164,144,100,100
683,11240,4041,6180,80,15,98,0,164,144,100,100
684,11320,4041,6240,80,15,98,0,164,144,100,100
685,11400,4131,6300,80,15,99,0,167,147,100,100
686,11520,4131,6360,80,15,99,0,167,147,100,100
687,11640,4131,6420,80,15,99,0,167,147,100,100
688,11760,4131,6480,80,15,99,0,167,147,100,100
689,11880,4131,6540,80,15,99,0,167,147,100,100
690,12000,4207,6600,80,15,100,0,170,150,90,75
691,12000,4207,6600,80,15,100,0,170,150,90,75
692,12000,4207,6600,80,15,100,0,170,150,90,75
693,12000,4207,6600,80,15,100,0,170,150,90,75
694,12000,4207,6600,80,15,100,0,170,150,90,75
695,12000,4207,6600,80,15,100,0,170,150,90,75
696,12000,4207,6600,80,15,100,0,170,150,90,75
697,12000,4207,6600,80,15,100,0,170,150,90,75
698,12000,4207,6600,80,15,100,0,170,150,90,75
699,12000,4207,6600,80,15,100,0,170,150,90,75
700,12000,4352,6600,70,15,100,1,170,150,90,75
701,10000,4352,10000,80,15,100,1,170,150,90,75
702,10000,4352,10000,80,115,100,1,180,180,100,100
703,10000,4352,10000,80,115,100,1,180,180,100,100
704,10000,4352,10000,80,19,100,1,170,150,90,75
705,10000,4352,10000,80,67,100,1,170,150,90,75
706,10000,4352,10000,80,35,100,1,170,150,90,75
707,12000,4352,6600,80,15,100,1,170,150,90,75
708,12000,4352,6600,80,15,100,1,170,150,90,75
709,12000,4352,6600,80,15,100,1,170,150,90,75
710,15000,4740,7500,70,15,100,2,170,150,90,75
711,12000,4740,6600,70,15,100,2,170,150,90,75
712,12000,4740,6600,70,15,100,2,170,150,90,75
713,12000,4740,6600,70,15,100,2,170,150,90,75
714,12000,4740,6600,70,15,100,2,170,150,90,75
715,12000,4740,6600,70,15,100,2,170,150,90,75
716,12000,4740,6600,70,15,100,2,170,150,90,75
717,12000,4740,6600,70,15,100,2,170,150,90,75
718,12000,4740,6600,70,15,100,2,170,150,90,75
719,12000,4740,6600,70,15,100,2,170,150,90,75
720,17600,4780,8050,70,15,100,2,170,150,90,75
721,10000,4740,10000,80,15,100,2,170,150,90,75
722,10000,4740,10000,80,627,100,2,180,180,100,100
723,10000,4740,10000,80,627,100,2,180,180,100,100
724,10000,4740,10000,80,515,100,2,170,150,90,75
725,10000,4740,10000,80,259,100,2,170,150,90,75
726,10000,4740,10000,80,131,100,2,170,150,90,75
727,10000,4740,10000,80,1363,100,2,180,180,100,100
728,10000,4740,10000,80,499,100,2,180,180,100,100
729,10000,4740,10000,80,1491,100,2,180,180,100,100
730,12000,4740,6600,70,15,100,2,170,150,90,75
731,12000,4740,6600,70,15,100,2,170,150,90,75
732,12000,4740,6600,70,15,100,2,170,150,90,75
733,12000,4740,6600,70,15,100,2,170,150,90,75
734,12000,4740,6600,70,15,100,2,170,150,90,75
735,12000,4740,6600,70,15,100,2,170,150,90,75
736,12000,4740,6600,70,15,100,2,170,150,90,75
737,12000,4740,6600,70,15,100,2,170,150,90,75
738,12000,4740,6600,70,15,100,2,170,150,90,75
739,12000,4740,6600,70,15,100,2,170,150,90,75
740,18700,5380,9000,70,15,100,3,170,150,90,75
741,10000,5380,10000,80,15,100,3,170,150,90,75
742,10000,5380,10000,80,995,100,3,180,180,100,100
743,10000,5380,10000,80,995,100,3,180,180,100,100
744,10000,5380,10000,80,995,100,3,180,180,100,100
745,25000,5380,10000,80,1011,100,3,170,150,100,100
746,10000,5380,10000,80,243,100,3,180,180,100,100
747,10000,5380,10000,80,435,100,3,180,180,100,100
748,10000,5380,10000,80,1011,100,3,180,180,100,100
749,12000,4740,6600,80,15,100,3,170,150,90,75
750,19000,4740,9000,70,15,100,3,170,150,90,75
751,10000,4740,10000,80,995,100,3,170,150,90,75
752,10000,4740,10000,80,499,100,3,180,180,100,100
753,10000,4740,10000,80,243,100,3,180,180,100,100
754,10000,4740,10000,80,435,100,3,180,180,100,100
755,10000,4740,10000,80,1011,100,3,180,180,100,100
756,10000,4740,10000,80,1491,100,3,180,180,100,100
757,10000,4740,10000,80,1459,100,3,180,180,100,100
758,10000,4740,10000,80,1011,100,3,180,180,100,100
759,10000,4740,10000,80,1523,100,3,180,180,100,100
760,12000,4740,6600,70,15,100,3,170,150,90,75
761,12000,4740,6600,70,15,100,3,170,150,90,75
762,12000,4740,6600,70,15,100,3,170,150,90,75
763,12000,4740,6600,70,15,100,3,170,150,90,75
764,12000,4740,6600,70,15,100,3,170,150,90,75
765,12000,4740,6600,70,15,100,3,170,150,90,75
766,12000,4740,6600,70,15,100,3,170,150,90,75
767,12000,4740,6600,70,15,100,3,170,150,90,75
768,12000,4740,6600,70,15,100,3,170,150,90,75
769,12000,4740,6600,80,1523,100,3,180,180,100,100
770,21200,4740,10040,70,15,100,4,170,150,90,75
771,12000,4740,6600,70,15,100,4,170,150,90,75
772,12000,4740,6600,70,15,100,4,170,150,90,75
773,12000,4740,6600,70,15,100,4,170,150,90,75
774,12000,4740,6600,70,15,100,4,170,150,90,75
775,12000,4740,6600,70,15,100,4,170,150,90,75
776,12000,4740,6600,70,15,100,4,170,150,90,75
777,12000,4740,6600,70,15,100,4,170,150,90,75
778,12000,4740,6600,70,15,100,4,170,150,90,75
779,12000,4740,6600,70,15,100,4,170,150,90,75
780,12000,4740,6600,70,15,100,4,170,150,90,75
781,12000,4740,6600,70,15,100,4,170,150,90,75
782,12000,4740,6600,70,15,100,4,170,150,90,75
783,12000,4740,6600,70,15,100,4,170,150,90,75
784,12000,4740,6600,70,15,100,4,170,150,90,75
785,12000,4740,6600,70,15,100,4,170,150,90,75
786,12000,4740,6600,70,15,100,4,170,150,90,75
787,12000,4740,6600,70,15,100,4,170,150,90,75
788,12000,4740,6600,70,15,100,4,170,150,90,75
789,12000,4740,6600,70,15,100,4,170,150,90,75
790,12000,4740,6600,70,15,100,4,170,150,90,75
791,12000,4740,6600,70,15,100,4,170,150,90,75
792,12000,4740,6600,70,15,100,4,170,150,90,75
793,12000,4740,6600,70,15,100,4,170,150,90,75
794,12000,4740,6600,70,15,100,4,170,150,90,75
795,12000,4740,6600,70,15,100,4,170,150,90,75
796,12000,4740,6600,70,15,100,4,170,150,90,75
797,12000,4740,6600,70,15,100,4,170,150,90,75
798,12000,4740,6600,70,15,100,4,170,150,90,75
799,12000,4740,6600,70,15,100,4,170,150,90,75
