#,Recipe[0],Recipe[1],Recipe[2],Recipe[3],Recipe[4],Unknown0
909,37663,0,0,0,0,True
910,37664,0,0,0,0,True
911,37665,0,0,0,0,True
912,37666,0,0,0,0,False
913,37667,37668,0,0,0,True
914,37669,0,0,0,0,False
915,37670,37671,0,0,0,True
916,37672,37673,0,0,0,True
917,37674,37675,0,0,0,True
918,37676,0,0,0,0,False
919,37677,0,0,0,0,False
920,37678,0,0,0,0,False
921,37679,0,0,0,0,False
922,37680,0,0,0,0,False
923,37681,0,0,0,0,False
924,37682,0,0,0,0,False
925,37683,37684,0,0,0,False
926,37685,0,0,0,0,False
927,37686,0,0,0,0,False
928,37687,0,0,0,0,False
929,37688,37689,0,0,0,False
930,37690,37691,0,0,0,False
931,37692,0,0,0,0,False
932,37693,0,0,0,0,False
933,37694,0,0,0,0,False
934,37695,0,0,0,0,False
935,37696,0,0,0,0,False
936,37697,37698,0,0,0,False
937,37699,0,0,0,0,True
938,37700,0,0,0,0,True
939,37701,0,0,0,0,True
940,37702,0,0,0,0,False
941,37703,37704,0,0,0,True
942,37705,0,0,0,0,False
943,37706,37707,0,0,0,True
944,37708,37709,0,0,0,True
945,37710,37711,0,0,0,True
946,37712,0,0,0,0,False
947,37713,0,0,0,0,False
948,37714,0,0,0,0,False
949,37715,0,0,0,0,False
950,37716,0,0,0,0,False
951,37717,0,0,0,0,False
952,37718,0,0,0,0,False
953,37719,37720,0,0,0,False
954,37721,0,0,0,0,False
955,37722,0,0,0,0,False
956,37723,0,0,0,0,False
957,37724,37725,0,0,0,False
958,37726,37727,0,0,0,False
959,37728,0,0,0,0,False
960,37729,0,0,0,0,False
961,37730,0,0,0,0,False
962,37731,0,0,0,0,False
963,37732,0,0,0,0,False
964,37733,37734,0,0,0,False
965,37735,0,0,0,0,True
966,37736,0,0,0,0,True
967,37737,0,0,0,0,True
968,37738,0,0,0,0,False
969,37739,37740,0,0,0,True
970,37741,0,0,0,0,False
971,37742,37743,0,0,0,True
972,37744,37745,0,0,0,True
973,37746,37747,0,0,0,True
974,37748,0,0,0,0,False
975,37749,0,0,0,0,False
976,37750,0,0,0,0,False
977,37751,0,0,0,0,False
978,37752,0,0,0,0,False
979,37753,0,0,0,0,False
980,37754,0,0,0,0,False
981,37755,37756,0,0,0,False
982,37757,0,0,0,0,False
983,37758,0,0,0,0,False
984,37759,0,0,0,0,False
985,37760,37761,0,0,0,False
986,37762,37763,0,0,0,False
987,37764,0,0,0,0,False
988,37765,0,0,0,0,False
989,37766,0,0,0,0,False
990,37767,0,0,0,0,False
991,37768,0,0,0,0,False
992,37769,37770,0,0,0,False
993,37771,0,0,0,0,True
994,37772,0,0,0,0,True
995,37773,0,0,0,0,True
996,37774,0,0,0,0,False
997,37775,37776,0,0,0,True
998,37777,0,0,0,0,False
999,37778,37779,0,0,0,True
1000,37780,37781,0,0,0,True
1001,37782,37783,0,0,0,True
1002,37784,0,0,0,0,False
1003,37785,0,0,0,0,False
1004,37786,0,0,0,0,False
1005,37787,0,0,0,0,False
1006,37788,0,0,0,0,False
1007,37789,0,0,0,0,False
1008,37790,0,0,0,0,False
1009,37791,0,0,0,0,False
1010,37792,0,0,0,0,False
1011,37793,0,0,0,0,False
1012,37794,0,0,0,0,False
1013,37795,0,0,0,0,False
1014,37796,0,0,0,0,False
1015,37797,0,0,0,0,False
1016,37798,0,0,0,0,False
1017,37799,0,0,0,0,False
