#,Item,Unknown0,Unknown1,Unknown2
3512,40591,515,0,0
3513,40594,516,0,0
3514,40595,517,0,0
3515,39809,518,0,0
3516,39815,519,0,0
3517,40549,520,0,0
3518,39816,521,0,0
3519,41058,522,0,0
3520,41059,523,0,0
3521,41060,524,0,0
3522,41062,525,0,0
3523,41302,526,0,0
3524,41300,527,0,0
3525,41410,528,0,0
3526,43664,529,0,0
3527,43665,530,0,0
3528,43666,531,0,0
3529,43667,532,0,0
3530,43668,533,0,0
3531,43669,534,0,0
3532,43675,535,0,0
3533,43676,536,0,0
3534,43677,537,0,0
3535,43680,538,0,0
3536,43684,539,0,0
3537,43685,540,0,0
3538,43686,541,0,0
3539,43689,542,0,0
3540,43691,543,0,0
3541,43698,544,0,0
3542,43704,545,0,0
3543,43705,546,0,0
3544,43708,547,0,0
3545,43709,548,0,0
3546,43715,549,0,0
3547,43716,550,0,0
3548,43723,551,0,0
3549,43724,552,0,0
3550,43728,553,0,0
3551,43729,554,0,0
3552,43732,555,0,0
3553,43733,556,0,0
3554,43736,557,0,0
3555,43738,558,0,0
3556,43741,559,0,0
3557,43743,560,0,0
3558,43745,561,0,0
3559,43746,562,0,0
3560,43750,563,0,0
3561,43751,564,0,0
3562,43757,565,0,0
3563,43758,566,0,0
3564,43762,567,0,0
3565,43763,568,0,0
3566,43765,569,0,0
3567,43766,570,0,0
3568,43771,571,0,0
3569,43772,572,0,0
3570,43776,573,0,0
3571,43777,574,0,0
3572,43780,575,0,0
3573,43781,576,0,0
3574,43788,577,0,0
3575,43789,578,0,0
3576,43793,579,0,0
3577,43796,580,0,0
3578,43797,581,0,0
3579,43803,582,0,0
3580,43804,583,0,0
3581,43809,584,0,0
3582,43810,585,0,0
3583,43815,586,0,0
3584,43816,587,0,0
3585,43823,588,0,0
3586,43824,589,0,0
3587,43829,590,0,0
3588,43830,591,0,0
3589,43835,593,0,0
3590,43836,594,0,0
3591,43841,595,0,0
3592,43843,596,0,0
3593,43844,597,0,0
3594,44339,598,0,0
3595,44340,599,0,0
3596,44335,600,0,0
3597,44337,601,0,0
3598,44338,602,0,0
3599,46193,603,0,0
3600,0,0,0,0
4000,0,0,0,0
4001,7685,1,0,0
4002,7701,2,0,0
4003,7680,3,0,0
4004,4890,4,0,0
4005,4955,5,0,0
4006,5011,6,0,0
4007,4886,7,0,0
4008,4898,8,0,0
4009,5466,9,0,0
4010,4974,10,0,0
4011,5032,11,0,0
4012,5039,12,0,0
4013,4951,13,0,0
4014,7704,14,0,0
4015,4882,15,0,0
4016,5036,16,0,0
4017,7691,17,0,0
4018,4956,18,0,0
4019,7940,19,0,0
4020,4953,20,0,0
4021,5461,21,0,0
4022,7911,22,0,0
4023,4958,23,0,0
4024,5022,24,0,0
4025,7903,25,0,0
4026,7913,26,0,0
4027,7697,27,0,0
4028,7699,28,0,0
4029,7705,29,0,0
4030,4999,30,0,0
4031,4959,31,0,0
4032,5042,32,0,0
4033,6185,33,0,0
4034,6191,34,0,0
4035,7709,35,0,0
4036,5034,36,0,0
4037,4965,37,0,0
4038,5040,38,0,0
4039,4968,39,0,0
4040,4964,40,0,0
4041,7902,41,0,0
4042,4883,42,0,0
4043,4963,43,0,0
4044,4967,44,0,0
4045,5033,45,0,0
4046,4911,46,0,0
4047,4887,47,0,0
4048,7904,48,0,0
4049,7951,49,0,0
4050,4892,50,0,0
4051,5014,51,0,0
4052,7939,52,0,0
4053,4894,53,0,0
4054,4979,54,0,0
4055,7700,55,0,0
4056,4897,56,0,0
4057,4987,57,0,0
4058,5462,58,0,0
4059,7693,59,0,0
4060,4976,60,0,0
4061,4980,61,0,0
4062,7682,62,0,0
4063,4975,63,0,0
4064,4991,64,0,0
4065,4885,65,0,0
4066,7916,66,0,0
4067,4969,67,0,0
4068,4986,68,0,0
4069,7908,69,0,0
4070,7938,70,0,0
4071,4982,71,0,0
4072,4992,72,0,0
4073,4973,73,0,0
4074,4985,74,0,0
4075,7689,75,0,0
4076,7949,76,0,0
4077,4984,77,0,0
4078,5007,78,0,0
4079,5013,79,0,0
4080,7919,80,0,0
4081,4895,81,0,0
4082,4981,82,0,0
4083,4993,83,0,0
4084,7920,84,0,0
4085,4905,85,0,0
4086,7678,86,0,0
4087,5008,87,0,0
4088,4990,88,0,0
4089,4996,89,0,0
4090,4997,90,0,0
4091,7921,91,0,0
4092,4994,92,0,0
4093,7906,93,0,0
4094,12776,94,0,0
4095,12716,95,0,0
4096,12781,96,0,0
4097,12747,97,0,0
4098,12719,98,0,0
4099,12824,99,0,0
4100,12722,100,0,0
4101,12743,101,0,0
4102,12784,102,0,0
4103,13731,103,0,0
4104,12808,104,0,0
4105,12788,105,0,0
4106,12797,106,0,0
4107,12750,107,0,0
4108,12754,108,0,0
4109,12775,109,0,0
4110,12768,110,0,0
4111,12738,111,0,0
4112,12735,112,0,0
4113,12755,113,0,0
4114,12810,114,0,0
4115,12817,115,0,0
4116,8752,116,0,0
4117,12764,117,0,0
4118,12774,118,0,0
4119,12801,119,0,0
4120,12745,120,0,0
4121,12746,121,0,0
4122,12724,122,0,0
4123,13727,123,0,0
4124,12760,124,0,0
4125,8773,125,0,0
4126,12737,126,0,0
4127,12772,127,0,0
4128,12736,128,0,0
4129,12741,129,0,0
4130,12756,130,0,0
4131,12792,131,0,0
4132,14218,132,0,0
4133,12728,133,0,0
4134,12782,134,0,0
4135,15627,135,0,0
4136,15635,136,0,0
4137,15637,137,0,0
4138,16748,139,0,0
4139,17578,142,0,0
4140,17562,143,0,0
4141,20020,144,0,0
4142,20022,145,0,0
4143,20027,146,0,0
4144,20032,147,0,0
4145,20037,148,0,0
4146,20038,149,0,0
4147,20041,150,0,0
4148,20049,151,0,0
4149,20051,152,0,0
4150,20052,153,0,0
4151,20053,154,0,0
4152,20137,155,0,0
4153,20058,156,0,0
4154,20060,157,0,0
4155,20068,158,0,0
4156,20070,159,0,0
4157,20072,160,0,0
4158,20073,161,0,0
4159,20075,163,0,0
4160,20076,164,0,0
4161,20078,165,0,0
4162,20079,166,0,0
4163,20080,167,0,0
4164,20086,168,0,0
4165,20087,169,0,0
4166,20089,170,0,0
4167,20090,171,0,0
4168,20095,172,0,0
4169,20096,173,0,0
4170,20097,174,0,0
4171,20100,175,0,0
4172,20101,176,0,0
4173,20106,177,0,0
4174,20107,178,0,0
4175,20108,179,0,0
4176,20110,180,0,0
4177,20114,181,0,0
4178,20115,182,0,0
4179,20116,183,0,0
4180,20118,184,0,0
4181,20120,185,0,0
4182,20124,187,0,0
4183,20130,188,0,0
4184,20134,189,0,0
4185,20138,190,0,0
4186,20140,191,0,0
4187,20141,192,0,0
4188,20142,193,0,0
4189,20145,194,0,0
4190,20148,195,0,0
4191,20151,196,0,0
4192,20155,197,0,0
4193,20159,198,0,0
4194,20163,199,0,0
4195,20167,200,0,0
4196,20177,201,0,0
4197,20179,202,0,0
4198,20180,203,0,0
4199,20181,204,0,0
4200,20183,205,0,0
4201,20185,206,0,0
4202,20186,207,0,0
4203,20188,208,0,0
4204,20193,209,0,0
4205,20196,210,0,0
4206,20201,211,0,0
4207,20202,212,0,0
4208,20205,213,0,0
4209,20208,214,0,0
4210,20209,215,0,0
4211,20218,216,0,0
4212,20220,217,0,0
4213,20221,218,0,0
4214,20223,219,0,0
4215,20225,220,0,0
4216,20229,221,0,0
4217,20230,222,0,0
4218,20232,223,0,0
4219,20236,224,0,0
4220,21174,225,0,0
4221,21177,226,0,0
4222,21180,227,0,0
4223,20789,228,0,0
4224,22391,231,0,0
4225,22396,232,0,0
4226,22397,233,0,0
4227,22398,234,0,0
4228,23055,235,0,0
4229,23059,236,0,0
4230,23060,237,0,0
4231,23061,238,0,0
4232,23068,239,0,0
4233,23071,240,0,0
4234,23072,241,0,0
4235,23073,242,0,0
4236,23075,243,0,0
4237,24205,244,0,0
4238,24207,245,0,0
4239,24208,246,0,0
4240,24209,247,0,0
4241,24210,248,0,0
4242,24884,249,0,0
4243,24886,250,0,0
4244,24887,251,0,0
4245,24888,252,0,0
4246,24890,253,0,0
4247,24891,254,0,0
4248,24893,255,0,0
4249,24559,256,0,0
4250,24560,257,0,0
4251,24561,258,0,0
4252,26746,259,0,0
4253,27417,260,0,0
4254,27428,261,0,0
4255,27430,262,0,0
4256,27440,263,0,0
4257,27449,264,0,0
4258,27448,265,0,0
4259,27415,266,0,0
4260,27422,267,0,0
4261,27443,268,0,0
4262,27444,269,0,0
4263,27457,270,0,0
4264,27452,271,0,0
4265,27454,272,0,0
4266,27421,273,0,0
4267,27453,274,0,0
4268,27460,275,0,0
4269,27479,276,0,0
4270,27480,277,0,0
4271,27486,278,0,0
4272,27487,279,0,0
4273,27474,280,0,0
4274,27489,281,0,0
4275,27485,282,0,0
4276,27488,283,0,0
4277,27484,284,0,0
4278,27490,285,0,0
4279,27498,286,0,0
4280,27506,287,0,0
4281,27504,288,0,0
4282,27456,289,0,0
4283,27514,290,0,0
4284,27505,291,0,0
4285,27512,292,0,0
4286,27520,294,0,0
4287,27536,295,0,0
4288,27519,296,0,0
4289,27524,297,0,0
4290,27525,298,0,0
4291,27530,299,0,0
4292,27531,300,0,0
4293,27539,301,0,0
4294,27540,302,0,0
4295,27546,303,0,0
4296,27545,304,0,0
4297,27552,305,0,0
4298,27557,306,0,0
4299,27570,307,0,0
4300,27571,308,0,0
4301,27551,309,0,0
4302,27558,310,0,0
4303,27577,311,0,0
4304,27563,312,0,0
4305,27576,313,0,0
4306,27567,314,0,0
4307,27566,315,0,0
4308,16751,316,0,0
4309,16752,317,0,0
4310,16753,318,0,0
4311,28067,319,0,0
4312,28068,320,0,0
4313,28072,321,0,0
4314,28193,322,0,0
4315,28938,323,0,0
4316,28939,324,0,0
4317,28940,325,0,0
4318,29719,326,0,0
4319,29720,327,0,0
4320,29722,328,0,0
4321,29728,329,0,0
4322,29730,330,0,0
4323,29734,331,0,0
4324,29741,332,0,0
4325,29742,333,0,0
4326,29744,334,0,0
4327,29746,335,0,0
4328,29748,336,0,0
4329,29752,337,0,0
4330,29755,338,0,0
4331,29760,339,0,0
4332,29762,340,0,0
4333,29766,341,0,0
4334,29772,342,0,0
4335,29773,343,0,0
4336,29775,344,0,0
4337,29779,345,0,0
4338,29780,346,0,0
4339,29783,347,0,0
4340,29785,348,0,0
4341,29673,21,0,0
4342,20045,349,0,0
4343,28926,350,0,0
4344,5023,351,0,0
4345,30432,352,0,0
4346,30435,354,0,0
4347,30436,355,0,0
4348,30439,356,0,0
4349,30488,357,0,0
4350,30489,358,0,0
4351,32050,359,0,0
4352,32051,360,0,0
4353,32055,361,0,0
4354,32077,362,0,0
4355,32097,363,0,0
4356,32059,364,0,0
4357,32080,365,0,0
4358,32100,366,0,0
4359,32062,367,0,0
4360,32101,368,0,0
4361,32102,369,0,0
4362,32064,370,0,0
4363,32084,371,0,0
4364,32065,372,0,0
4365,32067,373,0,0
4366,32068,374,0,0
4367,32069,375,0,0
4368,32071,376,0,0
4369,32086,377,0,0
4370,32087,378,0,0
4371,32089,379,0,0
4372,32108,380,0,0
4373,32109,381,0,0
4374,32110,382,0,0
4375,32113,383,0,0
4376,32083,384,0,0
4377,31770,385,0,0
4378,33220,386,0,0
4379,33319,387,0,0
4380,33324,388,0,0
4381,33240,389,0,0
4382,36388,390,0,0
4383,36389,391,0,0
4384,36392,392,0,0
4385,36398,393,0,0
4386,36400,394,0,0
4387,36404,395,0,0
4388,36405,396,0,0
4389,36407,397,0,0
4390,36412,398,0,0
4391,36415,399,0,0
4392,36417,400,0,0
4393,36418,401,0,0
4394,36422,402,0,0
4395,36423,403,0,0
4396,36425,404,0,0
4397,36426,405,0,0
4398,35605,406,0,0
4399,36432,407,0,0
4400,36434,408,0,0
4401,36438,409,0,0
4402,36441,410,0,0
4403,36443,411,0,0
4404,36448,412,0,0
4405,36452,413,0,0
4406,36456,414,0,0
4407,36458,415,0,0
4408,36461,416,0,0
4409,36468,417,0,0
4410,36471,418,0,0
4411,36473,419,0,0
4412,36477,420,0,0
4413,36488,421,0,0
4414,36489,422,0,0
4415,36496,423,0,0
4416,36499,424,0,0
4417,36502,425,0,0
4418,36508,426,0,0
4419,36510,427,0,0
4420,36511,428,0,0
4421,36512,429,0,0
4422,36515,430,0,0
4423,36518,431,0,0
4424,36519,432,0,0
4425,36524,433,0,0
4426,36525,434,0,0
4427,36550,435,0,0
4428,36551,436,0,0
4429,36556,437,0,0
4430,36557,438,0,0
4431,36562,439,0,0
4432,36563,440,0,0
4433,36530,441,0,0
4434,36531,442,0,0
4435,36536,443,0,0
4436,36539,444,0,0
4437,36542,445,0,0
4438,36543,446,0,0
4439,36571,447,0,0
4440,36569,448,0,0
4441,36574,449,0,0
4442,36577,450,0,0
4443,36584,451,0,0
4444,36585,452,0,0
4445,36568,453,0,0
4446,36679,454,0,0
4447,36681,455,0,0
4448,36682,456,0,0
4449,36685,457,0,0
4450,36686,458,0,0
4451,36659,459,0,0
4452,36662,460,0,0
4453,37847,461,0,0
4454,37851,462,0,0
4455,37697,463,0,0
4456,38831,464,0,0
4457,38832,465,0,0
4458,38811,466,0,0
4459,38838,467,0,0
4460,38839,468,0,0
4461,38793,469,0,0
4462,40521,470,0,0
4463,40523,471,0,0
4464,40541,472,0,0
4465,40562,473,0,0
4466,40582,474,0,0
4467,40583,475,0,0
4468,40524,476,0,0
4469,40525,477,0,0
4470,40546,478,0,0
4471,40564,479,0,0
4472,40587,480,0,0
4473,40570,481,0,0
4474,40532,482,0,0
4475,40533,483,0,0
4476,40537,484,0,0
4477,40538,485,0,0
4478,40539,486,0,0
4479,40551,487,0,0
4480,40553,488,0,0
4481,40556,489,0,0
4482,40559,490,0,0
4483,40571,491,0,0
4484,40576,492,0,0
4485,40596,493,0,0
4486,40597,494,0,0
4487,40599,495,0,0
4488,39912,496,0,0
4489,39810,497,0,0
4490,40569,499,0,0
4491,40600,500,0,0
4492,41406,501,0,0
4493,41061,502,0,0
4494,41419,503,0,0
4495,41411,504,0,0
4496,43670,505,0,0
4497,43672,506,0,0
4498,43673,507,0,0
4499,43678,508,0,0
4500,43681,509,0,0
4501,43682,510,0,0
4502,43683,511,0,0
4503,43687,512,0,0
4504,43688,513,0,0
4505,43690,514,0,0
4506,43692,515,0,0
4507,43694,516,0,0
4508,43695,517,0,0
4509,43696,518,0,0
4510,43699,519,0,0
4511,43700,520,0,0
4512,43701,521,0,0
4513,43706,522,0,0
4514,43707,523,0,0
4515,43710,524,0,0
4516,43712,525,0,0
4517,43713,526,0,0
4518,43717,527,0,0
4519,43718,528,0,0
4520,43719,529,0,0
4521,43720,530,0,0
4522,43721,531,0,0
4523,43725,532,0,0
4524,43726,533,0,0
4525,43730,534,0,0
4526,43731,535,0,0
4527,43734,536,0,0
4528,43735,537,0,0
4529,43739,538,0,0
4530,43742,539,0,0
4531,43747,540,0,0
4532,43748,541,0,0
4533,43752,542,0,0
4534,43753,543,0,0
4535,43754,544,0,0
4536,43759,545,0,0
4537,43767,546,0,0
4538,43768,547,0,0
4539,43769,548,0,0
4540,43770,549,0,0
4541,43774,550,0,0
4542,43778,551,0,0
4543,43779,552,0,0
4544,43782,553,0,0
4545,43790,554,0,0
4546,43794,555,0,0
4547,43798,556,0,0
4548,43805,557,0,0
4549,43806,558,0,0
4550,43811,560,0,0
4551,43812,561,0,0
4552,43817,564,0,0
4553,43818,565,0,0
4554,43821,567,0,0
4555,43825,568,0,0
4556,43826,569,0,0
4557,43832,570,0,0
4558,43837,572,0,0
4559,43838,573,0,0
4560,43845,574,0,0
4561,43846,575,0,0
4562,43831,576,0,0
4563,44341,577,0,0
4564,44343,578,0,0
4565,44342,579,0,0
4566,44345,580,0,0
4567,44346,581,0,0
4568,44344,582,0,0
4569,44334,583,0,0
4570,44336,584,0,0
4571,47989,585,0,0
4572,47990,586,0,0
4573,47991,587,0,0
4574,47992,588,0,0
4575,47994,589,0,0
4576,46188,590,0,0
4577,46190,591,0,0
4578,46192,592,0,0
4579,46194,593,0,0
4580,46249,594,0,0
4581,46779,595,0,0
4582,49794,596,0,0
4583,49796,597,0,0
4584,49797,598,0,0
4585,0,0,0,0
5000,0,0,0,0
5001,4888,1,0,0
5002,5000,2,0,0
5003,4902,3,0,0
5004,4988,4,0,0
5005,7687,5,0,0
5006,5009,6,0,0
5007,5017,7,0,0
5008,7934,8,0,0
5009,5001,9,0,0
5010,7710,10,0,0
5011,4891,11,0,0
5012,4899,12,0,0
5013,5004,13,0,0
5014,5012,14,0,0
5015,5010,16,0,0
5016,5037,17,0,0
5017,4906,18,0,0
5018,7932,19,0,0
5019,7695,20,0,0
5020,7935,21,0,0
5021,7937,22,0,0
5022,7707,23,0,0
5023,5026,24,0,0
5024,7929,25,0,0
5025,7944,26,0,0
5026,5016,27,0,0
5027,4889,28,0,0
5028,4893,29,0,0
5029,5005,30,0,0
5030,5041,31,0,0
5031,5044,32,0,0
5032,5019,33,0,0
5033,7912,34,0,0
5034,7914,35,0,0
5035,4901,36,0,0
5036,4904,37,0,0
5037,5006,38,0,0
5038,4910,39,0,0
5039,5025,40,0,0
5040,7918,41,0,0
5041,5031,42,0,0
5042,4909,43,0,0
5043,7928,44,0,0
5044,7910,45,0,0
5045,5018,46,0,0
5046,7713,47,0,0
5047,12744,48,0,0
5048,12759,49,0,0
5049,12822,50,0,0
5050,12786,51,0,0
5051,12721,52,0,0
5052,12770,53,0,0
5053,12791,54,0,0
5054,12818,55,0,0
5055,12714,56,0,0
5056,12749,57,0,0
5057,14216,58,0,0
5058,12751,59,0,0
5059,12771,60,0,0
5060,8776,61,0,0
5061,14220,62,0,0
5062,8770,63,0,0
5063,12795,64,0,0
5064,13730,65,0,0
5065,12727,66,0,0
5066,12787,67,0,0
5067,12819,68,0,0
5068,8760,69,0,0
5069,12789,70,0,0
5070,12729,71,0,0
5071,12807,72,0,0
5072,12726,73,0,0
5073,12785,74,0,0
5074,12766,75,0,0
5075,12805,76,0,0
5076,12767,77,0,0
5077,12793,78,0,0
5078,8766,79,0,0
5079,8769,80,0,0
5080,12740,81,0,0
5081,12816,82,0,0
5082,12799,83,0,0
5083,12828,84,0,0
5084,8767,85,0,0
5085,12765,86,0,0
5086,12806,87,0,0
5087,8759,88,0,0
5088,12763,89,0,0
5089,12815,90,0,0
5090,14211,91,0,0
5091,12804,92,0,0
5092,12813,93,0,0
5093,12827,94,0,0
5094,12761,95,0,0
5095,13732,96,0,0
5096,12798,97,0,0
5097,8755,98,0,0
5098,12748,99,0,0
5099,14219,100,0,0
5100,4896,101,0,0
5101,7942,102,0,0
5102,7947,103,0,0
5103,5020,104,0,0
5104,5024,105,0,0
5105,7922,106,0,0
5106,7924,107,0,0
5107,7927,108,0,0
5108,7945,109,0,0
5109,5021,110,0,0
5110,5043,111,0,0
5111,4907,112,0,0
5112,7909,113,0,0
5113,7936,114,0,0
5114,4918,115,0,0
5115,5015,117,0,0
5116,4914,118,0,0
5117,5045,119,0,0
5118,7931,120,0,0
5119,7948,121,0,0
5120,7926,122,0,0
5121,7917,123,0,0
5122,7923,124,0,0
5123,5028,125,0,0
5124,5030,126,0,0
5125,4908,127,0,0
5126,4912,128,0,0
5127,4915,129,0,0
5128,4921,130,0,0
5129,5027,131,0,0
5130,7943,132,0,0
5131,4916,133,0,0
5132,7915,134,0,0
5133,5029,135,0,0
5134,4919,137,0,0
5135,15628,138,0,0
5136,15633,139,0,0
5137,16744,142,0,0
5138,16756,144,0,0
5139,17577,146,0,0
5140,17580,147,0,0
5141,17583,148,0,0
5142,17585,149,0,0
5143,17586,150,0,0
5144,17589,151,0,0
5145,17564,152,0,0
5146,20034,153,0,0
5147,20039,154,0,0
5148,20040,155,0,0
5149,20054,156,0,0
5150,20061,157,0,0
5151,20099,158,0,0
5152,20104,159,0,0
5153,20105,160,0,0
5154,20109,161,0,0
5155,20119,162,0,0
5156,20103,163,0,0
5157,20143,164,0,0
5158,20146,165,0,0
5159,20150,166,0,0
5160,20152,167,0,0
5161,20154,168,0,0
5162,20156,169,0,0
5163,20157,170,0,0
5164,20161,171,0,0
5165,20166,172,0,0
5166,20169,173,0,0
5167,20171,174,0,0
5168,20172,175,0,0
5169,20173,176,0,0
5170,20178,177,0,0
5171,20182,178,0,0
5172,20184,179,0,0
5173,20190,180,0,0
5174,20192,181,0,0
5175,20195,182,0,0
5176,20197,183,0,0
5177,20199,184,0,0
5178,20200,185,0,0
5179,20204,186,0,0
5180,20210,187,0,0
5181,20215,188,0,0
5182,20216,189,0,0
5183,20219,190,0,0
5184,20222,191,0,0
5185,20226,192,0,0
5186,20227,193,0,0
5187,20228,194,0,0
5188,20231,195,0,0
5189,20235,196,0,0
5190,20238,197,0,0
5191,20239,198,0,0
5192,21176,199,0,0
5193,21179,200,0,0
5194,20788,201,0,0
5195,22392,203,0,0
5196,22389,204,0,0
5197,22394,205,0,0
5198,22393,206,0,0
5199,23062,207,0,0
5200,23063,208,0,0
5201,24206,209,0,0
5202,24212,210,0,0
5203,24214,211,0,0
5204,24215,212,0,0
5205,24217,213,0,0
5206,24883,214,0,0
5207,24889,215,0,0
5208,24991,216,0,0
5209,27411,217,0,0
5210,27436,218,0,0
5211,27431,219,0,0
5212,27447,220,0,0
5213,27463,221,0,0
5214,27491,222,0,0
5215,27492,223,0,0
5216,27441,224,0,0
5217,27466,225,0,0
5218,27497,226,0,0
5219,26749,227,0,0
5220,27464,228,0,0
5221,27499,229,0,0
5222,27509,230,0,0
5223,27500,231,0,0
5224,27515,232,0,0
5225,27502,233,0,0
5226,27508,234,0,0
5227,27522,236,0,0
5228,27533,237,0,0
5229,27521,238,0,0
5230,27527,239,0,0
5231,27526,240,0,0
5232,27532,241,0,0
5233,27541,242,0,0
5234,27547,243,0,0
5235,27542,244,0,0
5236,27548,245,0,0
5237,27553,246,0,0
5238,27554,247,0,0
5239,27559,248,0,0
5240,27560,249,0,0
5241,27564,250,0,0
5242,27565,251,0,0
5243,27534,252,0,0
5244,27572,253,0,0
5245,27578,254,0,0
5246,27535,255,0,0
5247,27573,256,0,0
5248,27579,257,0,0
5249,4913,258,0,0
5250,16747,259,0,0
5251,28071,260,0,0
5252,28192,261,0,0
5253,20074,262,0,0
5254,16745,263,0,0
5255,16746,264,0,0
5256,28942,265,0,0
5257,29723,266,0,0
5258,29725,267,0,0
5259,29727,268,0,0
5260,29731,269,0,0
5261,29733,270,0,0
5262,29735,271,0,0
5263,29737,272,0,0
5264,29738,273,0,0
5265,29743,274,0,0
5266,29745,275,0,0
5267,29750,276,0,0
5268,29751,277,0,0
5269,29754,278,0,0
5270,29758,279,0,0
5271,29759,280,0,0
5272,29763,10,0,0
5273,29767,282,0,0
5274,29769,283,0,0
5275,29776,284,0,0
5276,29787,285,0,0
5277,30433,286,0,0
5278,31134,287,0,0
5279,30434,288,0,0
5280,32053,289,0,0
5281,32058,290,0,0
5282,32060,291,0,0
5283,32078,292,0,0
5284,32099,293,0,0
5285,32061,294,0,0
5286,32081,295,0,0
5287,32070,296,0,0
5288,32073,297,0,0
5289,32091,298,0,0
5290,32092,299,0,0
5291,32106,300,0,0
5292,32111,301,0,0
5293,32103,302,0,0
5294,32114,303,0,0
5295,33320,304,0,0
5296,33325,305,0,0
5297,33243,306,0,0
5298,36393,307,0,0
5299,36394,308,0,0
5300,36402,309,0,0
5301,36408,310,0,0
5302,36411,311,0,0
5303,36414,312,0,0
5304,36419,313,0,0
5305,36427,314,0,0
5306,36430,315,0,0
5307,36435,316,0,0
5308,36439,317,0,0
5309,36440,318,0,0
5310,36442,319,0,0
5311,36446,320,0,0
5312,36449,321,0,0
5313,36453,322,0,0
5314,36459,323,0,0
5315,36462,324,0,0
5316,36467,325,0,0
5317,36475,326,0,0
5318,36479,327,0,0
5319,36480,328,0,0
5320,36485,329,0,0
5321,35607,330,0,0
5322,36491,331,0,0
5323,36494,332,0,0
5324,36505,333,0,0
5325,36513,334,0,0
5326,36516,335,0,0
5327,36520,336,0,0
5328,36526,337,0,0
5329,36527,338,0,0
5330,36552,339,0,0
5331,36553,340,0,0
5332,36558,341,0,0
5333,36559,342,0,0
5334,36564,343,0,0
5335,36565,344,0,0
5336,36532,345,0,0
5337,36533,346,0,0
5338,36538,347,0,0
5339,36547,348,0,0
5340,36544,349,0,0
5341,36545,350,0,0
5342,36570,351,0,0
5343,36581,352,0,0
5344,36576,353,0,0
5345,36579,354,0,0
5346,36586,355,0,0
5347,36587,356,0,0
5348,36578,357,0,0
5349,36546,358,0,0
5350,36580,359,0,0
5351,36680,360,0,0
5352,36683,361,0,0
5353,36684,362,0,0
5354,37845,363,0,0
5355,37846,364,0,0
5356,37848,365,0,0
5357,37850,366,0,0
5358,37853,367,0,0
5359,38833,368,0,0
5360,38834,369,0,0
5361,38835,370,0,0
5362,38840,371,0,0
5363,38841,372,0,0
5364,38799,373,0,0
5365,39879,374,0,0
5366,39880,375,0,0
5367,40544,376,0,0
5368,40545,377,0,0
5369,40566,378,0,0
5370,40585,379,0,0
5371,40528,380,0,0
5372,40548,381,0,0
5373,40588,382,0,0
5374,40530,383,0,0
5375,40590,384,0,0
5376,40534,385,0,0
5377,40536,386,0,0
5378,40554,387,0,0
5379,40558,388,0,0
5380,40578,389,0,0
5381,40579,390,0,0
5382,40592,391,0,0
5383,40593,392,0,0
5384,40598,393,0,0
5385,40529,394,0,0
5386,40589,395,0,0
5387,40580,396,0,0
5388,41401,397,0,0
5389,41402,398,0,0
5390,41403,399,0,0
5391,41405,400,0,0
5392,41298,401,0,0
5393,41299,402,0,0
5394,41301,403,0,0
5395,41409,404,0,0
5396,43671,405,0,0
5397,43674,406,0,0
5398,43679,407,0,0
5399,43693,408,0,0
5400,43697,409,0,0
5401,43702,410,0,0
5402,43703,411,0,0
5403,43711,412,0,0
5404,43714,413,0,0
5405,43722,414,0,0
5406,43727,415,0,0
5407,43737,416,0,0
5408,43740,417,0,0
5409,43744,418,0,0
5410,43749,419,0,0
5411,43755,420,0,0
5412,43756,421,0,0
5413,43760,422,0,0
5414,43761,423,0,0
5415,43764,424,0,0
5416,43773,425,0,0
5417,43775,426,0,0
5418,43783,427,0,0
5419,43784,428,0,0
5420,43785,429,0,0
5421,43786,430,0,0
5422,43787,431,0,0
5423,43791,432,0,0
5424,43799,433,0,0
5425,43808,434,0,0
5426,43820,435,0,0
5427,43822,436,0,0
5428,43827,437,0,0
5429,43828,438,0,0
5430,43834,439,0,0
5431,43839,440,0,0
5432,43840,441,0,0
5433,43842,442,0,0
5434,43847,443,0,0
5435,43848,444,0,0
5436,43807,445,0,0
5437,43813,446,0,0
5438,43814,447,0,0
5439,43819,448,0,0
5440,43833,449,0,0
5441,44347,450,0,0
5442,47988,451,0,0
5443,47995,452,0,0
5444,46189,453,0,0
5445,46195,454,0,0
5446,49798,455,0,0
5447,49799,456,0,0
5448,49800,457,0,0
5449,0,0,0,0
6000,0,0,0,0
6001,7930,2,0,0
6002,7686,3,0,0
6003,7905,4,0,0
6004,7950,5,0,0
6005,7684,6,0,0
6006,7941,7,0,0
6007,5046,8,0,0
6008,4920,9,0,0
6009,4922,10,0,0
6010,7690,11,0,0
6011,4923,12,0,0
6012,4924,13,0,0
6013,12802,14,0,0
6014,12814,15,0,0
6015,14213,16,0,0
6016,8762,17,0,0
6017,12752,18,0,0
6018,12769,19,0,0
6019,12834,20,0,0
6020,10123,21,0,0
6021,12800,22,0,0
6022,8774,23,0,0
6023,12820,24,0,0
6024,12826,25,0,0
6025,12835,26,0,0
6026,12825,27,0,0
6027,8753,28,0,0
6028,12821,29,0,0
6029,14214,30,0,0
6030,12831,31,0,0
6031,8765,32,0,0
6032,8771,33,0,0
6033,8763,34,0,0
6034,12832,35,0,0
6035,8757,36,0,0
6036,8768,37,0,0
6037,8775,38,0,0
6038,12829,39,0,0
6039,12833,40,0,0
