#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131400,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 300 gil?,8904508,0,0,597642,963,56,1,0,0,False
131401,Enter the Andron,,8918004,0,0,0,990,1,13,0,0,False
131402,,Exit room?,8917996,0,0,0,962,1,1,0,0,False
131403,,Enter the main hall?,8929915,0,0,0,987,1,1,0,0,False
131404,,Leave the main hall?,8929839,0,0,0,962,1,1,0,0,False
131405,,Travel to Limsa Lominsa for 300 gil?,6873901,598556,0,597723,129,58,1,0,0,False
131406,,Travel to Old Sharlayan for 300 gil?,9019549,0,0,597722,962,58,1,0,0,False
131407,,Enter Labyrinthos?,8954010,598557,0,0,956,1,1,0,0,False
131408,,Return to Old Sharlayan?,8954012,598558,0,0,962,1,1,0,0,False
131409,,Enter Radz-at-Han?,8953665,598559,0,0,963,1,1,0,0,False
131410,,Exit to Thavnair?,8953667,598560,0,0,957,1,1,0,0,False
131411,,Proceed to the Medial Circuit?,8953996,598561,598555,0,956,59,1,0,0,False
131412,,Proceed to the Outer Circuit?,8953982,598562,0,0,956,1,1,0,0,False
131413,,Proceed to the Central Circuit?,8954001,598563,0,0,956,1,1,0,0,False
131414,,Proceed to the Medial Circuit?,8954000,598564,0,0,956,1,1,0,0,False
131415,,Descend to the lower levels?,8954006,598565,0,0,956,1,1,0,0,False
131416,,Ascend to the main level?,8954005,598566,0,0,956,1,1,0,0,False
131417,,Journey to Ultima Thule?,8953942,598567,0,0,960,1,1,0,0,False
131418,,Return to Labyrinthos?,8953972,0,0,0,956,1,1,0,0,False
131419,,Enter the Ala Mhigan Quarter?,8953920,598568,0,0,621,1,1,0,0,False
131420,,Travel to Garlemald?,8953889,598569,0,0,958,1,1,0,0,False
131421,,Enter Pandæmonium?,8953635,0,0,0,1025,1,14,0,0,False
131422,,Exit to Elpis?,8953634,0,0,0,961,1,14,0,0,False
131423,,Return to the sharp-eyed Radiant?,8953933,0,597693,0,957,57,1,0,0,False
131424,,Proceed upward?,8953619,0,0,0,961,1,1,0,0,False
131425,,Return to the entrance?,8953618,0,0,0,961,1,1,0,0,False
131426,,Proceed skyward?,8953627,0,0,0,961,1,1,0,0,False
131427,,Proceed downward?,8953626,0,0,0,961,1,1,0,0,False
131428,,Leave the Mothercrystal?,8995256,0,0,0,956,1,1,0,0,False
131429,Purchase Passage to Ul'dah,Travel to Ul'dah for 300 gil?,4103339,0,0,597643,130,54,1,0,0,False
131430,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 300 gil?,8904508,0,0,590453,963,54,1,0,0,False
131431,Purchase Passage to Gridania,Travel to Gridania for 300 gil?,4103382,0,0,597643,132,54,1,0,0,False
131432,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 300 gil?,8904508,0,0,590454,963,54,1,0,0,False
131433,Purchase Passage to Limsa Lominsa,Travel to Limsa Lominsa for 300 gil?,4103399,0,0,597643,128,54,1,0,0,False
131434,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 300 gil?,8904508,0,0,590455,963,54,1,0,0,False
131435,Purchase Passage to Ishgard,Travel to Ishgard for 500 gil?,5835975,0,0,597643,419,55,1,0,0,False
131436,Purchase Passage to Radz-at-Han,Travel to Radz-at-Han for 500 gil?,8904508,0,0,592480,963,55,1,0,0,False
131437,,Proceed to Ostrakon Deka-hexi?,8995906,0,0,0,960,1,15,0,0,False
131438,,Proceed to Ostrakon Tria?,8995909,0,0,0,960,1,15,0,0,False
131439,,Proceed to the empty portal?,8995910,0,0,0,960,1,15,0,0,False
131440,,Proceed to the fallow portal?,8995912,0,0,0,960,1,15,0,0,False
131441,,Proceed to the unmemoried portal?,8995914,0,0,0,960,1,15,0,0,False
131442,,Proceed to Base Omicron?,8995915,0,0,0,960,1,15,0,0,False
131443,,Enter the Royal Menagerie?,7151251,597655,0,0,740,1,1,0,0,False
131444,,Exit to Ultima Thule?,8996315,0,0,0,960,1,1,0,0,False
131445,,Return beyond the stars?,8996315,0,0,0,960,1,1,0,0,False
131446,,Leave the Haunted Manor?,9011003,0,0,0,133,1,1,0,0,False
131447,,Enter the Haunted Manor?,9010999,597658,597659,0,809,1,1,0,0,False
131448,,Travel to Thavnair?,9019548,598570,0,0,957,1,1,0,0,False
131449,,Return to the Enceladeum?,9021011,0,0,0,958,1,1,0,0,False
131450,Enter the Nethergate,Proceed to the Nethergate?,9021094,598571,0,0,1024,1,1,0,0,False
131451,,Proceed to the Nethergate?,9021101,0,0,0,1024,1,1,0,0,False
131452,,Return to the Ocular?,9021139,0,0,0,844,1,1,0,0,False
131453,Travel to Elpis,Proceed to Elpis?,9021254,0,0,0,961,1,1,0,0,False
131454,,Proceed to Philomythes Notos?,9021258,0,0,0,961,1,14,0,0,False
131455,,Proceed to Kallimelios Zephyros?,9021260,0,0,0,961,1,14,0,0,False
131456,,Proceed to Kallimelios Zephyros?,9021262,0,0,0,961,1,14,0,0,False
131457,,Proceed to Ethoseletikos Boreas?,9021264,0,0,0,961,1,14,0,0,False
131458,,Proceed to Ethoseletikos Boreas?,9021268,0,0,0,961,1,14,0,0,False
131459,,Proceed to Misopses Euros?,9021274,0,0,0,961,1,14,0,0,False
131460,,Proceed to the upper burrows?,9020547,0,0,0,959,1,1,0,0,False
131461,,Proceed to the lower burrows?,9020548,0,0,0,959,1,1,0,0,False
131462,,Travel to Mare Lamentorum?,9021116,0,0,0,959,1,1,0,0,False
131463,,Leave the station?,9021011,0,0,0,958,1,1,0,0,False
131464,,Leave the Dark Inside?,9033592,0,0,0,959,1,1,0,0,False
131465,Enter the Station,Proceed to the station?,9024233,598572,0,0,958,1,1,0,0,False
131466,,Journey to Ultima Thule?,8953942,598573,0,0,960,1,1,0,0,False
131467,,Proceed to the Ocular?,9021139,0,0,0,844,1,1,0,0,False
131468,,Leave the Porta Decumana?,9164270,0,0,0,147,1,1,0,0,False
131469,,Leave the Porta Decumana?,9164270,0,0,0,147,1,1,0,0,False
131470,Close Your Eyes,Proceed to the end of the first platforming section?,9174015,598925,0,0,137,60,1,0,0,False
131471,Close Your Eyes,Proceed to the end of the course?,9192223,598926,0,0,137,60,1,0,0,False
131472,,Enter the Omphalos?,9263980,0,0,0,1061,1,1,0,0,False
131473,,Return to Mor Dhona?,9263987,0,0,0,156,1,1,0,0,False
131474,,Return to Akyaali?,9270776,0,0,0,957,1,1,0,0,False
131475,,Exit the restricted archives?,9270762,0,0,0,962,1,1,0,0,False
131476,,Proceed to the Aitiascope?,9318295,0,0,0,1079,1,1,0,0,False
131477,,Return to Thaumazein?,9318062,0,0,0,956,1,1,0,0,False
131478,,Proceed to the Stygian insenescence cells? ,9337844,0,0,0,1093,1,1,0,0,False
131479,,Return to the Gates of Pandæmonium?,9321320,0,0,0,1025,1,1,0,0,False
131480,,Travel to Elysion?,9326861,0,0,0,1073,1,1,0,0,False
131481,,Travel to Elysion?,9401245,0,0,0,1074,1,15,0,0,False
131482,Return to A-4 Research,Proceed to A-4 Research?,9326102,0,0,0,960,1,1,0,0,False
131483,,Proceed to A-4 Research?,9325849,0,0,0,960,1,15,0,0,False
131484,,Proceed to Base Omicron?,9325848,0,0,0,960,1,15,0,0,False
131485,Travel to the Last Dregs,Proceed to the Last Dregs?,9325846,0,0,0,960,1,1,0,0,False
131486,Travel to A-4 Research,Proceed to A-4 Research?,9325847,0,0,0,960,1,1,0,0,False
131487,,,0,0,0,0,0,0,0,0,0,False
131488,,Travel to Troia Keep?,9387120,0,0,0,1089,1,1,0,0,False
131489,,Travel to Weaver's Warding?,9387141,0,0,0,1056,1,1,0,0,False
131490,,Proceed to Troia Keep?,9387105,0,0,0,1089,1,1,0,0,False
131491,,Proceed to carcere IV?,9387114,0,0,0,1089,1,1,0,0,False
131492,,Proceed to the hydromantic terraces?,9387076,0,0,0,1089,1,1,0,0,False
131493,,Enter Troia Keep?,9387103,0,0,0,1089,1,1,0,0,False
131494,,Travel to Zero's domain?,9387187,0,0,0,1077,1,1,0,0,False
131495,,Travel to the hydromantic terraces?,9387083,0,0,0,1089,1,1,0,0,False
131496,,Leave Meghaduta?,9387215,0,0,0,963,1,1,0,0,False
131497,,,9330752,0,0,0,1055,1,12,0,0,False
131498,,Move to the hydromantic terraces?,9391419,599042,0,0,1089,1,1,0,0,False
131499,,Move to carcere IV?,9387120,599047,0,0,1089,1,1,0,0,False
131500,,Return to Gridania?,9383313,0,0,0,133,1,1,0,0,False
131501,,Travel to Sneaky Hollow?,9387123,599008,599007,0,1094,62,1,0,0,False
131502,,Return to Gridania?,9383310,0,0,0,133,1,1,0,0,False
131503,,Enter the Haunted Manor?,7672498,599010,599009,0,809,1,1,0,0,False
131504,,Travel to Sneaky Hollow?,9387123,599008,599025,0,1094,1,1,0,0,False
131505,,Proceed to Weaver's Warding?,9404119,599060,0,0,1056,1,1,0,0,False
131506,,Leave Barbariccia's domain?,9387187,0,0,0,1077,1,1,0,0,False
131507,,Proceed to the Meghaduta guest chambers?,9442673,599106,0,0,1078,1,1,0,0,False
131508,,Travel to the Eight Sentinels?,9560843,599222,0,0,156,1,1,0,0,False
131509,,Proceed to Hoper's Hold?,9562657,0,0,0,959,1,1,0,0,False
131510,,Proceed to the Bestways Burrow aetheryte?,9562656,0,0,0,959,1,1,0,0,False
131511,,Travel to Garlemald?,9564012,0,0,0,958,1,1,0,0,False
131512,,Travel to the vicus messorum?,9564152,0,0,0,1119,1,1,0,0,False
131513,,Travel to Mons Albus?,9564147,0,0,0,1119,1,1,0,0,False
131514,,Travel to Fons Manalis?,9564166,0,0,0,1119,1,1,0,0,False
131515,,Travel to the vicus messorum?,9564162,0,0,0,1119,1,1,0,0,False
131516,,Return to the Giantsgall Grounds?,9618821,0,0,0,957,1,1,0,0,False
131517,,Exit Eureka Orthos?,9686188,0,0,0,156,1,1,0,0,False
131518,Close Your Eyes,Proceed to the end of the first platforming section?,9702463,599229,0,0,137,1,1,0,0,False
131519,Close Your Eyes,Proceed to the end of the course?,9702464,599230,0,0,137,1,1,0,0,False
131520,,Leave Castrum Centri?,9737573,0,0,0,156,1,1,0,0,False
131521,,Leave Castrum Centri?,9737573,0,0,0,156,1,1,0,0,False
131522,,Travel to the Dæmons' Nest?,9830193,0,0,0,1158,1,1,0,0,False
131523,,Travel to the Aitiascope?,9830183,0,0,0,1079,1,1,0,0,False
131524,,Travel to Radz-at-Han?,9387215,0,0,0,963,1,1,0,0,False
131525,,Enter Senatus?,9878052,0,0,0,1160,1,1,0,0,False
131526,,Travel to Garlemald?,9899262,0,0,0,958,1,1,0,0,False
131527,,Return to Mare Lamentorum?,9879485,0,0,0,959,1,1,0,0,False
131528,,Travel to the red moon?,9906322,0,0,0,1162,1,1,0,0,False
131529,,Travel to the red moon?,9906335,0,0,0,1162,1,1,0,0,False
131530,,Travel to Sneaky Hollow?,9387123,599008,599007,0,1094,67,1,0,0,False
131531,,Enter the Haunted Manor?,7672498,599010,599009,0,809,67,1,0,0,False
131532,,Travel to Sneaky Hollow?,9387123,599008,599025,0,1094,1,1,0,0,False
131533,,Travel to the Omphalos?,10101802,0,0,0,1061,1,1,0,0,False
131534,,Travel to the Twelve's Embrace?,10101800,0,0,0,1182,1,1,0,0,False
131535,,Travel to the red moon?,10110243,0,0,0,1162,1,1,0,0,False
131536,,Travel to the darkened vestibule?,10110418,0,0,0,1184,1,1,0,0,False
131537,,Return to the Perfumed Rise?,10122507,0,0,0,957,1,1,0,0,False
131538,,Travel to the Howling Eye?,10178706,599417,0,0,331,1,1,0,0,False
131539,,Proceed to Blunderville Square?,10215726,599454,599432,0,1197,65,1,0,0,False
131540,,Return to Wonder Square?,10215942,599455,0,0,144,1,1,0,0,False
131541,,Travel to central Azys Lla?,10235909,0,0,0,507,1,1,0,0,False
131542,,Proceed to Blunderville Square?,10215726,599470,599469,0,1197,65,1,0,0,False
131543,,Travel to Tuliyollal?,10401200,600281,0,0,1185,1,1,0,0,False
131544,,Travel to Old Sharlayan?,10500003,0,0,0,962,1,1,0,0,False
131545,,Travel to Old Sharlayan?,10400747,600285,0,0,962,1,1,0,0,False
131546,,Proceed to Urqopacha?,10332803,2033378,0,0,1187,1,1,0,0,False
131547,,Proceed to Kozama'uka?,10401190,600289,0,0,1188,1,1,0,0,False
131548,,Proceed to Shaaloani?,10500001,2033286,0,0,1190,1,1,0,0,False
131549,,Proceed to Yak T'el?,10553619,2033245,0,0,1189,1,1,0,0,False
131550,,Leave Sunperch?,10500007,0,0,0,1185,1,1,0,0,False
131551,,Return to Tuliyollal?,10401196,600293,0,0,1185,1,1,0,0,False
131552,,Return to Tuliyollal?,10809232,0,0,0,1185,1,1,0,0,False
131553,,Proceed to the Skydeep Cenote inner chamber?,10553637,0,0,0,1222,1,1,0,0,False
131554,,Leave the Skydeep Cenote inner chamber?,10553605,0,0,0,1189,1,1,0,0,False
131555,,Travel to Shaaloani?,10500065,0,0,0,1190,1,1,0,0,False
131556,,Enter the Earthen Sky hideout?,10416519,0,0,0,1171,1,1,0,0,False
131557,,Leave the Earthen Sky hideout?,10500008,0,0,0,1191,1,1,0,0,False
131558,,Proceed to the Backroom?,10560923,599619,0,0,1207,1,1,0,0,False
131559,,Proceed to Solution Nine?,10414086,0,0,0,1186,1,1,0,0,False
131560,,Travel to the Skydeep Cenote inner chamber?,10553639,0,0,0,1222,1,1,0,0,False
131561,,Travel to Living Memory?,10553695,0,0,0,1192,1,1,0,0,False
131562,,Return to Heritage Found?,10560989,0,0,0,1191,1,1,0,0,False
131563,,Leave the Interphos?,10553712,0,0,0,1192,1,1,0,0,False
131564,,Return to Solution Nine?,10438814,0,0,0,1186,1,1,0,0,False
131565,,Leave Tritails Training?,10438987,0,0,0,1186,1,1,0,0,False
131566,,Enter Tritails Training?,10439091,0,0,0,1223,1,1,0,0,False
131567,,Enter the Arcadion?,10439451,0,0,0,1224,1,1,0,0,False
131568,,Proceed to Canal Town?,10585891,599623,0,0,1192,1,1,0,0,False
131569,,Return to the Gate of Remembrance?,10585893,599627,0,0,1192,1,1,0,0,False
131570,,Proceed to Yesterland?,10585894,599624,0,0,1192,1,1,0,0,False
131571,,Return to the Gate of Remembrance?,10585895,599628,0,0,1192,1,1,0,0,False
131572,,Proceed to Asyle Volcane?,10585897,599625,0,0,1192,1,1,0,0,False
131573,,Return to the Gate of Remembrance?,10585899,599629,0,0,1192,1,1,0,0,False
131574,,Proceed to Windspath Gardens?,10585900,599626,0,0,1192,1,1,0,0,False
131575,,Return to the Gate of Remembrance?,10585901,599630,0,0,1192,1,1,0,0,False
131576,Talk,,10773747,0,0,0,1205,5,16,0,0,False
131577,,Return to the eccentric researcher?,10800559,0,599937,0,1191,66,1,0,0,False
131578,,Exit room?,10811672,0,0,0,1185,1,1,0,0,False
131579,Close Your Eyes,Proceed to the end of the first platforming section?,10828046,600359,0,0,137,1,1,0,0,False
131580,Close Your Eyes,Proceed to the end of the course?,10828047,600360,0,0,137,1,1,0,0,False
131581,,Return to Old Sharlayan?,10400747,0,0,0,962,1,1,0,0,False
131582,,Travel to Lower Jeuno?,10967698,0,0,0,1264,1,1,0,0,False
131583,,Return to Yak T'el?,10967689,0,0,0,1189,1,1,0,0,False
131584,,Travel to Lower Jeuno?,10967699,0,0,0,1265,1,1,0,0,False
131585,,Leave the Hall of the Unbound?,10973825,600660,0,0,131,1,1,0,0,False
131586,,Leave Yuweyawata?,11053501,0,0,0,1191,1,1,0,0,False
131587,,Return to Old Gridania?,11111121,0,0,0,133,1,1,0,0,False
131588,,Head to the Starlight Stalls?,11111511,600298,0,0,1247,1,1,0,0,False
131589,,Head to the Starlight Stalls?,11111518,599566,0,0,1253,1,1,0,0,False
131590,,Leave Yuweyawata?,11489334,0,0,0,1191,1,1,0,0,False
131591,,Return to Solution Nine?,11532032,0,0,0,1186,1,1,0,0,False
131592,,Travel to the phantom village?,11537576,600690,0,0,1278,1,1,0,0,False
131593,,Travel to Tuliyollal?,11607519,600691,0,0,1185,1,1,0,0,False
131594,,Travel to the phantom village?,11537576,600690,0,0,1269,1,1,0,0,False
131595,,Travel to Tuliyollal?,11636266,0,0,0,1185,1,1,0,0,False
131596,,Proceed to the Backroom?,11543384,0,0,0,1207,1,1,0,0,False
131597,,Leave the throne room?,11555325,0,0,0,1186,1,1,0,0,False
131598,,Leave the throne room?,11555325,0,0,0,1186,1,1,0,0,False
131599,,Proceed to the break room?,11543807,0,0,0,1268,1,1,0,0,False
131600,,Wait for the expedition to arrive?,11537576,0,0,0,1278,1,1,0,0,False
131601,,Proceed to the entrance of Jeuno?,11820922,600859,0,0,1189,1,1,0,0,False
131602,,Return to Shaaloani?,11853006,0,0,0,1190,1,1,0,0,False
131603,,Leave the Haunted Manor?,9383310,0,0,0,133,1,1,0,0,False
131604,,Head to the Starlight Stalls?,11850884,600863,0,0,1309,1,1,0,0,False
131605,,Proceed to Zirgorteh the Open-armed?,11859210,0,0,0,1297,1,1,0,0,False
131606,,Return to Urqopacha?,11874637,0,0,0,1187,1,1,0,0,False
131607,,Travel to Sneaky Hollow?,9387123,599008,0,0,1094,68,1,0,0,False
131608,,Enter the Haunted Manor?,7672498,601023,0,0,809,68,1,0,0,False
131609,,Leave the Ageless Necropolis?,11860678,0,0,0,1192,1,1,0,0,False
131610,,Proceed to Containment Complex 10-29?,11955757,601026,0,0,1299,1,1,0,0,False
131611,,Leave Containment Complex 10-29?,11956052,0,0,0,1186,1,1,0,0,False
131612,,Exit Pilgrim's Traverse?,11993531,0,0,0,816,1,1,0,0,False
131613,,Proceed to the Windward Wilds?,12038587,0,0,0,1301,1,1,0,0,False
131614,,Proceed to the Alexandria crater?,12104172,601198,0,0,1334,1,1,0,0,False
131615,,Return to Living Memory?,12104167,601199,0,0,1192,1,1,0,0,False
131616,,Proceed to Treno?,12115398,0,0,0,1332,1,1,0,0,False
131617,,Return to the Alexandria crater?,12104173,0,0,0,1334,1,1,0,0,False
131618,,,0,0,0,0,0,0,0,0,0,False
131619,,,0,0,0,0,0,0,0,0,0,False
131620,,Enter Tritails Training?,12248339,0,0,0,1344,1,1,0,0,False
131621,,Leave Tritails Training?,10438987,0,0,0,1186,1,1,0,0,False
131622,,Proceed to the roof?,12251900,0,0,0,1310,1,1,0,0,False
131623,,Return to the ground floor?,12251898,0,0,0,1310,1,1,0,0,False
131624,,Proceed to the roof?,12251897,0,0,0,1310,1,1,0,0,False
131625,,Return to the ground floor?,12251895,0,0,0,1310,1,1,0,0,False
131626,,Return to Treno?,12291209,601200,0,0,1332,1,1,0,0,False
131627,,Proceed to Treno?,12115398,601253,0,0,1332,1,1,0,0,False
131628,,Return to Living Memory?,12104167,0,0,0,1192,1,1,0,0,False
