#,Image,Jingle,Type,Lang
1225,129969,5,1,True
1226,129989,0,1,True
1227,121254,6,1,True
1228,121255,7,1,True
1229,121260,8,1,True
1230,121261,-1,1,True
1231,121262,9,1,True
1232,121257,153,1,True
1233,121258,154,1,True
1234,128274,5,1,True
1235,85555,-1,1,False
1236,85556,-1,1,False
1237,85557,-1,1,False
1238,85558,-1,1,False
1239,85559,-1,1,False
1240,85560,-1,1,False
1241,85561,-1,1,False
1242,85562,-1,1,False
1243,85563,-1,1,False
1244,85564,-1,1,False
1245,85565,-1,1,False
1246,85566,-1,1,False
1247,85567,-1,1,False
1248,85568,-1,1,False
1249,128279,5,1,True
1250,128280,5,1,True
1251,128281,5,1,True
1252,128282,5,1,True
1253,128283,5,1,True
1254,128284,5,1,True
1255,128285,5,1,True
1256,128286,5,1,True
1257,128287,5,1,True
1258,128288,5,1,True
1259,128289,5,1,True
1260,128290,5,1,True
1261,128291,5,1,True
1262,128292,5,1,True
1263,128293,5,1,True
1264,128294,5,1,True
1265,128295,5,1,True
1266,128296,5,1,True
1267,128297,5,1,True
1268,128298,5,1,True
1269,128299,5,1,True
1270,128300,5,1,True
1271,128301,5,1,True
1272,128302,5,1,True
1273,128303,5,1,True
1274,128304,5,1,True
1275,128305,5,1,True
1276,128306,5,1,True
1277,128307,5,1,True
1278,128308,5,1,True
1279,121264,157,1,True
1280,128310,0,1,True
1281,128311,0,1,True
1282,128312,0,1,True
1283,128313,0,1,True
1284,128314,0,1,True
1285,121265,158,1,True
1286,128316,0,1,True
1287,128317,22,1,True
1288,128318,22,1,True
1289,128319,22,1,True
1290,128320,22,1,True
1291,128321,22,1,True
1292,120001,157,1,True
1293,120002,158,1,True
1294,120098,158,1,True
1295,85569,-1,1,False
1296,85570,-1,1,False
1297,85571,-1,1,False
1298,85572,-1,1,False
1299,85573,-1,1,False
1300,85574,-1,1,False
1301,85575,-1,1,False
1302,85576,-1,1,False
1303,85577,-1,1,False
1304,85578,-1,1,False
1305,85579,-1,1,False
1306,85580,-1,1,False
1307,85581,-1,1,False
1308,85582,-1,1,False
1309,85583,-1,1,False
1310,85584,-1,1,False
1311,85585,-1,1,False
1312,85586,-1,1,False
1313,85587,-1,1,False
1314,85588,-1,1,False
1315,85589,-1,1,False
1316,85590,-1,1,False
1317,85591,-1,1,False
1318,85592,-1,1,False
1319,85593,-1,1,False
1320,85594,-1,1,False
1321,85595,-1,1,False
1322,85596,-1,1,False
1323,85597,-1,1,False
1324,85598,-1,1,False
1325,85599,-1,1,False
1326,85600,-1,1,False
1327,85601,-1,1,False
1328,85602,-1,1,False
1329,85603,-1,1,False
1330,85604,-1,1,False
1331,85605,-1,1,False
1332,85606,-1,1,False
1333,85607,-1,1,False
1334,85608,-1,1,False
1335,85609,-1,1,False
1336,85610,-1,1,False
1337,85611,-1,1,False
1338,0,0,0,False
1339,85613,-1,1,False
1340,0,0,0,False
1341,0,0,0,False
1342,0,0,0,False
1343,85617,-1,1,False
1344,85618,-1,1,False
1345,85619,-1,1,False
1346,85620,-1,1,False
1347,85621,-1,1,False
1348,85622,-1,1,False
1349,85623,-1,1,False
1350,85624,-1,1,False
1351,85625,-1,1,False
1352,85626,-1,1,False
1353,85627,-1,1,False
1354,85628,-1,1,False
1355,85629,-1,1,False
1356,85630,-1,1,False
1357,85631,-1,1,False
1358,128326,5,1,True
1359,128327,5,1,True
1360,128328,5,1,True
1361,128329,5,1,True
1362,128330,5,1,True
1363,129929,5,1,True
1364,129949,0,1,True
1365,129970,5,1,True
1366,129990,0,1,True
1367,128331,5,1,True
1368,128332,5,1,True
1369,85612,-1,1,False
1370,85614,-1,1,False
1371,85615,-1,1,False
1372,85616,-1,1,False
1373,85632,-1,1,False
1374,85633,-1,1,False
1375,85634,-1,1,False
1376,85635,-1,1,False
1377,85636,-1,1,False
1378,85637,-1,1,False
1379,85638,-1,1,False
1380,85639,-1,1,False
1381,85640,-1,1,False
1382,85641,-1,1,False
1383,85642,-1,1,False
1384,85643,-1,1,False
1385,85644,-1,1,False
1386,85645,-1,1,False
1387,128338,5,1,True
1388,128339,5,1,True
1389,128340,5,1,True
1390,128341,5,1,True
1391,128342,5,1,True
1392,128343,5,1,True
1393,128344,5,1,True
1394,129930,5,1,True
1395,129950,0,1,True
1396,128345,5,1,True
1397,128346,145,1,True
1398,128347,146,1,True
1399,128348,162,1,True
1400,128349,20,1,True
1401,128350,163,34,True
1402,128350,163,35,True
1403,128350,163,36,True
1404,128352,163,36,True
1405,128354,163,36,True
1406,128356,163,36,True
1407,128358,163,36,True
1408,128360,163,36,True
1409,128362,163,36,True
1410,128364,163,36,True
1411,128366,163,36,True
1412,128368,163,36,True
1413,128370,169,1,True
1414,128371,12,1,True
1415,128372,12,1,True
1416,128373,170,1,True
1417,128374,166,1,True
1418,128375,163,1,True
1419,128376,9,1,True
1420,128377,162,1,True
1421,128378,162,1,True
1422,128379,163,1,True
1423,128380,20,1,True
1424,128381,-1,1,True
1425,128382,38,1,True
1426,128383,5,1,True
1427,128384,5,1,True
1428,128385,160,6,True
1429,128386,115,18,True
1430,128387,164,1,True
1431,128388,165,1,True
1432,128389,17,1,True
1433,128390,164,1,True
1434,128391,165,1,True
1435,128392,17,1,True
1436,128393,5,1,True
1437,128394,164,1,True
1438,128395,165,1,True
1439,128396,17,1,True
1440,128397,5,1,True
1441,128398,8,1,True
1442,128399,9,1,True
1443,128400,5,1,True
1444,128401,38,1,True
1445,128402,5,1,True
1446,128403,22,1,True
1447,128404,159,37,True
1448,128405,5,1,True
1449,128406,5,1,True
1450,128407,161,6,True
1451,128473,162,1,True
1452,128474,162,1,True
1453,85646,-1,1,False
1454,85647,-1,1,False
1455,85648,-1,1,False
1456,85649,-1,1,False
1457,85650,-1,1,False
1458,85651,-1,1,False
1459,85652,-1,1,False
1460,85653,-1,1,False
1461,85654,-1,1,False
1462,85655,-1,1,False
1463,180211,-1,1,True
1464,85656,-1,1,False
1465,2623,167,38,True
1466,2652,168,38,True
1467,128426,5,1,True
1468,128427,5,1,True
1469,128428,5,1,True
1470,128429,5,1,True
1471,128430,5,1,True
1472,128431,5,1,True
1473,128432,5,1,True
1474,128433,5,1,True
1475,128434,5,1,True
1476,129931,5,1,True
1477,129951,0,1,True
1478,128437,163,36,True
1479,128439,163,36,True
1480,128441,163,36,True
1481,128443,163,36,True
1482,128445,163,36,True
1483,128447,163,36,True
1484,128449,163,36,True
1485,128451,163,36,True
1486,128453,163,36,True
1487,128455,5,1,True
1488,128456,22,1,True
1489,128457,95,1,True
1490,128458,95,1,True
1491,128459,95,1,True
1492,128460,95,1,True
1493,128461,36,1,True
1494,128462,92,1,True
1495,128463,16,1,True
1496,128464,66,1,True
1497,128465,38,1,True
1498,128466,38,1,True
1499,128467,17,1,True
1500,121777,84,1,True
1501,121742,84,1,True
1502,121743,84,1,True
1503,121744,84,1,True
1504,121745,84,1,True
1505,121746,84,1,True
1506,121747,84,1,True
1507,121748,84,1,True
1508,121755,84,1,True
1509,121756,84,1,True
1510,121757,84,1,True
1511,121758,84,1,True
1512,128468,91,1,True
1513,128469,17,1,True
1514,120939,92,1,True
1515,120940,92,1,True
1516,120942,66,1,True
1517,120943,66,1,True
1518,120941,52,1,True
1519,128470,85,1,True
1520,128471,5,1,True
1521,0,0,0,False
1522,0,0,0,False
1523,0,0,0,False
1524,85662,-1,1,False
1525,85663,-1,1,False
1526,85664,-1,1,False
1527,85665,-1,1,False
1528,85666,-1,1,False
1529,85667,-1,1,False
1530,85668,-1,1,False
1531,85669,-1,1,False
1532,85670,-1,1,False
1533,85671,-1,1,False
1534,85672,-1,1,False
1535,85673,-1,1,False
1536,85657,-1,1,False
1537,85674,-1,1,False
1538,128472,52,1,True
1539,85675,-1,1,False
1540,85676,-1,1,False
1541,85677,-1,1,False
1542,85678,-1,1,False
1543,85679,-1,1,False
1544,85681,-1,1,False
1545,85682,-1,1,False
1546,85683,-1,1,False
1547,85680,-1,1,False
1548,85684,-1,1,False
1549,85685,-1,1,False
1550,0,0,0,False
1551,0,0,0,False
1552,0,0,0,False
1553,0,0,0,False
1554,85690,-1,1,False
1555,0,0,0,False
1556,0,0,0,False
1557,0,0,0,False
1558,0,0,0,False
1559,85695,-1,1,False
1560,128478,5,1,True
1561,128479,5,1,True
1562,128480,5,1,True
1563,128481,5,1,True
1564,128482,5,1,True
1565,128483,5,1,True
1566,128484,5,1,True
1567,128485,5,1,True
1568,0,0,0,False
1569,0,0,0,False
1570,0,0,0,False
1571,0,0,0,False
1572,128490,5,1,True
1573,128491,22,1,True
1574,128492,5,1,True
1575,128493,163,36,True
1576,128495,163,36,True
1577,128497,163,36,True
1578,128499,163,36,True
1579,128501,163,36,True
1580,128503,163,36,True
1581,128505,163,36,True
1582,128507,163,36,True
1583,128509,163,36,True
1584,128511,163,36,True
1585,128513,163,36,True
1586,128515,163,36,True
1587,128517,163,36,True
1588,128519,163,36,True
1589,128521,163,36,True
1590,128523,163,36,True
1591,128525,169,1,True
1592,128526,170,1,True
1593,128527,-1,1,True
1594,128528,-1,1,True
1595,128529,-1,1,True
1596,128530,-1,1,True
1597,128531,-1,1,True
1598,128532,-1,1,True
1599,128534,5,1,True
1600,0,0,0,False
1601,180212,-1,1,True
1602,85697,-1,1,False
1603,120180,-1,1,True
1604,120178,2,1,True
1605,120179,9,1,True
1606,0,0,0,False
1607,0,0,0,False
1608,0,0,0,False
1609,0,0,0,False
1610,0,0,0,False
1611,0,0,0,False
1612,0,0,0,False
1613,0,0,0,False
1614,0,0,0,False
1615,0,0,0,False
1616,0,0,0,False
1617,0,0,0,False
1618,0,0,0,False
1619,0,0,0,False
1620,0,0,0,False
1621,0,0,0,False
1622,0,0,0,False
1623,0,0,0,False
1624,0,0,0,False
1625,0,0,0,False
1626,0,0,0,False
1627,0,0,0,False
1628,0,0,0,False
1629,0,0,0,False
1630,0,0,0,False
