#,ChapterName,ChapterPart,Transient,Quest,Unknown0,QuestRedoUISmall,QuestRedoUILarge,QuestRedoUIWide,UITab,Category,Unknown1
90,Scholar - Part 1,Part 1,"Alka Zolka has worked tirelessly researching the military tactics of Nym, an ancient civilization that once flourished during the Fifth Astral Era. With your help, he is able to retrieve an assortment of relics that would offer him the knowledge he seeks. Unto you they would offer the strategic arts of the scholar, as well as an unexpected new companion.",66638,0,114790,114190,114490,6,33,1
91,Scholar - Part 2,Part 2,"Fifteen hundred years past, powerful magicks were used to seal a great many Nymians inside the Wanderer's Palace, along with a terrible plague that would transform them into what are now known as tonberries. That selfsame sickness has returned, and Surito Carito would turn to you and Alka Zolka for aid in halting its spread.",67212,0,114791,114191,114491,6,33,2
92,Scholar - Part 3,Part 3,"Surito Carito's research has at last borne fruit, and he believes he has found a means to slow the spread of the Nymian plague. Yet all is not well, for one of his research assistants, Setoto, has vanished without a trace. The Nymian scholar once again turns to you and Alka Zolka for assistance, that his people may at last be spared the worst of their magical affliction.",68463,0,114792,114192,114492,6,33,3
93,Scholar - Part 4,Part 4,"Freshly returned from the First, you find yourself longing for the salty air and clear blue skies of Limsa Lominsa. Your visit there inevitably takes you to the Marauders' Guild and Alka Zolka, who invites you join him in training in upper La Noscea with Surito Carito. When the Nymian scholar hears of your exploits in the First, and of how Lamitt was able to treat stoneblight, they are duly inspired. The day's training is soon set aside to test a theory that may lead to a cure for the Nymian plague.",68754,0,114793,114193,114493,6,33,4
94,Astrologian - Part 1,Part 1,"Astrology, or the reading of the stars, is a branch of aetherological science which originated in distant Sharlayan. By tapping into their celestial aether, newfound healing techniques were discovered, and thus was born a new school of magick. With the help of a fiery young astrologian, one Leveva, you embark on a journey to master that selfsame magick, and harness the power of the stars.",67555,0,114794,114194,114494,6,34,1
95,Astrologian - Part 2,Part 2,"The road to recognition for the Sharlayan school of astrology in Ishgard remains long and fraught with peril. Nevertheless, Leveva and Jannequinard are not so easily deterred. And with your assistance, they are quite confident the people of the Holy See can be made to appreciate the merit of their magick.",67561,0,114795,114195,114495,6,34,2
96,Astrologian - Part 3,Part 3,"When visiting your old mentor, Leveva, the Observatorium receives a most unexpected visitor in Kyokuho, a geomancer come from the Far East. Keen to study the magicks born of Sharlayan astrology, he believes an exchange of knowledge may ultimately serve to further develop the arts of both astromancy and geomancy.",67949,0,114796,114196,114496,6,34,3
97,Astrologian - Part 4,Part 4,"Night has been returned to the First, her people at last safe from the Light and its minions. Back in the Source, you pay a visit to the Holy See and speak with Jannequinard, who tells you that Leveva is not in the highest of spirits. You later run into Kyokuho, returned to Eorzea from the Far East, and he believes he understands what ails Leveva, and quickly devises a plan to alleviate her troubles.",68758,0,114797,114197,114497,6,34,4
98,Monk - Part 1,Part 1,"Famed Eorzean military historian Professor Erik insists on investigating ancient battlefields plagued by savage beasts, and the Pugilists' Guild would ask you to serve as his bodyguard. After arriving at the excavation site, you and the professor chance to meet Widargelt, who senses the energies of the land have opened one of your chakra. It is for that reason he gifts you with a soul crystal, and bids you train to control the life force within yourself. To master the art of the monk.",66602,0,114798,114198,114498,5,25,2
99,Monk - Part 2,Part 2,"Having seen the error of his ways, Widargelt has turned over a new leaf, and now focuses his energies on rebuilding his order, the Fist of Rhalgr. Indeed, he has even taken on pupils, teaching them with great zeal and charisma. But the monk's skills will soon be put to the test when an opposing sect rises up to thwart his ambitions.",67567,0,114799,114199,114499,5,25,3
100,Monk - Part 3,Part 3,"You have proven to be a shining example of what a monk should aspire to be. Guided by your light, Widargelt intends to return to Gyr Abania and there revive the Fist of Rhalgr. But the past of Ala Mhigo continues to haunt the present, as the alleged descendant of King Theodoric labors to claim dominion over the still-vulnerable city-state.",67966,0,114800,114200,114500,5,25,4
101,Monk - Part 4,Part 4,"The Eighth Umbral Calamity has been averted in the First, and so you return to the Source, seeking a moment of respite in Ul'dah. But there is never rest for the righteous, for who should you meet but a troubled Professor Erik. He was recently visited by a soldier of the Resistance asking after Widargelt's whereabouts. Fearing the worst, you are tasked with finding the wayward monk.",68747,0,114801,114201,114501,5,25,5
102,Dragoon - Part 1,Part 1,"As Ishgard's war with dragonkind rages, one individual is chosen each generation to become the Azure Dragoon, leading the Holy See's charge against the Horde. Yet for reasons unexplained, the Eye chooses to rouse for a second individual─you.",66608,0,114802,114202,114502,5,26,2
103,Dragoon - Part 2,Part 2,"Ser Alberic requests your aid in deterring a host of dragons within Ishgardian territory, and it is not long before your enemies are put to rout. Shortly thereafter, Ser Alberic arrives in the company of another dragoon, who introduces herself as Heustienne. Formerly one of your instructors in the trials of the Azure, your skills with a spear have impressed her, so much so that she would now become your student.",67231,0,114803,114203,114503,5,26,3
104,Dragoon - Part 3,Part 3,"Though Nidhogg is slain, the Horde's ranks now in disarray, the scars of his wrath yet remain. You are speaking with Ser Alberic on this very matter when a letter is delivered to him─Heustienne, who once struggled with the dragon's blood coursing through her veins, has asked for your help. You answer her summons, and find the help she requires is not for herself, but her dragon companion, one Orn Khai.",68450,0,114804,114204,114504,5,26,4
105,Dragoon - Part 4,Part 4,"The First has at last been pulled back from the brink, and you return home content in the knowledge that her people are safe. Your steps back in the Source eventually lead you to the Observatorium in Coerthas, where you regale Ser Alberic and Orn Khai with tales of the First. Your recount of Andreia's demise brings to mind the tale of Nidhogg, as he too was driven only by memories of a time long since passed. Was there perhaps more to the tale of the dread wyrm? Orn Khai would ask your help in finding out.",68749,0,114805,114205,114505,5,26,5
106,Ninja - Part 1,Part 1,"Impressed with your work for the Rogues' Guild, Jacke tasks you with looking into a group of suspicious individuals he believes are likely to stir up trouble in Wineport. What should have been a routine investigation becomes a quest to bring a Far Eastern criminal to justice. In order to do so, you must learn to walk the path of the shinobi.",65770,0,114806,114206,114506,5,27,2
107,Ninja - Part 2,Part 2,"Oboro has chosen to remain in Eorzea to continue his study of Eorzean culture, a noble endeavor that must sadly be postponed when Jacke arrives at his door with ill tidings. A bandit in Far Eastern garb has been stirring up trouble in La Noscea, and if accounts of their dastardly deeds are to be believed, the culprit is proficient in the art of ninjutsu.",67224,0,114807,114207,114507,5,27,3
108,Ninja - Part 3,Part 3,"Oboro yet remains in Eorzea, sullen at the news his people are in no particular hurry to welcome him home. But that is just as well, for Jacke arrives once again seeking his aid. A crew of self-styled Doman sailors have stolen off with a seemingly inconspicuous scroll. Your investigation would lead to the discovery of a most terrible secret.",68488,0,114808,114208,114508,5,27,4
109,Ninja - Part 4,Part 4,"Your travels in the First are at an end, but adventure is always looming just around the corner. Oboro has devised a plan to retrieve the missing half of the forbidden mudra scroll presently in the possession of his friend and nemesis, Karasu. A plan that cannot come to fruition without your timely assistance.",68755,0,114809,114209,114509,5,27,5
110,Samurai - Part 1,Part 1,"Word has it an elderly Far Eastern gentleman is seeking challengers at the Coliseum, dropping both opponents and viewers' jaws with his sublime skills. Never one to turn down the opportunity to test your skills, you cross blades with the swordsman, and much to your surprise emerge the victor. Impressed by your potential, the elderly gentleman offers a reward for your efforts─training in the way of the samurai.",68101,0,114810,114210,114510,5,35,1
111,Samurai - Part 2,Part 2,"Though Musosai has passed on to the hereafter, his legacy lives on in you, and it is to you a member of the Sekiseigumi, the peacekeeping force of Kugane, turns to for help. A former pupil of Musosai, a rogue swordsman named Ugetsu, seeks to create chaos in Hingashi, and with each passing day more and more sympathizers rally to his cause. He must be stopped, and the Sekiseigumi would add your blade to their arsenal.",68106,0,114811,114211,114511,5,35,2
112,Samurai - Part 3,Part 3,"With matters in the First resolved at last, you return to the Source, but it is not long before you are confronted with more unfinished business. Makoto will soon journey to Eorzea that she might visit Master Musosai's grave, and tell him of your victory over Ugetsu. She asks for the honor of your company to pay her final respects.",68759,0,114812,114212,114512,5,35,3
113,Bard - Part 1,Part 1,"Jehantel the Godsbow. A legendary archer of the Gods' Quiver who was also a skilled bard, renowned for inspiring others through song. Anyone and everyone who has mastered a bow is eager to seek his tutelage, but he is committed only to teach poetry and verse. Nevertheless, you agree to undertake his lessons, and soon find there is much more to be learned than meter and rhythm.",66626,0,114813,114213,114513,5,28,2
114,Bard - Part 2,Part 2,"Jehantel has committed to training members of the Gods' Quiver, confident his work in Gridania has served to strengthen the power of his songs. Though not all are convinced of the efficacy of bards in the field, a skilled lancer and captain of the Order of the Twin Adder, Sanson, is determined to prove to naysayers the strength to be found in ballads.",67254,0,114814,114214,114514,5,28,3
115,Bard - Part 3,Part 3,"Jehantel is only too happy to inform you that Sanson has succeeded in gaining official approval for his bard unit. With members assembled, the young serpent captain asks you to accompany them on their first assignment, which proves to be of grave import─to retrieve a tome allegedly containing damning secrets from the Autumn War.",68430,0,114815,114215,114515,5,28,4
116,Bard - Part 4,Part 4,"At last you say good-bye to the First, a journey that will no doubt be immortalized in song. Your former teacher Jehantel and Captain Sanson had heard rumors of your travails and are elated to see you returned in one piece. While you were away, Sanson and his unit did battle at Ghimlyt Dark, but his bards struggled to perform under pressure. Jehantel believes a performance from one of your experience and renown may be the key to rekindling their spirits.",68750,0,114816,114216,114516,5,28,5
117,Machinist - Part 1,Part 1,"Since its inception, the Skysteel Manufactory has developed all manner of weaponry designed for slaying dragon invaders. But many of its engineers believe the future lies in machinistry─a technology that weds Master Garlond's magitek with traditional aetherology. A pity that overly conservative views in Ishgard threaten to slow the march of progress.",67240,0,114817,114217,114517,5,36,1
118,Machinist - Part 2,Part 2,"The Skysteel Manufactory's participation─and subsequent victory─in a tourney against the knights of House Dzemael and House Durendaire has done much to garner respect for the field of machinistry. But an ill twist of fate threatens to undermine the manufactory when Joye, one of their most talented machinists, is forced to resign from her duties.",67248,0,114818,114218,114518,5,36,2
119,Machinist - Part 3,Part 3,"The Skysteel Manufactory's list of accomplishments continues to grow, now boasting a victory over Veri Selen and its host of minions. Indeed, the age of machinistry has arrived in Ishgard. In fact, Hilda has but recently requested that the city watch be equipped and trained in machinist firearms. With the workshop presently buried in commissions, however, Stephanivien would ask you to serve as their instructor.",68445,0,114819,114219,114519,5,36,3
120,Machinist - Part 4,Part 4,"Having seen to the return of night in the First, her people at last safe from Vauthry and his minions, you return to the Source for a brief respite. It is indeed brief, for no sooner do you step foot in Ishgard than Stephanivien comes to you with a favor. Joye has been slipping away on mysterious outings and he would have you find out why.",68756,0,114820,114220,114520,5,36,4
121,Dancer - Part 1,Part 1,"A troupe of dancers have arrived in Limsa Lominsa from Radz–at–Han, their performances both delighting the eye and stirring the soul. In the midst of appreciating their show, you catch the attention of Mistress Nashmeira, Troupe Falsiam's principal dancer. In exchange for your assistance with the troupe's tour of Eorzea, she offers to instruct you in the art of the Kriegstanz, the ancient war dance passed down from her ancestors.",68790,0,114821,114221,114521,5,37,1
122,Dancer - Part 2,Part 2,"Thanks to your heroism, the perpetual twilight of the First has at last given way to night. Your duty there complete─if only for the nonce─you return to the Source and pay a visit to Mistress Nashmeira in Limsa Lominsa. She claims to have glad tidings to share with you and Ranaa both, but Ranaa is left baffled and bewildered by the news.",68762,0,114822,114222,114522,5,37,2
123,Black Mage - Part 1,Part 1,"Ququruka Tataruka, a prisoner confined to Marasaja's Pit, has relayed a prophetic message to the Thaumaturges' Guild concerning you. The seal on the voidgate will be broken, and only she bearing the Gem of Shatotto can hope to close it. Having retrieved said crystal from the sands of Thanalan, you must take the black, and harness your newfound powers that the realm may be spared.",66614,0,114823,114223,114523,5,29,2
124,Black Mage - Part 2,Part 2,"Though Ququruka is gone, his apprentice Lalai has stumbled upon an enciphered parchment among his effects revealing the whereabouts of tomes of magic thought to have been long lost─the Books of Nald'thal. Having inherited Ququruka's legacy, she believes these tomes and their secrets rightly belong to you, but malevolent actors conspire in the shadows to seize these relics for their own.",67219,0,114824,114224,114524,5,29,3
125,Black Mage - Part 3,Part 3,"In poring over the reunited Books of Nald'thal, Lalai has unearthed what appears to be a long-lost incantation. Entirely unfamiliar to her, the spell is accompanied by only a concise instruction urging the would-be caster to speak the words at Nald's Reflection. You accompany the young mage there and carry out the rites to the letter, but the magicks it invokes are not at all what she expected.",68128,0,114825,114225,114525,5,29,4
126,Black Mage - Part 4,Part 4,"The First is at last safe from the encroaching Light, affording you a reprieve to return to the Source. In Ul'dah you meet with Lalai, who is happy to inform you that she has at long last completed her written record of all the knowledge of black magic she has gathered in the course of your adventures together. However, the Order of Nald'thal adamantly refuses to house such potentially dangerous knowledge within their archives.",68752,0,114826,114226,114526,5,29,5
127,Summoner - Part 1,Part 1,"The Sons of Saint Coinach are conducting research that requires the aid of an arcanist─specifically, one that has experience defeating the primal Ifrit. And it is for that reason Thubyrgeim asks you to travel to Apkallu Falls and meet with Y'mhitra to discuss a recent discovery: a set of ancient texts describing the existence of Allagan mages known as “summoners.”",66632,0,114827,114227,114527,5,24,2
128,Summoner - Part 2,Part 2,"You believed Tristan to be defeated, consumed by fire at the culmination of your battle, yet there are witness accounts that place him at the scene of attacks in the deserts of Thanalan. Fearing the worst, you and Y'mhitra join in the investigation to track down the madman before more innocents come to harm.",67641,0,114828,114228,114528,5,24,3
129,Summoner - Part 3,Part 3,"Saint Coinach's Find has discovered a tome they believe contains the wisdom of Allagan summoners. Together with Y'mhitra, you prepare to pore over its pages, but are taken aback when it suddenly springs to life and introduces itself as “Principia.” According to the animate familiar, it was created as an instruction manual for promising summoners, but its knowledge may only be given to those who complete three formidable challenges.",68165,0,114829,114229,114529,5,24,4
130,Summoner - Part 4,Part 4,"Peace has been restored to the First, the skies kissed by night for the first time in an age. Wishing to apprise your comrades in the Source of what happened, you return home, paying a visit to Y'mhitra. She is grateful to hear news of her sister, and informs you she has news of her own. Summoner Jajasamu, a member of the Immortal Flames' summoner squad, seeks your counsel on some undisclosed matter.",68753,0,114830,114230,114530,5,24,5
131,Red Mage - Part 1,Part 1,"An obviously distraught girl has begged you to help rescue her sister from a group of kidnappers. You rush to the scene, but can only look on in amazement as a sword-wielding mage dispatches the last of the would-be abductors. He introduces himself as X'rhun Tia, a Crimson Duelist and practitioner of red magic.",68118,0,114831,114231,114531,5,39,1
132,Red Mage - Part 2,Part 2,"With his vendetta against Lambard at an end, X'rhun is eager to resume your training, and is quite pleased to see your progress continues apace. The continued absence of your fellow student Arya, on the other hand, has become a cause for concern. The two of you eventually find her, but the young mage is not herself. X'rhun is convinced she suffers from a condition not unlike Lambard's, and labors to find a cure before it's too late.",68123,0,114832,114232,114532,5,39,2
133,Red Mage - Part 3,Part 3,"With Lord Vauthry defeated and night restored to the First, her people may at last know peace. Though your work there is done, duty yet calls in the Source. As X'rhun explains, a band of graverobbers has made off with a blade once belonging to a member of the Crimson Duelists. They have proven difficult to apprehend using nonlethal measures and he would enlist your aid in the endeavor.",68760,0,114833,114233,114533,5,39,3
134,Blue Mage - Part 1,Part 1,"A peculiar fellow by the name of Martyn has been selling wares in the fields of Summerford, alleging they will bestow upon those who purchase them the ability to wield blue magic. Finding such assertions to be dubious at best, the Yellowjackets have enlisted your aid in ascertaining the authenticity of the man's claims.",68735,0,114834,114234,114534,5,40,1
135,Blue Mage - Part 2,Part 2,"Martyn's recently established Blue Mages' Guild shows promise as it continues to grow steadily. Much to his surprise and delight, Fyrgeiss, member of Ul'dah's Syndicate and renowned lover of the Coliseum, has taken an interest in the Masked Carnivale, and has agreed to provide funding for the Celestium. But what will this benevolent benefactor seek in return?",69273,0,114835,114235,114535,5,40,2
136,Tank Role Quests (Shadowbringers),,"Granson, a bounty hunter by trade, has resolved to hunt Dikaiosyne, one of the so-called Cardinal Virtues─exceptionally powerful sin eaters born from the fallen Warriors of Light. He is convinced this monster, once known in another life as the knight Branden, is the villain responsible for destroying all he held dear, but he will soon find there is more to the tale of this former hero than meets the eye.",68784,68837,114837,114237,114537,4,41,1
137,Healer Role Quests (Shadowbringers),,"Dwarves are a people of honor and tradition, so imagine their horror at the sight of Sophrosyne, the Cardinal Virtue which bears a striking resemblance to the long-deceased dwarf Lamitt. The Council of Elders can no longer abide the shame its existence brings to their people, and so they have ordered it be slain.",68808,68837,114838,114238,114538,6,42,1
138,Physical DPS Role Quests (Shadowbringers),,"Lue-Reeq is in search of a partner to help him slay an especially notorious mark─one of the four Cardinal Virtues, those most infamous instigators of the Flood. Though he cares not a whit for who the Warriors of Light were, the fallen adventurer-turned-Virtue Renda-Rae was arguably the greatest hunter who ever lived, and the youth would like nothing more than to beat her at her own game. ",68814,68837,114839,114239,114539,5,43,1
139,Magical Ranged DPS Role Quests (Shadowbringers),,"The bounty hunter Cerigg reveals to you his plan to hunt down a sin eater by the name of Phronesis─one of the four so-called “Cardinal Virtues” born from the remains of the fallen Warriors of Light─and seeks a companion with whom to share the bounty. The matter becomes complicated, however, when you encounter a young boy with an as-yet-unknown connection to your quarry.",69164,68837,114840,114240,114540,5,43,2
140,Role Master Quests (Shadowbringers),,"The Cardinal Virtues are no more, for you and the bounty hunters of the Wandering Stairs have successfully laid them to rest. After imploring you to share the details of your adventures, Glynard proposes calling together the patrons and celebrating your grand accomplishments. However, the libations will have to wait, for Cyella would reward your labors with a singular tale─that of the true villain responsible for so much of the realm's misery, who yet lingers in this world...",69521,69318,114841,114241,114541,2,44,1
141,Shadowbringers - Part 3,Part 3,"Deep within the city of Amaurot, the Ascian Emet-Selch is at last brought low. You return to the Crystarium victorious, the people celebrating beneath a blessedly clear sky. Though your comrades are not yet able to return to the Source, they bid you cross the rift and relay word of your success to Tataru and the others.",69318,0,114843,114243,114543,1,3,3
142,Shadowbringers - Part 4,Part 4,"As the Scions were preparing to return to the Source, a new threat was presented with the sudden appearance of the Ascian Elidibus. He assumed the guise of the original Warrior of Light, and following a climactic struggle, it was you that stood victorious. With peace restored, the Scions bid farewell to their friends on the First, and finally made the journey home. However, they soon discover that events unfolding in distant lands may spell disaster not only for Eorzea, but the entire world... ",69602,0,114844,114244,114544,1,3,4
143,YoRHa: Dark Apocalypse,,"With the unearthing of mechanical oddities beneath the dwarven village of Komra came myriad mysteries, and you find yourself recruited by the precocious siblings Anogg and Konogg to solve them. Your involvement with the strange woman identified as “2P,” however, brings not answers, but heretofore unseen dangers to Norvrandt. Thus, the question remains─what awaits beyond?",69589,0,114846,114246,114546,3,5,4
144,Eden,,"Beyond the borders of Norvrandt, there is naught but the Empty, a barren landscape devoid of life. And yet somewhere within that boundless nothing, Ryne has detected a disturbance. Could this mark a return of life, or the coming of yet another cataclysm? ",69515,0,114845,114245,114545,3,4,5
145,The Sorrow of Werlyt,,"The Garlean Empire seeks to break the stalemate with Eorzean forces by unleashing the culmination of its twisted experimentation─brutal warmachina that exist only to destroy. On both sides of the battlefield, shadows of the past loom as these monstrous Weapons prepare to deploy.",69568,0,114847,114247,114547,3,6,3
146,Blue Mage - Part 3,Part 3,"The Celestium's manager is hosting distinguished visitors from the Far East, and planned to put on a spectacular show for these potential investors. Much to the guild's dismay, however, their guests were unimpressed with what they saw, claiming it a pale imitation of the “Fukumen Fighting Festival.” Incensed by the notion someone had stolen their idea, Royse orders Martyn to Kugane to investigate.",69530,0,114836,114236,114536,5,40,3
147,The Void Calls,,"Though both originally from the Thirteenth shard, Cyella and Unukalhai chose to walk vastly different paths after its fall. With the last of the unsundered gone, the time has come at last for the two to meet once more. What new purpose will they find together? What new path might they forge?",69524,0,114842,114242,114542,2,45,1
148,Tales from the Shadows,,"After learning what became of Minfilia in the First, F'lhaminn often found herself reminiscing on their time spent together. And it was during one such moment of remembrance that a missive arrived from Ul'dah. She is to meet with an old acquaintance on the Steps of Thal, and can think of no one better than the Warrior of Light to accompany her.",69286,0,114848,114248,114548,2,9,2
149,Endwalker - Part 1,Part 1,"Across the realm, ominous towers of the Telophoroi's making strike into the heavens, fueled by the pillaged piety of captured innocents. The Final Days─an apocalyptic threat unknown to living memory─loom on the horizon. Yet Sharlayan, the veritable capital of knowledge, would rebuke the Eorzean Alliance's plea for assistance... Undaunted, the Scions set forth to discover what wisdom could possibly lurk in turning a blind eye to calamity.",70000,0,114849,114249,114549,1,46,1
150,Endwalker - Part 2,Part 2,"With the intent of thwarting Fandaniel's nefarious machinations once and for all, you defeated the god of Darkness, Zodiark─and in doing so unwittingly played right into the Ascian's clever hands. The coming end is now inevitable. As skies bleed and meteors rain, what hope can be found in the chaos? You can only keep walking onwards, trusting in the path of Light...",70000,0,114850,114250,114550,1,46,2
151,,,,0,0,0,0,0,0,0,0
152,Sage,,"Experts in medicine, aetherology, and sorcery, sages are highly trained practitioners of both healing and combat. One such somanoutic spellcaster is Lalah Jinjahl, a Forum operative come to Limsa Lominsa on the trail of dangerous fugitives. Together, you set out to apprehend a trio of criminals wanted for murder and larceny, but there may be more to this case than meets the eye...",69608,0,114851,114251,114551,6,47,1
153,Reaper,,"In the dusty streets of Ul'dah, your services are unwillingly bartered to Drusilla, leader of the notorious Lemures. She would have you open your soul to the selfsame darkness that both aids and haunts her in pursuit of the greater good─for sooner or later, all must reap what past wounds have sown...",69614,0,114852,114252,114552,5,48,1
154,Tank Role Quests (Endwalker),,"A blasphemy roams the Twelveswood, inflicting an uncurable illness upon its victims. As the Creeping Death spreads unchecked, the Adders' Nest beseeches you aid Kan-E-Senna in her efforts to bring Gleipnir to heel and prevent the spread of both plague and panic. Yet to do this requires unearthing the despair behind Gleipnir's transformation─and the roots of causality grow deep indeed.",69643,0,114853,114253,114553,4,41,2
155,Healer Role Quests (Endwalker),,"Struggling to recover from the aftermath of ruthless imperial occupation, Gyr Abania is now plagued by a blasphemy. You, Arenvald, and Fordola set out to discover the former identity of the beast─and how deep the scars of Ala Mhigo's history run in its people's hearts. Can the nation be once again united in spirit, or are the echoes of past tragedy destined to shatter the future's peace?",69649,0,114854,114254,114554,6,42,2
156,Melee DPS Role Quests (Endwalker),,"Disaster strikes the La Noscean coast as a blasphemy is sighted in once-peaceful waters. With the help of your Sahagin allies, you and Merlwyb move decisively to prevent further catastrophe, but it soon becomes apparent that you will need a company of weathered veterans to turn the tide of battle.",69655,0,114855,114255,114555,5,43,3
157,Physical Ranged DPS Role Quests (Endwalker),,"In Doma, the path towards lasting peace grows longer still with the dreaded manifestation of a blasphemy. Together with Hien and Yugiri, you investigate the claims that Izanami, kami and keeper of all living and dead, has returned to restore balance─and in doing so, discover a seemingly bottomless well of buried grief.",69661,0,114856,114256,114556,5,43,4
158,Magical Ranged DPS Role Quests (Endwalker),,"Reports of a young man transforming into a wyrm-like blasphemy have the city of Ishgard in a state of panic. You join forces with Aymeric and Artoirel to stop this profane Fafnir, but your task is no mere dragon-slaying. To strike at the heart of this cycle of suffering, you must once again confront the consequence of faith without clemency...",69667,0,114857,114257,114557,5,43,5
159,Pandæmonium,,"From the depths of the aetherial sea washes up a crystal from the past bearing an urgent message: a place called Pandæmonium faces a crisis which could spell doom for the star itself. You must journey to the ancient age, and together with an ally from Elpis unravel the mysteries of that dark prison and its overseers.",70296,0,114862,114262,114562,3,4,6
160,Role Master Quests (Endwalker),,"Thanks in no small part to your efforts, blasphemies from across the realm have been laid to rest, and the ever-fleeting promise of peace finally seems attainable. However, dark clouds stir once more over Garlemald─one final threat to emerge from the veil of despair shrouding the routed empire. It will take the full strength of every nation to pierce this malingering shadow and shine the light of hope once and for all.",70118,0,114859,114259,114559,2,44,2
161,Omega: Beyond the Rift,,"A mysterious transmission lifted from the flight logs of the *Ragnarok* has even the preeminent experts of Sharlayan scratching their heads in confusion. The key to unlocking this undecipherable message, however, arrives in the most unlikely of forms, launching you on a pilgrimage of existential discovery.",70123,0,114858,114258,114558,3,4,4
162,Endwalker - Part 3,Part 3,"Together with your comrades, you traveled to the very edge of creation and back to deliver Etheirys from certain destruction. The Final Days have been averted, and with their duty thus fulfilled, the Scions have elected to disband─albeit only in an official capacity. They each continue working independently to address the realm's problems, leaving you free to return to your adventuring roots.",70289,0,114865,114265,114565,1,46,3
163,Myths of the Realm,,"The gates to a phantom realm have been thrown wide upon the shores of Silvertear Lake, and the Sons of Saint Coinach seek answers. Accompanied by an enigmatic explorer, you and your Baldesion allies must venture through this myth made manifest. Yet your presence does not go unnoticed by the realm's immortal residents, and you soon find yourself unraveling a mystery most divine...",70328,0,114867,114267,114567,3,5,5
164,Somehow Further Hildibrand Adventures,,"Hildibrand has returned...in body, if not in mind. The ailing agent of enquiry has resurfaced in Thavnair, seemingly bound in an unbreakable slumber, and Nashu Mhakaracca needs your help to awaken him from his preternatural hibernation. The Final Days may have come and gone, but the Near East yet swells with the promise of new cases to solve!",70336,0,114868,114268,114568,2,7,4
165,Tataru's Grand Endeavor,,"Tataru Taru's Boutique was founded upon the principles of quality, cooperation, and profit─and the Scions' coinkeeper has never been one to dream small. In keeping with her ambitions, you have been recruited to court the goodwill of allies around the world, thus uniting the realm under the banner of Tataru's breathtaking designs.",70349,0,114869,114269,114569,2,51,1
166,The Sil'dihn Subterrane,,"Thanks to a partnership between the Adventurers' Guild and the gleaners' guildship, a letter from Momodi finds you even in the distant nation of Sharlayan. Thus does a clandestine expedition begin: a personal escort request from the sultana taking you back into the Sil'dihn aqueducts, where a mysterious gate has been discovered. Nanamo Ul Namo holds the key, a gift from her dear departed parents, but will it unlock the historical secrets buried beyond the portal?",70185,0,114860,114260,114560,2,49,1
167,Tales of Newfound Adventure,,"As your investigation of the void unfolds, a peculiar being that is all eyeball is found lurking the city-state of Radz-at-Han. Claiming to be a part of a single voidsent, it asks for your help to reunite with its other selves, in return for which it offers to share with you tales about the Thirteenth.",70197,0,114861,114261,114561,2,9,3
168,,,,0,0,0,0,0,0,0,0
169,Mount Rokkon,,"The gleaners' guildship provides you with a missive from none other than Hancock, who invites you to return to Hingashi─this time, to venture deep into its wilderness, where no ijin has yet tread. Shishu's venerable Mount Rokkon has been beset by monstrous mononoke, and it falls to you to purge it of this fell influence...by delivering its treasures into Hancock's waiting hands.",70270,0,114863,114263,114563,2,49,2
170,Blue Mage - Part 4,Part 4,"The Celestium has grown quiet of late, the stands increasingly empty with each passing day. Her champion, Azuro the Second, grows more powerful with each spell mastered─too powerful, perhaps, as no beast remains to push her to her limits and pull fans back to their seats. She requires a true test of mettle, and so Royse has tasked Martyn with a seemingly impossible challenge: to find a suitable rival for the Masked Carnivale's star performer.",70314,0,114864,114264,114564,5,40,4
171,Endwalker - Part 4,Part 4,"In searching the void for Azdaja, you encounter a half-voidsent woman named Zero, and with her aid, you intend to see the great wyrm returned home. Your plan is soon brought to a halt, however, when the archfiends destroy the voidgate in Alzadaal's Legacy. To what end do the servants of Golbez bar your path, and what will become of Azdaja should they prevail? These answers and more will be laid bare as you seek a new means to cross the rift.",70289,0,114866,114266,114566,1,46,4
172,Aloalo Island,,"An alchemist named Pasasun seeks to contact you through the gleaners' guildship, writing on behalf of his friend Matsya. He hopes that you might accompany the fisher on a voyage to Aloalo, one of the remote south sea isles. There you must cull the wildlife threatening the natural balance of the mysterious paradise in an expedition which promises thrilling battle and plentiful fishing in equal measure.",70326,0,114870,114270,114570,2,49,3
173,The Legacy of Louisoix Leveilleur,,"Making your way through Ul'dah, you encounter Nananji Nononji, a budding writer who means to pen a biography on the late Archon Louisoix. He bids you aid him in his quest for answers, and as you accompany him on his journey across the realm, you come face-to-face with those who braved the end of an era...",70316,0,114871,114271,114571,2,50,1
174,Dawntrail - Part 1,Part 1,"Determined to prove herself worthy of her father's legacy, Wuk Lamat, daughter to the Dawnservant of Tuliyollal and one of four claimants to its throne, seeks allies in Eorzea to help her achieve victory in the rite of succession. As you pledge your support to this fledgling monarch, you set your sights on the western continent of Tural─and a new adventure.",70495,0,114872,114272,114572,1,52,1
175,Dawntrail - Part 2,Part 2,"After a long and eventful journey, Wuk Lamat and her brother Koana are named twin Dawnservants of Tuliyollal. Yet as the people rejoice at the succession of their new leaders, you hear the call of adventure beckoning amidst their cheers. Unable to resist, you accompany Erenville north to Xak Tural, where unfamiliar vistas and new faces await.",70495,0,114873,114273,114573,1,52,2
