#,Name,Description,QuestRequirement,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL,AnimationStart,AnimationEnd,Icon,RequiredStatus,ClassJobCategory,ClassJobLevel,Cost,ClassJob,Specialist
100160,Nymeia's Wheel,"**Specialist Action**

Restores item durability. Amount determined by current **Whistle** stack. Whistle effect ends upon use.
**Success Rate:** 100%",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,786,0,0,1,0,-1,False
100161,Trained Hand,"**Specialist Action**

Significantly increases both progress and quality.
**Efficiency:** 150%
**Success Rate:** 100%

Available only when **Inner Quiet** and **Whistle** stack sizes are identical.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100162,Trained Hand,"**Specialist Action**

Significantly increases both progress and quality.
**Efficiency:** 150%
**Success Rate:** 100%

Available only when **Inner Quiet** and **Whistle** stack sizes are identical.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100163,Trained Hand,"**Specialist Action**

Significantly increases both progress and quality.
**Efficiency:** 150%
**Success Rate:** 100%

Available only when **Inner Quiet** and **Whistle** stack sizes are identical.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100164,Trained Hand,"**Specialist Action**

Significantly increases both progress and quality.
**Efficiency:** 150%
**Success Rate:** 100%

Available only when **Inner Quiet** and **Whistle** stack sizes are identical.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100165,Trained Hand,"**Specialist Action**

Significantly increases both progress and quality.
**Efficiency:** 150%
**Success Rate:** 100%

Available only when **Inner Quiet** and **Whistle** stack sizes are identical.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100166,Trained Hand,"**Specialist Action**

Significantly increases both progress and quality.
**Efficiency:** 150%
**Success Rate:** 100%

Available only when **Inner Quiet** and **Whistle** stack sizes are identical.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100167,Trained Hand,"**Specialist Action**

Significantly increases both progress and quality.
**Efficiency:** 150%
**Success Rate:** 100%

Available only when **Inner Quiet** and **Whistle** stack sizes are identical.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100168,Trained Hand,"**Specialist Action**

Significantly increases both progress and quality.
**Efficiency:** 150%
**Success Rate:** 100%

Available only when **Inner Quiet** and **Whistle** stack sizes are identical.",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,786,0,0,1,0,-1,False
100169,Satisfaction,"**Specialist Action**

Uses one **Whistle** to restore 15 CP.
**Success Rate:** 100%

Available only when the **Whistle** stack size is a multiple of three.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100170,Satisfaction,"**Specialist Action**

Uses one **Whistle** to restore 15 CP.
**Success Rate:** 100%

Available only when the **Whistle** stack size is a multiple of three.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100171,Satisfaction,"**Specialist Action**

Uses one **Whistle** to restore 15 CP.
**Success Rate:** 100%

Available only when the **Whistle** stack size is a multiple of three.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100172,Satisfaction,"**Specialist Action**

Uses one **Whistle** to restore 15 CP.
**Success Rate:** 100%

Available only when the **Whistle** stack size is a multiple of three.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100173,Satisfaction,"**Specialist Action**

Uses one **Whistle** to restore 15 CP.
**Success Rate:** 100%

Available only when the **Whistle** stack size is a multiple of three.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100174,Satisfaction,"**Specialist Action**

Uses one **Whistle** to restore 15 CP.
**Success Rate:** 100%

Available only when the **Whistle** stack size is a multiple of three.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100175,Satisfaction,"**Specialist Action**

Uses one **Whistle** to restore 15 CP.
**Success Rate:** 100%

Available only when the **Whistle** stack size is a multiple of three.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100176,Satisfaction,"**Specialist Action**

Uses one **Whistle** to restore 15 CP.
**Success Rate:** 100%

Available only when the **Whistle** stack size is a multiple of three.",0,100169,100170,100171,100172,100173,100174,100175,100176,242,249,786,0,0,1,0,-1,False
100177,Finishing Touches,,0,100177,100177,100177,100177,100177,100177,100177,100177,241,248,786,0,33,1,0,-1,False
100178,Maker's Mark,"Reduces **Flawless Synthesis** CP cost and durability loss to 0 for up to 25 steps. Effect duration determined by recipe difficulty.
Available only on the first step.",0,100178,100178,100178,100178,100178,100178,100178,100178,242,249,786,0,0,1,0,-1,False
100179,Heart of the Carpenter,"**Specialist Action**

For the next seven steps, increases chances of material condition becoming **Good**.
A **woodworking delineation** is used upon execution. Can only be used up to five times per synthesis.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100180,Heart of the Blacksmith,"**Specialist Action**

For the next seven steps, increases chances of material condition becoming **Good**.
A **blacksmithing delineation** is used upon execution. Can only be used up to five times per synthesis.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100181,Heart of the Armorer,"**Specialist Action**

For the next seven steps, increases chances of material condition becoming **Good**.
An **armoring delineation** is used upon execution. Can only be used up to five times per synthesis.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100182,Heart of the Goldsmith,"**Specialist Action**

For the next seven steps, increases chances of material condition becoming **Good**.
A **goldsmithing delineation** is used upon execution. Can only be used up to five times per synthesis.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100183,Heart of the Leatherworker,"**Specialist Action**

For the next seven steps, increases chances of material condition becoming **Good**.
A **leatherworking delineation** is used upon execution. Can only be used up to five times per synthesis.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100184,Heart of the Weaver,"**Specialist Action**

For the next seven steps, increases chances of material condition becoming **Good**.
A **weaving delineation** is used upon execution.  Can only be used up to five times per synthesis.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100185,Heart of the Alchemist,"**Specialist Action**

For the next seven steps, increases chances of material condition becoming **Good**.
An **alchemy delineation** is used upon execution. Can only be used up to five times per synthesis.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100186,Heart of the Culinarian,"**Specialist Action**

For the next seven steps, increases chances of material condition becoming **Good**.
A **cooking delineation** is used upon execution. Can only be used up to five times per synthesis.",0,100179,100180,100181,100182,100183,100184,100185,100186,4655,4656,786,879,0,1,0,-1,False
100187,Whistle While You Work,"**Specialist Action**

Grants a **Whistle** stack of 11. One **Whistle** used for each step that material condition is **Good** or **Excellent**. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. **Finishing Touches** is used when stack size reaches 0 and effect wears off.
**Finishing Touches Efficiency:** 200%
**Finishing Touches Success Rate:** 50%
",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100188,Whistle While You Work,"**Specialist Action**

Grants a **Whistle** stack of 11. One **Whistle** used for each step that material condition is **Good** or **Excellent**. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. **Finishing Touches** is used when stack size reaches 0 and effect wears off.
**Finishing Touches Efficiency:** 200%
**Finishing Touches Success Rate:** 50%
",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100189,Whistle While You Work,"**Specialist Action**

Grants a **Whistle** stack of 11. One **Whistle** used for each step that material condition is **Good** or **Excellent**. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. **Finishing Touches** is used when stack size reaches 0 and effect wears off.
**Finishing Touches Efficiency:** 200%
**Finishing Touches Success Rate:** 50%
",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100190,Whistle While You Work,"**Specialist Action**

Grants a **Whistle** stack of 11. One **Whistle** used for each step that material condition is **Good** or **Excellent**. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. **Finishing Touches** is used when stack size reaches 0 and effect wears off.
**Finishing Touches Efficiency:** 200%
**Finishing Touches Success Rate:** 50%
",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100191,Whistle While You Work,"**Specialist Action**

Grants a **Whistle** stack of 11. One **Whistle** used for each step that material condition is **Good** or **Excellent**. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. **Finishing Touches** is used when stack size reaches 0 and effect wears off.
**Finishing Touches Efficiency:** 200%
**Finishing Touches Success Rate:** 50%
",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100192,Whistle While You Work,"**Specialist Action**

Grants a **Whistle** stack of 11. One **Whistle** used for each step that material condition is **Good** or **Excellent**. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. **Finishing Touches** is used when stack size reaches 0 and effect wears off.
**Finishing Touches Efficiency:** 200%
**Finishing Touches Success Rate:** 50%
",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100193,Whistle While You Work,"**Specialist Action**

Grants a **Whistle** stack of 11. One **Whistle** used for each step that material condition is **Good** or **Excellent**. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. **Finishing Touches** is used when stack size reaches 0 and effect wears off.
**Finishing Touches Efficiency:** 200%
**Finishing Touches Success Rate:** 50%
",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100194,Whistle While You Work,"**Specialist Action**

Grants a **Whistle** stack of 11. One **Whistle** used for each step that material condition is **Good** or **Excellent**. Increases the effectiveness of certain crafting actions when the stack size is a multiple of three. **Finishing Touches** is used when stack size reaches 0 and effect wears off.
**Finishing Touches Efficiency:** 200%
**Finishing Touches Success Rate:** 50%
",0,100187,100188,100189,100190,100191,100192,100193,100194,242,249,786,880,0,1,0,-1,False
100195,Hasty Touch II,"Increases quality.
**Efficiency:** 100%
**Success Rate:** 60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100196,Hasty Touch II,"Increases quality.
**Efficiency:** 100%
**Success Rate:** 60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100197,Hasty Touch II,"Increases quality.
**Efficiency:** 100%
**Success Rate:** 60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100198,Hasty Touch II,"Increases quality.
**Efficiency:** 100%
**Success Rate:** 60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100199,Hasty Touch II,"Increases quality.
**Efficiency:** 100%
**Success Rate:** 60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100200,Hasty Touch II,"Increases quality.
**Efficiency:** 100%
**Success Rate:** 60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100201,Hasty Touch II,"Increases quality.
**Efficiency:** 100%
**Success Rate:** 60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100202,Hasty Touch II,"Increases quality.
**Efficiency:** 100%
**Success Rate:** 60%",0,100195,100196,100197,100198,100199,100200,100201,100202,241,248,786,0,0,1,0,-1,False
100203,Careful Synthesis,"Increases **progress**.
**Efficiency:** 180%
**Success Rate:** 100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,9,62,7,8,False
100204,Careful Synthesis,"Increases **progress**.
**Efficiency:** 180%
**Success Rate:** 100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,10,62,7,9,False
100205,Careful Synthesis,"Increases **progress**.
**Efficiency:** 180%
**Success Rate:** 100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,11,62,7,10,False
100206,Careful Synthesis,"Increases **progress**.
**Efficiency:** 180%
**Success Rate:** 100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,12,62,7,11,False
100207,Careful Synthesis,"Increases **progress**.
**Efficiency:** 180%
**Success Rate:** 100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,13,62,7,12,False
100208,Careful Synthesis,"Increases **progress**.
**Efficiency:** 180%
**Success Rate:** 100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,14,62,7,13,False
100209,Careful Synthesis,"Increases **progress**.
**Efficiency:** 180%
**Success Rate:** 100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,15,62,7,14,False
100210,Careful Synthesis,"Increases **progress**.
**Efficiency:** 180%
**Success Rate:** 100%",0,100203,100204,100205,100206,100207,100208,100209,100210,240,247,1986,0,16,62,7,15,False
100211,Rapid Synthesis II,"Increases progress.
**Efficiency:** 300%
**Success Rate:** 60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100212,Rapid Synthesis II,"Increases progress.
**Efficiency:** 300%
**Success Rate:** 60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100213,Rapid Synthesis II,"Increases progress.
**Efficiency:** 300%
**Success Rate:** 60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100214,Rapid Synthesis II,"Increases progress.
**Efficiency:** 300%
**Success Rate:** 60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100215,Rapid Synthesis II,"Increases progress.
**Efficiency:** 300%
**Success Rate:** 60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100216,Rapid Synthesis II,"Increases progress.
**Efficiency:** 300%
**Success Rate:** 60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100217,Rapid Synthesis II,"Increases progress.
**Efficiency:** 300%
**Success Rate:** 60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100218,Rapid Synthesis II,"Increases progress.
**Efficiency:** 300%
**Success Rate:** 60%",0,100211,100212,100213,100214,100215,100216,100217,100218,241,248,786,0,0,1,0,-1,False
100219,Patient Touch,"Increases **quality**.
**Additional Effect: **Doubles **Inner Quiet** stack (up to 11) when successful, halves stack upon failure
**Efficiency:** 100%
**Success Rate:** 50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100220,Patient Touch,"Increases **quality**.
**Additional Effect: **Doubles **Inner Quiet** stack (up to 11) when successful, halves stack upon failure
**Efficiency:** 100%
**Success Rate:** 50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100221,Patient Touch,"Increases **quality**.
**Additional Effect: **Doubles **Inner Quiet** stack (up to 11) when successful, halves stack upon failure
**Efficiency:** 100%
**Success Rate:** 50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100222,Patient Touch,"Increases **quality**.
**Additional Effect: **Doubles **Inner Quiet** stack (up to 11) when successful, halves stack upon failure
**Efficiency:** 100%
**Success Rate:** 50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100223,Patient Touch,"Increases **quality**.
**Additional Effect: **Doubles **Inner Quiet** stack (up to 11) when successful, halves stack upon failure
**Efficiency:** 100%
**Success Rate:** 50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100224,Patient Touch,"Increases **quality**.
**Additional Effect: **Doubles **Inner Quiet** stack (up to 11) when successful, halves stack upon failure
**Efficiency:** 100%
**Success Rate:** 50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100225,Patient Touch,"Increases **quality**.
**Additional Effect: **Doubles **Inner Quiet** stack (up to 11) when successful, halves stack upon failure
**Efficiency:** 100%
**Success Rate:** 50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100226,Patient Touch,"Increases **quality**.
**Additional Effect: **Doubles **Inner Quiet** stack (up to 11) when successful, halves stack upon failure
**Efficiency:** 100%
**Success Rate:** 50%",0,100219,100220,100221,100222,100223,100224,100225,100226,240,247,786,0,0,1,0,-1,False
100227,Prudent Touch,"Increases **quality** at half the **durability** cost.
**Efficiency:** 100%
**Success Rate:** 100%

Unavailable when **Waste Not** or **Waste Not II** is active.",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1535,0,9,66,25,8,False
100228,Prudent Touch,"Increases **quality** at half the **durability** cost.
**Efficiency:** 100%
**Success Rate:** 100%

Unavailable when **Waste Not** or **Waste Not II** is active.",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1584,0,10,66,25,9,False
100229,Prudent Touch,"Increases **quality** at half the **durability** cost.
**Efficiency:** 100%
**Success Rate:** 100%

Unavailable when **Waste Not** or **Waste Not II** is active.",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1635,0,11,66,25,10,False
100230,Prudent Touch,"Increases **quality** at half the **durability** cost.
**Efficiency:** 100%
**Success Rate:** 100%

Unavailable when **Waste Not** or **Waste Not II** is active.",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1686,0,12,66,25,11,False
100231,Prudent Touch,"Increases **quality** at half the **durability** cost.
**Efficiency:** 100%
**Success Rate:** 100%

Unavailable when **Waste Not** or **Waste Not II** is active.",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1734,0,13,66,25,12,False
100232,Prudent Touch,"Increases **quality** at half the **durability** cost.
**Efficiency:** 100%
**Success Rate:** 100%

Unavailable when **Waste Not** or **Waste Not II** is active.",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1784,0,14,66,25,13,False
100233,Prudent Touch,"Increases **quality** at half the **durability** cost.
**Efficiency:** 100%
**Success Rate:** 100%

Unavailable when **Waste Not** or **Waste Not II** is active.",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1835,0,15,66,25,14,False
100234,Prudent Touch,"Increases **quality** at half the **durability** cost.
**Efficiency:** 100%
**Success Rate:** 100%

Unavailable when **Waste Not** or **Waste Not II** is active.",0,100227,100228,100229,100230,100231,100232,100233,100234,240,247,1886,0,16,66,25,15,False
100235,Focused Synthesis,"Increases **progress**.
**Efficiency:** 200%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100236,Focused Synthesis,"Increases **progress**.
**Efficiency:** 200%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100237,Focused Synthesis,"Increases **progress**.
**Efficiency:** 200%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100238,Focused Synthesis,"Increases **progress**.
**Efficiency:** 200%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100239,Focused Synthesis,"Increases **progress**.
**Efficiency:** 200%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100240,Focused Synthesis,"Increases **progress**.
**Efficiency:** 200%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100241,Focused Synthesis,"Increases **progress**.
**Efficiency:** 200%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100242,Focused Synthesis,"Increases **progress**.
**Efficiency:** 200%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100235,100236,100237,100238,100239,100240,100241,100242,239,246,786,0,0,1,0,-1,False
100243,Focused Touch,"Increases **quality**.
**Efficiency:** 150%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100244,Focused Touch,"Increases **quality**.
**Efficiency:** 150%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100245,Focused Touch,"Increases **quality**.
**Efficiency:** 150%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100246,Focused Touch,"Increases **quality**.
**Efficiency:** 150%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100247,Focused Touch,"Increases **quality**.
**Efficiency:** 150%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100248,Focused Touch,"Increases **quality**.
**Efficiency:** 150%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100249,Focused Touch,"Increases **quality**.
**Efficiency:** 150%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100250,Focused Touch,"Increases **quality**.
**Efficiency:** 150%
**Success Rate:** 50%
**Combo Action:** **Observe**
**Combo Bonus:** Increases success rate to 100%",0,100243,100244,100245,100246,100247,100248,100249,100250,239,246,786,0,0,1,0,-1,False
100251,Initial Preparations,"May reduce CP consumption while status is active. When a **specialist**, canceling the status grants the use of a single **Specialty** action.
Available only on the first step.",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100252,Initial Preparations,"May reduce CP consumption while status is active. When a **specialist**, canceling the status grants the use of a single **Specialty** action.
Available only on the first step.",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100253,Initial Preparations,"May reduce CP consumption while status is active. When a **specialist**, canceling the status grants the use of a single **Specialty** action.
Available only on the first step.",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100254,Initial Preparations,"May reduce CP consumption while status is active. When a **specialist**, canceling the status grants the use of a single **Specialty** action.
Available only on the first step.",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100255,Initial Preparations,"May reduce CP consumption while status is active. When a **specialist**, canceling the status grants the use of a single **Specialty** action.
Available only on the first step.",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100256,Initial Preparations,"May reduce CP consumption while status is active. When a **specialist**, canceling the status grants the use of a single **Specialty** action.
Available only on the first step.",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100257,Initial Preparations,"May reduce CP consumption while status is active. When a **specialist**, canceling the status grants the use of a single **Specialty** action.
Available only on the first step.",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100258,Initial Preparations,"May reduce CP consumption while status is active. When a **specialist**, canceling the status grants the use of a single **Specialty** action.
Available only on the first step.",0,100251,100252,100253,100254,100255,100256,100257,100258,242,249,786,0,0,1,0,-1,False
100259,Specialty: Reinforce,"**Specialist Action**

Restores item durability by 25. Can only be used when **Initial Preparations** is active.",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100260,Specialty: Reinforce,"**Specialist Action**

Restores item durability by 25. Can only be used when **Initial Preparations** is active.",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100261,Specialty: Reinforce,"**Specialist Action**

Restores item durability by 25. Can only be used when **Initial Preparations** is active.",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100262,Specialty: Reinforce,"**Specialist Action**

Restores item durability by 25. Can only be used when **Initial Preparations** is active.",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100263,Specialty: Reinforce,"**Specialist Action**

Restores item durability by 25. Can only be used when **Initial Preparations** is active.",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100264,Specialty: Reinforce,"**Specialist Action**

Restores item durability by 25. Can only be used when **Initial Preparations** is active.",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100265,Specialty: Reinforce,"**Specialist Action**

Restores item durability by 25. Can only be used when **Initial Preparations** is active.",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100266,Specialty: Reinforce,"**Specialist Action**

Restores item durability by 25. Can only be used when **Initial Preparations** is active.",0,100259,100260,100261,100262,100263,100264,100265,100266,242,249,786,0,0,1,0,-1,False
100267,Specialty: Refurbish,"**Specialist Action**

Restores 65 CP. Can only be used when **Initial Preparations** is active.",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100268,Specialty: Refurbish,"**Specialist Action**

Restores 65 CP. Can only be used when **Initial Preparations** is active.",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100269,Specialty: Refurbish,"**Specialist Action**

Restores 65 CP. Can only be used when **Initial Preparations** is active.",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100270,Specialty: Refurbish,"**Specialist Action**

Restores 65 CP. Can only be used when **Initial Preparations** is active.",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100271,Specialty: Refurbish,"**Specialist Action**

Restores 65 CP. Can only be used when **Initial Preparations** is active.",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100272,Specialty: Refurbish,"**Specialist Action**

Restores 65 CP. Can only be used when **Initial Preparations** is active.",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100273,Specialty: Refurbish,"**Specialist Action**

Restores 65 CP. Can only be used when **Initial Preparations** is active.",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100274,Specialty: Refurbish,"**Specialist Action**

Restores 65 CP. Can only be used when **Initial Preparations** is active.",0,100267,100268,100269,100270,100271,100272,100273,100274,242,249,786,0,0,1,0,-1,False
100275,Specialty: Reflect,"**Specialist Action**

Increases **Inner Quiet** stack by three (up to 11). Can only be used when **Initial Preparations** is active.",0,100275,100276,100277,100278,100279,100280,100281,100282,242,249,786,0,0,1,0,-1,False
