#,Path,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8
1006,ex1/dunalx/dunalx1a330/dunalx1a330,0,0,0,0,0,1,1,True,False
1007,ex1/dunalx/dunalx1a410/dunalx1a410,0,0,0,0,0,1,1,True,False
1008,ex1/dunalx/dunalx1a420/dunalx1a420,0,0,0,0,0,1,1,True,False
1009,ex1/heavnr/heavnr10110/heavnr10110,0,0,0,0,0,1,1,True,False
1010,ex1/heavnr/heavnr10210/heavnr10210,0,0,0,0,0,1,1,True,False
1011,ex1/heavnr/heavnr10310/heavnr10310,0,0,0,0,0,1,1,True,False
1012,ex1/heavnr/heavnr10410/heavnr10410,0,0,0,0,0,1,1,True,False
1013,ex1/heavnr/heavnr10510/heavnr10510,0,0,0,0,0,1,1,True,False
1014,ex1/bosbis/bosbis00010/bosbis00010,0,0,0,0,0,1,1,True,False
1015,ex1/bosbis/bosbis00020/bosbis00020,0,0,0,0,0,1,1,True,False
1016,ex1/bosrav/bosrav00020/bosrav00020,0,0,0,0,0,1,1,True,False
1017,ex1/bosrav/bosrav00110/bosrav00110,0,0,0,0,0,1,1,True,False
1018,ex1/bosrav/bosrav00120/bosrav00120,0,0,0,0,0,1,1,True,False
1019,ex1/dunabr/dunabr2f210/dunabr2f210,0,0,0,0,0,1,1,True,False
1020,ex1/dunabr/dunabr2f220/dunabr2f220,0,0,0,0,0,1,1,True,False
1021,ex1/heavna/heavna60630/heavna60630,0,0,0,0,0,1,1,True,False
1022,ex1/bosbis/bosbis00030/bosbis00030,0,0,0,0,0,1,1,True,False
1023,ex1/bosrav/bosrav00010/bosrav00010,0,0,0,0,0,1,1,True,False
1024,ex1/bosbis/bosbis00110/bosbis00110,0,0,0,0,0,1,1,True,False
1025,ex1/bosbis/bosbis00120/bosbis00120,0,0,0,0,0,1,1,True,False
1026,ex1/bosbis/bosbis00130/bosbis00130,0,0,0,0,0,1,1,True,False
1027,ex1/dunalx/dunalx1b110/dunalx1b110,0,0,0,0,0,1,1,True,False
1028,ex1/dunalx/dunalx1b120/dunalx1b120,0,0,0,0,0,1,1,True,False
1029,ex1/dunalx/dunalx1b130/dunalx1b130,0,0,0,0,0,1,1,True,False
1030,ex1/dunalx/dunalx1b210/dunalx1b210,0,0,0,0,0,1,1,True,False
1031,ex1/dunalx/dunalx1b220/dunalx1b220,0,0,0,0,0,1,1,True,False
1032,ex1/dunalx/dunalx1b310/dunalx1b310,0,0,0,0,0,1,1,True,False
1033,ex1/dunalx/dunalx1b320/dunalx1b320,0,0,0,0,0,1,1,True,False
1034,ex1/dunalx/dunalx1b410/dunalx1b410,0,0,0,0,0,1,1,True,False
1035,ex1/dunalx/dunalx1b420/dunalx1b420,0,0,0,0,0,1,1,True,False
1036,ex1/heavnr/heavnr10105/heavnr10105,0,0,0,0,0,1,1,True,False
1037,ex1/dunabr/dunabr2f215/dunabr2f215,0,0,0,0,0,1,1,True,False
1038,ex1/heavna/heavna33110/heavna33110,0,0,0,0,0,1,1,True,False
1039,ex1/heavna/heavna61230/heavna61230,0,0,0,0,0,1,1,True,False
1040,ffxiv/anvwil/anvwil00210/anvwil00210,0,0,0,0,0,1,1,True,False
1041,ffxiv/anvwil/anvwil00220/anvwil00220,0,0,0,0,0,1,1,True,False
1042,ffxiv/anvwil/anvwil00230/anvwil00230,0,0,0,0,0,1,1,True,False
1043,ffxiv/anvwil/anvwil00240/anvwil00240,0,0,0,0,0,1,1,True,False
1044,ex1/heavnb/heavnb10110/heavnb10110,0,0,0,0,0,1,1,True,False
1045,ex1/heavnb/heavnb10120/heavnb10120,0,0,0,0,0,1,1,True,False
1046,ex1/heavnb/heavnb10130/heavnb10130,0,0,0,0,0,1,1,True,False
1047,ex1/heavnb/heavnb10310/heavnb10310,0,0,0,0,0,1,1,True,False
1048,ex1/heavnb/heavnb10410/heavnb10410,0,0,0,0,0,1,1,True,False
1049,ex1/heavnb/heavnb10510/heavnb10510,0,0,0,0,0,1,1,True,False
1050,ex1/heavnb/heavnb10520/heavnb10520,0,0,0,0,0,1,1,True,False
1051,ex1/heavnb/heavnb10530/heavnb10530,0,0,0,0,0,1,1,True,False
1052,ex1/heavnb/heavnb10540/heavnb10540,0,0,0,0,0,1,1,True,False
1053,ex1/heavnb/heavnb10610/heavnb10610,0,0,0,0,0,1,1,True,False
1054,ex1/heavnb/heavnb10810/heavnb10810,0,0,0,0,0,1,1,True,False
1055,ex1/heavnb/heavnb10820/heavnb10820,0,0,0,0,0,1,1,True,False
1056,ex1/heavnb/heavnb10830/heavnb10830,0,0,0,0,0,1,1,True,False
1057,ex1/heavnb/heavnb10840/heavnb10840,0,0,0,0,0,1,1,True,False
1058,ex1/heavnb/heavnb10850/heavnb10850,0,0,0,0,0,1,1,True,False
1059,ex1/heavnb/heavnb10860/heavnb10860,0,0,0,0,0,1,1,True,False
1060,ex1/heavnb/heavnb10870/heavnb10870,0,0,0,0,0,1,1,True,False
1061,ffxiv/lovmvs/lovmvs00010/lovmvs00010,0,0,0,0,0,1,1,True,False
1062,ffxiv/lovmvs/lovmvs00020/lovmvs00020,0,0,0,0,0,1,1,True,False
1063,ex1/dunzon/dunzon2r110/dunzon2r110,0,0,0,0,0,1,1,True,False
1064,ex1/dunzon/dunzon2r120/dunzon2r120,0,0,0,0,0,1,1,True,False
1065,ex1/dunzon/dunzon2r130/dunzon2r130,0,0,0,0,0,1,1,True,False
1066,ex1/dundra/dundra2d410/dundra2d410,0,0,0,0,0,1,1,True,False
1067,ex1/dundra/dundra2d420/dundra2d420,0,0,0,0,0,1,1,True,False
1068,ex1/dundra/dundra2d430/dundra2d430,0,0,0,0,0,1,1,True,False
1069,ex1/dunsea/dunsea1d910/dunsea1d910,0,0,0,0,0,1,1,True,False
1070,ex1/dunsea/dunsea1d920/dunsea1d920,0,0,0,0,0,1,1,True,False
1071,ex1/dunsea/dunsea1d930/dunsea1d930,0,0,0,0,0,1,1,True,False
1072,ex1/boskor/boskor00010/boskor00010,0,0,0,0,0,1,1,True,False
1073,ex1/boskor/boskor00020/boskor00020,0,0,0,0,0,1,1,True,False
1074,ex1/heavnm/heavnm00030/heavnm00030,0,0,0,0,0,1,1,True,False
1075,ex1/heavnm/heavnm00035/heavnm00035,0,0,0,0,0,1,1,True,False
1076,ex1/skyadv/skyadv00010/skyadv00010,0,0,0,0,0,1,1,True,False
1077,ex1/skyadv/skyadv00020/skyadv00020,0,0,0,0,0,1,1,True,False
1078,ex1/skyadv/skyadv00030/skyadv00030,0,0,0,0,0,1,1,True,False
1079,ex1/skyadv/skyadv00110/skyadv00110,0,0,0,0,0,1,1,True,False
1080,ex1/skyadv/skyadv00120/skyadv00120,0,0,0,0,0,1,1,True,False
1081,ex1/banvan/banvan00005/banvan00005,0,0,0,0,0,1,1,True,False
1082,ex1/heavnm/heavnm00010/heavnm00010,0,0,0,0,0,1,1,True,False
1083,ex1/heavnm/heavnm00020/heavnm00020,0,0,0,0,0,1,1,True,False
1084,ex1/heavnm/heavnm00040/heavnm00040,0,0,0,0,0,1,1,True,False
1085,ex1/banvan/banvan00010/banvan00010,0,0,0,0,0,1,1,True,False
1086,ex1/banvan/banvan00110/banvan00110,0,0,0,0,0,1,1,True,False
1087,ex1/banvan/banvan00210/banvan00210,0,0,0,0,0,1,1,True,False
1088,ex1/banvan/banvan00310/banvan00310,0,0,0,0,0,1,1,True,False
1089,ex1/heavnm/heavnm00050/heavnm00050,0,0,0,0,0,1,1,True,False
1090,ffxiv/fesevn/fesevn00110/fesevn00110,0,0,0,0,0,1,1,True,False
1091,ffxiv/fesevn/fesevn00120/fesevn00120,0,0,0,0,0,1,1,True,False
1092,ffxiv/fesevn/fesevn00130/fesevn00130,0,0,0,0,0,1,1,True,False
1093,ffxiv/fesevn/fesevn00140/fesevn00140,0,0,0,0,0,1,1,True,False
1094,ex1/banvan/banvan00020/banvan00020,0,0,0,0,0,1,1,True,False
1095,ex1/banvan/banvan00030/banvan00030,0,0,0,0,0,1,1,True,False
1096,ex1/banvan/banvan00040/banvan00040,0,0,0,0,0,1,1,True,False
1097,ex1/heavnm/heavnm00015/heavnm00015,0,0,0,0,0,1,1,True,False
1098,ex1/heavnb/heavnb10535/heavnb10535,0,0,0,0,0,1,1,True,False
1099,ex1/chrend/chrend10101/chrend10101,0,0,0,0,0,1,1,True,False
1100,ex1/chrend/chrend10201/chrend10201,0,0,0,0,0,1,1,True,False
1101,ex1/chrend/chrend10202/chrend10202,0,0,0,0,0,1,1,True,False
1102,ex1/chrend/chrend10301/chrend10301,0,0,0,0,0,1,1,True,False
1103,ex1/chrend/chrend10401/chrend10401,0,0,0,0,0,1,1,True,False
1104,ex1/chrend/chrend10402/chrend10402,0,0,0,0,0,1,1,True,False
1105,ffxiv/fesvlt/fesvlt20210/fesvlt20210,0,0,0,0,0,1,1,True,False
1106,ffxiv/fesvlt/fesvlt20220/fesvlt20220,0,0,0,0,0,1,1,True,False
1107,ffxiv/fesvlt/fesvlt20230/fesvlt20230,0,0,0,0,0,1,1,True,False
1108,ex1/jobrel/jobrel10410/jobrel10410,0,0,0,0,0,1,1,True,False
1109,ex1/banvan/banvan00008/banvan00008,0,0,0,0,0,1,1,True,False
1110,ex1/banvan/banvan00025/banvan00025,0,0,0,0,0,1,1,True,False
1111,ex1/dunalx/dunalx2a010/dunalx2a010,0,0,0,0,0,1,1,True,False
1112,ex1/dundra/dundra2d510/dundra2d510,0,0,0,0,0,1,1,True,False
1113,ex1/dundra/dundra2d520/dundra2d520,0,0,0,0,0,1,1,True,False
1114,ex1/dundra/dundra2d530/dundra2d530,0,0,0,0,0,1,1,True,False
1115,ex1/dunfst/dunfst1d810/dunfst1d810,0,0,0,0,0,1,1,True,False
1116,ex1/dunfst/dunfst1d820/dunfst1d820,0,0,0,0,0,1,1,True,False
1117,ex1/dunfst/dunfst1d830/dunfst1d830,0,0,0,0,0,1,1,True,False
1118,ex1/bossep/bossep00010/bossep00010,0,0,0,0,0,1,1,True,False
1119,ex1/bossep/bossep00020/bossep00020,0,0,0,0,0,1,1,True,False
1120,ex1/dunalx/dunalx2a110/dunalx2a110,0,0,0,0,0,1,1,True,False
1121,ex1/dunalx/dunalx2a120/dunalx2a120,0,0,0,0,0,1,1,True,False
1122,ex1/dunalx/dunalx2a130/dunalx2a130,0,0,0,0,0,1,1,True,False
1123,ex1/dunalx/dunalx2a210/dunalx2a210,0,0,0,0,0,1,1,True,False
1124,ex1/dunalx/dunalx2a220/dunalx2a220,0,0,0,0,0,1,1,True,False
1125,ex1/dunalx/dunalx2a230/dunalx2a230,0,0,0,0,0,1,1,True,False
1126,ex1/dunalx/dunalx2a310/dunalx2a310,0,0,0,0,0,1,1,True,False
1127,ex1/dunalx/dunalx2a320/dunalx2a320,0,0,0,0,0,1,1,True,False
1128,ex1/dunalx/dunalx2a330/dunalx2a330,0,0,0,0,0,1,1,True,False
1129,ex1/dunalx/dunalx2a410/dunalx2a410,0,0,0,0,0,1,1,True,False
1130,ex1/dunalx/dunalx2a420/dunalx2a420,0,0,0,0,0,1,1,True,False
1131,ex1/dunalx/dunalx2b110/dunalx2b110,0,0,0,0,0,1,1,True,False
1132,ex1/dunalx/dunalx2b120/dunalx2b120,0,0,0,0,0,1,1,True,False
1133,ex1/dunalx/dunalx2b130/dunalx2b130,0,0,0,0,0,1,1,True,False
1134,ex1/dunalx/dunalx2b210/dunalx2b210,0,0,0,0,0,1,1,True,False
1135,ex1/dunalx/dunalx2b220/dunalx2b220,0,0,0,0,0,1,1,True,False
1136,ex1/dunalx/dunalx2b310/dunalx2b310,0,0,0,0,0,1,1,True,False
1137,ex1/dunalx/dunalx2b320/dunalx2b320,0,0,0,0,0,1,1,True,False
1138,ex1/dunalx/dunalx2b410/dunalx2b410,0,0,0,0,0,1,1,True,False
1139,ex1/dunalx/dunalx2b420/dunalx2b420,0,0,0,0,0,1,1,True,False
1140,ex1/heavnc/heavnc10110/heavnc10110,0,0,0,0,0,1,1,True,False
1141,ex1/heavnc/heavnc10210/heavnc10210,0,0,0,0,0,1,1,True,False
1142,ex1/heavnc/heavnc10220/heavnc10220,0,0,0,0,0,1,1,True,False
1143,ex1/heavnc/heavnc10230/heavnc10230,0,0,0,0,0,1,1,True,False
1144,ex1/heavnc/heavnc10310/heavnc10310,0,0,0,0,0,1,1,True,False
1145,ex1/heavnc/heavnc10610/heavnc10610,0,0,0,0,0,1,1,True,False
1146,ex1/heavnc/heavnc10620/heavnc10620,0,0,0,0,0,1,1,True,False
1147,ex1/heavnc/heavnc10630/heavnc10630,0,0,0,0,0,1,1,True,False
1148,ex1/heavnc/heavnc10710/heavnc10710,0,0,0,0,0,1,1,True,False
1149,ex1/heavnc/heavnc10810/heavnc10810,0,0,0,0,0,1,1,True,False
1150,ex1/heavnc/heavnc10910/heavnc10910,0,0,0,0,0,1,1,True,False
1151,ex1/heavnc/heavnc10920/heavnc10920,0,0,0,0,0,1,1,True,False
1152,ex1/heavnc/heavnc11010/heavnc11010,0,0,0,0,0,1,1,True,False
1153,ex1/heavnc/heavnc11020/heavnc11020,0,0,0,0,0,1,1,True,False
1154,ex1/heavnc/heavnc11110/heavnc11110,0,0,0,0,0,1,1,True,False
1155,ex1/heavnc/heavnc11120/heavnc11120,0,0,0,0,0,1,1,True,False
1156,ex1/heavnc/heavnc11130/heavnc11130,0,0,0,0,0,1,1,True,False
1157,ex1/heavnc/heavnc10915/heavnc10915,0,0,0,0,0,1,1,True,False
1158,ex1/chrhdb/chrhdb62210/chrhdb62210,0,0,0,0,0,1,1,True,False
1159,ex1/chrhdb/chrhdb01199/chrhdb01199,0,0,0,0,0,1,1,True,False
1160,ex1/heavnr/heavnr20210/heavnr20210,0,0,0,0,0,1,1,True,False
1161,ex1/heavnr/heavnr20410/heavnr20410,0,0,0,0,0,1,1,True,False
1162,ex1/heavnr/heavnr20510/heavnr20510,0,0,0,0,0,1,1,True,False
1163,ex1/heavnr/heavnr20520/heavnr20520,0,0,0,0,0,1,1,True,False
1164,ex1/heavny/heavny21110/heavny21110,0,0,0,0,0,1,1,True,False
1165,ex1/bossep/bossep00110/bossep00110,0,0,0,0,0,1,1,True,False
1166,ex1/bossep/bossep00120/bossep00120,0,0,0,0,0,1,1,True,False
1167,ffxiv/pvpsea/pvpsea1p410/pvpsea1p410,0,0,0,0,0,1,1,True,False
1168,ex1/pvpsea/pvpsea1p420/pvpsea1p420,0,0,0,0,0,1,1,True,False
1169,ex1/heavnc/heavnc10925/heavnc10925,0,0,0,0,0,1,1,True,False
1170,ex1/heavnc/heavnc11015/heavnc11015,0,0,0,0,0,1,1,True,False
1171,ex1/heavnd/heavnd10110/heavnd10110,0,0,0,0,0,1,1,True,False
1172,ex1/heavnd/heavnd10120/heavnd10120,0,0,0,0,0,1,1,True,False
1173,ex1/heavnd/heavnd10210/heavnd10210,0,0,0,0,0,1,1,True,False
1174,ex1/heavnd/heavnd10310/heavnd10310,0,0,0,0,0,1,1,True,False
1175,ex1/heavnd/heavnd10320/heavnd10320,66608,0,0,0,0,1,1,True,False
1176,ex1/heavnd/heavnd10330/heavnd10330,0,0,0,0,0,1,1,True,False
1177,ex1/heavnd/heavnd10410/heavnd10410,0,0,0,0,0,1,1,True,False
1178,ex1/heavnd/heavnd10420/heavnd10420,0,0,0,0,0,1,1,True,False
1179,ex1/heavnd/heavnd10430/heavnd10430,0,0,0,0,0,1,1,True,False
1180,ex1/heavnd/heavnd10440/heavnd10440,0,0,0,0,0,1,1,True,False
1181,ex1/heavnd/heavnd10510/heavnd10510,0,0,0,0,0,1,1,True,False
1182,ex1/heavnd/heavnd10610/heavnd10610,66608,0,0,0,0,1,1,True,False
1183,ex1/heavnd/heavnd10620/heavnd10620,0,0,0,0,0,1,1,True,False
1184,ex1/heavnd/heavnd10630/heavnd10630,0,0,0,0,0,1,1,True,False
1185,ex1/heavnd/heavnd10640/heavnd10640,0,0,0,0,0,1,1,True,False
1186,ex1/heavnd/heavnd10650/heavnd10650,0,0,0,0,0,1,1,True,False
1187,ex1/heavnd/heavnd10660/heavnd10660,0,0,0,0,0,1,1,True,False
1188,ex1/heavnd/heavnd10670/heavnd10670,0,0,0,0,0,1,1,True,False
1189,ex1/dunalx/dunalx2a015/dunalx2a015,0,0,0,0,0,1,1,True,False
1190,ex1/bangna/bangna00210/bangna00210,0,0,0,0,0,1,1,True,False
1191,ex1/bangna/bangna00410/bangna00410,0,0,0,0,0,1,1,True,False
1192,ex1/bangna/bangna00510/bangna00510,0,0,0,0,0,1,1,True,False
1193,ex1/bangna/bangna00010/bangna00010,0,0,0,0,0,1,1,True,False
1194,ex1/bangna/bangna00020/bangna00020,0,0,0,0,0,1,1,True,False
1195,ex1/bangna/bangna00030/bangna00030,0,0,0,0,0,1,1,True,False
1196,ex1/bangna/bangna00040/bangna00040,0,0,0,0,0,1,1,True,False
1197,ex1/dpskks/dpskks00010/dpskks00010,0,0,0,0,0,1,1,True,False
1198,ex1/heavnc/heavnc11140/heavnc11140,0,0,0,0,0,1,1,True,False
1199,ex1/heavnd/heavnd10405/heavnd10405,0,0,0,0,0,1,1,True,False
1200,ex1/heavnd/heavnd10422/heavnd10422,0,0,0,0,0,1,1,True,False
1201,ex1/heavnd/heavnd10425/heavnd10425,0,0,0,0,0,1,1,True,False
1202,ex1/heavnm/heavnm20110/heavnm20110,0,0,0,0,0,1,1,True,False
1203,ex1/heavnm/heavnm20120/heavnm20120,0,0,0,0,0,1,1,True,False
1204,ex1/heavnm/heavnm20130/heavnm20130,65966,0,0,0,0,1,1,True,False
1205,ex1/heavnm/heavnm20210/heavnm20210,0,0,0,0,0,1,1,True,False
1206,ex1/heavnm/heavnm20220/heavnm20220,0,0,0,0,0,1,1,True,False
1207,ex1/dunzon/dunzon2r210/dunzon2r210,0,0,0,0,0,1,1,True,False
1208,ex1/dunzon/dunzon2r220/dunzon2r220,0,0,0,0,0,1,1,True,False
1209,ex1/dunzon/dunzon2r230/dunzon2r230,0,0,0,0,0,1,1,True,False
1210,ex1/chrhdb/chrhdb63110/chrhdb63110,0,0,0,0,0,1,1,True,False
1211,ex1/chrhdb/chrhdb63210/chrhdb63210,0,0,0,0,0,1,1,True,False
1212,ex1/chrhdb/chrhdb01299/chrhdb01299,0,0,0,0,0,1,1,True,False
1213,ex1/heavny/heavny22110/heavny22110,0,0,0,0,0,1,1,True,False
1214,ex1/heavny/heavny22120/heavny22120,0,0,0,0,0,1,1,True,False
1215,ex1/banmog/banmog00110/banmog00110,0,0,0,0,0,1,1,True,False
1216,ex1/banmog/banmog00210/banmog00210,0,0,0,0,0,1,1,True,False
1217,ex1/banmog/banmog00310/banmog00310,0,0,0,0,0,1,1,True,False
1218,ex1/banmog/banmog00410/banmog00410,0,0,0,0,0,1,1,True,False
1219,ex1/banmog/banmog00010/banmog00010,0,0,0,0,0,1,1,True,False
1220,ex1/banmog/banmog00020/banmog00020,0,0,0,0,0,1,1,True,False
1221,ex1/banmog/banmog00030/banmog00030,0,0,0,0,0,1,1,True,False
1222,ex1/banmog/banmog00040/banmog00040,0,0,0,0,0,1,1,True,False
1223,ex1/banmog/banmog00050/banmog00050,0,0,0,0,0,1,1,True,False
1224,ex1/banmog/banmog00060/banmog00060,0,0,0,0,0,1,1,True,False
1225,ex1/bosnid/bosnid00010/bosnid00010,0,0,0,0,0,1,1,True,False
1226,ex1/bosnid/bosnid00020/bosnid00020,0,0,0,0,0,1,1,True,False
1227,ex1/bosnid/bosnid00110/bosnid00110,0,0,0,0,0,1,1,True,False
1228,ex1/bosnid/bosnid00120/bosnid00120,0,0,0,0,0,1,1,True,False
1229,ffxiv/fesgrn/fesgrn00610/fesgrn00610,0,0,0,0,0,1,1,True,False
1230,ffxiv/fesgrn/fesgrn00620/fesgrn00620,0,0,0,0,0,1,1,True,False
1231,ffxiv/anvwil/anvwil00310/anvwil00310,0,0,0,0,0,1,1,True,False
1232,ffxiv/anvwil/anvwil00320/anvwil00320,0,0,0,0,0,1,1,True,False
1233,ffxiv/anvwil/anvwil00330/anvwil00330,0,0,0,0,0,1,1,True,False
1234,ffxiv/fesykw/fesykw00010/fesykw00010,0,0,0,0,0,1,1,True,False
1235,ffxiv/trehnt/trehnt00010/trehnt00010,0,0,0,0,0,1,1,True,False
1236,ex1/heavnz/heavnz02710/heavnz02710,0,0,0,0,0,1,1,True,False
1237,ex1/heavnz/heavnz02910/heavnz02910,0,0,0,0,0,1,1,True,False
1238,ex1/dundra/dundra2d610/dundra2d610,0,0,0,0,0,1,1,True,False
1239,ex1/dundra/dundra2d620/dundra2d620,0,0,0,0,0,1,1,True,False
1240,ex1/dundra/dundra2d630/dundra2d630,0,0,0,0,0,1,1,True,False
1241,ex1/dunsea/dunsea1da10/dunsea1da10,0,0,0,0,0,1,1,True,False
1242,ex1/dunsea/dunsea1da20/dunsea1da20,0,0,0,0,0,1,1,True,False
1243,ex1/dunsea/dunsea1da30/dunsea1da30,0,0,0,0,0,1,1,True,False
1244,ffxiv/depdun/depdun00010/depdun00010,0,0,0,0,0,1,1,True,False
1245,ffxiv/depdun/depdun00050/depdun00050,0,0,0,0,0,1,1,True,False
1246,ffxiv/depdun/depdun00100/depdun00100,0,0,0,0,0,1,1,True,False
1247,ffxiv/depdun/depdun00200/depdun00200,0,0,0,0,0,1,1,True,False
1248,ffxiv/depdun/depdun00300/depdun00300,0,0,0,0,0,1,1,True,False
1249,ffxiv/depdun/depdun00510/depdun00510,0,0,0,0,0,1,1,True,False
1250,ffxiv/depdun/depdun00520/depdun00520,0,0,0,0,0,1,1,True,False
1251,ffxiv/anvwil/anvwil00340/anvwil00340,0,0,0,0,0,1,1,True,False
1252,ex1/tuduku/tuduku00340/tuduku00340,0,0,0,0,0,1,1,True,False
1253,ex1/heavne/heavne10110/heavne10110,0,0,0,0,0,1,1,True,False
1254,ex1/heavne/heavne10120/heavne10120,0,0,0,0,0,1,1,True,False
1255,ex1/heavne/heavne10130/heavne10130,65580,0,0,0,0,1,1,True,False
1256,ex1/heavne/heavne10210/heavne10210,0,0,0,0,0,1,1,True,False
1257,ex1/heavne/heavne10310/heavne10310,65580,0,0,0,0,1,1,True,False
1258,ex1/heavne/heavne10510/heavne10510,0,0,0,0,0,1,1,True,False
1259,ex1/heavne/heavne10610/heavne10610,65580,66850,0,0,0,1,1,True,False
1260,ex1/heavne/heavne10620/heavne10620,0,0,0,0,0,1,1,True,False
1261,ex1/heavne/heavne10710/heavne10710,0,0,0,0,0,1,1,True,False
1262,ex1/heavne/heavne10810/heavne10810,0,0,0,0,0,1,1,True,False
1263,ex1/heavne/heavne10910/heavne10910,65580,0,0,0,0,1,1,True,False
1264,ex1/heavne/heavne10920/heavne10920,0,0,0,0,0,1,1,True,False
1265,ex1/heavne/heavne10930/heavne10930,0,0,0,0,0,1,1,True,False
1266,ex1/heavne/heavne10940/heavne10940,0,0,0,0,0,1,1,True,False
1267,ex1/heavne/heavne10950/heavne10950,0,0,0,0,0,1,1,True,False
1268,ex1/heavne/heavne11010/heavne11010,0,0,0,0,0,1,1,True,False
1269,ex1/heavne/heavne11020/heavne11020,0,0,0,0,0,1,1,True,False
1270,ex1/heavne/heavne11030/heavne11030,0,0,0,0,0,1,1,True,False
1271,ex1/heavne/heavne11040/heavne11040,0,0,0,0,0,1,1,True,False
1272,ex1/heavny/heavny23110/heavny23110,0,0,0,0,0,1,1,True,False
1273,ex1/heavnr/heavnr30110/heavnr30110,0,0,0,0,0,1,1,True,False
1274,ex1/heavnr/heavnr30210/heavnr30210,0,0,0,0,0,1,1,True,False
1275,ex1/heavnr/heavnr30220/heavnr30220,0,0,0,0,0,1,1,True,False
1276,ex1/heavnr/heavnr30230/heavnr30230,0,0,0,0,0,1,1,True,False
1277,ex1/heavnr/heavnr30310/heavnr30310,0,0,0,0,0,1,1,True,False
1278,ex1/heavnr/heavnr30320/heavnr30320,0,0,0,0,0,1,1,True,False
1279,ex1/heavnr/heavnr30410/heavnr30410,0,0,0,0,0,1,1,True,False
1280,ex1/heavnr/heavnr30420/heavnr30420,0,0,0,0,0,1,1,True,False
1281,ex1/heavnr/heavnr30430/heavnr30430,0,0,0,0,0,1,1,True,False
1282,ex1/dunalx/dunalx3a110/dunalx3a110,0,0,0,0,0,1,1,True,False
1283,ex1/dunalx/dunalx3a120/dunalx3a120,0,0,0,0,0,1,1,True,False
1284,ex1/dunalx/dunalx3a130/dunalx3a130,0,0,0,0,0,1,1,True,False
1285,ex1/dunalx/dunalx3a210/dunalx3a210,0,0,0,0,0,1,1,True,False
1286,ex1/dunalx/dunalx3a220/dunalx3a220,0,0,0,0,0,1,1,True,False
1287,ex1/dunalx/dunalx3a230/dunalx3a230,0,0,0,0,0,1,1,True,False
1288,ex1/dunalx/dunalx3a310/dunalx3a310,0,0,0,0,0,1,1,True,False
1289,ex1/dunalx/dunalx3a320/dunalx3a320,0,0,0,0,0,1,1,True,False
1290,ex1/dunalx/dunalx3a330/dunalx3a330,0,0,0,0,0,1,1,True,False
1291,ex1/dunalx/dunalx3a410/dunalx3a410,0,0,0,0,0,1,1,True,False
1292,ex1/dunalx/dunalx3a420/dunalx3a420,0,0,0,0,0,1,1,True,False
1293,ex1/bossop/bossop00010/bossop00010,0,0,0,0,0,1,1,True,False
1294,ex1/bossop/bossop00020/bossop00020,0,0,0,0,0,1,1,True,False
1295,ex1/bossop/bossop00110/bossop00110,0,0,0,0,0,1,1,True,False
1296,ex1/bossop/bossop00120/bossop00120,0,0,0,0,0,1,1,True,False
1297,ex1/heavnf/heavnf10110/heavnf10110,0,0,0,0,0,1,1,True,False
1298,ex1/heavng/heavng10350/heavng10350,0,0,0,0,0,1,1,True,False
1299,ex1/heavnf/heavnf10310/heavnf10310,0,0,0,0,0,1,1,True,False
1300,ex1/heavnf/heavnf10410/heavnf10410,0,0,0,0,0,1,1,True,False
1301,ex1/heavnf/heavnf10420/heavnf10420,0,0,0,0,0,1,1,True,False
1302,ex1/heavnf/heavnf10430/heavnf10430,0,0,0,0,0,1,1,True,False
1303,ex1/heavnf/heavnf10440/heavnf10440,0,0,0,0,0,1,1,True,False
1304,ex1/heavnf/heavnf10450/heavnf10450,0,0,0,0,0,1,1,True,False
1305,ex1/heavng/heavng10110/heavng10110,0,0,0,0,0,1,1,True,False
1306,ex1/heavng/heavng10120/heavng10120,66031,0,0,0,0,1,1,True,False
1307,ex1/heavng/heavng10210/heavng10210,0,0,0,0,0,1,1,True,False
1308,ex1/heavng/heavng10310/heavng10310,0,0,0,0,0,1,1,True,False
1309,ex1/heavng/heavng10320/heavng10320,0,0,0,0,0,1,1,True,False
1310,ex1/heavng/heavng10330/heavng10330,0,0,0,0,0,1,1,True,False
1311,ex1/heavng/heavng10340/heavng10340,0,0,0,0,0,1,1,True,False
1312,ex1/heavng/heavng10410/heavng10410,0,0,0,0,0,1,1,True,False
1313,ex1/heavng/heavng10420/heavng10420,0,0,0,0,0,1,1,True,False
1314,ex1/heavng/heavng10430/heavng10430,0,0,0,0,0,1,1,True,False
1315,ex1/dunalx/dunalx3b110/dunalx3b110,0,0,0,0,0,1,1,True,False
1316,ex1/dunalx/dunalx3b120/dunalx3b120,0,0,0,0,0,1,1,True,False
1317,ex1/dunalx/dunalx3b130/dunalx3b130,0,0,0,0,0,1,1,True,False
1318,ex1/dunalx/dunalx3b220/dunalx3b220,0,0,0,0,0,1,1,True,False
1319,ex1/dunalx/dunalx3b230/dunalx3b230,0,0,0,0,0,1,1,True,False
1320,ex1/dunalx/dunalx3b320/dunalx3b320,0,0,0,0,0,1,1,True,False
1321,ex1/dunalx/dunalx3b330/dunalx3b330,0,0,0,0,0,1,1,True,False
1322,ex1/dunalx/dunalx3b410/dunalx3b410,0,0,0,0,0,1,1,True,False
