key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
80,2,0,90,False,875,18,2735,8864036,785,0,False,0,0,0,30500,30536,0,6000,173900,0,0,869838,0,1932970,0,0,0,386595,676541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932975,4800,260,100,False,0,0,False,0,-1,0,0,0,46,0,False,0,52,32,5,78,0,False,0,0,True
81,2,0,90,False,878,18,2744,8870225,786,0,False,0,0,0,30100,30127,0,6000,240100,0,0,1200622,0,2668040,0,0,0,533610,933817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668050,4800,262,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,58,31,5,83,0,False,0,0,True
82,2,0,90,False,877,18,2741,8868570,787,0,False,0,0,0,30300,30316,0,6000,217100,0,0,1085906,0,2413120,0,0,0,482625,844593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413125,4800,261,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,54,30,5,81,0,False,0,0,True
83,2,0,90,False,876,18,2738,8804064,789,0,False,0,0,0,30200,30212,0,6000,195100,0,0,975645,0,2168100,0,0,0,433620,758835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168100,4800,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,56,33,5,80,0,False,0,0,True
84,2,0,90,False,879,18,2747,8880083,792,0,False,0,0,0,30800,30830,0,0,0,30,0,594000,0,0,10,0,0,264000,462000,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,4800,0,40,False,0,0,False,0,-1,0,0,0,0,0,False,0,59,34,5,82,0,False,0,0,True
85,2,0,90,False,880,18,2750,8872210,794,0,False,0,0,0,30600,30611,0,0,0,30,0,594000,0,0,10,0,0,264000,462000,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,4800,0,40,False,0,0,False,0,-1,0,0,0,0,0,False,0,61,36,0,84,0,False,0,0,True
86,2,0,120,False,149,18,279,9058465,16,0,False,0,0,0,32900,32921,15,0,0,100,0,77666,0,0,150,0,0,34518,60407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,17,130,False,0,0,True,0,-1,0,0,0,58,0,False,0,77,49,5,86,0,False,0,0,True
87,2,0,90,False,911,18,2851,9056889,844,0,False,0,0,0,32800,32814,0,0,0,40,0,594000,0,0,15,0,0,264000,462000,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,4800,269,40,False,0,0,False,0,-1,0,0,0,0,0,False,0,78,45,5,86,0,False,0,0,True
88,2,0,90,False,933,18,2950,9305366,869,0,False,0,0,0,33900,33929,0,0,0,50,0,594000,0,0,20,0,0,264000,462000,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,4800,272,40,False,0,0,False,0,-1,0,0,0,60,0,False,0,91,50,5,86,0,False,0,0,True
89,2,0,90,False,952,18,2989,9450513,896,0,False,0,0,0,35200,35229,0,0,0,60,0,668250,0,0,25,0,0,297000,519750,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,4800,281,45,False,0,0,False,0,-1,0,0,0,66,0,False,0,106,58,5,86,0,False,0,0,True
90,2,0,90,False,971,18,3107,9802955,822,0,False,0,0,0,36600,36605,0,0,0,70,0,668250,0,0,35,0,0,297000,519750,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,4800,285,45,False,0,0,False,0,-1,0,0,0,0,0,False,0,128,64,5,86,0,False,0,0,True
91,2,0,90,False,989,18,3219,10090430,823,0,False,0,0,0,37800,37852,0,0,0,80,0,742500,0,0,50,0,0,330000,577500,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,4800,295,50,False,0,0,False,0,-1,0,0,0,0,0,False,0,144,67,5,86,0,False,0,0,True
92,2,0,90,False,20077,18,3449,10148590,824,0,False,0,0,0,38100,38125,0,6000,384100,0,0,1920996,0,6403320,0,0,0,853776,1494108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268880,4800,302,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,154,72,5,86,0,False,0,10,True
93,2,0,90,False,20080,18,3458,10359416,825,0,False,0,0,0,38200,38241,0,6000,527000,0,0,2635416,0,8784720,0,0,0,1171296,2049768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5856480,4800,303,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,155,73,5,86,0,False,0,7,True
94,2,0,90,False,20076,18,3446,10386723,826,0,False,0,0,0,38400,38420,0,6000,340200,0,0,1701000,0,5670000,0,0,0,756000,1323000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3780000,4800,304,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,157,74,5,86,0,False,0,0,True
95,2,0,90,False,20081,18,3461,10362048,827,0,False,0,0,0,38700,38756,0,0,0,0,40,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,4800,305,100,False,0,0,False,0,-1,0,0,0,75,0,False,0,161,77,5,86,0,False,0,3,True
96,2,0,90,False,20078,18,3452,10358857,829,0,False,0,0,0,38600,38614,0,6000,430000,0,0,2150064,0,7166880,0,0,0,955584,1672272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4777920,4800,306,100,False,0,0,False,0,-1,0,0,0,0,58,False,0,156,75,5,86,0,True,0,28,True
97,2,0,90,False,20079,18,3455,10408302,831,0,False,0,0,0,38800,38837,0,6000,477600,0,0,2388204,0,7960680,0,0,0,1061424,1857492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5307120,4800,307,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,158,76,5,86,0,False,0,14,True
98,2,0,90,False,20082,18,3464,10437911,834,0,False,0,0,0,39400,39407,0,0,0,0,40,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,4800,308,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,162,78,0,86,0,False,0,0,True
99,2,0,90,False,20083,18,3467,10357733,981,0,False,0,0,0,38300,38362,0,0,0,0,40,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,4800,309,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,163,79,0,86,0,False,0,22,True
100,2,0,90,False,20108,18,3535,10878451,1008,0,False,0,0,0,40900,40922,0,0,0,0,40,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,4800,319,100,False,0,0,False,0,-1,0,0,0,0,63,False,0,182,87,5,86,0,False,0,23,True
101,2,0,90,False,20153,18,3634,11398005,1027,0,False,0,0,0,42100,42132,0,0,0,0,40,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,4800,321,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,197,96,5,86,0,False,0,39,True
102,2,0,90,False,20201,18,3726,11805643,1028,0,False,0,0,0,42600,42627,0,0,0,0,40,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,4800,337,100,False,0,0,False,0,-1,0,0,0,0,6,False,0,206,97,5,86,0,False,0,46,True
103,2,0,90,False,20236,20237,3797,12020734,1064,0,False,0,0,0,43100,43107,0,0,0,0,40,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,4800,340,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,222,99,5,86,0,False,0,50,True
104,0,0,0,False,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,False,0,0,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5000,0,0,60,False,0,18,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5001,7,0,30,False,316,0,0,0,167,0,True,0,0,4739,10400,10438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5002,7,0,30,False,385,0,0,0,173,0,True,0,0,3818,12500,12521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5003,7,0,30,False,161,0,0,0,194,0,True,0,0,3818,13300,13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5004,7,0,30,False,151,0,0,0,222,0,True,0,0,0,14200,14230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5005,7,0,30,False,117,0,0,0,237,0,False,0,0,0,14800,14822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5006,7,0,30,False,0,0,0,0,261,0,False,0,0,0,15000,15025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5007,7,0,30,False,393,0,0,0,245,0,False,0,0,0,15400,15421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5008,7,0,30,False,113,0,0,0,246,0,False,0,0,0,15200,15257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,5,0,False,0,0,0,0,0,0,False,0,0,False
5009,7,0,30,False,208,0,0,0,248,0,False,0,0,0,15300,15331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5010,7,0,30,False,91,206,0,0,249,0,False,0,0,0,15600,15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5011,7,0,30,False,91,257,0,0,250,0,False,0,0,0,15800,15857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5012,7,0,30,False,470,0,0,0,251,0,False,0,0,0,16000,16016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5013,7,0,30,False,113,0,0,0,260,0,False,0,0,0,15700,15715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5014,7,0,30,False,368,0,0,0,265,0,False,0,0,0,16600,16608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5015,7,0,30,False,209,0,0,0,266,0,False,0,0,0,15900,15930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5016,7,0,30,False,117,0,0,0,267,0,True,0,0,0,16700,16705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5017,7,0,30,False,149,0,0,0,269,0,False,0,0,0,17000,17039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5018,7,0,30,False,0,0,0,0,270,0,False,0,0,0,15100,15115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5019,7,0,30,False,0,0,0,0,271,0,False,0,0,0,16400,16426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5020,7,0,30,False,0,0,0,0,272,0,False,0,0,0,16500,16520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5021,7,0,30,False,0,0,0,0,273,0,True,0,0,0,16800,16811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5022,7,0,30,False,91,0,0,0,274,0,False,0,0,0,17100,17109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5023,7,0,30,False,479,0,0,0,275,0,False,0,0,0,17400,17440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5024,7,0,30,False,467,0,0,0,282,0,False,0,0,0,18300,18341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,6,0,11,0,False,0,0,0,0,0,0,False,0,0,False
5025,7,0,30,False,0,0,0,0,582,0,False,0,0,0,19600,19620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5026,7,0,30,False,165,0,0,0,609,0,False,0,0,0,20300,20339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,8,0,25,0,False,0,0,0,0,0,0,False,0,0,False
5027,7,0,30,False,613,18,0,0,646,0,False,0,0,0,21100,21112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,9,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5028,7,0,30,False,470,0,0,0,648,0,False,0,0,0,21200,21239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,31,0,False,0,0,0,0,0,0,False,0,0,False
5029,7,0,30,False,165,0,0,0,678,0,False,0,0,0,21900,21949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5030,7,0,30,False,256,165,0,0,679,0,False,0,0,0,22300,22340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5031,7,0,30,False,695,1,0,0,680,0,True,0,0,0,22700,22763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,4,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5032,7,0,30,False,390,18,0,0,681,0,True,0,0,0,22600,22679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,4,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5033,7,0,30,False,116,165,0,0,686,0,False,0,0,0,22500,22539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5034,7,0,30,False,38,165,0,0,691,0,False,0,0,0,22900,22944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5035,7,0,30,False,165,0,0,0,702,0,True,0,0,0,23800,23832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,4,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5036,7,0,30,False,651,713,0,0,703,0,False,0,0,0,23900,23948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,14,12,0,0,0,False,0,0,False
5037,7,0,90,False,583,18,0,0,723,0,False,0,0,0,24300,24391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,13,0,39,0,False,0,24,0,0,0,0,False,0,0,False
5038,7,0,30,False,390,0,0,0,724,0,True,0,0,0,24200,24244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,23,0,0,0,0,False,0,0,False
5039,7,0,15,False,385,0,0,0,740,0,False,0,0,0,25200,25233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5040,7,0,30,False,746,0,0,0,741,0,False,0,0,0,25300,25315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5041,7,0,30,False,0,0,0,0,743,0,False,0,0,0,25700,25753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,31,0,False,0,0,0,0,0,0,False,0,0,False
5042,7,0,30,False,651,713,0,0,764,0,True,0,0,0,26300,26328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,44,0,False,0,0,0,0,0,0,False,0,0,False
5043,7,0,30,False,773,713,0,0,765,0,False,0,0,0,26500,26511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5044,7,0,60,False,0,0,0,0,780,0,True,0,0,0,26800,26854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,49,0,0,0,0,False,0,0,False
5045,7,0,60,False,882,0,0,0,793,0,True,0,0,0,30400,30439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,16,0,54,0,False,0,60,0,0,0,0,False,0,0,False
5046,7,0,60,False,899,0,0,0,795,0,False,0,0,0,32400,32414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,57,0,False,0,0,0,0,0,0,False,0,0,False
5047,7,0,60,False,829,18,0,0,798,0,True,0,0,0,31200,31215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,17,0,0,0,False,0,71,0,0,0,0,False,0,0,False
5048,7,0,60,False,91,713,0,0,799,0,True,0,0,0,31400,31434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5049,7,0,60,False,0,0,0,0,804,0,False,0,0,0,31500,31530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,74,0,0,0,0,False,0,0,False
5050,7,0,60,False,91,713,0,0,805,0,True,0,0,0,31300,31334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,15,0,48,0,False,0,72,0,0,0,0,False,0,0,False
5051,7,0,60,False,0,0,0,0,812,0,False,0,0,0,31600,31663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,49,0,False,0,73,0,0,0,0,False,0,0,False
5052,7,0,60,False,345,0,0,0,813,0,False,0,0,0,31700,31745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5053,7,0,60,False,125,0,0,0,814,0,False,0,0,0,31800,31823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,75,42,0,0,0,False,0,0,False
5054,7,0,60,False,315,713,0,0,815,0,True,0,0,0,31000,31019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,55,0,False,0,0,0,0,0,0,False,0,0,False
5055,7,0,60,False,882,0,0,0,816,0,False,0,0,0,31900,31907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5056,7,0,60,False,0,0,0,0,817,0,False,0,0,0,32000,32039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5057,7,0,60,False,883,0,0,0,818,0,True,0,0,0,32300,32320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5058,7,0,60,False,470,0,0,0,820,0,True,0,0,0,31100,31127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
5059,7,0,60,False,0,0,0,0,845,0,True,0,0,0,32700,32733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,80,0,0,0,0,False,0,0,False
5060,7,0,60,False,151,1,0,0,865,0,False,0,0,0,33400,33429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,85,0,0,0,0,False,0,0,False
5061,7,0,60,False,173,0,0,0,867,0,True,0,0,0,33700,33713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,61,0,False,0,88,0,0,0,0,False,0,0,False
5062,7,0,60,False,934,0,0,0,874,0,True,0,0,0,33100,33132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,0,0,False,0,99,0,0,0,0,False,0,0,False
5063,7,0,60,False,254,0,0,0,885,0,True,0,0,0,34800,34842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,False,0,0,False,0,-1,0,0,0,64,0,False,0,105,0,0,0,0,False,0,0,False
