#,Item,RequiredQuest,LevelMin,LevelMax,CollectablesShopRefine,CollectablesShopRewardScrip,CollectablesShopItemGroup,Stars,Key
18.0,10982,0,50,51,66,67,20,0,3
18.1,11030,0,50,51,66,67,20,0,3
18.2,11054,0,50,51,66,67,20,0,3
18.3,10640,0,50,51,66,85,20,0,3
18.4,10754,0,50,51,66,77,20,0,3
18.5,10994,0,50,51,66,88,20,0,3
18.6,11072,0,50,51,66,78,20,0,3
18.7,11983,0,50,51,66,88,20,0,3
18.8,10977,0,52,52,67,101,20,0,3
18.9,11043,0,52,52,67,122,20,0,3
18.10,11891,0,52,52,67,106,20,0,3
18.11,12017,0,52,52,67,90,20,0,3
18.12,10659,0,52,53,68,212,20,0,3
18.13,11007,0,52,53,68,119,20,0,3
18.14,11013,0,52,53,68,140,20,0,3
18.15,11079,0,52,53,68,119,20,0,3
18.16,10642,0,54,54,69,202,20,0,3
18.17,10882,0,54,54,69,142,20,0,3
18.18,11008,0,54,54,69,148,20,0,3
18.19,11892,0,54,54,69,184,20,0,3
18.20,10660,0,54,55,71,234,20,0,3
18.21,10978,0,54,55,71,225,20,0,3
18.22,11020,0,54,55,71,259,20,0,3
18.23,11050,0,54,55,71,225,20,0,3
18.24,12544,0,56,56,73,69,20,0,3
18.25,11009,0,56,56,74,206,20,0,3
18.26,11069,0,56,56,74,379,20,0,3
18.27,11893,0,56,56,74,150,20,0,3
18.28,12018,0,56,56,74,120,20,0,3
18.29,10643,0,56,57,75,303,20,0,3
18.30,10979,0,56,57,75,330,20,0,3
18.31,11027,0,56,57,75,330,20,0,3
18.32,12030,0,56,57,75,169,20,0,3
18.33,10974,0,58,58,78,231,20,0,3
18.34,10998,0,58,58,78,263,20,0,3
18.35,11004,0,58,58,78,333,20,0,3
18.36,11022,0,58,58,78,263,20,0,3
18.37,11052,0,58,58,78,333,20,0,3
18.38,11070,0,58,58,78,255,20,0,3
18.39,11076,0,58,58,78,333,20,0,3
18.40,12706,0,58,58,78,110,20,0,3
18.41,10644,0,59,59,81,221,20,0,3
18.42,10662,0,59,59,81,320,20,0,3
18.43,10986,0,59,59,81,139,20,0,3
18.44,11010,0,59,59,81,166,20,0,3
18.45,11058,0,59,59,81,166,20,0,3
18.46,10969,0,59,59,81,189,20,0,3
18.47,11017,0,59,59,81,207,20,0,3
18.48,11065,0,59,59,81,198,20,0,3
18.49,12547,0,60,60,83,71,20,0,3
18.50,12707,0,60,60,84,147,20,0,3
18.51,10663,0,60,60,84,444,20,0,3
18.52,10645,0,60,60,84,449,20,0,3
18.53,10885,0,60,60,84,334,20,0,3
18.54,10981,0,60,60,84,341,20,0,3
18.55,10999,0,60,60,84,420,20,0,3
18.56,11035,0,60,60,84,214,20,0,3
18.57,11894,0,60,60,84,287,20,0,3
18.58,18091,0,60,61,77,354,21,0,3
18.59,18093,0,60,61,77,354,21,0,3
18.60,18097,0,60,61,77,354,21,0,3
18.61,18099,0,60,61,77,354,21,0,3
18.62,18104,0,60,61,76,354,21,0,3
18.63,18106,0,60,61,76,260,21,0,3
18.64,18108,0,60,61,76,260,21,0,3
18.65,18110,0,60,61,76,260,21,0,3
18.66,18201,0,62,63,83,527,21,0,3
18.67,18248,0,62,63,83,424,21,0,3
18.68,18250,0,62,63,83,424,21,0,3
18.69,18254,0,62,63,83,424,21,0,3
18.70,18256,0,62,63,83,424,21,0,3
18.71,18257,0,62,62,79,352,21,0,3
18.72,18260,0,62,62,79,352,21,0,3
18.73,18263,0,62,62,79,360,21,0,3
18.74,18354,0,64,65,86,482,21,0,3
18.75,18406,0,64,65,86,472,21,0,3
18.76,18407,0,64,65,86,472,21,0,3
18.77,18409,0,64,65,86,466,21,0,3
18.78,18416,0,64,64,85,473,21,0,3
18.79,18418,0,64,64,85,428,21,0,3
18.80,18420,0,64,64,85,428,21,0,3
18.81,19634,0,64,65,86,401,21,0,3
18.82,18559,0,66,67,90,486,21,0,3
18.83,18563,0,66,67,90,486,21,0,3
18.84,18565,0,66,67,90,436,21,0,3
18.85,18567,0,66,67,90,436,21,0,3
18.86,18571,0,66,66,88,486,21,0,3
18.87,18575,0,66,66,88,372,21,0,3
18.88,18577,0,66,66,88,372,21,0,3
18.89,18578,0,66,66,88,372,21,0,3
18.90,18669,0,70,69,93,498,21,0,3
18.91,18716,0,70,68,91,308,21,0,3
18.92,18719,0,70,68,91,308,21,0,3
18.93,18723,0,70,68,91,351,21,0,3
18.94,18726,0,70,68,91,311,21,0,3
18.95,18730,0,70,68,91,241,21,0,3
18.96,18732,0,70,68,91,241,21,0,3
18.97,19574,0,70,69,93,327,21,0,3
18.98,18949,0,70,70,94,380,21,0,3
18.99,18950,0,70,70,94,399,21,0,3
18.100,18951,0,70,70,94,380,21,0,3
18.101,18952,0,70,70,94,380,21,0,3
18.102,18954,0,70,70,94,361,21,0,3
18.103,18955,0,70,70,94,361,21,0,3
18.104,18956,0,70,70,94,380,21,0,3
18.105,18958,0,70,70,94,361,21,0,3
18.106,25640,0,70,71,87,536,22,0,3
18.107,25642,0,70,71,87,529,22,0,3
18.108,25652,0,70,71,87,479,22,0,3
18.109,25688,0,70,71,87,451,22,0,3
18.110,25694,0,70,71,87,451,22,0,3
18.111,25700,0,70,71,87,430,22,0,3
18.112,25706,0,70,71,87,248,22,0,3
18.113,25707,0,70,71,87,248,22,0,3
18.114,25800,0,72,73,92,533,22,0,3
18.115,25848,0,72,72,89,500,22,0,3
18.116,25850,0,72,72,89,500,22,0,3
18.117,25854,0,72,73,92,500,22,0,3
18.118,25856,0,72,73,92,500,22,0,3
18.119,25862,0,72,73,92,500,22,0,3
18.120,25864,0,72,72,89,393,22,0,3
18.121,25865,0,72,72,89,393,22,0,3
18.122,25949,0,74,74,95,560,22,0,3
18.123,25952,0,74,74,95,560,22,0,3
18.124,25953,0,74,74,95,560,22,0,3
18.125,25960,0,74,74,95,560,22,0,3
18.126,25961,0,74,74,95,563,22,0,3
18.127,25964,0,74,74,95,565,22,0,3
18.128,27103,0,74,75,96,558,22,0,3
18.129,27212,0,74,75,96,528,22,0,3
18.130,26122,0,76,76,97,558,22,0,3
18.131,26126,0,76,77,98,558,22,0,3
18.132,26132,0,76,77,98,558,22,0,3
18.133,26171,0,76,76,97,548,22,0,3
18.134,26173,0,76,77,98,558,22,0,3
18.135,26180,0,76,77,98,558,22,0,3
18.136,26182,0,76,77,98,558,22,0,3
18.137,26183,0,76,76,97,523,22,0,3
18.138,26331,0,80,78,99,586,22,0,3
18.139,26332,0,80,78,99,586,22,0,3
18.140,26333,0,80,79,100,595,22,0,3
18.141,26334,0,80,79,100,595,22,0,3
18.142,26339,0,80,79,100,595,22,0,3
18.143,26340,0,80,79,100,595,22,0,3
18.144,26343,0,80,78,99,583,22,0,3
18.145,26345,0,80,78,99,583,22,0,3
18.146,27145,0,80,80,101,592,22,0,3
18.147,27222,0,80,80,101,584,22,0,3
18.148,27223,0,80,80,101,588,22,0,3
18.149,27224,0,80,80,101,588,22,0,3
18.150,27225,0,80,80,101,584,22,0,3
19.0,10775,0,50,51,66,77,23,0,3
19.1,10831,0,50,51,66,88,23,0,3
19.2,10894,0,50,51,66,99,23,0,3
19.3,10957,0,50,51,66,88,23,0,3
19.4,10698,0,50,51,66,108,23,0,3
19.5,10740,0,50,51,66,108,23,0,3
19.6,11965,0,50,51,66,87,23,0,3
19.7,11993,0,50,51,66,87,23,0,3
19.8,10685,0,52,52,67,111,23,0,3
19.9,10860,0,52,52,67,101,23,0,3
19.10,11978,0,52,52,67,128,23,0,3
19.11,11988,0,52,52,67,146,23,0,3
19.12,10713,0,52,53,68,134,23,0,3
19.13,10916,0,52,53,68,175,23,0,3
19.14,10923,0,52,53,68,152,23,0,3
19.15,12026,0,52,53,68,153,23,0,3
19.16,10770,0,54,54,69,180,23,0,3
19.17,10945,0,54,54,69,157,23,0,3
19.18,11989,0,54,54,69,211,23,0,3
19.19,12023,0,54,54,69,157,23,0,3
19.20,10700,0,54,55,71,239,23,0,3
19.21,10805,0,54,55,71,233,23,0,3
19.22,10917,0,54,55,71,233,23,0,3
19.23,11967,0,54,55,71,194,23,0,3
19.24,12564,0,56,56,72,72,23,0,3
19.25,10736,0,56,56,74,283,23,0,3
19.26,10813,0,56,56,74,324,23,0,3
19.27,10897,0,56,56,74,324,23,0,3
19.28,11980,0,56,56,74,278,23,0,3
19.29,10701,0,56,57,75,402,23,0,3
19.30,10869,0,56,57,75,403,23,0,3
19.31,10918,0,56,57,75,326,23,0,3
19.32,12033,0,56,57,75,126,23,0,3
19.33,10772,0,58,58,78,266,23,0,3
19.34,10821,0,58,58,78,216,23,0,3
19.35,10856,0,58,58,78,266,23,0,3
19.36,10926,0,58,58,78,209,23,0,3
19.37,10940,0,58,58,78,232,23,0,3
19.38,11971,0,58,58,78,178,23,0,3
19.39,12024,0,58,58,78,215,23,0,3
19.40,12027,0,58,58,78,257,23,0,3
19.41,10793,0,59,59,81,304,23,0,3
19.42,10919,0,59,59,81,268,23,0,3
19.43,10738,0,59,59,81,223,23,0,3
19.44,10815,0,59,59,81,244,23,0,3
19.45,10864,0,59,59,81,223,23,0,3
19.46,10941,0,59,59,81,277,23,0,3
19.47,11969,0,59,59,81,121,23,0,3
19.48,11997,0,59,59,81,149,23,0,3
19.49,12566,0,60,60,82,79,23,0,3
19.50,10717,0,60,60,84,341,23,0,3
19.51,10745,0,60,60,84,408,23,0,3
19.52,10794,0,60,60,84,342,23,0,3
19.53,10836,0,60,60,84,342,23,0,3
19.54,10871,0,60,60,84,408,23,0,3
19.55,10962,0,60,60,84,342,23,0,3
19.56,11982,0,60,60,84,299,23,0,3
19.57,11992,0,60,60,84,387,23,0,3
19.58,18053,0,60,61,77,418,24,0,3
19.59,18060,0,60,61,76,318,24,0,3
19.60,18068,0,60,61,77,508,24,0,3
19.61,18070,0,60,61,77,508,24,0,3
19.62,18090,0,60,61,76,318,24,0,3
19.63,19616,0,60,61,77,419,24,0,3
19.64,19617,0,60,61,77,371,24,0,3
19.65,19619,0,60,61,77,392,24,0,3
19.66,18214,0,62,62,79,468,24,0,3
19.67,18219,0,62,62,79,463,24,0,3
19.68,18228,0,62,62,79,425,24,0,3
19.69,18234,0,62,62,79,425,24,0,3
19.70,18239,0,62,63,83,464,24,0,3
19.71,19624,0,62,63,83,424,24,0,3
19.72,19733,0,62,63,83,366,24,0,3
19.73,19736,0,62,63,83,270,24,0,3
19.74,18373,0,64,65,86,516,24,0,3
19.75,18375,0,64,64,85,475,24,0,3
19.76,18383,0,64,65,86,484,24,0,3
19.77,18390,0,64,64,85,473,24,0,3
19.78,18393,0,64,64,85,475,24,0,3
19.79,18401,0,64,65,86,483,24,0,3
19.80,19637,0,64,65,86,397,24,0,3
19.81,19641,0,64,65,86,433,24,0,3
19.82,18522,0,66,66,88,436,24,0,3
19.83,18530,0,66,67,90,546,24,0,3
19.84,18544,0,66,67,90,547,24,0,3
19.85,18551,0,66,66,88,487,24,0,3
19.86,18558,0,66,66,88,481,24,0,3
19.87,19644,0,66,67,90,438,24,0,3
19.88,19651,0,66,67,90,439,24,0,3
19.89,19744,0,66,67,90,372,24,0,3
19.90,18682,0,70,69,93,476,24,0,3
19.91,18689,0,70,68,91,459,24,0,3
19.92,18690,0,70,68,91,396,24,0,3
19.93,18693,0,70,69,93,476,24,0,3
19.94,18700,0,70,69,93,458,24,0,3
19.95,18702,0,70,68,91,378,24,0,3
19.96,18704,0,70,69,93,494,24,0,3
19.97,18707,0,70,68,91,365,24,0,3
19.98,18924,0,70,70,94,394,24,0,3
19.99,18930,0,70,70,94,394,24,0,3
19.100,19654,0,70,70,94,337,24,0,3
19.101,19661,0,70,70,94,453,24,0,3
19.102,19752,0,70,70,94,251,24,0,3
19.103,19753,0,70,70,94,213,24,0,3
19.104,19754,0,70,70,94,213,24,0,3
19.105,19755,0,70,70,94,317,24,0,3
19.106,25649,0,70,71,87,536,25,0,3
19.107,25656,0,70,71,87,501,25,0,3
19.108,25672,0,70,71,87,479,25,0,3
19.109,25678,0,70,71,87,511,25,0,3
19.110,25686,0,70,71,87,501,25,0,3
19.111,27163,0,70,71,87,510,25,0,3
19.112,27168,0,70,71,87,510,25,0,3
19.113,27201,0,70,71,87,450,25,0,3
19.114,25810,0,72,73,92,525,25,0,3
19.115,25815,0,72,73,92,540,25,0,3
19.116,25822,0,72,72,89,525,25,0,3
19.117,25826,0,72,72,89,554,25,0,3
19.118,25828,0,72,72,89,511,25,0,3
19.119,25832,0,72,72,89,510,25,0,3
19.120,25834,0,72,72,89,525,25,0,3
19.121,25840,0,72,73,92,554,25,0,3
19.122,25969,0,74,75,96,567,25,0,3
19.123,25984,0,74,74,95,560,25,0,3
19.124,25985,0,74,75,96,567,25,0,3
19.125,25991,0,74,75,96,573,25,0,3
19.126,26003,0,74,75,96,573,25,0,3
19.127,26013,0,74,75,96,528,25,0,3
19.128,26019,0,74,74,95,528,25,0,3
19.129,27176,0,74,74,95,537,25,0,3
19.130,26127,0,76,77,98,574,25,0,3
19.131,26130,0,76,77,98,561,25,0,3
19.132,26136,0,76,77,98,561,25,0,3
19.133,26140,0,76,76,97,558,25,0,3
19.134,26158,0,76,76,97,558,25,0,3
19.135,26164,0,76,76,97,558,25,0,3
19.136,27182,0,76,77,98,569,25,0,3
19.137,27187,0,76,77,98,569,25,0,3
19.138,26294,0,80,78,99,595,25,0,3
19.139,26300,0,80,78,99,595,25,0,3
19.140,26302,0,80,78,99,596,25,0,3
19.141,26305,0,80,78,99,599,25,0,3
19.142,26306,0,80,78,99,595,25,0,3
19.143,26317,0,80,79,100,597,25,0,3
19.144,27221,0,80,79,100,583,25,0,3
19.145,27226,0,80,79,100,583,25,0,3
19.146,27193,0,80,80,101,588,25,0,3
19.147,27195,0,80,80,101,591,25,0,3
19.148,27197,0,80,80,101,601,25,0,3
19.149,27198,0,80,80,101,588,25,0,3
19.150,27200,0,80,80,101,591,25,0,3
20.0,10796,0,50,51,66,87,26,0,3
20.1,10852,0,50,51,66,77,26,0,3
20.2,10901,0,50,51,66,97,26,0,3
20.3,10922,0,50,51,66,115,26,0,3
20.4,10761,0,50,51,66,141,26,0,3
20.5,10908,0,50,51,66,129,26,0,3
20.6,10964,0,50,51,66,102,26,0,3
20.7,11012,0,50,51,66,107,26,0,3
20.8,10699,0,52,52,67,220,26,0,3
20.9,10741,0,52,52,67,159,26,0,3
20.10,10797,0,52,52,67,197,26,0,3
20.11,10951,0,52,52,67,220,26,0,3
20.12,10762,0,52,53,68,293,26,0,3
20.13,10846,0,52,53,68,272,26,0,3
20.14,11966,0,52,53,68,195,26,0,3
20.15,11984,0,52,53,68,173,26,0,3
20.16,10938,0,54,54,69,200,26,0,3
20.17,10990,0,54,54,69,210,26,0,3
20.18,11961,0,54,54,69,225,26,0,3
20.19,11979,0,54,54,69,239,26,0,3
20.20,10826,0,54,55,71,239,26,0,3
20.21,10889,0,54,55,71,279,26,0,3
20.22,10952,0,54,55,71,271,26,0,3
20.23,11957,0,54,55,71,245,26,0,3
20.24,12590,0,56,55,70,74,26,0,3
20.25,10820,0,56,56,74,256,26,0,3
20.26,10946,0,56,56,74,256,26,0,3
20.27,11962,0,56,56,74,307,26,0,3
20.28,12003,0,56,56,74,267,26,0,3
20.29,10806,0,56,57,75,375,26,0,3
20.30,10890,0,56,57,75,375,26,0,3
20.31,10911,0,56,57,75,388,26,0,3
20.32,10953,0,56,57,75,383,26,0,3
20.33,10758,0,58,58,78,323,26,0,3
20.34,10800,0,58,58,78,323,26,0,3
20.35,10842,0,58,58,78,323,26,0,3
20.36,10884,0,58,58,78,335,26,0,3
20.37,10898,0,58,58,78,335,26,0,3
20.38,10905,0,58,58,78,290,26,0,3
20.39,10947,0,58,58,78,290,26,0,3
20.40,10765,0,59,59,81,426,26,0,3
20.41,10828,0,59,59,81,409,26,0,3
20.42,10849,0,59,59,81,426,26,0,3
20.43,10891,0,59,59,81,448,26,0,3
20.44,10912,0,59,59,81,426,26,0,3
20.45,10933,0,59,59,81,445,26,0,3
20.46,10822,0,59,59,81,289,26,0,3
20.47,10948,0,59,59,81,289,26,0,3
20.48,12592,0,60,60,82,91,26,0,3
20.49,10703,0,60,60,84,408,26,0,3
20.50,10766,0,60,60,84,414,26,0,3
20.51,10801,0,60,60,84,369,26,0,3
20.52,10850,0,60,60,84,414,26,0,3
20.53,10913,0,60,60,84,408,26,0,3
20.54,10927,0,60,60,84,341,26,0,3
20.55,11964,0,60,60,84,387,26,0,3
20.56,12005,0,60,60,84,347,26,0,3
20.57,18064,0,60,61,76,460,27,0,3
20.58,18074,0,60,61,77,465,27,0,3
20.59,18076,0,60,61,76,460,27,0,3
20.60,18082,0,60,61,76,461,27,0,3
20.61,18086,0,60,61,77,469,27,0,3
20.62,19615,0,60,61,77,460,27,0,3
20.63,18217,0,62,62,79,425,27,0,3
20.64,18224,0,62,63,83,514,27,0,3
20.65,18230,0,62,63,83,467,27,0,3
20.66,18238,0,62,63,83,514,27,0,3
20.67,18244,0,62,63,83,514,27,0,3
20.68,18246,0,62,62,79,367,27,0,3
20.69,19623,0,62,63,83,514,27,0,3
20.70,19625,0,62,63,83,514,27,0,3
20.71,18364,0,64,64,85,532,27,0,3
20.72,18380,0,64,65,86,542,27,0,3
20.73,18388,0,64,64,85,545,27,0,3
20.74,18391,0,64,64,85,475,27,0,3
20.75,18392,0,64,65,86,544,27,0,3
20.76,18400,0,64,64,85,545,27,0,3
20.77,18402,0,64,64,85,473,27,0,3
20.78,19632,0,64,65,86,435,27,0,3
20.79,18535,0,66,66,88,493,27,0,3
20.80,18538,0,66,67,90,547,27,0,3
20.81,18550,0,66,67,90,547,27,0,3
20.82,18553,0,66,66,88,493,27,0,3
20.83,18554,0,66,67,90,547,27,0,3
20.84,19645,0,66,67,90,490,27,0,3
20.85,19650,0,66,67,90,490,27,0,3
20.86,18694,0,70,69,93,494,27,0,3
20.87,18703,0,70,68,91,437,27,0,3
20.88,18706,0,70,69,93,503,27,0,3
20.89,18709,0,70,68,91,429,27,0,3
20.90,18712,0,70,69,93,494,27,0,3
20.91,18714,0,70,68,91,310,27,0,3
20.92,18942,0,70,69,93,362,27,0,3
20.93,19652,0,70,70,94,442,27,0,3
20.94,19653,0,70,70,94,482,27,0,3
20.95,19655,0,70,70,94,413,27,0,3
20.96,19657,0,70,70,94,457,27,0,3
20.97,19658,0,70,70,94,492,27,0,3
20.98,19659,0,70,70,94,359,27,0,3
20.99,19660,0,70,70,94,381,27,0,3
20.100,25653,0,70,71,87,536,28,0,3
20.101,25658,0,70,71,87,511,28,0,3
20.102,25664,0,70,71,87,511,28,0,3
20.103,25673,0,70,71,87,543,28,0,3
20.104,25677,0,70,71,87,512,28,0,3
20.105,25682,0,70,71,87,511,28,0,3
20.106,27162,0,70,71,87,529,28,0,3
20.107,27167,0,70,71,87,529,28,0,3
20.108,25812,0,72,72,89,549,28,0,3
20.109,25821,0,72,73,92,539,28,0,3
20.110,25827,0,72,73,92,539,28,0,3
20.111,25830,0,72,72,89,553,28,0,3
20.112,25837,0,72,73,92,540,28,0,3
20.113,25839,0,72,73,92,539,28,0,3
20.114,25843,0,72,73,92,540,28,0,3
20.115,25845,0,72,73,92,539,28,0,3
20.116,25979,0,74,75,96,567,28,0,3
20.117,25981,0,74,75,96,571,28,0,3
20.118,25987,0,74,75,96,571,28,0,3
20.119,25993,0,74,75,96,575,28,0,3
20.120,25996,0,74,74,95,562,28,0,3
20.121,27171,0,74,74,95,537,28,0,3
20.122,27174,0,74,74,95,558,28,0,3
20.123,27211,0,74,75,96,504,28,0,3
20.124,26129,0,76,77,98,572,28,0,3
20.125,26139,0,76,77,98,574,28,0,3
20.126,26144,0,76,76,97,559,28,0,3
20.127,26151,0,76,76,97,572,28,0,3
20.128,26159,0,76,76,97,574,28,0,3
20.129,26163,0,76,76,97,564,28,0,3
20.130,27184,0,76,77,98,548,28,0,3
20.131,27189,0,76,77,98,548,28,0,3
20.132,26295,0,80,78,99,605,28,0,3
20.133,26301,0,80,78,99,605,28,0,3
20.134,26304,0,80,79,100,598,28,0,3
20.135,26307,0,80,79,100,605,28,0,3
20.136,26313,0,80,79,100,605,28,0,3
20.137,26319,0,80,78,99,605,28,0,3
20.138,26322,0,80,78,99,594,28,0,3
20.139,26325,0,80,78,99,602,28,0,3
20.140,27191,0,80,80,101,589,28,0,3
20.141,27192,0,80,80,101,604,28,0,3
20.142,27194,0,80,80,101,588,28,0,3
20.143,27196,0,80,80,101,588,28,0,3
20.144,27199,0,80,80,101,588,28,0,3
21.0,10646,0,50,51,66,99,29,0,3
21.1,10652,0,50,51,66,94,29,0,3
21.2,10635,0,52,52,67,159,29,0,3
21.3,10647,0,52,52,67,123,29,0,3
21.4,10653,0,52,52,67,123,29,0,3
21.5,10648,0,54,55,71,219,29,0,3
21.6,10654,0,54,55,71,219,29,0,3
21.7,12602,0,56,56,72,73,29,0,3
21.8,10637,0,56,56,74,319,29,0,3
21.9,10649,0,56,57,75,314,29,0,3
21.10,10655,0,56,57,75,314,29,0,3
21.11,10650,0,58,58,78,325,29,0,3
21.12,10656,0,58,58,78,325,29,0,3
21.13,12622,0,59,58,78,162,29,0,3
21.14,12623,0,59,58,78,162,29,0,3
21.15,12624,0,59,59,81,160,29,0,3
21.16,12625,0,59,59,81,160,29,0,3
21.17,12626,0,59,59,81,160,29,0,3
21.18,12603,0,60,60,82,82,29,0,3
21.19,10651,0,60,60,84,414,29,0,3
21.20,10657,0,60,60,84,420,29,0,3
21.21,18043,0,60,61,77,496,30,0,3
21.22,18044,0,60,61,77,496,30,0,3
21.23,18199,0,62,62,79,468,30,0,3
21.24,18200,0,62,62,79,468,30,0,3
21.25,19885,0,62,62,79,329,30,0,3
21.26,18355,0,64,65,86,520,30,0,3
21.27,18356,0,64,65,86,506,30,0,3
21.28,19882,0,64,64,85,339,30,0,3
21.29,19883,0,64,65,86,346,30,0,3
21.30,18511,0,66,67,90,486,30,0,3
21.31,18512,0,66,67,90,486,30,0,3
21.32,18667,0,70,68,91,382,30,0,3
21.33,18668,0,70,68,91,382,30,0,3
21.34,19888,0,70,69,93,167,30,0,3
21.35,19890,0,70,69,93,167,30,0,3
21.36,19886,0,70,70,94,165,30,0,3
21.37,19887,0,70,70,94,165,30,0,3
21.38,19889,0,70,70,94,165,30,0,3
21.39,27765,0,70,71,87,480,31,0,3
21.40,27955,0,70,71,87,297,31,0,3
21.41,27767,0,72,73,92,440,31,0,3
21.42,27769,0,72,73,92,440,31,0,3
21.43,27770,0,72,73,92,440,31,0,3
21.44,27771,0,72,73,92,440,31,0,3
21.45,25799,0,72,72,89,533,31,0,3
21.46,27772,0,74,74,95,253,31,0,3
21.47,25958,0,74,74,95,560,31,0,3
21.48,27777,0,76,76,97,491,31,0,3
21.49,27959,0,76,77,98,570,31,0,3
21.50,26119,0,76,77,98,561,31,0,3
21.51,27781,0,80,78,99,576,31,0,3
21.52,26278,0,80,78,99,595,31,0,3
21.53,27786,0,80,80,101,593,31,0,3
21.54,27787,0,80,80,101,593,31,0,3
21.55,27789,0,80,80,101,593,31,0,3
22.0,12845,0,50,51,66,84,32,0,3
22.1,12861,0,50,52,67,81,32,0,3
22.2,12866,0,50,52,67,83,32,0,3
22.3,12842,0,52,53,68,92,32,0,3
22.4,12850,0,52,53,68,76,32,0,3
22.5,12853,0,52,53,68,87,32,0,3
22.6,12846,0,54,54,69,98,32,0,3
22.7,12849,0,54,55,71,86,32,0,3
22.8,12855,0,54,54,69,80,32,0,3
22.9,12862,0,54,54,69,103,32,0,3
22.10,12867,0,54,54,69,93,32,0,3
22.11,13743,0,56,56,74,68,32,0,3
22.12,12859,0,56,57,75,170,32,0,3
22.13,12863,0,56,56,74,174,32,0,3
22.14,12869,0,56,57,75,124,32,0,3
22.15,12843,0,58,58,78,144,32,0,3
22.16,12856,0,58,58,78,143,32,0,3
22.17,12858,0,58,58,78,145,32,0,3
22.18,12847,0,59,59,81,105,32,0,3
22.19,12851,0,59,59,81,114,32,0,3
22.20,12892,0,60,60,83,66,32,0,3
22.21,12854,0,60,60,84,218,32,0,3
22.22,12860,0,60,60,84,217,32,0,3
22.23,12864,0,60,60,84,264,32,0,3
22.24,12868,0,60,60,84,336,32,0,3
22.25,19808,0,60,61,77,243,33,0,3
22.26,19811,0,60,61,77,156,33,0,3
22.27,19809,0,62,62,79,296,33,0,3
22.28,19816,0,62,63,83,313,33,0,3
22.29,19822,0,62,63,83,118,33,0,3
22.30,19828,0,62,62,79,95,33,0,3
22.31,19838,0,62,62,79,242,33,0,3
22.32,19817,0,64,65,86,228,33,0,3
22.33,19825,0,64,65,86,338,33,0,3
22.34,19831,0,64,65,86,368,33,0,3
22.35,19833,0,64,64,85,312,33,0,3
22.36,19834,0,64,64,85,261,33,0,3
22.37,19813,0,66,67,90,345,33,0,3
22.38,19820,0,66,67,90,295,33,0,3
22.39,19826,0,66,66,88,282,33,0,3
22.40,19832,0,66,66,88,385,33,0,3
22.41,19835,0,66,67,90,286,33,0,3
22.42,19837,0,66,66,88,386,33,0,3
22.43,19839,0,66,66,88,332,33,0,3
22.44,19821,0,70,68,91,96,33,0,3
22.45,19823,0,70,68,91,176,33,0,3
22.46,19829,0,70,69,93,137,33,0,3
22.47,19807,0,70,68,91,113,33,0,3
22.48,19814,0,70,69,93,183,33,0,3
22.49,19819,0,70,69,93,138,33,0,3
22.50,19824,0,70,70,94,205,33,0,3
22.51,19827,0,70,70,94,187,33,0,3
22.52,19830,0,70,70,94,164,33,0,3
22.53,27853,0,70,71,87,478,34,0,3
22.54,27854,0,70,71,87,364,34,0,3
22.55,27839,0,72,72,89,227,34,0,3
22.56,27840,0,72,73,92,227,34,0,3
22.57,27858,0,72,73,92,513,34,0,3
22.58,27859,0,72,73,92,441,34,0,3
22.59,27841,0,74,74,95,252,34,0,3
22.60,27842,0,74,74,95,252,34,0,3
22.61,27860,0,74,74,95,412,34,0,3
22.62,27862,0,74,74,95,505,34,0,3
22.63,27863,0,74,75,96,538,34,0,3
22.64,27864,0,74,75,96,411,34,0,3
22.65,27867,0,76,76,97,524,34,0,3
22.66,27868,0,76,76,97,489,34,0,3
22.67,27869,0,76,76,97,551,34,0,3
22.68,27871,0,76,77,98,535,34,0,3
22.69,27874,0,80,78,99,579,34,0,3
22.70,27875,0,80,78,99,582,34,0,3
22.71,27876,0,80,79,100,587,34,0,3
22.72,27879,0,80,80,101,585,34,0,3
22.73,27880,0,80,80,101,578,34,0,3
22.74,27881,0,80,80,101,580,34,0,3
22.75,27882,0,80,80,101,581,34,0,3
23.0,30970,0,50,50,104,606,11,0,3
23.1,30971,0,50,52,105,607,11,0,3
23.2,30972,0,52,54,106,608,11,0,3
23.3,30973,0,54,56,107,609,11,0,3
23.4,30974,0,56,58,108,610,11,0,3
23.5,30975,0,58,60,109,611,11,0,3
23.6,30976,0,60,62,110,612,12,0,3
23.7,30977,0,62,64,111,613,12,0,3
23.8,30978,0,64,66,112,614,12,0,3
23.9,30979,0,66,68,113,615,12,0,3
23.10,30980,0,68,70,114,616,12,0,3
23.11,30981,0,70,72,115,617,13,0,3
23.12,30982,0,72,74,116,618,13,0,3
23.13,30983,0,74,76,117,619,13,0,3
23.14,30984,0,76,78,118,620,13,0,3
23.15,31652,0,78,80,119,621,13,0,3
23.16,35626,0,80,81,129,644,62,0,3
23.17,35627,0,82,83,130,645,62,0,3
23.18,35628,0,84,85,131,646,62,0,3
23.19,35629,0,86,87,132,647,62,0,3
23.20,35630,0,88,89,133,648,62,0,3
23.21,36619,0,89,90,134,649,62,0,3
23.22,44185,0,90,91,182,679,74,0,3
23.23,44186,0,92,93,183,680,74,0,3
23.24,44187,0,94,95,184,681,74,0,3
23.25,44188,0,96,97,185,682,74,0,3
