#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13
21.3,3999858,0,0,0,0,0,0,0,0,0,0,0,0,101
21.4,3999862,1,0,0,0,0,0,0,0,0,0,0,0,1
21.5,3999862,0,0,0,0,0,0,0,0,0,0,0,0,101
21.6,3999869,1,0,0,0,0,0,0,0,0,0,0,0,1
21.7,3999869,0,0,0,0,0,0,0,0,0,0,0,0,101
21.8,3999872,0,0,0,0,0,0,0,0,0,0,0,0,101
22.0,191,0,0,0,0,0,0,0,0,0,0,0,0,50
22.1,4064756,0,0,0,0,0,0,0,0,0,0,0,0,101
22.2,4064755,0,0,0,0,0,0,0,0,0,0,0,0,101
22.3,4064784,0,0,0,0,0,0,0,0,0,0,0,0,101
22.4,4064775,0,0,0,0,0,0,0,0,0,0,0,0,101
22.5,4064779,0,0,0,0,0,0,0,0,0,0,0,0,101
22.6,4064777,0,0,0,0,0,0,0,0,0,0,0,0,101
22.7,4064752,0,0,0,0,0,0,0,0,0,0,0,0,101
22.8,4064753,0,0,0,0,0,0,0,0,0,0,0,0,101
22.9,4064785,0,0,0,0,0,0,0,0,0,0,0,0,101
22.10,4064780,0,0,0,0,0,0,0,0,0,0,0,0,101
22.11,4064768,0,0,0,0,0,0,0,0,0,0,0,0,101
22.12,4064767,0,0,0,0,0,0,0,0,0,0,0,0,101
22.13,4064770,0,0,0,0,0,0,0,0,0,0,0,0,101
22.14,4064769,0,0,0,0,0,0,0,0,0,0,0,0,101
22.15,4064782,0,0,0,0,0,0,0,0,0,0,0,0,101
22.16,4064764,0,0,0,0,0,0,0,0,0,0,0,0,101
22.17,4064763,0,0,0,0,0,0,0,0,0,0,0,0,101
22.18,4064760,0,0,0,0,0,0,0,0,0,0,0,0,101
22.19,4064759,0,0,0,0,0,0,0,0,0,0,0,0,101
22.20,4332171,1,0,0,0,0,0,0,0,0,0,0,0,1
22.21,4064771,0,0,0,0,0,0,0,0,0,0,0,0,101
22.22,4332172,2,0,0,0,0,0,0,0,0,0,0,0,1
22.23,4208424,0,0,0,0,0,0,0,0,0,0,0,0,101
22.24,4333439,0,0,0,0,0,0,0,0,0,0,0,0,101
22.25,4333440,0,0,0,0,0,0,0,0,0,0,0,0,101
22.26,4299010,0,0,0,0,0,0,0,0,0,0,0,0,101
22.27,4064773,0,0,0,0,0,0,0,0,0,0,0,0,101
22.28,4064772,0,0,0,0,0,0,0,0,0,0,0,0,101
23.0,4405900,0,0,0,0,0,0,0,0,0,0,0,0,101
23.1,4259138,0,0,0,0,0,0,0,0,0,0,0,0,101
23.2,4177864,0,0,0,0,0,0,0,0,0,0,0,0,101
23.3,4177865,0,0,0,0,0,0,0,0,0,0,0,0,101
23.4,4323774,0,0,0,0,0,0,0,0,0,0,0,0,101
23.5,4323825,0,0,0,0,0,0,0,0,0,0,0,0,101
23.6,4324149,0,0,0,0,0,0,0,0,0,0,0,0,101
23.7,4177867,0,0,0,0,0,0,0,0,0,0,0,0,101
23.8,4323775,0,0,0,0,0,0,0,0,0,0,0,0,101
23.9,4177866,0,0,0,0,0,0,0,0,0,0,0,0,101
23.10,4324150,0,0,0,0,0,0,0,0,0,0,0,0,101
23.11,4177868,0,0,0,0,0,0,0,0,0,0,0,0,101
23.12,4323776,0,0,0,0,0,0,0,0,0,0,0,0,101
23.13,4324151,0,0,0,0,0,0,0,0,0,0,0,0,101
23.14,4178334,0,0,0,0,0,0,0,0,0,0,0,0,101
23.15,4323778,0,0,0,0,0,0,0,0,0,0,0,0,101
23.16,4324152,0,0,0,0,0,0,0,0,0,0,0,0,101
23.17,4178335,0,0,0,0,0,0,0,0,0,0,0,0,101
23.18,4323779,0,0,0,0,0,0,0,0,0,0,0,0,101
23.19,4324154,0,0,0,0,0,0,0,0,0,0,0,0,101
23.20,4178339,0,0,0,0,0,0,0,0,0,0,0,0,101
23.21,4323781,0,0,0,0,0,0,0,0,0,0,0,0,101
23.22,4178340,0,0,0,0,0,0,0,0,0,0,0,0,101
23.23,4324153,0,0,0,0,0,0,0,0,0,0,0,0,101
23.24,4178337,0,0,0,0,0,0,0,0,0,0,0,0,101
23.25,4323780,0,0,0,0,0,0,0,0,0,0,0,0,101
23.26,4259142,0,0,0,0,0,0,0,0,0,0,0,0,101
23.27,4324155,0,0,0,0,0,0,0,0,0,0,0,0,101
23.28,4178342,0,0,0,0,0,0,0,0,0,0,0,0,101
23.29,4323783,0,0,0,0,0,0,0,0,0,0,0,0,101
23.30,4178341,0,0,0,0,0,0,0,0,0,0,0,0,101
23.31,4324156,0,0,0,0,0,0,0,0,0,0,0,0,101
23.32,4178343,0,0,0,0,0,0,0,0,0,0,0,0,101
23.33,4323782,0,0,0,0,0,0,0,0,0,0,0,0,101
24.0,4240037,0,0,0,0,0,0,0,0,0,0,0,0,101
24.1,4240042,0,0,0,0,0,0,0,0,0,0,0,0,101
24.2,4240048,0,0,0,0,0,0,0,0,0,0,0,0,101
25.0,210,0,0,0,0,0,0,0,0,0,0,0,0,50
25.1,211,0,0,0,0,0,0,0,0,0,0,0,0,50
25.2,212,0,0,0,0,0,0,0,0,0,0,0,0,50
25.3,213,0,0,0,0,0,0,0,0,0,0,0,0,50
25.4,214,0,0,0,0,0,0,0,0,0,0,0,0,50
25.5,215,0,0,0,0,0,0,0,0,0,0,0,0,50
25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.2,4229633,0,0,0,0,0,0,0,0,0,0,0,0,101
26.3,4229634,0,0,0,0,0,0,0,0,0,0,0,0,101
26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.8,4229635,0,0,0,0,0,0,0,0,0,0,0,0,101
26.9,203,0,0,0,0,0,0,0,0,0,0,0,0,50
26.10,4233750,0,0,0,0,0,0,0,0,0,0,0,0,101
26.11,204,0,0,0,0,0,0,0,0,0,0,0,0,50
26.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.16,4233762,0,0,0,0,0,0,0,0,0,0,0,0,101
26.17,4236580,0,0,0,0,0,0,0,0,0,0,0,0,101
26.18,4260663,0,0,0,0,0,0,0,0,0,0,0,0,101
26.19,4236581,0,0,0,0,0,0,0,0,0,0,0,0,101
26.20,4260664,0,0,0,0,0,0,0,0,0,0,0,0,101
26.21,4236582,0,0,0,0,0,0,0,0,0,0,0,0,101
26.22,4260665,0,0,0,0,0,0,0,0,0,0,0,0,101
27.0,4388279,0,0,0,0,0,0,0,0,0,0,0,0,101
27.1,205,0,0,0,0,0,0,0,0,0,0,0,0,50
27.2,4274731,0,0,0,0,0,0,0,0,0,0,0,0,101
27.3,4274732,0,0,0,0,0,0,0,0,0,0,0,0,101
27.4,4274707,0,0,0,0,0,0,0,0,0,0,0,0,100
27.5,4274708,0,0,0,0,0,0,0,0,0,0,0,0,100
27.6,4274709,0,0,0,0,0,0,0,0,0,0,0,0,100
27.7,4274710,0,0,0,0,0,0,0,0,0,0,0,0,100
27.8,4274711,0,0,0,0,0,0,0,0,0,0,0,0,100
27.9,4274738,0,0,0,0,0,0,0,0,0,0,0,0,101
27.10,4274739,0,0,0,0,0,0,0,0,0,0,0,0,101
27.11,4274714,0,0,0,0,0,0,0,0,0,0,0,0,100
27.12,4274715,0,0,0,0,0,0,0,0,0,0,0,0,100
27.13,4274742,0,0,0,0,0,0,0,0,0,0,0,0,101
27.14,4274743,0,0,0,0,0,0,0,0,0,0,0,0,101
27.15,4274718,0,0,0,0,0,0,0,0,0,0,0,0,100
27.16,4274719,0,0,0,0,0,0,0,0,0,0,0,0,100
27.17,4274746,0,0,0,0,0,0,0,0,0,0,0,0,101
27.18,4274721,0,0,0,0,0,0,0,0,0,0,0,0,100
27.19,4274722,0,0,0,0,0,0,0,0,0,0,0,0,100
27.20,4274749,0,0,0,0,0,0,0,0,0,0,0,0,101
27.21,4274725,0,0,0,0,0,0,0,0,0,0,0,0,100
27.22,4274751,0,0,0,0,0,0,0,0,0,0,0,0,101
27.23,4274752,0,0,0,0,0,0,0,0,0,0,0,0,101
27.24,4274729,0,0,0,0,0,0,0,0,0,0,0,0,100
27.25,4274730,0,0,0,0,0,0,0,0,0,0,0,0,100
27.26,4309587,0,0,0,0,0,0,0,0,0,0,0,0,101
27.27,4309587,100,0,0,0,0,0,0,0,0,0,0,0,2
27.28,4248561,0,0,0,0,0,0,0,0,0,0,0,0,101
27.29,1,0,0,0,0,0,0,0,0,0,0,0,0,81
27.30,4249110,0,0,0,0,0,0,0,0,0,0,0,0,101
27.31,4249111,0,0,0,0,0,0,0,0,0,0,0,0,101
27.32,4249112,0,0,0,0,0,0,0,0,0,0,0,0,101
27.33,4249114,0,0,0,0,0,0,0,0,0,0,0,0,101
27.34,4249124,0,0,0,0,0,0,0,0,0,0,0,0,101
27.35,4249125,0,0,0,0,0,0,0,0,0,0,0,0,101
27.36,4253045,0,0,0,0,0,0,0,0,0,0,0,0,101
27.37,206,0,0,0,0,0,0,0,0,0,0,0,0,50
27.38,4247846,0,0,0,0,0,0,0,0,0,0,0,0,101
27.39,4274705,0,0,0,0,0,0,0,0,0,0,0,0,101
27.40,4274706,0,0,0,0,0,0,0,0,0,0,0,0,101
27.41,4274733,0,0,0,0,0,0,0,0,0,0,0,0,101
27.42,4274734,0,0,0,0,0,0,0,0,0,0,0,0,101
27.43,4274735,0,0,0,0,0,0,0,0,0,0,0,0,101
27.44,4274736,0,0,0,0,0,0,0,0,0,0,0,0,101
27.45,4274737,0,0,0,0,0,0,0,0,0,0,0,0,101
27.46,4274712,0,0,0,0,0,0,0,0,0,0,0,0,101
27.47,4274713,0,0,0,0,0,0,0,0,0,0,0,0,101
27.48,4274740,0,0,0,0,0,0,0,0,0,0,0,0,101
27.49,4274741,0,0,0,0,0,0,0,0,0,0,0,0,101
27.50,4274716,0,0,0,0,0,0,0,0,0,0,0,0,101
27.51,4274717,0,0,0,0,0,0,0,0,0,0,0,0,101
27.52,4274744,0,0,0,0,0,0,0,0,0,0,0,0,101
27.53,4274745,0,0,0,0,0,0,0,0,0,0,0,0,101
27.54,4274720,0,0,0,0,0,0,0,0,0,0,0,0,101
27.55,4274747,0,0,0,0,0,0,0,0,0,0,0,0,101
27.56,4274748,0,0,0,0,0,0,0,0,0,0,0,0,101
27.57,4274724,0,0,0,0,0,0,0,0,0,0,0,0,101
27.58,4274750,0,0,0,0,0,0,0,0,0,0,0,0,101
27.59,4274726,0,0,0,0,0,0,0,0,0,0,0,0,101
27.60,4274728,0,0,0,0,0,0,0,0,0,0,0,0,101
27.61,4274753,0,0,0,0,0,0,0,0,0,0,0,0,101
27.62,4274754,0,0,0,0,0,0,0,0,0,0,0,0,101
27.63,165,0,0,0,0,0,0,0,0,0,0,0,0,20
28.0,9077746,0,0,0,0,0,0,0,0,0,0,0,0,3
28.1,9077747,0,0,0,0,0,0,0,0,0,0,0,0,3
28.2,9275643,2,0,0,0,0,0,0,0,0,0,0,0,3
28.3,9275649,2,0,0,0,0,0,0,0,0,0,0,0,3
28.4,240,9090073,0,0,0,0,0,0,0,0,0,0,0,51
28.5,9075290,0,0,0,0,0,0,0,0,0,0,0,0,3
28.6,9077748,0,0,0,0,0,0,0,0,0,0,0,0,3
28.7,9077749,0,0,0,0,0,0,0,0,0,0,0,0,3
28.8,9275678,0,0,0,0,0,0,0,0,0,0,0,0,3
28.9,9275658,2,0,0,0,0,0,0,0,0,0,0,0,3
28.10,9275660,2,0,0,0,0,0,0,0,0,0,0,0,3
28.11,9075279,0,0,0,0,0,0,0,0,0,0,0,0,3
28.12,9075280,0,0,0,0,0,0,0,0,0,0,0,0,3
28.13,9090412,0,0,0,0,0,0,0,0,0,0,0,0,1
28.14,9077750,0,0,0,0,0,0,0,0,0,0,0,0,3
28.15,9075283,0,0,0,0,0,0,0,0,0,0,0,0,3
28.16,9093106,0,0,0,0,0,0,0,0,0,0,0,0,3
28.17,9279677,0,0,0,0,0,0,0,0,0,0,0,0,101
29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,4390592,0,0,0,0,0,0,0,0,0,0,0,0,101
30.1,525,0,0,0,0,0,0,0,0,0,0,0,0,20
30.2,526,0,0,0,0,0,0,0,0,0,0,0,0,20
30.3,4579948,0,0,0,0,0,0,0,0,0,0,0,0,101
30.4,4378118,0,0,0,0,0,0,0,0,0,0,0,0,101
30.5,4378143,3,0,0,0,0,0,0,0,0,0,0,0,1
30.6,4378152,3,0,0,0,0,0,0,0,0,0,0,0,1
30.7,4378146,3,0,0,0,0,0,0,0,0,0,0,0,1
30.8,4378148,3,0,0,0,0,0,0,0,0,0,0,0,1
30.9,4378150,3,0,0,0,0,0,0,0,0,0,0,0,1
30.10,4393922,0,0,0,0,0,0,0,0,0,0,0,0,101
30.11,527,0,0,0,0,0,0,0,0,0,0,0,0,20
30.12,528,0,0,0,0,0,0,0,0,0,0,0,0,20
30.13,4378124,0,0,0,0,0,0,0,0,0,0,0,0,101
30.14,529,0,0,0,0,0,0,0,0,0,0,0,0,20
30.15,530,0,0,0,0,0,0,0,0,0,0,0,0,20
30.16,4391091,3,0,0,0,0,0,0,0,0,0,0,0,1
30.17,4391091,0,0,0,0,0,0,0,0,0,0,0,0,103
30.18,4391096,3,0,0,0,0,0,0,0,0,0,0,0,1
30.19,4391096,0,0,0,0,0,0,0,0,0,0,0,0,103
30.20,4390586,0,0,0,0,0,0,0,0,0,0,0,0,101
30.21,531,0,0,0,0,0,0,0,0,0,0,0,0,20
30.22,532,0,0,0,0,0,0,0,0,0,0,0,0,20
31.0,4504917,134,4504890,135,4504894,4504918,136,4504891,137,4504920,4505305,10,1,141
31.1,4504908,2,0,0,0,0,0,0,0,0,0,0,0,1
31.2,4505342,2,0,0,0,0,0,0,0,0,0,0,0,1
31.3,4505344,2,0,0,0,0,0,0,0,0,0,0,0,1
31.4,4505345,2,0,0,0,0,0,0,0,0,0,0,0,1
31.5,4505346,2,0,0,0,0,0,0,0,0,0,0,0,1
31.6,4505343,2,0,0,0,0,0,0,0,0,0,0,0,1
31.7,1,0,0,0,0,0,0,0,0,0,0,0,0,81
31.8,2,0,0,0,0,0,0,0,0,0,0,0,0,81
31.9,3,0,0,0,0,0,0,0,0,0,0,0,0,81
31.10,4,0,0,0,0,0,0,0,0,0,0,0,0,81
31.11,4497378,0,0,0,0,0,0,0,0,0,0,0,0,101
31.12,4506604,2,0,0,0,0,0,0,0,0,0,0,0,1
31.13,4506603,2,0,0,0,0,0,0,0,0,0,0,0,1
31.14,4506598,2,0,0,0,0,0,0,0,0,0,0,0,1
31.15,4498667,0,0,0,0,0,0,0,0,0,0,0,0,101
31.16,4498667,2,0,0,0,0,0,0,0,0,0,0,0,1
31.17,4508126,0,0,0,0,0,0,0,0,0,0,0,0,101
31.18,4506651,2,0,0,0,0,0,0,0,0,0,0,0,1
32.0,4544364,0,0,0,0,0,0,0,0,0,0,0,0,101
32.1,4544366,0,0,0,0,0,0,0,0,0,0,0,0,101
32.2,4544367,0,0,0,0,0,0,0,0,0,0,0,0,101
32.3,4505099,2,0,0,0,0,0,0,0,0,0,0,0,1
32.4,4544363,2,0,0,0,0,0,0,0,0,0,0,0,1
32.5,4504692,0,0,0,0,0,0,0,0,0,0,0,0,101
32.6,4544376,0,0,0,0,0,0,0,0,0,0,0,0,101
32.7,305,4507195,0,4505707,3,0,0,0,0,0,0,0,0,51
32.8,4507200,0,0,0,0,0,0,0,0,0,0,0,0,101
32.9,4507809,2,0,0,0,0,0,0,0,0,0,0,0,1
32.10,4507201,0,0,0,0,0,0,0,0,0,0,0,0,101
32.11,4507810,2,0,0,0,0,0,0,0,0,0,0,0,1
32.12,4588454,2,0,0,0,0,0,0,0,0,0,0,0,1
32.13,4509719,2,0,0,0,0,0,0,0,0,0,0,0,1
32.14,4509718,2,0,0,0,0,0,0,0,0,0,0,0,1
32.15,4588458,2,0,0,0,0,0,0,0,0,0,0,0,1
32.16,4588457,2,0,0,0,0,0,0,0,0,0,0,0,1
32.17,4588456,2,0,0,0,0,0,0,0,0,0,0,0,1
32.18,4545180,0,0,0,0,0,0,0,0,0,0,0,0,101
32.19,4545176,2,0,0,0,0,0,0,0,0,0,0,0,1
32.20,4521781,0,0,0,0,0,0,0,0,0,0,0,0,101
32.21,4588460,2,0,0,0,0,0,0,0,0,0,0,0,1
32.22,4588459,2,0,0,0,0,0,0,0,0,0,0,0,1
32.23,310,4508080,0,4507206,3,0,0,0,0,0,0,0,0,51
32.24,4545212,0,0,0,0,0,0,0,0,0,0,0,0,101
32.25,4508148,0,0,0,0,0,0,0,0,0,0,0,0,101
32.26,4508142,0,0,0,0,0,0,0,0,0,0,0,0,101
32.27,4508169,2,0,0,0,0,0,0,0,0,0,0,0,1
33.0,4543713,0,0,0,0,0,0,0,0,0,0,0,0,101
33.1,4543714,0,0,0,0,0,0,0,0,0,0,0,0,101
33.2,4598145,2,0,0,0,0,0,0,0,0,0,0,0,1
33.3,4598146,2,0,0,0,0,0,0,0,0,0,0,0,1
33.4,4598147,2,0,0,0,0,0,0,0,0,0,0,0,1
33.5,4598148,2,0,0,0,0,0,0,0,0,0,0,0,1
33.6,592,0,0,0,0,0,0,0,0,0,0,0,0,20
33.7,4598414,0,0,0,0,0,0,0,0,0,0,0,0,101
33.8,4598149,0,0,0,0,0,0,0,0,0,0,0,0,101
33.9,4598150,0,0,0,0,0,0,0,0,0,0,0,0,101
33.10,4598151,0,0,0,0,0,0,0,0,0,0,0,0,101
34.0,4600413,0,0,0,0,0,0,0,0,0,0,0,0,1
34.1,4600425,0,0,0,0,0,0,0,0,0,0,0,0,1
34.2,4600427,0,0,0,0,0,0,0,0,0,0,0,0,1
34.3,4600429,0,0,0,0,0,0,0,0,0,0,0,0,1
34.4,4620920,0,0,0,0,0,0,0,0,0,0,0,0,1
34.5,4600413,1,8000,0,0,0,0,0,0,0,0,0,0,84
34.6,4600425,1,8000,1000,0,0,0,0,0,0,0,0,0,84
34.7,4600427,1,8000,2000,0,0,0,0,0,0,0,0,0,84
34.8,4600429,1,8000,3000,0,0,0,0,0,0,0,0,0,84
34.9,4620920,1,8000,4000,0,0,0,0,0,0,0,0,0,84
34.10,4620957,0,0,0,0,0,0,0,0,0,0,0,0,83
34.11,1638404,8,0,0,0,0,0,0,0,0,0,0,0,120
34.12,4620954,0,0,0,0,0,0,0,0,0,0,0,0,83
34.13,1638402,13,4600219,0,0,0,0,0,0,0,0,0,0,121
34.14,4620958,0,0,0,0,0,0,0,0,0,0,0,0,83
34.15,1638405,10,0,0,0,0,0,0,0,0,0,0,0,120
34.16,4620956,0,0,0,0,0,0,0,0,0,0,0,0,83
34.17,1638403,14,4600220,0,0,0,0,0,0,0,0,0,0,121
34.18,4620959,0,0,0,0,0,0,0,0,0,0,0,0,83
34.19,1638406,12,0,0,0,0,0,0,0,0,0,0,0,120
34.20,4600248,0,0,0,0,0,0,0,0,0,0,0,0,101
34.21,4600250,0,0,0,0,0,0,0,0,0,0,0,0,101
34.22,4620909,2,0,0,0,0,0,0,0,0,0,0,0,1
34.23,4600252,0,0,0,0,0,0,0,0,0,0,0,0,101
34.24,4600290,0,0,0,0,0,0,0,0,0,0,0,0,101
34.25,4600292,0,0,0,0,0,0,0,0,0,0,0,0,101
34.26,4600401,0,0,0,0,0,0,0,0,0,0,0,0,101
34.27,4600403,0,0,0,0,0,0,0,0,0,0,0,0,101
34.28,4600404,0,0,0,0,0,0,0,0,0,0,0,0,101
34.29,4600406,0,0,0,0,0,0,0,0,0,0,0,0,101
34.30,4600294,0,0,0,0,0,0,0,0,0,0,0,0,101
34.31,4600409,0,0,0,0,0,0,0,0,0,0,0,0,101
34.32,4600410,0,0,0,0,0,0,0,0,0,0,0,0,101
34.33,4600411,0,0,0,0,0,0,0,0,0,0,0,0,101
34.34,4600296,0,0,0,0,0,0,0,0,0,0,0,0,101
34.35,4634958,0,0,0,0,0,0,0,0,0,0,0,0,1
34.36,4600298,0,0,0,0,0,0,0,0,0,0,0,0,101
34.37,4600302,0,0,0,0,0,0,0,0,0,0,0,0,101
34.38,4600354,0,0,0,0,0,0,0,0,0,0,0,0,101
34.39,4600377,0,0,0,0,0,0,0,0,0,0,0,0,101
34.40,4600396,0,0,0,0,0,0,0,0,0,0,0,0,101
34.41,4600396,0,0,0,0,0,0,0,0,0,0,0,0,101
34.42,4600397,0,0,0,0,0,0,0,0,0,0,0,0,101
34.43,4600399,0,0,0,0,0,0,0,0,0,0,0,0,101
34.44,4622405,0,0,0,0,0,0,0,0,0,0,0,0,101
34.45,4600252,0,0,0,0,0,0,0,0,0,0,0,0,101
34.46,4600290,0,0,0,0,0,0,0,0,0,0,0,0,101
35.0,4574938,2,0,0,0,0,0,0,0,0,0,0,0,1
35.1,4577468,2,0,0,0,0,0,0,0,0,0,0,0,1
35.2,4630853,2,0,0,0,0,0,0,0,0,0,0,0,1
35.3,4630853,0,0,0,0,0,0,0,0,0,0,0,0,101
35.4,4577470,0,0,0,0,0,0,0,0,0,0,0,0,101
35.5,4577670,2,0,0,0,0,0,0,0,0,0,0,0,1
35.6,4577671,2,0,0,0,0,0,0,0,0,0,0,0,1
35.7,1,0,0,0,0,0,0,0,0,0,0,0,0,81
35.8,4630877,2,0,0,0,0,0,0,0,0,0,0,0,1
35.9,4630877,0,0,0,0,0,0,0,0,0,0,0,0,101
35.10,4577674,0,0,0,0,0,0,0,0,0,0,0,0,101
35.11,2,0,0,0,0,0,0,0,0,0,0,0,0,81
35.12,3,0,0,0,0,0,0,0,0,0,0,0,0,81
35.13,4577692,2,0,0,0,0,0,0,0,0,0,0,0,1
35.14,4577698,2,0,0,0,0,0,0,0,0,0,0,0,1
35.15,129,0,0,0,0,0,0,0,0,0,0,0,0,20
35.16,131,0,0,0,0,0,0,0,0,0,0,0,0,20
35.17,4579228,2,0,0,0,0,0,0,0,0,0,0,0,1
35.18,4579227,2,0,0,0,0,0,0,0,0,0,0,0,1
35.19,4583470,2,0,0,0,0,0,0,0,0,0,0,0,2
35.20,4579236,2,0,0,0,0,0,0,0,0,0,0,0,1
35.21,4579231,2,0,0,0,0,0,0,0,0,0,0,0,1
35.22,4579235,2,0,0,0,0,0,0,0,0,0,0,0,1
35.23,4579234,2,0,0,0,0,0,0,0,0,0,0,0,1
35.24,4583468,2,0,0,0,0,0,0,0,0,0,0,0,2
36.0,4685156,0,0,0,0,0,0,0,0,0,0,0,0,101
36.1,4719758,0,0,0,0,0,0,0,0,0,0,0,0,101
36.2,4719759,0,0,0,0,0,0,0,0,0,0,0,0,101
36.3,4719760,0,0,0,0,0,0,0,0,0,0,0,0,101
36.4,4719762,0,0,0,0,0,0,0,0,0,0,0,0,101
36.5,4725258,0,0,0,0,0,0,0,0,0,0,0,0,101
36.6,4725259,0,0,0,0,0,0,0,0,0,0,0,0,101
36.7,4719773,2,0,0,0,0,0,0,0,0,0,0,0,1
36.8,4719775,2,0,0,0,0,0,0,0,0,0,0,0,1
36.9,4719776,2,0,0,0,0,0,0,0,0,0,0,0,1
36.10,4719777,2,0,0,0,0,0,0,0,0,0,0,0,1
36.11,4725260,2,0,0,0,0,0,0,0,0,0,0,0,1
36.12,4725261,2,0,0,0,0,0,0,0,0,0,0,0,1
36.13,4685203,2,0,0,0,0,0,0,0,0,0,0,0,1
36.14,4685203,0,0,0,0,0,0,0,0,0,0,0,0,101
36.15,4685202,0,0,0,0,0,0,0,0,0,0,0,0,101
36.16,4685205,2,0,0,0,0,0,0,0,0,0,0,0,1
36.17,4685205,0,0,0,0,0,0,0,0,0,0,0,0,101
36.18,4685206,2,0,0,0,0,0,0,0,0,0,0,0,1
36.19,4685206,0,0,0,0,0,0,0,0,0,0,0,0,101
36.20,4685204,0,0,0,0,0,0,0,0,0,0,0,0,101
36.21,4719782,4,0,0,0,0,0,0,0,0,0,0,0,1
36.22,4719783,4,0,0,0,0,0,0,0,0,0,0,0,1
36.23,769,1,4738446,4797440,7,3000,3,0,0,0,0,0,0,21
36.24,770,1,4738450,4797442,7,3000,3,0,0,0,0,0,0,21
36.25,771,1,4738467,4797443,7,3000,3,0,0,0,0,0,0,21
36.26,772,1,4738449,4797437,7,3000,3,0,0,0,0,0,0,21
36.27,773,1,4738466,4797438,7,3000,3,0,0,0,0,0,0,21
36.28,774,1,4738445,4797439,7,3000,3,0,0,0,0,0,0,21
36.29,775,1,4738465,4797433,7,3000,3,0,0,0,0,0,0,21
36.30,776,1,4738444,4797435,7,3000,3,0,0,0,0,0,0,21
36.31,777,1,4738448,4797436,7,3000,3,0,0,0,0,0,0,21
36.32,778,1,4738443,4797444,7,3000,3,0,0,0,0,0,0,21
36.33,779,1,4738447,4797445,7,3000,3,0,0,0,0,0,0,21
36.34,780,1,4738451,4797446,7,3000,3,0,0,0,0,0,0,21
36.35,4797440,2,0,0,0,0,0,0,0,0,0,0,0,1
36.36,4797442,2,0,0,0,0,0,0,0,0,0,0,0,1
36.37,4797443,2,0,0,0,0,0,0,0,0,0,0,0,1
36.38,4797437,2,0,0,0,0,0,0,0,0,0,0,0,1
36.39,4797438,2,0,0,0,0,0,0,0,0,0,0,0,1
36.40,4797439,2,0,0,0,0,0,0,0,0,0,0,0,1
36.41,4797433,2,0,0,0,0,0,0,0,0,0,0,0,1
36.42,4797435,2,0,0,0,0,0,0,0,0,0,0,0,1
36.43,4797436,2,0,0,0,0,0,0,0,0,0,0,0,1
36.44,4797444,2,0,0,0,0,0,0,0,0,0,0,0,1
36.45,4797445,2,0,0,0,0,0,0,0,0,0,0,0,1
36.46,4797446,2,0,0,0,0,0,0,0,0,0,0,0,1
37.0,4695646,2,0,0,0,0,0,0,0,0,0,0,0,1
37.1,4656964,2,0,0,0,0,0,0,0,0,0,0,0,2
37.2,4695647,2,0,0,0,0,0,0,0,0,0,0,0,1
37.3,4656965,2,0,0,0,0,0,0,0,0,0,0,0,2
37.4,4695651,2,0,0,0,0,0,0,0,0,0,0,0,1
37.5,4695651,0,0,0,0,0,0,0,0,0,0,0,0,101
37.6,4695649,2,0,0,0,0,0,0,0,0,0,0,0,1
37.7,4695652,2,0,0,0,0,0,0,0,0,0,0,0,1
37.8,4695652,0,0,0,0,0,0,0,0,0,0,0,0,101
37.9,4695653,2,0,0,0,0,0,0,0,0,0,0,0,1
37.10,4695653,0,0,0,0,0,0,0,0,0,0,0,0,101
37.11,4695650,2,0,0,0,0,0,0,0,0,0,0,0,1
37.12,367,0,0,0,0,0,0,0,0,0,0,0,0,50
37.13,4656966,2,0,0,0,0,0,0,0,0,0,0,0,2
37.14,4656967,2,0,0,0,0,0,0,0,0,0,0,0,2
37.15,4660132,2,0,0,0,0,0,0,0,0,0,0,0,2
37.16,4656945,2,1,0,0,0,0,0,0,0,0,0,0,2
38.0,4933972,0,0,0,0,0,0,0,0,0,0,0,0,101
38.1,4864546,0,0,0,0,0,0,0,0,0,0,0,0,101
38.2,4615956,0,0,0,0,0,0,0,0,0,0,0,0,101
38.3,4604023,0,0,0,0,0,0,0,0,0,0,0,0,83
38.4,4615957,0,0,0,0,0,0,0,0,0,0,0,0,101
38.5,4604021,0,0,0,0,0,0,0,0,0,0,0,0,83
38.6,4615958,0,0,0,0,0,0,0,0,0,0,0,0,101
