#,Icon,VoLine,Text,Duration,Style
33.4,0,0,38625,5,0
33.5,0,0,38626,5,0
33.6,0,0,0,5,0
33.7,0,0,0,5,0
33.8,0,0,0,5,0
33.9,0,0,0,5,0
33.10,0,0,38631,5,0
33.11,0,0,38632,5,0
33.12,0,0,38633,6,0
33.13,0,0,38634,5,0
33.14,0,0,38635,5,0
33.15,0,0,38636,5,0
33.16,0,0,38637,5,0
33.17,0,0,0,5,0
33.18,0,0,38639,4,0
33.19,0,0,38640,5,0
33.20,0,0,38641,5,0
33.21,0,0,38642,4,0
33.22,0,0,38643,5,0
33.23,0,0,38644,5,0
33.24,0,0,38645,5,0
33.25,0,0,0,5,0
33.26,0,0,38647,5,0
33.27,0,0,38648,5,0
33.28,0,0,38649,5,0
33.29,0,0,38650,5,0
33.30,0,0,38651,5,0
33.31,0,0,0,5,0
33.32,0,0,0,5,0
33.33,0,0,38654,5,0
33.34,0,0,38655,5,0
33.35,0,0,38656,5,0
33.36,0,0,38657,5,0
33.37,0,0,38658,5,0
33.38,0,0,0,5,0
33.39,0,0,38660,5,0
33.40,0,0,38661,5,0
33.41,0,0,38662,6,0
33.42,0,0,38663,5,0
33.43,0,0,38664,4,0
33.44,0,0,38665,4,0
33.45,0,0,0,4,0
33.46,0,0,0,4,0
33.47,0,0,38668,6,0
33.48,0,0,38669,4,0
33.49,0,0,38670,4,0
33.50,0,0,0,4,0
33.51,0,0,38672,6,0
33.52,0,0,38673,6,0
33.53,0,0,38674,6,0
33.54,0,0,38675,4,0
33.55,0,0,38676,5,0
33.56,0,0,38677,4,0
33.57,0,0,38678,4,0
33.58,0,0,38679,4,0
33.59,0,0,38680,4,0
33.60,0,0,38681,6,0
33.61,0,0,38682,5,0
33.62,0,0,38683,5,0
33.63,0,0,38684,5,0
33.64,0,0,38685,4,0
33.65,0,0,38686,4,0
33.66,0,0,38687,5,0
33.67,0,0,0,0,0
33.68,0,0,38689,6,0
33.69,0,0,38690,4,0
34.0,0,8202395,41800,4,0
34.1,0,8202403,41801,4,0
34.2,0,8202411,41802,4,0
34.3,0,8205518,41803,4,0
34.4,0,8205527,41804,4,0
34.5,0,8205528,41805,4,0
34.6,0,8205526,41806,4,0
34.7,0,8205549,41807,4,0
34.8,0,8205508,41808,5,0
34.9,0,8205550,41809,4,0
34.10,0,8205551,41810,4,0
34.11,0,8205571,41811,6,0
34.12,0,8205575,41812,4,0
34.13,0,8205576,41813,4,0
34.14,0,8205577,41814,4,0
34.15,0,8205578,41815,4,0
34.16,0,8205530,41816,6,0
34.17,0,8205509,41817,4,6
34.18,0,8205510,41818,4,6
34.19,0,8205552,41819,3,0
34.20,0,8205553,41820,4,0
34.21,0,8205554,41821,3,0
34.22,0,8205555,41822,4,0
34.23,0,8205559,41823,4,0
34.24,0,8205531,41824,4,0
34.25,0,8205560,41825,5,0
34.26,0,8205569,41826,6,0
34.27,0,8205570,41827,4,0
34.28,0,8205532,41828,5,0
34.29,0,8205533,41829,5,0
34.30,0,8205534,41830,6,0
34.31,0,8205580,41831,4,0
34.32,0,8205581,41832,4,0
34.33,0,8205540,41833,5,0
34.34,0,8205541,41834,4,0
34.35,0,8205542,41835,5,0
34.36,0,8205543,41836,4,0
34.37,0,8205544,41837,5,0
34.38,0,8205545,41838,5,0
34.39,0,8205512,41839,4,6
34.40,0,8205563,41840,4,6
34.41,0,8205564,41841,4,6
34.42,0,8205513,41842,4,6
34.43,0,8205514,41843,4,6
34.44,0,8205565,41844,5,6
34.45,0,8205566,41845,4,6
34.46,0,8205515,41846,4,6
34.47,0,8205546,41847,4,0
34.48,0,8205547,41848,4,0
34.49,0,8205567,41849,4,6
34.50,0,8205516,41850,4,6
34.51,0,8205517,41851,4,6
34.52,0,8205548,41852,4,0
34.53,0,0,41853,4,0
34.54,0,8205535,41854,5,0
34.55,0,0,41855,4,0
34.56,0,0,41856,4,0
34.57,0,0,41857,4,0
34.58,0,0,41858,4,0
34.59,0,0,41859,4,0
34.60,0,0,41860,4,0
34.61,0,0,41861,4,0
35.0,73273,8205289,41600,4,11
35.1,73273,8205290,41601,4,11
35.2,73273,8205291,41602,4,11
35.3,73273,8205292,41603,4,11
35.4,73273,8205293,41604,4,11
35.5,73273,8205294,41605,6,11
35.6,73273,8205295,41606,4,11
35.7,73273,8205296,41607,4,11
35.8,73273,8205297,41608,6,11
35.9,73273,8205298,41609,6,11
35.10,73273,8205299,41610,6,11
35.11,73273,8205300,41611,4,11
35.12,73273,8205301,41612,4,11
35.13,73273,8205302,41613,4,11
35.14,73273,8205303,41614,4,11
35.15,0,0,41615,1,7
35.16,0,0,41616,1,7
35.17,0,0,41617,1,7
35.18,0,0,41618,1,7
35.19,0,0,41619,1,7
35.20,73277,8205469,41620,6,11
35.21,73277,8205470,41621,7,11
35.22,73277,8205471,41622,6,11
35.23,73277,8205472,41623,5,11
35.24,73277,8205473,41624,4,11
35.25,73277,8205474,41625,4,11
35.26,73277,8205475,41626,5,11
36.0,0,0,2700,4,0
36.1,0,0,2701,5,0
36.2,0,0,2702,6,0
36.3,0,0,2703,5,0
36.4,0,0,2704,4,0
36.5,0,0,2705,5,0
36.6,0,0,2706,5,0
36.7,0,0,2707,4,7
36.8,0,0,2708,4,0
36.9,0,0,2709,5,0
36.10,0,0,2710,5,0
36.11,0,0,2711,4,0
36.12,0,0,2712,7,0
36.13,0,0,2713,7,0
36.14,0,0,2714,7,0
36.15,0,0,2715,7,0
36.16,0,0,2716,7,0
36.17,0,0,2717,5,0
36.18,0,0,2723,5,0
36.19,0,0,2724,6,0
36.20,0,0,2725,5,0
36.21,0,0,2726,5,0
36.22,0,0,2727,5,0
36.23,0,0,2718,5,0
36.24,0,0,2719,5,0
36.25,0,0,2720,5,0
36.26,0,0,2721,5,0
36.27,0,0,2722,5,0
36.28,0,0,2756,5,0
36.29,0,0,2757,4,0
36.30,0,0,2758,4,0
36.31,0,0,2759,5,0
36.32,0,0,2760,4,0
36.33,0,0,2761,5,0
36.34,0,0,2762,4,0
36.35,0,0,2770,5,0
36.36,0,0,2771,5,0
36.37,0,0,2772,5,0
36.38,0,0,2773,5,0
36.39,0,0,2774,5,0
36.40,0,0,2763,4,0
36.41,0,0,2767,4,0
36.42,0,0,2768,1,0
36.43,0,0,2769,1,0
36.44,0,0,2777,1,0
36.45,0,0,2778,1,0
36.46,0,0,2779,1,0
36.47,0,0,2775,4,0
36.48,0,0,2730,5,0
36.49,0,0,2729,5,0
36.50,0,0,2728,5,0
36.51,0,0,2731,4,0
36.52,0,0,2732,6,0
36.53,0,0,2733,6,0
36.54,0,0,2734,4,0
36.55,0,0,2735,6,0
36.56,0,0,2736,6,0
36.57,0,0,2737,5,0
36.58,0,0,2738,6,0
36.59,0,0,2739,6,0
36.60,0,0,2740,5,0
36.61,0,0,2741,5,0
36.62,0,0,2742,5,0
36.63,0,0,2743,4,0
36.64,0,0,2744,5,0
36.65,0,0,2745,4,0
36.66,0,0,2746,4,0
36.67,0,0,2747,5,0
36.68,0,0,2748,4,0
36.69,0,0,2788,6,0
36.70,0,0,2789,6,0
36.71,0,0,2790,6,0
36.72,0,0,2791,6,0
36.73,0,0,2764,4,0
36.74,0,0,2765,4,0
36.75,0,0,2766,4,0
36.76,0,0,2776,5,0
36.77,0,0,2780,5,0
36.78,0,0,2749,5,0
36.79,0,0,2750,4,0
36.80,0,0,2751,5,0
36.81,0,0,2752,5,0
36.82,0,0,2753,4,0
36.83,0,0,2754,4,0
36.84,0,0,2755,5,0
37.0,0,8205800,42000,5,6
37.1,0,8205801,42001,5,6
37.2,0,8205802,42002,5,6
37.3,0,8205803,42003,5,6
37.4,0,8205804,42004,5,6
37.5,0,8205805,42005,5,6
37.6,0,8205806,42006,5,6
37.7,0,8205807,42007,5,6
37.8,0,8205808,42008,5,6
37.9,0,8205809,42009,5,6
37.10,0,8205810,42010,5,6
37.11,0,8205811,42011,5,6
37.12,0,8205812,42012,5,6
37.13,0,8205813,42013,5,6
37.14,0,8205814,42014,5,6
37.15,0,8205815,42015,5,6
37.16,0,0,0,0,0
37.17,0,0,0,0,0
37.18,0,0,0,0,0
37.19,0,0,0,0,0
37.20,0,0,0,0,0
37.21,0,0,0,0,0
37.22,0,0,0,0,0
38.0,0,0,0,0,0
38.1,0,0,0,0,0
38.2,0,0,0,0,0
38.3,0,0,0,0,0
38.4,0,0,0,0,0
39.0,0,8205683,42100,5,0
39.1,0,8205684,42101,5,0
39.2,0,8205685,42102,5,0
39.3,0,8205686,42103,5,0
39.4,0,8205687,42104,5,0
39.5,0,8205688,42105,5,0
39.6,0,8205689,42106,5,0
39.7,0,8205690,42107,5,0
39.8,0,8205691,42108,5,0
39.9,0,8205670,42120,6,6
39.10,0,8205671,42121,5,6
39.11,0,8205672,42122,6,6
39.12,0,8205673,42123,5,6
39.13,0,8205674,42124,5,6
39.14,0,8205675,42125,5,6
39.15,0,8205676,42126,6,6
39.16,0,8205677,42127,6,6
39.17,0,8205678,42128,6,6
39.18,0,8205679,42129,4,0
39.19,0,8205680,42130,4,0
39.20,0,8205681,42131,5,0
39.21,0,8205682,42132,6,0
39.22,0,0,42109,6,11
39.23,0,0,42110,5,11
39.24,0,0,42111,4,11
40.0,0,8205868,41900,4,0
40.1,0,8205816,41901,5,6
40.2,0,8205869,41902,4,0
40.3,0,8205817,41903,5,6
40.4,0,8205870,41904,4,0
40.5,0,8205871,41905,4,0
40.6,0,8205872,41906,5,0
40.7,0,8205818,41907,5,6
40.8,0,8205819,41908,5,6
40.9,0,8205873,41909,5,0
40.10,0,8205874,41910,5,0
40.11,0,8205875,41911,6,0
40.12,0,8205876,41912,5,0
40.13,0,8205877,41913,5,0
40.14,0,8205878,41914,4,0
40.15,0,8205879,41915,4,0
40.16,0,8205881,41916,4,0
40.17,0,8205820,41917,4,6
40.18,0,8205821,41918,4,6
40.19,0,8205822,41919,5,6
40.20,0,8205882,41920,5,0
40.21,0,8205883,41921,5,0
40.22,0,8205884,41922,5,0
40.23,0,8205823,41923,5,6
40.24,0,8205885,41924,5,0
40.25,0,8205886,41925,5,0
40.26,0,8205887,41926,5,0
40.27,0,8205888,41927,5,0
40.28,0,8205824,41928,5,6
40.29,0,8205889,41929,5,0
40.30,0,8205890,41930,6,0
40.31,0,8205891,41931,4,0
40.32,0,8205892,41932,5,0
40.33,0,8205880,41934,4,0
40.34,0,8205903,41935,4,0
40.35,0,0,0,0,0
40.36,0,0,0,0,0
40.37,0,0,0,0,0
40.38,0,0,0,0,0
40.39,0,0,0,0,0
40.40,0,0,0,0,0
40.41,0,0,0,0,0
40.42,0,0,0,0,0
40.43,0,0,0,0,0
40.44,0,0,0,0,0
41.0,0,8205845,42200,4,0
41.1,0,8205789,42201,4,6
41.2,0,8205846,42202,4,0
41.3,0,8205790,42203,4,6
41.4,0,8205847,42204,4,0
41.5,0,8205848,42205,5,0
41.6,0,8205791,42206,5,6
41.7,0,8205849,42207,4,0
41.8,0,8205850,42208,5,0
41.9,0,8205792,42209,4,6
41.10,0,8205851,42210,4,0
41.11,0,8205793,42211,4,6
41.12,0,8205794,42212,4,6
41.13,0,8205852,42213,5,0
41.14,0,8205795,42214,4,6
41.15,0,8205853,42215,5,0
41.16,0,8205796,42216,5,6
41.17,0,8205854,42217,5,0
41.18,0,8205797,42218,4,6
41.19,0,8205855,42219,5,0
41.20,0,8205798,42220,5,6
41.21,0,8205856,42221,4,0
41.22,0,8205799,42222,5,6
41.23,0,8205857,42223,4,0
41.24,0,8205858,42224,4,0
41.25,0,8205859,42225,4,0
41.26,0,8205860,42226,6,0
42.0,0,8205825,42401,4,0
42.1,0,8205784,42402,5,6
42.2,0,8205826,42403,4,0
42.3,0,8205785,42404,5,6
42.4,0,8205827,42405,4,0
42.5,0,8205828,42406,5,0
42.6,0,8205829,42407,4,0
42.7,0,8205786,42408,5,6
42.8,0,8205830,42409,4,0
42.9,0,8205831,42410,4,0
42.10,0,8205832,42411,5,0
42.11,0,8205787,42412,6,6
42.12,0,8205833,42413,4,0
42.13,0,8205834,42414,4,0
42.14,0,8205835,42415,4,0
42.15,0,8205836,42416,5,0
42.16,0,8205837,42417,5,0
42.17,0,8205838,42418,5,0
42.18,0,8205839,42419,4,0
42.19,0,8205840,42420,5,0
42.20,0,8205788,42421,6,6
42.21,0,8205841,42422,4,0
42.22,0,8205842,42423,4,0
42.23,0,8205843,42424,4,0
42.24,0,8205844,42425,5,0
43.0,0,0,0,0,0
44.0,0,8205745,42300,5,0
44.1,0,8205733,42301,5,0
44.2,0,8205746,42302,4,0
44.3,0,8205747,42303,4,0
44.4,0,8205748,42304,4,0
44.5,0,8205749,42305,4,0
44.6,0,0,42306,4,0
44.7,0,0,42307,4,0
44.8,0,8205752,42308,4,0
44.9,0,8205753,42309,4,0
44.10,0,8205754,42310,4,0
44.11,0,8205755,42311,4,0
44.12,0,8205756,42312,4,0
44.13,0,8205734,42313,4,0
44.14,0,8205757,42314,4,0
44.15,0,8205735,42315,5,0
44.16,0,8205736,42316,5,0
44.17,0,8205758,42317,4,0
44.18,0,8205759,42318,5,0
44.19,0,8205760,42319,4,0
44.20,0,8205737,42320,4,0
44.21,0,8205761,42321,4,0
44.22,0,8205762,42322,4,0
44.23,0,8205763,42323,4,0
44.24,0,8205764,42324,4,0
44.25,0,8205738,42325,4,0
44.26,0,8205739,42326,5,0
44.27,0,8205740,42327,4,0
44.28,0,8205741,42328,5,0
44.29,0,8205742,42329,4,0
44.30,0,8205765,42330,4,0
44.31,0,8205766,42331,4,0
44.32,0,8205767,42332,4,0
44.33,0,8205768,42333,4,0
44.34,0,8205769,42334,4,0
44.35,0,8205770,42335,5,0
44.36,0,8205771,42336,6,0
44.37,0,8205743,42337,5,0
44.38,0,8205744,42338,6,0
44.39,0,8205996,42339,5,0
45.0,0,8205914,42506,7,0
45.1,0,8205915,42507,6,0
45.2,0,8205916,42508,6,0
45.3,0,8205917,42509,6,0
45.4,0,8205918,42510,6,0
45.5,0,0,42511,6,0
45.6,0,8205920,42512,6,0
45.7,0,8205994,42513,6,6
45.8,0,8205922,42514,6,0
45.9,0,8205995,42515,6,6
45.10,0,8205922,42516,6,0
45.11,0,0,42517,5,0
45.12,0,8205951,42518,6,0
45.13,0,8205952,42519,6,0
45.14,0,8205974,42520,6,0
45.15,0,8205976,42521,8,0
45.16,0,8205953,42522,4,0
45.17,0,8205954,42523,4,0
45.18,0,8205955,42524,4,0
45.19,0,8205956,42525,4,0
45.20,0,8205957,42526,4,0
45.21,0,8205958,42527,4,0
45.22,0,8205959,42528,4,0
45.23,0,8205960,42529,6,0
45.24,0,8205961,42530,6,0
45.25,0,8205962,42531,4,0
45.26,0,8205964,42533,4,0
45.27,0,8205965,42534,4,0
45.28,0,8205975,42536,6,0
45.29,0,8205938,42537,8,0
45.30,0,0,42538,6,0
45.31,0,8205939,42539,6,0
45.32,0,8205940,42540,6,0
45.33,0,8205941,42541,6,0
45.34,0,8205942,42542,6,0
45.35,0,8205943,42543,6,0
45.36,0,8205944,42544,6,0
45.37,0,8205906,42545,6,0
45.38,0,8205945,42546,6,0
45.39,0,8205907,42547,6,0
45.40,0,8205946,42548,6,0
45.41,0,8205947,42549,6,0
45.42,0,8205948,42550,6,0
45.43,0,8205949,42551,6,0
45.44,0,8205950,42552,6,0
45.45,0,8205908,42553,6,0
45.46,0,8205909,42554,6,0
45.47,0,8205910,42555,6,0
45.48,0,8205911,42556,6,0
45.49,0,8205912,42557,6,0
45.50,0,8205913,42558,6,0
45.51,0,0,42559,6,0
45.52,0,8205966,42535,8,0
45.53,0,8205977,42560,4,0
45.54,0,8205978,42561,4,0
45.55,0,8205980,42562,5,0
45.56,0,8205983,42563,5,0
45.57,0,8205987,42564,5,0
45.58,0,8205988,42565,5,0
45.59,0,8205989,42566,6,0
45.60,0,8205990,42567,6,0
45.61,0,8205991,42568,5,0
45.62,0,8205992,42569,5,0
45.63,0,8205993,42570,5,0
45.64,0,0,42571,6,0
46.0,0,8205704,42619,4,0
46.1,0,8205705,42620,4,0
46.2,0,8205706,42621,4,0
46.3,0,8205707,42622,4,0
46.4,0,8205708,42623,4,0
46.5,0,8205709,42624,4,0
46.6,0,8205710,42625,4,0
46.7,0,8205692,42609,5,0
46.8,0,8205693,42610,6,0
46.9,0,8205694,42611,6,0
46.10,0,8205695,42612,6,0
46.11,0,8205696,42613,5,0
46.12,0,8205697,42614,6,0
46.13,0,8205698,42615,5,0
46.14,0,8205699,42616,4,0
46.15,0,8205700,42617,5,0
46.16,0,8205701,42618,6,0
46.17,0,8205702,42626,5,0
46.18,0,8205703,42627,5,0
46.19,0,0,42600,5,0
46.20,0,0,42601,4,0
46.21,0,0,42602,6,0
47.0,0,0,42700,4,0
47.1,0,0,42701,4,0
47.2,0,0,42702,4,0
47.3,0,0,42703,4,0
47.4,0,0,42704,4,0
48.0,0,0,42815,4,0
48.1,0,0,42816,6,0
48.2,0,0,42817,6,0
48.3,0,0,42819,4,0
48.4,0,0,42825,4,0
48.5,0,0,42820,5,0
48.6,0,0,42822,4,0
48.7,0,0,42827,4,0
48.8,0,0,42828,4,0
48.9,0,0,42831,4,0
48.10,0,0,42832,4,0
48.11,0,0,42833,4,0
48.12,0,0,42842,4,0
48.13,0,0,42843,4,0
48.14,0,0,42844,5,0
48.15,0,0,42845,5,0
48.16,0,0,42846,5,0
48.17,0,0,42847,5,0
48.18,0,0,42848,5,0
48.19,0,0,42849,6,0
48.20,0,0,42850,5,0
48.21,0,0,42821,4,0
49.0,0,8205711,42900,5,0
49.1,0,8205712,42901,4,0
49.2,0,8205713,42902,4,0
49.3,0,8205714,42903,4,0
49.4,0,8205715,42904,4,0
49.5,0,8205716,42905,5,0
49.6,0,8205717,42906,4,0
49.7,0,8205718,42907,4,0
49.8,0,8205719,42908,4,0
49.9,0,8205720,42909,4,0
49.10,0,8205721,42910,4,0
49.11,0,8205722,42911,4,0
49.12,0,8205723,42912,4,0
49.13,0,8205724,42913,5,0
49.14,0,8205725,42914,4,0
49.15,0,8205726,42915,4,0
49.16,0,8205727,42916,4,0
49.17,0,8205728,42917,4,0
49.18,0,8205729,42918,4,0
49.19,0,8205730,42919,3,0
49.20,0,8205731,42920,4,0
49.21,0,8205732,42921,4,0
49.22,0,0,0,0,0
50.0,0,0,43106,4,0
50.1,0,0,43107,5,0
51.0,0,0,0,0,0
51.1,0,0,0,0,0
51.2,0,0,0,0,0
51.3,0,0,0,0,0
51.4,0,0,0,0,0
51.5,0,0,0,0,0
51.6,0,0,0,0,0
51.7,0,0,0,0,0
51.8,0,0,0,0,0
51.9,0,0,0,0,0
51.10,0,0,0,0,0
51.11,0,0,0,0,0
51.12,0,0,0,0,0
51.13,0,0,0,0,0
51.14,0,0,0,0,0
51.15,0,0,0,0,0
51.16,0,0,0,0,0
51.17,0,0,0,0,0
51.18,0,0,0,0,0
51.19,0,0,0,0,0
51.20,0,0,0,0,0
51.21,0,0,0,0,0
51.22,0,0,0,0,0
51.23,0,0,0,0,0
51.24,0,0,0,0,0
51.25,0,0,0,0,0
51.26,0,0,0,0,0
51.27,0,0,0,0,0
51.28,0,0,0,0,0
51.29,0,0,0,0,0
51.30,0,0,0,0,0
51.31,0,0,0,0,0
51.32,0,0,0,0,0
51.33,0,0,0,0,0
51.34,0,0,0,0,0
51.35,0,0,0,0,0
51.36,0,0,0,0,0
51.37,0,0,0,0,0
51.38,0,0,0,0,0
51.39,0,0,0,0,0
51.40,0,0,0,0,0
51.41,0,0,0,0,0
51.42,0,0,0,0,0
51.43,0,0,0,0,0
51.44,0,0,0,0,0
51.45,0,0,0,0,0
51.46,0,0,0,0,0
51.47,0,0,0,0,0
51.48,0,0,0,0,0
51.49,0,0,0,0,0
51.50,0,0,0,0,0
51.51,0,0,0,0,0
51.52,0,0,0,0,0
51.53,0,0,0,0,0
51.54,0,0,0,0,0
51.55,0,0,0,0,0
51.56,0,0,0,0,0
51.57,0,0,0,0,0
51.58,0,0,0,0,0
51.59,0,0,0,0,0
51.60,0,0,0,0,0
51.61,0,0,0,0,0
51.62,0,0,0,0,0
51.63,0,0,0,0,0
51.64,0,0,0,0,0
51.65,0,0,0,0,0
51.66,0,0,0,0,0
51.67,0,0,0,0,0
51.68,0,0,0,0,0
51.69,0,0,0,0,0
51.70,0,0,0,0,0
51.71,0,0,0,0,0
51.72,0,0,0,0,0
51.73,0,0,0,0,0
51.74,0,0,0,0,0
51.75,0,0,0,0,0
51.76,0,0,0,0,0
51.77,0,0,0,0,0
51.78,0,0,0,0,0
51.79,0,0,0,0,0
51.80,0,0,0,0,0
51.81,0,0,0,0,0
51.82,0,0,0,0,0
51.83,0,0,0,0,0
51.84,0,0,0,0,0
51.85,0,0,0,0,0
51.86,0,0,0,0,0
51.87,0,0,0,0,0
51.88,0,0,0,0,0
51.89,0,0,0,0,0
51.90,0,0,0,0,0
51.91,0,0,0,0,0
51.92,0,0,0,0,0
51.93,0,0,0,0,0
51.94,0,0,0,0,0
52.0,0,8206151,43501,5,0
52.1,0,8206078,43502,5,6
52.2,0,8206079,43503,4,6
52.3,0,8206152,43504,4,0
52.4,0,8206153,43505,5,0
52.5,0,8206080,43506,5,6
52.6,0,8206154,43507,4,0
52.7,0,8206081,43508,4,6
52.8,0,8206155,43509,6,0
52.9,0,8206082,43510,6,6
52.10,0,8206156,43511,4,0
52.11,0,8206083,43512,6,6
52.12,0,8206157,43513,5,0
52.13,0,8206084,43514,5,6
52.14,0,8206085,43515,4,6
52.15,0,8206158,43516,6,0
52.16,0,8206086,43517,6,6
52.17,0,8206159,43518,4,0
52.18,0,8206087,43519,6,6
52.19,0,8206160,43520,4,0
52.20,0,8206161,43521,5,0
52.21,0,8206088,43522,6,6
52.22,0,8206162,43523,4,0
52.23,0,8206089,43524,5,6
52.24,0,8206163,43525,4,0
52.25,0,0,0,0,0
53.0,0,8206090,44201,6,6
53.1,0,8206164,44202,4,0
53.2,0,8206091,44203,5,6
53.3,0,8206165,44204,4,0
53.4,0,8206092,44205,5,6
53.5,0,8206093,44206,5,6
53.6,0,8206166,44207,4,0
53.7,0,8206175,44208,4,0
53.8,0,8206094,44209,5,6
53.9,0,8206176,44210,4,0
53.10,0,8206095,44211,5,6
53.11,0,8206177,44212,4,0
53.12,0,8206178,44213,5,0
53.13,0,8206096,44214,6,6
53.14,0,8206179,44215,5,0
53.15,0,8206167,44216,4,0
53.16,0,8206180,44217,4,0
53.17,0,8206168,44218,4,0
53.18,0,8206097,44219,6,6
53.19,0,8206169,44220,4,0
53.20,0,8206181,44221,4,0
53.21,0,8206098,44222,6,6
53.22,0,8206182,44223,5,0
53.23,0,8206099,44224,5,6
53.24,0,8206170,44225,4,0
53.25,0,8206183,44226,4,0
53.26,0,8206171,44227,4,0
53.27,0,8206184,44228,4,0
53.28,0,8206185,44229,4,0
53.29,0,8206172,44230,4,0
53.30,0,8206173,44231,4,0
53.31,0,8206174,44232,4,0
53.32,0,8206186,44233,4,0
53.33,0,0,0,0,0
53.34,0,0,0,0,0
54.0,0,8206100,44100,5,6
54.1,0,8206101,44101,5,6
54.2,0,8206187,44102,4,0
54.3,0,8206188,44103,4,0
54.4,0,8206102,44104,6,6
54.5,0,8206189,44105,4,0
54.6,0,8206103,44106,4,6
54.7,0,8206190,44107,4,0
54.8,0,8206104,44108,5,6
54.9,0,8206105,44109,5,6
54.10,0,8206191,44110,4,0
54.11,0,8206192,44111,4,0
54.12,0,8206193,44112,4,0
54.13,0,8206194,44113,4,0
54.14,0,8206106,44114,5,6
54.15,0,8206195,44115,5,0
54.16,0,8206196,44116,4,0
54.17,0,8206107,44117,6,6
54.18,0,8206197,44118,5,0
54.19,0,8206198,44119,4,0
54.20,0,8206108,44120,5,6
54.21,0,8206199,44121,4,0
54.22,0,8206109,44122,5,6
54.23,0,8206200,44123,4,0
54.24,0,8206110,44124,5,6
54.25,0,8206111,44125,5,6
54.26,0,8206201,44126,5,0
54.27,0,8206112,44127,6,6
54.28,0,8206202,44128,4,0
54.29,0,8206203,44129,4,0
54.30,0,0,0,0,0
55.0,0,8206113,43900,6,6
55.1,0,8206114,43901,6,6
55.2,0,8206115,43902,5,6
55.3,0,8206116,43903,4,6
55.4,0,8206117,43904,6,6
55.5,0,8206118,43905,5,6
55.6,0,8206119,43906,6,6
55.7,0,8206120,43907,4,6
55.8,0,8206121,43908,5,6
55.9,0,8206122,43909,6,6
55.10,0,8206123,43910,5,6
55.11,0,8206124,43911,4,6
55.12,0,8206125,43912,4,6
55.13,0,8206126,43913,6,6
55.14,0,8206127,43914,5,6
55.15,0,8206128,43915,4,6
55.16,0,8206129,43916,6,6
55.17,0,8206130,43917,4,6
55.18,0,8206131,43918,6,6
55.19,0,8206132,43919,4,6
55.20,0,8206133,43920,5,6
55.21,0,8206134,43921,6,6
55.22,0,8206135,43922,5,6
55.23,0,8206136,43923,6,6
55.24,0,8206137,43924,5,6
55.25,0,8206138,43925,6,6
55.26,0,8206139,43926,5,6
55.27,0,8206140,43927,4,6
55.28,0,8206141,43928,4,6
55.29,0,8206142,43929,4,6
55.30,0,8206143,43930,6,6
55.31,0,8206144,43931,6,6
55.32,0,8206145,43932,6,6
55.33,0,8206146,43933,6,6
55.34,0,8206147,43934,6,6
55.35,0,8206148,43935,6,6
55.36,0,8206149,43936,6,6
55.37,0,8206150,43937,6,6
56.0,0,0,0,0,0
56.1,0,0,0,0,0
56.2,0,0,0,0,0
56.3,0,0,0,0,0
56.4,0,0,0,0,0
56.5,0,0,0,0,0
56.6,0,0,0,0,0
56.7,0,0,0,0,0
56.8,0,0,0,0,0
56.9,0,0,0,0,0
56.10,0,0,0,0,0
56.11,0,0,0,0,0
56.12,0,0,0,0,0
56.13,0,0,0,0,0
56.14,0,0,0,0,0
56.15,0,0,0,0,0
56.16,0,0,0,0,0
56.17,0,0,0,0,0
56.18,0,0,0,0,0
56.19,0,0,0,0,0
56.20,0,0,0,0,0
56.21,0,0,0,0,0
56.22,0,0,0,0,0
56.23,0,0,0,0,0
56.24,0,0,0,0,0
56.25,0,0,0,0,0
56.26,0,0,0,0,0
56.27,0,0,0,0,0
56.28,0,0,0,0,0
56.29,0,0,0,0,0
56.30,0,0,0,0,0
56.31,0,0,0,0,0
56.32,0,0,0,0,0
56.33,0,0,0,0,0
56.34,0,0,0,0,0
56.35,0,0,0,0,0
56.36,0,0,0,0,0
56.37,0,0,0,0,0
56.38,0,0,0,0,0
56.39,0,0,0,0,0
56.40,0,0,0,0,0
56.41,0,0,0,0,0
56.42,0,0,0,0,0
56.43,0,0,0,0,0
57.0,73257,8206036,42855,6,0
57.1,73257,8206037,42856,5,0
57.2,73257,8206038,42857,4,0
57.3,73257,8206039,42858,5,0
57.4,73257,8206040,42859,4,0
57.5,73257,8206041,42860,4,0
57.6,73257,8206043,42861,5,0
57.7,73257,8206044,42862,4,0
57.8,0,8206065,42863,4,0
57.9,73257,8206045,42864,5,0
57.10,73257,8206046,42865,5,0
57.11,73012,8206057,42866,4,0
57.12,73281,8206061,42867,4,0
57.13,73257,8206048,42868,5,0
57.14,73025,8206059,42869,4,0
57.15,73257,8206049,42870,4,0
57.16,73257,8206050,42871,4,0
57.17,0,0,42872,4,0
57.18,73025,8206060,42873,5,0
57.19,73281,8206062,42874,4,0
57.20,73257,8206052,42875,5,0
57.21,73012,8206058,42876,5,0
57.22,73257,8206054,42877,4,0
57.23,73257,8206055,42878,5,0
57.24,0,8206064,42880,4,0
57.25,0,8206063,42879,4,0
57.26,73257,8206047,42881,4,0
57.27,73012,8206056,42882,4,0
57.28,73257,8206051,42883,4,0
57.29,73257,8206053,42884,5,0
57.30,0,0,0,0,0
58.0,0,8206021,43400,4,6
58.1,0,8206022,43401,4,6
58.2,0,8206023,43402,5,6
58.3,0,8206024,43403,4,6
