#,Quest0,Quest1,DefaultTalk,Unknown0
2032121.0,0,0,594150,0
2032121.1,67968,0,594151,0
2032121.2,67971,0,594152,0
2032122.0,0,0,594154,0
2032122.1,67981,0,594155,0
2032123.0,0,0,594169,0
2032123.1,68049,0,594170,0
2032123.2,68051,0,593654,0
2032123.3,68053,0,593056,0
2032123.4,68060,0,592680,0
2032123.5,68089,0,593045,0
2032123.6,68683,0,594902,0
2032123.7,68721,0,595088,0
2032123.8,69318,0,597153,0
2032123.9,0,69927,598625,1
2032123.10,69932,0,598626,0
2032123.11,0,70000,598627,7
2032124.0,0,0,594182,0
2032124.1,68093,0,594183,0
2032125.0,0,0,594185,0
2032125.1,68094,0,594186,0
2032126.0,0,0,594187,0
2032126.1,68090,0,594188,0
2032126.2,68091,0,594189,0
2032126.3,68093,0,594190,0
2032126.4,68094,0,594191,0
2032127.0,0,0,594192,0
2032127.1,68090,0,594193,0
2032127.2,68092,0,594194,0
2032127.3,68093,0,594195,0
2032127.4,68094,0,594196,0
2032128.0,0,0,594197,0
2032128.1,68090,0,594198,0
2032128.2,68091,0,594199,0
2032128.3,68093,0,594200,0
2032128.4,68094,0,594201,0
2032129.0,0,0,594202,0
2032129.1,68090,0,594203,0
2032129.2,68092,0,594204,0
2032129.3,68093,0,594205,0
2032129.4,68094,0,594206,0
2032130.0,0,0,593906,0
2032130.1,68051,0,594207,0
2032130.2,68052,0,593906,0
2032130.3,68054,0,594241,0
2032131.0,0,0,593904,0
2032131.1,68051,0,594208,0
2032131.2,68052,0,594209,0
2032132.0,0,0,593908,0
2032132.1,68053,0,594212,0
2032132.2,68089,0,593931,0
2032133.0,0,0,590081,0
2032133.1,68089,0,592624,0
2032134.0,0,0,594220,0
2032134.1,68034,0,594221,0
2032135.0,0,0,594222,0
2032135.1,68034,0,594223,0
2032136.0,0,0,594224,0
2032136.1,68034,0,594225,0
2032137.0,0,0,594226,0
2032137.1,68034,0,594227,0
2032138.0,0,0,594228,0
2032138.1,68034,0,594229,0
2032139.0,0,0,594412,0
2032139.1,68054,0,593859,0
2032139.2,68059,0,594172,0
2032139.3,68060,0,594173,0
2032139.4,68560,0,594737,0
2032139.5,68565,0,594738,0
2032139.6,68610,0,594950,0
2032140.0,0,0,593860,0
2032140.1,68059,0,594174,0
2032140.2,68060,0,594235,0
2032140.3,68560,0,594739,0
2032140.4,68565,0,594740,0
2032140.5,68610,0,594947,0
2032141.0,0,0,593861,0
2032141.1,68059,0,594175,0
2032141.2,68060,0,594176,0
2032141.3,68560,0,594741,0
2032141.4,68565,0,594742,0
2032141.5,68610,0,594948,0
2032142.0,0,0,594413,0
2032142.1,68054,0,593862,0
2032142.2,68059,0,594177,0
2032142.3,68060,0,594178,0
2032142.4,68560,0,594743,0
2032142.5,68565,0,594744,0
2032142.6,68610,0,594951,0
2032143.0,0,0,593863,0
2032143.1,68059,0,594179,0
2032143.2,68060,0,594236,0
2032143.3,68560,0,594745,0
2032143.4,68565,0,594746,0
2032143.5,68610,0,594949,0
2032144.0,0,0,593795,0
2032144.1,68155,0,594230,0
2032145.0,0,0,593550,0
2032145.1,67976,0,594237,0
2032145.2,69286,0,596617,0
2032145.3,70000,0,598357,0
2032145.4,70059,0,598999,0
2032146.0,0,0,593902,0
2032146.1,68052,0,594240,0
2032147.0,0,0,593877,0
2032147.1,68054,0,594242,0
2032148.0,0,0,593882,0
2032148.1,68052,0,594243,0
2032149.0,0,0,594246,0
2032149.1,68143,0,594247,0
2032149.2,68144,0,594248,0
2032150.0,0,0,590434,0
2032150.1,68003,0,594254,0
2032150.2,68006,0,594255,0
2032150.3,69548,0,597308,0
2032151.0,0,0,594026,0
2032151.1,68069,0,594256,0
2032151.2,0,68089,594257,4
2032151.3,68508,0,594616,0
2032151.4,69647,0,597683,0
2032151.5,69649,0,597684,0
2032152.0,0,0,593961,0
2032152.1,68069,0,594258,0
2032152.2,0,68089,594259,4
2032153.0,0,0,594521,0
2032153.1,68000,0,594266,0
2032153.2,68083,0,594267,0
2032153.3,68089,0,594268,0
2032153.4,68508,0,594610,0
2032154.0,0,0,594522,0
2032154.1,68000,0,594263,0
2032154.2,68089,0,594265,0
2032154.3,68498,0,594580,0
2032154.4,68508,0,594613,0
2032155.0,0,0,594279,0
2032155.1,68139,0,594280,0
2032156.0,0,0,594275,0
2032156.1,68139,0,594276,0
2032157.0,0,0,594277,0
2032157.1,68139,0,594278,0
2032158.0,0,0,594281,0
2032158.1,68139,0,594282,0
2032159.0,0,0,594304,0
2032159.1,68039,0,593903,0
2032159.2,68050,0,593914,0
2032159.3,68051,0,594308,0
2032159.4,68052,0,594311,0
2032159.5,68053,0,594312,0
2032159.6,68060,0,594385,0
2032159.7,68089,0,592888,0
2032159.8,68682,0,594903,0
2032159.9,68683,0,594913,0
2032159.10,68721,0,595087,0
2032159.11,68836,0,596580,0
2032159.12,0,69927,598620,1
2032159.13,0,70000,598621,7
2032160.0,0,0,593922,0
2032160.1,68044,0,593927,0
2032160.2,68047,0,593664,0
2032160.3,68050,0,594307,0
2032160.4,68051,0,594314,0
2032160.5,68683,0,594901,0
2032161.0,0,0,593878,0
2032161.1,68048,0,593653,0
2032162.0,0,0,594073,0
2032162.1,68047,0,594305,0
2032162.2,68050,0,593138,0
2032163.0,0,0,594316,0
2032163.1,68469,0,594317,0
2032163.2,68571,0,594572,0
2032163.3,68693,0,594929,0
2032163.4,70123,0,595250,0
2032164.0,0,0,594320,0
2032164.1,68101,0,594321,0
2032164.2,68103,0,594322,0
2032164.3,68106,0,594323,0
2032165.0,0,0,593773,0
2032165.1,68103,0,594324,0
2032165.2,68104,0,594325,0
2032165.3,68105,0,594326,0
2032165.4,68106,0,594327,0
2032166.0,0,0,593774,0
2032166.1,68103,0,594328,0
2032166.2,68104,0,594329,0
2032166.3,68105,0,594330,0
2032166.4,68106,0,594331,0
2032167.0,0,0,593775,0
2032167.1,68103,0,594332,0
2032167.2,68104,0,594333,0
2032167.3,68105,0,594334,0
2032167.4,68106,0,594335,0
2032168.0,0,0,593776,0
2032168.1,68106,0,594336,0
2032169.0,0,0,594343,0
2032169.1,68017,0,594362,0
2032169.2,68026,0,594363,0
2032169.3,68055,0,594364,0
2032169.4,68062,0,594365,0
2032169.5,68089,0,594366,0
2032169.6,68560,0,594669,0
2032169.7,68610,0,594816,0
2032169.8,68667,0,594870,0
2032169.9,68668,0,594871,0
2032169.10,68717,0,595072,0
2032169.11,69659,0,597637,0
2032169.12,0,69661,597638,3
2032170.0,0,0,593817,0
2032170.1,68023,0,594344,0
2032170.2,68024,0,593817,0
2032170.3,68026,0,594347,0
2032170.4,68060,0,594348,0
2032170.5,68089,0,594349,0
2032170.6,68512,0,594625,0
2032170.7,68513,0,594626,0
2032170.8,68514,0,594627,0
2032170.9,68702,0,595045,0
2032170.10,68721,0,595085,0
2032171.0,0,0,594350,0
2032171.1,68060,0,594351,0
2032171.2,68089,0,594352,0
2032172.0,0,0,593864,0
2032172.1,68060,0,594353,0
2032172.2,68089,0,594354,0
2032172.3,68563,0,594758,0
2032172.4,68607,0,594891,0
2032172.5,0,69656,597633,5
2032172.6,0,69661,597634,3
2032173.0,0,0,594342,0
2032173.1,68018,0,594005,0
2032173.2,68026,0,594006,0
2032173.3,68055,0,594355,0
2032173.4,68062,0,594359,0
2032173.5,68089,0,594360,0
2032173.6,68560,0,594668,0
2032173.7,68610,0,594817,0
2032173.8,68717,0,595058,0
2032173.9,69659,0,597639,0
2032173.10,0,69661,597640,3
2032174.0,0,0,594299,0
2032174.1,68033,0,594367,0
2032175.0,0,0,594300,0
2032175.1,68033,0,594368,0
2032176.0,0,0,594171,0
2032176.1,68034,0,594369,0
2032176.2,68055,0,594361,0
2032176.3,68482,0,594370,0
2032176.4,68060,0,594371,0
2032176.5,68062,0,594372,0
2032176.6,68089,0,594373,0
2032176.7,68508,0,594617,0
2032176.8,68558,0,594666,0
2032176.9,68565,0,594667,0
2032176.10,68682,0,594910,0
2032176.11,68684,0,594911,0
2032176.12,68700,0,594975,0
2032176.13,68721,0,595090,0
2032176.14,0,70000,598614,7
2032176.15,0,70269,599236,2
2032176.16,0,70269,599237,4
2032177.0,0,0,594374,0
2032177.1,68062,0,594375,0
2032177.2,68089,0,594376,0
2032177.3,68508,0,594618,0
2032177.4,68560,0,594663,0
2032177.5,68565,0,594664,0
2032177.6,68551,0,594665,0
2032177.7,68606,0,594755,0
2032177.8,68610,0,594848,0
2032177.9,68552,0,594818,0
2032177.10,68685,0,594909,0
2032177.11,68688,0,594942,0
2032177.12,68702,0,595044,0
2032177.13,68719,0,595078,0
2032178.0,0,0,593797,0
2032178.1,68131,0,594377,0
2032178.2,68134,0,594378,0
2032179.0,0,0,593798,0
2032179.1,68131,0,594379,0
2032179.2,68134,0,594380,0
2032180.0,0,0,594388,0
2032180.1,68001,0,594389,0
2032180.2,68062,0,594390,0
2032180.3,0,68089,594391,4
2032181.0,0,0,594392,0
2032181.1,68001,0,594393,0
2032181.2,68062,0,594394,0
2032181.3,0,68089,594395,4
2032182.0,0,0,590720,0
2032182.1,67982,0,594404,0
2032182.2,67999,0,594405,0
2032182.3,68062,0,594406,0
2032182.4,68089,0,594407,0
2032183.0,0,0,590842,0
2032183.1,68089,0,594408,0
2032184.0,0,0,594264,0
2032184.1,68086,0,594411,0
2032185.0,0,0,593953,0
2032185.1,68064,0,594414,0
2032185.2,0,68089,594415,4
2032186.0,0,0,593951,0
2032186.1,0,68089,594416,4
2032187.0,0,0,593955,0
2032187.1,68064,0,594417,0
2032187.2,0,68089,594418,4
2032188.0,0,0,593954,0
2032188.1,0,68089,594419,4
2032189.0,0,0,593960,0
2032189.1,0,68089,594420,4
2032190.0,0,0,593963,0
2032190.1,0,68089,594421,4
2032191.0,0,0,593965,0
2032191.1,0,68089,594422,4
2032191.2,68508,0,594614,0
2032191.3,68576,0,594807,0
2032191.4,69647,0,597685,0
2032191.5,69649,0,597686,0
2032192.0,0,0,593967,0
2032192.1,0,68089,594423,4
2032193.0,0,0,593933,0
2032193.1,67999,0,594424,0
2032193.2,68062,0,594425,0
2032193.3,0,68089,594426,4
2032194.0,0,0,593934,0
2032194.1,67999,0,594427,0
2032194.2,68062,0,594428,0
2032194.3,0,68089,594429,4
2032195.0,0,0,593937,0
2032195.1,67999,0,594430,0
2032195.2,68062,0,594431,0
2032195.3,0,68089,594432,4
2032196.0,0,0,593938,0
2032196.1,67999,0,594433,0
2032196.2,68062,0,594434,0
2032196.3,0,68089,594435,4
2032197.0,0,0,593940,0
2032197.1,67999,0,594436,0
2032197.2,68062,0,593940,0
2032197.3,0,68089,594437,4
2032198.0,0,0,593941,0
2032198.1,67999,0,594438,0
2032198.2,68062,0,594439,0
2032198.3,0,68089,594440,4
2032199.0,0,0,593942,0
2032199.1,67999,0,594441,0
2032199.2,68062,0,594442,0
2032199.3,0,68089,594443,4
2032200.0,0,0,593943,0
2032200.1,67999,0,594444,0
2032200.2,68062,0,593943,0
2032200.3,0,68089,594445,4
2032201.0,0,0,593945,0
2032201.1,67999,0,594446,0
2032201.2,68062,0,593945,0
2032201.3,0,68089,594447,4
2032202.0,0,0,593947,0
2032202.1,67999,0,594448,0
2032202.2,68062,0,593947,0
2032202.3,0,68089,594449,4
2032203.0,0,0,593948,0
2032203.1,67999,0,594450,0
2032203.2,68062,0,594451,0
2032203.3,0,68089,594452,4
2032204.0,0,0,593949,0
2032204.1,67999,0,594453,0
2032204.2,68062,0,594454,0
2032204.3,0,68089,594455,4
2032205.0,0,0,593826,0
2032205.1,68168,0,594492,0
2032205.2,68243,0,594493,0
2032206.0,0,0,593850,0
2032206.1,68055,0,594495,0
2032206.2,68061,0,594496,0
2032207.0,0,0,593852,0
2032207.1,68032,0,594497,0
2032207.2,68055,0,594498,0
2032207.3,68061,0,594499,0
2032208.0,0,0,593853,0
2032208.1,68032,0,594500,0
2032208.2,68055,0,594501,0
2032208.3,68061,0,594502,0
2032209.0,0,0,593854,0
2032209.1,68061,0,594503,0
2032210.0,0,0,593872,0
2032210.1,68055,0,594504,0
2032210.2,68061,0,594505,0
2032211.0,0,0,593876,0
2032211.1,68032,0,594506,0
2032211.2,68055,0,594507,0
2032211.3,68061,0,594508,0
2032212.0,0,0,594043,0
2032212.1,0,68089,594509,4
2032213.0,0,0,594044,0
2032213.1,0,68089,594510,4
2032214.0,0,0,594045,0
2032214.1,0,68089,594511,4
2032215.0,0,0,594046,0
2032215.1,0,68089,594512,4
2032216.0,0,0,594047,0
2032216.1,0,68089,594513,4
2032217.0,0,0,594048,0
2032217.1,0,68089,594514,4
2032218.0,0,0,594049,0
2032218.1,0,68089,594515,4
2032219.0,0,0,594050,0
2032219.1,0,68089,594516,4
2032220.0,0,0,594051,0
2032220.1,0,68089,594517,4
2032221.0,0,0,594052,0
2032221.1,0,68089,594518,4
2032222.0,0,0,594053,0
2032222.1,0,68089,594519,4
2032223.0,0,0,594072,0
2032223.1,0,68089,594520,4
2032224.0,0,0,593541,0
2032224.1,68294,0,594387,0
2032225.0,0,0,594001,0
2032225.1,68401,0,594523,0
2032226.0,0,0,593992,0
2032226.1,68378,0,594524,0
2032226.2,68381,0,594525,0
2032226.3,68401,0,594526,0
2032227.0,0,0,593975,0
2032227.1,67993,0,594529,0
2032227.2,67994,0,593975,0
2032227.3,0,68089,594474,4
2032228.0,0,0,593978,0
2032228.1,0,68089,594475,4
2032229.0,0,0,593984,0
2032229.1,0,68089,594476,4
2032230.0,0,0,594477,0
2032230.1,68069,0,594033,0
2032231.0,0,0,594478,0
2032231.1,68069,0,593995,0
2032232.0,0,0,594479,0
2032232.1,68069,0,594032,0
2032233.0,0,0,594480,0
2032233.1,68069,0,593993,0
2032234.0,0,0,594481,0
2032234.1,68069,0,594030,0
2032235.0,0,0,594482,0
2032235.1,68069,0,593988,0
2032236.0,0,0,594483,0
2032236.1,68069,0,594034,0
2032237.0,0,0,594484,0
2032237.1,68069,0,593991,0
2032238.0,0,0,594485,0
2032238.1,68069,0,593989,0
2032239.0,0,0,594486,0
2032239.1,68069,0,593990,0
2032240.0,0,0,594029,0
2032240.1,0,68089,594487,4
2032241.0,0,0,593997,0
2032241.1,0,68089,594488,4
2032242.0,0,0,594000,0
2032242.1,0,68089,594489,4
2032243.0,0,0,594490,0
2032243.1,68072,0,594003,0
2032244.0,0,0,594491,0
2032244.1,68072,0,594002,0
2032245.0,0,0,593917,0
2032245.1,68052,0,594306,0
2032246.0,0,0,594457,0
2032246.1,68492,0,594458,0
2032246.2,68496,0,594459,0
2032247.0,0,0,594460,0
2032247.1,68492,0,594461,0
2032248.0,0,0,594462,0
2032248.1,68494,0,594463,0
2032249.0,0,0,594464,0
2032249.1,68495,0,594465,0
2032250.0,0,0,594466,0
2032250.1,68492,0,594467,0
2032250.2,68496,0,594468,0
2032251.0,0,0,594532,0
2032251.1,68497,0,594533,0
2032252.0,0,0,0,0
2032253.0,0,0,595184,0
2032253.1,69139,0,595185,0
2032253.2,0,70341,599415,255
2032254.0,0,0,599256,0
2032254.1,0,69543,599552,2
2032255.0,0,0,594054,0
2032255.1,68506,0,594576,0
2032255.2,68508,0,594541,0
2032256.0,0,0,594542,0
2032256.1,68565,0,594657,0
2032256.2,68610,0,594659,0
2032256.3,68721,0,595093,0
2032257.0,0,0,594543,0
2032257.1,68510,0,594544,0
2032257.2,68511,0,594545,0
2032257.3,68512,0,594546,0
2032258.0,0,0,594547,0
2032258.1,68510,0,594548,0
2032258.2,68511,0,594549,0
2032259.0,0,0,594551,0
2032259.1,68514,0,594552,0
2032259.2,68700,0,594974,0
2032260.0,0,0,594583,0
2032260.1,68510,0,594584,0
2032260.2,68511,0,594585,0
2032260.3,68512,0,594586,0
2032260.4,68513,0,594587,0
2032260.5,68514,0,594588,0
2032261.0,0,0,594589,0
2032261.1,68514,0,594590,0
2032262.0,0,0,594591,0
2032262.1,68514,0,594592,0
2032263.0,0,0,594601,0
2032263.1,68550,0,594602,0
2032264.0,0,0,594603,0
2032264.1,68550,0,594604,0
2032265.0,0,0,594605,0
2032265.1,66957,0,594606,0
2032265.2,68553,0,594606,0
2032265.3,66958,0,594606,0
2032265.4,68554,0,594606,0
2032266.0,0,0,594607,0
2032266.1,66957,0,594608,0
2032266.2,68553,0,594608,0
2032266.3,66958,0,594608,0
2032266.4,68554,0,594608,0
2032267.0,0,0,594271,0
2032267.1,68508,0,594581,0
2032267.2,68685,0,594926,0
2032267.3,68721,0,595084,0
2032267.4,69594,0,597417,0
2032267.5,69599,0,597435,0
2032267.6,70000,0,598358,0
2032267.7,69649,0,597690,0
2032268.0,0,0,594272,0
2032268.1,68508,0,594582,0
2032268.2,68685,0,594927,0
2032268.3,68721,0,595083,0
2032268.4,69594,0,597416,0
2032268.5,69599,0,597434,0
2032268.6,69649,0,597689,0
2032269.0,0,0,594621,0
2032269.1,68555,0,594622,0
2032270.0,0,0,593930,0
2032270.1,68508,0,594609,0
2032270.2,68565,0,594679,0
2032270.3,68611,0,594808,0
2032270.4,68685,0,594908,0
2032271.0,0,0,594269,0
2032271.1,68508,0,594611,0
2032271.2,68565,0,594678,0
2032271.3,68610,0,594815,0
2032271.4,68685,0,594928,0
2032271.5,68717,0,595080,0
2032271.6,68721,0,595082,0
2032271.7,68817,0,596579,0
2032271.8,69318,0,597152,0
2032272.0,0,0,594630,0
2032272.1,68547,0,594632,0
2032272.2,68548,0,594629,0
2032273.0,0,0,594676,0
2032273.1,66959,0,592437,0
2032274.0,0,0,594677,0
2032274.1,66959,0,594180,0
2032275.0,0,0,594680,0
2032275.1,68573,0,594681,0
2032275.2,68574,0,594682,0
2032275.3,68575,0,594683,0
2032275.4,68576,0,594684,0
2032275.5,68577,0,594685,0
2032275.6,68700,0,594971,0
2032276.0,0,0,594686,0
2032276.1,68573,0,594687,0
2032276.2,68574,0,594688,0
2032276.3,68575,0,594689,0
2032276.4,68576,0,594690,0
2032276.5,68577,0,594691,0
2032276.6,68700,0,594972,0
2032277.0,0,0,594692,0
2032277.1,68573,0,594693,0
2032277.2,68574,0,594694,0
2032277.3,68575,0,594695,0
2032277.4,68576,0,594696,0
2032277.5,68577,0,594697,0
2032278.0,0,0,594698,0
2032278.1,68576,0,594699,0
2032278.2,68577,0,594700,0
2032279.0,0,0,594701,0
2032279.1,68577,0,594702,0
2032280.0,0,0,594703,0
2032280.1,68576,0,594704,0
2032280.2,68577,0,594705,0
2032281.0,0,0,594706,0
2032281.1,68576,0,594707,0
2032281.2,68577,0,594796,0
2032282.0,0,0,594708,0
2032282.1,68577,0,594709,0
2032283.0,0,0,594710,0
2032283.1,68577,0,594711,0
2032284.0,0,0,594712,0
2032284.1,68577,0,594713,0
2032285.0,0,0,594714,0
2032285.1,68577,0,594715,0
2032286.0,0,0,594346,0
2032286.1,68563,0,594759,0
2032286.2,68607,0,594892,0
2032286.3,0,69661,597641,3
2032287.0,0,0,594760,0
2032287.1,68610,0,594820,0
2032287.2,68685,0,594905,0
2032288.0,0,0,594761,0
2032288.1,68610,0,594821,0
2032288.2,68684,0,594907,0
2032289.0,0,0,594762,0
2032289.1,68606,0,594822,0
2032289.2,68610,0,594823,0
2032289.3,68684,0,594906,0
2032289.4,68719,0,595073,0
2032289.5,68721,0,595091,0
2032289.6,0,69656,597635,2
2032289.7,0,69661,597636,3
2032290.0,0,0,594763,0
2032290.1,68565,0,594764,0
2032290.2,68610,0,594765,0
2032291.0,0,0,594656,0
2032291.1,68610,0,594658,0
2032291.2,68721,0,595092,0
2032291.3,69649,0,597687,0
2032292.0,0,0,593801,0
2032292.1,68559,0,594757,0
2032292.2,68560,0,593801,0
2032293.0,0,0,594734,0
2032293.1,68574,0,594735,0
2032293.2,68577,0,594736,0
2032294.0,0,0,594719,0
2032294.1,68622,0,594730,0
2032295.0,0,0,594722,0
2032295.1,68622,0,594731,0
2032296.0,0,0,594725,0
2032296.1,68622,0,594732,0
2032297.0,0,0,594623,0
2032297.1,68622,0,594733,0
2032298.0,0,0,594620,0
2032298.1,68615,0,594793,0
2032299.0,0,0,594766,0
2032299.1,68620,0,594795,0
2032299.2,67944,0,594794,0
2032299.3,67759,0,594794,0
2032300.0,0,0,592258,0
2032300.1,68623,0,594797,0
2032301.0,0,0,594798,0
2032301.1,68618,0,594799,0
2032302.0,0,0,594800,0
2032302.1,68618,0,594801,0
2032303.0,0,0,594802,0
2032303.1,68618,0,594803,0
2032304.0,0,0,594810,0
2032304.1,68475,0,594811,0
2032304.2,67090,0,594812,0
2032305.0,0,0,594813,0
2032305.1,67090,0,594814,0
2032306.0,0,0,594747,0
2032306.1,68552,0,594825,0
2032306.2,68688,0,594920,0
2032307.0,0,0,595180,0
2032307.1,68551,0,594748,0
2032307.2,68552,0,594826,0
2032307.3,68688,0,594922,0
2032307.4,68702,0,594944,0
2032307.5,0,70198,599224,10
2032308.0,0,0,594749,0
2032308.1,68552,0,594827,0
2032308.2,68688,0,594921,0
2032308.3,68702,0,594943,0
2032308.4,0,70198,599226,10
2032309.0,0,0,594830,0
2032309.1,68634,0,594831,0
2032309.2,68635,0,594832,0
2032309.3,68636,0,594833,0
2032309.4,68637,0,594834,0
2032309.5,68638,0,594835,0
2032309.6,68700,0,594969,0
2032310.0,0,0,594836,0
2032310.1,68634,0,594837,0
2032310.2,68635,0,594838,0
2032310.3,68636,0,594839,0
2032310.4,68637,0,594840,0
2032310.5,68638,0,594841,0
2032310.6,68700,0,594970,0
2032311.0,0,0,594842,0
2032311.1,68637,0,594843,0
2032311.2,68638,0,594844,0
2032312.0,0,0,594845,0
2032312.1,68637,0,594846,0
2032312.2,68638,0,594847,0
2032313.0,0,0,594624,0
2032313.1,68610,0,594849,0
2032314.0,0,0,594721,0
2032314.1,68610,0,594850,0
2032315.0,0,0,594720,0
2032315.1,68610,0,594851,0
2032316.0,0,0,594852,0
2032316.1,68638,0,594853,0
2032317.0,0,0,594854,0
2032317.1,68638,0,594855,0
2032318.0,0,0,594856,0
2032318.1,68638,0,594857,0
2032319.0,0,0,594858,0
2032319.1,68638,0,594859,0
2032320.0,0,0,594863,0
2032320.1,68671,0,594864,0
2032320.2,68673,0,594865,0
2032321.0,0,0,594866,0
2032321.1,68672,0,594867,0
2032321.2,68673,0,594868,0
2032322.0,0,0,594882,0
2032322.1,68669,0,594883,0
2032323.0,0,0,594819,0
2032323.1,68685,0,594912,0
2032324.0,0,0,594577,0
2032324.1,68684,0,594915,0
2032324.2,68685,0,594577,0
2032325.0,0,0,595182,0
2032325.1,68688,0,594923,0
2032325.2,68702,0,594945,0
2032325.3,0,70198,599223,10
2032326.0,0,0,594828,0
2032326.1,68688,0,594924,0
2032326.2,68701,0,594938,0
2032326.3,68702,0,594939,0
2032327.0,0,0,594750,0
2032327.1,68701,0,594925,0
2032327.2,68702,0,594933,0
2032328.0,0,0,590213,0
2032328.1,68685,0,594930,0
2032328.2,68717,0,595041,0
2032329.0,0,0,594946,0
2032329.1,0,70198,599225,10
2032330.0,0,0,594751,0
2032330.1,68701,0,594934,0
2032330.2,68702,0,594935,0
2032331.0,0,0,594752,0
2032331.1,68701,0,594936,0
2032331.2,68702,0,594937,0
2032332.0,0,0,594753,0
2032332.1,68701,0,594940,0
2032332.2,68702,0,594941,0
2032333.0,0,0,593808,0
2032333.1,68686,0,594953,0
2032333.2,68703,0,595038,0
2032333.3,68704,0,595039,0
2032334.0,0,0,594716,0
2032334.1,68700,0,594973,0
2032335.0,0,0,594978,0
2032335.1,68705,0,594979,0
2032335.2,68707,0,594980,0
2032336.0,0,0,594981,0
2032336.1,68707,0,594982,0
2032337.0,0,0,594984,0
2032337.1,68707,0,594985,0
2032338.0,0,0,594986,0
2032338.1,68707,0,594987,0
2032339.0,0,0,594991,0
2032339.1,68709,0,594991,0
2032339.2,68711,0,594992,0
2032340.0,0,0,594994,0
2032340.1,68709,0,594995,0
2032341.0,0,0,594996,0
2032341.1,68709,0,594997,0
2032342.0,0,0,594918,0
2032342.1,68689,0,595020,0
2032343.0,0,0,595033,0
2032343.1,68712,0,595034,0
2032344.0,0,0,592620,0
2032344.1,68703,0,595040,0
2032345.0,0,0,594932,0
2032345.1,68722,0,595043,0
2032346.0,0,0,593601,0
2032346.1,68719,0,595075,0
2032346.2,69931,0,598828,0
2032346.3,70000,0,598831,0
2032347.0,0,0,593602,0
2032347.1,68719,0,595076,0
2032347.2,0,69918,598829,3
2032347.3,69931,0,598830,0
2032348.0,0,0,595107,0
2032348.1,68737,0,595108,0
2032349.0,0,0,594894,0
2032349.1,68719,0,595136,0
2032350.0,0,0,594899,0
2032350.1,68715,0,595137,0
2032351.0,0,0,595139,0
2032351.1,68714,0,595140,0
2032352.0,0,0,595141,0
2032352.1,68714,0,595142,0
2032353.0,0,0,595145,0
2032353.1,68730,0,595146,0
2032353.2,68731,0,595135,0
2032353.3,68735,0,595147,0
2032353.4,69268,0,596651,0
2032353.5,69269,0,596652,0
2032353.6,69270,0,596653,0
2032353.7,69271,0,596654,0
2032353.8,69272,0,596655,0
2032353.9,69273,0,596648,0
2032353.10,69529,0,596944,0
2032353.11,69530,0,597289,0
2032353.12,70312,0,599330,0
2032353.13,70313,0,599328,0
2032353.14,35032,0,599329,0
2032353.15,70314,0,599123,0
2032354.0,0,0,595148,0
2032354.1,68730,0,595149,0
2032354.2,68731,0,595150,0
2032354.3,68732,0,595151,0
2032354.4,68733,0,595152,0
2032354.5,68734,0,595175,0
2032354.6,35025,0,595176,0
2032354.7,68735,0,595153,0
2032354.8,69268,0,596643,0
2032354.9,69269,0,596644,0
2032354.10,69270,0,596645,0
2032354.11,69271,0,596646,0
2032355.0,0,0,595154,0
2032355.1,35025,0,595155,0
2032356.0,0,0,595157,0
2032356.1,68741,0,595168,0
2032357.0,0,0,595158,0
2032357.1,68741,0,595159,0
2032358.0,0,0,595178,0
2032358.1,68741,0,595160,0
2032359.0,0,0,595179,0
2032359.1,68721,0,595060,0
2032360.0,0,0,595203,0
2032360.1,69163,0,595204,0
2032360.2,69164,0,595205,0
2032361.0,0,0,595254,0
2032361.1,69139,0,595255,0
2032362.0,0,0,595256,0
2032362.1,69139,0,595257,0
2032363.0,0,0,595852,0
2032363.1,68816,0,595853,0
2032363.2,0,68836,595854,5
2032363.3,68841,0,595855,0
2032363.4,68878,0,595856,0
2032363.5,69142,0,595857,0
2032363.6,69179,0,595858,0
2032363.7,69182,0,595859,0
2032363.8,0,69190,595860,10
2032363.9,68778,0,595253,0
2032363.10,69300,0,596838,0
2032363.11,0,69306,596839,2
2032363.12,69317,0,597174,0
2032363.13,70341,0,599416,0
2032364.0,0,0,595268,0
2032364.1,68748,0,595269,0
2032364.2,0,70000,598548,7
2032365.0,0,0,595277,0
2032365.1,68802,0,595278,0
2032365.2,68761,0,595279,0
2032366.0,0,0,595280,0
2032366.1,69158,0,595281,0
2032366.2,69168,0,595282,0
2032366.3,0,69190,595283,10
2032367.0,0,0,595284,0
2032367.1,69168,0,595285,0
2032367.2,0,69190,595286,10
2032368.0,0,0,595287,0
2032368.1,69158,0,595288,0
2032368.2,69168,0,595289,0
2032368.3,0,69190,595290,10
2032369.0,0,0,595291,0
2032369.1,69168,0,595292,0
2032369.2,0,69190,595293,10
2032370.0,0,0,595294,0
2032370.1,69168,0,595295,0
2032370.2,0,69190,595296,10
2032371.0,0,0,595297,0
2032371.1,69168,0,595298,0
2032371.2,0,69190,595299,10
2032372.0,0,0,595300,0
2032372.1,69167,0,595301,0
2032372.2,0,69190,595302,10
2032373.0,0,0,595303,0
2032373.1,69158,0,595304,0
2032373.2,69168,0,595305,0
2032373.3,0,69190,595306,10
2032374.0,0,0,595307,0
2032374.1,69168,0,595308,0
2032374.2,0,69190,595309,10
2032375.0,0,0,595310,0
2032375.1,69158,0,595311,0
2032375.2,69168,0,595312,0
