#,UnlockCriteria1[0],UnlockCriteria1[1],UnlockCriteria2,UnlockCriteria3,UnlockCriteria4,Unknown1,Prerequisite,UnlockType1,UnlockType2,PrerequisiteType,UnlockHint,Unknown0
480,467,0,1033921,8372497,39474,0,69501,6,26,1,54,False
481,371,0,30093,0,0,0,0,6,7,0,0,False
482,438,0,35986,0,0,0,0,6,44,0,0,False
483,444,0,1042424,9160432,36851,0,70082,6,17,1,50,False
484,439,0,35987,0,0,0,0,6,44,0,0,False
485,472,0,1044404,9527715,39479,0,70219,6,17,1,50,False
486,425,0,784,0,35973,0,79,6,31,4,70,False
487,344,0,1017653,6526530,26798,0,67928,6,42,1,52,False
488,345,0,1017653,6526530,26799,0,67928,6,42,1,52,False
489,305,0,590,0,23991,0,30072,6,32,4,104,False
490,304,0,68693,0,0,0,68692,6,2,1,53,False
491,192,0,15443,0,0,0,0,6,6,0,0,False
492,224,0,67886,0,0,0,67885,6,2,1,42,False
493,21,0,66038,0,0,0,66029,6,2,1,51,False
494,84,0,1008145,4326414,8721,0,0,6,28,0,0,False
495,173,0,67699,0,0,0,67698,6,2,1,42,False
496,193,0,67783,0,0,0,67782,6,2,1,42,False
497,228,0,1017653,6526530,17527,0,67928,6,42,1,52,False
498,174,0,1011039,5581045,14096,0,65970,6,16,1,51,False
499,71,0,1008145,4326414,6988,0,0,6,28,0,0,False
500,71,0,1008145,4326414,6988,0,0,6,28,0,0,False
501,71,0,1008145,4326414,6988,0,0,6,28,0,0,False
502,83,0,3270,0,0,0,0,9,11,0,0,True
503,36,0,3271,0,0,0,0,11,11,0,0,True
504,37,0,3272,0,0,0,0,11,11,0,0,True
505,91,0,1005417,6245610,0,0,0,9,13,0,0,True
506,38,0,1005417,6245610,0,0,0,11,13,0,0,True
507,39,0,1005417,6245610,0,0,0,11,13,0,0,True
508,40,0,1005417,6245610,0,0,0,11,13,0,0,True
509,41,0,1005417,6245610,0,0,0,11,13,0,0,True
510,42,0,1005417,6245610,0,0,0,11,13,0,0,True
511,92,0,3273,0,0,0,0,9,11,0,0,True
512,43,0,3274,0,0,0,0,11,11,0,0,True
513,44,0,3275,0,0,0,0,11,11,0,0,True
514,100,0,1005417,6245610,0,0,0,9,13,0,0,True
515,45,0,1005417,6245610,0,0,0,11,13,0,0,True
516,46,0,1005417,6245610,0,0,0,11,13,0,0,True
517,47,0,1005417,6245610,0,0,0,11,13,0,0,True
518,48,0,1005417,6245610,0,0,0,11,13,0,0,True
519,49,0,1005417,6245610,0,0,0,11,13,0,0,True
520,101,0,1038441,9159882,40498,0,0,9,21,0,0,False
521,102,0,1038441,9159882,40499,0,0,9,21,0,0,False
522,79,0,1032254,8157292,40505,0,69272,9,19,1,40,False
523,80,0,40501,0,0,0,0,9,35,0,0,True
524,103,0,1024219,7091591,40502,0,68514,9,17,1,48,False
525,104,0,1024774,7186923,40503,0,68577,9,17,1,48,False
526,105,0,1025604,7380348,40504,0,68638,9,17,1,48,False
527,106,0,70316,0,0,0,70315,9,2,1,51,True
528,107,0,1043625,9323367,40509,0,37003,9,24,3,55,False
529,108,0,1008145,4326414,40506,2758,69379,9,36,1,51,False
530,109,0,1008145,4326414,40507,2245,66643,9,36,1,20,False
531,110,0,1008145,4326414,40508,2181,68737,9,36,1,51,False
532,270,0,1043625,9323367,40363,0,36002,5,24,3,55,False
533,273,0,41460,0,0,0,0,5,14,0,0,True
534,473,0,39480,0,0,0,0,6,7,0,0,False
535,486,0,945,0,40377,0,36002,6,34,4,55,False
536,490,0,945,0,40378,0,36002,6,34,4,55,False
537,278,0,21916,0,0,0,0,6,45,0,0,False
538,451,0,866,0,36858,0,30115,6,32,4,85,False
539,474,0,911,0,39481,0,30125,6,32,4,85,False
540,494,0,962,0,41474,0,30134,6,32,4,85,False
541,22,0,6183,0,0,0,0,6,45,0,0,False
542,112,0,26,0,9349,0,26,6,31,4,66,False
543,183,0,14103,0,0,0,0,6,40,0,0,False
544,361,0,692,0,28626,0,73,6,31,4,69,False
545,197,0,15447,0,0,0,0,6,43,0,0,False
546,356,0,28621,0,0,0,0,6,7,0,0,False
547,115,0,9350,0,0,0,0,6,7,0,0,False
548,137,0,35,0,12052,0,35,6,31,4,67,False
549,162,0,1031680,8104544,13279,0,69208,6,18,1,52,False
550,453,0,36860,0,0,0,0,6,44,0,0,False
551,177,0,15434,0,0,0,0,6,6,0,0,False
552,217,0,1017653,6526530,16568,0,67928,6,42,1,52,False
553,118,0,1040,0,0,0,30019,6,11,3,76,False
554,218,0,1017653,6526530,16570,0,67928,6,42,1,52,False
555,476,0,39483,0,0,0,0,6,6,0,0,True
556,145,0,12060,0,0,0,0,6,6,0,0,False
557,150,0,12065,0,0,0,0,6,6,0,0,False
558,219,0,16573,0,0,0,67093,6,7,1,52,False
559,298,0,1017653,6526530,23036,0,67928,6,42,1,52,False
560,306,0,69190,0,0,0,69189,6,2,1,44,False
561,119,0,65902,0,0,0,65901,6,2,1,41,False
562,229,0,17528,0,0,0,0,6,12,0,0,True
563,233,0,17532,0,0,0,0,6,12,0,0,True
564,499,0,1046441,10215752,41479,0,70337,6,4,1,51,True
565,500,0,1046441,10215752,41480,0,70337,6,4,1,51,True
566,498,0,70334,0,0,0,70333,6,2,1,51,True
567,111,0,1016093,6085426,41371,0,67761,9,17,1,47,False
568,112,0,1016804,6209462,41372,0,67796,9,17,1,47,False
569,113,0,1017172,6254018,41373,0,67863,9,17,1,47,False
570,114,0,1017653,6526530,41374,0,67928,9,42,1,52,False
571,115,0,1033921,8372497,41375,0,69501,9,26,1,54,False
572,116,0,70328,0,0,0,70327,9,2,1,80,False
573,117,0,70349,0,0,0,70348,9,2,1,55,False
574,118,0,1043625,9323367,41376,0,37005,9,24,3,55,False
575,119,0,1046441,10215752,41377,0,70337,9,4,1,51,True
576,120,0,1046441,10215752,41378,0,70337,9,4,1,51,True
577,121,0,1046441,10215752,41379,0,70337,9,4,1,51,True
578,122,0,41367,0,0,0,0,9,14,0,0,True
579,123,0,41368,0,0,0,0,9,14,0,0,True
580,124,0,3419,0,0,0,0,9,11,0,0,True
581,50,0,3420,0,0,0,0,11,11,0,0,True
582,51,0,3421,0,0,0,0,11,11,0,0,True
583,132,0,1005417,6245610,0,0,0,9,13,0,0,True
584,52,0,1005417,6245610,0,0,0,11,13,0,0,True
585,53,0,1005417,6245610,0,0,0,11,13,0,0,True
586,54,0,1005417,6245610,0,0,0,11,13,0,0,True
587,55,0,1005417,6245610,0,0,0,11,13,0,0,True
588,56,0,1005417,6245610,0,0,0,11,13,0,0,True
589,133,0,3422,0,0,0,0,9,11,0,0,True
590,57,0,3423,0,0,0,0,11,11,0,0,True
591,58,0,3424,0,0,0,0,11,11,0,0,True
592,141,0,1005417,6245610,0,0,0,9,13,0,0,True
593,59,0,1005417,6245610,0,0,0,11,13,0,0,True
594,60,0,1005417,6245610,0,0,0,11,13,0,0,True
595,61,0,1005417,6245610,0,0,0,11,13,0,0,True
596,62,0,1005417,6245610,0,0,0,11,13,0,0,True
597,63,0,1005417,6245610,0,0,0,11,13,0,0,True
598,142,0,3425,0,0,0,0,9,11,0,0,True
599,64,0,3426,0,0,0,0,11,11,0,0,True
600,65,0,3427,0,0,0,0,11,11,0,0,True
601,150,0,1005417,6245610,0,0,0,9,13,0,0,True
602,66,0,1005417,6245610,0,0,0,11,13,0,0,True
603,67,0,1005417,6245610,0,0,0,11,13,0,0,True
604,68,0,1005417,6245610,0,0,0,11,13,0,0,True
605,69,0,1005417,6245610,0,0,0,11,13,0,0,True
606,70,0,1005417,6245610,0,0,0,11,13,0,0,True
607,151,0,1017247,6289315,41797,0,0,9,37,0,0,True
608,0,0,0,0,0,0,0,0,0,0,0,False
609,0,0,0,0,0,0,0,0,0,0,0,False
610,0,0,0,0,0,0,0,0,0,0,0,False
611,0,0,0,0,0,0,0,0,0,0,0,False
612,0,0,0,0,0,0,0,0,0,0,0,False
613,0,0,0,0,0,0,0,0,0,0,0,False
614,0,0,0,0,0,0,0,0,0,0,0,False
615,0,0,0,0,0,0,0,0,0,0,0,False
616,0,0,0,0,0,0,0,0,0,0,0,False
617,0,0,0,0,0,0,0,0,0,0,0,False
618,0,0,0,0,0,0,0,0,0,0,0,False
619,0,0,0,0,0,0,0,0,0,0,0,False
620,0,0,0,0,0,0,0,0,0,0,0,False
621,0,0,0,0,0,0,0,0,0,0,0,False
622,0,0,0,0,0,0,0,0,0,0,0,False
623,0,0,0,0,0,0,0,0,0,0,0,False
624,0,0,0,0,0,0,0,0,0,0,0,False
625,0,0,0,0,0,0,0,0,0,0,0,False
626,0,0,0,0,0,0,0,0,0,0,0,False
627,234,0,36915,0,0,0,0,5,6,0,0,False
628,245,0,38569,0,0,0,0,5,12,0,0,False
629,246,0,1043625,9323367,38570,0,36001,5,24,3,55,False
630,247,0,38571,0,0,0,0,5,6,0,0,False
631,250,0,39497,0,0,0,0,5,6,0,0,False
632,256,0,39500,0,0,0,0,5,6,0,0,False
633,258,0,40357,0,0,0,0,5,12,0,0,False
634,259,0,40357,0,0,0,0,5,12,0,0,False
635,260,0,40357,0,0,0,0,5,12,0,0,False
636,261,0,40357,0,0,0,0,5,12,0,0,False
637,262,0,40357,0,0,0,0,5,12,0,0,False
638,269,0,70324,0,0,0,70323,5,2,1,50,False
639,271,0,41458,0,0,0,0,5,12,0,0,True
640,274,0,70344,0,0,0,0,5,2,0,0,True
641,275,0,1043625,9323367,41462,0,36003,5,24,3,55,False
642,276,0,1046441,10215752,41463,0,70337,5,4,1,51,True
643,506,0,961,0,41486,0,36003,6,34,4,55,False
644,491,0,961,0,41471,0,36003,6,34,4,55,False
645,38,0,6199,0,0,0,0,6,7,0,0,False
646,495,0,1033921,8372497,41475,0,69501,6,26,1,54,False
647,454,0,70291,0,0,0,70290,6,2,1,55,False
648,478,0,822,0,40369,0,90,6,31,4,70,False
649,483,0,1033921,8372497,40374,0,69501,6,26,1,54,False
650,13,0,6174,0,0,0,0,6,7,0,0,False
651,14,0,6175,0,0,0,0,6,7,0,0,False
652,15,0,66266,0,0,0,66265,6,2,1,51,False
653,20,0,1011039,5581045,6181,0,65970,6,16,1,51,False
654,25,0,6186,0,0,0,0,6,7,0,0,False
655,56,0,7566,0,0,0,0,6,44,0,0,False
656,134,0,34,0,12049,0,34,6,31,4,67,False
657,146,0,12061,0,0,0,0,6,44,0,0,False
658,248,0,20532,0,0,0,68089,6,6,1,43,False
659,264,0,1017653,6526530,21055,0,67928,6,42,1,52,False
660,249,0,262,0,20533,0,57,6,31,4,68,False
661,250,0,20534,0,0,0,68089,6,6,1,43,False
662,251,0,20535,0,0,0,0,6,12,0,0,True
663,252,0,241,0,20536,0,54,6,31,4,68,False
664,276,0,68508,0,0,0,68507,6,2,1,43,False
665,282,0,21915,0,0,0,68089,6,45,1,43,False
666,293,0,23029,0,0,0,68089,6,6,1,43,False
667,294,0,23030,0,0,0,68089,6,45,1,43,False
668,320,0,24641,0,0,0,0,6,12,0,0,True
669,343,0,26797,0,0,0,0,6,12,0,0,True
670,331,0,26785,0,0,0,69190,6,6,1,44,False
671,429,0,1017653,6526530,35977,0,67928,6,42,1,52,False
672,360,0,1031680,8104544,28625,0,69208,6,18,1,52,False
673,416,0,33698,0,0,0,0,6,12,0,0,True
674,417,0,33699,0,0,0,0,6,12,0,0,True
675,376,0,30098,0,0,0,0,6,12,0,0,True
676,332,0,728,0,26786,0,30094,6,32,4,105,False
677,398,0,758,0,32849,0,30103,6,32,4,105,False
678,381,0,69317,0,0,0,69316,6,2,1,44,False
679,382,0,30869,0,0,0,69190,6,6,1,44,False
680,455,0,36862,0,0,0,69190,6,6,1,44,False
681,152,0,1038441,9159882,43953,0,0,9,21,0,0,False
682,153,0,1038441,9159882,43954,0,0,9,21,0,0,False
683,154,0,43565,0,0,0,0,9,14,0,0,True
684,155,0,43566,0,0,0,0,9,14,0,0,True
685,156,0,3578,0,0,0,0,9,11,0,0,True
686,71,0,3579,0,0,0,0,11,11,0,0,True
687,72,0,3580,0,0,0,0,11,11,0,0,True
688,164,0,1005417,6245610,0,0,0,9,13,0,0,True
689,73,0,1005417,6245610,0,0,0,11,13,0,0,True
690,74,0,1005417,6245610,0,0,0,11,13,0,0,True
691,75,0,1005417,6245610,0,0,0,11,13,0,0,True
692,76,0,1005417,6245610,0,0,0,11,13,0,0,True
693,77,0,1005417,6245610,0,0,0,11,13,0,0,True
694,165,0,1008909,4664431,43955,0,66860,9,17,1,46,False
695,166,0,1005569,4494863,43956,0,66792,9,17,1,46,False
696,167,0,1005554,4497240,43957,0,66757,9,17,1,46,False
697,168,0,1008907,4664514,43958,0,66914,9,17,1,46,False
698,169,0,1009205,4753820,43959,0,67029,9,17,1,46,False
699,170,0,1049082,10361830,43960,0,70495,9,41,1,88,False
700,171,0,1049082,10361830,44292,0,70495,9,41,1,88,False
701,172,0,1048383,10340614,44293,0,70495,9,41,1,88,False
702,173,0,1048383,10340614,44294,0,70495,9,41,1,88,False
703,70384,0,70384,0,0,0,0,1,2,0,0,False
704,70390,0,70390,0,0,0,0,1,2,0,0,False
705,70389,0,70389,0,0,0,70388,1,2,1,86,False
706,70395,0,70395,0,0,0,70394,1,2,1,87,False
707,257,0,40356,0,0,0,0,5,12,0,0,False
708,0,0,0,0,0,0,0,0,0,0,0,False
709,0,0,0,0,0,0,0,0,0,0,0,False
710,0,0,0,0,0,0,0,0,0,0,0,False
711,0,0,0,0,0,0,0,0,0,0,0,False
712,0,0,0,0,0,0,0,0,0,0,0,False
713,0,0,0,0,0,0,0,0,0,0,0,False
714,0,0,0,0,0,0,0,0,0,0,0,False
715,0,0,0,0,0,0,0,0,0,0,0,False
716,0,0,0,0,0,0,0,0,0,0,0,False
717,0,0,0,0,0,0,0,0,0,0,0,False
718,0,0,0,0,0,0,0,0,0,0,0,False
719,0,0,0,0,0,0,0,0,0,0,0,False
720,268,0,40362,0,0,0,0,5,6,0,0,False
721,278,0,70718,0,0,0,0,5,2,0,0,True
722,279,0,44508,0,0,0,0,5,14,0,0,True
723,280,0,1008145,4326414,44511,0,0,5,28,0,0,False
724,281,0,1011039,5581045,44510,0,65970,5,16,1,51,False
725,282,0,70725,0,0,0,70724,5,2,1,101,False
726,283,0,70787,0,0,0,0,5,2,0,0,True
727,285,0,70729,0,0,0,70495,5,2,1,88,False
728,0,0,0,0,0,0,0,0,0,0,0,False
729,410,0,2889,0,0,0,69379,6,11,1,51,False
730,427,0,792,0,35975,0,84,6,31,4,70,False
731,428,0,1037059,8859741,35976,0,69712,6,22,1,55,False
732,430,0,35978,0,0,0,0,6,12,0,0,True
733,432,0,35980,0,0,0,0,6,44,0,0,False
734,433,0,794,0,35981,0,85,6,31,4,70,False
735,441,0,70000,0,0,0,70000,6,2,1,45,False
736,443,0,36637,0,0,0,0,6,43,0,0,False
737,465,0,38453,0,0,0,70000,6,43,1,45,False
738,466,0,883,0,38454,0,30122,6,32,4,106,False
739,477,0,39484,0,0,0,70000,6,43,1,45,False
740,487,0,942,0,40379,0,30132,6,32,4,106,False
741,496,0,1043463,9318702,41476,0,70179,6,25,1,55,False
742,501,0,41481,0,0,0,0,6,12,0,0,True
743,502,0,41482,0,0,0,0,6,12,0,0,True
744,503,0,41483,0,0,0,0,6,12,0,0,True
745,509,0,1048628,10417428,43571,0,70495,6,41,1,88,False
746,512,0,1048933,10417497,43574,0,70495,6,41,1,88,False
747,513,0,43575,0,0,0,0,6,44,0,0,False
748,514,0,43576,0,0,0,0,6,14,0,0,True
749,516,0,70709,0,0,0,70690,6,2,1,90,False
750,517,0,834,0,43579,0,98,6,31,4,92,False
751,518,0,1048387,10340625,43580,0,70545,6,22,1,90,False
752,522,0,827,0,43584,0,95,6,31,4,92,False
753,525,0,43587,0,0,0,0,6,6,0,0,True
754,526,0,43588,0,0,0,0,6,12,0,0,True
755,527,0,43589,0,0,0,0,6,12,0,0,True
756,174,0,44350,0,0,0,0,9,14,0,0,True
757,175,0,44351,0,0,0,0,9,14,0,0,True
758,176,0,3582,0,0,0,0,9,11,0,0,True
759,78,0,3583,0,0,0,0,11,11,0,0,True
760,79,0,3584,0,0,0,0,11,11,0,0,True
761,184,0,1005417,6245610,0,0,0,9,13,0,0,True
762,80,0,1005417,6245610,0,0,0,11,13,0,0,True
763,81,0,1005417,6245610,0,0,0,11,13,0,0,True
764,82,0,1005417,6245610,0,0,0,11,13,0,0,True
765,83,0,1005417,6245610,0,0,0,11,13,0,0,True
766,84,0,1005417,6245610,0,0,0,11,13,0,0,True
767,185,0,1051799,10961917,44944,0,70733,9,17,1,89,False
768,186,0,1017653,6526530,45087,0,67928,9,42,1,52,False
769,187,0,1017653,6526530,45088,0,67928,9,42,1,52,False
770,188,0,1017653,6526530,45089,0,67928,9,42,1,52,False
771,189,0,1017653,6526530,45090,0,67928,9,42,1,52,False
772,190,0,1008145,4326414,45083,1929,68089,9,36,1,43,False
773,191,0,1008145,4326414,45084,1929,68089,9,36,1,43,False
774,192,0,1008145,4326414,45085,1930,68089,9,36,1,43,False
775,193,0,1008145,4326414,45086,1930,68089,9,36,1,43,False
776,194,0,1027998,7873402,45079,0,69190,9,41,1,44,False
777,195,0,1027998,7873402,45080,0,69190,9,41,1,44,False
778,196,0,1027538,7796082,45081,0,69190,9,41,1,44,False
779,197,0,1027538,7796082,45082,0,69190,9,41,1,44,False
780,198,0,1037055,8859734,44945,0,70000,9,41,1,45,False
781,199,0,1037055,8859734,44946,0,70000,9,41,1,45,False
782,200,0,1037304,8861054,44947,0,70000,9,41,1,45,False
783,201,0,1037304,8861054,44948,0,70000,9,41,1,45,False
784,0,0,0,0,0,0,0,0,0,0,0,False
785,0,0,0,0,0,0,0,0,0,0,0,False
786,0,0,0,0,0,0,0,0,0,0,0,False
787,0,0,0,0,0,0,0,0,0,0,0,False
788,0,0,0,0,0,0,0,0,0,0,0,False
789,0,0,0,0,0,0,0,0,0,0,0,False
790,0,0,0,0,0,0,0,0,0,0,0,False
791,0,0,0,0,0,0,0,0,0,0,0,False
792,0,0,0,0,0,0,0,0,0,0,0,False
793,0,0,0,0,0,0,0,0,0,0,0,False
794,0,0,0,0,0,0,0,0,0,0,0,False
795,0,0,0,0,0,0,0,0,0,0,0,False
796,0,0,0,0,0,0,0,0,0,0,0,False
797,0,0,0,0,0,0,0,0,0,0,0,False
798,0,0,0,0,0,0,0,0,0,0,0,False
799,0,0,0,0,0,0,0,0,0,0,0,False
800,0,0,0,0,0,0,0,0,0,0,0,False
801,0,0,0,0,0,0,0,0,0,0,0,False
802,0,0,0,0,0,0,0,0,0,0,0,False
803,0,0,0,0,0,0,0,0,0,0,0,False
804,0,0,0,0,0,0,0,0,0,0,0,False
805,0,0,0,0,0,0,0,0,0,0,0,False
806,0,0,0,0,0,0,0,0,0,0,0,False
807,0,0,0,0,0,0,0,0,0,0,0,False
808,0,0,0,0,0,0,0,0,0,0,0,False
809,0,0,0,0,0,0,0,0,0,0,0,False
810,0,0,0,0,0,0,0,0,0,0,0,False
811,0,0,0,0,0,0,0,0,0,0,0,False
812,0,0,0,0,0,0,0,0,0,0,0,False
813,0,0,0,0,0,0,0,0,0,0,0,False
814,0,0,0,0,0,0,0,0,0,0,0,False
815,0,0,0,0,0,0,0,0,0,0,0,False
816,277,0,41464,0,0,0,0,5,12,0,0,False
817,286,0,44509,0,0,0,70789,5,49,1,55,False
818,291,0,70858,0,0,0,0,5,2,0,0,True
819,292,0,1053614,11505033,47983,0,70847,5,58,1,90,False
820,293,0,47984,0,0,0,0,5,14,0,0,True
821,294,0,1052608,11762024,47985,0,70789,5,48,1,55,False
822,196,0,1017338,6289839,15446,0,67092,6,20,1,51,False
823,524,0,991,0,43586,0,30141,6,32,4,107,False
824,243,0,1019454,6869160,20527,0,68472,6,22,1,53,False
825,369,0,1032661,8267961,30091,0,69331,6,17,1,49,False
826,370,0,1032661,8267961,30092,0,69335,6,17,1,49,False
827,409,0,1033921,8372497,33691,0,69501,6,26,1,54,False
828,431,0,789,0,35979,0,83,6,31,4,70,False
829,445,0,36852,0,0,0,0,6,44,0,0,False
830,532,0,1008,0,44487,0,100,6,31,4,92,False
831,283,0,21921,0,0,0,0,6,7,0,0,False
832,359,0,28624,0,0,0,0,6,44,0,0,False
833,378,0,2522,0,0,0,69208,6,11,1,52,False
834,507,0,826,0,43569,0,94,6,31,4,92,False
835,531,0,44486,0,0,0,0,6,7,0,0,False
836,168,0,13284,0,0,0,20001,6,45,4,71,False
837,169,0,14093,0,0,0,20003,6,45,4,71,False
838,170,0,14094,0,0,0,20002,6,45,4,71,False
839,171,0,14095,0,0,0,20017,6,45,4,71,False
840,185,0,15436,0,0,0,20022,6,45,4,71,False
841,186,0,15437,0,0,0,20024,6,45,4,71,False
842,76,0,1008145,4326414,7561,0,0,6,28,0,0,False
843,263,0,20547,0,0,0,20033,6,45,4,72,False
844,265,0,21057,0,0,0,20031,6,45,4,72,False
845,261,0,20545,0,0,0,20046,6,45,4,73,False
846,262,0,20546,0,0,0,20048,6,45,4,73,False
847,538,0,70788,0,0,0,70296,6,2,1,80,False
848,534,0,1051799,10961917,44489,0,70730,6,17,1,89,False
849,535,0,1033921,8372497,44490,0,69501,6,26,1,54,False
850,386,0,30873,0,0,0,0,6,7,0,0,False
851,536,0,70843,0,0,0,70709,6,2,1,90,False
852,202,0,46335,0,0,0,0,9,14,0,0,True
853,203,0,46336,0,0,0,0,9,14,0,0,True
854,204,0,3585,0,0,0,0,9,11,0,0,True
855,85,0,3586,0,0,0,0,11,11,0,0,True
856,86,0,3587,0,0,0,0,11,11,0,0,True
857,207,0,1005417,6245610,0,0,0,9,13,0,0,True
858,87,0,1005417,6245610,0,0,0,11,13,0,0,True
859,88,0,1005417,6245610,0,0,0,11,13,0,0,True
860,89,0,1005417,6245610,0,0,0,11,13,0,0,True
861,90,0,1005417,6245610,0,0,0,11,13,0,0,True
862,91,0,1005417,6245610,0,0,0,11,13,0,0,True
863,213,0,3618,0,0,0,0,9,11,0,0,True
864,92,0,3619,0,0,0,0,11,11,0,0,True
865,93,0,3620,0,0,0,0,11,11,0,0,True
866,216,0,1005417,6245610,0,0,0,9,13,0,0,True
867,94,0,1005417,6245610,0,0,0,11,13,0,0,True
868,95,0,1005417,6245610,0,0,0,11,13,0,0,True
869,96,0,1005417,6245610,0,0,0,11,13,0,0,True
870,97,0,1005417,6245610,0,0,0,11,13,0,0,True
871,98,0,1005417,6245610,0,0,0,11,13,0,0,True
872,30143,0,1006,0,0,0,30143,4,3,3,91,False
873,226,0,1052563,11537749,48085,0,70796,9,17,1,89,False
874,222,0,1017338,6289839,48086,1580,67092,9,47,1,51,False
875,223,0,1017338,6289839,48087,1657,67924,9,47,1,52,False
876,224,0,1025848,7397074,48088,2049,68667,9,47,1,53,False
877,225,0,1025848,7397074,48089,2051,68668,9,47,1,53,False
878,227,0,1052608,11762024,48091,0,70789,9,48,1,55,False
879,228,0,1053614,11505033,48090,0,70847,9,23,1,90,False
880,0,0,0,0,0,0,0,0,0,0,0,False
881,554,0,46792,0,0,0,0,2,6,0,0,True
882,304,0,46795,0,0,0,70945,5,52,1,55,False
883,556,0,1054944,11875003,46793,0,70941,2,20,1,90,False
884,307,0,46794,0,0,0,0,5,14,0,0,True
885,151,0,12066,0,0,0,0,6,12,0,0,True
886,152,0,12067,0,0,0,0,6,12,0,0,True
887,230,0,67908,0,0,0,67907,6,2,1,52,False
888,275,0,21065,0,0,0,68089,6,45,1,43,False
889,279,0,284,0,21911,0,59,6,31,4,68,False
890,297,0,23026,0,0,0,0,6,12,0,0,True
891,325,0,24632,0,0,0,0,6,12,0,0,True
892,335,0,26789,0,0,0,0,6,43,0,0,False
893,374,0,714,0,30096,0,74,6,31,4,69,False
894,408,0,2888,0,0,0,69379,6,11,1,51,False
895,412,0,33694,0,0,0,0,6,6,0,0,True
896,418,0,1034202,8395975,33700,0,69477,6,23,1,54,False
897,435,0,787,0,35983,0,82,6,31,4,70,False
898,460,0,869,0,38448,0,88,6,31,4,70,False
899,471,0,896,0,39478,0,89,6,31,4,70,False
900,488,0,40380,0,0,0,20084,6,45,4,75,False
901,497,0,823,0,41477,0,91,6,31,4,70,False
902,540,0,1053614,11505033,47967,0,70847,6,58,1,90,False
903,541,0,1053614,11505033,47968,0,70847,6,58,1,90,False
904,542,0,1053614,11505033,47969,0,70847,6,58,1,90,False
905,545,0,1052563,11537749,47962,0,70796,6,17,1,89,False
906,546,0,47963,0,0,0,0,6,6,0,0,True
907,547,0,47966,0,0,0,70789,6,49,1,55,False
908,548,0,47970,0,0,0,70847,6,7,1,90,False
909,549,0,1027,0,47971,0,101,6,31,4,92,False
910,550,0,1053614,11505033,47972,0,70847,6,23,1,90,False
911,551,0,1054473,11854441,46780,0,70910,6,50,1,113,False
912,552,0,1054473,11854441,46781,0,70910,6,50,1,113,False
913,562,0,46785,0,0,0,70941,6,7,1,90,False
914,564,0,47964,0,0,0,70495,6,43,1,88,False
915,565,0,47965,0,0,0,70495,6,43,1,88,False
916,229,0,46736,0,0,0,0,9,14,0,0,True
917,230,0,46737,0,0,0,0,9,14,0,0,True
918,231,0,3744,0,0,0,0,9,11,0,0,True
919,99,0,3745,0,0,0,0,11,11,0,0,True
920,100,0,3746,0,0,0,0,11,11,0,0,True
921,234,0,1005417,6245610,0,0,0,9,13,0,0,True
922,101,0,1005417,6245610,0,0,0,11,13,0,0,True
923,102,0,1005417,6245610,0,0,0,11,13,0,0,True
924,103,0,1005417,6245610,0,0,0,11,13,0,0,True
925,104,0,1005417,6245610,0,0,0,11,13,0,0,True
926,105,0,1005417,6245610,0,0,0,11,13,0,0,True
927,240,0,3747,0,0,0,0,9,11,0,0,True
928,106,0,3748,0,0,0,0,11,11,0,0,True
929,107,0,3749,0,0,0,0,11,11,0,0,True
930,243,0,1005417,6245610,0,0,0,9,13,0,0,True
931,108,0,1005417,6245610,0,0,0,11,13,0,0,True
932,109,0,1005417,6245610,0,0,0,11,13,0,0,True
933,110,0,1005417,6245610,0,0,0,11,13,0,0,True
934,111,0,1005417,6245610,0,0,0,11,13,0,0,True
935,112,0,1005417,6245610,0,0,0,11,13,0,0,True
936,113,0,1005417,6245610,0,0,0,11,13,0,0,True
937,114,0,1005417,6245610,0,0,0,11,13,0,0,True
938,251,0,1054637,11859423,46767,0,70871,9,17,1,89,False
939,252,0,1043463,9318702,46822,3399,70179,9,51,1,55,False
940,253,0,1052640,12018158,46768,0,70945,9,48,1,55,False
941,254,0,1054944,11875003,46769,3809,70941,9,47,1,90,False
942,255,0,1054944,11875003,46770,3811,70942,9,47,1,90,False
943,256,0,1054473,11854441,46771,0,70910,9,50,1,113,False
944,257,0,1054473,11854441,46772,0,70910,9,50,1,113,False
945,17,0,1008119,4374264,6178,0,0,6,29,0,0,False
946,24,0,6185,0,0,0,0,6,7,0,0,False
947,42,0,10,0,6203,0,10,6,31,4,66,False
948,65,0,1006998,4678139,7560,0,0,6,56,0,0,False
949,93,0,8198,0,0,0,0,6,7,0,0,False
950,101,0,111,0,10072,0,30020,6,32,4,81,False
951,116,0,8701,0,0,0,0,6,12,0,0,True
952,188,0,15439,0,0,0,0,6,7,0,0,False
953,194,0,1031680,8104544,17524,0,69208,6,18,1,52,False
954,195,0,168,0,15445,0,30038,6,32,4,82,False
955,214,0,16030,0,0,0,0,6,12,0,0,True
956,232,0,220,0,17531,0,30047,6,32,4,82,False
957,236,0,1006998,4678139,17536,0,0,6,56,0,0,False
958,291,0,1005244,4270098,23034,0,0,6,21,0,0,False
959,312,0,584,0,23998,0,62,6,31,4,68,False
960,317,0,24642,0,0,0,0,6,12,0,0,True
961,338,0,1027892,7967879,26792,0,69190,6,41,1,44,False
962,351,0,1027565,7796220,26805,0,69190,6,27,1,44,False
