#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown_70_4,Pronoun,Article,Model,Icon,Unknown_70_8,Style
193,pair of cat eye glasses,pairs of cat eye glasses,A piece of undyed facewear.,Cat Eye Glasses,0,0,0,1,0,0,71053,200193,0,16
194,pair of silver cat eye glasses,pairs of silver cat eye glasses,A piece of silver facewear.,Silver Cat Eye Glasses,0,0,0,1,0,0,136589,200194,0,16
195,pair of gold cat eye glasses,pairs of gold cat eye glasses,A piece of gold facewear.,Gold Cat Eye Glasses,0,0,0,1,0,0,202125,200195,0,16
196,pair of black cat eye glasses,pairs of black cat eye glasses,A piece of black facewear.,Black Cat Eye Glasses,0,0,0,1,0,0,267661,200196,0,16
197,pair of white cat eye glasses,pairs of white cat eye glasses,A piece of white facewear.,White Cat Eye Glasses,0,0,0,1,0,0,333197,200197,0,16
198,pair of grey cat eye glasses,pairs of grey cat eye glasses,A piece of grey facewear.,Grey Cat Eye Glasses,0,0,0,1,0,0,398733,200198,0,16
199,pair of red cat eye glasses,pairs of red cat eye glasses,A piece of red facewear.,Red Cat Eye Glasses,0,0,0,1,0,0,464269,200199,0,16
200,pair of blue cat eye glasses,pairs of blue cat eye glasses,A piece of blue facewear.,Blue Cat Eye Glasses,0,0,0,1,0,0,529805,200200,0,16
201,pair of green cat eye glasses,pairs of green cat eye glasses,A piece of green facewear.,Green Cat Eye Glasses,0,0,0,1,0,0,595341,200201,0,16
202,pair of brass cat eye glasses,pairs of brass cat eye glasses,A piece of brass facewear.,Brass Cat Eye Glasses,0,0,0,1,0,0,660877,200202,0,16
203,pair of purple cat eye glasses,pairs of purple cat eye glasses,A piece of purple facewear.,Purple Cat Eye Glasses,0,0,0,1,0,0,726413,200203,0,16
204,pair of brown cat eye glasses,pairs of brown cat eye glasses,A piece of brown facewear.,Brown Cat Eye Glasses,0,0,0,1,0,0,791949,200204,0,16
205,pair of slim frame glasses,pairs of slim frame glasses,A piece of undyed facewear.,Slim Frame Glasses,0,0,0,1,0,0,71054,200205,0,17
206,pair of silver slim frame glasses,pairs of silver slim frame glasses,A piece of silver facewear.,Silver Slim Frame Glasses,0,0,0,1,0,0,136590,200206,0,17
207,pair of gold slim frame glasses,pairs of gold slim frame glasses,A piece of gold facewear.,Gold Slim Frame Glasses,0,0,0,1,0,0,202126,200207,0,17
208,pair of black slim frame glasses,pairs of black slim frame glasses,A piece of black facewear.,Black Slim Frame Glasses,0,0,0,1,0,0,267662,200208,0,17
209,pair of white slim frame glasses,pairs of white slim frame glasses,A piece of white facewear.,White Slim Frame Glasses,0,0,0,1,0,0,333198,200209,0,17
210,pair of grey slim frame glasses,pairs of grey slim frame glasses,A piece of grey facewear.,Grey Slim Frame Glasses,0,0,0,1,0,0,398734,200210,0,17
211,pair of red slim frame glasses,pairs of red slim frame glasses,A piece of red facewear.,Red Slim Frame Glasses,0,0,0,1,0,0,464270,200211,0,17
212,pair of blue slim frame glasses,pairs of blue slim frame glasses,A piece of blue facewear.,Blue Slim Frame Glasses,0,0,0,1,0,0,529806,200212,0,17
213,pair of green slim frame glasses,pairs of green slim frame glasses,A piece of green facewear.,Green Slim Frame Glasses,0,0,0,1,0,0,595342,200213,0,17
214,pair of brass slim frame glasses,pairs of brass slim frame glasses,A piece of brass facewear.,Brass Slim Frame Glasses,0,0,0,1,0,0,660878,200214,0,17
215,pair of purple slim frame glasses,pairs of purple slim frame glasses,A piece of purple facewear.,Purple Slim Frame Glasses,0,0,0,1,0,0,726414,200215,0,17
216,pair of brown slim frame glasses,pairs of brown slim frame glasses,A piece of brown facewear.,Brown Slim Frame Glasses,0,0,0,1,0,0,791950,200216,0,17
217,pair of tinted goggles,pairs of tinted goggles,A piece of undyed facewear.,Tinted Goggles,0,0,0,1,0,0,71055,200217,0,18
218,pair of silver tinted goggles,pairs of silver tinted goggles,A piece of silver facewear.,Silver Tinted Goggles,0,0,0,1,0,0,136591,200218,0,18
219,pair of gold tinted goggles,pairs of gold tinted goggles,A piece of gold facewear.,Gold Tinted Goggles,0,0,0,1,0,0,202127,200219,0,18
220,pair of black tinted goggles,pairs of black tinted goggles,A piece of black facewear.,Black Tinted Goggles,0,0,0,1,0,0,267663,200220,0,18
221,pair of white tinted goggles,pairs of white tinted goggles,A piece of white facewear.,White Tinted Goggles,0,0,0,1,0,0,333199,200221,0,18
222,pair of grey tinted goggles,pairs of grey tinted goggles,A piece of grey facewear.,Grey Tinted Goggles,0,0,0,1,0,0,398735,200222,0,18
223,pair of red tinted goggles,pairs of red tinted goggles,A piece of red facewear.,Red Tinted Goggles,0,0,0,1,0,0,464271,200223,0,18
224,pair of blue tinted goggles,pairs of blue tinted goggles,A piece of blue facewear.,Blue Tinted Goggles,0,0,0,1,0,0,529807,200224,0,18
225,pair of green tinted goggles,pairs of green tinted goggles,A piece of green facewear.,Green Tinted Goggles,0,0,0,1,0,0,595343,200225,0,18
226,pair of brass tinted goggles,pairs of brass tinted goggles,A piece of brass facewear.,Brass Tinted Goggles,0,0,0,1,0,0,660879,200226,0,18
227,pair of purple tinted goggles,pairs of purple tinted goggles,A piece of purple facewear.,Purple Tinted Goggles,0,0,0,1,0,0,726415,200227,0,18
228,pair of brown tinted goggles,pairs of brown tinted goggles,A piece of brown facewear.,Brown Tinted Goggles,0,0,0,1,0,0,791951,200228,0,18
229,eyepatch (left),eyepatches (left),A piece of undyed facewear.,Eyepatch (Left),0,0,1,1,0,0,71056,200229,0,19
230,silver eyepatch (left),silver eyepatches (left),A piece of silver facewear.,Silver Eyepatch (Left),0,0,0,1,0,0,136592,200230,0,19
231,gold eyepatch (left),gold eyepatches (left),A piece of gold facewear.,Gold Eyepatch (Left),0,0,0,1,0,0,202128,200231,0,19
232,black eyepatch (left),black eyepatches (left),A piece of black facewear.,Black Eyepatch (Left),0,0,0,1,0,0,267664,200232,0,19
233,white eyepatch (left),white eyepatches (left),A piece of white facewear.,White Eyepatch (Left),0,0,0,1,0,0,333200,200233,0,19
234,grey eyepatch (left),grey eyepatches (left),A piece of grey facewear.,Grey Eyepatch (Left),0,0,0,1,0,0,398736,200234,0,19
235,red eyepatch (left),red eyepatches (left),A piece of red facewear.,Red Eyepatch (Left),0,0,0,1,0,0,464272,200235,0,19
236,blue eyepatch (left),blue eyepatches (left),A piece of blue facewear.,Blue Eyepatch (Left),0,0,0,1,0,0,529808,200236,0,19
237,green eyepatch (left),green eyepatches (left),A piece of green facewear.,Green Eyepatch (Left),0,0,0,1,0,0,595344,200237,0,19
238,brass eyepatch (left),brass eyepatches (left),A piece of brass facewear.,Brass Eyepatch (Left),0,0,0,1,0,0,660880,200238,0,19
239,purple eyepatch (left),purple eyepatches (left),A piece of purple facewear.,Purple Eyepatch (Left),0,0,0,1,0,0,726416,200239,0,19
240,brown eyepatch (left),brown eyepatches (left),A piece of brown facewear.,Brown Eyepatch (Left),0,0,0,1,0,0,791952,200240,0,19
241,eyepatch (right),eyepatches (right),A piece of undyed facewear.,Eyepatch (Right),0,0,1,1,0,0,71057,200241,0,20
242,silver eyepatch (right),silver eyepatches (right),A piece of silver facewear.,Silver Eyepatch (Right),0,0,0,1,0,0,136593,200242,0,20
243,gold eyepatch (right),gold eyepatches (right),A piece of gold facewear.,Gold Eyepatch (Right),0,0,0,1,0,0,202129,200243,0,20
244,black eyepatch (right),black eyepatches (right),A piece of black facewear.,Black Eyepatch (Right),0,0,0,1,0,0,267665,200244,0,20
245,white eyepatch (right),white eyepatches (right),A piece of white facewear.,White Eyepatch (Right),0,0,0,1,0,0,333201,200245,0,20
246,grey eyepatch (right),grey eyepatches (right),A piece of grey facewear.,Grey Eyepatch (Right),0,0,0,1,0,0,398737,200246,0,20
247,red eyepatch (right),red eyepatches (right),A piece of red facewear.,Red Eyepatch (Right),0,0,0,1,0,0,464273,200247,0,20
248,blue eyepatch (right),blue eyepatches (right),A piece of blue facewear.,Blue Eyepatch (Right),0,0,0,1,0,0,529809,200248,0,20
249,green eyepatch (right),green eyepatches (right),A piece of green facewear.,Green Eyepatch (Right),0,0,0,1,0,0,595345,200249,0,20
250,brass eyepatch (right),brass eyepatches (right),A piece of brass facewear.,Brass Eyepatch (Right),0,0,0,1,0,0,660881,200250,0,20
251,purple eyepatch (right),purple eyepatches (right),A piece of purple facewear.,Purple Eyepatch (Right),0,0,0,1,0,0,726417,200251,0,20
252,brown eyepatch (right),brown eyepatches (right),A piece of brown facewear.,Brown Eyepatch (Right),0,0,0,1,0,0,791953,200252,0,20
253,metallic eyepatch (left),metallic eyepatches (left),A piece of undyed facewear.,Metallic Eyepatch (Left),0,0,0,1,0,0,71058,200253,0,21
254,silver metallic eyepatch (left),silver metallic eyepatches (left),A piece of silver facewear.,Silver Metallic Eyepatch (Left),0,0,0,1,0,0,136594,200254,0,21
255,gold metallic eyepatch (left),gold metallic eyepatches (left),A piece of gold facewear.,Gold Metallic Eyepatch (Left),0,0,0,1,0,0,202130,200255,0,21
256,black metallic eyepatch (left),black metallic eyepatches (left),A piece of black facewear.,Black Metallic Eyepatch (Left),0,0,0,1,0,0,267666,200256,0,21
257,white metallic eyepatch (left),white metallic eyepatches (left),A piece of white facewear.,White Metallic Eyepatch (Left),0,0,0,1,0,0,333202,200257,0,21
258,grey metallic eyepatch (left),grey metallic eyepatches (left),A piece of grey facewear.,Grey Metallic Eyepatch (Left),0,0,0,1,0,0,398738,200258,0,21
259,red metallic eyepatch (left),red metallic eyepatches (left),A piece of red facewear.,Red Metallic Eyepatch (Left),0,0,0,1,0,0,464274,200259,0,21
260,blue metallic eyepatch (left),blue metallic eyepatches (left),A piece of blue facewear.,Blue Metallic Eyepatch (Left),0,0,0,1,0,0,529810,200260,0,21
261,green metallic eyepatch (left),green metallic eyepatches (left),A piece of green facewear.,Green Metallic Eyepatch (Left),0,0,0,1,0,0,595346,200261,0,21
262,brass metallic eyepatch (left),brass metallic eyepatches (left),A piece of brass facewear.,Brass Metallic Eyepatch (Left),0,0,0,1,0,0,660882,200262,0,21
263,purple metallic eyepatch (left),purple metallic eyepatches (left),A piece of purple facewear.,Purple Metallic Eyepatch (Left),0,0,0,1,0,0,726418,200263,0,21
264,brown metallic eyepatch (left),brown metallic eyepatches (left),A piece of brown facewear.,Brown Metallic Eyepatch (Left),0,0,0,1,0,0,791954,200264,0,21
265,metallic eyepatch (right),metallic eyepatches (right),A piece of undyed facewear.,Metallic Eyepatch (Right),0,0,0,1,0,0,71059,200265,0,22
266,silver metallic eyepatch (right),silver metallic eyepatches (right),A piece of silver facewear.,Silver Metallic Eyepatch (Right),0,0,0,1,0,0,136595,200266,0,22
267,gold metallic eyepatch (right),gold metallic eyepatches (right),A piece of gold facewear.,Gold Metallic Eyepatch (Right),0,0,0,1,0,0,202131,200267,0,22
268,black metallic eyepatch (right),black metallic eyepatches (right),A piece of black facewear.,Black Metallic Eyepatch (Right),0,0,0,1,0,0,267667,200268,0,22
269,white metallic eyepatch (right),white metallic eyepatches (right),A piece of white facewear.,White Metallic Eyepatch (Right),0,0,0,1,0,0,333203,200269,0,22
270,grey metallic eyepatch (right),grey metallic eyepatches (right),A piece of grey facewear.,Grey Metallic Eyepatch (Right),0,0,0,1,0,0,398739,200270,0,22
271,red metallic eyepatch (right),red metallic eyepatches (right),A piece of red facewear.,Red Metallic Eyepatch (Right),0,0,0,1,0,0,464275,200271,0,22
272,blue metallic eyepatch (right),blue metallic eyepatches (right),A piece of blue facewear.,Blue Metallic Eyepatch (Right),0,0,0,1,0,0,529811,200272,0,22
273,green metallic eyepatch (right),green metallic eyepatches (right),A piece of green facewear.,Green Metallic Eyepatch (Right),0,0,0,1,0,0,595347,200273,0,22
274,brass metallic eyepatch (right),brass metallic eyepatches (right),A piece of brass facewear.,Brass Metallic Eyepatch (Right),0,0,0,1,0,0,660883,200274,0,22
275,purple metallic eyepatch (right),purple metallic eyepatches (right),A piece of purple facewear.,Purple Metallic Eyepatch (Right),0,0,0,1,0,0,726419,200275,0,22
276,brown metallic eyepatch (right),brown metallic eyepatches (right),A piece of brown facewear.,Brown Metallic Eyepatch (Right),0,0,0,1,0,0,791955,200276,0,22
277,pair of coeurl eyeglasses,pairs of coeurl eyeglasses,A piece of undyed facewear.,Coeurl Eyeglasses,0,0,0,1,0,0,71060,200277,0,23
278,pair of silver coeurl eyeglasses,pairs of silver coeurl eyeglasses,A piece of silver facewear.,Silver Coeurl Eyeglasses,0,0,0,1,0,0,136596,200278,0,23
279,pair of gold coeurl eyeglasses,pairs of gold coeurl eyeglasses,A piece of gold facewear.,Gold Coeurl Eyeglasses,0,0,0,1,0,0,202132,200279,0,23
280,pair of black coeurl eyeglasses,pairs of black coeurl eyeglasses,A piece of black facewear.,Black Coeurl Eyeglasses,0,0,0,1,0,0,267668,200280,0,23
281,pair of white coeurl eyeglasses,pairs of white coeurl eyeglasses,A piece of white facewear.,White Coeurl Eyeglasses,0,0,0,1,0,0,333204,200281,0,23
282,pair of grey coeurl eyeglasses,pairs of grey coeurl eyeglasses,A piece of grey facewear.,Grey Coeurl Eyeglasses,0,0,0,1,0,0,398740,200282,0,23
283,pair of red coeurl eyeglasses,pairs of red coeurl eyeglasses,A piece of red facewear.,Red Coeurl Eyeglasses,0,0,0,1,0,0,464276,200283,0,23
284,pair of blue coeurl eyeglasses,pairs of blue coeurl eyeglasses,A piece of blue facewear.,Blue Coeurl Eyeglasses,0,0,0,1,0,0,529812,200284,0,23
285,pair of green coeurl eyeglasses,pairs of green coeurl eyeglasses,A piece of green facewear.,Green Coeurl Eyeglasses,0,0,0,1,0,0,595348,200285,0,23
286,pair of brass coeurl eyeglasses,pairs of brass coeurl eyeglasses,A piece of brass facewear.,Brass Coeurl Eyeglasses,0,0,0,1,0,0,660884,200286,0,23
287,pair of purple coeurl eyeglasses,pairs of purple coeurl eyeglasses,A piece of purple facewear.,Purple Coeurl Eyeglasses,0,0,0,1,0,0,726420,200287,0,23
288,pair of brown coeurl eyeglasses,pairs of brown coeurl eyeglasses,A piece of brown facewear.,Brown Coeurl Eyeglasses,0,0,0,1,0,0,791956,200288,0,23
289,pair of reading glasses,pairs of reading glasses,A piece of undyed facewear.,Reading Glasses,0,0,0,1,0,0,71061,200289,0,24
290,pair of silver reading glasses,pairs of silver reading glasses,A piece of silver facewear.,Silver Reading Glasses,0,0,0,1,0,0,136597,200290,0,24
291,pair of gold reading glasses,pairs of gold reading glasses,A piece of gold facewear.,Gold Reading Glasses,0,0,0,1,0,0,202133,200291,0,24
292,pair of black reading glasses,pairs of black reading glasses,A piece of black facewear.,Black Reading Glasses,0,0,0,1,0,0,267669,200292,0,24
293,pair of white reading glasses,pairs of white reading glasses,A piece of white facewear.,White Reading Glasses,0,0,0,1,0,0,333205,200293,0,24
294,pair of grey reading glasses,pairs of grey reading glasses,A piece of grey facewear.,Grey Reading Glasses,0,0,0,1,0,0,398741,200294,0,24
295,pair of red reading glasses,pairs of red reading glasses,A piece of red facewear.,Red Reading Glasses,0,0,0,1,0,0,464277,200295,0,24
296,pair of blue reading glasses,pairs of blue reading glasses,A piece of blue facewear.,Blue Reading Glasses,0,0,0,1,0,0,529813,200296,0,24
297,pair of green reading glasses,pairs of green reading glasses,A piece of green facewear.,Green Reading Glasses,0,0,0,1,0,0,595349,200297,0,24
298,pair of brass reading glasses,pairs of brass reading glasses,A piece of brass facewear.,Brass Reading Glasses,0,0,0,1,0,0,660885,200298,0,24
299,pair of purple reading glasses,pairs of purple reading glasses,A piece of purple facewear.,Purple Reading Glasses,0,0,0,1,0,0,726421,200299,0,24
300,pair of brown reading glasses,pairs of brown reading glasses,A piece of brown facewear.,Brown Reading Glasses,0,0,0,1,0,0,791957,200300,0,24
301,pair of tinted sunglasses,pairs of tinted sunglasses,A piece of undyed facewear.,Tinted Sunglasses,0,0,0,1,0,0,71062,200301,0,25
302,pair of silver tinted sunglasses,pairs of silver tinted sunglasses,A piece of silver facewear.,Silver Tinted Sunglasses,0,0,0,1,0,0,136598,200302,0,25
303,pair of gold tinted sunglasses,pairs of gold tinted sunglasses,A piece of gold facewear.,Gold Tinted Sunglasses,0,0,0,1,0,0,202134,200303,0,25
304,pair of black tinted sunglasses,pairs of black tinted sunglasses,A piece of black facewear.,Black Tinted Sunglasses,0,0,0,1,0,0,267670,200304,0,25
305,pair of white tinted sunglasses,pairs of white tinted sunglasses,A piece of white facewear.,White Tinted Sunglasses,0,0,0,1,0,0,333206,200305,0,25
306,pair of grey tinted sunglasses,pairs of grey tinted sunglasses,A piece of grey facewear.,Grey Tinted Sunglasses,0,0,0,1,0,0,398742,200306,0,25
307,pair of red tinted sunglasses,pairs of red tinted sunglasses,A piece of red facewear.,Red Tinted Sunglasses,0,0,0,1,0,0,464278,200307,0,25
308,pair of blue tinted sunglasses,pairs of blue tinted sunglasses,A piece of blue facewear.,Blue Tinted Sunglasses,0,0,0,1,0,0,529814,200308,0,25
309,pair of green tinted sunglasses,pairs of green tinted sunglasses,A piece of green facewear.,Green Tinted Sunglasses,0,0,0,1,0,0,595350,200309,0,25
310,pair of brass tinted sunglasses,pairs of brass tinted sunglasses,A piece of brass facewear.,Brass Tinted Sunglasses,0,0,0,1,0,0,660886,200310,0,25
311,pair of purple tinted sunglasses,pairs of purple tinted sunglasses,A piece of purple facewear.,Purple Tinted Sunglasses,0,0,0,1,0,0,726422,200311,0,25
312,pair of brown tinted sunglasses,pairs of brown tinted sunglasses,A piece of brown facewear.,Brown Tinted Sunglasses,0,0,0,1,0,0,791958,200312,0,25
313,pair of groovy glasses,pairs of groovy glasses,A piece of undyed facewear.,Groovy Glasses,0,0,0,1,0,0,71063,200313,0,26
314,pair of silver groovy glasses,pairs of silver groovy glasses,A piece of silver facewear.,Silver Groovy Glasses,0,0,0,1,0,0,136599,200314,0,26
315,pair of gold groovy glasses,pairs of gold groovy glasses,A piece of gold facewear.,Gold Groovy Glasses,0,0,0,1,0,0,202135,200315,0,26
316,pair of black groovy glasses,pairs of black groovy glasses,A piece of black facewear.,Black Groovy Glasses,0,0,0,1,0,0,267671,200316,0,26
317,pair of white groovy glasses,pairs of white groovy glasses,A piece of white facewear.,White Groovy Glasses,0,0,0,1,0,0,333207,200317,0,26
318,pair of grey groovy glasses,pairs of grey groovy glasses,A piece of grey facewear.,Grey Groovy Glasses,0,0,0,1,0,0,398743,200318,0,26
319,pair of red groovy glasses,pairs of red groovy glasses,A piece of red facewear.,Red Groovy Glasses,0,0,0,1,0,0,464279,200319,0,26
320,pair of blue groovy glasses,pairs of blue groovy glasses,A piece of blue facewear.,Blue Groovy Glasses,0,0,0,1,0,0,529815,200320,0,26
321,pair of green groovy glasses,pairs of green groovy glasses,A piece of green facewear.,Green Groovy Glasses,0,0,0,1,0,0,595351,200321,0,26
322,pair of brass groovy glasses,pairs of brass groovy glasses,A piece of brass facewear.,Brass Groovy Glasses,0,0,0,1,0,0,660887,200322,0,26
323,pair of purple groovy glasses,pairs of purple groovy glasses,A piece of purple facewear.,Purple Groovy Glasses,0,0,0,1,0,0,726423,200323,0,26
324,pair of brown groovy glasses,pairs of brown groovy glasses,A piece of brown facewear.,Brown Groovy Glasses,0,0,0,1,0,0,791959,200324,0,26
325,pair of rectangular glasses,pairs of rectangular glasses,A piece of undyed facewear.,Rectangular Glasses,0,0,0,1,0,0,71064,200325,0,27
326,pair of silver rectangular glasses,pairs of silver rectangular glasses,A piece of silver facewear.,Silver Rectangular Glasses,0,0,0,1,0,0,136600,200326,0,27
327,pair of gold rectangular glasses,pairs of gold rectangular glasses,A piece of gold facewear.,Gold Rectangular Glasses,0,0,0,1,0,0,202136,200327,0,27
328,pair of black rectangular glasses,pairs of black rectangular glasses,A piece of black facewear.,Black Rectangular Glasses,0,0,0,1,0,0,267672,200328,0,27
329,pair of white rectangular glasses,pairs of white rectangular glasses,A piece of white facewear.,White Rectangular Glasses,0,0,0,1,0,0,333208,200329,0,27
330,pair of grey rectangular glasses,pairs of grey rectangular glasses,A piece of grey facewear.,Grey Rectangular Glasses,0,0,0,1,0,0,398744,200330,0,27
331,pair of red rectangular glasses,pairs of red rectangular glasses,A piece of red facewear.,Red Rectangular Glasses,0,0,0,1,0,0,464280,200331,0,27
332,pair of blue rectangular glasses,pairs of blue rectangular glasses,A piece of blue facewear.,Blue Rectangular Glasses,0,0,0,1,0,0,529816,200332,0,27
333,pair of green rectangular glasses,pairs of green rectangular glasses,A piece of green facewear.,Green Rectangular Glasses,0,0,0,1,0,0,595352,200333,0,27
334,pair of brass rectangular glasses,pairs of brass rectangular glasses,A piece of brass facewear.,Brass Rectangular Glasses,0,0,0,1,0,0,660888,200334,0,27
335,pair of purple rectangular glasses,pairs of purple rectangular glasses,A piece of purple facewear.,Purple Rectangular Glasses,0,0,0,1,0,0,726424,200335,0,27
336,pair of brown rectangular glasses,pairs of brown rectangular glasses,A piece of brown facewear.,Brown Rectangular Glasses,0,0,0,1,0,0,791960,200336,0,27
337,pair of bold-rimmed glasses,pairs of bold-rimmed glasses,A piece of undyed facewear.,Bold-rimmed Glasses,0,0,0,1,0,0,71065,200337,0,28
338,pair of silver bold-rimmed glasses,pairs of silver bold-rimmed glasses,A piece of silver facewear.,Silver Bold-rimmed Glasses,0,0,0,1,0,0,136601,200338,0,28
339,pair of gold bold-rimmed glasses,pairs of gold bold-rimmed glasses,A piece of gold facewear.,Gold Bold-rimmed Glasses,0,0,0,1,0,0,202137,200339,0,28
340,pair of black bold-rimmed glasses,pairs of black bold-rimmed glasses,A piece of black facewear.,Black Bold-rimmed Glasses,0,0,0,1,0,0,267673,200340,0,28
341,pair of white bold-rimmed glasses,pairs of white bold-rimmed glasses,A piece of white facewear.,White Bold-rimmed Glasses,0,0,0,1,0,0,333209,200341,0,28
342,pair of grey bold-rimmed glasses,pairs of grey bold-rimmed glasses,A piece of grey facewear.,Grey Bold-rimmed Glasses,0,0,0,1,0,0,398745,200342,0,28
343,pair of red bold-rimmed glasses,pairs of red bold-rimmed glasses,A piece of red facewear.,Red Bold-rimmed Glasses,0,0,0,1,0,0,464281,200343,0,28
344,pair of blue bold-rimmed glasses,pairs of blue bold-rimmed glasses,A piece of blue facewear.,Blue Bold-rimmed Glasses,0,0,0,1,0,0,529817,200344,0,28
345,pair of green bold-rimmed glasses,pairs of green bold-rimmed glasses,A piece of green facewear.,Green Bold-rimmed Glasses,0,0,0,1,0,0,595353,200345,0,28
346,pair of brass bold-rimmed glasses,pairs of brass bold-rimmed glasses,A piece of brass facewear.,Brass Bold-rimmed Glasses,0,0,0,1,0,0,660889,200346,0,28
347,pair of purple bold-rimmed glasses,pairs of purple bold-rimmed glasses,A piece of purple facewear.,Purple Bold-rimmed Glasses,0,0,0,1,0,0,726425,200347,0,28
348,pair of brown bold-rimmed glasses,pairs of brown bold-rimmed glasses,A piece of brown facewear.,Brown Bold-rimmed Glasses,0,0,0,1,0,0,791961,200348,0,28
349,mythril-edged eyepatch (left),mythril-edged eyepatches (left),A piece of undyed facewear.,Mythril-edged Eyepatch (Left),0,0,0,1,0,0,71066,200349,0,29
350,silver mythril-edged eyepatch (left),silver mythril-edged eyepatches (left),A piece of silver facewear.,Silver Mythril-edged Eyepatch (Left),0,0,0,1,0,0,136602,200350,0,29
351,gold mythril-edged eyepatch (left),gold mythril-edged eyepatches (left),A piece of gold facewear.,Gold Mythril-edged Eyepatch (Left),0,0,0,1,0,0,202138,200351,0,29
352,black mythril-edged eyepatch (left),black mythril-edged eyepatches (left),A piece of black facewear.,Black Mythril-edged Eyepatch (Left),0,0,0,1,0,0,267674,200352,0,29
353,white mythril-edged eyepatch (left),white mythril-edged eyepatches (left),A piece of white facewear.,White Mythril-edged Eyepatch (Left),0,0,0,1,0,0,333210,200353,0,29
354,grey mythril-edged eyepatch (left),grey mythril-edged eyepatches (left),A piece of grey facewear.,Grey Mythril-edged Eyepatch (Left),0,0,0,1,0,0,398746,200354,0,29
355,red mythril-edged eyepatch (left),red mythril-edged eyepatches (left),A piece of red facewear.,Red Mythril-edged Eyepatch (Left),0,0,0,1,0,0,464282,200355,0,29
356,blue mythril-edged eyepatch (left),blue mythril-edged eyepatches (left),A piece of blue facewear.,Blue Mythril-edged Eyepatch (Left),0,0,0,1,0,0,529818,200356,0,29
357,green mythril-edged eyepatch (left),green mythril-edged eyepatches (left),A piece of green facewear.,Green Mythril-edged Eyepatch (Left),0,0,0,1,0,0,595354,200357,0,29
358,brass mythril-edged eyepatch (left),brass mythril-edged eyepatches (left),A piece of brass facewear.,Brass Mythril-edged Eyepatch (Left),0,0,0,1,0,0,660890,200358,0,29
359,purple mythril-edged eyepatch (left),purple mythril-edged eyepatches (left),A piece of purple facewear.,Purple Mythril-edged Eyepatch (Left),0,0,0,1,0,0,726426,200359,0,29
360,brown mythril-edged eyepatch (left),brown mythril-edged eyepatches (left),A piece of brown facewear.,Brown Mythril-edged Eyepatch (Left),0,0,0,1,0,0,791962,200360,0,29
361,mythril-edged eyepatch (right),mythril-edged eyepatches (right),A piece of undyed facewear.,Mythril-edged Eyepatch (Right),0,0,0,1,0,0,71067,200361,0,30
362,silver mythril-edged eyepatch (right),silver mythril-edged eyepatches (right),A piece of silver facewear.,Silver Mythril-edged Eyepatch (Right),0,0,0,1,0,0,136603,200362,0,30
363,gold mythril-edged eyepatch (right),gold mythril-edged eyepatches (right),A piece of gold facewear.,Gold Mythril-edged Eyepatch (Right),0,0,0,1,0,0,202139,200363,0,30
364,black mythril-edged eyepatch (right),black mythril-edged eyepatches (right),A piece of black facewear.,Black Mythril-edged Eyepatch (Right),0,0,0,1,0,0,267675,200364,0,30
365,white mythril-edged eyepatch (right),white mythril-edged eyepatches (right),A piece of white facewear.,White Mythril-edged Eyepatch (Right),0,0,0,1,0,0,333211,200365,0,30
366,grey mythril-edged eyepatch (right),grey mythril-edged eyepatches (right),A piece of grey facewear.,Grey Mythril-edged Eyepatch (Right),0,0,0,1,0,0,398747,200366,0,30
367,red mythril-edged eyepatch (right),red mythril-edged eyepatches (right),A piece of red facewear.,Red Mythril-edged Eyepatch (Right),0,0,0,1,0,0,464283,200367,0,30
368,blue mythril-edged eyepatch (right),blue mythril-edged eyepatches (right),A piece of blue facewear.,Blue Mythril-edged Eyepatch (Right),0,0,0,1,0,0,529819,200368,0,30
369,green mythril-edged eyepatch (right),green mythril-edged eyepatches (right),A piece of green facewear.,Green Mythril-edged Eyepatch (Right),0,0,0,1,0,0,595355,200369,0,30
370,brass mythril-edged eyepatch (right),brass mythril-edged eyepatches (right),A piece of brass facewear.,Brass Mythril-edged Eyepatch (Right),0,0,0,1,0,0,660891,200370,0,30
371,purple mythril-edged eyepatch (right),purple mythril-edged eyepatches (right),A piece of purple facewear.,Purple Mythril-edged Eyepatch (Right),0,0,0,1,0,0,726427,200371,0,30
372,brown mythril-edged eyepatch (right),brown mythril-edged eyepatches (right),A piece of brown facewear.,Brown Mythril-edged Eyepatch (Right),0,0,0,1,0,0,791963,200372,0,30
373,ornamented leather eyepatch (left),ornamented leather eyepatches (left),A piece of undyed facewear.,Ornamented Leather Eyepatch (Left),0,0,1,1,0,0,71068,200373,0,31
374,silver ornamented leather eyepatch (left),silver ornamented leather eyepatches (left),A piece of silver facewear.,Silver Ornamented Leather Eyepatch (Left),0,0,0,1,0,0,136604,200374,0,31
375,gold ornamented leather eyepatch (left),gold ornamented leather eyepatches (left),A piece of gold facewear.,Gold Ornamented Leather Eyepatch (Left),0,0,0,1,0,0,202140,200375,0,31
376,black ornamented leather eyepatch (left),black ornamented leather eyepatches (left),A piece of black facewear.,Black Ornamented Leather Eyepatch (Left),0,0,0,1,0,0,267676,200376,0,31
377,white ornamented leather eyepatch (left),white ornamented leather eyepatches (left),A piece of white facewear.,White Ornamented Leather Eyepatch (Left),0,0,0,1,0,0,333212,200377,0,31
