#,Masculine,Feminine,IsPrefix,Order
573,The Risensung Miner,The Risensung Miner,False,1639
574,The Risensung Botanist,The Risensung Botanist,False,1640
575,The Risensung Fisher,The Risensung Fisher,False,1641
576,Jack of All Cards,Jack of All Cards,True,1642
577,Speed Demon,Speed Demon,True,1643
578,The Indefatigable,The Indefatigable,False,1644
579,Lord of Far Waters,Lady of Far Waters,True,1645
580,Big Fish,Big Fish,True,1646
581,Charlemend's Angel,Charlemend's Angel,True,1647
582,Lifesaver,Lifesaver,True,1648
583,Dawn Treader,Dawn Treader,True,1649
584,Witness to the Dark Apocalypse,Witness to the Dark Apocalypse,True,1650
585,Dalriada Raider,Dalriada Raider,True,1651
586,The Hypertuned,The Hypertuned,False,1652
587,Commander Conqueror,Commander Conqueror,True,1653
588,Lyon Tamer,Lyon Tamer,True,1654
589,Hero of Zadnor,Hero of Zadnor,True,1655
590,Gunnhildr's Blade,Gunnhildr's Blade,True,1656
591,The Emblazoned,The Emblazoned,False,1657
592,Queen's Elect,Queen's Elect,True,1658
593,At War's Horizon,At War's Horizon,True,1659
594,At Magic's Horizon,At Magic's Horizon,True,1660
595,At Art's Horizon,At Art's Horizon,True,1661
596,At Land's Horizon,At Land's Horizon,True,1662
597,Magus Resister,Magus Resister,True,1663
598,Moonwalker,Moonwalker,True,1664
599,Lightingway,Lightingway,True,1665
600,Vrtra's Valiant,Vrtra's Valiant,True,1666
601,Elpiphoros,Elpiphoros,True,1667
602,Hope's Legacy,Hope's Legacy,True,1668
603,Endwalker,Endwalker,True,1669
604,Lemures,Lemures,True,1670
605,The Sagacious,The Sagacious,False,1671
606,Erudite Smith,Erudite Smith,True,1672
607,Erudite Artisan,Erudite Artisan,True,1673
608,Erudite Apothecary,Erudite Apothecary,True,1674
609,Erudite Seeker,Erudite Seeker,True,1675
610,Erudite Angler,Erudite Angler,True,1676
611,Honorary Academic,Honorary Academic,True,1677
612,The Seventh Dawn,The Seventh Dawn,False,1678
613,Of Unbreakable Oath,Of Unbreakable Oath,False,1679
614,Of Unbreakable Steel,Of Unbreakable Steel,False,1680
615,Of Unbreakable Principle,Of Unbreakable Principle,False,1681
616,Of Unbreakable Lealty,Of Unbreakable Lealty,False,1682
617,Gleaning Machine,Gleaning Machine,True,1683
618,The Keen,The Keen,False,1684
619,The Excruciatingly Excited,The Excruciatingly Excited,False,1685
620,On the Hype Tron,On the Hype Tron,False,1686
621,Lunaire Riche,Lunaire Riche,True,1687
622,Patron of the Fates,Patron of the Fates,True,1688
623,The Arbiter,The Arbiter,False,1689
624,Bronze Bearer,Bronze Bearer,True,1690
625,Silver Bearer,Silver Bearer,True,1691
626,Gold Bearer,Gold Bearer,True,1692
627,Platinum Bearer,Platinum Bearer,True,1693
628,Diamond Bearer,Diamond Bearer,True,1694
629,Crystal Keeper,Crystal Keeper,True,1695
630,Of the Final Conflict,Of the Final Conflict,False,1696
631,Of the Endless Conflict,Of the Endless Conflict,False,1697
632,Of the Rising Conflict,Of the Rising Conflict,False,1698
633,Hippo Hero,Hippo Hero,True,1699
634,Ami d'Améliance,Amie d'Améliance,True,1700
635,Academic Advocate,Academic Advocate,True,1701
636,The Heavens' Legend,The Heavens' Legend,False,1702
637,Newfound Adventurer,Newfound Adventurer,True,1703
638,Blessed Relief,Blessed Relief,True,1704
639,Makai Samurai,Makai Samurai,True,1705
640,Makai Red Mage,Makai Red Mage,True,1706
641,Makai Gunbreaker,Makai Gunbreaker,True,1707
642,Makai Dancer,Makai Dancer,True,1708
643,Makai Reaper,Makai Reaper,True,1709
644,Makai Sage,Makai Sage,True,1710
645,Sanctuary Seeker,Sanctuary Seeker,True,1711
646,Trader of Paradise,Trader of Paradise,True,1712
647,Cieldalaes Connoisseur,Cieldalaes Connoisseur,True,1713
648,Voidbound,Voidbound,True,1714
649,Of the Final Conflict,Of the Final Conflict,False,1715
650,Of the Endless Conflict,Of the Endless Conflict,False,1716
651,Of the Rising Conflict,Of the Rising Conflict,False,1717
652,Of the Final Conflict,Of the Final Conflict,False,1718
653,Of the Endless Conflict,Of the Endless Conflict,False,1719
654,Of the Rising Conflict,Of the Rising Conflict,False,1720
655,Barista at the End of the Universe,Barista at the End of the Universe,True,1721
656,Sultana's Shadow,Sultana's Shadow,True,1722
657,Infamy of Sil'dih,Infamy of Sil'dih,True,1723
658,Fiendslayer,Fiendslayer,True,1724
659,Leaf Whisperer,Leaf Whisperer,True,1725
660,Man-maker,Man-maker,True,1726
661,Duskfall,Duskfall,True,1727
662,True Steel,True Steel,True,1728
663,Once and Future King,Once and Future Queen,True,1729
664,The Accursed,The Accursed,False,1730
665,Sovereign Hero,Sovereign Hero,True,1731
666,Dreaming Worker,Dreaming Worker,True,1732
667,The Alpha Legend,The Alpha Legend,False,1733
668,Agonistes,Agonistes,True,1734
669,Gymnasiarch,Gymnasiarch,True,1735
670,Olympian,Olympian,True,1736
671,Of the Final Conflict,Of the Final Conflict,False,1737
672,Of the Endless Conflict,Of the Endless Conflict,False,1738
673,Of the Rising Conflict,Of the Rising Conflict,False,1739
674,Of the Final Conflict,Of the Final Conflict,False,1740
675,Of the Endless Conflict,Of the Endless Conflict,False,1741
676,Of the Rising Conflict,Of the Rising Conflict,False,1742
677,Throneshaker,Throneshaker,True,1743
678,Wolf of Easy Street,Wolf of Easy Street,True,1744
679,Doom of the Deep,Doom of the Deep,True,1745
680,Sea Comber,Sea Comber,True,1746
681,Squidzure Dragoon,Squidzure Dragoon,True,1747
682,Shrimp Mariner,Shrimp Mariner,True,1748
683,Of the Final Conflict,Of the Final Conflict,False,1749
684,Of the Endless Conflict,Of the Endless Conflict,False,1750
685,Of the Rising Conflict,Of the Rising Conflict,False,1751
686,Of the Final Conflict,Of the Final Conflict,False,1752
687,Of the Endless Conflict,Of the Endless Conflict,False,1753
688,Of the Rising Conflict,Of the Rising Conflict,False,1754
689,CCRC 2023 Champion,CCRC 2023 Champion,True,0
690,CCRC 2023 Finalist,CCRC 2023 Finalist,True,0
691,CCRC 2023 Ranker,CCRC 2023 Ranker,True,0
692,Glitterier than Goldor,Glitterier than Goldor,True,1755
693,Blueblazer,Blueblazer,True,1756
694,Forbidden Blue,Forbidden Blue,True,1757
695,Reincarnator,Reincarnator,True,1758
696,Ascendant Ascetic,Ascendant Ascetic,True,1759
697,Sparrow's Harmony,Sparrow's Harmony,True,1760
698,Force of Nature,Force of Nature,True,1761
699,Sleepless Scholar,Sleepless Scholar,True,1762
700,The Resourceful,The Resourceful,True,1763
701,The Mandervillous,The Mandervillous,True,1764
702,Of the Relentless Sledge,Of the Relentless Sledge,False,1765
703,Of the Keen Hatchet,Of the Keen Hatchet,False,1766
704,Of the Irresistible Lure,Of the Irresistible Lure,False,1767
705,Wavewalker,Wavewalker,True,1768
706,The Final Fish,The Final Fish,False,1769
707,Count of Monte Cowrie,Countess of Monte Cowrie,True,1770
708,King Bean,Queen Bean,True,1771
709,Embraced by Gods,Embraced by Gods,True,1772
710,Of the Twinned Star,Of the Twinned Star,False,1773
711,Wyrm Whisperer,Wyrm Whisperer,True,1774
712,Growing Light,Growing Light,True,1775
713,Sunchaser,Sunchaser,True,1776
714,Of the Final Conflict,Of the Final Conflict,False,1777
715,Of the Endless Conflict,Of the Endless Conflict,False,1778
716,Of the Rising Conflict,Of the Rising Conflict,False,1779
717,Of the Final Conflict,Of the Final Conflict,False,1780
718,Of the Endless Conflict,Of the Endless Conflict,False,1781
719,Of the Rising Conflict,Of the Rising Conflict,False,1782
720,Of the Final Conflict,Of the Final Conflict,False,1783
721,Of the Endless Conflict,Of the Endless Conflict,False,1784
722,Of the Rising Conflict,Of the Rising Conflict,False,1785
723,Epic Hero,Epic Hero,True,1786
724,The First's Foremost,The First's Foremost,False,1787
725,Arbiter of War,Arbiter of War,True,1788
726,Arbiter of Magic,Arbiter of Magic,True,1789
727,Arbiter of the Arts,Arbiter of the Arts,True,1790
728,Arbiter of the Land,Arbiter of the Land,True,1791
729,On the Trail,On the Trail,True,1792
730,Herald of Peace,Herald of Peace,True,1793
731,Sunforged,Sunforged,True,1794
732,Domebreaker,Domebreaker,True,1795
733,Knight of Alexandria,Knight of Alexandria,True,1796
734,Of the New Dawn,Of the New Dawn,False,1797
735,Twinfang,Twinfang,True,1798
736,Picto Perfect,Picto Perfect,True,1799
737,Of Countless Alloys,Of Countless Alloys,False,1800
738,Of Countless Crafts,Of Countless Crafts,False,1801
739,Of Countless Concoctions,Of Countless Concoctions,False,1802
740,Of Countless Treasures,Of Countless Treasures,False,1803
741,Of Countless Catches,Of Countless Catches,False,1804
742,Goldheart,Goldheart,True,1805
743,Of Untarnished Oath,Of Untarnished Oath,False,1806
744,Of Untarnished Steel,Of Untarnished Steel,False,1807
745,Of Untarnished Principle,Of Untarnished Principle,False,1808
746,Of Untarnished Lealty,Of Untarnished Lealty,False,1809
747,Of the Bright Plume,Of the Bright Plume,False,1810
748,Winged Death,Winged Death,True,1811
749,Of the Hidden Cenote,Of the Hidden Cenote,False,1812
750,Of the Brotherhood,Of the Brotherhood,False,1813
751,Of Resplendent Depths,Of Resplendent Depths,False,1814
752,Practically Pelupelu,Practically Pelupelu,True,1815
753,Of the Final Conflict,Of the Final Conflict,False,1816
754,Of the Endless Conflict,Of the Endless Conflict,False,1817
755,Of the Rising Conflict,Of the Rising Conflict,False,1818
756,Of the Final Conflict,Of the Final Conflict,False,1819
757,Of the Endless Conflict,Of the Endless Conflict,False,1820
758,Of the Rising Conflict,Of the Rising Conflict,False,1821
759,Of the Final Conflict,Of the Final Conflict,False,1822
760,Of the Endless Conflict,Of the Endless Conflict,False,1823
761,Of the Rising Conflict,Of the Rising Conflict,False,1824
762,Tourist Wrangler,Tourist Wrangler,True,1825
763,Tracklayer,Tracklayer,True,1826
764,Transdimensional Tycoon,Transdimensional Tycoon,True,1827
765,Of Neon Horizons,Of Neon Horizons,False,1828
766,Sweet Justice,Sweet Justice,True,1829
767,Beader of Bonds,Beader of Bonds,True,1830
768,Genesis of Legends,Genesis of Legends,True,1831
769,Of the Final Conflict,Of the Final Conflict,False,1832
770,Of the Endless Conflict,Of the Endless Conflict,False,1833
771,Of the Rising Conflict,Of the Rising Conflict,False,1834
772,Of the Shining Scale,Of the Shining Scale,False,1835
773,Seeker of Eternity,Seeker of Eternity,True,1836
774,Random Encounter,Random Encounter,True,1837
775,Knower of Fates,Knower of Fates,True,1838
776,Infamy of Blood,Infamy of Blood,True,1839
777,Dead Man's Tale,Dead Man's Tale,True,1840
778,King Among Castaways,Queen Among Castaways,True,1842
779,Persistent Pal,Persistent Pal,True,1843
780,Bunny-blessed,Bunny-blessed,True,1844
781,Ready for Liftoff,Ready for Liftoff,True,1845
782,Framer of Stars,Framer of Stars,True,1846
783,Temperer of Stars,Temperer of Stars,True,1847
784,Forger of Stars,Forger of Stars,True,1848
785,Caster of Stars,Caster of Stars,True,1849
786,Stitcher of Stars,Stitcher of Stars,True,1850
787,Weaver of Stars,Weaver of Stars,True,1851
788,Sublimator of Stars,Sublimator of Stars,True,1852
789,Taster of Stars,Taster of Stars,True,1853
790,Excavator of Stars,Excavator of Stars,True,1854
791,Plucker of Stars,Plucker of Stars,True,1855
792,Angler of Stars,Angler of Stars,True,1856
793,Starlighter,Starlighter,True,1857
794,Starfinder,Starfinder,True,1858
795,Wisher upon Stars,Wisher upon Stars,True,1859
796,Overemployed,Overemployed,True,1841
797,Of the Final Conflict,Of the Final Conflict,False,1860
798,Of the Endless Conflict,Of the Endless Conflict,False,1861
799,Of the Rising Conflict,Of the Rising Conflict,False,1862
800,Of the Final Conflict,Of the Final Conflict,False,1863
801,Of the Endless Conflict,Of the Endless Conflict,False,1864
802,Of the Rising Conflict,Of the Rising Conflict,False,1865
803,Omega Tier,Omega Tier,True,1866
804,Ultima Tier,Ultima Tier,True,1867
805,The Promise of Tomorrow,The Promise of Tomorrow,False,1868
806,Of High Spirits,Of High Spirits,False,1869
807,Of Neon Nights,Of Neon Nights,False,1870
808,Sleepless in Cyberspace,Sleepless in Cyberspace,True,1871
809,Living the Dream,Living the Dream,False,1872
810,Stellar Astronomer,Stellar Astronomer,True,1873
811,Devoted Pilgrim,Devoted Pilgrim,True,1874
812,Saint of Sorrows,Saint of Sorrows,True,1875
813,The Enlightened,The Enlightened,False,1876
814,Curse Curator,Curse Curator,True,1877
815,The First Shadow,The First Shadow,False,1878
816,Grief's Anointed,Grief's Anointed,True,1879
817,The Mourner of Light,The Mourner of Light,False,1880
818,The White Wraith,The White Wraith,False,1881
819,Of the Final Conflict,Of the Final Conflict,False,1882
820,Of the Endless Conflict,Of the Endless Conflict,False,1883
821,Of the Rising Conflict,Of the Rising Conflict,False,1884
822,Of the Final Conflict,Of the Final Conflict,False,1885
823,Of the Endless Conflict,Of the Endless Conflict,False,1886
824,Of the Rising Conflict,Of the Rising Conflict,False,1887
825,Peak Performer,Peak Performer,True,1888
826,,,False,0
827,,,False,0
828,,,False,0
829,Mistcloak,Mistcloak,True,1892
830,,,False,0
831,,,False,0
832,Gravity Defier,Gravity Defier,True,1895
833,Designer of Delight,Designer of Delight,True,1896
