#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
5756,pot of orchard brown dye,pots of orchard brown dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Orchard Brown Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,28,999,40,1,0,0,22809,1,6000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5757,pot of chestnut brown dye,pots of chestnut brown dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Chestnut Brown Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,29,999,216,1,0,0,22809,1,6000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5758,pot of gobbiebag brown dye,pots of gobbiebag brown dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Gobbiebag Brown Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,30,999,334,1,0,0,22809,1,6000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5759,pot of shale brown dye,pots of shale brown dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Shale Brown Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,31,999,216,1,0,0,22809,1,6000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5760,pot of mole brown dye,pots of mole brown dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Mole Brown Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,32,999,40,1,0,0,22809,1,6000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5761,pot of loam brown dye,pots of loam brown dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Loam Brown Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,33,999,216,4,0,0,22809,30,6000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5762,pot of bone white dye,pots of bone white dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Bone White Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,34,999,40,1,0,0,22806,1,8000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5763,pot of ul brown dye,pots of ul brown dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Ul Brown Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,35,999,216,1,0,0,22806,1,8000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5764,pot of desert yellow dye,pots of desert yellow dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Desert Yellow Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,36,999,216,1,0,0,22806,1,8000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5765,pot of honey yellow dye,pots of honey yellow dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Honey Yellow Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,37,999,216,4,0,0,22806,30,8000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5766,pot of millioncorn yellow dye,pots of millioncorn yellow dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Millioncorn Yellow Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,38,999,216,4,0,0,22806,30,8000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5767,pot of coeurl yellow dye,pots of coeurl yellow dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Coeurl Yellow Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,39,999,216,1,0,0,22806,1,8000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5768,pot of cream yellow dye,pots of cream yellow dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Cream Yellow Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,40,999,216,1,0,0,22806,1,8000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5769,pot of Halatali yellow dye,pots of Halatali yellow dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Halatali Yellow Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,41,999,40,1,0,0,22806,1,8000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5770,pot of raisin brown dye,pots of raisin brown dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Raisin Brown Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,42,999,334,1,0,0,22806,1,8000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5771,pot of mud green dye,pots of mud green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Mud Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,43,999,40,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5772,pot of sylph green dye,pots of sylph green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Sylph Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,44,999,216,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5773,pot of lime green dye,pots of lime green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Lime Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,45,999,216,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5774,pot of moss green dye,pots of moss green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Moss Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,46,999,40,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5775,pot of meadow green dye,pots of meadow green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Meadow Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,47,999,216,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5776,pot of olive green dye,pots of olive green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Olive Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,48,999,216,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5777,pot of marsh green dye,pots of marsh green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Marsh Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,49,999,216,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5778,pot of apple green dye,pots of apple green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Apple Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,50,999,334,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5779,pot of cactuar green dye,pots of cactuar green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Cactuar Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,51,999,334,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5780,pot of hunter green dye,pots of hunter green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Hunter Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,52,999,216,4,0,0,22810,30,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5781,pot of ochu green dye,pots of ochu green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Ochu Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,53,999,216,4,0,0,22810,30,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5782,pot of adamantoise green dye,pots of adamantoise green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Adamantoise Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,54,999,334,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5783,pot of Nophica green dye,pots of Nophica green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Nophica Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,55,999,216,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5784,pot of deepwood green dye,pots of deepwood green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Deepwood Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,56,999,216,4,0,0,22810,30,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5785,pot of celeste green dye,pots of celeste green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Celeste Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,57,999,216,4,0,0,22810,30,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5786,pot of turquoise green dye,pots of turquoise green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Turquoise Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,58,999,334,1,0,0,22810,1,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5787,pot of morbol green dye,pots of morbol green dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Morbol Green Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,59,999,216,4,0,0,22810,30,10000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5788,pot of ice blue dye,pots of ice blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Ice Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,60,999,40,1,0,0,22804,1,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5789,pot of sky blue dye,pots of sky blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Sky Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,61,999,40,1,0,0,22804,1,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5790,pot of seafog blue dye,pots of seafog blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Seafog Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,62,999,216,1,0,0,22804,1,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5791,pot of peacock blue dye,pots of peacock blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Peacock Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,63,999,334,1,0,0,22804,1,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5792,pot of Rhotano blue dye,pots of Rhotano blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Rhotano Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,64,999,334,1,0,0,22804,1,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5793,pot of corpse blue dye,pots of corpse blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Corpse Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65,999,216,1,0,0,22804,1,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5794,pot of ceruleum blue dye,pots of ceruleum blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Ceruleum Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,66,999,40,1,0,0,22804,1,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5795,pot of woad blue dye,pots of woad blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Woad Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,67,999,216,4,0,0,22804,30,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5796,pot of ink blue dye,pots of ink blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Ink Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,68,999,216,1,0,0,22804,1,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5797,pot of raptor blue dye,pots of raptor blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Raptor Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,69,999,216,1,0,0,22804,1,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5798,pot of othard blue dye,pots of othard blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Othard Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,70,999,216,4,0,0,22804,30,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5799,pot of storm blue dye,pots of storm blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Storm Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,71,999,216,4,0,0,22804,30,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
5800,pot of void blue dye,pots of void blue dye,"Once in common use as a single-color dye, this item has since been rendered obsolete by the invention of all-purpose dyes capable of producing a wide range of distinct hues.
Can be exchanged for improved dye items at Calamity salvager NPCs.",Void Blue Dye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,72,999,216,4,0,0,22804,30,12000,0,0,0,0,1,60,55,0,0,11,0,2,0,False,True,False,False,False,False,False,False
