#,Path,PathAlly,Type,Unknown0,RestrictYScale,LargeScale
602,z6r1_b3_guillotine_t1,,0,0,True,False
603,z6r1_b4_laser_01k1,,0,0,True,False
604,z6r1_b3_havocspiral_t1,,0,0,True,False
605,z6r1_b3_setu_t1,,0,0,True,False
606,z6r1_b3_bunkai_t1,,0,0,True,False
607,z6r1_b4_mgcc_01k1,,0,0,True,False
608,z6r1_b4_pbae_01k1,,0,0,True,False
609,z6r1_b4_donut_01k1,,0,0,True,False
610,z6r1_b4_ibox_01k1,,0,0,True,False
611,z6r1_b4_obox_01k1,,2,0,True,False
612,z6r1_b4_laser_02k1,,0,0,True,False
613,general_red01t1,,0,0,True,False
614,gl_circle_5007_red01_x1,,0,0,True,False
615,gl_cross_red01_x1,,0,0,True,False
616,gl_circle_5007_x1,,0,0,True,False
617,gl_fan030_1ct,,0,0,True,False
618,z6r1_laser_01t1,,0,0,True,False
619,gl_fan20_1bwf_v,,0,0,True,False
620,nockback_ex_laser_o1w,,0,0,True,False
621,m0109_hundo_o0h,,0,0,False,False
622,m0109_hundo_o1h,,0,0,False,False
623,m0109_hundo_o2h,,0,0,False,False
624,z6r1_b2_eyeomen_o0g,,0,0,True,False
625,gl_fan225_c0k1,,0,0,True,False
626,gl_circle_water01e1,,0,0,True,False
627,x6d7_fan01de_0a1,,0,0,True,False
628,x6d7_fan02de_0a1,,0,0,True,False
629,omen_share6_o0g,,0,0,True,False
630,m0501_nockback_omen01d1,,2,0,True,False
631,m0087_red_o01h,,0,0,False,False
632,m0087_blue_o01h,,0,0,False,False
633,omen_share4_o0g,,0,0,True,False
634,m0248_sign_gr_c0k2,,0,0,True,False
635,m0248_sign_sk_c0k2,,0,0,True,False
636,x6r8_b4_donut13m_4_01k1,,0,0,True,False
637,x6r8_b4_fan28m60_16_01k1,,0,0,True,False
638,hori_trap_o1v,,0,0,True,False
639,hori_2trap_o1v,,0,0,True,False
640,hori_3trap_o1v,,0,0,True,False
641,hori_trap_o2v,,0,0,True,False
642,m0935mist_omen_o0p,,0,0,True,False
643,nockup_omen01k2,,0,0,True,False
644,24m8mdnt_omen_o0v,,2,0,True,False
645,gl_fan030_1bw,,3,0,True,False
646,gl_fan060ele_1v,,0,0,True,False
647,general_x6fd_o1v,,2,0,True,False
648,x6fd_fan030_o1v,,3,0,True,False
649,general_1bf,general_1bpf,2,0,True,False
650,omen_frozen_o0g,,0,0,True,False
651,x6c1_tri01_o0e1,,0,0,True,False
652,x6c1_ls_fast01_o0e1,,0,0,True,False
653,x6c1_ls_slow01_o0e1,,0,0,True,False
654,n4d5_dd_circle01_c0e1,,0,0,True,False
655,z6r2b3_fire01_o0a1,,0,0,False,False
656,z6r2b3_soil01_o0a1,,0,0,False,False
657,z6r2b3_wat01_o0a1,,0,0,False,False
658,z6r2b3_ice01_o0a1,,0,0,False,False
659,z6r2b3_thu01_o0a1,,0,0,False,False
660,z6r2b3_wind01_o0a1,,0,0,False,False
661,z6r2b3_fire02_o0a1,,0,0,False,False
662,z6r2b3_soil02_o0a1,,0,0,False,False
663,z6r2b3_wat02_o0a1,,0,0,False,False
664,z6r2b3_ice02_o0a1,,0,0,False,False
665,z6r2b3_thu02_o0a1,,0,0,False,False
666,z6r2b3_wind02_o0a1,,0,0,False,False
667,z6r2b3_fire03_o0a1,,0,0,False,False
668,z6r2b3_soil03_o0a1,,0,0,False,False
669,z6r2b3_wat03_o0a1,,0,0,False,False
670,z6r2b3_ice03_o0a1,,0,0,False,False
671,z6r2b3_thu03_o0a1,,0,0,False,False
672,z6r2b3_wind03_o0a1,,0,0,False,False
673,z6r2b3_fire04_o0a1,,0,0,False,False
674,z6r2b3_soil04_o0a1,,0,0,False,False
675,z6r2b3_wat04_o0a1,,0,0,False,False
676,z6r2b3_ice04_o0a1,,0,0,False,False
677,z6r2b3_thu04_o0a1,,0,0,False,False
678,z6r2b3_wind04_o0a1,,0,0,False,False
679,x6c1_cross01_o0e1,,0,0,True,False
680,gl_circle_2003_x1,,0,0,True,False
681,gl_fan90r_1005_x1,,0,0,True,False
682,m0066_fan180_o0x1,,0,0,True,False
683,m0066_fan90_o0x1,,0,0,True,False
684,z6r2_b4_g06_o0k2,,0,0,True,False
685,d1085_wind_out_o0v,,0,0,True,False
686,gl_sircle_2016v,,0,0,True,False
687,gl_sircle_2620v,,0,0,True,False
688,fr_yj_omen1v,,0,0,True,False
689,sy_yj_omen1v,,0,0,True,False
690,m0946hidesp001_o0t1,,0,0,True,False
691,m0953_laser8s_o0w,,0,0,True,False
692,z6r2_b1_laser_0k1,,0,0,True,False
693,z6r2_b1_dnt_0k1,,0,0,True,False
694,m0058_fan90_red_c0x1,,0,0,True,False
695,gl_fan220_mdl_o0x,,0,0,True,False
696,x6d8_b2_donut_01o2,,0,0,True,False
697,gl_sircle_2014_o0v,,0,0,True,False
698,gl_dnt_6005ar2,,0,0,True,False
699,n6c6_hukitobashi_tien_o0x1,,0,0,True,False
700,x6fe_yami01_o0t1,,0,0,True,False
701,d1085_bld_omen_c0v,,0,0,True,False
702,d1085_bld_omen_c1v,,0,0,True,False
703,m0119_trap_02v,,0,0,True,False
704,m0834cir_b_o1v,,0,0,True,False
705,model_don1409_o0x,,0,0,True,False
706,model_don1914_o0x,,0,0,True,False
707,model_don2419_o0x,,0,0,True,False
708,model_don2924_o0x,,0,0,True,False
709,m0980_laser_01k1,,0,0,True,False
710,m0236_laser_ele_o0x1,,0,1,True,False
711,m0973_lzr_o0e1,,0,0,True,False
712,m0973_lzl_o0e1,,0,0,True,False
713,x6d9_thunder_s5_o0x1,,0,0,True,False
714,m0238_white_o0x1,,0,0,True,False
715,m0236_laser_support_o0x1,,0,1,True,False
716,m0942_ink_o0h,,0,0,False,False
717,o6b2_ce05_o0g,,0,0,True,False
718,m0973_lzr_ice_o0e1,,0,0,True,False
719,m0969_hikiyose_omen01k2,,0,0,True,False
720,x6r9_lazer01_o0a1,,0,0,True,False
721,x6r9_lazer02_o0a1,,0,0,True,False
722,x6d9_knockaside01_o0x1,,0,0,True,False
723,d1086_g_fn_o0p,,0,0,True,False
724,d1086_g_lz1_o0p,,0,0,True,False
725,d1086_g_lz2_o0p,,0,0,True,False
726,x6ra_b2_laser_o0c,,0,0,True,False
727,m0319_tossin01r2,,0,0,True,False
728,mdl_general03_o0e1,,0,0,True,False
729,x6r9_circle01_o0a1,,0,0,True,False
730,snow_gtae01y2,,0,0,True,False
731,d1086_g_lz3_o0p,,0,0,True,False
732,m0982_trap_01c,,0,0,True,False
733,gl_sircle_6008bp,,0,0,True,False
734,m0987_aquqdome_o0x1,,0,0,True,False
735,m0982_trap_02c,,0,0,True,False
