#,VFX[0],VFX[1],VFX[2],VFX[3],Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
564,1663,0,0,0,0,0,1,2,False,True,False
565,1672,0,0,0,0,0,0,2,True,True,False
566,1673,0,0,0,0,0,0,2,True,True,False
567,1674,0,0,0,0,0,0,2,True,True,False
568,1675,0,0,0,0,0,0,2,True,True,False
569,1676,0,0,0,0,0,0,2,False,True,False
570,1677,0,0,0,0,0,0,2,False,True,False
571,1678,0,0,0,0,0,0,2,False,True,False
572,1679,0,0,0,0,0,0,2,False,True,False
573,1680,0,0,0,0,0,0,2,False,True,False
574,1686,0,0,0,0,0,0,2,False,True,False
575,964,0,0,0,0,0,1,2,False,True,False
576,1693,0,0,0,0,0,0,2,False,True,False
577,1698,0,0,0,0,0,0,2,False,True,False
578,1665,0,0,0,0,0,0,2,False,True,False
579,1704,0,0,0,0,0,0,2,False,True,False
580,1705,0,0,0,0,0,0,2,False,True,False
581,1706,0,0,0,0,0,0,2,False,True,False
582,1707,0,0,0,0,0,0,2,False,True,False
583,1708,0,0,0,0,0,0,2,False,True,False
584,1709,0,0,0,0,0,1,2,False,True,False
585,1710,0,0,0,0,0,1,2,False,True,False
586,1711,0,0,0,0,0,1,2,False,True,False
587,1712,0,0,0,0,0,1,2,False,True,False
588,1713,0,0,0,0,0,1,2,False,True,False
589,1714,0,0,0,0,0,1,2,False,True,False
590,1715,0,0,0,0,0,1,2,False,True,False
591,1716,0,0,0,0,0,1,2,False,True,False
592,1717,0,0,0,0,0,1,2,False,True,False
593,1718,0,0,0,0,0,1,2,False,True,False
594,1719,0,0,0,0,0,1,2,False,True,False
595,1720,0,0,0,0,0,1,2,False,True,False
596,1724,0,0,0,0,0,0,2,False,True,False
597,1731,0,0,0,0,0,0,2,False,True,False
598,1739,0,0,0,0,0,0,2,False,True,False
599,1744,0,0,0,0,0,0,2,False,True,False
600,1758,0,0,0,0,0,0,2,False,True,False
601,1760,0,0,0,0,0,1,2,False,True,False
602,1762,0,0,0,0,0,0,2,False,True,False
603,1763,0,0,0,0,0,0,2,False,True,False
604,1764,0,0,0,0,0,0,2,True,True,False
605,1765,0,0,0,0,0,0,2,True,True,False
606,1766,0,0,0,0,0,0,2,True,True,False
607,1767,0,0,0,0,0,0,2,True,True,False
608,1769,0,0,0,0,0,0,2,False,True,False
609,1772,0,0,0,0,0,0,2,False,True,False
610,1774,0,0,0,0,0,0,2,False,True,False
611,1775,0,0,0,0,0,0,2,False,True,False
612,1776,0,0,0,0,0,0,2,False,True,False
613,1777,0,0,0,0,0,0,2,False,True,False
614,1778,0,0,0,0,0,0,2,False,True,False
615,1779,0,0,0,0,0,0,2,False,True,False
616,1780,0,0,0,0,0,0,2,False,True,False
617,721,746,0,0,3,0,0,3,True,True,False
618,1788,0,0,0,0,0,0,2,False,True,False
619,1789,0,0,0,0,0,0,2,False,True,False
620,1792,0,0,0,0,0,1,2,False,True,False
621,1793,0,0,0,0,0,1,2,False,True,False
622,1794,0,0,0,0,0,0,2,False,True,False
623,1795,0,0,0,0,0,0,2,False,True,False
624,1805,0,0,0,0,0,0,2,False,True,False
625,1811,0,0,0,0,0,0,2,False,True,False
626,1812,0,0,0,0,0,0,2,False,True,False
627,1813,0,0,0,0,0,0,2,False,True,False
628,1814,0,0,0,0,0,0,2,False,True,False
629,1819,0,0,0,0,0,0,2,False,True,False
630,1820,0,0,0,0,0,0,2,False,True,False
631,1821,0,0,0,0,0,0,2,False,True,False
632,1822,0,0,0,0,0,0,2,False,True,False
633,1823,0,0,0,0,0,0,2,False,True,False
634,1824,0,0,0,0,0,0,2,False,True,False
635,1832,0,0,0,0,0,0,2,False,True,False
636,1833,0,0,0,0,0,0,2,False,True,False
637,1836,0,0,0,0,0,0,2,False,True,False
638,1837,0,0,0,0,0,1,3,False,True,False
639,1841,0,0,0,0,0,0,2,False,True,False
640,1842,0,0,0,0,0,0,2,False,True,False
641,1843,0,0,0,0,0,0,2,False,True,False
642,1844,0,0,0,0,0,0,2,False,True,False
643,1845,0,0,0,0,0,0,2,False,True,False
644,1849,0,0,0,0,0,0,2,False,True,False
645,1855,0,0,0,0,0,0,2,False,True,False
646,1857,0,0,0,0,0,0,2,False,True,False
647,1862,0,0,0,0,0,0,2,True,True,False
648,1864,0,0,0,0,0,0,2,False,True,False
649,1865,0,0,0,0,0,0,2,False,True,False
650,1866,0,0,0,0,0,0,2,False,True,False
651,1877,0,0,0,0,0,0,2,False,True,False
652,1878,0,0,0,0,0,1,2,False,True,False
653,1881,0,0,0,0,0,0,2,False,True,False
654,1887,0,0,0,0,0,0,2,False,True,False
655,1888,0,0,0,0,0,0,2,False,True,False
656,1889,0,0,0,0,0,0,2,False,True,False
657,1900,0,0,0,0,0,0,2,False,True,False
658,1902,0,0,0,0,0,0,2,False,True,False
659,1903,0,0,0,0,0,0,2,False,True,False
660,1908,0,0,0,0,0,0,2,False,True,False
661,1905,0,0,1906,0,0,0,2,False,True,False
662,1909,0,0,0,0,0,0,2,False,True,False
663,1921,0,0,0,0,0,0,2,True,True,False
664,1922,0,0,0,0,0,0,2,True,True,False
665,1923,0,0,0,0,0,0,2,True,True,False
666,1924,0,0,0,0,0,0,2,True,True,False
667,1925,0,0,0,0,0,0,2,False,True,False
668,1926,0,0,0,0,0,0,2,False,True,False
669,1927,0,0,0,0,0,0,2,False,True,False
670,1928,0,0,0,0,0,0,2,False,True,False
671,1929,0,0,0,0,0,0,2,False,True,False
672,1930,0,0,0,0,0,0,2,False,True,False
673,1931,0,0,0,0,0,0,2,False,True,False
674,1932,0,0,0,0,0,0,2,False,True,False
675,1933,0,0,0,0,0,0,2,False,True,False
676,1934,0,0,0,0,0,0,2,False,True,False
677,1935,0,0,0,0,0,0,2,False,True,False
678,1936,0,0,0,0,0,0,2,False,True,False
679,1937,0,0,0,0,0,0,2,False,True,False
680,1938,0,0,0,0,0,0,2,False,True,False
681,1939,0,0,0,0,0,0,2,False,True,False
682,1942,0,0,0,0,0,0,2,False,True,False
683,1955,0,0,0,0,0,0,2,False,True,False
684,1965,0,0,0,0,0,0,1,False,True,False
685,1966,0,0,0,0,0,0,2,False,True,False
686,1967,0,0,0,0,0,0,2,False,True,False
687,1959,0,0,0,0,0,0,2,False,True,False
688,1960,0,0,0,0,0,0,2,False,True,False
689,1962,0,0,0,0,0,0,2,False,True,False
690,1963,0,0,0,0,0,0,2,False,True,False
691,1964,0,0,0,0,0,0,2,False,True,False
692,1970,0,0,0,0,0,0,2,False,True,False
693,1971,0,0,0,0,0,0,2,False,True,False
694,1975,0,0,0,0,0,0,2,False,True,False
695,1976,0,0,0,0,0,0,2,False,True,False
696,1977,0,0,0,0,0,1,2,False,True,False
697,1982,0,0,0,0,0,0,2,False,True,False
698,1983,0,0,0,0,0,0,2,False,True,False
699,1996,0,0,0,0,0,0,2,False,True,False
700,1997,0,0,0,0,0,0,2,False,True,False
701,1998,0,0,0,0,0,0,2,False,True,False
702,1999,0,0,0,0,0,0,2,False,True,False
703,2002,0,0,0,0,0,0,2,False,True,False
704,2003,0,0,0,0,0,0,2,False,True,False
705,2004,0,0,0,0,0,0,2,False,True,False
706,2009,0,0,0,0,0,0,2,False,True,False
707,2010,0,0,0,0,0,0,2,False,True,False
708,2014,0,0,0,0,0,0,2,False,True,False
709,2017,0,0,0,0,0,0,2,False,True,False
710,2018,0,0,0,0,0,0,2,False,True,False
711,2019,0,0,0,0,0,0,2,False,True,False
712,2028,0,0,0,0,0,0,2,False,True,False
713,2036,0,0,0,0,0,0,2,False,True,False
714,2037,0,0,0,0,0,0,2,False,True,False
715,2046,0,0,0,0,0,0,2,False,True,False
716,2047,0,0,0,0,0,1,2,False,True,False
717,2048,0,0,0,0,0,0,2,False,True,False
718,2049,0,0,0,0,0,0,2,False,True,False
719,2050,0,0,0,0,0,0,2,False,True,False
720,2052,0,0,0,0,0,0,2,False,True,False
721,2053,0,0,0,0,0,0,2,False,True,False
722,2054,0,0,0,0,0,0,2,False,True,False
723,2057,0,0,0,0,0,0,2,False,True,False
724,2058,0,0,0,0,0,0,2,False,True,False
725,2069,0,0,0,0,0,0,2,False,True,False
726,2070,0,0,0,0,0,0,2,False,True,False
727,2071,0,0,0,0,0,0,2,False,True,False
728,2072,0,0,0,0,0,0,2,False,True,False
729,2073,0,0,0,0,0,0,2,False,True,False
730,2074,0,0,0,0,0,0,2,False,True,False
731,2075,0,0,0,0,0,0,2,False,True,False
732,2076,0,0,0,0,0,0,2,False,True,False
733,2077,0,0,0,0,0,0,2,False,True,False
734,2078,0,0,0,0,0,0,2,False,True,False
735,2084,0,0,0,0,0,0,2,False,True,False
736,2085,0,0,0,0,0,0,2,False,True,False
737,2086,0,0,0,0,0,0,2,False,True,False
738,2087,0,0,0,0,0,0,2,False,True,False
739,2088,0,0,0,0,0,0,2,False,True,False
740,2089,0,0,0,0,0,0,2,False,True,False
741,2090,0,0,0,0,0,0,2,False,True,False
742,2091,0,0,0,0,0,0,2,False,True,False
743,2092,0,0,0,0,0,0,2,False,True,False
744,2094,0,0,0,0,0,0,2,False,True,False
745,2095,0,0,0,0,0,0,2,False,True,False
746,2096,0,0,0,0,0,0,2,False,True,False
747,2097,0,0,0,0,0,0,2,False,True,False
748,2098,0,0,0,0,0,0,2,False,True,False
749,2103,0,0,0,0,0,0,2,False,True,False
750,2104,0,0,0,0,0,0,2,False,True,False
751,2105,0,0,0,0,0,1,2,False,True,False
752,2107,0,0,0,0,0,0,2,False,True,False
753,2108,0,0,0,0,0,0,2,False,True,False
754,2117,0,0,0,0,0,0,2,False,True,False
755,2253,0,0,0,0,0,0,2,False,True,False
756,2125,0,0,0,0,0,0,2,False,True,False
757,2126,0,0,0,0,0,0,2,False,True,False
758,2127,0,0,0,0,0,0,2,False,True,False
759,2128,0,0,0,0,0,0,2,False,True,False
760,2129,0,0,0,0,0,0,2,False,True,False
761,2130,0,0,0,0,0,0,2,False,True,False
762,2131,0,0,0,0,0,1,2,False,True,False
763,2132,0,0,0,0,0,1,2,False,True,False
764,2135,0,0,0,0,0,0,2,False,True,False
765,2136,0,0,0,0,0,0,2,False,True,False
766,2137,0,0,0,0,0,0,2,False,True,False
767,2138,0,0,0,0,0,0,2,False,True,False
768,2139,0,0,0,0,0,0,2,False,True,False
769,2140,0,0,0,0,0,0,2,False,True,False
770,2141,0,0,0,0,0,0,2,False,True,False
771,2142,0,0,0,0,0,0,2,False,True,False
772,2143,0,0,0,0,0,0,2,False,True,False
773,2161,0,0,0,0,0,0,2,False,True,False
774,2167,0,0,0,0,0,0,2,False,True,False
775,2168,0,0,0,0,0,0,2,False,True,False
776,2171,0,0,0,0,0,0,2,False,True,False
777,2172,0,0,0,0,0,1,2,False,True,False
778,2173,0,0,0,0,0,0,2,False,True,False
779,2175,0,0,0,0,0,0,2,False,True,False
780,2178,0,0,0,0,0,0,2,False,True,False
781,2185,0,0,0,0,0,0,2,False,True,False
782,2187,0,0,0,0,0,0,2,False,True,False
783,2188,0,0,0,0,0,0,2,False,True,False
784,2195,0,0,0,0,0,0,2,False,True,False
785,2196,0,0,0,0,0,0,2,False,True,False
786,2197,0,0,0,0,0,0,2,False,True,False
787,2199,0,0,0,0,0,0,2,False,True,False
788,2200,0,0,0,0,0,0,2,False,True,False
789,2201,0,0,0,0,0,0,2,False,True,False
790,2202,0,0,0,0,0,1,2,False,True,False
791,2203,0,0,0,0,0,1,2,False,True,False
792,2206,0,0,0,0,0,0,2,False,True,False
793,2209,0,0,0,0,0,0,2,False,True,False
794,2210,0,0,0,0,0,0,2,False,True,False
795,2236,0,0,0,0,0,1,2,False,True,False
796,2237,0,0,0,0,0,1,2,False,True,False
797,2242,0,0,0,0,0,0,2,False,True,False
798,2245,0,0,0,0,0,0,2,False,True,False
799,2246,0,0,0,0,0,0,2,False,True,False
800,2248,0,0,0,0,0,0,2,False,True,False
801,2249,0,0,0,0,0,0,2,False,True,False
802,2251,0,0,0,0,0,0,2,False,True,False
803,2256,0,0,0,0,0,0,2,False,True,False
804,2257,0,0,0,0,0,1,2,False,True,False
805,2258,0,0,0,0,0,0,2,False,True,False
806,2259,0,0,0,0,0,1,2,False,True,False
807,2263,0,0,0,0,0,0,2,False,True,False
808,2264,0,0,0,0,0,0,2,False,True,False
809,2270,0,0,0,0,0,0,2,False,True,False
810,2271,0,0,0,0,0,0,2,False,True,False
811,2272,0,0,0,0,0,0,2,False,True,False
812,2273,0,0,0,0,0,0,2,False,True,False
813,2274,0,0,0,0,0,0,3,False,True,False
814,2276,0,0,0,0,0,0,2,False,True,False
815,2279,0,0,0,0,0,0,2,False,True,False
816,2291,0,0,0,0,0,0,2,False,True,False
817,2292,0,0,0,0,0,0,2,False,True,False
818,2304,0,0,0,0,0,0,2,False,True,False
819,2306,0,0,0,0,0,0,2,False,True,False
820,2308,0,0,0,0,0,1,2,False,True,False
821,2309,0,0,0,0,0,1,2,False,True,False
822,2310,0,0,0,0,0,1,2,False,True,False
823,2312,0,0,0,0,0,0,2,False,True,False
824,2314,0,0,0,0,0,0,2,False,True,False
825,2315,0,0,0,0,0,0,2,False,True,False
826,2317,0,0,0,0,0,0,2,False,True,False
827,2318,0,0,0,0,0,0,2,False,True,False
828,2319,0,0,0,0,0,0,2,False,True,False
829,2320,0,0,0,0,0,0,2,True,True,False
830,2321,0,0,0,0,0,0,2,True,True,False
831,2327,0,0,0,0,0,0,3,False,True,False
832,2328,0,0,0,0,0,0,3,False,True,False
833,2329,0,0,0,0,0,0,3,False,True,False
834,2330,0,0,0,0,0,0,3,False,True,False
835,2331,0,0,0,0,0,0,2,False,True,False
836,2337,0,0,0,0,0,1,3,False,True,False
837,2338,0,0,0,0,0,1,3,False,True,False
838,2343,0,0,0,0,0,0,2,False,True,False
839,2344,0,0,0,0,0,0,2,False,True,False
840,2345,0,0,0,0,0,0,2,False,True,False
841,2347,0,0,0,0,0,0,2,False,True,False
842,2357,0,0,0,0,0,0,2,False,True,False
843,2358,0,0,0,0,0,0,2,False,True,False
844,2361,0,0,0,0,0,0,2,False,True,False
845,2362,0,0,0,0,0,0,2,False,True,False
846,2367,0,0,0,0,0,0,2,False,True,False
847,2369,2370,2371,0,2,3,0,2,False,True,False
848,2394,0,0,0,0,0,1,2,False,True,False
849,2395,0,0,0,0,0,1,2,False,True,False
850,2380,0,0,0,0,0,1,2,False,True,False
851,2387,0,0,0,0,0,0,2,False,True,False
852,2388,0,0,0,0,0,0,2,False,True,False
853,2390,0,0,2391,0,0,0,2,False,True,False
854,2391,0,0,0,0,0,0,2,False,True,False
855,2393,0,0,0,0,0,0,2,False,True,False
856,721,0,0,0,0,0,0,3,True,True,False
857,2401,0,0,0,0,0,0,2,False,True,False
858,2402,0,0,0,0,0,0,2,False,True,False
859,2407,0,0,0,0,0,0,2,False,True,False
860,2408,0,0,0,0,0,1,2,False,True,False
861,2412,0,0,0,0,0,0,2,False,True,False
862,2417,0,0,0,0,0,0,2,True,True,False
863,2418,0,0,0,0,0,0,2,True,True,False
864,2419,0,0,0,0,0,0,2,True,True,False
865,2420,0,0,0,0,0,0,2,False,True,False
866,2421,0,0,0,0,0,0,2,False,True,False
867,2422,0,0,0,0,0,0,2,False,True,False
868,2423,0,0,0,0,0,0,2,False,True,False
869,2424,0,0,0,0,0,0,2,False,True,False
870,2425,0,0,0,0,0,0,2,False,True,False
871,2426,0,0,0,0,0,0,2,False,True,False
872,2427,0,0,0,0,0,0,2,False,True,False
873,2428,0,0,0,0,0,0,2,False,True,False
874,2429,0,0,0,0,0,0,2,False,True,False
875,2432,0,0,0,0,0,0,2,False,True,False
876,2452,0,0,0,0,0,0,2,False,True,False
877,2454,0,0,0,0,0,0,2,False,True,False
878,2455,0,0,0,0,0,0,2,False,True,False
879,2456,0,0,0,0,0,0,2,False,True,False
880,2458,0,0,0,0,0,0,2,False,True,False
881,2464,0,0,0,0,0,0,2,False,True,False
882,2470,0,0,0,0,0,0,2,False,True,False
883,2472,0,0,0,0,0,0,2,False,True,False
884,2473,0,0,0,0,0,0,2,False,True,False
885,2474,0,0,0,0,0,0,2,False,True,False
886,2477,0,0,0,0,0,0,2,False,True,False
887,2478,0,0,0,0,0,0,2,False,True,False
888,2479,0,0,0,0,0,0,2,False,True,False
889,2481,0,0,0,0,0,0,2,False,True,False
890,2482,0,0,0,0,0,0,2,False,True,False
891,2489,0,0,0,0,0,0,2,False,True,False
892,2396,0,0,0,0,0,0,2,False,True,False
893,2490,0,0,0,0,0,0,2,False,True,False
894,2498,0,0,0,0,0,0,2,False,True,False
895,2499,0,0,0,0,0,0,2,False,True,False
896,2500,0,0,0,0,0,0,2,False,True,False
897,2501,0,0,0,0,0,0,2,False,True,False
898,2509,0,0,0,0,0,1,2,False,True,False
899,2521,0,0,0,0,0,0,2,False,True,False
900,2522,0,0,0,0,0,0,2,False,True,False
901,2527,0,0,0,0,0,0,2,False,True,False
902,2528,0,0,0,0,0,0,2,False,True,False
903,2534,0,0,0,0,0,0,2,False,True,False
904,2538,0,0,0,0,0,0,2,False,True,False
905,2539,0,0,0,0,0,0,2,False,True,False
906,2540,0,0,0,0,0,0,2,False,True,False
907,2541,0,0,0,0,0,0,2,False,True,False
908,2546,0,0,0,0,0,0,2,False,True,False
909,1231,0,0,0,0,0,0,2,True,True,False
910,1232,0,0,0,0,0,0,2,True,True,False
911,2565,0,0,0,0,0,0,1,False,False,False
912,151,0,0,0,0,0,0,1,False,False,False
913,2566,0,0,0,0,0,0,2,False,True,False
914,2567,0,0,0,0,0,0,2,False,True,False
915,2568,0,0,0,0,0,0,2,False,True,False
916,2570,0,0,0,0,0,0,2,False,True,False
917,2572,0,0,0,0,0,0,2,False,True,False
918,2573,0,0,0,0,0,0,2,False,True,False
919,2574,0,0,0,0,0,0,2,False,True,False
920,2575,0,0,0,0,0,0,2,False,True,False
921,2576,0,0,0,0,0,0,2,False,True,False
922,2577,0,0,0,0,0,0,2,False,True,False
923,2578,0,0,0,0,0,0,2,False,True,False
924,2579,0,0,0,0,0,0,2,False,True,False
925,2580,0,0,0,0,0,0,2,False,True,False
926,2581,0,0,0,0,0,0,2,False,True,False
927,2582,0,0,0,0,0,0,2,False,True,False
928,2583,0,0,0,0,0,0,2,False,True,False
929,2587,0,0,0,0,0,0,2,False,True,False
930,2595,0,0,0,0,0,0,2,False,True,False
931,2596,0,0,0,0,0,0,2,False,True,False
932,2597,0,0,0,0,0,0,2,False,True,False
933,2598,0,0,0,0,0,0,2,False,True,False
934,2600,0,0,0,0,0,0,2,False,True,False
935,2602,0,0,0,0,0,0,2,False,True,False
936,2604,0,0,0,0,0,0,2,False,True,False
937,2605,0,0,0,0,0,0,2,False,True,False
938,2610,0,0,0,0,0,0,2,False,True,False
939,2616,0,0,0,0,0,0,2,False,True,False
940,2617,0,0,0,0,0,0,2,False,True,False
941,2618,0,0,0,0,0,0,2,False,True,False
942,2619,0,0,0,0,0,0,2,False,True,False
943,2620,0,0,0,0,0,0,2,False,True,False
944,2621,0,0,0,0,0,0,2,False,True,False
945,2622,0,0,0,0,0,0,2,False,True,False
946,2628,0,0,0,0,0,0,2,False,True,False
947,2629,0,0,0,0,0,0,2,False,True,False
948,2630,0,0,0,0,0,0,2,False,True,False
949,2631,0,0,0,0,0,0,2,False,True,False
950,2634,0,0,0,0,0,0,2,False,True,False
951,2635,0,0,0,0,0,0,2,False,True,False
952,2638,0,0,0,0,0,0,2,False,True,False
953,2639,0,0,0,0,0,0,2,False,True,False
954,2640,0,0,0,0,0,0,2,False,True,False
955,2641,0,0,0,0,0,0,2,False,True,False
956,2642,0,0,0,0,0,0,2,False,True,False
957,2643,0,0,0,0,0,0,2,False,True,False
958,2644,0,0,0,0,0,0,2,False,True,False
959,2645,0,0,0,0,0,0,2,False,True,False
960,2648,0,0,0,0,0,0,2,False,True,False
961,2649,0,0,0,0,0,0,2,False,True,False
962,2650,0,0,0,0,0,0,2,False,True,False
963,2651,0,0,0,0,0,0,2,False,True,False
964,2654,0,0,0,0,0,0,2,False,True,False
965,2655,0,0,0,0,0,0,2,False,True,False
966,2656,0,0,0,0,0,0,2,False,True,False
967,2660,0,0,0,0,0,0,2,False,True,False
968,2668,0,0,0,0,0,0,2,False,True,False
969,2678,0,0,0,0,0,0,2,False,True,False
970,2679,0,0,0,0,0,0,2,False,True,False
971,2693,0,0,0,0,0,1,2,False,False,False
972,2694,0,0,0,0,0,1,2,False,False,False
973,2695,0,0,0,0,0,1,3,False,False,False
974,2696,0,0,0,0,0,1,3,False,False,False
975,2697,0,0,0,0,0,1,2,False,False,False
976,140,0,0,0,0,0,1,1,False,False,False
977,141,0,0,0,0,0,1,1,False,False,False
978,142,0,0,0,0,0,1,1,False,False,False
979,143,0,0,0,0,0,1,1,False,False,False
980,144,0,0,0,0,0,1,1,False,False,False
981,145,0,0,0,0,0,1,1,False,False,False
982,2698,0,0,0,0,0,0,2,False,True,False
983,2705,0,0,0,0,0,0,2,False,True,False
984,2706,0,0,0,0,0,0,2,False,True,False
985,2709,0,0,0,0,0,0,2,False,True,False
986,2710,0,0,0,0,0,0,2,False,True,False
987,2711,0,0,0,0,0,0,3,False,True,False
988,2712,0,0,0,0,0,0,3,False,True,False
989,2713,0,0,0,0,0,0,3,False,True,False
990,2714,0,0,0,0,0,0,3,False,True,False
991,2715,0,0,0,0,0,0,3,False,True,False
992,2716,0,0,0,0,0,0,3,False,True,False
993,2717,0,0,0,0,0,0,3,False,True,False
994,2718,0,0,0,0,0,0,3,False,True,False
995,2719,0,0,0,0,0,0,3,False,True,False
996,2720,0,0,0,0,0,0,3,False,True,False
997,2721,0,0,0,0,0,0,3,False,True,False
998,2722,0,0,0,0,0,0,3,False,True,False
999,2723,0,0,0,0,0,0,3,False,True,False
1000,2724,0,0,0,0,0,0,3,False,True,False
1001,2725,0,0,0,0,0,0,3,False,True,False
1002,2731,0,0,0,0,0,0,2,False,True,False
1003,2734,0,0,0,0,0,0,2,False,True,False
1004,2735,0,0,0,0,0,0,2,False,True,False
1005,2736,0,0,0,0,0,0,2,False,True,False
1006,2737,0,0,0,0,0,0,2,False,True,False
1007,2738,0,0,0,0,0,0,2,False,True,False
1008,2739,0,0,0,0,0,0,2,False,True,False
1009,2748,0,0,0,0,0,0,2,False,True,False
1010,2749,0,0,0,0,0,0,2,False,True,False
1011,2750,0,0,0,0,0,0,2,False,True,False
1012,2751,0,0,0,0,0,0,2,False,True,False
1013,2752,0,0,0,0,0,0,2,False,True,False
1014,2753,0,0,0,0,0,0,2,False,True,False
1015,2754,0,0,0,0,0,0,2,False,True,False
1016,2755,0,0,0,0,0,0,2,False,True,False
1017,2756,0,0,0,0,0,0,2,False,True,False
1018,2757,0,0,0,0,0,0,2,False,True,False
1019,2758,0,0,0,0,0,0,2,False,True,False
1020,2759,0,0,0,0,0,0,2,False,True,False
1021,2760,0,0,0,0,0,0,2,False,True,False
1022,2761,0,0,0,0,0,0,2,False,True,False
1023,2762,0,0,0,0,0,0,2,False,True,False
1024,2763,0,0,0,0,0,0,2,False,True,False
1025,2764,0,0,0,0,0,0,2,False,True,False
1026,2765,0,0,0,0,0,0,2,False,True,False
1027,2766,0,0,0,0,0,0,2,False,True,False
1028,2767,0,0,0,0,0,0,2,False,True,False
1029,2770,0,0,0,0,0,1,2,False,True,False
1030,2771,0,0,0,0,0,1,2,False,True,False
1031,2772,0,0,0,0,0,0,2,False,True,False
1032,2773,0,0,0,0,0,0,2,False,True,False
1033,2774,0,0,0,0,0,0,2,False,True,False
1034,2775,0,0,0,0,0,0,2,False,True,False
1035,2776,0,0,0,0,0,0,2,False,True,False
1036,2777,0,0,0,0,0,0,2,False,True,False
1037,2778,0,0,0,0,0,0,2,False,True,False
1038,2779,0,0,0,0,0,0,2,False,True,False
1039,2780,0,0,0,0,0,0,2,False,True,False
1040,2781,0,0,0,0,0,0,2,False,True,False
1041,2782,0,0,0,0,0,0,2,False,True,False
1042,2783,0,0,0,0,0,0,2,False,True,False
1043,2784,0,0,0,0,0,1,2,False,True,False
1044,2785,0,0,0,0,0,1,2,False,True,False
1045,2786,0,0,0,0,0,0,2,False,True,False
1046,2787,0,0,0,0,0,0,2,False,True,False
1047,2788,0,0,0,0,0,0,2,False,True,False
1048,2789,0,0,0,0,0,0,2,False,True,False
1049,2790,0,0,0,0,0,0,2,False,True,False
1050,2791,0,0,0,0,0,0,2,False,True,False
1051,2792,0,0,0,0,0,0,2,False,True,False
1052,2793,0,0,0,0,0,0,2,False,True,False
1053,2794,0,0,0,0,0,0,2,False,True,False
1054,2797,0,0,0,0,0,1,2,False,True,False
1055,2800,0,0,0,0,0,0,2,False,True,False
1056,2801,0,0,0,0,0,0,2,False,True,False
1057,2807,0,0,0,0,0,0,2,False,True,False
1058,2808,0,0,0,0,0,0,2,False,True,False
1059,2810,0,0,0,0,0,0,2,False,True,False
1060,2811,0,0,0,0,0,0,2,False,True,False
1061,2814,0,0,0,0,0,0,2,False,True,False
1062,2815,0,0,0,0,0,0,2,False,True,False
1063,2816,0,0,0,0,0,0,2,False,True,False
1064,2817,0,0,0,0,0,0,2,False,True,False
1065,1998,0,0,0,0,0,0,2,True,True,False
1066,2772,0,0,0,0,0,0,2,True,True,False
1067,2822,0,0,0,0,0,0,2,False,True,False
1068,2823,0,0,0,0,0,1,2,False,False,False
1069,2824,0,0,0,0,0,1,2,False,False,False
1070,2825,0,0,0,0,0,1,2,False,False,False
1071,2826,0,0,0,0,0,1,2,False,False,False
1072,2827,0,0,0,0,0,1,2,False,False,False
1073,2828,0,0,0,0,0,1,2,False,False,False
1074,2829,0,0,0,0,0,0,2,False,True,False
1075,2832,0,0,0,0,0,0,2,False,True,False
1076,2833,0,0,0,0,0,0,2,False,True,False
1077,2834,0,0,0,0,0,0,2,False,True,False
1078,2836,0,0,0,0,0,0,2,False,True,False
1079,2837,0,0,0,0,0,0,2,False,True,False
1080,2838,0,0,0,0,0,0,2,False,True,False
1081,2839,0,0,0,0,0,0,2,False,True,False
1082,2840,0,0,0,0,0,0,2,False,True,False
1083,2843,0,0,0,0,0,0,2,False,True,False
1084,2844,0,0,0,0,0,0,2,False,True,False
1085,2845,0,0,0,0,0,0,2,False,True,False
1086,584,0,0,0,0,0,0,2,False,True,False
1087,585,0,0,0,0,0,0,2,False,True,False
1088,2851,0,0,0,0,0,0,2,False,True,False
1089,2860,0,0,0,0,0,1,1,False,True,False
1090,2861,0,0,0,0,0,0,2,False,True,False
1091,2862,0,0,0,0,0,0,2,False,True,False
1092,2865,0,0,0,0,0,0,2,False,True,False
1093,2869,0,0,0,0,0,0,2,False,True,False
1094,2872,0,0,0,0,0,0,2,False,True,False
1095,2873,0,0,0,0,0,0,2,False,True,False
1096,2874,0,0,0,0,0,0,2,False,True,False
