#,Item[0],Item[1],Item[2],ItemCount[0],ItemCount[1],ItemCount[2]
990,455,0,0,5,0,0
991,455,0,0,5,0,0
992,455,0,0,5,0,0
993,455,0,0,4,0,0
994,455,0,0,3,0,0
995,455,0,0,4,0,0
996,455,0,0,4,0,0
997,455,0,0,4,0,0
998,455,0,0,4,0,0
999,455,0,0,3,0,0
1000,455,0,0,2,0,0
1001,455,0,0,2,0,0
1002,455,0,0,2,0,0
1003,455,0,0,2,0,0
1004,455,0,0,2,0,0
1005,455,0,0,1,0,0
1006,455,0,0,2,0,0
1007,455,0,0,2,0,0
1008,455,0,0,2,0,0
1009,455,0,0,2,0,0
1010,455,0,0,2,0,0
1011,455,0,0,2,0,0
1012,455,0,0,2,0,0
1013,455,0,0,2,0,0
1014,455,0,0,1,0,0
1015,455,0,0,5,0,0
1016,455,0,0,5,0,0
1017,455,0,0,5,0,0
1018,455,0,0,5,0,0
1019,455,0,0,5,0,0
1020,455,0,0,5,0,0
1021,455,0,0,4,0,0
1022,455,0,0,3,0,0
1023,455,0,0,4,0,0
1024,455,0,0,4,0,0
1025,455,0,0,4,0,0
1026,455,0,0,4,0,0
1027,455,0,0,3,0,0
1028,455,0,0,2,0,0
1029,455,0,0,2,0,0
1030,455,0,0,2,0,0
1031,455,0,0,2,0,0
1032,455,0,0,2,0,0
1033,455,0,0,1,0,0
1034,455,0,0,2,0,0
1035,455,0,0,2,0,0
1036,455,0,0,2,0,0
1037,455,0,0,2,0,0
1038,455,0,0,2,0,0
1039,455,0,0,2,0,0
1040,455,0,0,2,0,0
1041,455,0,0,2,0,0
1042,455,0,0,1,0,0
1043,455,0,0,5,0,0
1044,455,0,0,5,0,0
1045,455,0,0,5,0,0
1046,455,0,0,5,0,0
1047,455,0,0,5,0,0
1048,455,0,0,5,0,0
1049,455,0,0,4,0,0
1050,455,0,0,3,0,0
1051,455,0,0,4,0,0
1052,455,0,0,4,0,0
1053,455,0,0,4,0,0
1054,455,0,0,4,0,0
1055,455,0,0,3,0,0
1056,455,0,0,2,0,0
1057,455,0,0,2,0,0
1058,455,0,0,2,0,0
1059,455,0,0,2,0,0
1060,455,0,0,2,0,0
1061,455,0,0,1,0,0
1062,455,0,0,2,0,0
1063,455,0,0,2,0,0
1064,455,0,0,2,0,0
1065,455,0,0,2,0,0
1066,455,0,0,2,0,0
1067,455,0,0,2,0,0
1068,455,0,0,2,0,0
1069,455,0,0,2,0,0
1070,455,0,0,1,0,0
1071,455,0,0,5,0,0
1072,455,0,0,5,0,0
1073,455,0,0,5,0,0
1074,455,0,0,5,0,0
1075,455,0,0,5,0,0
1076,455,0,0,5,0,0
1077,455,0,0,4,0,0
1078,455,0,0,3,0,0
1079,455,0,0,4,0,0
1080,455,0,0,4,0,0
1081,455,0,0,4,0,0
1082,455,0,0,4,0,0
1083,455,0,0,3,0,0
1084,455,0,0,2,0,0
1085,455,0,0,2,0,0
1086,455,0,0,2,0,0
1087,455,0,0,2,0,0
1088,455,0,0,2,0,0
1089,455,0,0,1,0,0
1090,455,0,0,2,0,0
1091,455,0,0,2,0,0
1092,455,0,0,2,0,0
1093,455,0,0,2,0,0
1094,455,0,0,2,0,0
1095,455,0,0,2,0,0
1096,455,0,0,2,0,0
1097,455,0,0,2,0,0
1098,455,0,0,1,0,0
1099,455,0,0,10,0,0
1100,455,0,0,10,0,0
1101,455,0,0,10,0,0
1102,455,0,0,10,0,0
1103,455,0,0,10,0,0
1104,455,0,0,10,0,0
1105,455,0,0,10,0,0
1106,455,0,0,10,0,0
1107,455,0,0,10,0,0
1108,455,0,0,10,0,0
1109,455,0,0,10,0,0
1110,455,0,0,10,0,0
1111,455,0,0,10,0,0
1112,455,0,0,10,0,0
1113,455,0,0,10,0,0
1114,455,0,0,10,0,0
1115,1646,0,0,999,0,0
1116,1646,0,0,999,0,0
1117,1647,0,0,999,0,0
1118,1647,0,0,999,0,0
1119,1648,0,0,5,0,0
1120,1649,0,0,20,0,0
1121,1649,0,0,999,0,0
1122,1648,0,0,999,0,0
1123,1652,0,0,999,0,0
1124,1651,0,0,12,0,0
1125,1654,0,0,999,0,0
1126,1650,0,0,999,0,0
1127,1653,0,0,999,0,0
1128,1656,0,0,999,0,0
1129,1655,0,0,15,0,0
1130,1659,0,0,999,0,0
1131,1662,0,0,999,0,0
1132,1661,0,0,999,0,0
1133,1658,0,0,30,0,0
1134,1657,0,0,10,0,0
1135,1664,0,0,999,0,0
1136,1657,0,0,999,0,0
1137,1660,0,0,999,0,0
1138,1665,0,0,999,0,0
1139,1660,0,0,10,0,0
1140,1659,0,0,999,0,0
1141,1663,0,0,999,0,0
1142,1655,0,0,999,0,0
1143,1667,0,0,999,0,0
1144,1666,0,0,999,0,0
