#,Leve,CraftLeveTalk,Item[0],Item[1],Item[2],Item[3],ItemCount[0],ItemCount[1],ItemCount[2],ItemCount[3],Repeats
918036,919,29,12011,0,0,0,1,0,0,0,5
918037,920,29,10636,0,0,0,1,0,0,0,0
918038,921,29,11936,0,0,0,1,0,0,0,0
918039,922,29,12581,0,0,0,1,0,0,0,2
918040,923,29,10636,10636,10636,0,1,1,1,0,0
918041,924,29,11936,11936,11936,0,1,1,1,0,0
918042,925,29,12581,0,0,0,1,0,0,0,5
918043,926,29,12015,0,0,0,1,0,0,0,0
918044,927,29,10613,0,0,0,1,0,0,0,0
918045,928,29,10799,0,0,0,1,0,0,0,2
918046,929,29,12015,12015,12015,0,1,1,1,0,0
918047,930,29,10613,10613,10613,0,1,1,1,0,0
918048,931,29,10799,0,0,0,1,0,0,0,5
918049,932,29,12583,0,0,0,1,0,0,0,0
918050,933,29,11929,0,0,0,1,0,0,0,0
918051,934,29,10608,0,0,0,1,0,0,0,2
918052,935,29,12583,0,0,0,5,0,0,0,0
918053,936,29,11929,11929,11929,0,1,1,1,0,0
918054,937,29,10608,0,0,0,1,0,0,0,5
918055,938,29,10740,0,0,0,1,0,0,0,0
918056,939,29,12006,0,0,0,1,0,0,0,0
918057,940,29,10810,0,0,0,1,0,0,0,2
918058,941,29,10740,10740,10740,0,1,1,1,0,0
918059,942,29,12006,12006,12006,0,1,1,1,0,0
918060,943,29,10810,0,0,0,1,0,0,0,5
918061,944,29,12563,0,0,0,1,0,0,0,0
918062,945,29,10671,0,0,0,1,0,0,0,0
918063,946,29,10811,0,0,0,1,0,0,0,2
918064,947,29,12563,0,0,0,5,0,0,0,0
918065,948,29,10671,10671,10671,0,1,1,1,0,0
918066,949,29,10811,0,0,0,1,0,0,0,5
918067,950,29,11990,0,0,0,1,0,0,0,0
918068,951,29,10833,0,0,0,1,0,0,0,0
918069,952,29,10742,0,0,0,1,0,0,0,2
918070,953,29,11990,11990,11990,0,1,1,1,0,0
918071,954,29,10833,10833,10833,0,1,1,1,0,0
918072,955,29,10742,0,0,0,1,0,0,0,5
918073,956,29,12027,0,0,0,1,0,0,0,0
918074,957,29,10897,0,0,0,1,0,0,0,0
918075,958,29,12565,0,0,0,1,0,0,0,2
918076,959,29,12027,12027,12027,0,1,1,1,0,0
918077,960,29,10897,10897,10897,0,1,1,1,0,0
918078,961,29,12565,0,0,0,1,0,0,0,5
918079,962,29,10731,0,0,0,1,0,0,0,0
918080,963,29,10926,0,0,0,1,0,0,0,0
918081,964,29,10961,0,0,0,1,0,0,0,2
918082,965,29,10731,10731,10731,0,1,1,1,0,0
918083,966,29,10926,10926,10926,0,1,1,1,0,0
918084,967,29,10961,0,0,0,1,0,0,0,5
918085,968,29,10586,0,0,0,1,0,0,0,0
918086,969,29,10592,0,0,0,1,0,0,0,0
918087,970,29,12518,0,0,0,1,0,0,0,2
918088,971,29,10586,10586,10586,0,1,1,1,0,0
918089,972,29,10592,10592,10592,0,1,1,1,0,0
918090,973,29,12518,0,0,0,1,0,0,0,5
918091,974,29,10623,0,0,0,1,0,0,0,0
918092,975,29,10617,0,0,0,1,0,0,0,0
918093,976,29,11943,0,0,0,1,0,0,0,2
918094,977,29,10623,10623,10623,0,1,1,1,0,0
918095,978,29,10617,10617,10617,0,1,1,1,0,0
918096,979,29,11943,0,0,0,1,0,0,0,5
918097,980,29,11888,0,0,0,1,0,0,0,0
918098,981,29,11872,0,0,0,1,0,0,0,0
918099,982,29,10630,0,0,0,1,0,0,0,2
918100,983,29,11888,11888,11888,0,1,1,1,0,0
918101,984,29,11872,11872,11872,0,1,1,1,0,0
918102,985,29,10630,0,0,0,1,0,0,0,5
918103,986,29,12525,0,0,0,1,0,0,0,0
918104,987,29,10601,0,0,0,1,0,0,0,0
918105,988,29,11877,0,0,0,1,0,0,0,2
918106,989,29,12525,0,0,0,5,0,0,0,0
918107,990,29,10601,10601,10601,0,1,1,1,0,0
918108,991,29,11877,0,0,0,1,0,0,0,5
918109,992,29,12526,0,0,0,1,0,0,0,0
918110,993,29,11906,0,0,0,1,0,0,0,0
918111,994,29,10626,0,0,0,1,0,0,0,2
918112,995,29,12526,0,0,0,5,0,0,0,0
918113,996,29,11906,11906,11906,0,1,1,1,0,0
918114,997,29,10626,0,0,0,1,0,0,0,5
918115,998,29,10719,0,0,0,1,0,0,0,0
918116,999,29,12528,0,0,0,1,0,0,0,0
918117,1000,29,10664,0,0,0,1,0,0,0,2
918118,1001,29,10719,10719,10719,0,1,1,1,0,0
918119,1002,29,12528,0,0,0,5,0,0,0,0
918120,1003,29,10664,0,0,0,1,0,0,0,5
918121,1004,29,10665,0,0,0,1,0,0,0,0
918122,1005,29,11895,0,0,0,1,0,0,0,0
918123,1006,29,11899,0,0,0,1,0,0,0,2
918124,1007,29,10665,10665,10665,0,1,1,1,0,0
918125,1008,29,11895,11895,11895,0,1,1,1,0,0
918126,1009,29,11899,0,0,0,1,0,0,0,5
918127,1010,29,12524,0,0,0,1,0,0,0,0
918128,1011,29,10714,0,0,0,1,0,0,0,0
918129,1012,29,10679,0,0,0,1,0,0,0,2
918130,1013,29,12524,0,0,0,5,0,0,0,0
918131,1014,29,10714,10714,10714,0,1,1,1,0,0
918132,1015,29,10679,0,0,0,1,0,0,0,5
918133,1016,29,10667,0,0,0,1,0,0,0,0
918134,1017,29,10841,0,0,0,1,0,0,0,0
918135,1018,29,10687,0,0,0,1,0,0,0,2
918136,1019,29,10667,10667,10667,0,1,1,1,0,0
918137,1020,29,10841,10841,10841,0,1,1,1,0,0
918138,1021,29,10687,0,0,0,1,0,0,0,5
918139,1022,29,10702,0,0,0,1,0,0,0,0
918140,1023,29,10752,0,0,0,1,0,0,0,0
918141,1024,29,12530,0,0,0,1,0,0,0,2
918142,1025,29,10702,10702,10702,0,1,1,1,0,0
918143,1026,29,10752,10752,10752,0,1,1,1,0,0
918144,1027,29,12530,0,0,0,1,0,0,0,5
918145,1028,29,12845,0,0,0,3,0,0,0,0
918146,1029,29,12866,0,0,0,3,0,0,0,0
918147,1030,29,12861,0,0,0,3,0,0,0,2
918148,1031,29,12845,0,0,0,9,0,0,0,0
918149,1032,29,12866,0,0,0,9,0,0,0,0
918150,1033,29,12861,0,0,0,3,0,0,0,5
918151,1034,29,12895,0,0,0,3,0,0,0,0
918152,1035,29,12850,0,0,0,3,0,0,0,0
918153,1036,29,12867,0,0,0,3,0,0,0,2
918154,1037,29,12895,0,0,0,9,0,0,0,0
918155,1038,29,12850,0,0,0,9,0,0,0,0
918156,1039,29,12867,0,0,0,3,0,0,0,5
918157,1040,29,12859,0,0,0,3,0,0,0,0
918158,1041,29,12863,0,0,0,3,0,0,0,0
918159,1042,29,12869,0,0,0,3,0,0,0,2
918160,1043,29,12859,0,0,0,9,0,0,0,0
918161,1044,29,12863,0,0,0,9,0,0,0,0
918162,1045,29,12869,0,0,0,3,0,0,0,5
918163,1046,29,12890,0,0,0,3,0,0,0,0
918164,1047,29,12843,0,0,0,3,0,0,0,0
918165,1048,29,12856,0,0,0,3,0,0,0,2
918166,1049,29,12890,0,0,0,9,0,0,0,0
918167,1050,29,12843,0,0,0,9,0,0,0,0
918168,1051,29,12856,0,0,0,3,0,0,0,5
918169,1052,29,12892,0,0,0,3,0,0,0,0
918170,1053,29,12864,0,0,0,3,0,0,0,0
918171,1054,29,12851,0,0,0,3,0,0,0,2
918172,1055,29,12892,0,0,0,9,0,0,0,0
918173,1056,29,12864,0,0,0,9,0,0,0,0
918174,1057,29,12851,0,0,0,3,0,0,0,5
918175,1058,29,12601,0,0,0,1,0,0,0,0
918176,1059,29,10652,0,0,0,1,0,0,0,0
918177,1060,29,5506,0,0,0,1,0,0,0,2
918178,1061,29,12601,0,0,0,5,0,0,0,0
918179,1062,29,10652,10652,10652,0,1,1,1,0,0
918180,1063,29,5506,0,0,0,1,0,0,0,5
918181,1064,29,10647,0,0,0,1,0,0,0,0
918182,1065,29,12616,0,0,0,3,0,0,0,0
918183,1066,29,12604,0,0,0,3,0,0,0,2
918184,1067,29,10647,10647,10647,0,1,1,1,0,0
918185,1068,29,12616,0,0,0,9,0,0,0,0
918186,1069,29,12604,0,0,0,3,0,0,0,5
918187,1070,29,5507,0,0,0,1,0,0,0,0
918188,1071,29,10654,0,0,0,1,0,0,0,0
918189,1072,29,12602,0,0,0,1,0,0,0,2
918190,1073,29,5507,0,0,0,5,0,0,0,0
918191,1074,29,10654,10654,10654,0,1,1,1,0,0
918192,1075,29,12602,0,0,0,1,0,0,0,5
918193,1076,29,12605,0,0,0,3,0,0,0,0
918194,1077,29,10637,0,0,0,1,0,0,0,0
918195,1078,29,12623,0,0,0,3,0,0,0,2
918196,1079,29,12605,0,0,0,9,0,0,0,0
918197,1080,29,10637,10637,10637,0,1,1,1,0,0
918198,1081,29,12623,0,0,0,3,0,0,0,5
918199,1082,29,12603,0,0,0,1,0,0,0,0
918200,1083,29,10651,0,0,0,1,0,0,0,0
918201,1084,29,12608,0,0,0,1,0,0,0,2
918202,1085,29,12603,0,0,0,5,0,0,0,0
918203,1086,29,10651,10651,10651,0,1,1,1,0,0
918204,1087,29,12608,0,0,0,1,0,0,0,5
918205,1088,29,12588,0,0,0,1,0,0,0,0
918206,1089,29,10824,0,0,0,1,0,0,0,0
918207,1090,29,11036,0,0,0,1,0,0,0,2
918208,1091,29,12588,0,0,0,5,0,0,0,0
918209,1092,29,10824,10824,10824,0,1,1,1,0,0
918210,1093,29,11036,0,0,0,1,0,0,0,5
918211,1094,29,10762,0,0,0,1,0,0,0,0
918212,1095,29,10951,0,0,0,1,0,0,0,0
918213,1096,29,11979,0,0,0,1,0,0,0,2
918214,1097,29,10762,10762,10762,0,1,1,1,0,0
918215,1098,29,10951,10951,10951,0,1,1,1,0,0
918216,1099,29,11979,0,0,0,1,0,0,0,5
918217,1100,29,10931,0,0,0,1,0,0,0,0
918218,1101,29,11957,0,0,0,1,0,0,0,0
918219,1102,29,10896,0,0,0,1,0,0,0,2
918220,1103,29,10931,10931,10931,0,1,1,1,0,0
918221,1104,29,11957,11957,11957,0,1,1,1,0,0
918222,1105,29,10896,0,0,0,1,0,0,0,5
918223,1106,29,10911,0,0,0,1,0,0,0,0
918224,1107,29,12596,0,0,0,2,0,0,0,0
918225,1108,29,10806,0,0,0,1,0,0,0,2
918226,1109,29,10911,10911,10911,0,1,1,1,0,0
918227,1110,29,12596,0,0,0,10,0,0,0,0
918228,1111,29,10806,0,0,0,1,0,0,0,5
918229,1112,29,12592,0,0,0,1,0,0,0,0
918230,1113,29,12005,0,0,0,1,0,0,0,0
918231,1114,29,10842,0,0,0,1,0,0,0,2
918232,1115,29,12592,0,0,0,5,0,0,0,0
918233,1116,29,12005,12005,12005,0,1,1,1,0,0
918234,1117,29,10842,0,0,0,1,0,0,0,5
918235,1118,29,11983,0,0,0,1,0,0,0,0
918236,1119,29,11048,0,0,0,1,0,0,0,0
918237,1120,29,10640,0,0,0,1,0,0,0,2
918238,1121,29,11983,11983,11983,0,1,1,1,0,0
918239,1122,29,11048,11048,11048,0,1,1,1,0,0
918240,1123,29,10640,0,0,0,1,0,0,0,5
918241,1124,29,10659,0,0,0,1,0,0,0,0
918242,1125,29,11891,0,0,0,1,0,0,0,0
918243,1126,29,12519,0,0,0,1,0,0,0,2
918244,1127,29,10659,10659,10659,0,1,1,1,0,0
918245,1128,29,11891,11891,11891,0,1,1,1,0,0
918246,1129,29,12519,0,0,0,1,0,0,0,5
918247,1130,29,10972,0,0,0,1,0,0,0,0
918248,1131,29,11008,0,0,0,1,0,0,0,0
918249,1132,29,10924,0,0,0,1,0,0,0,2
918250,1133,29,10972,10972,10972,0,1,1,1,0,0
918251,1134,29,11008,11008,11008,0,1,1,1,0,0
918252,1135,29,10924,0,0,0,1,0,0,0,5
918253,1136,29,12521,0,0,0,1,0,0,0,0
918254,1137,29,12018,0,0,0,1,0,0,0,0
918255,1138,29,10661,0,0,0,1,0,0,0,2
918256,1139,29,12521,0,0,0,5,0,0,0,0
918257,1140,29,12018,12018,12018,0,1,1,1,0,0
918258,1141,29,10661,0,0,0,1,0,0,0,5
918259,1142,29,11034,0,0,0,1,0,0,0,0
918260,1143,29,11894,0,0,0,1,0,0,0,0
918261,1144,29,10885,0,0,0,1,0,0,0,2
918262,1145,29,11034,11034,11034,0,1,1,1,0,0
918263,1146,29,11894,11894,11894,0,1,1,1,0,0
918264,1147,29,10885,0,0,0,1,0,0,0,5
918265,1208,30,12718,0,0,0,3,0,0,0,0
918266,1209,30,12722,0,0,0,3,0,0,0,0
918267,1210,30,12720,0,0,0,3,0,0,0,2
918268,1211,30,12718,0,0,0,6,0,0,0,0
918269,1212,30,12722,0,0,0,6,0,0,0,0
918270,1213,30,12720,0,0,0,6,0,0,0,5
918271,1214,30,12729,0,0,0,3,0,0,0,0
918272,1215,30,12740,0,0,0,3,0,0,0,0
918273,1216,30,12731,0,0,0,3,0,0,0,2
918274,1217,30,12729,0,0,0,6,0,0,0,0
918275,1218,30,12740,0,0,0,6,0,0,0,0
918276,1219,30,12731,0,0,0,6,0,0,0,5
918277,1220,30,12732,0,0,0,3,0,0,0,0
918278,1221,30,12734,0,0,0,3,0,0,0,0
918279,1222,30,12736,0,0,0,3,0,0,0,2
918280,1223,30,12732,0,0,0,6,0,0,0,0
918281,1224,30,12734,0,0,0,6,0,0,0,0
918282,1225,30,12736,0,0,0,6,0,0,0,5
918283,1226,30,12782,0,0,0,3,0,0,0,0
918284,1227,30,12789,0,0,0,3,0,0,0,0
918285,1228,30,12741,0,0,0,3,0,0,0,2
918286,1229,30,12782,0,0,0,6,0,0,0,0
918287,1230,30,12789,0,0,0,6,0,0,0,0
918288,1231,30,12741,0,0,0,6,0,0,0,5
918289,1232,30,12791,0,0,0,3,0,0,0,0
918290,1233,30,12818,0,0,0,3,0,0,0,0
918291,1234,30,12773,0,0,0,3,0,0,0,2
918292,1235,30,12791,0,0,0,6,0,0,0,0
918293,1236,30,12818,0,0,0,6,0,0,0,0
918294,1237,30,12773,0,0,0,6,0,0,0,5
918295,1238,31,18041,0,0,0,1,0,0,0,0
918296,1239,31,19516,0,0,0,1,0,0,0,0
918297,1240,31,19925,0,0,0,1,0,0,0,2
918298,1241,31,18192,0,0,0,1,0,0,0,0
918299,1242,31,18193,0,0,0,1,0,0,0,0
918300,1243,31,19730,0,0,0,1,0,0,0,2
918301,1244,31,19543,0,0,0,1,0,0,0,0
918302,1245,31,5372,0,0,0,1,0,0,0,0
918303,1246,31,18353,0,0,0,1,0,0,0,2
918304,1247,31,18504,0,0,0,1,0,0,0,0
918305,1248,31,19738,0,0,0,1,0,0,0,0
918306,1249,31,19558,0,0,0,1,0,0,0,2
918307,1250,31,19749,0,0,0,1,0,0,0,0
918308,1251,31,19928,0,0,0,1,0,0,0,0
918309,1252,31,18661,0,0,0,1,0,0,0,2
918310,1253,31,19618,0,0,0,1,0,0,0,0
918311,1254,31,19993,0,0,0,1,0,0,0,0
918312,1255,31,18067,0,0,0,1,0,0,0,2
918313,1256,31,18221,0,0,0,1,0,0,0,0
918314,1257,31,19735,0,0,0,1,0,0,0,0
918315,1258,31,18231,0,0,0,1,0,0,0,2
918316,1259,31,18379,0,0,0,1,0,0,0,0
918317,1260,31,19636,0,0,0,1,0,0,0,0
918318,1261,31,19995,0,0,0,1,0,0,0,2
918319,1262,31,18549,0,0,0,1,0,0,0,0
918320,1263,31,19643,0,0,0,1,0,0,0,0
918321,1264,31,18526,0,0,0,1,0,0,0,2
918322,1265,31,18675,0,0,0,1,0,0,0,0
918323,1266,31,18698,0,0,0,1,0,0,0,0
918324,1267,31,18713,0,0,0,1,0,0,0,2
918325,1268,31,18033,0,0,0,1,0,0,0,0
918326,1269,31,19510,0,0,0,1,0,0,0,0
918327,1270,31,19939,0,0,0,1,0,0,0,2
918328,1271,31,18194,0,0,0,1,0,0,0,0
918329,1272,31,19525,0,0,0,1,0,0,0,0
918330,1273,31,19518,0,0,0,1,0,0,0,2
918331,1274,31,19545,0,0,0,1,0,0,0,0
918332,1275,31,19943,0,0,0,1,0,0,0,0
918333,1276,31,18347,0,0,0,1,0,0,0,2
918334,1277,31,19548,0,0,0,1,0,0,0,0
918335,1278,31,19565,0,0,0,1,0,0,0,0
918336,1279,31,18514,0,0,0,1,0,0,0,2
918337,1280,31,19571,0,0,0,1,0,0,0,0
918338,1281,31,19947,0,0,0,1,0,0,0,0
918339,1282,31,18664,0,0,0,1,0,0,0,2
918340,1283,31,18050,0,0,0,1,0,0,0,0
918341,1284,31,19512,0,0,0,1,0,0,0,0
918342,1285,31,18055,0,0,0,1,0,0,0,2
918343,1286,31,18204,0,0,0,1,0,0,0,0
918344,1287,31,18207,0,0,0,1,0,0,0,0
918345,1288,31,19941,0,0,0,1,0,0,0,2
918346,1289,31,18371,0,0,0,1,0,0,0,0
918347,1290,31,19534,0,0,0,1,0,0,0,0
918348,1291,31,18363,0,0,0,1,0,0,0,2
918349,1292,31,18518,0,0,0,1,0,0,0,0
918350,1293,31,19945,0,0,0,1,0,0,0,0
918351,1294,31,18533,0,0,0,1,0,0,0,2
918352,1295,31,18672,0,0,0,1,0,0,0,0
918353,1296,31,18699,0,0,0,1,0,0,0,0
918354,1297,31,18679,0,0,0,1,0,0,0,2
918355,1298,31,19841,0,0,0,3,0,0,0,0
918356,1299,31,19808,0,0,0,3,0,0,0,0
918357,1300,31,19811,0,0,0,3,0,0,0,2
918358,1301,31,19838,0,0,0,3,0,0,0,0
918359,1302,31,19816,0,0,0,3,0,0,0,0
918360,1303,31,19846,0,0,0,3,0,0,0,2
918361,1304,31,19843,0,0,0,3,0,0,0,0
918362,1305,31,19817,0,0,0,3,0,0,0,0
918363,1306,31,19831,0,0,0,3,0,0,0,2
918364,1307,31,19820,0,0,0,3,0,0,0,0
918365,1308,31,19813,0,0,0,3,0,0,0,0
918366,1309,31,19839,0,0,0,3,0,0,0,2
918367,1310,31,19807,0,0,0,3,0,0,0,0
918368,1311,31,19814,0,0,0,3,0,0,0,0
918369,1312,31,19819,0,0,0,3,0,0,0,2
918370,1313,31,19901,0,0,0,1,0,0,0,0
918371,1314,31,18043,0,0,0,1,0,0,0,0
918372,1315,31,19904,0,0,0,1,0,0,0,2
918373,1316,31,18200,0,0,0,1,0,0,0,0
918374,1317,31,19894,0,0,0,3,0,0,0,0
918375,1318,31,19885,0,0,0,3,0,0,0,2
918376,1319,31,19902,0,0,0,1,0,0,0,0
918377,1320,31,19883,0,0,0,3,0,0,0,0
918378,1321,31,19906,0,0,0,1,0,0,0,2
918379,1322,31,19884,0,0,0,3,0,0,0,0
918380,1323,31,18511,0,0,0,1,0,0,0,0
918381,1324,31,19909,0,0,0,3,0,0,0,2
918382,1325,31,19888,0,0,0,3,0,0,0,0
918383,1326,31,18668,0,0,0,1,0,0,0,0
918384,1327,31,19903,0,0,0,1,0,0,0,2
918385,1328,31,18088,0,0,0,1,0,0,0,0
918386,1329,31,19613,0,0,0,1,0,0,0,0
918387,1330,31,18075,0,0,0,1,0,0,0,2
918388,1331,31,18243,0,0,0,1,0,0,0,0
918389,1332,31,19977,0,0,0,1,0,0,0,0
918390,1333,31,18220,0,0,0,1,0,0,0,2
918391,1334,31,18374,0,0,0,1,0,0,0,0
918392,1335,31,19640,0,0,0,1,0,0,0,0
918393,1336,31,19981,0,0,0,2,0,0,0,2
918394,1337,31,18538,0,0,0,1,0,0,0,0
918395,1338,31,19642,0,0,0,1,0,0,0,0
918396,1339,31,18548,0,0,0,1,0,0,0,2
918397,1340,31,18691,0,0,0,1,0,0,0,0
918398,1341,31,18710,0,0,0,1,0,0,0,0
918399,1342,31,19652,0,0,0,1,0,0,0,2
918400,1343,31,18094,0,0,0,1,0,0,0,0
918401,1344,31,18107,0,0,0,1,0,0,0,0
918402,1345,31,19511,0,0,0,1,0,0,0,2
918403,1346,31,18235,0,0,0,1,0,0,0,0
918404,1347,31,18261,0,0,0,1,0,0,0,0
918405,1348,31,19940,0,0,0,1,0,0,0,2
918406,1349,31,18359,0,0,0,1,0,0,0,0
918407,1350,31,19532,0,0,0,1,0,0,0,0
918408,1351,31,18367,0,0,0,1,0,0,0,2
918409,1352,31,18513,0,0,0,1,0,0,0,0
918410,1353,31,19944,0,0,0,1,0,0,0,0
918411,1354,31,18574,0,0,0,1,0,0,0,2
918412,1355,31,18666,0,0,0,1,0,0,0,0
918413,1356,31,18671,0,0,0,1,0,0,0,0
918414,1357,31,18722,0,0,0,1,0,0,0,2
918415,1388,32,20070,0,0,0,3,0,0,0,0
918416,1389,32,20083,0,0,0,3,0,0,0,0
918417,1390,32,20090,0,0,0,3,0,0,0,2
918418,1391,32,20146,0,0,0,9,0,0,0,0
918419,1392,32,20165,0,0,0,9,0,0,0,0
918420,1393,32,20160,0,0,0,9,0,0,0,2
918421,1394,32,20120,0,0,0,3,0,0,0,0
918422,1395,32,20138,0,0,0,3,0,0,0,0
918423,1396,32,20023,0,0,0,3,0,0,0,2
918424,1397,32,20198,0,0,0,9,0,0,0,0
918425,1398,32,20193,0,0,0,9,0,0,0,0
918426,1399,32,20211,0,0,0,9,0,0,0,2
918427,1400,32,20043,0,0,0,3,0,0,0,0
918428,1401,32,20034,0,0,0,3,0,0,0,0
918429,1402,32,20105,0,0,0,3,0,0,0,2
918430,1403,33,27689,0,0,0,1,0,0,0,0
918431,1404,33,27087,0,0,0,1,0,0,0,0
918432,1405,33,27203,0,0,0,1,0,0,0,2
918433,1406,33,25791,0,0,0,1,0,0,0,0
918434,1407,33,25792,0,0,0,1,0,0,0,0
918435,1408,33,25796,0,0,0,1,0,0,0,2
918436,1409,33,27691,0,0,0,1,0,0,0,0
918437,1410,33,27112,0,0,0,1,0,0,0,0
918438,1411,33,27219,0,0,0,1,0,0,0,2
918439,1412,33,26117,0,0,0,1,0,0,0,0
918440,1413,33,27135,0,0,0,1,0,0,0,0
918441,1414,33,26112,0,0,0,1,0,0,0,2
918442,1415,33,26276,0,0,0,1,0,0,0,0
918443,1416,33,27230,0,0,0,1,0,0,0,0
918444,1417,33,27227,0,0,0,1,0,0,0,2
918445,1418,33,27738,0,0,0,1,0,0,0,0
918446,1419,33,25655,0,0,0,1,0,0,0,0
918447,1420,33,27209,0,0,0,1,0,0,0,2
918448,1421,33,25809,0,0,0,1,0,0,0,0
918449,1422,33,25820,0,0,0,1,0,0,0,0
918450,1423,33,25846,0,0,0,1,0,0,0,2
918451,1424,33,27740,0,0,0,1,0,0,0,0
918452,1425,33,25990,0,0,0,1,0,0,0,0
918453,1426,33,26015,0,0,0,1,0,0,0,2
918454,1427,33,26133,0,0,0,1,0,0,0,0
918455,1428,33,27190,0,0,0,1,0,0,0,0
918456,1429,33,26146,0,0,0,1,0,0,0,2
918457,1430,33,26288,0,0,0,1,0,0,0,0
918458,1431,33,26311,0,0,0,1,0,0,0,0
918459,1432,33,26320,0,0,0,1,0,0,0,2
918460,1433,33,27706,0,0,0,1,0,0,0,0
918461,1434,33,25643,0,0,0,1,0,0,0,0
918462,1435,33,27096,0,0,0,1,0,0,0,2
918463,1436,33,25790,0,0,0,1,0,0,0,0
918464,1437,33,25789,0,0,0,1,0,0,0,0
918465,1438,33,25788,0,0,0,1,0,0,0,2
918466,1439,33,27711,0,0,0,1,0,0,0,0
918467,1440,33,27098,0,0,0,1,0,0,0,0
918468,1441,33,27118,0,0,0,1,0,0,0,2
918469,1442,33,26113,0,0,0,1,0,0,0,0
918470,1443,33,26124,0,0,0,1,0,0,0,0
918471,1444,33,27137,0,0,0,1,0,0,0,2
918472,1445,33,26281,0,0,0,1,0,0,0,0
918473,1446,33,26275,0,0,0,1,0,0,0,0
918474,1447,33,27152,0,0,0,1,0,0,0,2
918475,1448,33,25645,0,0,0,1,0,0,0,0
918476,1449,33,27084,0,0,0,1,0,0,0,0
918477,1450,33,25646,0,0,0,1,0,0,0,2
918478,1451,33,27708,0,0,0,1,0,0,0,0
918479,1452,33,25813,0,0,0,1,0,0,0,0
918480,1453,33,25808,0,0,0,1,0,0,0,2
918481,1454,33,26002,0,0,0,1,0,0,0,0
918482,1455,33,25968,0,0,0,1,0,0,0,0
918483,1456,33,27104,0,0,0,1,0,0,0,2
918484,1457,33,27713,0,0,0,1,0,0,0,0
918485,1458,33,26125,0,0,0,1,0,0,0,0
918486,1459,33,26150,0,0,0,1,0,0,0,2
918487,1460,33,26287,0,0,0,1,0,0,0,0
918488,1461,33,26296,0,0,0,1,0,0,0,0
918489,1462,33,26285,0,0,0,1,0,0,0,2
918490,1463,33,27838,0,0,0,3,0,0,0,0
918491,1464,33,27853,0,0,0,3,0,0,0,0
918492,1465,33,27854,0,0,0,3,0,0,0,2
918493,1466,33,27857,0,0,0,3,0,0,0,0
918494,1467,33,27856,0,0,0,3,0,0,0,0
918495,1468,33,27855,0,0,0,3,0,0,0,2
918496,1469,33,27843,0,0,0,3,0,0,0,0
918497,1470,33,27865,0,0,0,3,0,0,0,0
918498,1471,33,27861,0,0,0,3,0,0,0,2
918499,1472,33,27866,0,0,0,3,0,0,0,0
918500,1473,33,27870,0,0,0,3,0,0,0,0
918501,1474,33,27872,0,0,0,3,0,0,0,2
918502,1475,33,27873,0,0,0,3,0,0,0,0
918503,1476,33,27877,0,0,0,3,0,0,0,0
918504,1477,33,27878,0,0,0,3,0,0,0,2
918505,1478,33,27766,0,0,0,1,0,0,0,0
918506,1479,33,25638,0,0,0,1,0,0,0,0
918507,1480,33,25639,0,0,0,1,0,0,0,2
918508,1481,33,25798,0,0,0,1,0,0,0,0
918509,1482,33,27768,0,0,0,3,0,0,0,0
918510,1483,33,27960,0,0,0,3,0,0,0,2
918511,1484,33,27775,0,0,0,1,0,0,0,0
918512,1485,33,25959,0,0,0,1,0,0,0,0
918513,1486,33,27957,0,0,0,3,0,0,0,2
918514,1487,33,27778,0,0,0,1,0,0,0,0
918515,1488,33,26118,0,0,0,1,0,0,0,0
918516,1489,33,27958,0,0,0,3,0,0,0,2
918517,1490,33,27788,0,0,0,3,0,0,0,0
918518,1491,33,26279,0,0,0,1,0,0,0,0
918519,1492,33,27790,0,0,0,3,0,0,0,2
918520,1493,33,27746,0,0,0,3,0,0,0,0
918521,1494,33,25661,0,0,0,1,0,0,0,0
918522,1495,33,27161,0,0,0,1,0,0,0,2
918523,1496,33,25825,0,0,0,1,0,0,0,0
918524,1497,33,25833,0,0,0,1,0,0,0,0
918525,1498,33,25836,0,0,0,1,0,0,0,2
918526,1499,33,27752,0,0,0,3,0,0,0,0
918527,1500,33,25978,0,0,0,1,0,0,0,0
918528,1501,33,27173,0,0,0,1,0,0,0,2
918529,1502,33,26145,0,0,0,1,0,0,0,0
918530,1503,33,26162,0,0,0,1,0,0,0,0
918531,1504,33,27186,0,0,0,1,0,0,0,2
918532,1505,33,26289,0,0,0,1,0,0,0,0
918533,1506,33,26310,0,0,0,1,0,0,0,0
918534,1507,33,26316,0,0,0,1,0,0,0,2
918535,1508,33,27802,0,0,0,1,0,0,0,0
918536,1509,33,27082,0,0,0,1,0,0,0,0
918537,1510,33,25691,0,0,0,1,0,0,0,2
918538,1511,33,25802,0,0,0,1,0,0,0,0
918539,1512,33,25853,0,0,0,1,0,0,0,0
918540,1513,33,25859,0,0,0,1,0,0,0,2
918541,1514,33,27710,0,0,0,1,0,0,0,0
918542,1515,33,25957,0,0,0,1,0,0,0,0
918543,1516,33,27213,0,0,0,1,0,0,0,2
918544,1517,33,26120,0,0,0,1,0,0,0,0
918545,1518,33,26185,0,0,0,1,0,0,0,0
918546,1519,33,26172,0,0,0,1,0,0,0,2
918547,1520,33,26282,0,0,0,1,0,0,0,0
918548,1521,33,26336,0,0,0,1,0,0,0,0
918549,1522,33,26338,0,0,0,1,0,0,0,2
918550,1553,34,27430,0,0,0,3,0,0,0,0
