#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown22[0],Unknown22[1],Unknown22[2],Unknown22[3],Unknown22[4],Unknown22[5],Unknown22[6],Unknown22[7],Unknown22[8],Unknown22[9],Unknown22[10],Unknown22[11],Unknown22[12],Unknown22[13],Unknown22[14],Unknown22[15],Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21
96,2387,2185,2375,10213207682,0,3761,90,7366,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
97,2387,2185,2375,2554375727,0,3762,90,7367,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,True,False,True
98,2387,2185,2375,9532272,0,0,90,7368,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
99,2387,2185,2375,40092469,0,3763,90,7369,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
100,2387,2185,2375,641526529,0,3764,90,7370,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
101,2387,2185,2375,2348819606273,0,0,90,7371,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
102,2387,39913443,9923,0,0,3818,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,True,False,False
103,2387,493,39151,9880936,0,3988,7,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,True,False,False
104,2387,493,40056,9281,0,3989,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,False
105,2387,160508673,568894703,9923,0,3797,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,False
106,2387,33585,153608,0,0,3858,90,6970,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,2,0,0,0,0,0,0,0,False,True,False,True
107,2387,33585,10067267783,0,0,3857,90,6977,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,True,False,True
108,2387,33585,160709447,0,0,3859,90,6978,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,True,False,True
109,2387,141704,9923,630126024824,0,3820,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,False
110,2387,141704,2375,630126024824,0,3821,7,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,True,True,False,False
111,2387,141704,9923,151931,0,3822,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,True,True,False,False
112,2387,141704,141816,151931,0,3823,7,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,True,True,False,False
113,2387,141704,9923,155619,0,0,90,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,True,False,False,False
114,2387,141704,9923,34899,0,0,90,7321,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
115,2387,141704,9923,152432,0,0,90,7322,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
116,2387,141704,2375,2200,0,0,90,7323,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
117,2387,141704,2375,151931,148694,0,90,7324,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,1,1,0,0,0,0,0,0,0,False,False,False,True
118,2387,141704,2375,151931,9262294,0,90,7325,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,6,0,0,0,0,0,0,0,0,0,False,False,False,True
119,2387,141704,2375,151931,152432,3825,90,7326,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,1,1,0,0,0,0,0,0,0,False,True,False,True
120,2387,141704,2375,151702,148694,0,90,7327,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,2,1,1,0,0,0,0,0,0,False,False,False,True
121,2387,141704,2375,10082016397265,0,3824,90,7328,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
122,2387,141704,2375,2239062,0,3826,90,7329,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
123,2387,141704,2375,612803,0,0,90,7330,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
124,2387,141704,37539,151931,0,0,90,7331,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
125,2387,141704,37539,151931,2257,0,90,7332,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,0,0,0,0,0,0,0,0,0,False,False,False,True
126,2387,141704,579046,151931,0,3827,90,7333,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,True
127,2387,33585,39324054,9923,0,3852,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,False
128,2387,33585,2577220545281,9923,0,3850,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,False
129,2387,33585,164574962536,9923,0,3854,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,False
130,2387,33585,39324054,2375,0,3853,7,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,2,0,0,0,0,0,0,0,False,True,False,False
131,2387,33585,2577220545281,2375,0,3851,7,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,False
132,2387,33585,164574962536,2375,0,3855,7,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,False
133,2387,33585,2615770298951,0,0,3856,90,6979,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,True,False,True
134,2387,9507727,9923,36512,0,3880,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,False
135,2387,9507727,2375,36512,0,3881,7,7343,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,True,False,True
136,2387,9507727,9923,8552,0,3882,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,False
137,2387,9507727,2375,8552,0,3883,7,7341,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,3,1,1,1,0,0,0,0,0,False,True,False,True
138,2387,9507727,2375,36512,2257,3884,90,7347,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,1,1,0,0,0,0,0,0,0,False,True,False,True
139,2387,600833,9486,0,0,0,90,6958,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
140,2387,160508673,143002360,9480,0,3798,90,6959,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,True
141,2387,156278,39416,0,0,0,90,6968,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
142,2387,33585,561650503,0,0,0,90,6981,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,False,False,True
143,2387,160508673,149736,0,0,0,90,6960,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,2,0,0,0,0,0,0,False,False,False,True
144,2387,33585,2248248,0,0,0,90,6982,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
145,2387,33585,36071198041,0,0,0,90,6983,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
146,153353288,2214668,154783763,0,0,460,90,5310,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,2,0,0,0,0,0,0,0,False,True,False,True
147,2387,160508673,549126,0,0,0,90,6961,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
148,37026,0,0,0,0,0,90,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,1,2,0,0,0,0,0,0,0,True,False,False,False
149,2387,630023536,2375,0,0,0,90,6903,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
150,2387,630023536,37539,0,0,0,90,6904,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
151,153353288,2214668,159588586,0,0,0,90,5311,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,6,1,1,1,1,1,1,0,0,False,False,False,True
152,2387,33585,8807295,2299,0,0,90,6984,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
153,2387,33585,8807295,8856,0,0,90,6985,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,False,False,True
154,2387,141704,2375,615100911,146756798035,0,90,7334,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,1,1,0,0,0,0,0,0,0,False,False,False,True
155,2387,33585,629201072,0,0,3865,90,6986,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,2,0,0,0,0,0,0,False,True,False,True
156,2387,33585,161071347888,2375,0,3864,7,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,2,0,0,0,0,0,0,False,True,False,False
157,2387,33585,161071347888,9923,0,3863,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,False
158,2387,648040,2508,0,0,0,90,7306,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,3,1,2,1,0,0,0,0,0,False,False,False,True
159,2387,33585,8906901,154486,0,0,90,6987,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,2,0,0,0,0,0,0,False,False,False,True
160,2387,141704,2375,615100911,2348108587940,0,90,7335,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,1,1,0,0,0,0,0,0,0,False,False,False,True
161,2387,141704,38518,615100911,2335652,0,90,7336,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,0,0,0,0,0,0,0,0,0,False,False,False,True
162,2387,141704,2375,615100911,34029872036,0,90,7337,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,1,1,0,0,0,0,0,0,0,False,False,False,True
163,2415,0,0,0,0,0,90,345,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,1,1,1,0,0,0,0,0,0,0,False,False,False,True
164,2387,141704,2375,615100911,9990022052,0,90,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,1,1,0,0,0,0,0,0,0,True,False,False,False
165,2387,33585,2422679,9281,0,0,90,6988,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
166,2387,33585,2422679,2097,0,0,90,6989,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,False,False,True
167,2192,511,39123,0,0,0,90,7600,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
168,2192,511,138899,602932,0,0,90,7601,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,False,False,True
169,2192,511,2141,0,0,0,90,7602,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,False,False,True
170,2387,600833,9923,36676988,0,3799,5,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,0,0,0,0,0,0,0,0,0,False,True,False,False
171,2387,600833,36676988,0,0,3800,7,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,True,False,False
172,2387,9166901,9923,8678,0,0,90,6905,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
173,2387,9166901,2375,8678,0,0,90,6906,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,2,0,0,0,0,0,0,False,False,False,True
174,2387,9166901,9923,8678,2257,0,90,6907,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,0,0,0,0,0,0,0,0,0,False,False,False,True
175,2387,9166901,2375,8678,2257,0,90,6908,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,1,2,0,0,0,0,0,0,0,False,False,False,True
176,2387,2279372,9923,2334079218,0,3890,5,7390,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
177,2387,2279372,2375,2334079218,0,3892,7,7391,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,True,False,True
178,2387,2279372,9923,2334079218,2257,3891,5,7392,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,5,0,0,0,0,0,0,0,0,0,False,True,False,True
179,2387,2279372,9486,0,0,0,90,7393,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,0,0,0,0,0,0,0,0,0,False,False,False,True
180,2387,33585,2315693759,86496,0,0,90,7000,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,False,False,True
181,2192,39123,0,0,0,0,90,7603,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,2,1,1,0,0,0,0,0,0,False,False,False,True
182,2192,2141,0,0,0,0,90,7604,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,1,1,0,0,0,0,0,0,0,False,False,False,True
183,2192,36541876487,0,0,0,4031,90,7607,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2,2,1,1,0,0,0,0,0,0,False,True,False,True
184,2192,511,2270471,0,0,4020,90,7613,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,True,False,True
185,2192,511,2492679,0,0,4021,90,7614,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,3,1,1,1,0,0,0,0,0,False,True,False,True
186,2192,511,36562577,0,0,4030,90,7606,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,True,False,True
187,2192,511,2268574215,0,0,4022,90,7617,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,True,False,True
188,2192,511,2664664059,0,0,4023,90,7608,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,1,1,0,0,0,0,0,0,0,False,True,False,True
189,2192,511,8862082,0,0,4025,90,7615,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,True,False,True
190,2192,511,154360450,0,0,4026,90,7616,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,3,2,1,1,0,0,0,0,0,0,False,True,False,True
191,2192,511,34562,152433,0,4027,90,7618,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,1,1,0,0,0,0,0,0,0,False,True,False,True
192,2192,511,34562,568945,0,4028,90,7619,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,True,False,True
193,2192,511,34562,2331517641,0,4029,90,7620,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,2147483647,4,2,1,1,0,0,0,0,0,0,False,True,False,True
