key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
217,576,576,577,576,576,609,0,0,0,280,223,74,74,0,0,0,400,400,609,0,1423,609,0,1423,0,0,609,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,609,609,609,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1113,1045,1043,1043,0
218,578,578,580,578,578,610,0,0,0,280,224,74,74,0,0,0,400,400,610,0,1427,610,0,1427,0,0,610,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,610,610,610,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1116,1048,1045,1045,0
219,580,580,583,580,580,612,0,0,0,280,224,74,74,0,0,0,400,400,612,0,1430,612,0,1430,0,0,612,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,612,612,612,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1119,1051,1046,1046,0
220,582,582,586,582,582,618,0,0,0,280,224,74,74,0,0,0,400,400,618,0,1433,618,0,1433,0,0,618,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,618,618,618,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1123,1054,1048,1048,0
221,585,585,589,585,585,618,0,0,0,280,224,74,74,0,0,0,400,400,618,0,1437,618,0,1437,0,0,618,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,618,618,618,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1126,1057,1049,1049,0
222,587,587,592,587,587,618,0,0,0,280,224,74,74,0,0,0,400,400,618,0,1440,618,0,1440,0,0,618,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,618,618,618,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1129,1060,1051,1051,0
223,589,589,595,589,589,618,0,0,0,280,225,74,74,0,0,0,400,400,618,0,1443,618,0,1443,0,0,618,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,618,618,618,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1132,1062,1052,1052,0
224,592,592,598,592,592,618,0,0,0,280,225,74,74,0,0,0,400,400,618,0,1447,618,0,1447,0,0,618,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,618,618,618,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1135,1065,1054,1054,0
225,594,594,600,594,594,619,0,0,0,280,225,75,75,0,0,0,400,400,619,0,1450,619,0,1450,0,0,619,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,619,619,619,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1138,1068,1055,1055,0
226,596,596,603,596,596,621,0,0,0,280,225,75,75,0,0,0,400,400,621,0,1453,621,0,1453,0,0,621,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,621,621,621,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1142,1071,1057,1057,0
227,599,599,606,599,599,622,0,0,0,280,226,75,75,0,0,0,400,400,622,0,1457,622,0,1457,0,0,622,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,622,622,622,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1145,1074,1058,1058,0
228,601,601,609,601,601,623,0,0,0,280,226,75,75,0,0,0,400,400,623,0,1460,623,0,1460,0,0,623,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,623,623,623,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1148,1077,1060,1060,0
229,603,603,612,603,603,625,0,0,0,280,226,75,75,0,0,0,400,400,625,0,1463,625,0,1463,0,0,625,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,625,625,625,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1151,1080,1061,1061,0
230,606,606,614,606,606,626,0,0,0,290,226,75,75,0,0,0,400,400,626,0,1467,626,0,1467,0,0,626,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,626,626,626,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1154,1083,1062,1062,0
231,608,608,617,608,608,627,0,0,0,290,226,75,75,0,0,0,400,400,627,0,1470,627,0,1470,0,0,627,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,627,627,627,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1157,1086,1064,1064,0
232,610,610,620,610,610,629,0,0,0,290,227,75,75,0,0,0,400,400,629,0,1473,629,0,1473,0,0,629,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,629,629,629,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1160,1089,1065,1065,0
233,612,612,622,612,612,630,0,0,0,290,227,75,75,0,0,0,400,400,630,0,1477,630,0,1477,0,0,630,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,630,630,630,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1164,1092,1067,1067,0
234,615,615,625,615,615,631,0,0,0,290,227,75,75,0,0,0,400,400,631,0,1480,631,0,1480,0,0,631,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,631,631,631,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1167,1095,1068,1068,0
235,618,618,627,618,618,632,0,0,0,290,227,76,76,0,0,0,400,400,632,0,1483,632,0,1483,0,0,632,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,632,632,632,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1170,1098,1070,1070,0
236,619,619,630,619,619,634,0,0,0,290,228,76,76,0,0,0,400,400,634,0,1487,634,0,1487,0,0,634,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,634,634,634,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1173,1101,1071,1071,0
237,622,622,633,622,622,635,0,0,0,290,228,76,76,0,0,0,400,400,635,0,1490,635,0,1490,0,0,635,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,635,635,635,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1176,1104,1073,1073,0
238,624,624,635,624,624,636,0,0,0,290,228,76,76,0,0,0,400,400,636,0,1493,636,0,1493,0,0,636,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,636,636,636,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1179,1107,1074,1074,0
239,626,626,638,626,626,638,0,0,0,290,228,76,76,0,0,0,400,400,638,0,1497,638,0,1497,0,0,638,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,638,638,638,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1183,1110,1076,1076,0
240,629,629,640,629,629,640,0,0,0,290,228,76,76,0,0,0,400,400,640,0,1500,640,0,1500,0,0,640,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,640,640,640,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1186,1113,1077,1077,0
241,631,631,644,631,631,641,0,0,0,290,229,76,76,0,0,0,400,400,641,0,1503,641,0,1503,0,0,641,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,641,641,641,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1189,1116,1079,1079,0
242,633,633,648,633,633,642,0,0,0,290,229,76,76,0,0,0,400,400,642,0,1507,642,0,1507,0,0,642,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,642,642,642,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1192,1119,1080,1080,0
243,635,635,652,635,635,644,0,0,0,290,229,76,76,0,0,0,400,400,644,0,1510,644,0,1510,0,0,644,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,644,644,644,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1195,1122,1082,1082,0
244,638,638,656,638,638,645,0,0,0,290,229,76,76,0,0,0,400,400,645,0,1513,645,0,1513,0,0,645,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,645,645,645,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1198,1125,1083,1083,0
245,640,640,659,640,640,647,0,0,0,290,230,77,77,0,0,0,400,400,647,0,1517,647,0,1517,0,0,647,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,647,647,647,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1202,1128,1084,1084,0
246,642,642,663,642,642,648,0,0,0,290,230,77,77,0,0,0,400,400,648,0,1520,648,0,1520,0,0,648,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,648,648,648,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1205,1131,1086,1086,0
247,645,645,667,645,645,650,0,0,0,290,230,77,77,0,0,0,400,400,650,0,1523,650,0,1523,0,0,650,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,650,650,650,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1209,1134,1087,1087,0
248,647,647,671,647,647,651,0,0,0,290,230,77,77,0,0,0,400,400,651,0,1527,651,0,1527,0,0,651,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,651,651,651,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1212,1138,1089,1089,0
249,649,649,675,649,649,653,0,0,0,290,230,77,77,0,0,0,400,400,653,0,1530,653,0,1530,0,0,653,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,653,653,653,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1216,1141,1090,1090,0
250,652,652,678,652,652,655,0,0,0,290,231,77,77,0,0,0,400,400,655,0,1533,655,0,1533,0,0,655,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,655,655,655,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1219,1144,1092,1092,0
251,654,654,680,654,654,656,0,0,0,290,231,77,77,0,0,0,400,400,656,0,1537,656,0,1537,0,0,656,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,656,656,656,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1223,1148,1093,1093,0
252,656,656,682,656,656,657,0,0,0,290,231,77,77,0,0,0,400,400,657,0,1540,657,0,1540,0,0,657,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,657,657,657,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1227,1151,1095,1095,0
253,659,659,684,659,659,659,0,0,0,290,231,77,77,0,0,0,400,400,659,0,1543,659,0,1543,0,0,659,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,659,659,659,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1230,1154,1096,1096,0
254,661,661,686,661,661,660,0,0,0,290,232,77,77,0,0,0,400,400,660,0,1547,660,0,1547,0,0,660,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,660,660,660,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1234,1158,1098,1098,0
255,664,664,687,664,664,663,0,0,0,290,232,78,78,0,0,0,400,400,663,0,1550,663,0,1550,0,0,663,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,663,663,663,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1237,1161,1099,1099,0
256,666,666,690,666,666,663,0,0,0,290,232,78,78,0,0,0,400,400,663,0,1553,663,0,1553,0,0,663,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,663,663,663,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1241,1164,1101,1101,0
257,668,668,692,668,668,665,0,0,0,290,232,78,78,0,0,0,400,400,665,0,1557,665,0,1557,0,0,665,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,665,665,665,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1244,1168,1102,1102,0
258,671,671,694,671,671,666,0,0,0,290,232,78,78,0,0,0,400,400,666,0,1560,666,0,1560,0,0,666,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,666,666,666,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1248,1171,1104,1104,0
259,673,673,696,673,673,668,0,0,0,290,233,78,78,0,0,0,400,400,668,0,1563,668,0,1563,0,0,668,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,668,668,668,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1252,1174,1105,1105,0
260,676,676,698,676,676,669,0,0,0,290,233,78,78,0,0,0,400,400,669,0,1567,669,0,1567,0,0,669,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,669,669,669,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1255,1178,1106,1106,0
261,678,678,702,678,678,671,0,0,0,290,233,78,78,0,0,0,400,400,671,0,1570,671,0,1570,0,0,671,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,671,671,671,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1259,1181,1108,1108,0
262,680,680,706,680,680,672,0,0,0,290,233,78,78,0,0,0,400,400,672,0,1573,672,0,1573,0,0,672,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,672,672,672,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1262,1185,1109,1109,0
263,683,683,710,683,683,674,0,0,0,290,234,78,78,0,0,0,400,400,674,0,1577,674,0,1577,0,0,674,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,674,674,674,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1266,1188,1111,1111,0
264,685,685,714,685,685,675,0,0,0,290,234,78,78,0,0,0,400,400,675,0,1580,675,0,1580,0,0,675,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,675,675,675,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1269,1191,1112,1112,0
265,687,687,718,687,687,677,0,0,0,290,234,79,79,0,0,0,400,400,677,0,1583,677,0,1583,0,0,677,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,677,677,677,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1273,1195,1114,1114,0
266,690,690,721,690,690,678,0,0,0,290,234,79,79,0,0,0,400,400,678,0,1587,678,0,1587,0,0,678,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,678,678,678,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1277,1198,1115,1115,0
267,692,692,725,692,692,680,0,0,0,290,234,79,79,0,0,0,400,400,680,0,1590,680,0,1590,0,0,680,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,680,680,680,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1280,1201,1117,1117,0
268,695,695,729,695,695,681,0,0,0,290,235,79,79,0,0,0,400,400,681,0,1593,681,0,1593,0,0,681,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,681,681,681,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1284,1205,1118,1118,0
269,697,697,733,697,697,683,0,0,0,290,235,79,79,0,0,0,400,400,683,0,1597,683,0,1597,0,0,683,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,683,683,683,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1287,1208,1120,1120,0
270,700,700,736,700,700,685,0,0,0,290,235,79,79,0,0,0,400,400,685,0,1600,685,0,1600,0,0,685,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,685,685,685,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1291,1211,1121,1121,0
271,703,703,738,703,703,689,0,0,0,290,235,79,79,0,0,0,410,410,689,0,1610,689,0,1610,0,0,689,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,689,689,689,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1295,1215,1123,1123,0
272,706,706,740,706,706,695,0,0,0,290,236,79,79,0,0,0,420,420,695,0,1620,695,0,1620,0,0,695,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,695,695,695,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1298,1218,1124,1124,0
273,709,709,741,709,709,700,0,0,0,290,236,79,79,0,0,0,430,430,700,0,1630,700,0,1630,0,0,700,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,700,700,700,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1302,1221,1126,1126,0
274,713,713,743,713,713,706,0,0,0,290,236,79,79,0,0,0,440,440,706,0,1640,706,0,1640,0,0,706,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,706,706,706,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1305,1225,1127,1127,0
275,714,714,744,714,714,713,0,0,0,300,236,80,80,0,0,0,450,450,713,0,1650,713,0,1650,0,0,713,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,713,713,713,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1309,1228,1128,1128,0
276,719,719,746,719,719,716,0,0,0,300,236,80,80,0,0,0,460,460,716,0,1660,716,0,1660,0,0,716,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,716,716,716,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1312,1232,1130,1130,0
277,723,723,748,723,723,722,0,0,0,300,237,80,80,0,0,0,470,470,722,0,1670,722,0,1670,0,0,722,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,722,722,722,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1316,1235,1131,1131,0
278,726,726,749,726,726,727,0,0,0,300,237,80,80,0,0,0,480,480,727,0,1680,727,0,1680,0,0,727,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,727,727,727,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1320,1238,1133,1133,0
279,729,729,751,729,729,733,0,0,0,300,237,80,80,0,0,0,490,490,733,0,1690,733,0,1690,0,0,733,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,733,733,733,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1323,1242,1134,1134,0
280,732,732,752,732,732,740,0,0,0,300,237,80,80,0,0,0,500,500,740,0,1700,740,0,1700,0,0,740,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,740,740,740,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1327,1245,1136,1136,0
281,736,736,753,736,736,743,0,0,0,300,238,80,80,0,0,0,510,510,743,0,1710,743,0,1710,0,0,743,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,743,743,743,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1330,1248,1137,1137,0
282,739,739,753,739,739,749,0,0,0,300,238,80,80,0,0,0,520,520,749,0,1720,749,0,1720,0,0,749,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,749,749,749,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1334,1252,1139,1139,0
283,743,743,753,743,743,754,0,0,0,300,238,80,80,0,0,0,530,530,754,0,1730,754,0,1730,0,0,754,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,754,754,754,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1337,1255,1140,1140,0
284,746,746,753,746,746,760,0,0,0,300,238,80,80,0,0,0,540,540,760,0,1740,760,0,1740,0,0,760,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,760,760,760,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1341,1258,1142,1142,0
285,750,750,753,750,750,768,0,0,0,300,238,81,81,0,0,0,550,550,768,0,1750,768,0,1750,0,0,768,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,768,768,768,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1345,1262,1143,1143,0
286,753,753,754,753,753,770,0,0,0,300,239,81,81,0,0,0,560,560,770,0,1760,770,0,1760,0,0,770,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,770,770,770,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1348,1265,1145,1145,0
287,756,756,754,756,756,776,0,0,0,300,239,81,81,0,0,0,570,570,776,0,1770,776,0,1770,0,0,776,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,776,776,776,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1352,1268,1146,1146,0
288,760,760,754,760,760,781,0,0,0,300,239,81,81,0,0,0,580,580,781,0,1780,781,0,1780,0,0,781,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,781,781,781,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1355,1272,1148,1148,0
289,763,763,754,763,763,787,0,0,0,300,239,81,81,0,0,0,590,590,787,0,1790,787,0,1790,0,0,787,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,787,787,787,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1359,1275,1149,1149,0
290,768,768,755,768,768,797,0,0,0,300,240,81,81,0,0,0,600,600,797,0,1800,797,0,1800,0,0,797,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,797,797,797,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1363,1279,1150,1150,0
291,770,770,758,770,770,797,0,0,0,300,240,81,81,0,0,0,600,600,797,0,1809,797,0,1809,0,0,797,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,797,797,797,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1372,1287,1160,1160,0
292,774,774,762,774,774,797,0,0,0,300,240,81,81,0,0,0,600,600,797,0,1818,797,0,1818,0,0,797,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,797,797,797,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1381,1296,1170,1170,0
293,777,777,765,777,777,798,0,0,0,300,241,81,81,0,0,0,600,600,798,0,1827,798,0,1827,0,0,798,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,798,798,798,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1390,1304,1180,1180,0
294,781,781,769,781,781,801,0,0,0,300,241,81,81,0,0,0,600,600,801,0,1836,801,0,1836,0,0,801,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,801,801,801,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1399,1313,1190,1190,0
295,785,785,772,785,785,803,0,0,0,300,241,82,82,0,0,0,600,600,803,0,1845,803,0,1845,0,0,803,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,803,803,803,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1408,1321,1200,1200,0
296,788,788,776,788,788,805,0,0,0,300,242,82,82,0,0,0,600,600,805,0,1854,805,0,1854,0,0,805,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,805,805,805,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1417,1330,1210,1210,0
297,792,792,780,792,792,807,0,0,0,300,242,82,82,0,0,0,600,600,807,0,1863,807,0,1863,0,0,807,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,807,807,807,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1426,1338,1220,1220,0
298,795,795,783,795,795,809,0,0,0,300,242,82,82,0,0,0,600,600,809,0,1872,809,0,1872,0,0,809,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,809,809,809,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1435,1347,1230,1230,0
299,799,799,787,799,799,811,0,0,0,300,243,82,82,0,0,0,600,600,811,0,1881,811,0,1881,0,0,811,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,811,811,811,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1444,1356,1240,1240,0
300,803,803,790,803,803,814,0,0,0,310,243,82,82,0,0,0,600,600,814,0,1890,814,0,1890,0,0,814,0,15,15,15,0,0,0,0,3000,188,188,188,188,188,188,0,814,814,814,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1454,1364,1250,1250,0
301,806,806,794,806,806,816,0,0,0,310,243,82,82,0,0,0,600,600,816,0,1899,816,0,1899,0,0,816,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,816,816,816,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1463,1373,1260,1260,0
302,810,810,798,810,810,818,0,0,0,310,244,82,82,0,0,0,600,600,818,0,1908,818,0,1908,0,0,818,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,818,818,818,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1472,1381,1270,1270,0
303,814,814,802,814,814,820,0,0,0,310,244,82,82,0,0,0,600,600,820,0,1917,820,0,1917,0,0,820,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,820,820,820,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1481,1390,1280,1280,0
304,817,817,806,817,817,822,0,0,0,310,244,82,82,0,0,0,600,600,822,0,1926,822,0,1926,0,0,822,0,15,15,15,0,0,0,0,0,188,188,188,188,188,188,0,822,822,822,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,0,0,1490,1398,1290,1290,0
