#,UsageParameter,CustomTalk,Item,ModelKey,HousingItemCategory,UsageType,Placement,AquariumTier,Unknown1,Unplacement,UnplacementStorage,DestroyOnRemoval,Unknown4,Unknown5,Unknown6
197011,0,721037,13076,403,12,0,50,0,0,0,0,False,False,True,False
197012,0,0,13077,404,12,0,0,0,0,0,0,False,False,True,False
197013,0,0,13078,405,12,0,0,0,0,0,0,False,False,True,False
197014,0,0,13079,406,12,0,0,0,0,0,0,False,False,True,False
197015,0,721037,13080,407,12,0,0,0,0,0,0,False,False,True,False
197016,0,721037,13081,408,12,0,0,0,0,0,0,False,False,True,False
197017,0,0,13082,409,12,0,0,0,0,0,0,False,False,True,False
197018,0,721037,13083,410,14,0,0,0,3,0,0,False,False,True,False
197019,0,0,20307,411,14,0,0,0,5,0,0,False,False,True,False
197020,0,0,13285,412,13,0,0,0,0,0,0,False,False,True,False
197021,0,721037,15957,413,14,0,0,0,0,0,0,False,False,True,False
197022,0,721037,15958,414,14,0,0,0,0,0,0,False,False,True,False
197023,0,721037,15959,415,14,0,0,0,0,0,0,False,False,True,False
197024,0,0,15134,416,14,0,0,0,5,0,0,False,False,True,False
197025,0,0,15135,417,14,0,0,0,5,0,0,False,False,True,False
197026,0,0,15136,418,14,0,0,0,5,0,0,False,False,True,False
197027,0,0,14048,419,12,0,0,0,0,0,0,False,False,True,False
197028,0,0,14050,420,12,0,0,0,0,0,0,False,False,True,False
197029,0,0,14051,421,13,0,0,0,0,0,0,False,False,True,False
197030,0,0,14049,422,16,0,0,0,0,0,0,False,False,True,False
197031,21,721109,14052,423,14,7,0,0,9,4,11,True,False,True,False
197032,0,0,13289,424,15,0,0,0,5,0,0,False,False,True,False
197033,0,721037,13335,425,14,0,0,0,3,0,0,False,False,True,False
197034,0,721037,13336,426,14,0,0,0,3,0,0,False,False,True,False
197035,0,721037,13337,427,14,0,0,0,3,0,0,False,False,True,False
197036,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197037,0,0,15137,429,14,0,0,0,5,0,0,False,False,True,False
197038,0,0,15138,430,14,0,0,0,5,0,0,False,False,True,False
197039,0,0,15139,431,14,0,0,0,5,0,0,False,False,True,False
197040,0,0,15140,432,14,0,0,0,5,0,0,False,False,True,False
197041,0,0,15141,433,14,0,0,0,5,0,0,False,False,True,False
197042,0,0,15142,434,14,0,0,0,5,0,0,False,False,True,False
197043,0,0,13338,435,15,0,0,0,3,0,0,False,False,True,False
197044,0,0,13339,436,15,0,0,0,5,0,0,False,False,True,False
197045,0,0,13340,437,15,0,0,0,3,0,0,False,False,True,False
197046,0,721037,13341,438,14,0,0,0,3,0,0,False,False,True,False
197047,0,721037,13342,439,14,0,0,0,3,0,0,False,False,True,False
197048,4,0,13055,440,12,3,21,0,0,16,9,False,False,False,False
197049,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197050,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197051,0,721227,14055,443,14,11,53,0,0,0,0,False,False,False,False
197052,0,721227,14056,444,14,11,53,0,0,0,0,False,False,False,False
197053,0,721227,14057,445,14,11,53,0,0,0,0,False,False,False,False
197054,0,721037,14054,446,12,0,0,0,5,0,0,False,False,True,False
197055,0,0,15143,447,13,0,0,0,0,0,0,False,False,True,False
197056,1,721232,17016,448,14,12,0,0,5,5,12,False,False,True,False
197057,0,0,15145,449,14,0,0,0,0,0,0,False,False,True,False
197058,23,721109,15146,450,14,7,0,0,9,4,11,True,False,True,False
197059,0,0,15147,451,12,0,0,0,0,0,0,False,False,True,False
197060,0,0,15148,452,14,0,0,0,0,0,0,False,False,True,False
197061,0,721037,15149,453,14,0,60,0,0,0,0,False,False,True,False
197062,0,721037,15150,454,12,0,60,0,0,0,0,False,False,True,False
197063,0,0,15151,455,12,0,0,0,0,0,0,False,False,True,False
197064,4,721249,15778,456,14,13,63,4,0,6,13,False,False,True,False
197065,0,0,15152,457,14,0,61,0,0,0,0,False,False,True,False
197066,0,0,15153,458,12,0,0,0,5,0,0,False,False,True,False
197067,0,721037,15154,459,14,0,0,0,5,0,0,False,False,True,False
197068,0,0,15155,460,14,0,0,0,5,0,0,False,False,True,False
197069,0,0,15156,461,15,0,0,0,5,0,0,False,False,True,False
197070,0,721037,15969,462,14,0,0,0,0,0,0,False,False,True,False
197071,0,0,15970,463,15,0,0,0,0,0,0,False,False,True,False
197072,0,0,15971,464,13,0,0,0,0,0,0,False,False,True,False
197073,24,721109,15973,465,14,7,0,0,8,4,11,True,False,True,False
197074,0,0,15967,466,14,0,0,0,0,0,0,False,False,True,False
197075,0,0,15968,467,14,0,0,0,0,0,0,False,False,True,False
197076,0,0,15974,468,12,0,0,0,0,0,0,False,False,True,False
197077,0,721037,15975,469,12,0,0,0,0,0,0,False,False,True,False
197078,0,0,15976,470,16,0,0,0,0,0,0,False,False,True,False
197079,0,0,15977,471,14,0,0,0,0,0,0,False,False,True,False
197080,0,721037,15960,472,14,0,0,0,0,0,0,False,False,True,False
197081,0,721037,15961,473,14,0,0,0,0,0,0,False,False,True,False
197082,0,721037,15962,474,14,0,0,0,0,0,0,False,False,True,False
197083,0,721037,15963,475,14,0,0,0,0,0,0,False,False,True,False
197084,6,721112,15956,476,12,8,36,0,0,0,0,False,False,False,False
197085,0,0,17003,477,14,0,0,0,3,0,0,False,False,True,False
197086,0,0,15980,478,14,0,0,0,5,0,0,False,False,True,False
197087,0,0,15979,479,14,0,0,0,5,0,0,False,False,True,False
197088,0,0,15978,480,12,0,0,0,5,0,0,False,False,True,False
197089,0,721037,15966,481,14,0,0,0,5,0,0,False,False,True,False
197090,0,0,15964,482,14,0,64,0,0,0,0,False,False,True,False
197091,0,0,15965,483,14,0,65,0,0,0,0,False,False,True,False
197092,0,0,17953,484,12,0,0,0,0,0,0,False,False,True,False
197093,0,0,17017,485,14,0,0,0,0,0,0,False,False,True,False
197094,0,0,17018,486,15,0,0,0,6,0,0,False,False,True,False
197095,0,0,17575,487,14,0,0,0,5,0,0,False,False,True,False
197096,0,0,17020,488,14,0,0,0,0,0,0,False,False,True,False
197097,25,721109,17021,489,14,7,0,0,9,4,11,True,False,True,False
197098,0,0,17022,490,15,0,0,0,5,0,0,False,False,True,False
197099,0,721037,16779,491,15,0,60,0,0,0,0,False,False,True,False
197100,0,721037,17023,492,14,0,0,0,0,0,0,False,False,True,False
197101,0,0,17024,493,13,0,0,0,0,0,0,False,False,True,False
197102,0,0,17025,494,12,0,0,0,0,0,0,False,False,True,False
197103,0,0,16780,495,13,0,0,0,0,0,0,False,False,True,False
197104,0,0,17027,496,14,0,0,0,5,0,0,False,False,True,False
197105,0,0,17026,497,14,0,0,0,5,0,0,False,False,True,False
197106,0,0,16781,498,13,0,0,0,0,0,0,False,False,True,False
197107,0,0,16782,499,13,0,0,0,0,0,0,False,False,True,False
197108,0,721226,17954,500,14,10,52,0,0,0,0,False,False,True,False
197109,0,0,15988,312,14,0,0,0,3,0,0,False,False,True,False
197110,0,0,15989,387,14,0,0,0,3,0,0,False,False,True,False
197111,0,0,15990,388,13,0,0,0,3,0,0,False,False,True,False
197112,0,0,15991,406,12,0,0,0,3,0,0,False,False,True,False
197113,0,0,15992,322,12,0,0,0,3,0,0,False,False,True,False
197114,0,0,15993,292,14,0,0,0,3,0,0,False,False,True,False
197115,0,0,15994,297,15,0,0,0,3,0,0,False,False,True,False
197116,0,0,15995,389,15,0,0,0,3,0,0,False,False,True,False
197117,0,0,15996,400,15,0,0,0,3,0,0,False,False,True,False
197118,0,0,15997,390,12,0,0,0,3,0,0,False,False,True,False
197119,0,0,15998,290,14,0,0,0,3,0,0,False,False,True,False
197120,0,0,15999,291,14,0,0,0,3,0,0,False,False,True,False
197121,19,721109,16000,391,14,7,0,0,7,4,11,True,False,True,False
197122,0,721037,16001,392,14,0,0,0,3,0,0,False,False,True,False
197123,0,721037,17037,407,12,0,0,0,3,0,0,False,False,True,False
197124,0,721037,17038,408,12,0,0,0,3,0,0,False,False,True,False
197125,0,0,17039,409,12,0,0,0,3,0,0,False,False,True,False
197126,0,0,17040,412,13,0,0,0,3,0,0,False,False,True,False
197127,0,0,17041,343,12,0,0,0,3,0,0,False,False,True,False
197128,0,721037,17042,446,12,0,0,0,3,0,0,False,False,True,False
197129,6,0,16969,243,12,3,21,0,0,2,9,False,False,False,False
197130,7,0,16970,243,12,3,21,0,0,2,9,False,False,False,False
197131,8,0,16971,243,12,3,21,0,0,2,9,False,False,False,False
197132,0,0,17028,502,12,0,0,0,0,0,0,False,False,True,False
197133,0,0,17019,503,16,0,0,0,0,0,0,False,False,True,False
197134,0,0,17678,504,14,0,0,0,5,0,0,False,False,True,False
197135,0,0,17677,505,14,0,0,0,5,0,0,False,False,True,False
197136,1,721232,17955,501,15,12,0,0,0,5,12,False,False,True,False
197137,0,0,17956,506,12,0,0,0,0,0,0,False,False,True,False
197138,0,0,17957,507,12,0,0,0,0,0,0,False,False,True,False
197139,0,0,17958,508,14,0,0,0,0,0,0,False,False,True,False
197140,0,0,17959,509,14,0,0,0,0,0,0,False,False,True,False
197141,0,0,17960,510,12,0,0,0,0,0,0,False,False,True,False
197142,0,0,17961,511,14,0,71,0,0,0,0,False,False,True,False
197143,0,0,17962,512,14,0,72,0,0,0,0,False,False,True,False
197144,0,0,21812,514,15,0,0,0,5,0,0,False,False,True,False
197145,0,0,17963,513,14,0,0,0,5,0,0,False,False,True,False
197146,0,0,17965,515,14,0,0,0,0,0,0,False,False,True,False
197147,0,0,17966,516,12,0,0,0,5,0,0,False,False,True,False
197148,26,721109,17967,517,14,7,0,0,9,4,11,True,False,True,False
197149,27,721109,17968,518,14,7,0,0,9,4,11,True,False,True,False
197150,28,721109,17969,519,14,7,0,0,9,4,11,True,False,True,False
197151,29,721109,17970,520,14,7,0,0,9,4,11,True,False,True,False
197152,0,721037,20305,521,14,0,0,0,5,0,0,False,False,True,False
197153,0,0,20306,522,15,0,0,0,5,0,0,False,False,True,False
197154,2,721272,17971,523,14,12,0,0,0,7,14,False,False,True,False
197155,0,0,17972,524,14,0,0,0,0,0,0,False,False,True,False
197156,0,0,17973,525,14,0,0,0,0,0,0,False,False,True,False
197157,0,0,17974,526,13,0,0,0,0,0,0,False,False,True,False
197158,3,721333,21106,527,12,12,0,0,0,8,15,False,False,True,False
197159,0,0,17975,528,15,0,0,0,5,0,0,False,False,True,False
197160,30,721109,17976,529,14,7,0,0,8,4,11,True,False,True,False
197161,0,0,17977,530,14,0,0,0,0,0,0,False,False,True,False
197162,0,721037,17978,531,12,0,0,0,0,0,0,False,False,True,False
197163,0,0,17979,532,14,0,0,0,0,0,0,False,False,True,False
197164,0,0,17980,533,14,0,0,0,5,0,0,False,False,True,False
197165,31,721109,20761,534,14,7,0,0,8,4,11,True,False,True,False
197166,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197167,33,721109,20766,536,14,7,0,0,8,4,11,True,False,True,False
197168,0,721037,17981,537,14,0,74,0,0,0,0,False,False,True,False
197169,0,0,20310,538,15,0,0,0,0,0,0,False,False,True,False
197170,0,0,28963,539,13,0,0,0,0,0,0,False,False,False,False
197171,0,0,28964,540,12,0,0,0,0,0,0,False,False,False,False
197172,0,0,23856,541,13,0,0,0,5,0,0,False,False,True,False
197173,0,0,23857,542,12,0,0,0,5,0,0,False,False,True,False
197174,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197175,0,721037,20771,544,14,0,0,0,3,0,0,False,False,True,False
197176,0,721037,21813,545,14,0,0,0,0,0,0,False,False,True,False
197177,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197178,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197179,0,721037,24488,548,14,0,0,0,0,0,0,False,False,True,False
197180,0,0,22536,549,12,0,0,0,0,0,0,False,False,True,False
197181,0,0,22537,550,14,0,0,0,0,0,0,False,False,True,False
197182,0,0,20623,461,15,0,0,0,3,0,0,False,False,True,False
197183,0,0,20726,551,13,0,0,0,0,0,0,False,False,True,False
197184,0,0,20728,552,12,0,0,0,0,0,0,False,False,True,False
197185,0,0,20738,553,13,0,0,0,0,0,0,False,False,True,False
197186,0,0,20731,554,12,0,0,0,0,0,0,False,False,True,False
197187,0,0,20732,555,13,0,0,0,0,0,0,False,False,True,False
197188,0,0,20733,556,13,0,0,0,0,0,0,False,False,True,False
197189,0,0,20734,557,13,0,0,0,0,0,0,False,False,True,False
197190,0,0,20735,558,13,0,0,0,0,0,0,False,False,True,False
197191,0,0,20729,559,12,0,0,0,0,0,0,False,False,True,False
197192,0,0,20730,560,12,0,0,0,0,0,0,False,False,True,False
197193,0,0,20727,561,13,0,0,0,0,0,0,False,False,True,False
197194,0,0,20736,562,13,0,0,0,0,0,0,False,False,True,False
197195,0,0,20737,563,12,0,0,0,0,0,0,False,False,True,False
197196,0,0,20739,564,12,0,0,0,0,0,0,False,False,True,False
197197,0,0,20743,565,15,0,0,0,0,0,0,False,False,True,False
197198,0,0,20740,566,12,0,0,0,0,0,0,False,False,True,False
197199,0,0,20741,567,14,0,0,0,0,0,0,False,False,True,False
197200,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197201,0,0,20747,569,14,0,0,0,0,0,0,False,False,True,False
197202,0,0,20748,570,14,0,0,0,0,0,0,False,False,True,False
197203,0,0,20742,571,15,0,0,0,0,0,0,False,False,True,False
197204,0,0,20750,572,14,0,0,0,0,0,0,False,False,True,False
197205,0,0,20749,573,14,0,0,0,0,0,0,False,False,True,False
197206,0,0,20751,574,14,0,0,0,0,0,0,False,False,True,False
197207,0,0,20745,575,14,0,0,0,0,0,0,False,False,True,False
197208,0,0,20746,576,14,0,0,0,0,0,0,False,False,True,False
197209,0,0,20744,577,15,0,0,0,0,0,0,False,False,True,False
197210,0,0,20754,578,15,0,73,0,0,0,0,False,False,True,False
197211,0,0,20764,579,15,0,0,0,5,0,0,False,False,True,False
197212,0,0,24489,580,14,0,0,0,0,0,0,False,False,True,False
197213,0,0,20765,581,14,0,0,0,5,0,0,False,False,True,False
197214,0,0,20768,582,15,0,0,0,5,0,0,False,False,True,False
197215,0,0,20769,583,14,0,0,0,5,0,0,False,False,True,False
197216,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197217,0,0,20755,585,14,0,0,0,0,0,0,False,False,True,False
197218,0,721037,21814,586,12,0,0,0,5,0,0,False,False,True,False
197219,0,0,20639,587,15,0,0,0,5,0,0,False,False,True,False
197220,32,721109,20762,588,14,7,0,0,8,4,11,True,False,True,False
197221,34,721109,20767,589,14,7,0,0,8,4,11,True,False,True,False
197222,0,0,20752,590,15,0,0,0,0,0,0,False,False,True,False
197223,0,0,20753,591,15,0,0,0,0,0,0,False,False,True,False
197224,1,721232,20756,592,14,12,0,0,0,5,12,False,False,True,False
197225,1,721232,20757,593,14,12,0,0,0,5,12,False,False,True,False
197226,1,721232,20758,594,14,12,0,0,0,5,12,False,False,True,False
197227,1,721232,20759,595,14,12,0,0,0,5,12,False,False,True,False
197228,1,721232,20760,596,14,12,0,0,0,5,12,False,False,True,False
197229,0,0,30413,597,14,0,0,0,0,0,0,False,False,True,False
197230,0,0,28129,598,15,0,0,0,5,0,0,False,False,True,False
197231,0,0,33291,599,15,0,0,0,0,0,0,False,False,True,False
197232,0,0,41425,600,14,0,0,0,5,0,0,False,False,True,False
197233,0,0,21815,601,15,0,0,0,0,0,0,False,False,True,False
197234,0,0,33251,602,12,0,0,0,5,0,0,False,False,True,False
197235,0,0,20763,603,14,0,0,0,5,0,0,False,False,True,False
197236,62,721109,32202,604,14,7,0,0,9,4,11,True,False,True,False
197237,0,721037,20770,605,14,0,0,0,3,0,0,False,False,True,False
197238,24,721109,20814,465,14,7,0,0,7,4,11,True,False,True,False
197239,0,0,20815,480,12,0,0,0,3,0,0,False,False,True,False
197240,0,0,20816,436,15,0,0,0,3,0,0,False,False,True,False
197241,0,721037,20818,481,14,0,0,0,3,0,0,False,False,True,False
197242,0,0,21816,607,13,0,75,0,0,0,0,False,False,True,False
197243,0,0,21817,606,12,0,76,0,0,0,0,False,False,True,False
197244,0,0,21818,608,14,0,0,0,3,0,0,False,False,True,False
197245,0,0,21819,609,14,0,0,0,5,0,0,False,False,True,False
197246,0,0,21820,610,15,0,0,0,5,0,0,False,False,True,False
197247,0,0,21821,611,14,0,0,0,5,0,0,False,False,True,False
197248,35,721109,21822,612,14,7,0,0,9,4,11,True,False,True,False
197249,0,0,21823,613,14,0,0,0,0,0,0,False,False,True,False
197250,0,0,24490,614,14,0,0,0,0,0,0,False,False,True,False
197251,36,721109,21824,615,14,7,0,0,9,4,11,True,False,True,False
197252,37,721109,21825,616,14,7,0,0,9,4,11,True,False,True,False
197253,0,0,21826,617,15,0,0,0,0,0,0,False,False,True,False
197254,0,0,21827,618,15,0,0,0,0,0,0,False,False,True,False
197255,0,0,21828,619,14,0,0,0,0,0,0,False,False,True,False
197256,0,0,21829,620,13,0,0,0,0,0,0,False,False,True,False
197257,0,0,21830,621,13,0,0,0,0,0,0,False,False,True,False
197258,0,0,21831,622,13,0,0,0,5,0,0,False,False,True,False
197259,0,0,21832,623,12,0,0,0,5,0,0,False,False,True,False
197260,0,0,21833,624,12,0,0,0,0,0,0,False,False,True,False
197261,0,0,21834,625,14,0,0,0,0,0,0,False,False,True,False
197262,0,0,21835,626,15,0,0,0,0,0,0,False,False,True,False
197263,0,0,21836,627,15,0,0,0,0,0,0,False,False,True,False
197264,0,0,22538,628,13,0,0,0,0,0,0,False,False,True,False
197265,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197266,0,0,22539,630,12,0,0,0,0,0,0,False,False,True,False
197267,0,0,23858,631,12,0,0,0,3,0,0,False,False,True,False
197268,0,0,21838,632,14,0,0,0,5,0,0,False,False,True,False
197269,0,0,21839,633,12,0,0,0,0,0,0,False,False,True,False
197270,0,0,21840,634,14,0,0,0,5,0,0,False,False,True,False
197271,0,0,22540,635,12,0,0,0,0,0,0,False,False,True,False
197272,0,0,22541,636,15,0,0,0,0,0,0,False,False,True,False
197273,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197274,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197275,0,0,32203,639,14,0,0,0,0,0,0,False,False,True,False
197276,0,0,33252,640,13,0,0,0,5,0,0,False,False,True,False
197277,0,0,23859,641,13,0,0,0,5,0,0,False,False,True,False
197278,0,0,30414,642,16,0,0,0,0,0,0,False,False,True,False
197279,0,0,24491,643,13,0,0,0,0,0,0,False,False,True,False
197280,0,0,41426,644,13,0,0,0,5,0,0,False,False,True,False
197281,1,721249,21841,645,14,13,63,1,0,6,13,False,False,True,False
197282,2,721249,21842,646,14,13,63,2,0,6,13,False,False,True,False
197283,0,721374,22521,647,12,0,0,0,5,0,0,False,False,False,False
197284,3,721333,21107,648,12,12,0,0,0,8,15,False,False,True,False
197285,3,721333,21108,649,12,12,0,0,0,8,15,False,False,True,False
197286,3,721333,21109,650,12,12,0,0,0,8,15,False,False,True,False
197287,0,0,23860,651,14,0,0,0,5,0,0,False,False,True,False
197288,0,0,21843,652,14,0,0,0,0,0,0,False,False,True,False
197289,0,0,21844,653,13,0,0,0,0,0,0,False,False,True,False
197290,3,721249,24492,654,14,13,63,3,0,6,13,False,False,True,False
197291,4,721249,24493,655,14,13,63,4,0,6,13,False,False,True,False
197292,0,0,21207,656,12,0,0,0,0,0,0,False,False,True,False
197293,9,0,21199,243,12,3,21,0,0,2,9,False,False,False,False
197294,10,0,21200,243,12,3,21,0,0,2,9,False,False,False,False
197295,11,0,21201,243,12,3,21,0,0,2,9,False,False,False,False
197296,31,721109,21308,534,14,7,0,0,7,4,11,True,False,True,False
197297,32,721109,21309,588,14,7,0,0,7,4,11,True,False,True,False
197298,0,0,21310,603,14,0,0,0,3,0,0,False,False,True,False
197299,0,0,21311,579,15,0,0,0,3,0,0,False,False,True,False
197300,0,0,21312,581,14,0,0,0,3,0,0,False,False,True,False
197301,33,721109,21313,536,14,7,0,0,7,4,11,True,False,True,False
197302,34,721109,21314,589,14,7,0,0,7,4,11,True,False,True,False
197303,0,0,21315,582,15,0,0,0,3,0,0,False,False,True,False
197304,0,0,21316,583,14,0,0,0,3,0,0,False,False,True,False
197305,0,0,21845,657,12,0,0,0,0,0,0,False,False,True,False
197306,0,0,21846,658,14,0,0,0,0,0,0,False,False,True,False
197307,0,0,21847,659,14,0,0,0,5,0,0,False,False,True,False
197308,0,0,21848,660,14,0,0,0,5,0,0,False,False,True,False
197309,0,0,21849,661,13,0,0,0,5,0,0,False,False,True,False
197310,0,721226,21870,662,14,10,52,0,3,0,0,False,False,True,False
197311,0,0,21850,663,13,0,0,0,5,0,0,False,False,True,False
197312,0,0,21851,664,14,0,0,0,5,0,0,False,False,True,False
197313,0,0,22542,665,15,0,0,0,0,0,0,False,False,True,False
197314,0,0,22543,666,14,0,0,0,0,0,0,False,False,True,False
197315,0,0,22544,667,14,0,0,0,5,0,0,False,False,True,False
197316,0,0,22545,668,14,0,78,0,0,0,0,False,False,True,False
197317,0,0,22546,669,15,0,0,0,5,0,0,False,False,True,False
197318,0,0,22547,670,15,0,0,0,5,0,0,False,False,True,False
197319,0,0,22548,671,12,0,0,0,0,0,0,False,False,True,False
197320,0,0,22549,672,14,0,0,0,0,0,0,False,False,True,False
197321,0,0,22550,673,14,0,0,0,0,0,0,False,False,True,False
197322,0,0,22551,674,14,0,0,0,0,0,0,False,False,True,False
197323,0,0,22552,675,14,0,0,0,0,0,0,False,False,True,False
197324,0,0,22553,676,14,0,0,0,0,0,0,False,False,True,False
197325,0,0,22554,677,13,0,0,0,0,0,0,False,False,True,False
197326,0,0,22555,678,12,0,0,0,0,0,0,False,False,True,False
197327,0,0,22556,679,12,0,0,0,0,0,0,False,False,True,False
197328,0,0,22557,680,14,0,0,0,0,0,0,False,False,True,False
197329,0,0,22558,681,13,0,0,0,0,0,0,False,False,True,False
197330,0,0,22559,682,12,0,0,0,0,0,0,False,False,True,False
197331,0,0,22560,683,15,0,0,0,0,0,0,False,False,True,False
197332,0,0,22561,684,14,0,0,0,0,0,0,False,False,True,False
197333,0,0,22562,685,14,0,0,0,0,0,0,False,False,True,False
197334,0,0,22563,686,14,0,0,0,0,0,0,False,False,True,False
197335,0,0,22564,687,14,0,0,0,5,0,0,False,False,True,False
197336,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197337,0,0,23861,689,14,0,0,0,5,0,0,False,False,True,False
197338,40,721109,22575,691,14,7,0,0,8,4,11,True,False,True,False
197339,0,721037,21852,690,14,0,0,0,0,0,0,False,False,True,False
197340,12,0,21854,243,12,3,21,0,0,16,9,False,False,False,False
197341,13,0,21855,243,12,3,21,0,0,2,9,False,False,False,False
197342,14,0,21856,243,12,3,21,0,0,2,9,False,False,False,False
197343,15,0,21857,243,12,3,21,0,0,2,9,False,False,False,False
197344,16,0,21858,243,12,3,21,0,0,16,9,False,False,False,False
197345,17,0,21859,243,12,3,21,0,5,2,9,False,False,False,False
197346,18,0,21860,243,12,3,21,0,5,2,9,False,False,False,False
197347,19,0,21861,243,12,3,21,0,5,2,9,False,False,False,False
197348,20,0,21862,243,12,3,21,0,5,16,9,False,False,False,False
197349,1,721232,21871,448,14,12,0,0,3,5,12,False,False,True,False
197350,0,0,21872,490,15,0,0,0,3,0,0,False,False,True,False
197351,0,0,22405,514,15,0,0,0,3,0,0,False,False,True,False
197352,0,721037,22406,586,12,0,0,0,3,0,0,False,False,True,False
197353,0,0,22407,610,15,0,0,0,3,0,0,False,False,True,False
197354,0,0,22408,611,14,0,0,0,3,0,0,False,False,True,False
197355,0,0,22409,663,13,0,0,0,3,0,0,False,False,True,False
197356,0,0,22565,692,14,0,0,0,5,0,0,False,False,True,False
197357,0,721037,22566,693,14,0,0,0,5,0,0,False,False,True,False
197358,39,721109,22567,694,14,7,0,0,8,4,11,True,False,True,False
197359,0,721037,22568,695,14,0,0,0,0,0,0,False,False,True,False
197360,0,0,24494,696,14,0,0,0,0,0,0,False,False,True,False
197361,0,0,22576,697,14,0,0,0,5,0,0,False,False,True,False
197362,0,0,28131,698,12,0,0,0,0,0,0,False,False,True,False
197363,0,0,22569,699,13,0,0,0,0,0,0,False,False,True,False
197364,0,0,22570,700,14,0,0,0,0,0,0,False,False,True,False
197365,0,721037,22571,701,14,0,0,0,5,0,0,False,False,True,False
197366,0,0,22572,702,15,0,0,0,5,0,0,False,False,True,False
197367,38,721109,22573,703,14,7,0,0,8,4,11,True,False,True,False
197368,0,721374,30424,704,12,0,0,0,5,0,0,False,False,False,False
197369,0,721374,22577,705,12,0,0,0,5,0,0,False,False,False,False
197370,0,721374,22578,706,12,0,0,0,5,0,0,False,False,False,False
197371,0,721374,30425,707,12,0,0,0,5,0,0,False,False,False,False
197372,0,721374,30426,708,12,0,0,0,5,0,0,False,False,False,False
197373,0,0,23097,709,12,0,0,0,0,0,0,False,False,True,False
197374,0,0,22574,710,14,0,0,0,0,0,0,False,False,True,False
197375,0,0,23229,711,14,0,0,0,0,0,0,False,False,True,False
197376,21,0,22585,243,12,3,21,0,5,2,9,False,False,False,False
197377,22,0,22586,243,12,3,21,0,5,2,9,False,False,False,False
197378,23,0,22587,243,12,3,21,0,5,2,9,False,False,False,False
197379,24,0,22588,243,12,3,21,0,5,16,9,False,False,False,False
197380,25,0,23230,243,12,3,21,0,0,2,9,False,False,False,False
197381,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197382,0,0,23339,528,15,0,0,0,3,0,0,False,False,True,False
197383,30,721109,23340,529,14,7,0,0,7,4,11,True,False,True,False
197384,0,0,23341,516,12,0,0,0,3,0,0,False,False,True,False
197385,0,0,23846,243,12,15,79,0,0,0,0,False,False,False,True
197386,41,721109,23862,712,14,7,0,0,9,4,11,True,False,True,False
197387,0,0,23863,713,15,0,80,0,0,0,0,False,False,True,False
197388,0,0,23864,714,12,0,0,0,5,0,0,False,False,True,False
197389,0,0,23865,715,15,0,0,0,5,0,0,False,False,True,False
197390,0,0,23866,716,14,0,0,0,5,0,0,False,False,True,False
197391,0,0,23867,717,15,0,0,0,5,0,0,False,False,True,False
197392,42,721109,23868,718,14,7,0,0,8,4,11,True,False,True,False
197393,0,0,23869,719,15,0,0,0,5,0,0,False,False,True,False
197394,0,0,23870,720,12,0,0,0,5,0,0,False,False,True,False
197395,43,721109,23871,721,14,7,0,0,8,4,11,True,False,True,False
197396,0,0,23872,722,14,0,0,0,5,0,0,False,False,True,False
197397,0,0,23873,723,14,0,0,0,5,0,0,False,False,True,False
197398,44,721109,23874,724,14,7,0,0,9,4,11,True,False,True,False
197399,0,0,23875,725,14,0,0,0,0,0,0,False,False,True,False
197400,0,0,23876,726,14,0,0,0,0,0,0,False,False,True,False
197401,0,0,23877,727,15,0,0,0,0,0,0,False,False,True,False
197402,0,0,23878,728,14,0,0,0,0,0,0,False,False,True,False
197403,0,0,23879,729,14,0,0,0,0,0,0,False,False,True,False
197404,0,0,23880,730,14,0,0,0,0,0,0,False,False,True,False
197405,0,0,23881,731,14,0,0,0,0,0,0,False,False,True,False
197406,0,0,23882,732,14,0,0,0,0,0,0,False,False,True,False
197407,0,0,23883,733,12,0,0,0,0,0,0,False,False,True,False
197408,0,0,23884,734,12,0,0,0,0,0,0,False,False,True,False
197409,0,0,23885,735,14,0,0,0,0,0,0,False,False,True,False
197410,0,0,23886,736,14,0,0,0,5,0,0,False,False,True,False
197411,0,0,23887,737,14,0,0,0,5,0,0,False,False,True,False
197412,0,0,23888,738,14,0,0,0,0,0,0,False,False,True,False
197413,0,0,23889,739,14,0,0,0,0,0,0,False,False,True,False
197414,0,0,23890,740,14,0,0,0,0,0,0,False,False,True,False
197415,0,0,23891,741,15,0,0,0,0,0,0,False,False,True,False
197416,0,0,23892,742,12,0,0,0,0,0,0,False,False,True,False
