key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
173,"ec002",560,1,5002,False,False,1,0,0,142,1,0,0,0,0,0,0,1,60,0,0,False,False,False,False,False,True,False,False,False,0,False,False,False,False,0,False,False,False,True,False,False,False,"a Bloody Reunion","",7,0,0,0,0,0,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,"f1c1_dd001",561,1,60001,False,False,0,0,0,142,11,0,0,1,67092,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 1-10)","",21,0,290,5001,0,112166,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,"f1c2_dd002",562,1,60002,False,False,0,0,0,142,11,0,0,1,67092,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 11-20)","",21,0,290,5002,0,112167,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,"f1c3_dd003",563,1,60003,False,False,0,0,0,142,11,0,0,1,67092,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 21-30)","",21,0,290,5003,0,112168,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,"f1c4_dd004",564,1,60004,False,False,0,0,0,142,11,0,0,1,67092,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 31-40)","",21,0,290,5004,0,112169,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,"f1c4_dd005",565,1,60005,False,False,0,0,0,142,11,0,0,1,67092,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 41-50)","",21,0,290,5005,0,112170,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,"w1c1",558,1,55001,False,False,0,0,0,108,3,0,0,0,0,0,0,1,60,0,180,False,True,False,False,False,True,False,False,False,0,False,False,False,False,0,False,True,False,True,False,False,False,"the Aquapolis","",9,0,0,9001,0,0,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,"r2p1",554,1,41005,True,True,0,0,3,146,7,3,4,0,0,0,0,30,0,0,0,False,False,False,False,True,False,False,False,False,0,True,True,False,True,0,False,False,False,True,False,True,False,"the Fields of Glory (Shatter)","",6,3,0,4016,302,112165,0,-1,0,True,True,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,"f1d9",571,1,25001,False,False,0,0,0,108,11,0,0,1,69206,0,0,1,1,0,0,False,False,False,False,True,True,False,False,False,1,False,False,False,True,0,False,False,False,True,False,False,False,"the Haunted Manor","",22,0,0,0,0,112196,80103,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,"r2d3_re",1113,1,46,False,False,1,0,0,108,2,0,0,0,0,0,0,60,60,210,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Xelphatol","",2,7,287,46,54,112186,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,"a2fe",576,1,20041,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,220,0,False,True,True,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Containment Bay P1T6","",4,9,289,2038,115,112201,0,-1,0,True,True,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
184,"a2fe_2",577,1,20042,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,235,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Containment Bay P1T6 (Extreme)","",4,20,289,2039,125,112202,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,"d2a9",580,1,30039,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,230,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Alexander - The Eyes of the Creator","",5,11,288,3039,48,112188,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,"d2aa",581,1,30040,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,230,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Alexander - The Breath of the Creator","",5,11,288,3040,49,112189,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,"d2ab",582,1,30041,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,230,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Alexander - The Heart of the Creator","",5,11,288,3041,50,112190,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,"d2ac",583,1,30042,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,230,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Alexander - The Soul of the Creator","",5,11,288,3042,51,112191,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,"d2a9_2",584,1,30043,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,245,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Alexander - The Eyes of the Creator (Savage)","",5,13,288,3043,60,112192,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,"d2aa_2",585,1,30044,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,250,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Alexander - The Breath of the Creator (Savage)","",5,13,288,3044,61,112193,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,"d2ab_2",586,1,30045,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,255,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Alexander - The Heart of the Creator (Savage)","",5,13,288,3045,62,112194,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,"d2ac_2",587,1,30046,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,255,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Alexander - The Soul of the Creator (Savage)","",5,13,288,3046,63,112195,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,"ec003",592,1,5003,False,False,1,0,0,142,1,0,0,0,0,0,0,1,60,0,0,False,False,False,False,False,True,False,False,False,0,False,False,False,False,0,False,False,False,True,False,False,False,"One Life for One World","",7,0,0,0,0,0,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,"w1ee",579,3,2,True,False,0,0,0,109,12,0,0,0,0,0,0,1,0,0,0,False,True,True,False,True,False,False,False,False,0,True,True,False,True,0,False,False,False,False,False,True,False,"The Triple Triad Battlehall","Battlehall",19,4,0,7002,1,112197,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,"d2d7",578,1,47,False,False,1,0,0,108,2,0,0,0,0,0,0,60,60,210,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"the Great Gubal Library (Hard)","",2,7,287,47,55,112187,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,"s1p3_2",589,4,1,True,True,0,0,0,109,10,3,1,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,0,True,True,False,True,0,False,False,False,False,False,True,False,"LoVM: Player Battle (RP)","Player Battle (RP)",19,5,0,8001,12,112199,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,"s1p3_3",590,4,2,True,True,0,0,0,109,10,3,1,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,0,True,True,False,True,0,False,False,False,False,True,True,False,"LoVM: Tournament","Tournament",19,5,0,8002,16,112200,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,"s1p3_4",591,4,3,True,True,0,0,0,109,10,3,2,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,0,True,True,False,True,0,False,False,False,False,False,True,False,"LoVM: Player Battle (Non-RP)","Player Battle (Non-RP)",19,5,0,8003,11,112198,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,"a2fc_4",624,2,4,False,False,1,0,0,142,8,0,0,1,67205,0,0,60,0,179,0,False,True,False,False,True,True,False,False,False,4,False,False,False,True,0,False,False,False,True,False,False,False,"the Diadem Hunting Grounds (Easy)","",23,0,0,6004,4,112119,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,"a2fc_5",625,2,5,False,False,1,0,0,142,8,0,0,1,67205,0,0,60,0,179,0,False,True,False,False,True,True,False,False,False,4,False,False,False,True,0,False,False,False,True,False,False,False,"the Diadem Hunting Grounds","",23,0,0,6005,5,112120,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,"f1c5_dd006",593,1,60006,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 51-60)","",21,0,290,5006,0,112171,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,"f1c5_dd007",594,1,60007,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 61-70)","",21,0,290,5007,0,112172,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,"f1c5_dd008",595,1,60008,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 71-80)","",21,0,290,5008,0,112173,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,"f1c6_dd009",596,1,60009,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 81-90)","",21,0,290,5009,0,112174,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,"f1c6_dd010",597,1,60010,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 91-100)","",21,0,290,5010,0,112175,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,"f1c6_dd011",598,1,60011,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 101-110)","",21,0,290,5011,0,112176,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,"f1c8_dd012",599,1,60012,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 111-120)","",21,0,290,5012,0,112177,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,"f1c8_dd013",600,1,60013,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 121-130)","",21,0,290,5013,0,112178,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,"f1c9_dd014",601,1,60014,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 131-140)","",21,0,290,5014,0,112179,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,"f1c9_dd015",602,1,60015,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 141-150)","",21,0,290,5015,0,112180,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,"f1c7_dd016",603,1,60016,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 151-160)","",21,0,290,5016,0,112181,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,"f1c7_dd017",604,1,60017,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 161-170)","",21,0,290,5017,0,112182,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,"f1c7_dd018",605,1,60018,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 171-180)","",21,0,290,5018,0,112183,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,"f1c7_dd019",606,1,60019,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 181-190)","",21,0,290,5019,0,112184,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,"f1c7_dd020",607,1,60020,False,False,1,0,0,142,11,0,0,1,67923,0,0,1,0,0,0,False,True,False,False,True,True,False,False,False,0,False,False,False,True,0,False,False,False,True,False,False,False,"the Palace of the Dead (Floors 191-200)","",21,0,290,5020,0,112185,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,"f1da_re",1114,1,48,False,False,1,0,0,108,2,0,0,0,0,0,0,60,60,230,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Baelsar's Wall","",2,7,287,48,56,112214,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,"z2r3",627,1,30047,False,False,1,0,0,108,4,0,0,0,0,0,0,60,60,235,0,False,True,True,False,True,True,False,False,False,2,True,True,False,True,0,False,False,False,True,False,False,False,"Dun Scaith","",5,15,288,3047,32,112203,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,"d2d8",617,1,49,False,False,1,0,0,108,2,0,0,0,0,0,0,60,60,230,0,False,True,True,False,True,True,True,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Sohm Al (Hard)","",2,7,287,49,57,112215,0,-1,0,True,True,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
222,"ec004",633,1,5004,False,False,1,0,0,142,1,0,0,0,0,0,0,1,60,0,0,False,False,False,False,False,True,False,False,False,0,False,False,False,False,0,False,False,False,True,False,False,False,"The Carteneau Flats: Heliodrome","",7,0,0,0,0,0,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,"a2fg",637,1,20043,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,235,0,False,True,True,False,True,True,False,False,False,0,True,True,False,True,0,False,False,False,True,False,False,False,"Containment Bay Z1T9","",4,9,289,2040,116,112212,0,-1,0,True,True,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
224,"a2fg_2",638,1,20044,False,False,1,0,0,108,3,0,0,0,0,0,0,60,60,250,0,False,True,True,False,True,True,False,False,False,1,True,True,False,True,0,False,False,False,True,False,False,False,"Containment Bay Z1T9 (Extreme)","",4,20,289,2041,126,112213,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,"a2fh",630,2,6,False,False,1,0,0,142,8,0,0,1,67205,0,0,60,60,220,0,False,True,False,False,True,True,False,False,False,4,False,False,False,True,0,False,False,False,True,False,False,False,"the Diadem - Trials of the Fury","",23,0,0,6006,6,112221,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
227,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
229,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
230,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
232,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
233,"",0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,False,False,False,False,0,False,False,False,False,False,False,False,"","",0,0,0,0,0,0,0,0,0,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,"a2fh_2",656,2,7,False,False,1,0,0,142,16,0,0,1,67205,0,0,60,60,179,0,False,True,False,False,True,True,False,False,False,4,False,False,False,True,0,False,False,False,True,False,False,False,"the Diadem - Trials of the Matron","",23,0,0,6007,7,112222,0,-1,0,True,True,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
