#,GatheringPointBase,GatheringPointBonus[0],GatheringPointBonus[1],TerritoryType,PlaceName,GatheringSubCategory,Type,Unknown0,Count,Unknown1
31447,305,0,0,397,2221,0,4,0,4,False
31448,311,0,0,400,2080,0,4,0,4,False
31449,305,0,0,397,2221,0,4,0,4,False
31450,307,0,0,398,2006,0,4,0,4,False
31451,307,0,0,398,2006,0,4,0,4,False
31452,313,0,0,401,2118,0,4,0,4,False
31453,309,0,0,399,2009,0,4,0,4,False
31454,309,0,0,399,2009,0,4,0,4,False
31455,313,0,0,401,2118,0,4,0,4,False
31456,0,0,0,0,0,0,0,0,0,False
31457,0,0,0,0,0,0,0,0,0,False
31458,0,0,0,0,0,0,0,0,0,False
31459,318,448,0,401,2106,0,2,0,6,False
31460,0,0,0,0,0,0,0,0,0,False
31461,320,450,0,402,2110,0,2,0,6,False
31462,321,451,0,397,2201,2001,5,0,6,False
31463,313,0,0,401,2118,0,4,0,4,False
31464,323,451,0,400,2017,2004,5,0,6,False
31465,324,451,0,401,2103,2009,5,0,6,False
31466,325,451,0,399,2052,2005,5,0,6,False
31467,326,451,0,402,2113,2008,5,0,6,False
31468,327,0,0,401,2108,0,4,0,4,False
31469,311,0,0,400,2080,0,4,0,4,False
31470,311,0,0,400,2080,0,4,0,4,False
31471,327,0,0,401,2108,0,4,0,4,False
31472,329,0,0,397,2203,0,4,0,4,False
31473,327,0,0,401,2108,0,4,0,4,False
31474,329,0,0,397,2203,0,4,0,4,False
31475,329,0,0,397,2203,0,4,0,4,False
31476,331,0,0,398,2006,0,4,0,4,False
31477,331,0,0,398,2006,0,4,0,4,False
31478,331,0,0,398,2006,0,4,0,4,False
31479,333,0,0,400,2017,0,4,0,4,False
31480,333,0,0,400,2017,0,4,0,4,False
31481,333,0,0,400,2017,0,4,0,4,False
31482,0,0,0,0,0,0,0,0,0,False
31483,0,0,0,0,0,0,0,0,0,False
31484,0,0,0,0,0,0,0,0,0,False
31485,337,0,0,399,2034,0,4,0,4,False
31486,337,0,0,399,2034,0,4,0,4,False
31487,0,0,0,0,0,0,0,0,0,False
31488,337,0,0,399,2034,0,4,0,4,False
31489,316,0,0,1,0,2261,1,0,4,False
31490,492,0,0,614,2754,0,4,0,4,False
31491,492,0,0,614,2754,0,4,0,4,False
31492,339,447,0,397,2201,0,2,0,6,False
31493,340,445,0,398,2003,0,2,0,6,False
31494,341,446,0,400,2016,0,2,0,6,False
31495,342,448,0,401,2104,0,2,0,6,False
31496,343,449,0,399,2011,0,2,0,6,False
31497,344,450,0,397,2202,0,2,0,6,False
31498,345,451,0,397,2202,2003,5,0,6,False
31499,494,0,0,621,2608,0,4,0,4,False
31500,347,451,0,400,2017,2007,5,0,6,False
31501,348,451,0,401,2106,2010,5,0,6,False
31502,349,451,0,399,2009,2007,5,0,6,False
31503,350,451,0,402,2110,2010,5,0,6,False
31504,0,0,0,0,0,0,0,0,0,False
31505,0,0,0,0,0,0,0,0,0,False
31506,494,0,0,621,2608,0,4,0,4,False
31507,395,452,0,400,2016,2006,5,0,6,False
31508,496,0,0,622,2815,0,4,0,4,False
31509,397,452,0,401,2106,2008,5,0,6,False
31510,766,0,0,818,3195,2240,2,0,6,False
31511,767,0,0,612,2603,2240,2,0,6,False
31512,768,0,0,398,2004,2222,2,0,6,False
31513,769,0,0,398,2006,2226,2,0,6,False
31514,362,0,0,1,0,0,1,0,4,False
31515,363,0,0,1,0,0,1,0,4,False
31516,362,0,0,1,0,0,1,0,4,False
31517,363,0,0,1,0,0,1,0,4,False
31518,364,0,0,1,0,0,1,0,4,False
31519,365,0,0,1,0,0,1,0,4,False
31520,364,0,0,1,0,0,1,0,4,False
31521,365,0,0,1,0,0,1,0,4,False
31522,366,0,0,1,0,0,1,0,4,False
31523,367,0,0,1,0,0,1,0,4,False
31524,366,0,0,1,0,0,1,0,4,False
31525,367,0,0,1,0,0,1,0,4,False
31526,368,0,0,1,0,0,1,0,4,False
31527,369,0,0,1,0,0,1,0,4,False
31528,368,0,0,1,0,0,1,0,4,False
31529,369,0,0,1,0,0,1,0,4,False
31530,370,0,0,1,0,0,1,0,4,False
31531,371,0,0,1,0,0,1,0,4,False
31532,370,0,0,1,0,0,1,0,4,False
31533,371,0,0,1,0,0,1,0,4,False
31534,372,0,0,1,0,0,1,0,4,False
31535,373,0,0,1,0,0,1,0,4,False
31536,372,0,0,1,0,0,1,0,4,False
31537,373,0,0,1,0,0,1,0,4,False
31538,374,0,0,1,0,0,1,0,4,False
31539,375,0,0,1,0,0,1,0,4,False
31540,374,0,0,1,0,0,1,0,4,False
31541,375,0,0,1,0,0,1,0,4,False
31542,376,0,0,1,0,0,1,0,4,False
31543,377,0,0,1,0,0,1,0,4,False
31544,376,0,0,1,0,0,1,0,4,False
31545,377,0,0,1,0,0,1,0,4,False
31546,362,0,0,1,0,0,1,0,4,False
31547,363,0,0,1,0,0,1,0,4,False
31548,362,0,0,1,0,0,1,0,4,False
31549,363,0,0,1,0,0,1,0,4,False
31550,364,0,0,1,0,0,1,0,4,False
31551,365,0,0,1,0,0,1,0,4,False
31552,364,0,0,1,0,0,1,0,4,False
31553,0,0,0,0,0,0,0,0,0,False
31554,366,0,0,1,0,0,1,0,4,False
31555,367,0,0,1,0,0,1,0,4,False
31556,366,0,0,1,0,0,1,0,4,False
31557,367,0,0,1,0,0,1,0,4,False
31558,368,0,0,1,0,0,1,0,4,False
31559,369,0,0,1,0,0,1,0,4,False
31560,368,0,0,1,0,0,1,0,4,False
31561,369,0,0,1,0,0,1,0,4,False
31562,370,0,0,1,0,0,1,0,4,False
31563,371,0,0,1,0,0,1,0,4,False
31564,0,0,0,0,0,0,0,0,0,False
31565,0,0,0,0,0,0,0,0,0,False
31566,372,0,0,1,0,0,1,0,4,False
31567,373,0,0,1,0,0,1,0,4,False
31568,372,0,0,1,0,0,1,0,4,False
31569,373,0,0,1,0,0,1,0,4,False
31570,374,0,0,1,0,0,1,0,4,False
31571,375,0,0,1,0,0,1,0,4,False
31572,374,0,0,1,0,0,1,0,4,False
31573,375,0,0,1,0,0,1,0,4,False
31574,376,0,0,1,0,0,1,0,4,False
31575,377,0,0,1,0,0,1,0,4,False
31576,376,0,0,1,0,0,1,0,4,False
31577,377,0,0,1,0,0,1,0,4,False
31578,362,0,0,1,0,0,1,0,4,False
31579,363,0,0,1,0,0,1,0,4,False
31580,362,0,0,1,0,0,1,0,4,False
31581,363,0,0,1,0,0,1,0,4,False
31582,364,0,0,1,0,0,1,0,4,False
31583,365,0,0,1,0,0,1,0,4,False
31584,364,0,0,1,0,0,1,0,4,False
31585,0,0,0,0,0,0,0,0,0,False
31586,366,0,0,1,0,0,1,0,4,False
31587,367,0,0,1,0,0,1,0,4,False
31588,366,0,0,1,0,0,1,0,4,False
31589,367,0,0,1,0,0,1,0,4,False
31590,368,0,0,1,0,0,1,0,4,False
31591,369,0,0,1,0,0,1,0,4,False
31592,368,0,0,1,0,0,1,0,4,False
31593,369,0,0,1,0,0,1,0,4,False
31594,370,0,0,1,0,0,1,0,4,False
31595,371,0,0,1,0,0,1,0,4,False
31596,0,0,0,0,0,0,0,0,0,False
31597,0,0,0,0,0,0,0,0,0,False
31598,372,0,0,1,0,0,1,0,4,False
31599,373,0,0,1,0,0,1,0,4,False
31600,372,0,0,1,0,0,1,0,4,False
31601,373,0,0,1,0,0,1,0,4,False
31602,374,0,0,1,0,0,1,0,4,False
31603,375,0,0,1,0,0,1,0,4,False
31604,374,0,0,1,0,0,1,0,4,False
31605,375,0,0,1,0,0,1,0,4,False
31606,376,0,0,1,0,0,1,0,4,False
31607,377,0,0,1,0,0,1,0,4,False
31608,376,0,0,1,0,0,1,0,4,False
31609,377,0,0,1,0,0,1,0,4,False
31610,378,0,0,1,0,0,1,0,4,False
31611,379,0,0,1,0,0,1,0,4,False
31612,378,0,0,1,0,0,1,0,4,False
31613,379,0,0,1,0,0,1,0,4,False
31614,380,0,0,1,0,0,1,0,4,False
31615,380,0,0,1,0,0,1,0,4,False
31616,0,0,0,0,0,0,0,0,0,False
31617,381,0,0,1,0,0,1,0,4,False
31618,382,0,0,1,0,0,1,0,4,False
31619,381,0,0,1,0,0,1,0,4,False
31620,0,0,0,0,0,0,0,0,0,False
31621,383,0,0,1,0,0,1,0,4,False
31622,383,0,0,1,0,0,1,0,4,False
31623,383,0,0,1,0,0,1,0,4,False
31624,384,0,0,1,0,0,1,0,4,False
31625,385,0,0,1,0,0,1,0,4,False
31626,384,0,0,1,0,0,1,0,4,False
31627,0,0,0,0,0,0,0,0,0,False
31628,386,0,0,1,0,0,1,0,4,False
31629,386,0,0,1,0,0,1,0,4,False
31630,386,0,0,1,0,0,1,0,4,False
31631,387,0,0,1,0,0,1,0,4,False
31632,388,0,0,1,0,0,1,0,4,False
31633,387,0,0,1,0,0,1,0,4,False
31634,388,0,0,1,0,0,1,0,4,False
31635,389,0,0,1,0,0,1,0,4,False
31636,389,0,0,1,0,0,1,0,4,False
31637,389,0,0,1,0,0,1,0,4,False
31638,378,0,0,1,0,0,1,0,4,False
31639,379,0,0,1,0,0,1,0,4,False
31640,378,0,0,1,0,0,1,0,4,False
31641,379,0,0,1,0,0,1,0,4,False
31642,380,0,0,1,0,0,1,0,4,False
31643,380,0,0,1,0,0,1,0,4,False
31644,0,0,0,0,0,0,0,0,0,False
31645,381,0,0,1,0,0,1,0,4,False
31646,382,0,0,1,0,0,1,0,4,False
31647,381,0,0,1,0,0,1,0,4,False
31648,0,0,0,0,0,0,0,0,0,False
31649,383,0,0,1,0,0,1,0,4,False
31650,383,0,0,1,0,0,1,0,4,False
31651,383,0,0,1,0,0,1,0,4,False
31652,384,0,0,1,0,0,1,0,4,False
31653,385,0,0,1,0,0,1,0,4,False
31654,384,0,0,1,0,0,1,0,4,False
31655,0,0,0,0,0,0,0,0,0,False
31656,386,0,0,1,0,0,1,0,4,False
31657,386,0,0,1,0,0,1,0,4,False
31658,386,0,0,1,0,0,1,0,4,False
31659,387,0,0,1,0,0,1,0,4,False
31660,388,0,0,1,0,0,1,0,4,False
31661,387,0,0,1,0,0,1,0,4,False
31662,388,0,0,1,0,0,1,0,4,False
31663,389,0,0,1,0,0,1,0,4,False
31664,389,0,0,1,0,0,1,0,4,False
31665,389,0,0,1,0,0,1,0,4,False
31666,378,0,0,1,0,0,1,0,4,False
31667,379,0,0,1,0,0,1,0,4,False
31668,378,0,0,1,0,0,1,0,4,False
31669,379,0,0,1,0,0,1,0,4,False
31670,380,0,0,1,0,0,1,0,4,False
31671,380,0,0,1,0,0,1,0,4,False
31672,0,0,0,0,0,0,0,0,0,False
31673,381,0,0,1,0,0,1,0,4,False
31674,382,0,0,1,0,0,1,0,4,False
31675,381,0,0,1,0,0,1,0,4,False
31676,0,0,0,0,0,0,0,0,0,False
31677,383,0,0,1,0,0,1,0,4,False
31678,383,0,0,1,0,0,1,0,4,False
31679,383,0,0,1,0,0,1,0,4,False
31680,384,0,0,1,0,0,1,0,4,False
31681,385,0,0,1,0,0,1,0,4,False
31682,384,0,0,1,0,0,1,0,4,False
31683,0,0,0,0,0,0,0,0,0,False
31684,386,0,0,1,0,0,1,0,4,False
31685,386,0,0,1,0,0,1,0,4,False
31686,386,0,0,1,0,0,1,0,4,False
31687,387,0,0,1,0,0,1,0,4,False
31688,388,0,0,1,0,0,1,0,4,False
31689,387,0,0,1,0,0,1,0,4,False
31690,388,0,0,1,0,0,1,0,4,False
31691,389,0,0,1,0,0,1,0,4,False
31692,389,0,0,1,0,0,1,0,4,False
31693,389,0,0,1,0,0,1,0,4,False
31694,391,344,0,400,2013,0,1,0,4,False
31695,391,0,0,400,2013,0,1,0,4,False
31696,391,354,0,400,2013,0,1,0,4,False
31697,391,0,0,400,2013,0,1,0,4,False
31698,391,335,0,400,2013,0,1,0,4,False
31699,391,0,0,400,2013,0,1,0,4,False
31700,316,0,0,1,0,2261,1,0,4,False
31701,496,0,0,622,2815,0,4,0,4,False
31702,515,0,0,621,2692,0,4,0,4,False
31703,515,0,0,621,2692,0,4,0,4,False
31704,289,453,0,397,2202,2000,5,0,6,False
31705,290,453,0,399,2011,2005,5,0,6,False
31706,291,453,0,402,2109,2008,5,0,6,False
31707,292,453,0,399,2052,2006,5,0,6,False
31708,293,453,0,402,2112,2011,5,0,6,False
31709,299,453,0,400,2017,2006,5,0,6,False
31710,301,453,0,398,2003,2007,5,0,6,False
31711,0,0,0,0,0,0,0,0,0,False
31712,0,0,0,0,0,0,0,0,0,False
31713,0,0,0,0,0,0,0,0,0,False
31714,401,0,0,1,0,0,1,0,4,False
31715,401,0,0,1,0,0,1,0,4,False
31716,401,0,0,1,0,0,1,0,4,False
31717,401,0,0,1,0,0,1,0,4,False
31718,402,0,0,1,0,0,1,0,4,False
31719,402,0,0,1,0,0,1,0,4,False
31720,402,0,0,1,0,0,1,0,4,False
31721,402,0,0,1,0,0,1,0,4,False
31722,403,0,0,1,0,0,1,0,4,False
31723,403,0,0,1,0,0,1,0,4,False
31724,403,0,0,1,0,0,1,0,4,False
31725,403,0,0,1,0,0,1,0,4,False
31726,404,0,0,1,0,0,1,0,4,False
31727,404,0,0,1,0,0,1,0,4,False
31728,404,0,0,1,0,0,1,0,4,False
31729,404,0,0,1,0,0,1,0,4,False
31730,405,0,0,1,0,0,1,0,4,False
31731,405,0,0,1,0,0,1,0,4,False
31732,405,0,0,1,0,0,1,0,4,False
31733,405,0,0,1,0,0,1,0,4,False
31734,406,0,0,1,0,0,1,0,4,False
31735,406,0,0,1,0,0,1,0,4,False
31736,406,0,0,1,0,0,1,0,4,False
31737,406,0,0,1,0,0,1,0,4,False
31738,407,0,0,1,0,0,1,0,4,False
31739,407,0,0,1,0,0,1,0,4,False
31740,407,0,0,1,0,0,1,0,4,False
31741,407,0,0,1,0,0,1,0,4,False
31742,408,0,0,1,0,0,1,0,4,False
31743,408,0,0,1,0,0,1,0,4,False
31744,408,0,0,1,0,0,1,0,4,False
31745,408,0,0,1,0,0,1,0,4,False
31746,409,0,0,1,0,0,1,0,4,False
31747,409,0,0,1,0,0,1,0,4,False
31748,409,0,0,1,0,0,1,0,4,False
31749,409,0,0,1,0,0,1,0,4,False
31750,410,0,0,1,0,0,1,0,4,False
31751,410,0,0,1,0,0,1,0,4,False
31752,410,0,0,1,0,0,1,0,4,False
31753,410,0,0,1,0,0,1,0,4,False
31754,411,0,0,1,0,0,1,0,4,False
31755,411,0,0,1,0,0,1,0,4,False
31756,411,0,0,1,0,0,1,0,4,False
31757,411,0,0,1,0,0,1,0,4,False
31758,412,0,0,1,0,0,2,0,6,False
31759,413,0,0,1,0,0,2,0,6,False
31760,414,0,0,1,0,0,2,0,6,False
31761,415,0,0,1,0,0,1,0,4,False
31762,415,0,0,1,0,0,1,0,4,False
31763,415,0,0,1,0,0,1,0,4,False
31764,415,0,0,1,0,0,1,0,4,False
31765,416,0,0,1,0,0,1,0,4,False
31766,416,0,0,1,0,0,1,0,4,False
31767,416,0,0,1,0,0,1,0,4,False
31768,416,0,0,1,0,0,1,0,4,False
31769,417,0,0,1,0,0,1,0,4,False
31770,417,0,0,1,0,0,1,0,4,False
31771,417,0,0,1,0,0,1,0,4,False
31772,417,0,0,1,0,0,1,0,4,False
31773,418,0,0,1,0,0,1,0,4,False
31774,418,0,0,1,0,0,1,0,4,False
31775,418,0,0,1,0,0,1,0,4,False
31776,418,0,0,1,0,0,1,0,4,False
31777,419,0,0,1,0,0,1,0,4,False
31778,419,0,0,1,0,0,1,0,4,False
31779,419,0,0,1,0,0,1,0,4,False
31780,419,0,0,1,0,0,1,0,4,False
31781,420,0,0,1,0,0,1,0,4,False
31782,420,0,0,1,0,0,1,0,4,False
31783,420,0,0,1,0,0,1,0,4,False
31784,420,0,0,1,0,0,1,0,4,False
31785,421,0,0,1,0,0,2,0,6,False
31786,422,0,0,1,0,0,2,0,6,False
31787,423,0,0,1,0,0,2,0,6,False
31788,424,0,0,1,0,0,1,0,4,False
31789,424,0,0,1,0,0,1,0,4,False
31790,424,0,0,1,0,0,1,0,4,False
31791,425,0,0,1,0,0,1,0,4,False
31792,425,0,0,1,0,0,1,0,4,False
31793,425,0,0,1,0,0,1,0,4,False
31794,426,0,0,1,0,0,1,0,4,False
31795,426,0,0,1,0,0,1,0,4,False
31796,426,0,0,1,0,0,1,0,4,False
31797,427,0,0,1,0,0,1,0,4,False
31798,427,0,0,1,0,0,1,0,4,False
31799,427,0,0,1,0,0,1,0,4,False
31800,427,0,0,1,0,0,1,0,4,False
31801,428,0,0,1,0,0,1,0,4,False
31802,428,0,0,1,0,0,1,0,4,False
31803,428,0,0,1,0,0,1,0,4,False
31804,429,0,0,1,0,0,1,0,4,False
31805,429,0,0,1,0,0,1,0,4,False
31806,429,0,0,1,0,0,1,0,4,False
31807,430,0,0,1,0,0,1,0,4,False
31808,430,0,0,1,0,0,1,0,4,False
31809,430,0,0,1,0,0,1,0,4,False
31810,431,0,0,1,0,0,1,0,4,False
31811,431,0,0,1,0,0,1,0,4,False
31812,431,0,0,1,0,0,1,0,4,False
31813,431,0,0,1,0,0,1,0,4,False
31814,432,0,0,1,0,0,1,0,4,False
31815,432,0,0,1,0,0,1,0,4,False
31816,432,0,0,1,0,0,1,0,4,False
31817,0,0,0,0,0,0,0,0,0,False
31818,0,0,0,0,0,0,0,0,0,False
31819,316,0,0,1,0,2261,1,0,4,False
31820,317,0,0,1,0,2265,1,0,4,False
31821,317,0,0,1,0,2265,1,0,4,False
31822,317,0,0,1,0,2265,1,0,4,False
31823,433,0,0,1,0,0,3,0,6,False
31824,433,0,0,1,0,0,3,0,6,False
31825,433,0,0,1,0,0,3,0,6,False
31826,433,534,0,1,0,0,3,0,6,False
31827,433,0,0,1,0,0,3,0,6,False
31828,433,0,0,1,0,0,3,0,6,False
31829,433,0,0,1,0,0,3,0,6,False
31830,433,0,0,1,0,0,3,0,6,False
31831,433,0,0,1,0,0,3,0,6,False
31832,433,534,0,1,0,0,3,0,6,False
31833,433,0,0,1,0,0,3,0,6,False
31834,433,0,0,1,0,0,3,0,6,False
31835,434,0,0,1,0,0,3,0,6,False
31836,434,0,0,1,0,0,3,0,6,False
31837,434,0,0,1,0,0,3,0,6,False
31838,434,0,0,1,0,0,3,0,6,False
31839,435,0,0,1,0,0,3,0,6,False
31840,435,0,0,1,0,0,3,0,6,False
31841,435,0,0,1,0,0,3,0,6,False
31842,435,534,0,1,0,0,3,0,6,False
31843,435,0,0,1,0,0,3,0,6,False
31844,435,0,0,1,0,0,3,0,6,False
31845,436,0,0,1,0,0,3,0,6,False
31846,436,0,0,1,0,0,3,0,6,False
31847,436,0,0,1,0,0,3,0,6,False
31848,436,535,0,1,0,0,3,0,6,False
31849,436,0,0,1,0,0,3,0,6,False
31850,436,0,0,1,0,0,3,0,6,False
31851,436,0,0,1,0,0,3,0,6,False
31852,436,0,0,1,0,0,3,0,6,False
31853,436,0,0,1,0,0,3,0,6,False
31854,436,535,0,1,0,0,3,0,6,False
31855,436,0,0,1,0,0,3,0,6,False
31856,436,0,0,1,0,0,3,0,6,False
31857,437,0,0,1,0,0,3,0,6,False
31858,437,0,0,1,0,0,3,0,6,False
31859,437,0,0,1,0,0,3,0,6,False
31860,437,0,0,1,0,0,3,0,6,False
31861,437,0,0,1,0,0,3,0,6,False
31862,437,0,0,1,0,0,3,0,6,False
31863,437,0,0,1,0,0,3,0,6,False
31864,437,0,0,1,0,0,3,0,6,False
31865,437,0,0,1,0,0,3,0,6,False
31866,437,0,0,1,0,0,3,0,6,False
31867,437,0,0,1,0,0,3,0,6,False
31868,437,0,0,1,0,0,3,0,6,False
31869,438,0,0,1,0,0,3,0,6,False
31870,438,0,0,1,0,0,3,0,6,False
31871,438,0,0,1,0,0,3,0,6,False
31872,438,0,0,1,0,0,3,0,6,False
31873,439,0,0,1,0,0,3,0,6,False
31874,439,0,0,1,0,0,3,0,6,False
31875,439,0,0,1,0,0,3,0,6,False
31876,439,536,0,1,0,0,3,0,6,False
31877,439,0,0,1,0,0,3,0,6,False
31878,439,0,0,1,0,0,3,0,6,False
31879,439,0,0,1,0,0,3,0,6,False
31880,439,0,0,1,0,0,3,0,6,False
31881,439,0,0,1,0,0,3,0,6,False
31882,439,536,0,1,0,0,3,0,6,False
31883,439,0,0,1,0,0,3,0,6,False
31884,439,0,0,1,0,0,3,0,6,False
31885,440,0,0,1,0,0,3,0,6,False
31886,440,0,0,1,0,0,3,0,6,False
31887,440,0,0,1,0,0,3,0,6,False
31888,440,0,0,1,0,0,3,0,6,False
31889,441,0,0,1,0,0,3,0,6,False
31890,441,0,0,1,0,0,3,0,6,False
31891,441,0,0,1,0,0,3,0,6,False
31892,441,536,0,1,0,0,3,0,6,False
31893,441,0,0,1,0,0,3,0,6,False
31894,441,0,0,1,0,0,3,0,6,False
31895,442,0,0,1,0,0,3,0,6,False
31896,442,0,0,1,0,0,3,0,6,False
31897,442,0,0,1,0,0,3,0,6,False
31898,442,0,0,1,0,0,3,0,6,False
31899,442,0,0,1,0,0,3,0,6,False
31900,442,0,0,1,0,0,3,0,6,False
31901,442,0,0,1,0,0,3,0,6,False
31902,442,0,0,1,0,0,3,0,6,False
31903,0,0,0,0,0,0,0,0,0,False
31904,0,0,0,0,0,0,0,0,0,False
31905,0,0,0,0,0,0,0,0,0,False
31906,0,0,0,0,0,0,0,0,0,False
31907,443,0,0,1,0,0,3,0,6,False
31908,443,0,0,1,0,0,3,0,6,False
31909,443,0,0,1,0,0,3,0,6,False
31910,443,0,0,1,0,0,3,0,6,False
31911,444,0,0,1,0,0,3,0,6,False
31912,444,0,0,1,0,0,3,0,6,False
31913,444,0,0,1,0,0,3,0,6,False
31914,444,537,0,1,0,0,3,0,6,False
31915,444,0,0,1,0,0,3,0,6,False
31916,444,0,0,1,0,0,3,0,6,False
31917,445,0,0,1,0,0,3,0,6,False
31918,445,0,0,1,0,0,3,0,6,False
31919,445,0,0,1,0,0,3,0,6,False
31920,445,538,0,1,0,0,3,0,6,False
31921,445,0,0,1,0,0,3,0,6,False
31922,445,0,0,1,0,0,3,0,6,False
31923,445,0,0,1,0,0,3,0,6,False
31924,445,0,0,1,0,0,3,0,6,False
31925,445,0,0,1,0,0,3,0,6,False
31926,445,538,0,1,0,0,3,0,6,False
31927,445,0,0,1,0,0,3,0,6,False
31928,445,0,0,1,0,0,3,0,6,False
31929,446,0,0,1,0,0,3,0,6,False
31930,446,0,0,1,0,0,3,0,6,False
31931,446,0,0,1,0,0,3,0,6,False
31932,446,0,0,1,0,0,3,0,6,False
31933,446,0,0,1,0,0,3,0,6,False
31934,446,0,0,1,0,0,3,0,6,False
31935,446,0,0,1,0,0,3,0,6,False
31936,446,0,0,1,0,0,3,0,6,False
31937,446,0,0,1,0,0,3,0,6,False
31938,446,0,0,1,0,0,3,0,6,False
31939,446,0,0,1,0,0,3,0,6,False
31940,446,0,0,1,0,0,3,0,6,False
31941,447,0,0,1,0,0,3,0,6,False
31942,447,0,0,1,0,0,3,0,6,False
31943,447,0,0,1,0,0,3,0,6,False
31944,447,538,0,1,0,0,3,0,6,False
31945,447,0,0,1,0,0,3,0,6,False
31946,447,0,0,1,0,0,3,0,6,False
31947,448,0,0,1,0,0,3,0,6,False
31948,448,0,0,1,0,0,3,0,6,False
31949,448,0,0,1,0,0,3,0,6,False
31950,448,534,0,1,0,0,3,0,6,False
31951,448,0,0,1,0,0,3,0,6,False
31952,448,0,0,1,0,0,3,0,6,False
31953,448,0,0,1,0,0,3,0,6,False
31954,448,0,0,1,0,0,3,0,6,False
31955,448,0,0,1,0,0,3,0,6,False
31956,448,534,0,1,0,0,3,0,6,False
31957,448,0,0,1,0,0,3,0,6,False
31958,448,0,0,1,0,0,3,0,6,False
31959,449,0,0,1,0,0,3,0,6,False
31960,449,0,0,1,0,0,3,0,6,False
31961,449,0,0,1,0,0,3,0,6,False
31962,449,0,0,1,0,0,3,0,6,False
31963,450,0,0,1,0,0,3,0,6,False
31964,450,0,0,1,0,0,3,0,6,False
31965,450,0,0,1,0,0,3,0,6,False
31966,450,534,0,1,0,0,3,0,6,False
31967,450,0,0,1,0,0,3,0,6,False
31968,450,0,0,1,0,0,3,0,6,False
31969,451,0,0,1,0,0,3,0,6,False
31970,451,0,0,1,0,0,3,0,6,False
31971,451,0,0,1,0,0,3,0,6,False
31972,451,535,0,1,0,0,3,0,6,False
31973,451,0,0,1,0,0,3,0,6,False
31974,451,0,0,1,0,0,3,0,6,False
31975,451,0,0,1,0,0,3,0,6,False
31976,451,0,0,1,0,0,3,0,6,False
31977,451,0,0,1,0,0,3,0,6,False
31978,451,535,0,1,0,0,3,0,6,False
31979,451,0,0,1,0,0,3,0,6,False
31980,451,0,0,1,0,0,3,0,6,False
31981,452,0,0,1,0,0,3,0,6,False
31982,452,0,0,1,0,0,3,0,6,False
31983,452,0,0,1,0,0,3,0,6,False
31984,452,0,0,1,0,0,3,0,6,False
31985,452,0,0,1,0,0,3,0,6,False
31986,452,0,0,1,0,0,3,0,6,False
31987,452,0,0,1,0,0,3,0,6,False
31988,452,0,0,1,0,0,3,0,6,False
31989,452,0,0,1,0,0,3,0,6,False
31990,452,0,0,1,0,0,3,0,6,False
31991,452,0,0,1,0,0,3,0,6,False
31992,452,0,0,1,0,0,3,0,6,False
31993,453,0,0,1,0,0,3,0,6,False
31994,453,0,0,1,0,0,3,0,6,False
31995,453,0,0,1,0,0,3,0,6,False
31996,453,0,0,1,0,0,3,0,6,False
31997,454,0,0,1,0,0,3,0,6,False
31998,454,0,0,1,0,0,3,0,6,False
31999,454,0,0,1,0,0,3,0,6,False
32000,454,536,0,1,0,0,3,0,6,False
32001,454,0,0,1,0,0,3,0,6,False
32002,454,0,0,1,0,0,3,0,6,False
32003,454,0,0,1,0,0,3,0,6,False
32004,454,0,0,1,0,0,3,0,6,False
32005,454,0,0,1,0,0,3,0,6,False
32006,454,536,0,1,0,0,3,0,6,False
32007,454,0,0,1,0,0,3,0,6,False
32008,454,0,0,1,0,0,3,0,6,False
32009,455,0,0,1,0,0,3,0,6,False
32010,455,0,0,1,0,0,3,0,6,False
32011,455,0,0,1,0,0,3,0,6,False
32012,455,0,0,1,0,0,3,0,6,False
32013,456,0,0,1,0,0,3,0,6,False
32014,456,0,0,1,0,0,3,0,6,False
32015,456,0,0,1,0,0,3,0,6,False
32016,456,536,0,1,0,0,3,0,6,False
32017,456,0,0,1,0,0,3,0,6,False
32018,456,0,0,1,0,0,3,0,6,False
32019,457,0,0,1,0,0,3,0,6,False
32020,457,0,0,1,0,0,3,0,6,False
32021,457,0,0,1,0,0,3,0,6,False
32022,457,0,0,1,0,0,3,0,6,False
32023,457,0,0,1,0,0,3,0,6,False
32024,457,0,0,1,0,0,3,0,6,False
32025,457,0,0,1,0,0,3,0,6,False
32026,457,0,0,1,0,0,3,0,6,False
32027,457,0,0,1,0,0,3,0,6,False
32028,457,0,0,1,0,0,3,0,6,False
32029,457,0,0,1,0,0,3,0,6,False
32030,457,0,0,1,0,0,3,0,6,False
32031,458,0,0,1,0,0,3,0,6,False
32032,458,0,0,1,0,0,3,0,6,False
32033,458,0,0,1,0,0,3,0,6,False
32034,458,0,0,1,0,0,3,0,6,False
32035,459,0,0,1,0,0,3,0,6,False
32036,459,0,0,1,0,0,3,0,6,False
32037,459,0,0,1,0,0,3,0,6,False
32038,459,537,0,1,0,0,3,0,6,False
32039,459,0,0,1,0,0,3,0,6,False
32040,459,0,0,1,0,0,3,0,6,False
32041,460,0,0,1,0,0,3,0,6,False
32042,460,0,0,1,0,0,3,0,6,False
32043,460,0,0,1,0,0,3,0,6,False
32044,460,538,0,1,0,0,3,0,6,False
32045,460,0,0,1,0,0,3,0,6,False
32046,460,0,0,1,0,0,3,0,6,False
32047,460,0,0,1,0,0,3,0,6,False
