#,Stats,Description,Icon,RequiredForQuest,PreviousQuest,Location,Number,LocationKey,TargetsEnemy,TargetsSelfOrAlly,CauseSlow,CausePetrify,CauseParalysis,CauseInterrupt,CauseBlind,CauseStun,CauseSleep,CauseBind,CauseHeavy,CauseDeath
89,"**Type: **Magic
**Aspect: **Water
**Rank: **★★★★
","A versatile technique utilized and perfected by Genbu, this magical barrier is formed of water-aspected aether. It works to soften incoming blows, storing energy that can later be unleashed in an explosive torrent.",72290,0,0,284,89,4,True,True,False,False,False,False,False,False,False,False,False,False
90,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","This spell imitates the martial technique devised by Ivon Coeurlfist, which in turn mimics the “blaster” attack employed by wild coeurls. Upon casting, a ball of concentrated aether is propelled forward with sufficient force to knock back all but the most implacable opponents.",72291,0,0,236,90,4,True,False,False,False,False,False,False,False,False,False,False,False
91,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","A behavior learned from certain species of coeurl, the caster rises to the challenge of losing comrades by tapping into a feral survival instinct. When all seems lost, or when simply treading where a lone mage was not meant to tread, unrestrained ferocity is sometimes the only way to win through.  ",72292,69526,69525,34,91,1,False,True,False,False,False,False,False,False,False,False,False,False
92,"**Type: **Magic
**Aspect: **None
**Rank: **★
","By manipulating aether to imitate the minute wingbeats of a kongamato, a caster generates an ultrasonic wave which ripples visibly through the surrounding air. The vibrations are lethal to frozen or petrified targets, causing them to shatter with dramatic force.",72293,69528,69527,2407,92,1,True,False,False,False,False,False,False,False,False,False,False,True
93,"**Type: **Magic
**Aspect: **Ice
**Rank: **★★
","Contrary to expectation, the Blaze attack employed by Alte Roite manifests a swirling storm of ice. Some dismiss the spell's name as an odd jest made by the author of the novel in which the winged serpent was first referenced, while others claim the freezing lesions it causes resemble terrible burns.",72294,0,0,252,93,4,True,False,False,False,False,False,False,False,False,False,False,False
94,"**Type: **Magic
**Aspect: **Fire
**Rank: **★★★★
","A recreation of the terrible chemical explosive employed by Omega, this spell fires a bomb on an arcing trajectory which detonates on impact with the target. The attack is known to leave behind a pungent odor, not unlike mustard.",72295,0,0,589,94,4,True,False,False,False,False,False,False,False,False,False,False,False
95,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","A technique said to originate from the dragons of the New World, this ability cocoons the caster in a sphere of aetherial force which serves to blunt incoming attacks. There is some debate on whether the aforementioned “dragons” are truly of dragonkind, or merely a species of “dragon-like” scalekin.",72296,0,0,0,95,2,False,True,False,False,False,False,False,False,False,False,False,False
96,"**Type: **Magic
**Aspect: **None
**Rank: **★
","This spell, learned from the dhruva, summons forth a cluster of luminous projectiles which inflict multiple pinpoint wounds to all in their path. The jagged edges of these tiny lacerations bleed profusely, weakening the target and causing considerable pain.",72297,69529,69528,2408,96,1,True,False,False,False,False,False,False,False,False,False,False,False
97,"**Type: **Magic
**Aspect: **Water
**Rank: **★★★★
","Commonly used amongst Kelpies, this spell generates a powerful current of water which draws in surrounding targets, with even low-flying cloudkin falling victim to its inexorable pull.",72298,0,0,279,97,4,True,False,False,False,False,False,False,False,False,False,False,False
98,"**Type: **Magic
**Aspect: **Water
**Rank: **★★
",This example of sai taisui geomancy sends forth a surging wall of water which sweeps along all in its path─friend or foe. One cannot be too careful when toying with maledictions.,72299,0,0,536,98,4,True,True,False,False,False,False,False,False,False,False,False,False
99,"**Type: **Magic
**Aspect: **None
**Rank: **★
","A destructive ability employed by red chocobos wherein the dust and dirt in the area is drawn up into one solid mass, heated until it glows, then dropped on a target from on high. It is unsurprising, then, that these feathery fiends─also known as courser chocobos─are greeted with near-universal terror.",72300,0,0,2000,99,1,True,False,False,False,False,False,False,False,False,False,False,False
100,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","A variety of magic employed by New World voidsent, this spell pummels the target with a barrage of incandescent orbs. Its name, likely familiar to scholars of the arcane, is said to have once encompassed the Whalaqee arts of near-death curses and converting life force into mana.",72301,0,0,0,100,2,True,False,False,False,False,False,False,False,False,False,False,False
101,"**Type: **Physical
**Damage: **Blunt
**Rank: **★★★★
","Omega's power reigned supreme within the interdimensional rift, allowing it to access a store of collected data and synthesize all manner of entities and objects─including giant, rocket-propelled fists of unyielding metal.",72302,0,0,589,101,4,True,False,False,False,False,False,False,True,False,False,False,False
102,"**Type: **Physical
**Damage: **Blunt
**Rank: **★★★★★
","This incantation seeks to emulate the supernatural might of the auspice Qitian Dasheng, with the caster leaping into the air, and spinning an elongated staff of pure aether in a whirlwind of brutal force.",72303,0,0,536,102,4,True,False,False,False,False,False,False,False,False,False,False,False
103,"**Type: **Physical
**Damage: **Blunt
**Rank: **★★★★★
","A technique employed by Suzaku, wherein the auspice unleashes a swift series of blurring kicks. The “phantom” half of the name is a somewhat nebulous reference to a constellation in Far Eastern astrology, the sign of which is said to bring good fortune in all matters...except that of matrimony.",72304,0,0,596,103,4,True,False,False,False,False,False,False,False,False,False,False,False
104,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★★
","This extravagant technique belongs to Tsukuyomi, Lady of the Moon, whose malignant ire manifests as a field of flowers which then burst apart in a hail of deadly petals. Accept the inevitability of the grave, and the power of the nightbloom is yours to wield...",72305,0,0,537,104,4,True,False,False,False,False,False,False,False,False,False,False,False
105,"**Type: **Physical
**Damage: **Blunt
**Rank: **★
","Favored by hobgoblins, this time-honored technique operates on the premise of “beating 'em senseless.” Blue mages strengthen the attack by channeling magic into their fists, which come to harbor even greater pummeling potential when coupled with the stones to face one's foe head-on.",72306,70310,70309,2954,105,1,True,False,False,False,False,False,False,False,False,False,False,False
106,"**Type: **Physical
**Damage: **Blunt
**Rank: **★★
","This spell recreates the devastating way in which the greater armadillo swings an enormous boulder in its clawed tail as if wielding a flail. A boulder is conjured from aether and similarly swung at great speed, sending nearby foes flying.",72307,0,0,656,106,4,True,True,False,False,False,False,False,False,False,False,False,False
107,"**Type: **Magic
**Aspect: **None
**Rank: **★
","Certain species of armadillo have learned to channel aether into their shells, thus granting them the hardness of metal. A similar stratagem allows the blue mage to reflect physical blows back upon an attacker─though unfortunately, both armadillo and man still feel the intial, teeth-rattling impact.",72308,70311,70310,2955,107,1,False,True,False,False,False,False,False,False,False,False,False,False
108,"**Type: **Magic
**Aspect: **None
**Rank: **★
","Particularly savvy armadillos are capable of healing themselves by drawing upon the moisture in the air, and by imitating this behavior, mages can enjoy the selfsame benefits─including flawless skin.",72309,70312,70311,2955,108,1,False,True,False,False,False,False,False,False,False,False,False,False
109,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","Acquired from a species of crustacean native to the New World, this spell is executed by blending aether of multiple aspects and unleashing it in one fell blast. This has the effect of disrupting the target's aetheric balance, thereby gradually robbing them of vigor.",72310,0,0,0,109,2,True,False,False,False,False,False,False,False,False,False,False,False
110,"**Type: **Physical
**Damage: **Blunt
**Rank: **★★★★
","Embracing rage in the fashion of the spectral berserker allows one to unleash an unbridled wave of destruction. As many a parable will attest, however, anger is a double-edged sword; the spell consumes a great deal of energy, and the caster is advised to be wary of untimely exhaustion.",72311,0,0,737,110,4,True,False,False,False,False,False,False,False,False,False,False,False
111,"**Type: **Magic
**Aspect: **Earth
**Rank: **★★
","Taking a filthy page from the mudman, this spell coalesces earth-aspected aether into a clump of mud, which is hurled at enemies. Those who are struck bear stubborn mud stains that diminish their self-worth, causing a lingering enervation.",72312,0,0,746,111,4,True,False,False,False,False,False,False,False,False,False,False,False
112,"**Type: **Physical
**Damage: **Blunt
**Rank: **★★★
","Taking a spotless page from the Seeker of Solitude, this spell summons forth a magicked broom to sweep the area clean. Each mud stain it removes serves to affirm its self-worth, and it imparts that sense of well-being to the caster.",72313,0,0,692,112,4,True,True,False,False,False,False,False,False,False,False,False,False
113,"**Type: **Physical
**Damage: **Slashing
**Rank: **★★★★
","In order to extend its claws for a near-inescapable strike, the Ruby Weapon transforms energy generated by its advanced dynamo unit. Albeit on a smaller scale, the mage recreates this technique by channeling aether into numerous razor-sharp aetherial blades.",72314,0,0,717,113,4,True,False,False,False,False,False,False,False,False,False,False,False
114,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","The language of the fae folk is composed of runes, symbols that harbor magic, and the faerie king Titania was partial to this one. When invoked, it emits an aetheric wave that resonates with the target's magical energies, making them surpassingly easy to extract. ",72315,0,0,657,114,4,True,True,False,False,False,False,False,False,False,False,False,False
115,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★
","Employed by Eden Prime, this technique shifts the fabric of reality to trigger a powerful aetheric surge. While it inflicts considerable damage, it demands an extended casting period so as to allow mages to raise a protective barrier over themselves.",72316,0,0,653,115,4,True,False,False,False,False,False,False,False,False,False,False,True
116,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","Learned from the forgiven obscenity, this technique unleashes a beam of Light-aligned aether at opponents. Lest the responsible mage worry, being a scaled-down recreation, the spell does not possess the potency to transform living beings into sin eaters.",72317,0,0,659,116,4,True,False,False,False,False,False,False,False,False,False,False,False
117,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","Originally employed by Sephirot, the Fiend, to render foes vulnerable to attacks, this spell has been adapted for the mage's own protection. Due to the field's intrinsic instability, however, it cannot simultaneously grant both physical and magical benefits, only one or the other.",72318,0,0,0,117,2,False,True,False,False,False,False,False,False,False,False,False,False
118,"**Type: **Physical
**Damage: **Piercing
**Rank: **★★★
","This imitation of the Lightwarden Innocence's technique conjures up swords of Light that rain down from the heavens. Rumor has it Lord Vauthry used the technique to turn sin eaters into meol, which may explain why it appears to bring the caster closer to his perfection.",72319,0,0,666,118,4,True,False,False,False,False,False,False,False,False,False,False,False
119,"**Type: **Magic
**Aspect: **None
**Rank: **★★★
","Inspired by Eden's Promise, this spell uses the eyes as arcane circles through which aether is channeled─a principle also seen in techniques such as Glower. So concentrated in energy is the beam, it explodes upon contact. Chirurgeon's warning: excessive use may lead to chronic dry eyes.",72320,0,0,758,119,4,True,False,False,False,False,False,False,False,False,False,False,False
120,"**Type: **Magic
**Aspect: **None
**Rank: **★★
","Loosely based upon Aenc Thon's technique, which saw him wallop foes with a candy cane, this spell sweetens any duel with a rain of confections. The Fuath leader, for one, would not be averse to mages thus spreading the love.",72321,0,0,649,120,4,True,True,False,False,False,False,False,False,False,False,False,False
121,"**Type: **Magic
**Aspect: **Fire
**Rank: **★★★
","In battle, the familiar Lugus used this technique to create a veritable conflagration. That power is now yours to wield...albeit at a greatly diminished strength. Not wishing to be responsible for burning entire cities down, the Blue Mages' Guild opted to limit the flame's intensity to a gentle sear.",72322,0,0,692,121,4,True,False,False,False,False,False,False,False,False,False,False,False
122,"**Type: **Magic
**Aspect: **Water
**Rank: **★★★★★
","Part of the nixie's watery repertoire, this technique sends a swirling deluge crashing over enemies─rather too rough for its original purpose of delighting children, but it makes a fine addition to the blue mage's arsenal.",72323,0,0,746,122,4,True,False,False,False,False,False,False,False,False,False,False,False
123,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★★
","While magic is ordinarily woven with words and symbols, this spell employed by the dread creation Therion harnesses the power of emotion to beget destruction. It is said that, if one can cling to the desire for oblivion, it is possible to sustain the ruinous effect indefinitely.",72324,0,0,652,123,4,True,False,False,False,False,False,False,False,False,False,False,False
124,"**Type: **Magic
**Aspect: **None
**Rank: **★★★★★
","The faerie king Titania's signature move, this spell embodies the disdain, pity, and delight that men's fleeting lives inspire in the fae folk. By weaving layers upon layers of runes to create a deadly maelstrom of magic, you too can remind others of their mortality...until you inevitably meet your own demise.",72325,0,0,657,124,4,True,False,False,False,False,False,False,False,False,False,False,False
