#,Name,Image,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown3,SortKey,Component,Subtype,Unknown1,Category
449,Gestahl,234539,657,0,0,0,5205,5,1,0,6
450,Viper,194241,705,0,0,0,2063,2,0,0,2
451,Pictomancer,194242,706,0,0,0,2070,2,0,0,2
452,789th Order,199954,694,0,0,0,2302,5,0,0,3
453,Little Solace,199952,695,0,0,0,2301,5,0,0,3
454,Brotherhood of Ash,199951,696,0,0,0,2300,5,0,0,3
455,Novv's Clutch,199955,697,0,0,0,2303,5,0,0,3
456,Ehcatl Nine,199953,698,0,0,0,2304,5,0,0,3
457,Crimson Dawn,195662,701,0,0,0,1036,1,0,0,9
458,Crimson Dawn,197662,701,0,0,0,1036,3,0,0,9
459,Crimson Dawn,198662,701,0,0,0,1036,4,0,0,9
460,Golden Dawn,195663,702,0,0,0,1037,1,0,0,9
461,Golden Dawn,197663,702,0,0,0,1037,3,0,0,9
462,Golden Dawn,198663,702,0,0,0,1037,4,0,0,9
463,Dark Solution,195664,699,0,0,0,1038,1,0,0,9
464,Dark Solution,197664,699,0,0,0,1038,3,0,0,9
465,Dark Solution,198664,699,0,0,0,1038,4,0,0,9
466,Bright Solution,195665,700,0,0,0,1039,1,0,0,9
467,Bright Solution,197665,700,0,0,0,1039,3,0,0,9
468,Bright Solution,198665,700,0,0,0,1039,4,0,0,9
469,Dolphin Calf,234810,729,0,0,0,5261,5,1,0,6
470,Starbird,234827,730,0,0,0,5578,5,1,0,6
471,Nagxian Cat,234828,731,0,0,0,5224,5,1,0,6
472,Wind-up Vrtra,234830,732,0,0,0,5576,5,1,0,6
473,Crabe de la Crabe,234832,733,0,0,0,5226,5,1,0,6
474,Prince Lunatender,234833,734,0,0,0,5111,5,1,0,6
475,Wind-up Herois,234841,735,0,0,0,5558,5,1,0,6
476,Royal Lunatender,234843,736,0,0,0,5112,5,1,0,6
477,Wind-up Philos,234865,737,0,0,0,5561,5,1,0,6
478,Wind-up Erichthonios,234866,738,0,0,0,5562,5,1,0,6
479,Wind-up Aidoneus,234877,739,0,0,0,5560,5,1,0,6
480,Wind-up Athena,234887,740,0,0,0,5563,5,1,0,6
481,Vicarious Vacationer,234896,741,0,0,0,5609,5,1,0,6
482,Hydaelyn Idol,234901,742,784,788,812,5568,5,1,0,6
483,Zodiark Idol,234902,743,785,789,813,5569,5,1,0,6
484,Wind-up Fourchenault,234903,744,786,790,814,5512,5,1,0,6
485,Alpaca Cria,234909,745,0,0,0,5235,5,1,0,6
486,Ilyikty'i,234912,746,0,0,0,5237,5,1,0,6
487,Quetzal,234913,747,0,0,0,5313,5,1,0,6
488,Squeak the Coyote,234914,748,0,0,0,5238,5,1,0,6
489,Cornservant,234916,749,0,0,0,5668,5,1,0,6
490,Tankardtender,234917,750,0,0,0,5115,5,1,0,6
491,Bluecoat Cat,234918,751,0,0,0,5239,5,1,0,6
492,Tin Sentry T1,234922,752,0,0,0,5653,5,1,0,6
493,Brushed-up Krile,234925,753,0,0,0,5520,5,1,0,6
494,Wind-up Zero,234926,754,787,791,815,5565,5,1,0,6
495,Wind-up Erenville,234927,755,0,0,0,5567,5,1,0,6
496,Turali Travel Agency,199968,767,0,0,0,2317,5,0,0,3
497,Heavens' Orthodoxy,195654,768,0,0,0,1020,1,0,0,9
498,Heavens' Orthodoxy,197654,768,0,0,0,1020,3,0,0,9
499,Heavens' Orthodoxy,198654,768,0,0,0,1020,4,0,0,9
500,Heavens' Heresy,195672,769,0,0,0,1021,1,0,0,9
501,Heavens' Heresy,197672,769,0,0,0,1021,3,0,0,9
502,Heavens' Heresy,198672,769,0,0,0,1021,4,0,0,9
503,Idyll Wisdom,195655,770,0,0,0,1022,1,0,0,9
504,Idyll Wisdom,197655,770,0,0,0,1022,3,0,0,9
505,Idyll Wisdom,198655,770,0,0,0,1022,4,0,0,9
506,Idyll Industry,195673,771,0,0,0,1023,1,0,0,9
507,Idyll Industry,197673,771,0,0,0,1023,3,0,0,9
508,Idyll Industry,198673,771,0,0,0,1023,4,0,0,9
509,Kugane Commerce,195656,772,0,0,0,1024,1,0,0,9
510,Kugane Commerce,197656,772,0,0,0,1024,3,0,0,9
511,Kugane Commerce,198656,772,0,0,0,1024,4,0,0,9
512,Kugane Leisure,195668,773,0,0,0,1025,1,0,0,9
513,Kugane Leisure,197666,773,0,0,0,1025,3,0,0,9
514,Kugane Leisure,198666,773,0,0,0,1025,4,0,0,9
515,Western Reach,195657,774,0,0,0,1026,1,0,0,9
516,Western Reach,197657,774,0,0,0,1026,3,0,0,9
517,Western Reach,198657,774,0,0,0,1026,4,0,0,9
518,Eastern Reach,195669,775,0,0,0,1027,1,0,0,9
519,Eastern Reach,197667,775,0,0,0,1027,3,0,0,9
520,Eastern Reach,198667,775,0,0,0,1027,4,0,0,9
521,Exarchic Dome,195658,776,0,0,0,1028,1,0,0,9
522,Exarchic Dome,197658,776,0,0,0,1028,3,0,0,9
523,Exarchic Dome,198658,776,0,0,0,1028,4,0,0,9
524,Exarchic Tower,195670,777,0,0,0,1029,1,0,0,9
525,Exarchic Tower,197670,777,0,0,0,1029,3,0,0,9
526,Exarchic Tower,198670,777,0,0,0,1029,4,0,0,9
527,Eulmoran Comfort,195659,778,0,0,0,1030,1,0,0,9
528,Eulmoran Comfort,197659,778,0,0,0,1030,3,0,0,9
529,Eulmoran Comfort,198659,778,0,0,0,1030,4,0,0,9
530,Eulmoran Glory,195671,779,0,0,0,1031,1,0,0,9
531,Eulmoran Glory,197671,779,0,0,0,1031,3,0,0,9
532,Eulmoran Glory,198671,779,0,0,0,1031,4,0,0,9
533,Sharlayan Stoa,195660,780,0,0,0,1032,1,0,0,9
534,Sharlayan Stoa,197660,780,0,0,0,1032,3,0,0,9
535,Sharlayan Stoa,198660,780,0,0,0,1032,4,0,0,9
536,Sharlayan Agora,195666,781,0,0,0,1033,1,0,0,9
537,Sharlayan Agora,197668,781,0,0,0,1033,3,0,0,9
538,Sharlayan Agora,198668,781,0,0,0,1033,4,0,0,9
539,Hannish Radiance,195661,782,0,0,0,1034,1,0,0,9
540,Hannish Radiance,197661,782,0,0,0,1034,3,0,0,9
541,Hannish Radiance,198661,782,0,0,0,1034,4,0,0,9
542,Hannish Wonders,195667,783,0,0,0,1035,1,0,0,9
543,Hannish Wonders,197669,783,0,0,0,1035,3,0,0,9
544,Hannish Wonders,198669,783,0,0,0,1035,4,0,0,9
545,Wind-up Sasquatch,234608,822,0,0,0,5100,5,1,0,6
546,Black Kitten,234924,823,0,0,0,5153,5,1,0,6
547,Tora-jiro,234643,824,0,0,0,5208,5,1,0,6
548,Behelmeted Serpent of Ronka,234769,825,0,0,0,5218,5,1,0,6
549,Behatted Serpent of Ronka,234770,826,0,0,0,5219,5,1,0,6
550,Anteater,234809,827,0,0,0,5222,5,1,0,6
551,Hippo Calf,234831,828,0,0,0,5225,5,1,0,6
552,Wind-up Kangaroo,234845,829,0,0,0,5228,5,1,0,6
553,Shshuye,234932,830,0,0,0,5240,5,1,0,6
554,Aurelia Polyp,234683,831,0,0,0,5255,5,1,0,6
555,Domakin,234759,832,0,0,0,5257,5,1,0,6
556,Laladile,234778,833,0,0,0,5259,5,1,0,6
557,Petit Punutiy,234907,834,0,0,0,5262,5,1,0,6
558,Toco Toquito,234931,835,0,0,0,5314,5,1,0,6
559,Wind-up Ifrit,234567,836,0,0,0,5450,5,1,0,6
560,Wind-up Garuda,234572,837,0,0,0,5451,5,1,0,6
561,Wind-up Titan,234573,838,0,0,0,5452,5,1,0,6
562,Wind-up Leviathan,234574,839,0,0,0,5453,5,1,0,6
563,Wind-up Ramuh,234598,840,0,0,0,5454,5,1,0,6
564,Wind-up Shiva,234599,841,0,0,0,5455,5,1,0,6
565,Wind-up Odin,234468,842,0,0,0,5456,5,1,0,6
566,Wind-up Bismarck,234663,843,0,0,0,5457,5,1,0,6
567,Wind-up Ravana,234665,844,0,0,0,5458,5,1,0,6
568,Wind-up Susano,234661,845,0,0,0,5459,5,1,0,6
569,Wind-up Lakshmi,234662,846,0,0,0,5460,5,1,0,6
570,Wind-up Themis,234938,847,0,0,0,5564,5,1,0,6
571,Wind-up Pelupelu,234934,848,0,0,0,5610,5,1,0,6
572,Tin Soldier S3,234935,849,0,0,0,5654,5,1,0,6
573,Allagan Melon,234786,850,0,0,0,5664,5,1,0,6
574,Deathservant,234936,851,0,0,0,5669,5,1,0,6
575,Futures Rewritten,195716,872,0,0,0,2505,1,0,0,4
576,Futures Rewritten,197722,872,0,0,0,2505,3,0,0,4
577,Futures Rewritten,198719,872,0,0,0,2505,4,0,0,4
578,Futures Rewritten,199717,872,0,0,0,2505,5,0,0,4
579,Gok Golma,199969,873,0,0,0,2318,5,0,0,3
580,Deadly Welcome,197707,874,0,0,0,2354,3,0,0,4
581,Deadly Descent,197708,875,0,0,0,2355,3,0,0,4
582,Victory-on-High,197709,876,0,0,0,2356,3,0,0,4
583,Ascension-on-High,197710,877,0,0,0,2357,3,0,0,4
584,Occult Crescent,195717,879,0,0,0,2405,1,0,0,4
585,Occult Crescent,197723,879,0,0,0,2406,3,0,0,4
586,Occult Crescent,198720,879,0,0,0,2405,4,0,0,4
587,Cosmic Exploration,195718,878,0,0,0,2343,1,0,0,8
588,Cosmic Exploration,198721,878,0,0,0,2343,4,0,0,8
589,Cosmic Exploration,199718,878,0,0,0,2343,5,0,0,8
590,Peridot Carbuncle,234544,885,0,0,0,5603,5,1,0,6
591,Heliodor Carbuncle,234545,886,0,0,0,5604,5,1,0,6
592,Gigi,234630,887,0,0,0,5601,5,1,0,6
593,Wind-up Shinryu,234675,888,0,0,0,5461,5,1,0,6
594,White Whittret,234679,889,0,0,0,5213,5,1,0,6
595,Wind-up Tsukuyomi,234699,890,0,0,0,5462,5,1,0,6
596,Wind-up Fran,234725,891,0,0,0,5547,5,1,0,6
597,Wind-up Fuath,234735,892,0,0,0,5352,5,1,0,6
598,Ancient One,234774,893,0,0,0,5607,5,1,0,6
599,Gull,234808,894,0,0,0,5308,5,1,0,6
600,Senorita Sabotender,234812,895,0,0,0,5554,5,1,0,6
601,Wind-up Gunnhildr,234818,896,0,0,0,5557,5,1,0,6
602,Caduceus,234835,897,0,0,0,5227,5,1,0,6
603,Wind-up Scarmiglione,234860,898,0,0,0,5470,5,1,0,6
604,Wind-up Cagnazzo,234871,899,0,0,0,5471,5,1,0,6
605,Wind-up Barbariccia,234888,900,0,0,0,5472,5,1,0,6
606,Wind-up Golbez,234897,901,0,0,0,5473,5,1,0,6
607,Psamathe,234949,902,0,0,0,5117,5,1,0,6
608,Naiad,234950,903,0,0,0,5118,5,1,0,6
609,Deimos,234951,904,0,0,0,5119,5,1,0,6
610,Ja Tiika Leafkin,234944,905,0,0,0,5116,5,1,0,6
611,Wind-up Gulool Ja Ja,234945,906,0,0,0,5566,5,1,0,6
612,Micro Rover,234948,907,0,0,0,5655,5,1,0,6
613,Tipping Tortoise,234952,908,0,0,0,5120,5,1,0,6
614,Royal Hound,234953,909,0,0,0,5241,5,1,0,6
615,Skallic Uolosapa,234941,910,0,0,0,5312,5,1,0,6
616,Seikret Fledgling,234954,911,0,0,0,5752,5,1,0,6
617,Vigorwasp,234955,912,0,0,0,5753,5,1,0,6
618,Wind-up Feo Ul,234965,913,0,0,0,5400,5,1,0,6
619,Mini Yan,234946,914,0,0,0,5121,5,1,0,6
620,Gimme Kitten,234947,915,0,0,0,5122,5,1,0,6
621,Monster Hunter Wilds 1,194704,943,0,0,0,3955,2,0,0,7
622,Monster Hunter Wilds 1,195719,943,0,0,0,3955,1,0,0,7
623,Monster Hunter Wilds 1,197724,943,0,0,0,3955,3,0,0,7
624,Monster Hunter Wilds 1,198722,943,0,0,0,3955,4,0,0,7
625,Monster Hunter Wilds 1,199719,943,0,0,0,3955,5,0,0,7
626,Monster Hunter Wilds 2,195720,944,0,0,0,3956,1,0,0,7
627,Monster Hunter Wilds 2,197725,944,0,0,0,3956,3,0,0,7
628,Monster Hunter Wilds 2,198723,944,0,0,0,3956,4,0,0,7
629,Monster Hunter Wilds 2,199720,944,0,0,0,3956,5,0,0,7
630,Hands of Zirgorteh,199970,938,0,0,0,2319,5,0,0,3
631,Pilgrim's Traverse,197726,941,0,0,0,2400,3,0,0,4
632,Distant Sanctums,197727,942,0,0,0,2401,3,0,0,4
633,Cosmic Constructs,195721,940,0,0,0,2344,1,0,0,8
634,Cosmic Constructs,198724,940,0,0,0,2344,4,0,0,8
635,Cosmic Constructs,199721,940,0,0,0,2344,5,0,0,8
636,Island Days,197728,939,0,0,0,2342,3,0,0,8
637,Island Days,198725,939,0,0,0,2342,4,0,0,8
638,Island Days,199722,939,0,0,0,2342,5,0,0,8
639,Wide-eyed Fawn,234417,945,0,0,0,5056,5,1,0,6
640,Tiny Tortoise,234420,946,0,0,0,5061,5,1,0,6
641,Bite-sized Pudding,234437,947,0,0,0,5078,5,1,0,6
642,Wind-up Sun,234465,948,0,0,0,5657,5,1,0,6
643,Treasure Box,234483,949,0,0,0,5086,5,1,0,6
644,Puff of Darkness,234517,950,0,0,0,5154,5,1,0,6
645,Demon Box,234513,951,0,0,0,5660,5,1,0,6
646,Magic Bucket,234601,952,0,0,0,5661,5,1,0,6
647,Pegasus Colt,234613,953,0,0,0,5098,5,1,0,6
648,Wind-up Calofisteri,234607,954,0,0,0,5156,5,1,0,6
649,Namingway,234614,955,1038,1039,1040,5680,5,1,0,6
650,Wind-up Scathach,234632,956,0,0,0,5157,5,1,0,6
651,Wind-up Moon,234637,957,0,0,0,5658,5,1,0,6
652,Clockwork Lantern,234700,958,0,0,0,5663,5,1,0,6
653,Mudpie,234712,959,0,0,0,5102,5,1,0,6
654,Baby Gremlin,234717,960,1041,1042,1043,5103,5,1,0,6
655,Micro Gigantender,234738,961,0,0,0,5105,5,1,0,6
656,Ironfrog Ambler,234751,962,0,0,0,5651,5,1,0,6
657,Little Leafman,234768,963,0,0,0,5606,5,1,0,6
658,Amaro Hatchling,234777,964,0,0,0,5109,5,1,0,6
659,Wanderer's Campfire,234814,965,0,0,0,5665,5,1,0,6
660,Wee Ea,234823,966,0,0,0,5110,5,1,0,6
661,Adventure Basket,234836,967,0,0,0,5666,5,1,0,6
662,Rubellite Weapon,234882,968,0,0,0,5467,5,1,0,6
663,Tourmaline Weapon,234893,969,0,0,0,5468,5,1,0,6
664,Not-so-bighorn,234911,970,0,0,0,5236,5,1,0,6
665,Adamant Weapon,234930,971,0,0,0,5469,5,1,0,6
666,Wisp of Darkness,234937,972,0,0,0,5155,5,1,0,6
667,Micro Crow,234964,973,0,0,0,5315,5,1,0,6
668,Sunray Ray,234966,974,0,0,0,5263,5,1,0,6
669,Cosmic Fantasy,195722,1020,0,0,0,2345,1,0,0,8
670,Cosmic Fantasy,198726,1020,0,0,0,2345,4,0,0,8
671,,0,0,0,0,0,0,0,0,0,0
672,,0,0,0,0,0,0,0,0,0,0
673,Wavy,198015,1044,0,0,0,14,4,0,0,7
674,Triangular Corners,198016,1045,0,0,0,15,4,0,0,7
675,Boxed Corners,198017,1046,0,0,0,16,4,0,0,7
676,Flowery Accents,198018,1047,0,0,0,17,4,0,0,7
677,Triangular Accents,198019,1048,0,0,0,18,4,0,0,7
678,Shiny Corners,198020,1049,0,0,0,19,4,0,0,7
679,Circular Accents,198021,1050,0,0,0,20,4,0,0,7
680,Double Line,198022,1051,0,0,0,21,4,0,0,7
681,,0,0,0,0,0,0,0,0,0,0
682,,0,0,0,0,0,0,0,0,0,0
683,,0,0,0,0,0,0,0,0,0,0
684,,0,0,0,0,0,0,0,0,0,0
685,,0,0,0,0,0,0,0,0,0,0
686,,0,0,0,0,0,0,0,0,0,0
687,,0,0,0,0,0,0,0,0,0,0
688,,0,0,0,0,0,0,0,0,0,0
689,,0,0,0,0,0,0,0,0,0,0
690,,0,0,0,0,0,0,0,0,0,0
691,,0,0,0,0,0,0,0,0,0,0
692,,0,0,0,0,0,0,0,0,0,0
693,,0,0,0,0,0,0,0,0,0,0
694,,0,0,0,0,0,0,0,0,0,0
695,,0,0,0,0,0,0,0,0,0,0
696,,0,0,0,0,0,0,0,0,0,0
697,,0,0,0,0,0,0,0,0,0,0
698,,0,0,0,0,0,0,0,0,0,0
699,,0,0,0,0,0,0,0,0,0,0
700,,0,0,0,0,0,0,0,0,0,0
