key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
150,True,100,90,100,90,105,100,60,60,90,85,110,110,108,82,102,101,100,107,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
151,True,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
152,True,70,63,70,63,76,70,42,42,63,60,77,77,76,57,71,70,70,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
153,True,60,55,60,55,67,65,40,40,57,50,75,68,70,50,69,65,60,65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
154,True,60,54,60,54,68,60,42,42,54,51,75,75,70,49,61,60,60,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
155,True,22,21,25,23,29,24,17,17,22,20,35,28,26,19,32,26,23,25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
156,True,80,73,87,79,87,84,50,50,75,70,100,92,98,68,92,88,80,82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
157,False,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
158,True,80,72,80,72,84,80,48,48,72,68,88,88,86,66,82,80,80,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
159,True,100,90,105,98,108,104,60,60,90,85,120,110,110,82,106,104,100,102,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
160,True,90,80,98,87,99,94,62,62,85,76,111,100,105,74,102,97,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
161,True,60,54,60,54,68,60,42,42,54,51,75,75,70,49,61,60,60,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
162,True,75,68,75,68,79,75,45,45,68,64,88,83,81,62,92,75,75,80,100,100,100,100,100,100,100,100,100,140,140,100,100,100,100,100,100,100,100,100,100,100,100,100
163,True,100,94,110,103,114,110,65,65,95,90,121,119,120,88,112,113,102,109,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
164,True,30,27,30,28,32,31,18,18,27,26,36,34,34,25,33,32,30,32,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
165,True,100,89,103,96,108,102,60,60,90,85,115,113,110,82,105,104,100,106,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
166,True,170,153,181,164,178,177,110,110,157,144,200,200,196,139,185,182,170,176,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
167,True,300,270,300,270,315,300,180,180,270,255,330,330,324,246,306,300,300,321,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
168,True,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
169,False,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
170,True,100,90,100,90,106,100,60,60,90,85,110,110,108,82,102,100,100,107,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
171,True,100,91,110,98,116,104,47,47,95,86,130,113,120,83,120,107,103,105,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
172,False,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
173,False,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
174,True,60,54,60,54,63,60,36,36,54,51,66,66,65,49,61,60,60,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
175,True,73,66,73,66,77,73,44,44,66,62,80,80,79,60,75,73,73,78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
