#,Description,DescriptionEnhanced,Tooltip,SpecialActionName,SpecialActionDescription,Attack,Defense,Speed,MinionSkillType,HasAreaAttack,StrengthGate,StrengthEye,StrengthShield,StrengthArcana
79,"ミニオン「マメット・モーグリ」を呼び出す。
モーグリを模した魔法人形クポ！　踊りが大好きクポ！",モーグリ族を模した魔法人形。冒険者が連れ歩くマメットを見て、猛烈に欲しくなったモーグリ族が、魔法の力で作りだしたものらしい。作り手と同様に音楽をこよなく愛するため、集まると自然と輪を作って踊り出す,クポクポ！,モグモグダンス,範囲内にいる敵に、ATK90のダメージを与える。,40,40,2,1,True,False,False,False,False
80,"ミニオン「ベイビーオポオポ」を呼び出す。
オポオポの子猿。シュラウドアップルが好物らしい",オポオポの子猿。食物を探し求めてブレイフロクスの野営地に忍び込んだところ、ゴブリンチーズを発見。食べようとしたが、あまりの臭さに失神してしまった。その窮地から助けてくれた冒険者を、恩人として慕っている,ウキキッ？,猿知恵,"範囲内にいる敵に、タイプ「アニマル」を弱点に加える。
**効果時間：**6秒",40,25,4,4,False,False,False,False,False
81,"ミニオン「マメット・ブルーム」を呼び出す。
不思議な呪文さ　サッサカサ！
どんまことすきて　むえーえーしふえらす",魔法仕掛けのほうき。掃除するかのように勝手に動き回るが、気が向くままに動いているだけなので、一向に綺麗にならない。しかし、棒状の物体を動作させるためには、思いの外、高い技術力がつぎ込まれている,サッサカサ,サッサカサ,範囲内にいる敵、味方すべてにかかっている、効果を打ち消す。,50,60,2,6,True,False,False,False,False
82,"ミニオン「マメット・サキュバス」を呼び出す。
妖異サキュバスを模した魔法人形。おとなしく生贄となるがいい！",妖異召喚未遂容疑で逮捕された、とある彫金師が所有していた魔法人形。どうやら妖異「サキュバス」に魅せられ、魔法人形を作ったものの、それでは満足できず禁忌の妖術に手を出したらしい。これは、その証拠品……,生贄ト◎ナルガイイ！,おいろけ,"範囲内にいる味方のATKを20上昇させる。味方がタイプ「モンスター」の場合は、ATKが40上昇する。
**効果時間：**6秒",55,25,3,3,False,False,True,False,False
83,"ミニオン「ズー・ハッチリング」を呼び出す。
ズーのヒナ。デスブリンガーが嫌いらしい",怪鳥ズーのヒナ。ズー属は、原産地の近東との間を季節ごとに移動する。本来、子育ては近東で行うが、霊災後の気候変動に適応したのか、最近ではエオルゼアで産卵するケースが増加中。なお、デスブリンガーが嫌いらしい,戦闘不能におちいった！,野生の目覚め,"特殊技ポイントを使用したミニオンのATKを60上昇させる。
**効果時間：**10秒",30,25,3,3,True,False,False,False,False
84,"ミニオン「マメット・ナナモ」を呼び出す。
ナナモ・ウル・ナモ女王陛下を模した魔法人形",ウルダハ第十七代国王、ナナモ・ウル・ナモを模した魔法人形。かつて、ナナモ女王の在位十年を記念して、彫金師ギルドが製作したものを、同じレシピで再生産したもの。当時、15歳のナナモ女王の姿を元にしている,苦シュウナイ！,ウルの血筋,"自身のATKとDEFを上昇させる。自身の残りHPが少ないほど上昇量が増し、ATKはHPの減った量5%につき10、DEFはHPの減った量5%につき5上昇する。
**効果時間：**6秒",35,40,2,3,True,False,True,False,False
85,"ミニオン「マメット・ギルガメッシュ」を呼び出す。
剣豪ギルガメッシュを模した魔法人形。生きてたら、また会おうぜ！",とあるエオルゼア最強の彫金師が、自宅の魔法人形を修理した際に、勢い余って作り上げてしまったもの。一人息子の友人、ギルガメッシュの姿を模したようだ。息子をよろしく頼みます、という思いが込められている,オマエなのか…バ…？,ヒット・ジ・エンド,範囲内にいる敵に、ATK300のダメージを与える。ただし、特殊技ポイントを使用したミニオンは強制帰還する。,40,55,4,1,True,False,False,False,False
86,"ミニオン「オニオンプリンス」を呼び出す。
何故か畑に生えていたオニオンプリンス。マンドラゴラの王子！",自称マンドラゴラの王子。両親が政略結婚で結ばれたことを知り、一時期はグレていた。だが、自分に注がれる両親の愛が、真実と悟り更正。今では、キングトマトの花粉を受け継いだことを誇りに思っている……らしい,●×▼……！,オニオン汁,最も近い敵軍のアルカナストーンに、5%のダメージを与える。,55,30,3,8,False,False,True,False,False
87,"ミニオン「エッグナイト」を呼び出す。
何故か畑に生えていたエッグナイト。マンドラゴラの騎士！",自称マンドラゴラの騎士。18代前の先祖がキングトマトの先祖と同じ畑で栽培されていた縁で、野菜国家「マンドラ帝国」の樹立を目指す闘争に参加した。王子の武術指南役を任される程、王からの信頼は厚い……らしい,◎◎×△□！！,ナス式インビンシブル,"範囲内にいる味方のDEFを10上昇させる。味方のタイプが「アニマル」の場合は、DEFが30上昇する。
**効果時間：**6秒",45,50,3,3,False,True,True,False,False
88,"ミニオン「ガーリックスター」を呼び出す。
何故か畑に生えていたガーリックスター。マンドラゴラの道化！",自称マンドラゴラの道化。危うくシチューの隠し味にされそうになっていたところを、エッグナイトに助けられ、以後、行動を共にしている。本当は騎士になりたかったが、臭かったので宮廷道化師に任命された……らしい,××◎～！,ニンニクこうか,"範囲内にいる味方のATKを20上昇させる。味方がタイプ「アニマル」の場合は、ATKが40上昇する。
**効果時間：**6秒",25,60,3,3,False,False,True,False,False
89,"ミニオン「キングトマト」を呼び出す。
何故か畑に生えていたキングトマト。マンドラゴラの王！",自称マンドラゴラの王。野菜国家「マンドラ帝国」を樹立すべく、全マンドラゴラに団結を呼びかける。その汁の赤さはヒトに求める「血の犠牲」を、汁の酸味は「食われ続けてきた野菜の無念」を示している……らしい,■＄◎×△□◎◎…♪,怒りのトマト,"特殊技ポイントを使用したミニオンのATKを40上昇させる。
**効果時間：**15秒",80,45,4,3,False,False,False,False,False
90,"ミニオン「マンドラクイーン」を呼び出す。
何故か畑に生えていたマンドラクイーン。マンドラゴラの王妃！",自称マンドラゴラの王妃。キングトマトとの婚礼は、野菜国家「マンドラ帝国」の建国のための政略結婚だった。しかし、ヒト社会との闘争の中で、頼れる同志となった彼らの間には、本物の愛が育まれつつある……らしい,×□♪◎×◎…,光合成,範囲内にいる味方のHPを、100回復する。味方のタイプが「アニマル」の場合は、HPが150回復する。,50,75,2,7,False,True,False,True,False
91,"ミニオン「マメット・ヤ・シュトラ」を呼び出す。
ヤ・シュトラを模した魔法人形。永遠の23歳を完全再現！",「暁の血盟」の賢人、ヤ・シュトラを模した魔法人形。暁の金庫番、タタル嬢の発注により、ウルダハの彫金師ギルドで製作された。工芸「フェン・イル」特製のマメット用本革ブーツをはかせたコダワリの逸品,シッポヲ、ギュ…,エーテリアルフィールド,"範囲内にいる味方のDEFを20上昇させる。
**効果時間：**10秒",60,70,4,3,False,True,True,False,False
92,"ミニオン「マメット・オニオン」を呼び出す。
古のオニオンナイトを模した魔法人形。晴れない雲はないんだ！",クリスタルタワーで発見された魔法人形。ラムブルース氏の見解では、親衛隊「玉葱兵」を模した玩具らしいとのこと。足裏に「ルーネス」と記されていたが、これが持ち主の名なのか、人形の名なのかは判然としていない,32かいヒット！,オニオン装備,"特殊技ポイントを使用したミニオンはすべての攻撃に対して無敵になる。
**効果時間：**6秒",30,60,4,3,False,False,True,False,False
93,"ミニオン「トレジャーボックス」を呼び出す。
小箱に憑依した妖異。不用意に開けると咬まれるらしい",グランドカンパニーの倉庫で保管されていた、小箱に憑依した妖異。箱の中に納められていた同盟記章を食べてしまったため、責任を取らせるため売りに出されることとなった。ムシャムシャして食べた、今は反省している,ギィィ…バタン…,ムシャムシャ,"範囲内にいる敵に、ATK120のダメージを与える。さらに特殊技ポイントを使用したミニオンのATKを20上昇させる。
**効果時間：**6秒",50,35,3,1,True,False,False,False,False
94,"ミニオン「タイニーバク」を呼び出す。
バクの幼獣。夢を食べて成長すると伝えられる",夢を食べるという東方の獣、バクの幼獣。かつて、ウルダハの商人が「安眠グッズ」として、ナイトウェアの生地と共に売りに出したことがある。あまりの人気ぶりに値段が高騰した結果、お宝として扱われるようになった,ムニャムニャ…,悪夢のおすそわけ,"範囲内にいる敵に、タイプ「アニマル」を弱点に加える。
**効果時間：**6秒",45,25,2,4,False,True,True,False,False
95,"ミニオン「ナナッコ・ベアー」を呼び出す。
ベアーの幼獣を模した魔法人形",ベアーの幼獣を模した魔法人形。約80年前、「熊が見たい」と駄々をこねていたウルダハ王女、ナナッコ姫のために、魔法人形を仕込んだぬいぐるみが作られ、8歳の誕生日に贈られた。以来、定番の玩具として定着している,ガオォ～！,ベアーストンプ,範囲内にいる敵に、ATK230のダメージを与える。,45,30,2,1,False,True,True,False,False
96,"ミニオン「クロックワークトロッコ」を呼び出す。
小さなトロッコ玩具。鉱山労働バンザイ",からくり仕掛けの小さなトロッコ。アマジナ鉱山社が、「鉱山労働の素晴らしさ」を幼少期から教え込むために作った教育的玩具らしい。与えられた子どもの中には、それはそれは大切に宝物のように扱う子もいたようだ,ガタン、ゴトン,お宝ザクザク,範囲内にいる味方の特殊技ポイントを10上昇させる。ただし特殊技が同効果なミニオンを除く。,35,60,1,3,False,True,False,True,True
97,"ミニオン「ナッツイーター」を呼び出す。
小さな愛らしいリス。大好物は、ラノシア産のアイアンエーコン",探検家ミリス・アイアンハートが、バイルブランド島を探検していたときに出会ったリス。世界のどこかにあるという、ゴールドエーコンを手に入れるため、各地を放ろうしている。名うての探検家と共に、旅したいようだ,ムキュッ！,ドクロイーター,"トラップを配置する。10秒後トラップ発動ボタンにより起爆可能。範囲内にいる敵の移動速度を70%低下させる。
**効果時間：**20秒",100,50,4,2,False,False,False,False,False
98,"ミニオン「マメット・ミンフィリア」を呼び出す。
ミンフィリアを模した魔法人形。こっちは一緒に来てくれる",冒険者ギルドが、エオルゼアの新生を祝して用意した魔法人形。協力関係にある組織「暁の血盟」の盟主、ミンフィリアを模している。いつも呼びつけてくるあの人を、思う存分、呼びつけることができると評判だ,モシモシ…モシモシ…,モシモシ,範囲内にいる敵に、ATK230のダメージを与える。,80,40,3,1,False,False,True,False,False
99,"ミニオン「マメット・サンクレッド」を呼び出す。
サンクレッドを模した魔法人形。お上品に戦うのはここまでだ！",冒険者ギルドが、エオルゼアの新生を祝して用意した魔法人形。協力関係にある組織「暁の血盟」の賢人、サンクレッドを模している。彼に対して淡い恋心を抱く女性や、暗い感情を抱く女性に絶大な人気を誇るという,フッ…,恋のかけひき,トラップを配置する。10秒後トラップ発動ボタンにより起爆可能。範囲内にいる敵にATK260のダメージを与える。,50,35,3,2,True,True,False,False,False
100,"ミニオン「魔導ビット自律型」を呼び出す。
1/9スケールモデル。アルテマウェポンはついていません",ガレマール帝国軍の無人攻撃端末「魔導ビット」を忠実に再現した最高の玩具。アラグ帝国製の無人兵器を高い魔導技術により、リバースエンジニアリングしたンだぜ。お前の技術より、優れてンだろ？ガーロンドォ……,パタパタパタ…,オールレンジアタック,範囲内にいる敵に、ATK230のダメージを与える。,50,75,2,1,True,False,False,False,False
101,"ミニオン「薄闇の雲」を呼び出す。
暗闇の雲を模した魔法人形。世界を無に還してやろう！",闇の世界で拾った、どことなくマメット・サキュバスに似た人形。ちなみに妖異召喚未遂容疑で逮捕された某彫金師は、出獄後程なくして行方不明になっている。自宅に「美を求めて異界に旅立つ」という書き置きを残して……,ファファファ…,極小式波動砲,"範囲内にいる敵に、ATK150のダメージを与え、さらにDEFを30%低下させる。
**効果時間：**6秒",70,60,4,1,False,False,True,False,False
102,"ミニオン「タイニーナンカ」を呼び出す。
ニンキ・ナンカの幼獣。油断していると、すぐ増える",産卵した卵を背負って育てる奇妙な両生類、ニンキ・ナンカの幼獣。親獣の背の上でまどろんでいたところ、ポロリと落ちて取り残されてしまった。仕方がないので、エサをくれる新しい保護者を探していたようだ,モサモサモサ…,ナンカの人気,"範囲内にいる味方のATKを25上昇させる。
**効果時間：**6秒",55,40,2,3,False,True,True,False,False
103,"ミニオン「マメット・パンダ」を呼び出す。
東方の珍獣パンダを模した魔法人形",旅の老師が東方ゆかりの贈物として持ってきた魔法人形。東州「オサード小大陸」の辺境に棲まうという珍獣、パンダを模したもののようだ。実際は獰猛な獣らしいが、非常に愛らしい姿で人々を魅了して止まない,ア～ウ、ア～ウ！,野生の知恵,トラップを配置する。10秒後トラップ発動ボタンにより起爆可能。範囲内にいる敵にATK260のダメージを与える。,30,40,2,2,True,False,False,True,False
104,"ミニオン「マメット・オルトロス」を呼び出す。
オルトロスを模した魔法人形。まるっきりタコじゃん！",オルトロスを模した魔法人形。最強の彫金師、ゴッドベルトが、軟体生物の揺らぎをイメージしながらリングを造っていたところ、いつの間にかコレが完成していたらしい。女好きな点も完全再現されている,ゆでだこ、ゆでだこ！？,たこあし,"範囲内にいる味方の移動速度を35%上昇させる。
**効果時間：**6秒",50,45,2,3,True,False,False,False,False
105,"ミニオン「マメット・スノーマン」を呼び出す。
雪だるまを模した魔法人形。サヨナラナノダ……",雪だるまを模した魔法人形。星芒祭の開催にあたって、プレゼントとして子どもたちに配るために、匿名の「白いお髭の紳士様」が作った品らしい。冷たいものが大好きで、雪玉を投げつけると喜ぶようだ,サヨナラナノダ…,さよならなのだ,"特殊技ポイントを使用したミニオンに、施設特効「アルカナストーン」を付与する。
**効果時間：**6秒",40,50,2,3,False,True,True,False,False
106,"ミニオン「ポチャチョコボ」を呼び出す。
ポチャポチャしているチョコボの子",ポチャポチャしているチョコボの子。異常なほど食欲旺盛で、食べ物の匂いには敏感。いつか、武器や防具まで食べられるようになるのが夢らしい,よーお！,くいしんぼう,"ゲート内にいるミニオンのHP回復量を2倍にする。
**効果時間：**20秒",35,75,2,9,False,True,False,False,False
107,"ミニオン「マメット・イダ」を呼び出す。
イダを模した魔法人形。うっしゃ、気合いーッ！",「暁の血盟」の賢人、イダを模した魔法人形。暁の金庫番、タタル嬢の発注により、ウルダハの彫金師ギルドで製作された。仮面の下まで精巧に作られているようだが、どうやっても仮面を剥がすことができない……,ウッシャーッ！,ファイナルヘル,範囲内にいる敵に、ATK230のダメージを与える。,45,55,3,1,True,False,False,False,False
108,"ミニオン「マメット・パパリモ」を呼び出す。
パパリモを模した魔法人形。やれやれ……",「暁の血盟」の賢人、パパリモを模した魔法人形。暁の金庫番、タタル嬢の発注により、ウルダハの彫金師ギルドで製作された。実に愛らしい姿をしているが、モデルのパパリモは、こう見えて40代なのである,ヤレヤレ…,プチサンダー,"範囲内にいる敵に、1秒ごとに10の継続ダメージを与える。
**効果時間：**20秒",35,55,3,1,True,True,False,True,False
109,"ミニオン「マメット・ウリエンジェ」を呼び出す。
ウリエンジェを模した魔法人形。
月明輝けども　必ずや暁迎えん……",「暁の血盟」の賢人、ウリエンジェを模した魔法人形。暁の金庫番、タタル嬢の発注により、ウルダハの彫金師ギルドで製作された。モデルのウリエンジェが決してフードを脱ごうとしなかったため、頭髪は再現されていない,必ズヤ、暁迎エン…,預言詩入門講座,範囲内にいる敵に、ATK90のダメージを与える。,55,60,2,1,False,True,False,True,False
110,"ミニオン「ファットキャット」を呼び出す。
おでぶな子猫。意外と素早い",小太りな愛らしい子猫。元々は、都市の裏通りに棲んでいた野良猫らしい。リテイナーが仕事帰りに会う度に、余った雑魚をあげていたところ、懐いたとのこと。餌付けの効果により忠誠心が高いが、体重も重くなっている,ブニャー！,肥える力,"範囲内にいる味方のDEFを10上昇させる。味方のタイプが「アニマル」の場合は、DEFが30上昇する。
**効果時間：**6秒",45,25,3,3,False,False,False,True,False
111,"ミニオン「リトルフット」を呼び出す。
イエティの幼獣。その足跡は小さい",イエティの幼獣。珍しい山菜を探し求めていたリテイナーが、クルザスの山奥にて発見。周囲に親獣の姿はなく、腹を空かせて弱っていたため、手持ちのお弁当をあげたところ懐いたのだという。その足跡は、まだまだ小さい,イェーイ！,絶対零度,範囲内にいる敵に、ATK230のダメージを与える。,65,25,3,1,False,False,True,False,False
112,"ミニオン「リトルマミー」を呼び出す。
包帯でぐるぐる巻きにされた人形。なぜか動く",カルン埋没寺院にて発掘された人形。小さな棺の中から、包帯でぐるぐる巻きにされた姿で発見された。まるで生きているかのように動くが、なぜ動くのかは解らない。そして、包帯を取り、正体を確かめる勇気も出ない,マミー？,スリラー,"範囲内にいる敵に、タイプ「モンスター」を弱点に加える。
**効果時間：**15秒",35,40,1,4,False,True,False,True,True
113,"ミニオン「マメット・エンタープライズ」を呼び出す。
シドの飛空艇「エンタープライズ号」を模したからくり模型",ガーロンド・アイアンワークス社製のからくり模型。モデルは、天才機工師シド・ガーロンドが、帝国時代に設計、建造した飛空艇「エンタープライズ号」。艇尾の作業アームはもちろん、操舵するシドまで精巧に作られている,エンタープライズ発進！,クレーンアーム,範囲内にいる敵に、ATK90のダメージを与える。,45,60,2,1,False,False,True,False,False
114,"ミニオン「マメット・レターモーグリ」を呼び出す。
レターモーグリを模した魔法人形クポ！　お手紙の配達クポ！",いつでもどこでも誰にでも、ちゃっちゃか手紙をお届けする、レターモーグリを模した魔法人形。黒衣森を出て、世界を旅するレターモーグリを称え、モーグリ族の仲間たちが作り上げた。帽子とカバンがトレードマーク,クポーッ！,不幸の手紙,"範囲内にいる敵のDEFを、25%低下させる。
**効果時間：**6秒",45,60,3,4,True,True,False,False,False
115,"ミニオン「アサシンフライ」を呼び出す。
アサシンベタの稚魚。泳ぐことを忘れた",アサシンベタの稚魚。ニンジャベタを解体したところ、その腹の中から出てきた。胃の中で過ごすうちに泳ぎ方を忘れ、うっかり宙を舞うことを覚えたらしい。それでも水辺を見ると、懐かしいらしく飛び込まずにはいられない,ア　サ　シ　ン　ベ　タ,暗殺,範囲内にいる敵に、ATKの5倍のダメージを与える。,40,25,3,1,False,False,False,False,False
116,"ミニオン「プレゼンター」を呼び出す。
エターナルセレモニーの招待客へのプレゼント。末永くお幸せに！",綺麗にラッピングされたデモンズブロック……を作ろうとしたが、製造法が解らなかったため妥協した。中に入れられているものが何であれ、エターナルバンドを祝福する想いがたっぷり込められているので、良しとしよう,エターナル！,プレゼント交換,敵が配置したトラップがある場合、解除する。,40,70,2,6,True,False,False,False,False
117,"ミニオン「カッパッパ」を呼び出す。
正体不明のカッパ。沙悟浄の槍は持っていない",カッパ。カッパである。まごうことなきカッパである。魔法人形ではないところを見ると、これは古代魔法「カッパー」によって、姿を変えられた人である可能性が高い。しかし、彼、もしくは彼女が何者なのかは解っていない,カッパッパーーーー！！,カッパッパー,"範囲内にいる敵のATKを、40%低下させる。
**効果時間：**6秒",60,30,2,4,True,False,False,True,False
118,"ミニオン「マメット・ルイゾワ」を呼び出す。
ルイゾワを模した魔法人形。おわりの名は希望",賢人ルイゾワを模した魔法人形。月の衛星「ダラガブ」の落下を阻止するため、命を賭して戦った故人の偉業を称えるために、彫金師ギルドによって作られた,希望ヲ未来ニ…,転生の炎,範囲内にいる味方のHPを、100回復する。味方のタイプが「ドール」の場合は、HPが150回復する。,50,40,4,7,False,True,True,False,False
119,「ミドガルズオルム」を呼び出す,すべてのドラゴン族の始祖、幻龍「ミドガルズオルム」が創りだした幻体。ドラゴンパピーに見えるが、幻龍の魂が宿っており、意外とシブい声で語りかけてくる。光の戦士の行く末を見守るため、旅に同行することに,…………,オープンベータ,敵軍のサーチ・アイへ90%のダメージを与える。すでに破壊されている場合は効果はない。,60,45,2,8,True,False,False,False,False
120,,,,,,0,0,0,0,False,False,False,False,False
121,"ミニオン「ピカピカ」を呼び出す。
勝利を呼ぶとされる縁起の良い鳥",勝利を呼ぶとされる縁起の良い鳥。また、月神メネフィナの使いとして、星空を舞い愛を運ぶ役割を担うという伝説がある。本来、エオルゼアには棲息していない鳥だが、「伝説の鳥」という謳い文句で東方から持ち込まれた,カチカチ！,愛のセレナーデ,"特殊技ポイントを使用したミニオンのDEFを40上昇させる。
**効果時間：**10秒",60,45,3,3,False,True,False,False,False
122,"ミニオン「エンキドゥ」を呼び出す。
友だちになったニワトリ。洗っても色あせない",旅の剣豪ギルガメッシュが、空腹のあまり農家から盗んだニワトリ。調理法が解らなかったため、生で頂こうとしたところ、鋭いクチバシで猛反撃！　その強さに惚れ込んだ彼は、以後、このニワトリを旅の供にしたという,コケー！,怪音波,範囲内にいる敵にかかっている、強化効果をすべて打ち消す。,55,45,4,6,False,False,True,False,False
123,"ミニオン「マメット・バイオレット」を呼び出す。
悪い子シルフを模した魔法人形なのでふっち",悪い子シルフを模した魔法人形。仮宿のシルフ族が、悪い子シルフたちに悪戯をしかけるために作ったもの。そのリアルな色合いを出すために、シルフたちは様々な染料を試し、最終的には紫キャベツに行き着いたらしい,ふっちっち！,不吉なおまぢない,"範囲内にいる味方を、タイプ「アニマル」からの攻撃に対して無敵にする。
**効果時間：**5秒",50,35,2,3,False,False,False,False,False
124,"ミニオン「マメット・ファウンダー」を呼び出す。
アマルジャ族の歴史的偉人を模した魔法人形",アマルジャ族の歴史的偉人、「輝拳のケリグ・ロー」を模した魔法人形。ケリグはアマルジャ式古武術の開祖であり、ハムジ・ガーも尊敬してやまない人物だという。その拳は、太陽のように輝きを放ったと伝えられている,質実剛健！,質実剛健,"特殊技ポイントを使用したミニオンのDEFを40上昇させる。
**効果時間：**10秒",40,45,3,3,False,False,True,False,False
125,"ミニオン「マメット・デズル」を呼び出す。
名気球技師デズル・クワランを模した魔法人形",セズル・トトロックが恩師でもあるイクサル族の名気球技師「デズル・クワラン」を模して作った魔法人形。彼は自ら開発した超大型気球に乗り、伝説の地「アヤトラン」を目指し飛び立ったまま、行方不明になったという,風の如くッゥ！,シバキ上げ,最も近い敵軍のアルカナストーンに、5%のダメージを与える。,45,35,3,8,False,True,True,False,False
126,"ミニオン「マメット・コボルド2号」を呼び出す。
コボルドを模しーた　魔法にんぎょーう　２号ちゃーん",アコライト789 バ・ゴが開発した新型爆弾。爆発力を増しつつ、武装鉱山のコボルド族に似せて外見を調整したのが特徴。しかし、またもや第789洞穴団の商人が勝手に商材に加えたため、危険物が出回ることとなった,チクタクチクタク…,新型爆弾,範囲内にいる敵に、ATK300のダメージを与える。ただし、特殊技ポイントを使用したミニオンは強制帰還する。,20,45,2,1,False,False,False,True,False
127,"ミニオン「マメット・シーデビル」を呼び出す。
紅珊瑚の海魔を模した魔法人形",現役時代の「紅珊瑚の海魔」を模した魔法人形。父親の武勇を伝えつつも、その行いを反面教師とするため、一味の長兄たちが作ったもの。当時のノォヴは、「海魔の兵糧丸」を常食していたため、体色が濃かったらしい,フスィーッ！！,珊瑚の銛,"特殊技ポイントを使用したミニオンのATKを60上昇させる。
**効果時間：**10秒",50,65,4,3,False,False,True,False,False
128,"ミニオン「黒チョコチョコボ・フライヤー」を呼び出す。
チョコチョコ空飛ぶチョコボの子。この毛色は産まれながら",チョコチョコ空飛ぶチョコボの子。飛行用に品種改良されたフライヤー種のチョコボであり、黒々としたその毛色は産まれながらのもの。断じて塗られたものではないのだと証明するため、日々、飛行訓練に励む,クエッ、クエ～ッ！,チョコトラップ,トラップを配置する。10秒後トラップ発動ボタンにより起爆可能。範囲内にいる敵にATK260のダメージを与える。,50,75,2,2,False,True,False,True,False
129,"ミニオン「マメット・カイン」を呼び出す。
伝説の竜騎士を模した魔法人形。俺は正気に戻った！",伝説の竜騎士「カイン」を模した魔法人形。誰よりも高く大空へと「ジャンプ」したという伝承を再現すべく、偏属性クリスタルを埋め込んでいる。そのせいなのか、時折、不審な動きをするらしい。大丈夫だ、俺は正気に戻った！,フッ、任セテオケ,竜騎士の意地,"自軍のゲート、シールド、サーチ・アイを、すべての攻撃に対して無敵にする。
**効果時間：**20秒",75,55,3,9,True,False,False,False,False
130,"ミニオン「マメット・アルフィノ」を呼び出す。
アルフィノを模した魔法人形。すべてはエオルゼアのために！",シャーレアンの名門、ルヴェユール家の御曹司を模した魔法人形。クリスタルブレイブの主計官が、活動費を稼ぐために製造したものの、総帥にバレて販売中止命令を受けてしまった。結果的に、倉庫に山積みされることに,ヤメテクレタマエ…,マーチ・オブ・アルコン,"範囲内にいる敵に、ATK80のダメージを与え、さらにDEFを13%低下させる。
**効果時間：**6秒",30,35,3,1,False,True,True,False,False
131,"ミニオン「マメット・アリゼー」を呼び出す。
アリゼーを模した魔法人形。エオルゼアに、未来を！",シャーレアンの名門、ルヴェユール家のご令嬢を模した魔法人形。不良在庫となっていたアルフィノ人形を買い取った独立系商人が、多少の手直しの末、販売を開始した少女人形。製造コストが安いのが最高とは製作者談,オ祖父様…,託された想い,範囲内にいる敵に、ATK90のダメージを与える。,40,40,4,1,False,True,False,False,False
132,"ミニオン「マメット・タタル」を呼び出す。
タタルを模した魔法人形。よろしくでっす",「暁の血盟」の受付、タタル嬢を模した魔法人形。金庫番でもあるタタル自ら、彫金師ギルドに依頼して製作。重要な情報提供者や、物資を格安で卸してくれる商人に、感謝の気持ちを込めて配っているのだとか,ヨロシクデッス！,特製薬茶,"範囲内にいる味方のDEFを10上昇させる。味方のタイプが「ドール」の場合は、DEFが30上昇する。
**効果時間：**6秒",35,25,3,3,False,True,False,False,False
133,"ミニオン「マメット・シド」を呼び出す。
シドを模した魔法人形",天才機工師シドを模した魔法人形。「ガーロンド・アイアンワークス」の会長代行が、企画・設計・販売を行った商品。売れ行きは好調らしく、「売上にならない活動ばかりの会長より、よほど稼いでくれる」とのこと,エエイ、突ッコムゾ！,魔導トラップ,トラップを配置する。10秒後トラップ発動ボタンにより起爆可能。範囲内にいる敵にATK180のダメージを与える。,70,70,4,2,False,True,False,False,False
134,"ミニオン「ユニコルト」を呼び出す。
ユニコーンの幼獣。心の清らかな者にしか懐かない",ユニコーンの幼獣。額の角に秘められた力によって、儀式に用いる聖水を浄化するために、イシュガルド教皇庁の庭園にて飼育されていた。冒険者による突入騒ぎの混乱に乗じ、広い世界に旅立つ決心をしたらしい,ヒヒィーン！,アリコーン,"範囲内にいる味方の移動速度を35%上昇させる。
**効果時間：**6秒",35,30,3,3,False,True,False,False,False
135,"ミニオン「マメット・グンド」を呼び出す。
グンド族を模した魔法人形。虹のように鮮やかだ！",バヌバヌ族を模した魔法人形。鮮やかなグンド族のまじない師が、トーテムを操る術式を応用して創り上げた。バヌバヌ族にとって、理想の体型である美しいボディラインを再現するのに、かなり苦心したという,グンド、グンド！,鮮やかな太陽の舞,"特殊技ポイントを使用したミニオンのATKを40上昇させる。
**効果時間：**15秒",35,30,2,3,False,True,True,False,False
136,"ミニオン「ミニマムアトモス」を呼び出す。
小さなアトモス。吸引力が落ちないただひとつのミニオン",小さなアトモス。宝箱から見つけたピクピク動く謎の肉片に、栄養素になりそうな素材を適当に与えたところ培養に成功。冒険者がカバンから捨てる物を、何でも吸い込むようになった。吸引力が落ちないただひとつのミニオン,好きなようにはさせん！,サイクロン,"範囲内にいる味方を、タイプ「ドール」からの攻撃に対して無敵にする。
**効果時間：**5秒",35,65,3,3,True,False,False,False,False
137,"ミニオン「オウレット」を呼び出す。
オウルの幼鳥。実は読書家という噂",オウルの幼鳥。博物戦艦にて、ミラーナイト型キメラ生物の合成元として、時魔法をかけられ展示されていた。品種改良の影響か、非常に賢く読書を趣味とする。最近のお気に入りは、ゴシップ誌「週刊レイヴン」らしい,ホゥホゥ…,読書,"ミニオン召喚時のリキャストを半分にする。
**効果時間：**10秒",55,50,4,9,False,True,True,False,False
138,"ミニオン「アグリー・ダックリング」を呼び出す。
自称白鳥の幼鳥。何事にも保険をかけるタイプ",自称白鳥の幼鳥。バヌバヌ族の神域、ネバーリープの泉にて生まれ育ったが、意地悪な兄弟たちに愛想を尽かし旅立ちを決意。とはいえ飛べないので、冒険者の保護を受けることに。何事にも保険をかける慎重派のようだ,ガァガァ！,予期せぬ不幸,範囲内にいる敵に、ATK230のダメージを与える。,40,60,3,1,False,False,False,True,False
139,"ミニオン「ゲイラキトン」を呼び出す。
ゲイラキャットの幼獣。猫なのか鳥なのか、それが問題だ",ゲイラキャットの幼獣。霊峰「ソーム・アル」の山中で迷子になっていたところを保護した。背中の翼は背負っているようにも見えるが、外そうとすると嫌がるので試せない。実は下級妖異であるという説もあるが……,マタタビッチ！,ネコキック,"範囲内にいる敵に、ATK90のダメージを与え、さらにタイプ「アニマル」を弱点に加える。
**効果時間：**10秒",30,40,3,1,False,False,True,True,False
