#,ContentArgument0,Unknown0,Unknown1,Unknown2,Unknown3,Balloon,Unknown4,Unknown5,Unknown6,Unknown7,Condition0Target,Condition0Type,Condition1Target,Condition1Type,ContentArgument1,Unknown8,Unknown9
31576.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31576.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31577.0,1026692,0,2,0,0,0,1,0,1,0,0,23,25,51,0,24,46
31577.1,0,0,100,0,0,0,0,100,0,0,0,27,0,0,0,0,0
31577.2,0,0,7680372,0,0,0,0,0,2,0,0,28,0,0,0,0,0
31577.3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
31577.4,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31577.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31577.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31578.0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0
31578.1,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0
31578.2,35,0,2,0,0,0,0,0,0,0,0,23,18,1,0,0,0
31578.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31578.4,35,0,3,0,0,0,0,0,2,0,0,23,0,26,0,0,0
31578.5,0,0,255,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31578.6,0,0,0,0,0,0,0,1,3,0,0,25,0,0,0,0,0
31578.7,0,0,7681152,0,0,0,0,0,0,0,0,28,0,0,0,0,0
31578.8,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
31578.9,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0
31578.10,0,0,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31578.11,1026691,0,0,0,0,0,0,0,4,0,2,8,25,51,0,0,0
31578.12,1026691,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
31578.13,0,0,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31578.14,0,0,605,0,0,0,0,0,5,0,0,26,0,0,0,0,0
31578.15,0,0,763,0,0,0,0,0,0,0,0,2,0,0,0,0,0
31578.16,0,0,6,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31578.17,0,0,10,0,0,0,0,0,6,0,0,51,0,0,0,0,0
31578.18,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
31578.19,0,0,80,0,1,0,0,-10,0,0,0,48,0,0,0,0,0
31578.20,0,0,7,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31578.21,1026691,0,0,0,0,0,0,0,7,0,2,8,25,51,0,0,0
31578.22,1026691,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
31578.23,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0
31578.24,0,0,605,0,0,0,0,0,0,0,0,26,0,0,0,0,0
31578.25,0,0,763,0,0,0,0,0,0,0,0,2,0,0,0,0,0
31578.26,0,0,1,0,0,0,0,1,0,0,0,25,0,0,0,0,0
31578.27,0,0,8,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31578.28,0,0,783,0,0,0,0,0,8,0,0,1,0,0,0,0,0
31578.29,1026691,0,9,0,0,0,1,0,0,0,0,23,25,51,0,24,46
31578.30,0,0,763,0,0,0,0,0,9,0,0,2,0,0,0,0,0
31578.31,0,0,10,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31578.32,0,0,0,0,0,0,0,0,10,0,0,51,0,0,0,0,0
31578.33,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
31578.34,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0
31578.35,0,0,300,0,1,0,0,-110,0,0,0,48,0,0,0,0,0
31578.36,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
31578.37,0,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31578.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31578.39,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
31578.40,0,0,2,0,0,0,0,0,255,0,0,13,0,0,0,0,0
31578.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31578.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31578.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31578.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31578.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31579.0,1026690,0,2,0,0,0,1,0,1,0,0,23,25,51,0,24,46
31579.1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
31579.2,0,0,100,0,0,0,0,100,0,0,0,27,0,0,0,0,0
31579.3,0,0,7681153,0,0,0,0,0,2,0,0,28,0,0,0,0,0
31579.4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
31579.5,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31579.6,1026690,0,0,0,0,0,0,0,3,0,2,8,25,51,0,0,0
31579.7,1026690,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
31579.8,1026690,1,4,0,0,0,1,0,0,0,0,23,25,51,0,24,46
31579.9,0,0,0,0,0,0,0,0,4,0,0,51,0,0,0,0,0
31579.10,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
31579.11,0,0,60,0,1,0,0,-10,0,0,0,48,0,0,0,0,0
31579.12,0,0,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31579.13,0,0,0,0,0,0,0,1,5,0,0,25,0,0,0,0,0
31579.14,1026690,0,6,0,0,0,0,0,0,0,0,23,25,51,0,0,0
31579.15,0,0,3,0,0,0,0,0,6,0,0,13,0,0,0,0,0
31579.16,0,0,300,0,1,0,0,-110,0,0,0,48,0,0,0,0,0
31579.17,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
31579.18,0,0,7,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31579.19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
31579.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31580.0,50,0,10,0,0,0,0,0,1,0,0,23,0,26,0,0,0
31580.1,0,0,20,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31580.2,0,0,7670289,0,0,0,0,0,10,0,0,28,0,0,0,0,0
31580.3,0,0,300,0,0,0,0,300,0,0,0,27,0,0,0,0,0
31580.4,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0
31580.5,0,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31580.6,10,0,300,0,0,0,0,300,11,0,0,27,18,1,0,0,0
31580.7,0,0,12,0,0,0,0,0,0,0,0,23,0,50,0,0,0
31580.8,0,0,18,0,0,0,0,0,12,0,0,13,0,0,0,0,0
31580.9,0,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31580.10,0,0,7684624,0,0,0,0,0,20,0,0,28,0,0,0,0,0
31580.11,0,0,300,0,0,0,0,300,0,0,0,27,0,0,0,0,0
31580.12,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0
31580.13,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31580.14,0,0,3,0,0,0,0,0,21,0,0,13,0,0,0,0,0
31580.15,0,0,-330,0,1,0,0,-100,0,0,0,48,0,0,0,0,0
31580.16,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0
31580.17,0,0,-350,0,1,0,0,-120,0,0,0,48,0,0,0,0,0
31580.18,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0
31580.19,0,0,-350,0,1,0,0,-80,0,0,0,48,0,0,0,0,0
31580.20,0,0,22,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31580.21,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
31580.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31580.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31580.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31580.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31581.0,0,0,1,0,0,0,0,0,1,0,0,38,0,0,0,0,0
31581.1,0,0,300,0,0,0,0,300,0,0,0,27,0,0,0,0,0
31581.2,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31581.3,3,1,3,0,0,4186,3,0,2,0,0,18,18,1,0,0,23
31581.4,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31581.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31582.0,7,1,3,0,0,4200,3,0,1,0,0,18,18,1,0,0,23
31582.1,0,0,3,0,0,0,0,0,0,0,0,13,0,50,0,0,0
31582.2,7,1,1,0,0,0,7,1,0,0,0,27,18,1,0,0,23
31582.3,0,1026514,3,0,0,4201,0,0,0,3,0,18,0,50,0,25,51
31582.4,7,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31582.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31583.0,7,1,3,0,0,4202,3,0,1,0,0,18,18,1,0,0,23
31583.1,0,0,646,0,0,0,0,0,0,0,0,26,0,50,0,0,0
31583.2,0,0,5,0,0,0,0,0,0,0,0,13,0,50,0,0,0
31583.3,7,1,1,0,0,0,7,1,0,0,0,27,18,1,0,0,23
31583.4,0,1026617,3,0,0,4203,0,0,0,3,0,18,0,50,0,25,51
31583.5,0,0,3,0,0,0,0,0,0,0,0,13,0,50,0,0,0
31583.6,7,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31583.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31583.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31584.0,7,1,3,0,0,4204,3,0,1,0,0,18,18,1,0,0,23
31584.1,0,0,3,0,0,0,0,0,0,0,0,13,0,50,0,0,0
31584.2,7,1,1,0,0,0,7,1,0,0,0,27,18,1,0,0,23
31584.3,0,1026619,3,0,0,4205,0,0,0,3,0,18,0,50,0,25,51
31584.4,7,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31584.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31585.0,7,1,3,0,0,4206,3,0,1,0,0,18,18,1,0,0,23
31585.1,0,0,3,0,0,0,0,0,0,0,0,13,0,50,0,0,0
31585.2,7,1,1,0,0,0,7,1,0,0,0,27,18,1,0,0,23
31585.3,0,1026622,3,0,0,4207,0,0,0,3,0,18,0,50,0,25,51
31585.4,7,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31585.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31586.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31587.0,0,0,300,0,0,0,0,300,1,0,0,27,0,0,0,0,0
31587.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31587.2,1026736,0,802,0,0,0,0,0,2,2,0,1,25,51,0,0,0
31587.3,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31587.4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
31587.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31588.0,0,0,5583,0,0,0,0,0,1,0,0,1,0,0,0,0,0
31588.1,0,0,7227651,0,0,0,0,0,0,0,0,28,0,0,0,0,0
31588.2,0,0,300,0,0,0,0,300,0,0,0,27,0,0,0,0,0
31588.3,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0
31588.4,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31588.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
31589.0,0,0,6227,0,0,0,0,0,1,0,0,26,0,0,0,0,0
31589.1,3,1,3,0,0,1,3,0,0,0,0,18,18,1,0,0,23
31589.2,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31589.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31589.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31589.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31590.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31590.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31590.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31590.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31590.4,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31590.5,0,0,786,0,0,0,0,0,3,0,0,1,0,0,0,0,0
31590.6,3,1,3,0,0,4216,3,0,0,0,0,18,18,1,0,0,23
31590.7,10,0,0,0,0,0,0,0,0,0,2,9,18,1,0,0,0
31590.8,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31590.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31590.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31591.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31591.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31591.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31591.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31591.4,3,1,3,0,0,4220,3,0,3,0,0,18,18,1,0,0,23
31591.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31591.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31591.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31591.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31591.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31591.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31592.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31592.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31592.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31592.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31592.4,3,1,3,0,0,4221,3,0,3,0,0,18,18,1,0,0,23
31592.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31592.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31592.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31592.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31592.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31592.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31593.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31593.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31593.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31593.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31593.4,0,0,786,0,0,0,0,0,3,0,0,1,0,0,0,0,0
31593.5,0,0,10,0,0,0,0,-20,0,0,0,51,0,0,0,0,0
31593.6,3,1,3,0,0,4218,3,0,0,0,0,18,18,1,0,0,23
31593.7,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31593.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31593.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31593.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31594.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31594.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31594.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31594.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31594.4,0,0,784,0,0,0,0,0,3,0,0,1,0,0,0,0,0
31594.5,3,1,3,0,0,4219,3,0,0,0,0,18,18,1,0,0,23
31594.6,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31594.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31594.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31594.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31594.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31595.0,68089,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31595.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31595.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31595.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31595.4,3,1,3,0,0,4224,3,0,3,0,0,18,18,1,0,0,23
31595.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31595.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31596.0,68089,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31596.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31596.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31596.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31596.4,3,1,3,0,0,4225,3,0,3,0,0,18,18,1,0,0,23
31596.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31596.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31597.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31597.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31597.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31597.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31597.4,3,1,3,0,0,4222,3,0,3,0,0,18,18,1,0,0,23
31597.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31597.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31597.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31597.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31597.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31597.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31598.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31598.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31598.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31598.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31598.4,3,1,3,0,0,4223,3,0,3,0,0,18,18,1,0,0,23
31598.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31598.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31598.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31598.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31598.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31598.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31599.0,0,0,294,0,0,0,0,0,1,0,0,2,0,0,0,0,0
31599.1,0,0,284,0,0,0,0,0,0,0,0,2,0,0,0,0,0
31599.2,0,0,287,0,0,0,0,0,0,0,0,2,0,0,0,0,0
31599.3,0,0,271,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31599.4,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31599.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
31599.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31599.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31599.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31599.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31599.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31600.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31600.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31600.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31600.4,0,0,812,0,0,0,0,0,3,0,0,1,0,0,0,0,0
31600.5,0,0,-10,0,0,0,0,0,0,0,0,51,0,0,0,0,0
31600.6,3,1,3,0,0,4226,3,0,0,0,0,18,18,1,0,0,23
31600.7,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31600.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31601.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31601.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31601.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31601.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31601.4,0,0,809,0,0,0,0,0,3,0,0,1,0,0,0,0,0
31601.5,3,1,3,0,0,4227,3,0,0,0,0,18,18,1,0,0,23
31601.6,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31601.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31601.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31601.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31601.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31602.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31602.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31602.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31602.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31602.4,3,1,3,0,0,4228,3,0,3,0,0,18,18,1,0,0,23
31602.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31602.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31602.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31602.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31602.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31602.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31603.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31603.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31603.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31603.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31603.4,3,1,3,0,0,4229,3,0,3,0,0,18,18,1,0,0,23
31603.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31603.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31603.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31603.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31603.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31603.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31604.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31604.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31604.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31604.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31604.4,0,0,4193,0,0,0,0,0,3,0,0,1,0,0,0,0,0
31604.5,3,1,3,0,0,4230,3,0,0,0,0,18,18,1,0,0,23
31604.6,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31604.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31604.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31604.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31604.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31605.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31605.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31605.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31605.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31605.4,3,1,3,0,0,4231,3,0,3,0,0,18,18,1,0,0,23
31605.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31605.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31605.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31605.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31605.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31605.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31606.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31606.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31606.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31606.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31606.4,0,0,4193,0,0,0,0,0,3,0,0,1,0,0,0,0,0
31606.5,0,0,-20,0,0,0,0,10,0,0,0,51,0,0,0,0,0
31606.6,3,1,3,0,0,4208,3,0,0,0,0,18,18,1,0,0,23
31606.7,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31606.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31606.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31607.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31607.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31607.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31607.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31607.4,3,1,3,0,0,4209,3,0,3,0,0,18,18,1,0,0,23
31607.5,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31607.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31607.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31607.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31607.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31608.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
31608.1,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0
31608.2,3,1,3,0,0,1,3,0,2,0,0,18,18,1,0,0,23
31608.3,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31608.4,0,0,784,0,0,0,0,0,3,0,0,1,0,0,0,0,0
31608.5,0,0,0,0,0,0,0,10,0,0,0,51,0,0,0,0,0
31608.6,3,1,3,0,0,4210,3,0,0,0,0,18,18,1,0,0,23
31608.7,4,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
31608.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31608.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31609.0,68717,0,3,0,0,0,0,0,1,0,0,23,18,53,0,0,0
