#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Type
109,魔獣の特攻劇薬,,魔獣の特攻劇薬,"自身かペットを対象とし、石化を付与する代わりに、「特攻薬」を付与する。
特攻薬効果：対象のクリティカル発動率を50％上昇させる。
石化の効果時間：15秒
特攻薬の効果時間：30秒
追加効果：「銀縁眼鏡」を所持している場合、特攻薬の効果時間が60秒になる。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243169,36,2
110,魔獣の敏捷薬,,魔獣の敏捷薬,"自身かペットを対象とし、「敏捷薬」を付与する。
敏捷薬効果：対象の回避率を25％上昇させる。
効果時間：30秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243170,21,2
111,魔獣の敏捷劇薬,,魔獣の敏捷劇薬,"自身かペットを対象とし、暗闇を付与する代わりに、「敏捷薬」を付与する。
敏捷薬効果：対象の回避率を25％上昇させる。
暗闇の効果時間：30秒
敏捷薬の効果時間：60秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243171,36,2
112,魔獣の体力薬,,魔獣の体力薬,"自身かペットを対象とし、「体力薬」を付与し、ＨＰを10％回復する。
体力薬効果：最大ＨＰを20％上昇させる。
効果時間：永続、ただしバトルイベントを1回終えると効果がきれる。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243172,95,2
113,魔獣の体力劇薬,,魔獣の体力劇薬,"自身かペットを対象とし、猛毒を付与する代わりに、「体力薬」を付与し、ＨＰを10％回復する。
体力薬効果：最大ＨＰを30％上昇させる。
猛毒の効果時間：180秒
体力薬効果時間：永続、ただしバトルイベントを1回終えると効果がきれる。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243173,140,2
114,魔獣の俊足薬,,魔獣の俊足薬,"自身に「盗賊の薬」を付与する。
盗賊の薬効果：移動速度を20％上昇させ、かつ回避率を5％向上、かつ毒耐性を100％向上させる。
効果時間：永続、ただしバトルイベントを1回終えると効果がきれる。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243174,225,2
115,魔獣の羽根,,魔獣の羽根,"自身かペットを対象とし、ＴＰを100増加させる。
追加効果：「高揚の指輪」を所持している場合、ＴＰ増加量が250になる。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243175,43,2
116,魔獣の耐火薬G1,,魔獣の耐火薬G1,"自身と周囲の味方に「耐火薬」を付与する。
耐火薬効果：50％の確率で火属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243176,47,2
117,魔獣の耐火薬G2,,魔獣の耐火薬G2,"自身と周囲の味方に「耐火薬」を付与する。
耐火薬効果：70％の確率で火属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243177,95,2
118,魔獣の耐水薬G1,,魔獣の耐水薬G1,"自身と周囲の味方に「耐水薬」を付与する。
耐水薬効果：50％の確率で水属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243178,47,2
119,魔獣の耐水薬G2,,魔獣の耐水薬G2,"自身と周囲の味方に「耐水薬」を付与する。
耐水薬効果：70％の確率で水属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243179,95,2
120,魔獣の耐地薬G1,,魔獣の耐地薬G1,"自身と周囲の味方に「耐地薬」を付与する。
耐地薬効果：50％の確率で土属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243180,47,2
121,魔獣の耐地薬G2,,魔獣の耐地薬G2,"自身と周囲の味方に「耐地薬」を付与する。
耐地薬効果：70％の確率で土属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243181,95,2
122,魔獣の耐雷薬G1,,魔獣の耐雷薬G1,"自身と周囲の味方に「耐雷薬」を付与する。
耐雷薬効果：50％の確率で雷属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243182,47,2
123,魔獣の耐雷薬G2,,魔獣の耐雷薬G2,"自身と周囲の味方に「耐雷薬」を付与する。
耐雷薬効果：70％の確率で雷属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243183,95,2
124,魔獣の耐風薬G1,,魔獣の耐風薬G1,"自身と周囲の味方に「耐風薬」を付与する。
耐風薬効果：50％の確率で風属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243184,47,2
125,魔獣の耐風薬G2,,魔獣の耐風薬G2,"自身と周囲の味方に「耐風薬」を付与する。
耐風薬効果：70％の確率で風属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243185,95,2
126,魔獣の耐氷薬G1,,魔獣の耐氷薬G1,"自身と周囲の味方に「耐氷薬」を付与する。
耐氷薬効果：50％の確率で氷属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243186,47,2
127,魔獣の耐氷薬G2,,魔獣の耐氷薬G2,"自身と周囲の味方に「耐氷薬」を付与する。
耐氷薬効果：70％の確率で氷属性ダメージを無効化し、吸収する。
効果時間：15秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243187,95,2
128,火の牙,,火の牙,"対象とその周囲12m以内の敵に遠隔範囲魔法火属性攻撃。
威力：2500
追加効果：対象が氷結状態だった場合は追加ダメージを与える。
威力：1000
このアイテムのダメージは他のビーストギアなどのアイテムやアビリティによる魔法与ダメージアップの影響を受ける。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243188,45,2
129,氷の牙,,氷の牙,"対象とその周囲12m以内の敵に遠隔範囲魔法氷属性攻撃。
威力：2000
追加効果：対象に氷結を付与する。
氷結効果時間：20秒
このアイテムのダメージは他のビーストギアなどのアイテムやアビリティによる魔法与ダメージアップの影響を受ける。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243189,45,2
130,水の牙,,水の牙,"対象とその周囲12m以内の敵に遠隔範囲魔法水属性攻撃。
威力：2000
追加効果：対象にかかっている強化系ステータスを1つ消す。
ステータスを消すとＴＰが100増加する。
このアイテムのダメージは他のビーストギアなどのアイテムやアビリティによる魔法与ダメージアップの影響を受ける。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243190,45,2
131,雷の牙,,雷の牙,"対象とその周囲12m以内の敵に遠隔範囲魔法雷属性攻撃。
威力：2000
追加効果：対象に麻痺を付与する。
麻痺効果時間：30秒
このアイテムのダメージは他のビーストギアなどのアイテムやアビリティによる魔法与ダメージアップの影響を受ける。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243191,45,2
132,土の牙,,土の牙,"対象とその周囲12m以内の敵に遠隔範囲魔法土属性攻撃。
威力：2000
追加効果：対象にヘヴィを付与する。
ヘヴィ効果時間：60秒
このアイテムのダメージは他のビーストギアなどのアイテムやアビリティによる魔法与ダメージアップの影響を受ける。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243192,45,2
133,風の牙,,風の牙,"対象とその周囲12m以内の敵に遠隔範囲魔法風属性攻撃。
威力：2000
追加効果：対象を15mノックバックする。
このアイテムのダメージは他のビーストギアなどのアイテムやアビリティによる魔法与ダメージアップの影響を受ける。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243193,45,2
134,吸血鬼の牙,,吸血鬼の牙,"対象とその周囲12m以内の敵に遠隔範囲物理突属性ダメージを与え、ダメージの一部を吸収する。
威力：1500～3300
自身の最大ＨＰが多いほど威力が上昇する。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243194,68,2
135,魔獣の吸血薬,,魔獣の吸血薬,"自身かペットを対象に「ＨＰ吸収攻撃」を付与する。
ＨＰ吸収攻撃効果：与えたダメージの10％分のＨＰを回復する。
効果時間：60秒
追加効果：「悪魔の鎧」を所持している場合、効果時間が90秒になる。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243195,378,2
136,リフレクの書,,リフレクの書,"自身かペットを対象に「リフレク」を付与する。
リフレク効果：一部を除くすべての魔法攻撃を反射する。
効果時間：30秒
追加効果：「まじないの帽子」を所持している場合、効果時間が60秒になる。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243196,81,2
137,ブリンクの書,,ブリンクの書,"自身かペットを対象に「ブリンク」を5スタック付与する。
ブリンク効果：一部を除くすべての物理攻撃を無効化する。無効化するとスタックを1消費する。
効果時間：120秒
追加効果：「盗賊の薬」効果中は、さらにブリンクを3スタック付与する。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243197,63,2
138,時の砂,,時の砂,"自身に「時の砂」を付与する。
時の砂効果：バトルイベントで敗北したとき、戦闘開始直前からやりなおすことができる。
効果時間：永続
このアイテムは非戦闘中のみ使用できる。",,0,0,0,1,0,0,243198,315,2
139,星の砂,,星の砂,"プチメテオを使用し、対象とその周囲18m以内の敵に魔法火属性ダメージ。　威力：3000
追加効果：自身のＴＰを増加させる。
ＴＰ増加量：ヒットした敵1体につき50
追加効果：対象の火属性耐性を20％低下させる。
効果時間：60秒
このアイテムのダメージは他のビーストギアなどのアイテムやアビリティによる魔法与ダメージアップの影響を受ける。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243199,72,2
140,ビーストポーションキット,,ビーストポーションキット,"自身に「オートポーション」を付与する。
オートポーション効果：ＨＰが50％以下になると自動的にＨＰを40％回復する。回復が発生すると50％の確率で効果が切れる。盗賊の薬効果中は確率が10％になる。
効果時間：150秒
追加効果：「盗賊の胴衣」を所持している場合、効果時間が240秒になる。
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243200,189,2
141,ビーストレメディキット,,ビーストレメディキット,"自身に「オートレメディ」を付与する。
オートレメディ効果：次に受ける一部の状態異常効果を防ぐ状態。
効果時間：240秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243201,32,2
142,スペルフォージの書,,スペルフォージの書,"自身に「スペルフォージ」を付与する。
スペルフォージ効果：すべての攻撃が魔法属性になる。
この効果はペットにもコピーされる。
効果時間：180秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243202,63,2
143,スチールスティングの書,,スチールスティングの書,"自身に「スチールスティング」を付与する。
スチールスティング効果：すべての攻撃が物理属性になる。
この効果はペットにもコピーされる。
効果時間：180秒
このアイテムはバトルマップのみで使用できる。",,0,0,0,1,0,0,243203,63,2
144,パーフェクトフィードG1,,パーフェクトフィードG1,"最大ＨＰ＋15％
与ダメージ＋5％
特殊効果：闘獣練終了時、ペットの獲得経験値を25％増加させる。
特殊効果：この餌をペットに与えると、ＨＰを10％回復する。
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243076,0,3
145,パーフェクトフィードG2,,パーフェクトフィードG2,"最大ＨＰ＋30％
与ダメージ＋10％
特殊効果：闘獣練終了時、ペットの獲得経験値を50％増加させる。
特殊効果：この餌をペットに与えると、ＨＰを18％回復する。
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243077,0,3
146,シム・ミート,,シム・ミート,"物理与ダメージ＋20％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243078,0,3
147,シム・ウォーター,,シム・ウォーター,"エーテルバースト威力＋35％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243079,0,3
148,シム・ハニー,,シム・ハニー,"物理被ダメージ－25％
エーテルバースト威力＋10％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243080,0,3
149,シム・フィッシュボール,,シム・フィッシュボール,"クリティカル発動率＋35％
魔法被ダメージ－30％
最大ＨＰ＋10％
特殊効果：この餌をペットに与えると、ＨＰを7％回復する。
[食事可能な魔獣]
呪具綱 ",,0,0,0,1,0,0,243081,0,3
150,シム・バナナ,,シム・バナナ,"エーテルバースト威力＋10％
特殊効果：クリティカル発生時、自身に「物理ダメージ上昇」を1スタック付与する。
物理ダメージ上昇効果：物理与ダメージを10％上昇させる。
効果時間：30秒
最大スタック：5
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243082,0,3
151,シム・ベリー,,シム・ベリー,"クリティカル攻撃力＋60
エーテルバースト威力＋10％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243083,0,3
152,シム・エッグ,,シム・エッグ,"ヘイスト＋5％
物理与ダメージアップ＋25％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 水棲綱 甲鱗綱 ",,0,0,0,1,0,0,243084,0,3
153,シム・イエローエッグ,,シム・イエローエッグ,"ヘイスト＋15％
与ダメージアップ＋5％
最大ＨＰ＋35％
特殊効果：この餌をペットに与えると、ＨＰを20％回復する。
[食事可能な魔獣]
草木綱 ",,0,0,0,1,0,0,243085,0,3
154,シム・トマト,,シム・トマト,"回避率＋10％
物理与ダメージ＋10％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 死屍綱",,0,0,0,1,0,0,243086,0,3
155,シム・ミルク,,シム・ミルク,"ヘイスト＋5％
最大ＨＰ＋50％
特殊効果：この餌をペットに与えると、ＨＰを26％回復する。
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 水棲綱 甲鱗綱 ",,0,0,0,1,0,0,243087,0,3
156,シム・ベリーチーズ,,シム・ベリーチーズ,"ヘイスト＋5％
エーテルバースト威力＋25％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 水棲綱 甲鱗綱 ",,0,0,0,1,0,0,243088,0,3
157,シム・ポルチーニ,,シム・ポルチーニ,"毒耐性＋100％
被ダメージ－10％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243089,0,3
158,シム・モリーユ,,シム・モリーユ,"麻痺耐性＋100％
被ダメージ－10％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243090,0,3
159,シム・ブラックトリュフ,,シム・ブラックトリュフ,"暗闇耐性＋100％
被ダメージ－10％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243091,0,3
160,シム・ホワイトトリュフ,,シム・ホワイトトリュフ,"石化耐性＋100％
被ダメージ－10％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243092,0,3
161,シム・マッシュルーム,,シム・マッシュルーム,"睡眠耐性＋100％
被ダメージ－10％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243093,0,3
162,シム・ソール,,シム・ソール,"物理与ダメージ＋20％
特殊効果：ＴＰ蓄積量を50％上昇させる。
[食事可能な魔獣]
有翼綱 ",,0,0,0,1,0,0,243094,0,3
163,シム・ホーリーウォーター,,シム・ホーリーウォーター,"最大ＨＰ＋30％
与ダメージ＋15％
特殊効果：敵にとどめをさしたとき、自身に「徐々にＨＰ回復」を1スタック付与する。
徐々にＨＰ回復効果：一定時間ごとにＨＰを最大ＨＰの3％分回復する。
徐々にＨＰ回復効果時間：6秒
最大スタック8
特殊効果：この餌をペットに与えると、ＨＰを18％回復する。
[食事可能な魔獣]
水棲綱 ",,0,0,0,1,0,0,243095,0,3
164,シム・ブラッド,,シム・ブラッド,"クリティカル発動率＋50％
与ダメージ＋35％
特殊効果：一定時間ごとにダメージを受ける。
[食事可能な魔獣]
百蟲綱 ",,0,0,0,1,0,0,243096,0,3
165,シム・ノーブルブラッド,,シム・ノーブルブラッド,"最大ＨＰ＋20％
クリティカル発動率＋15％
特殊効果：クリティカル発生時、5％の確率で自身に「徐々にＨＰ回復」を1スタック付与する。
徐々にＨＰ回復効果：一定時間ごとにＨＰを最大ＨＰの3％分回復する。
徐々にＨＰ回復効果時間：6秒
最大スタック8
特殊効果：この餌をペットに与えると、ＨＰを13％回復する。
[食事可能な魔獣]
水棲綱 ",,0,0,0,1,0,0,243097,0,3
166,シム・リリー,,シム・リリー,"与ダメージ＋10％
被ダメージ－10％
特殊効果：テントでの休息時、フィードを失わなくなる。
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243098,0,3
167,シム・フロウンダー,,シム・フロウンダー,"物理与ダメージ＋10％
特殊効果：ペットのウェポンスキル実行時に獣心技連携に成功すると、30％の確率で消費したＴＰの一部が回復する。
[食事可能な魔獣]
百獣綱 百蟲綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243099,0,3
168,シム・ホワイトスコーピオン,,シム・ホワイトスコーピオン,"特殊効果：魔獣使いによって呼び出されたときに、自身に「リフレク」を付与する。
リフレク効果：一部を除くすべての魔法攻撃を反射する。
効果時間：60秒
[食事可能な魔獣]
甲鱗綱 ",,0,0,0,1,0,0,243100,0,3
169,シム・ブラックスコーピオン,,シム・ブラックスコーピオン,"与ダメージ＋15％
被ダメージ－35％
特殊効果：ダメージを受けたとき、3％の確率で自身に毒を付与する。
効果時間：30秒
[食事可能な魔獣]
甲鱗綱 ",,0,0,0,1,0,0,243101,0,3
170,シム・ヘリング,,シム・ヘリング,"エーテルバースト威力＋25％
特殊効果：ペットのウェポンスキル実行時に獣心技連携に成功すると、35％の確率で消費したＴＰの一部が回復する。
[食事可能な魔獣]
有翼綱 ",,0,0,0,1,0,0,243102,0,3
171,シム・エンジェルフィッシュ,,シム・エンジェルフィッシュ,"被ダメージ－10％
特殊効果：ＴＰ蓄積量を30％上昇させる。
[食事可能な魔獣]
百獣綱 百蟲綱 草木綱 水棲綱 死屍綱",,0,0,0,1,0,0,243103,0,3
172,シム・グレープ,,シム・グレープ,"クリティカル発動率＋35％
物理与ダメージ＋15％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243104,0,3
173,シム・オレンジ,,シム・オレンジ,"クリティカル発動率＋25％
エーテルバースト威力＋20％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243105,0,3
174,シム・ラグワーム,,シム・ラグワーム,"最大ＨＰ＋30％
特殊効果：ダメージを受けたとき、自身に「魔法被ダメージ軽減」を1スタック付与する。
魔法被ダメージ軽減効果：受ける魔法ダメージを5％軽減する。
魔法被ダメージ軽減効果時間：60秒
最大スタック8
特殊効果：この餌をペットに与えると、ＨＰを18％回復する。
[食事可能な魔獣]
呪具綱 ",,0,0,0,1,0,0,243106,0,3
175,シム・テンションリキッド,,シム・テンションリキッド,"特殊効果：敵にとどめをさしたとき、自身に「ハイテンション」を1スタック付与する。
ハイテンション効果：与ダメージ＋15％、被ダメージ－8％
ハイテンション効果時間：60秒
最大スタック：4
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243107,0,3
176,シム・カロット,,シム・カロット,"回避率＋10％
エーテルバースト威力＋5％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 死屍綱",,0,0,0,1,0,0,243108,0,3
177,シム・オニオン,,シム・オニオン,"回避率＋15％
被ダメージ－5％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 死屍綱",,0,0,0,1,0,0,243109,0,3
178,シム・レタス,,シム・レタス,"回避率＋5％
特殊効果：攻撃を回避したとき、自身に「ハイテンション」を1スタック付与する。
ハイテンション効果：与ダメージ＋15％、被ダメージ－8％
ハイテンション効果時間：60秒
最大スタック：4
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 死屍綱",,0,0,0,1,0,0,243110,0,3
179,シム・レモン,,シム・レモン,"エーテルバースト威力＋10％
特殊効果：クリティカル発生時、自身に「ブリンク」を1スタック付与する。
ブリンク効果：一部を除くすべての物理攻撃を無効化する。無効化するとスタックを1消費する。
効果時間：120秒
最大スタック：5
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243111,0,3
180,シム・テンションオイル,,シム・テンションオイル,"ヘイスト＋20％
特殊効果：ペットのウェポンスキル実行時に獣心技連携に成功すると、自身に「ハイテンション」を1スタック付与する。
ハイテンション効果：与ダメージ＋15％、被ダメージ－8％
ハイテンション効果時間：60秒
最大スタック：4
[食事可能な魔獣]
呪具綱 ",,0,0,0,1,0,0,243112,0,3
181,シム・ミューカス,,シム・ミューカス,"与ダメージ＋30％
被ダメージ－30％
特殊効果：クリティカル発生時、自身に悪夢を付与する。
効果時間：30秒
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243113,0,3
182,シム・サップ,,シム・サップ,"物理被ダメージ－40％
エーテルバースト威力＋20％
[食事可能な魔獣]
甲鱗綱 ",,0,0,0,1,0,0,243114,0,3
183,シム・ソルト,,シム・ソルト,"回避率＋25％
特殊効果：攻撃を回避したとき、15％の確率で自身に「ストンスキン」を付与する。
ストンスキン効果：最大ＨＰの12％分のダメージを軽減する。
ストンスキン効果時間：60秒
[食事可能な魔獣]
呪具綱 ",,0,0,0,1,0,0,243115,0,3
184,シム・シロップ,,シム・シロップ,"与ダメージ＋30％
物理被ダメージ－30％
特殊効果：ダメージを受けたとき、3％の確率で自身に麻痺を付与する。
効果時間：30秒
[食事可能な魔獣]
百蟲綱 ",,0,0,0,1,0,0,243116,0,3
185,シム・クリームチーズ,,シム・クリームチーズ,"最大ＨＰ＋50％
被ダメージ－20％
特殊効果：ダメージを受けたとき、50％の確率で自身に「ヘイスト」を1スタック付与する。
ヘイスト効果：オートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムを3％短縮する。
ヘイスト効果時間：60秒
最大スタック：5
特殊効果：この餌をペットに与えると、ＨＰを26％回復する。
[食事可能な魔獣]
草木綱 ",,0,0,0,1,0,0,243117,0,3
186,シム・レッドエッグ,,シム・レッドエッグ,"ヘイスト＋15％
与ダメージ＋30％
特殊効果：一定時間ごとにダメージを受ける。
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 水棲綱 甲鱗綱 ",,0,0,0,1,0,0,243118,0,3
187,シム・トースト,,シム・トースト,"魔法被ダメージ－30％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243119,0,3
188,シム・コーンブレッド,,シム・コーンブレッド,"魔法被ダメージ－40％
エーテルバースト威力＋10％
最大ＨＰ＋15％
特殊効果：この餌をペットに与えると、ＨＰを10％回復する。
[食事可能な魔獣]
百蟲綱 ",,0,0,0,1,0,0,243120,0,3
189,シム・マンドレイク,,シム・マンドレイク,"物理与ダメージ＋40％
特殊効果：クリティカル発生時、自身に暗闇を付与する。
効果時間：30秒
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243121,0,3
190,シム・タランチュラ,,シム・タランチュラ,"クリティカル発動率＋25％
特殊効果：クリティカル発生時、自身に「ダメージ上昇」を1スタック付与する。
ダメージ上昇効果：与ダメージを10％上昇させる。
効果時間：60秒
最大スタック：5
[食事可能な魔獣]
呪具綱 ",,0,0,0,1,0,0,243122,0,3
191,シム・ベラドンナ,,シム・ベラドンナ,"被ダメージ－30％
最大ＨＰ＋30％
特殊効果：ダメージを受けたとき、3％の確率で自身に石化を付与する。
効果時間：30秒
特殊効果：この餌をペットに与えると、ＨＰを18％回復する。
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 呪具綱 死屍綱",,0,0,0,1,0,0,243123,0,3
192,シム・ステーキ,,シム・ステーキ,"特殊効果：物理攻撃を受けたときに相手に反撃物理打属性ダメージを与える。反撃ダメージは他のフィードやクルーシブルアイテムによる物理与ダメージアップ、ペットの力の影響を受ける。
反撃ダメージの威力：350
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243124,0,3
193,シム・フィッシュエッグ,,シム・フィッシュエッグ,"エーテルバースト威力＋10％
特殊効果：ペットのウェポンスキル実行時に獣心技連携に成功すると、30％の確率で消費したＴＰの一部が回復する。
[食事可能な魔獣]
百獣綱 百蟲綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243125,0,3
194,シム・ハーブティー,,シム・ハーブティー,"特殊効果：魔獣使いによって呼び出されたときに、自身に「ストンスキン」を付与する。
ストンスキン効果：最大ＨＰの24％分のダメージを軽減する。
ストンスキン効果時間：60秒
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243126,0,3
195,シム・ビーハイブ,,シム・ビーハイブ,"物理被ダメージ－30％
与ダメージ＋10％
特殊効果：ペットのウェポンスキル実行時に獣心技連携に成功すると、30％の確率で消費したＴＰの一部が回復する。[食事可能な魔獣]
呪具綱 ",,0,0,0,1,0,0,243127,0,3
196,シム・オレンジジュース,,シム・オレンジジュース,"魔法与ダメージ＋30％
エーテルバースト威力＋15％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243128,0,3
197,シム・グレープジュース,,シム・グレープジュース,"物理与ダメージ＋30％
エーテルバースト威力＋50％
最大ＨＰ－80％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243129,0,3
198,シム・スキュアー,,シム・スキュアー,"スロウ＋200％
物理与ダメージ＋50％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243130,0,3
199,シム・パインジュース,,シム・パインジュース,"スロウ＋200％
魔法与ダメージ＋50％
[食事可能な魔獣]
百獣綱 百蟲綱 有翼綱 草木綱 水棲綱 甲鱗綱 死屍綱",,0,0,0,1,0,0,243131,0,3
200,シム・オイスター,,シム・オイスター,"特殊効果：戦闘中に魔獣使いによって呼び出されたとき、または戦闘を開始したとき、ペットのＴＰを100増加させる。
[食事可能な魔獣]
有翼綱 ",,0,0,0,1,0,0,243132,0,3
