#,Item,Size,AquariumWater,WeatherRestriction,TimeRestriction,SpecialConditions,IsCollectable
818,28190,0,0,0,0,0,1
819,28191,0,0,0,0,0,1
820,28192,0,0,0,0,0,1
821,28193,0,0,0,0,0,1
822,28925,0,0,2,0,2,0
823,28926,2,1,2,0,2,0
824,28927,0,0,2,0,2,0
825,28928,0,0,2,0,2,0
826,28929,0,0,2,0,2,0
827,28930,0,0,2,0,2,0
828,28937,0,0,0,0,0,0
829,28938,0,0,0,0,0,0
830,29739,0,0,0,0,0,0
831,29722,0,0,1,0,0,0
832,29723,0,0,1,0,0,0
833,28941,0,0,0,0,0,0
834,29728,0,0,1,0,0,0
835,29729,0,0,0,0,0,0
836,29730,0,0,1,0,0,0
837,29736,0,0,1,0,0,0
838,29737,0,0,0,0,0,0
839,29738,0,0,0,0,0,0
840,29719,2,2,1,0,0,0
841,28942,0,0,1,0,0,0
842,28939,0,0,0,0,0,0
843,29724,0,0,1,0,0,0
844,28940,2,2,1,0,0,0
845,29725,0,0,0,0,0,0
846,29731,0,0,0,0,0,0
847,29735,0,0,0,0,0,0
848,29733,0,0,1,0,0,0
849,29718,0,0,1,0,0,0
850,29740,0,0,1,0,0,0
851,29741,0,0,0,0,0,0
852,29734,0,0,0,0,0,0
853,29721,0,0,0,0,0,0
854,29726,0,0,0,0,0,0
855,29727,0,0,0,0,0,0
856,29742,0,0,0,0,0,0
857,29732,0,0,0,0,0,0
858,29720,0,0,0,0,0,0
859,29743,0,0,0,0,0,0
860,29744,0,0,2,0,2,0
861,29745,0,0,2,0,2,0
862,29746,0,0,2,0,2,0
863,29747,0,0,2,0,2,0
864,29766,0,0,2,0,2,0
865,29749,0,0,2,0,2,0
866,29750,0,0,2,0,2,0
867,29751,0,0,2,0,2,0
868,29752,0,0,2,0,2,0
869,29753,0,0,2,0,2,0
870,29754,0,0,2,0,2,0
871,29755,2,2,2,0,2,0
872,29756,0,0,2,0,2,0
873,29757,0,0,2,0,2,0
874,29758,0,0,2,0,2,0
875,29759,0,0,2,0,2,0
876,29779,0,0,2,0,2,0
877,29761,0,0,2,0,2,0
878,29760,0,0,2,0,2,0
879,29763,0,0,2,0,2,0
880,29764,0,0,2,0,2,0
881,29765,0,0,2,0,2,0
882,29775,0,0,2,0,2,0
883,29767,0,0,2,0,2,0
884,29768,0,0,2,0,2,0
885,29769,0,0,2,0,2,0
886,29770,0,0,2,0,2,0
887,29771,0,0,2,0,2,0
888,29772,0,0,2,0,2,0
889,29780,0,0,2,0,2,0
890,29774,0,0,2,0,2,0
891,29748,0,0,2,0,2,0
892,29776,0,0,2,0,2,0
893,29777,0,0,2,0,2,0
894,29778,0,0,2,0,2,0
895,29773,0,0,2,0,2,0
896,29762,0,0,2,0,2,0
897,29781,0,0,2,0,2,0
898,29782,4,2,2,0,2,0
899,29783,0,0,2,0,2,0
900,29784,4,2,2,0,2,0
901,29785,2,2,2,0,2,0
902,29786,0,0,2,0,2,0
903,29787,3,2,2,0,2,0
904,29788,4,2,2,0,2,0
905,29789,4,2,2,0,2,0
906,29790,4,2,2,0,2,0
907,29791,0,0,2,0,2,0
908,29673,0,0,0,0,0,0
909,29678,0,0,0,0,0,0
910,30487,0,0,0,0,0,0
911,30593,0,0,0,0,0,1
912,30432,0,0,2,0,2,0
913,30433,0,0,2,0,2,0
914,30434,3,1,2,0,2,0
915,30435,0,0,2,0,2,0
916,30436,0,0,2,0,2,0
917,30437,0,0,2,0,2,0
918,30438,0,0,2,0,2,0
919,30439,0,0,2,0,2,0
920,30488,0,0,0,0,0,1
921,30489,0,0,0,0,0,1
922,30490,0,0,0,0,0,1
923,30491,0,0,0,0,0,1
924,30492,0,0,0,0,0,1
925,31129,0,0,0,0,1,0
926,31134,0,0,0,0,1,0
927,32049,1,1,2,0,2,0
928,32050,0,0,2,0,2,0
929,32051,0,0,2,0,2,0
930,32052,1,1,2,0,2,0
931,32053,0,0,2,0,2,0
932,32054,0,0,2,0,2,0
933,32055,0,0,0,0,0,0
934,32056,0,0,1,0,0,0
935,32057,0,0,0,0,0,0
936,32075,0,0,0,0,0,0
937,32076,0,0,1,0,0,0
938,32077,0,0,0,0,0,0
939,32095,0,0,0,0,0,0
940,32096,0,0,0,0,0,0
941,32097,0,0,1,0,0,0
942,32058,0,0,0,0,0,0
943,32059,0,0,1,0,0,0
944,32060,0,0,1,0,0,0
945,32078,0,0,1,0,0,0
946,32079,0,0,0,0,0,0
947,32080,0,0,1,0,0,0
948,32098,0,0,0,0,0,0
949,32099,0,0,1,0,0,0
950,32100,2,2,1,0,0,0
951,32061,0,0,0,0,0,0
952,32062,0,0,0,0,0,0
953,32081,0,0,0,0,0,0
954,32082,0,0,0,0,0,0
955,32101,0,0,0,0,0,0
956,32102,0,0,0,0,0,0
957,32064,0,0,2,0,2,0
958,32084,0,0,2,0,2,0
959,32104,0,0,2,0,2,0
960,32065,0,0,2,0,2,0
961,32066,0,0,2,0,2,0
962,32067,0,0,2,0,2,0
963,32068,0,0,2,0,2,0
964,32069,0,0,2,0,2,0
965,32070,0,0,2,0,2,0
966,32071,0,0,2,0,2,0
967,32072,0,0,2,0,2,0
968,32073,0,0,2,0,2,0
969,32085,0,0,2,0,2,0
970,32086,0,0,2,0,2,0
971,32087,0,0,2,0,2,0
972,32088,0,0,2,0,2,0
973,32089,0,0,2,0,2,0
974,32090,0,0,2,0,2,0
975,32091,0,0,2,0,2,0
976,32092,0,0,2,0,2,0
977,32093,0,0,2,0,2,0
978,32105,0,0,2,0,2,0
979,32106,0,0,2,0,2,0
980,32107,0,0,2,0,2,0
981,32108,0,0,2,0,2,0
982,32109,0,0,2,0,2,0
983,32110,0,0,2,0,2,0
984,32111,0,0,2,0,2,0
985,32112,0,0,2,0,2,0
986,32113,0,0,2,0,2,0
987,32063,1,2,2,0,2,0
988,32083,0,0,2,0,2,0
989,32103,0,0,2,0,2,0
990,32074,0,0,2,0,2,0
991,32094,0,0,2,0,2,0
992,32114,0,0,2,0,2,0
993,31771,0,0,0,0,1,1
994,31770,0,0,0,0,1,1
995,33316,0,0,2,0,2,0
996,33317,0,0,2,0,2,0
997,33318,0,0,2,0,2,0
998,33319,0,0,2,0,2,0
999,33320,0,0,2,0,2,0
1000,33321,0,0,2,0,2,0
1001,33322,0,0,2,0,2,0
1002,33323,0,0,2,0,2,0
1003,33324,0,0,2,0,2,0
1004,33325,0,0,2,0,2,0
1005,33326,0,0,2,0,2,0
1006,33219,0,0,0,0,0,1
1007,33220,0,0,0,0,0,1
1008,33221,0,0,0,0,0,1
1009,33222,0,0,0,0,0,1
1010,33223,0,0,0,0,0,1
1011,33239,0,0,2,0,2,0
1012,33240,2,2,2,0,2,0
1013,33241,0,0,2,0,2,0
1014,33242,0,0,2,0,2,0
1015,33243,0,0,2,0,2,0
1016,33244,4,2,2,0,2,0
1017,36385,0,0,0,0,1,0
1018,36386,0,0,0,0,0,0
1019,36387,1,2,0,0,0,0
1020,36388,2,2,0,0,0,0
1021,36389,0,0,0,0,0,0
1022,36390,0,0,0,0,0,0
1023,36392,2,1,0,0,0,0
1024,36393,0,0,0,0,0,0
1025,36394,0,0,0,0,0,0
1026,36395,0,0,0,0,0,0
1027,36396,0,0,0,0,0,0
1028,36397,0,0,0,0,0,0
1029,36398,2,1,0,0,0,0
1030,36399,0,0,0,0,0,1
1031,36400,2,1,0,0,0,0
1032,35604,0,0,0,0,0,1
1033,36402,0,0,0,0,0,0
1034,36403,0,0,0,0,0,0
1035,36404,0,0,0,0,0,0
1036,36405,2,1,0,0,0,0
1037,36407,2,1,0,0,0,0
1038,36408,0,0,0,0,0,1
1039,36409,0,0,0,0,0,0
1040,36410,1,1,0,0,0,0
1041,36411,0,0,0,0,0,0
1042,36412,0,0,0,0,0,0
1043,36414,0,0,1,1,0,1
1044,36415,0,0,0,0,0,0
1045,36417,0,0,0,0,0,1
1046,36418,2,1,0,0,0,0
1047,36419,0,0,0,0,0,0
1048,36420,0,0,0,0,0,0
1049,36421,0,0,0,0,0,0
1050,36422,0,0,0,0,0,0
1051,36423,0,0,0,0,0,1
1052,36425,2,2,0,0,0,0
1053,36426,2,2,0,0,0,0
1054,36427,0,0,0,0,0,0
1055,35605,0,0,0,0,0,1
1056,36430,0,0,0,0,0,0
1057,36431,0,0,0,0,0,0
1058,36432,0,0,0,0,0,0
1059,36434,2,1,0,0,0,0
1060,36435,0,0,0,0,0,0
1061,36436,1,1,0,0,0,0
1062,36438,0,0,0,0,0,0
1063,36439,0,0,0,0,0,0
1064,36440,0,0,1,1,0,1
1065,36441,2,1,0,0,0,1
1066,36442,0,0,0,0,0,0
1067,36443,2,1,0,0,0,0
1068,36444,1,1,0,0,0,0
1069,36446,0,0,0,0,0,1
1070,36447,1,1,0,0,0,0
1071,36448,2,1,0,0,0,0
1072,36449,0,0,0,0,0,0
1073,36450,1,2,0,0,0,0
1074,36451,0,0,0,0,0,0
1075,36452,0,0,0,0,0,0
1076,36453,3,2,0,0,0,0
1077,36454,4,2,1,0,0,1
1078,35606,0,0,0,0,0,1
1079,36456,0,0,0,0,0,0
1080,36457,0,0,0,0,0,0
1081,36458,0,0,0,0,0,0
1082,36459,0,0,0,0,0,0
1083,36460,1,1,0,0,0,0
1084,36461,2,1,0,0,0,0
1085,36462,0,0,0,0,0,0
1086,36463,0,0,0,0,0,0
1087,36465,0,0,0,0,0,0
1088,36466,0,0,0,0,0,0
1089,36467,0,0,0,0,0,0
1090,36468,0,0,0,0,0,0
1091,36470,0,0,0,0,0,0
1092,36471,0,0,0,0,0,0
1093,36472,0,0,1,0,0,1
1094,36473,0,0,0,0,0,1
1095,36475,0,0,0,0,0,0
1096,36476,0,0,0,0,0,0
1097,36477,0,0,0,0,0,0
1098,36478,0,0,0,0,0,0
1099,36479,0,0,0,0,0,0
1100,36480,0,0,1,0,0,1
1101,36481,1,1,0,0,0,0
1102,36484,0,0,0,0,0,0
1103,36485,3,1,0,0,0,0
1104,35607,0,0,0,0,0,1
1105,36487,0,0,0,0,0,0
1106,36488,0,0,0,0,0,0
1107,36489,0,0,0,0,0,0
1108,36491,0,0,0,0,0,0
1109,36492,0,0,0,0,0,0
1110,36494,0,0,0,0,0,1
1111,36495,0,0,0,0,0,0
1112,36496,0,0,0,0,0,0
1113,36497,0,0,0,0,0,1
1114,36499,2,1,0,0,0,0
1115,36501,0,0,0,0,0,0
1116,36502,0,0,0,0,0,0
1117,36503,0,0,0,0,0,0
1118,36505,0,0,0,0,0,0
1119,36506,0,0,0,0,0,0
1120,36507,0,0,0,0,0,0
1121,36508,0,0,0,0,0,0
1122,36509,0,0,0,0,0,0
1123,36510,0,0,0,0,0,0
1124,36511,0,0,0,0,0,0
1125,36512,0,0,0,0,0,0
1126,36513,0,0,0,0,0,0
1127,36514,0,0,0,0,0,0
1128,36515,0,0,0,0,0,1
1129,36516,0,0,0,0,0,0
1130,36517,0,0,0,0,0,0
1131,36518,0,0,0,0,0,0
1132,36519,0,0,0,0,0,0
1133,36520,0,0,0,0,0,0
1134,36521,0,0,0,1,0,1
1135,36679,2,2,2,0,2,0
1136,36680,0,0,2,0,2,0
1137,36681,0,0,2,0,2,0
1138,36682,0,0,2,0,2,0
1139,36683,0,0,2,0,2,0
1140,36684,0,0,2,0,2,0
1141,36685,0,0,2,0,2,0
1142,36686,0,0,0,0,0,0
1143,36660,0,0,0,0,0,1
1144,36662,0,0,0,0,0,1
1145,36663,0,0,0,0,0,1
1146,37845,3,1,2,0,2,0
1147,37846,0,0,2,0,2,0
1148,37847,0,0,2,0,2,0
1149,37848,0,0,2,0,2,0
1150,37849,0,0,2,0,2,0
1151,37850,0,0,2,0,2,0
1152,37851,0,0,2,0,2,0
1153,37852,0,0,2,0,2,0
1154,37853,0,0,2,0,2,0
1155,37697,0,0,0,1,1,1
1156,38830,1,1,2,0,2,0
1157,38831,0,0,2,0,2,0
1158,38832,2,2,2,0,2,0
1159,38833,0,0,2,0,2,0
1160,38834,0,0,2,0,2,0
1161,38835,0,0,2,0,2,0
1162,38836,0,0,2,0,2,0
1163,38810,0,0,0,0,0,1
1164,38812,0,0,0,0,0,1
1165,38814,0,0,0,0,0,1
1166,38935,0,0,0,0,0,0
1167,39240,0,0,0,1,1,1
1168,38792,0,0,0,0,1,1
1169,38793,0,0,0,0,1,1
1170,38798,0,0,0,0,1,1
1171,38799,0,0,0,0,1,1
1172,39879,0,0,2,0,2,0
1173,39880,0,0,2,0,2,0
1174,39881,0,0,2,0,2,0
1175,39882,0,0,2,0,2,0
1176,39883,0,0,2,0,2,0
1177,40524,0,0,1,0,0,0
1178,40522,0,0,0,0,0,0
1179,40523,0,0,0,0,0,0
1180,40541,0,0,1,0,0,0
1181,40542,0,0,0,0,0,0
1182,40543,0,0,0,0,0,0
1183,40561,0,0,0,0,0,0
1184,40562,0,0,0,0,0,0
1185,40563,0,0,1,0,0,0
1186,40581,0,0,0,0,0,0
1187,40582,0,0,1,0,0,0
1188,40583,0,0,0,0,0,0
1189,40521,0,0,0,0,0,0
1190,40525,2,2,1,0,0,0
1191,40526,0,0,1,0,0,0
1192,40544,0,0,0,0,0,0
1193,40545,0,0,1,0,0,0
1194,40546,0,0,1,0,0,0
1195,40564,0,0,1,0,0,0
1196,40567,0,0,0,0,0,0
1197,40566,0,0,1,0,0,0
1198,40584,0,0,1,0,0,0
1199,40585,0,0,1,0,0,0
1200,40586,0,0,0,0,0,0
1201,40527,0,0,0,0,0,0
1202,40528,0,0,0,0,0,0
1203,40547,0,0,0,0,0,0
1204,40548,0,0,0,0,0,0
1205,40565,0,0,0,0,0,0
1206,40568,0,0,0,0,0,0
1207,40587,0,0,0,0,0,0
1208,40588,0,0,0,0,0,0
1209,40530,0,0,2,0,2,0
1210,40550,0,0,2,0,2,0
1211,40570,2,2,2,0,2,0
1212,40590,0,0,2,0,2,0
1213,40531,0,0,2,0,2,0
1214,40532,0,0,2,0,2,0
1215,40533,0,0,2,0,2,0
1216,40534,0,0,2,0,2,0
1217,40535,0,0,2,0,2,0
1218,40536,0,0,2,0,2,0
1219,40537,0,0,2,0,2,0
1220,40538,0,0,2,0,2,0
1221,40539,0,0,2,0,2,0
1222,40551,0,0,2,0,2,0
1223,40552,0,0,2,0,2,0
1224,40553,0,0,2,0,2,0
1225,40554,0,0,2,0,2,0
1226,40555,0,0,2,0,2,0
1227,40556,0,0,2,0,2,0
1228,40557,0,0,2,0,2,0
1229,40558,0,0,2,0,2,0
1230,40559,0,0,2,0,2,0
1231,40571,0,0,2,0,2,0
1232,40572,0,0,2,0,2,0
1233,40573,0,0,2,0,2,0
1234,40574,0,0,2,0,2,0
1235,40575,0,0,2,0,2,0
1236,40576,0,0,2,0,2,0
1237,40577,0,0,2,0,2,0
1238,40578,0,0,2,0,2,0
1239,40579,0,0,2,0,2,0
1240,40591,0,0,2,0,2,0
1241,40592,0,0,2,0,2,0
1242,40593,0,0,2,0,2,0
1243,40594,0,0,2,0,2,0
1244,40595,0,0,2,0,2,0
1245,40596,0,0,2,0,2,0
1246,40597,0,0,2,0,2,0
1247,40598,0,0,2,0,2,0
1248,40599,0,0,2,0,2,0
1249,40529,0,0,2,0,2,0
1250,40549,1,2,2,0,2,0
1251,40569,0,0,2,0,2,0
1252,40589,3,1,2,0,2,0
1253,40540,4,2,2,0,2,0
1254,40560,0,0,2,0,2,0
1255,40580,0,0,2,0,2,0
1256,40600,0,0,2,0,2,0
1257,39912,0,0,0,1,1,1
1258,39809,0,0,0,0,1,1
1259,39810,0,0,0,0,1,1
1260,39815,0,0,0,0,1,1
1261,39816,0,0,0,0,1,1
1262,41401,0,0,2,0,2,0
1263,41402,0,0,2,0,2,0
1264,41403,0,0,2,0,2,0
1265,41404,0,0,2,0,2,0
1266,41405,0,0,2,0,2,0
1267,41406,0,0,2,0,2,0
1268,41058,0,0,0,0,0,1
1269,41059,0,0,0,0,0,1
1270,41061,0,0,0,0,0,1
1271,41419,0,0,0,1,1,1
1272,41298,0,0,0,0,1,1
1273,41299,0,0,0,0,1,1
1274,41302,0,0,0,0,1,0
1275,41300,0,0,0,0,1,1
1276,41301,0,0,0,0,1,1
1277,41407,0,0,2,0,2,0
1278,41408,4,2,2,0,2,0
1279,41409,0,0,2,0,2,0
1280,41410,1,1,2,0,2,0
1281,41411,0,0,2,0,2,0
1282,41412,0,0,2,0,2,0
1283,43664,0,0,0,0,0,0
1284,43665,0,0,0,0,0,0
1285,43666,1,1,0,0,0,0
1286,43667,1,2,0,0,0,0
1287,43668,0,0,0,0,0,0
1288,43669,1,2,0,0,0,0
1289,43670,0,0,0,0,0,0
1290,43671,0,0,0,0,0,0
1291,43672,2,2,0,0,0,0
1292,43673,0,0,0,0,0,0
1293,43674,0,0,0,0,0,0
1294,0,0,0,0,0,0,0
1295,43675,0,0,0,0,0,0
1296,43676,0,0,0,0,0,0
1297,43677,0,0,0,0,0,0
1298,43678,0,0,0,0,0,0
1299,43679,0,0,0,0,0,0
1300,43680,0,0,0,0,0,0
1301,43681,0,0,0,0,0,0
1302,43682,0,0,0,0,0,1
1303,43683,0,0,0,0,0,0
1304,43684,1,1,0,0,0,0
1305,43685,0,0,0,1,1,1
1306,43686,0,0,0,0,0,0
1307,43687,0,0,0,0,0,0
1308,43688,0,0,0,0,0,0
1309,0,0,0,0,0,0,0
1310,43689,0,0,0,0,0,0
1311,43690,0,0,0,0,0,0
1312,43691,0,0,0,0,0,0
1313,43692,0,0,0,0,0,0
1314,43693,0,0,0,0,0,0
1315,43694,0,0,0,0,0,1
1316,0,0,0,0,0,0,0
1317,43695,0,0,0,0,0,0
1318,43696,0,0,0,0,0,0
1319,43697,0,0,0,0,0,0
1320,43698,1,1,0,0,0,0
1321,43699,0,0,0,0,0,0
1322,43700,0,0,0,0,0,0
1323,43701,2,1,0,0,0,0
1324,43702,0,0,0,0,0,0
1325,43703,0,0,0,0,0,0
1326,43704,1,1,0,0,0,0
1327,43705,0,0,0,0,0,0
1328,43706,0,0,0,0,0,0
1329,43707,2,1,0,0,0,0
1330,43708,0,0,0,0,0,0
1331,43709,0,0,0,0,0,0
1332,43710,2,1,0,0,0,0
1333,43711,3,1,0,0,0,0
1334,43712,0,0,0,0,0,0
1335,43713,2,1,0,1,0,1
1336,43714,0,0,0,0,0,1
1337,43715,0,0,0,0,0,0
1338,43716,0,0,0,0,0,0
1339,43717,0,0,0,0,0,0
1340,43718,0,0,0,0,0,0
1341,43719,0,0,0,0,0,0
1342,43720,0,0,0,0,0,0
1343,43721,0,0,0,0,0,0
1344,43722,0,0,0,0,0,1
1345,43723,0,0,0,0,0,0
1346,43724,1,1,0,0,0,0
1347,43725,0,0,0,0,0,0
1348,43726,0,0,0,0,0,0
1349,43727,0,0,0,0,0,0
1350,43728,0,0,0,0,0,0
1351,43729,0,0,0,0,0,0
1352,43730,0,0,0,0,0,0
1353,43731,0,0,0,1,0,1
1354,43732,0,0,0,0,0,0
1355,43733,0,0,0,0,0,0
1356,43734,2,1,0,0,0,0
1357,43735,0,0,0,0,0,0
1358,43736,0,0,0,0,0,0
1359,43737,0,0,0,0,0,1
1360,43738,1,1,0,0,0,0
1361,43739,2,1,0,0,0,0
1362,43740,0,0,0,0,0,0
1363,43741,1,1,0,0,0,1
1364,43742,0,0,0,0,0,0
1365,43743,0,0,0,0,0,0
1366,43744,0,0,0,0,0,0
1367,43745,0,0,0,0,0,0
1368,43746,1,2,0,0,0,0
1369,43747,0,0,0,0,0,0
1370,43748,0,0,0,0,0,0
1371,43749,0,0,0,1,0,1
1372,43750,0,0,0,0,0,0
1373,43751,0,0,0,0,0,0
1374,43752,0,0,0,0,0,0
1375,43753,0,0,0,0,0,0
1376,43754,2,1,0,0,0,0
1377,43755,0,0,0,0,0,1
1378,43756,0,0,0,0,0,0
1379,43757,0,0,0,0,0,0
1380,43758,0,0,0,0,0,0
1381,43759,0,0,0,0,0,0
1382,43760,0,0,0,0,0,0
1383,43761,0,0,0,0,1,1
1384,43762,0,0,0,0,1,1
1385,43763,0,0,0,0,0,0
1386,43764,0,0,0,0,0,0
1387,0,0,0,0,0,0,0
1388,43765,0,0,0,0,0,0
1389,43766,1,1,0,0,0,0
1390,43767,0,0,0,0,0,0
1391,43768,0,0,0,0,0,0
1392,43769,0,0,0,0,0,0
1393,43770,0,0,0,0,0,0
1394,43771,0,0,0,0,0,0
1395,43772,1,1,0,0,0,0
1396,43773,0,0,0,0,0,0
1397,43774,0,0,0,0,0,0
1398,43775,0,0,0,0,1,1
1399,43776,0,0,0,0,0,0
1400,43777,1,1,0,0,0,0
1401,43778,0,0,0,0,0,0
1402,43779,0,0,0,0,0,0
1403,43780,0,0,0,0,0,0
1404,43781,0,0,0,0,0,0
1405,43782,2,1,0,0,0,0
1406,43783,0,0,0,0,0,0
1407,43784,0,0,0,0,1,1
1408,43785,3,1,0,0,0,0
1409,43786,0,0,0,0,0,0
1410,43787,0,0,0,0,0,0
1411,43788,0,0,0,0,0,0
1412,43789,1,2,0,0,0,0
1413,43790,2,2,0,0,0,0
1414,43791,0,0,0,0,0,0
1415,43792,4,2,0,0,0,1
1416,43793,0,0,0,0,1,0
1417,43794,2,2,0,0,0,0
1418,43795,4,2,1,0,1,1
1419,43796,0,0,0,0,0,0
1420,43797,0,0,0,0,0,0
1421,43798,0,0,0,0,0,0
1422,43799,0,0,0,0,0,0
1423,44339,0,0,2,0,2,0
1424,44340,0,0,2,0,2,0
1425,44341,0,0,2,0,2,0
1426,44343,0,0,2,0,2,0
1427,44342,2,2,2,0,2,0
1428,44345,2,1,2,0,2,0
1429,44346,0,0,2,0,2,0
1430,44344,2,1,2,0,2,0
1431,44347,0,0,0,0,0,0
1432,44334,0,0,0,0,0,1
1433,44335,0,0,0,0,0,1
1434,44336,0,0,0,0,0,1
1435,44337,0,0,0,0,0,1
1436,44338,0,0,0,0,0,1
1437,47988,3,2,2,0,2,0
1438,47989,0,0,2,0,2,0
1439,47990,0,0,2,0,2,0
1440,47991,0,0,2,0,2,0
1441,47992,0,0,2,0,2,0
1442,47993,4,1,2,0,2,0
1443,47994,0,0,2,0,2,0
1444,47995,0,0,2,0,2,0
1445,46188,0,0,0,0,0,0
1446,46249,0,0,0,0,0,1
1447,46779,0,0,0,0,0,0
1448,46189,0,0,2,0,2,0
1449,46190,2,1,2,0,2,0
1450,46191,4,1,2,0,2,0
1451,46192,0,0,2,0,2,0
1452,46193,0,0,2,0,2,0
1453,46194,0,0,2,0,2,0
1454,46195,0,0,2,0,2,0
1455,46196,0,0,2,0,2,0
1456,49794,0,0,2,0,2,0
1457,49795,0,0,2,0,2,0
1458,49796,0,0,2,0,2,0
1459,49797,0,0,2,0,2,0
1460,49798,0,0,2,0,2,0
1461,49799,0,0,2,0,2,0
1462,49800,0,0,2,0,2,0
1463,49801,0,0,2,0,2,0
1464,0,0,0,0,0,0,0
15000,6688,0,0,0,0,1,0
15001,6689,0,0,0,0,1,0
15002,6690,0,0,0,0,1,0
15003,6691,0,0,0,0,1,0
15004,6692,0,0,0,0,1,0
15005,2001398,0,0,0,0,0,0
15006,2001410,0,0,0,0,0,0
15007,2001422,0,0,0,0,0,0
15008,12241,0,0,0,0,1,0
15009,12242,0,0,0,0,1,0
15010,12243,0,0,0,0,1,0
15011,2001889,0,0,0,0,0,0
15012,13733,0,0,0,0,0,0
15013,13734,0,0,0,0,1,0
15014,13631,0,0,0,0,0,0
15015,13736,0,0,0,0,0,0
15016,13737,0,0,0,0,0,0
15017,13738,0,0,0,0,0,0
15018,13739,0,0,0,0,0,0
15019,13740,0,0,0,0,0,0
15020,17594,0,0,0,0,0,0
15021,17949,0,0,0,0,0,0
15022,17950,0,0,0,0,0,0
15023,17952,0,0,0,0,0,0
15024,17835,0,0,0,0,1,0
15025,17836,0,0,0,0,1,0
15026,2002390,0,0,0,0,0,0
15027,26750,0,0,0,0,0,0
15028,26751,0,0,0,0,0,0
15029,22668,0,0,0,0,0,0
15030,22669,0,0,0,0,0,0
15031,22670,0,0,0,0,0,0
15032,22671,0,0,0,0,0,0
15033,22672,0,0,0,0,0,0
15034,22673,0,0,0,0,0,0
15035,22674,0,0,0,0,0,0
15036,22675,0,0,0,0,0,0
15037,22676,0,0,0,0,0,0
15038,22677,0,0,0,0,0,0
15039,22678,0,0,0,0,0,0
15040,22679,0,0,0,0,0,0
15041,22680,0,0,0,0,0,0
15042,22681,0,0,0,0,0,0
15043,22682,0,0,0,0,0,0
15044,22683,0,0,0,0,0,0
15045,22684,0,0,0,0,0,0
15046,22685,0,0,0,0,0,0
15047,22686,0,0,0,0,0,0
15048,22687,0,0,0,0,0,0
15049,22688,0,0,0,0,0,0
15050,22689,0,0,0,0,0,0
15051,22690,0,0,0,0,0,0
15052,22691,0,0,0,0,0,0
15053,22692,0,0,0,0,0,0
15054,22693,0,0,0,0,0,0
15055,23171,0,0,0,0,0,0
15056,26744,0,0,0,0,1,0
15057,26745,0,0,0,0,1,0
15058,2002869,0,0,0,0,0,0
15059,29564,0,0,0,0,0,0
15060,29565,0,0,0,0,0,0
15061,29566,0,0,0,0,0,0
15062,29567,0,0,0,0,0,0
15063,29568,0,0,0,0,0,0
15064,29569,0,0,0,0,0,0
15065,29570,0,0,0,0,0,0
15066,29571,0,0,0,0,0,0
15067,29572,0,0,0,0,0,0
15068,29575,0,0,0,0,0,0
15069,29576,0,0,0,0,0,0
15070,29577,0,0,0,0,0,0
15071,29580,0,0,0,0,0,0
15072,29582,0,0,0,0,0,0
15073,29583,0,0,0,0,0,0
15074,29584,0,0,0,0,0,0
15075,29585,0,0,0,0,0,0
15076,29586,0,0,0,0,0,0
15077,29587,0,0,0,0,0,0
15078,29588,0,0,0,0,0,0
15079,0,0,0,0,0,0,0
15080,0,0,0,0,0,0,0
15081,29994,0,0,0,0,0,0
15082,29995,0,0,0,0,0,0
15083,29996,0,0,0,0,0,0
15084,29997,0,0,0,0,0,0
15085,29998,0,0,0,0,1,0
15086,29999,0,0,0,0,1,0
15087,30000,0,0,0,0,1,0
15088,30001,0,0,0,0,1,0
15089,30002,0,0,0,0,1,0
15090,30003,0,0,0,0,1,0
15091,30004,0,0,0,0,1,0
15092,30005,0,0,0,0,1,0
15093,30006,0,0,0,0,1,0
15094,30007,0,0,0,0,1,0
15095,30008,0,0,0,0,1,0
15096,30009,0,0,0,0,1,0
15097,30010,0,0,1,0,1,0
15098,30011,0,0,1,0,1,0
15099,30012,0,0,1,0,1,0
15100,30013,0,0,1,0,1,0
15101,31578,0,0,0,0,0,0
15102,31579,0,0,0,0,0,0
15103,31580,0,0,0,0,0,0
15104,31581,0,0,0,0,0,0
15105,31582,0,0,0,0,1,0
15106,31583,0,0,0,0,1,0
15107,31584,0,0,0,0,1,0
15108,31585,0,0,0,0,1,0
15109,31586,0,0,0,0,1,0
15110,31587,0,0,0,0,1,0
15111,31588,0,0,0,0,1,0
15112,31589,0,0,0,0,1,0
15113,31590,0,0,0,0,1,0
15114,31591,0,0,0,0,1,0
15115,31592,0,0,0,0,1,0
15116,31593,0,0,0,0,1,0
15117,31594,0,0,0,0,1,0
15118,31595,0,0,0,0,1,0
15119,31596,0,0,0,0,1,0
15120,31597,0,0,0,0,1,0
15121,31598,0,0,0,0,1,0
15122,31599,0,0,0,0,1,0
15123,31600,0,0,1,0,1,0
15124,31601,0,0,1,0,1,0
15125,31602,0,0,1,0,1,0
15126,31603,0,0,1,0,1,0
15127,32882,0,0,0,0,0,0
15128,32883,0,0,0,0,0,0
15129,32884,0,0,0,0,0,0
15130,32885,0,0,0,0,0,0
15131,32886,0,0,0,0,1,0
15132,32887,0,0,0,0,1,0
15133,32888,0,0,0,0,1,0
15134,32889,0,0,0,0,1,0
15135,32890,0,0,0,0,1,0
15136,32891,0,0,0,0,1,0
15137,32892,0,0,0,0,1,0
