#,Script[0].ScriptInstruction,Script[0].ScriptArg,Script[1].ScriptInstruction,Script[1].ScriptArg,Script[2].ScriptInstruction,Script[2].ScriptArg,Script[3].ScriptInstruction,Script[3].ScriptArg,Script[4].ScriptInstruction,Script[4].ScriptArg,Script[5].ScriptInstruction,Script[5].ScriptArg,Script[6].ScriptInstruction,Script[6].ScriptArg,Script[7].ScriptInstruction,Script[7].ScriptArg,Script[8].ScriptInstruction,Script[8].ScriptArg,Script[9].ScriptInstruction,Script[9].ScriptArg,Script[10].ScriptInstruction,Script[10].ScriptArg,Script[11].ScriptInstruction,Script[11].ScriptArg,Script[12].ScriptInstruction,Script[12].ScriptArg,Script[13].ScriptInstruction,Script[13].ScriptArg,Script[14].ScriptInstruction,Script[14].ScriptArg,Script[15].ScriptInstruction,Script[15].ScriptArg,Script[16].ScriptInstruction,Script[16].ScriptArg,Script[17].ScriptInstruction,Script[17].ScriptArg,Script[18].ScriptInstruction,Script[18].ScriptArg,Script[19].ScriptInstruction,Script[19].ScriptArg,Script[20].ScriptInstruction,Script[20].ScriptArg,Script[21].ScriptInstruction,Script[21].ScriptArg,Script[22].ScriptInstruction,Script[22].ScriptArg,Script[23].ScriptInstruction,Script[23].ScriptArg,Script[24].ScriptInstruction,Script[24].ScriptArg,Script[25].ScriptInstruction,Script[25].ScriptArg,Script[26].ScriptInstruction,Script[26].ScriptArg,Script[27].ScriptInstruction,Script[27].ScriptArg,Script[28].ScriptInstruction,Script[28].ScriptArg,Script[29].ScriptInstruction,Script[29].ScriptArg,MainOption,SubOption,Name,IconActor,IconMap,SpecialLinks,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12
721178,QUEST_ID_01,67776,QUEST_ID_02,67783,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegRoc2Convictory_00282,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721179,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegDra2Tailfeather_00283,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721180,QUEST_01,67791,QUEST_02,67795,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegDra2LothAstVath_00284,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721181,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegDra2AnyxTrine_00285,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721182,QUEST_01,67205,QUEST_02,67626,QUEST_03,67628,QUEST_04,67630,EVENT_BOW,957,QUEST_05,67785,QUEST_06,67786,QUEST_07,67787,QUEST_08,67788,QUEST_09,67789,QUEST_10,67871,QUEST_11,67872,QUEST_12,67873,QUEST_13,67874,QUEST_14,67875,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegDra2BigwestShortstop_00286,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721183,QST_JOBDRK650,68453,QST_JOBDRK680,68454,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegDra2Moghome_00287,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721184,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegDra2Asah_00288,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721185,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegDra2Idyllshire_00289,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721186,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegDra2MatoyasCave_00290,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721187,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegAbr2CampCloudtop_00291,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721188,QUEST_01,67180,QUEST_02,67705,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegAbr2OkZundu_00292,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721189,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegAbr2Helix_00293,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721190,QST_JOBAST300,67548,QST_JOBAST502,67556,QST_JOBAST600,67561,QST_JOBAST601,67945,QST_JOBAST700,67949,QST_LUCKBC013,68758,QST_AKTKMG115,70000,QST_SUBGTN203,70926,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,JobDefAst_00294,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721191,MENU_TITLE,373,SHOP0,1769574,SHOP1,1769575,SHOP2,1769576,SHOP3,1769593,SHOP4,1769594,SHOP5,1769595,SHOP6,1769596,SHOP7,1769597,SHOP8,1769598,SHOP9,1769599,SHOP10,1769600,SHOP11,1769601,SHOP12,1769602,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,「新生古典装備」の修繕（ILv200→210）,,RegDra2TomestoneEsotericsTrade_00295,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721192,QUEST0,67232,QUEST1,67241,QUEST2,67248,QUEST3,68441,QUEST4,68445,QUEST5,68756,QST_AKTKMG115,70000,QST_SUBGTN402,70935,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,JobDefMch_00296,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721193,PERMISSION_GROUP_POSE,178,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnDefGroupPose_00297,0,0,0,0,0,True,True,True,True,False,False,False,False,False,True,True
721194,MENU_TITLE,373,SHOP0,1769572,SHOP1,1769592,SHOP2,1769573,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,「ドマ様式装備」の改良（ILv170→180）,,RegDra2TomestoneWarTrade_00298,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721195,QST_HEAVNY202,67651,QST_HEAVNY203,67652,QST_HEAVNY211,67766,QST_HEAVNY221,67824,QST_HEAVNY231,67868,QST_HEAVNY241,67930,QST_STMBDG102,68721,QST_LUCKMG110,69218,QST_LUCKMI112,69318,LOC_ACTOR_01,1018386,ACTION_TIMELINE_EMOTE_THINK_UPPER,766,ACTION_TIMELINE_EVENT_HEAD_EQUIP_OFF,4303,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegLakUnukalhai_00299,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721196,QUEST0,67590,QUEST1,67595,QUEST2,67600,QUEST3,68454,QUEST4,68455,QUEST_LUCKBC012,68757,QST_AKTKMG115,70000,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,JobDefDrk_00300,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721197,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
721198,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,話を聞く,,RegDra2TomestoneWeaponTradeExplain_00302,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721199,PREQUEST,67133,COMPASS_REWARD,282,COMPASS_ITEM,2001886,LOGMSG_GET,2031,ENPC_ID_01,1011192,ENPC_ID_02,1019448,ENPC_ID_03,1027267,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,「風脈のコンパス」について,,CmnDefAethercurrentSonarRepossess_00303,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
721200,PERMISSION_IDLE_CAMERA,150,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnDefIdleCamera_00304,0,0,0,0,0,True,True,True,True,False,False,False,False,False,True,True
721201,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesSum2015_00305,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721202,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnGscVirMinionRankingBoard_00306,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721203,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesHlw2015_00307,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721204,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
721205,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
721206,ENPC_01,1016259,ENPC_02,1019642,ENPC_03,1025262,ENPC_04,1025952,ENPC_05,1026504,ENPC_06,1027129,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,●ここの天気は？,,CmnDefWeatherForeCastInTerritory_00310,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721207,QUEST_PREV,67205,QUEST_INTRO,67752,ITEM_TICKET,13358,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegRoc2SkyIslandEntrance_00311,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721208,QUEST_PREV,67205,QUEST_INTRO,67752,ITEM_TICKET,13358,PRICE_TICKET,700,LOGMSG_NPCSHOP_ERROR_INVENTORY_FULL,1681,LOGMSG_NPCSHOP_ERROR_INVALID_GIL,1682,LOGMSG_NPCSHOP_LOG_BUY,6043,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegRoc2SkyIslandShop_00312,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721209,QUEST_FesXms101,67760,CUSTOM_TALK_ENPC_LIMSA,1016454,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesXms2015_00313,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721210,ENPC0,1016394,ENPC1,1016395,ENPC2,1016396,QUEST0,67753,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesNyr2016_00314,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721211,ENPC0,1016444,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesVlt2016_00315,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721212,QST_BANVAN_001,67700,QST_BANVAN_004,67703,QST_BANVAN_007,67706,ACTION_TIMELINE_EVENT_GREETING_RESPECT,1020,ACTION_TIMELINE_EVENT_NO_STRONG,4236,ACTION_TIMELINE_EVENT_COMFORTABLE,1023,ACTION_TIMELINE_EVENT_EVENT_DISAPPOINT,1024,ACTION_TIMELINE_EVENT_EVENT_JOY,953,QST_BANALL_130,67920,QST_BANALL_140,67921,EVENT_ACTION_ZANNEN,1024,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegAbr2OkGunduNakki_00316,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
721213,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegAbr2SkyIslandExchangeShopInfo_00317,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721214,ENPC_01,1016266,ENPC_02,1016267,ENPC_03,1016268,ENPC_04,1016269,ENPC_05,1016480,ENPC_06,1016481,ENPC_07,1016482,ENPC_08,1016483,ENPC_09,1016484,ENPC_10,1016485,ENPC_11,1016486,ENPC_12,1016487,ENPC_13,1016488,ENPC_14,1016489,ENPC_15,1016490,ACTION_TIMELINE_EVENT_ARMS,1041,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegAbr2SkyIslandInfo_00318,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721215,LOC_PUB_ENPC_BUTLER,1016356,LOC_PUB_ENPC_PRINCESS_01_LV01,1016358,LOC_PUB_ENPC_PRINCESS_02_LV01,1016359,LOC_PUB_ENPC_PRINCESS_03_LV01,1016360,LOC_PUB_ENPC_PRINCESS_01_LV02,1016414,LOC_PUB_ENPC_PRINCESS_02_LV02,1016415,LOC_PUB_ENPC_PRINCESS_03_LV02,1016416,LOC_PUB_ENPC_PRINCESS_01_LV03,1016417,LOC_PUB_ENPC_PRINCESS_02_LV03,1016418,LOC_PUB_ENPC_PRINCESS_03_LV03,1016419,LOC_QUEST_01,67757,LOC_QUEST_02,67758,LOC_QUEST_03,67759,LOC_CANCEL_ACT_01,738,LOC_CANCEL_ACT_02,722,LOC_CANCEL_ACT_03,724,LOC_CANCEL_ACT_04,708,LOC_CANCEL_ACT_05,692,LOC_CANCEL_ACT_06,695,LOC_CANCEL_ACT_07,694,LOC_CANCEL_ACT_08,700,LOC_CANCEL_ACT_09,693,LOC_CANCEL_ACT_10,736,,0,,0,,0,,0,,0,,0,,0,,,FesPdy2016Share_00319,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721216,REWARD_SKYISLAND_FCIN,284,REWARD_SKYISLAND_NORMALIN,285,ENPC1,1016260,ENPC2,1016495,ENPC3,1016497,ENPC4,1016499,REWARD_SKYISLAND2_IN,336,SHOP_DISPOSAL,3473409,ENPC5,1019107,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnDefSkyIslandAetherialExchangeShop_00320,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721217,REWARD_SKYISLAND_FCIN,284,REWARD_SKYISLAND_NORMALIN,285,ENPC1,1016261,ENPC2,1016496,ENPC3,1016498,ENPC4,1016500,SHOP_BATTLE,1769622,SHOP_GATHERING,1769623,SHOP_GATHERING2,1769624,SHOP_BATTLE2,1769640,SHOP_COMMON,1769641,REWARD_SKYISLAND2_IN,336,SHOP_SPOIL,1769748,ENPC5,1019106,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnDefSkyIslandTokenExchangeShop_00321,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721218,QUEST_JOBREL103,67750,QUEST_JOBREL200,67820,QUEST_JOBREL300,67864,QUEST_JOBREL400,67915,QUEST_JOBREL510,67934,QUEST_JOBREL521,67940,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegAbrArdashirNote_00322,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721219,LOC_QUEST_01,67757,LOC_QUEST_02,67758,LOC_ENPC_PRINCESS_01_Lv01,1016420,LOC_ENPC_PRINCESS_02_Lv01,1016421,LOC_ENPC_PRINCESS_03_Lv01,1016422,LOC_ENPC_PRINCESS_01_Lv02,1016423,LOC_ENPC_PRINCESS_02_Lv02,1016424,LOC_ENPC_PRINCESS_03_Lv02,1016425,LOC_ENPC_PRINCESS_01_Lv03,1016426,LOC_ENPC_PRINCESS_02_Lv03,1016427,LOC_ENPC_PRINCESS_03_Lv03,1016428,LOC_BGM_01,196,LOC_MARKER_01,6148592,LOC_ACTION_TIMELINE_FACIAL_01,608,LOC_ACTION_TIME_UDEKUMI_01,784,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesPdy2016Recollection_00323,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721220,LCUT_ACTION4,162,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnDef2AnimaWeapon010Trade_00324,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721221,GC_LOWEST_OFFICER_RANK,9,EOBJ_1,2006962,POP_RANGE_1,6215528,EOBJ_2,2007527,POP_RANGE_2,6514997,EOBJ_3,2007529,POP_RANGE_3,6515000,QUEST_ENTER_GRD,67925,QUEST_ENTER_LIM,67926,QUEST_ENTER_ULD,67927,GC_MAELSTROM,1,GC_ORDER_OF_TWIN_ADDER,2,GC_IMMORTAL_FLAMES,3,TERRITORY_GRD,534,TERRITORY_LIM,536,TERRITORY_ULD,535,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,ComArmGcArmyEnterLobby_00325,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,True
721222,ENPC0,1016899,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesEst2016_00326,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721223,REWARD_TUTORIAL_CONTENT,247,GIMMICK_CONTENT_UNLOCK_QUEST,69408,,0,ADDON_RESIGN_MENTOR_CONFIRM,10182,ADDON_RESIGN_MENTOR_CHECKBOX,10183,SCREEN_IMAGE_BECOME_MENTOR_BATTLE,842,SCREEN_IMAGE_UNLOCK_TUTORIAL_CONTENT,381,ENPC_BEGINNER_GUIDE_MASTER,1017058,HOWTO_MENTOR,208,SCREEN_IMAGE_BECOME_MENTOR_LIVE,843,LOGMSG_BECOME_MENTOR_ERROR_IN_FIND_CONTENT,7042,LOGMSG_RESIGN_MENTOR_ERROR_IN_FIND_CONTENT,7012,,0,,0,CONTENTSTUTORIAL_BEGINNER_01,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,冒険者指導教官,CmnDefBeginnerGuide_00327,71321,71121,0,0,0,False,False,False,False,False,True,False,False,False,False,True
721224,QST_HEAVNY211,67766,QST_HEAVNY221,67824,QST_HEAVNY231,67868,QST_HEAVNY241,67930,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegLakWarringTriadNote_00328,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721225,LOC_QUEST_CHECK_01,67669,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesGsc2016Share_00329,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721226,HOWTO_ORCHESTRION,229,REWARD_ORCHESTRION_MAINCOMMAND,307,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,HouFurOrchestrion_00330,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721227,PLANT_TITLE,6420,FC_AUTHORITY_SEEDING,55,FC_AUTHORITY_HARVESTING,56,PLANTPOT_ERR_NO_AUTHORITY_SEED,3444,PLANTPOT_ERR_NO_AUTHORITY_HARVEST,3447,HOUSING_ERR_FC_NG_01,3300,ITEM_CATEGORY_SEED,20,ITEM_CATEGORY_SOIL,21,ITEM_CATEGORY_FERTILIZER,22,PLANTPOT_ERR_NO_SEED,3441,PLANTPOT_ERR_NO_SOIL,3442,PLANTPOT_ERR_NO_FERTILIZER,3445,PLANTPOT_ERR_FULL_FERTILIZER,3446,HOWTO_OUTLINE,165,HOWTO_HARVEST,167,HOWTO_GROW,166,FC_AUTHORITY_DISPOSE,57,PLANTPOT_ERR_NO_AUTHORITY_DISPOSE_PLANT,3453,LAND_TYPE_FCHOUSE,0,LAND_TYPE_MATEHOUSE,4,LAND_TYPE_INVALID,255,HOUSING_ERR_HOUSE_MATE_NO_AUTHORITY_SEED,3444,HOUSING_ERR_HOUSE_MATE_NO_AUTHORITY_HARVEST,3447,HOUSING_ERR_HOUSE_MATE_NO_AUTHORITY_DISPOSE_PLANT,3453,MATE_AUTHORITY_SEEDING,2,MATE_AUTHORITY_HARVESTING,3,MATE_AUTHORITY_DISPOSE,4,HOWTO_FLOWER,230,LOGMSG_CANCELLED_BEFORE_PLAY_EVENT_SCENE,1318,,0,,,HouFurPlantPot_00331,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721228,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,話を聞く,,CmnDefAlexanderTokenExchangeExplain_00332,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721229,MENU_TITLE,373,SHOP0,1769655,SHOP1,1769656,SHOP2,1769657,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,「蛮神風装備」の改良（ILv230→240）,,RegDra2TomestoneFolkloreTrade_00333,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721230,QUEST_JOBREL101,67748,QUEST_JOBREL102,67749,QUEST_JOBREL103,67750,MENU_CANCEL,102441,QUEST_JOBREL200,67820,QUEST_JOBREL300,67864,QUEST_JOBREL400,67915,QUEST_JOBREL500,67932,QUEST_JOBREL521,67940,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,「アニマウェポン」を再創造する,,JobRelAnimaWeaponQuestSelect_00334,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
721231,QUEST_01,67654,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegDra2DPSChallengeEntrance_00335,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721232,WITHDRAW_ERROR1,3454,WITHDRAW_ERROR2,1767,LOGMSG_CANCELLED_BEFORE_PLAY_EVENT_SCENE,1318,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,HouFurVase_00336,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721233,COMPLETED_CONTENTS_00,15001,COMPLETED_CONTENTS_01,15016,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegSeaBeginnerTankGuide_00337,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721234,COMPLETED_CONTENTS_00,15001,COMPLETED_CONTENTS_01,15016,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegSeaBeginnerDPSGuide_00338,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721235,COMPLETED_CONTENTS_00,15001,COMPLETED_CONTENTS_01,15016,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegSeaBeginnerHealerGuide_00339,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721236,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegSeaBeginnerGuideBook_00340,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721237,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegSeaPvpSeasonReward_00341,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
