#,Description,DescriptionEnhanced,Tooltip
0,,,
116,"豪のカムイに騎乗する。
豪神に祝福された大狼。猛々しく天を駆ける",豪神「スサノオ」による祝福を受け、豪放なる気をまとった大狼。おそらくコウジン族が大狼を蛮神に供物として捧げた結果、誕生したものと思われる,ウォーン！
117,,,
118,,,
119,,,
120,,,
121,"魔導プレデターに騎乗する。
格闘アームを備えた次期主力魔導アーマー",アラミゴ城郭内に放棄されていた魔導プレデター。「リーパー」を原形に、接近戦能力と生産性を向上させたタイプだが、この機体は武装をオミットすることで、余剰出力を飛行機能に割り当てた、試作モデルのようだ,ガシャン、ガシャン！
122,"バトルライオンに騎乗する。
戦闘用に調教された軍獅子。専用の獣甲冑で身を包む",戦闘用に調教された軍獅子。ウルダハの近衛兵団「銀冑団」が、かつての伝統を復活させ、騎獣として採用したもの。近東のサベネアから招かれた獣使いの手で調教されており、完璧な所作を身に付けている,ガオォォォ！！
123,"バトルベアーに騎乗する。
戦闘用に調教された軍熊。専用の獣甲冑で身を包む",戦闘用に調教された軍熊。北アバラシア山脈のヌシとも呼ばれた存在だが、原初の力を手懐けた真の戦士に対しては、視線を交わしただけで従うという。野生の直感にて、一瞬にして上下関係を受け入れるのだろう,グオオオーッ！
124,"バトルパンサーに騎乗する。
戦闘用に調教された軍豹。専用の獣甲冑で身を包む",戦闘用に調教された軍豹。本能的に魔力を操るパンサーは、暗黒騎士にとって、自然界の師とも言える存在である。歴代の暗黒騎士の中には、黒き獣を友として、影のように走り、正義の遂行を行った者もいるらしい,…………
125,"ヨルに騎乗する。
アジムステップに棲まう怪鳥。ゼラの戦士の証",アジムステップの山岳部に棲まう怪鳥。バルダム覇道を縄張りとしており、訪れる者を狩ろうとする。非常に獰猛な猛禽ではあるが、実力を認めた者に対しては、狩りの友として背に乗せることを認めるのだという,…………
126,"アルテ・ロイテに騎乗する。
オメガによって創造された疑似生物",オメガによって創造された疑似生物。その名は、とある古典小説に登場する老魔道士のものと一致する。竜のような姿に変化するという記述もあることから、その姿を模して創造されたものと推測されるが……,記憶を消された！
127,"セントリオタイガーに騎乗する。
リスキーモブの血を引く猛虎",クランセントリオにて訓練された猛虎。リスキーモブとして登録されていた人喰い虎を討伐した時、その幼子を発見したモブハンターが、哀れに思い保護、クラン員たちの手で飼育された。魔法的訓練も積んでおり、空をも翔る,グルルルル…
128,,,
129,,,
130,"イクシオンに騎乗する。
ギラバニア地方で語り継がれてきた古の幻獣",ギラバニア地方で語り継がれてきた古の幻獣。星導教の教えでは、壊神ラールガーの愛馬とされるが、マハ由来の魔術書には、魔具によって強化された生物と記されている。確かなのは雷気を操る性質を持つという点のみ,ビリリリリリリ！
131,,,
132,,,
133,"龍のカムイに騎乗する。
神龍に祝福された大狼。神々しく天を駆ける",神龍による祝福を受け、神々しい光をまとった大狼。おそらくアラミゴにて飼育されていた軍用犬が、神龍の光を浴びたことで誕生したものと思われる,グォーン！
134,,,
135,"風火二輪に騎乗する。
天を駆ける神器。風と火を噴き出す",ヤンサの地に伝わる神器のひとつ。伝承によれば、ふたつの車輪から成り、風と火を噴き出しながら英雄を運び、天を駆けたという。だが、不思議とその焔は草木を焼くことはなく、大地の命を奪うことはなかったとされる,…………
136,"シマエイに騎乗する。
紅玉海に棲息する海洋生物。コウジン族のエイ飼いが調教した",コウジン族のエイ飼いが調教したシマエイ。扁平な身体全体が、飛空艇のエーテル翼のような役割を果たし、水と風のエーテルを受けて水中と空中を泳ぐ。のんびりとした碧甲羅に育てられただけあって、性格は温厚そのもの,ポワーン……
137,,,
138,"カーバンクル・アクアマリンに騎乗する。
アクアマリンの神秘を解き明かした魔紋から生まれた騎乗用魔法生物",自称天才巴術士、ウランが創り上げた騎乗型魔法生物。大型カーバンクル「ダイヤ」の育成で培った知識を応用して生成した。大粒のアクアマリンを心核として利用しているため、巴術士でなくても召喚できる,キュッ！
139,"カーバンクル・シトリンに騎乗する。
シトリンの神秘を解き明かした魔紋から生まれた騎乗用魔法生物",自称天才巴術士、ウランが創り上げた騎乗型魔法生物。大型カーバンクル「ダイヤ」の育成で培った知識を応用して生成した。大粒のシトリンを心核として利用しているため、巴術士でなくても召喚できる,ウニュッ！？
140,"フライング・チェアーに騎乗する。
魔法仕掛けの空飛ぶ椅子。さらに高高度に。でも品質はそのままに",魔法仕掛けの空飛ぶ椅子。さらに高高度に。でも品質はそのままに。ムダのないデザインとレシピを常に開発し、手作業でクラフトして世界中の冒険者さまにお届けしています。六角レンチが余るのはご愛敬,最大荷重：240Pz
141,"魔導アヴェンジャー騎乗型に騎乗する。
ゴブリン族が改良した帝国製無人魔導兵器",ゴブリン族が改良した帝国製無人魔導兵器。本来、無人機である本機を手に入れたゴブリン族が、騎乗用として利用するために改造を施した結果、このようになった。ハイテクなのかローテクなのか、イマイチわからない,ヴホッ！
142,"ハコボックルに騎乗する。
大きく成長したコロポックル。ルガディン族をも易々と運ぶ",大きく成長したコロポックル。理想の住まいを探し続け、ついに遊技場「ゴールドソーサー」に辿り着いた。なお、サゴリー砂漠を渡る最中に、限界まで干からびた結果、吸水後にリバウンド。驚くほどの巨体を手に入れた,ゴロリン、ゴロリン……
143,"赤兎馬に騎乗する。
紅い毛を持つ名馬。兎のように大地を駆ける",赤兎とは、ヤンサ統一を成した名将「ガンエン」の愛馬として知られる存在。ガンエンは自ら編み出した風水術により、赤兎に天を駆ける術を教えたという。この馬は、その血統を受け継いでいるらしいが、真偽の程は不明である,馬中有赤兎！
144,"白のカムイに騎乗する。
白虎の神通力を受けた大狼。風を巻き上げ天を駆ける",四聖獣「白虎」の神通力を受け、天つ風の力をまとった大狼。おそらく人に害なす存在に墜ちた大狼を、白虎が鎮めたことで、誕生したものと思われる,ガルルルル！
145,"魔導デスクロー拘束型に騎乗する。
身柄拘束用に改良された帝国製無人魔導兵器",アラグの古代兵器「アイアンクロー」をベースに、ガレマール帝国軍が再設計した魔導兵器。拘束型と呼ばれる本機は、特務憲兵隊に配備するために調整されたモデルで、制圧した人物の身柄を拘束し、連行することができる,犯人、確保ッ！
146,"マーリドに騎乗する。
アナンタ族が使役する大型獣。魔法の絨毯をまとっている",アナンタ族が使役する大型獣。魔力を練り込んだ繊維で織った、魔法の絨毯を背にまとっており、その力で浮遊することができる。もちろん、マーリドが飛べるわけではない。耳で羽ばたくことは、断じてないのである,パオーン！
147,,,
148,"トゥルーグリフィンに騎乗する。
アバラシア山脈原産の有翼の魔獣",アバラシア山脈原産の有翼の魔獣。アラミゴ解放軍の獣牧士、ギッフが愛情を込めて育てたもので、乗り手の指示に従い突風を吹かせることができる。なお、この個体は真白い毛並みのトゥルーグリフィン種という品種である,キィーッ！
149,,,
150,"ティラノサウルスに騎乗する。
「暴君」と渾名される肉食古代獣",「暴君」と渾名される肉食古代獣。バル島の荒れ狂う風属性のエーテルを浴び続けた影響か、不思議なことに浮行能力を得ている。基本的には獰猛極まりない性格だが、力を認めた冒険者に対しては、従順に従うようだ,ガオォォォン！
151,"レガリアに騎乗する。
ガーロンド・アイアンワークス社が製造したレプリカ車両",ノクティスの愛車「レガリア」の修理を請け負ったシドが、その作業過程で得た解析データを元に再現したレプリカ車両。エンジンを青燐機関に置き換えるなど変更が加えられたため、ガーロンド・アイアンワークスの頭文字を取り、TYPE-Gと名付けられた,車を呼ぶ
152,"フライング・ライトハートに騎乗する。
ヴァレンティオンデーの祝祭のために作られた空飛ぶ椅子",ヴァレンティオンデーの祝祭のために作られた空飛ぶ椅子。以前の祝祭の折、作りすぎて余っていたライトハートチェアを活かし、改良したもの。その際、ヴァレンティオン家は一族郎党を動員し、ウキグモソウの栽培に励んだという,右心房！
153,"フライング・レフトハートに騎乗する。
ヴァレンティオンデーの祝祭のために作られた空飛ぶ椅子",ヴァレンティオンデーの祝祭のために作られた空飛ぶ椅子。以前の祝祭の折、作りすぎて余っていたレフトハートチェアを活かし、改良したもの。空飛ぶエターナルバンド旅行を夢見る、リゼット嬢の肝いりで開発されたようだ,左心房！
154,"テュポーン先生に騎乗する。
マンダヴィル・ゴールドソーサーに勤務する謎の存在",呪術士ギルドによる妖異召喚実験によって現れた謎の存在。紆余曲折を経て、現在はマンダヴィル・ゴールドソーサーにて鼻息荒く勤務している。無口でシャイな性格だが、意外と真面目な性格で与えられた役割はしっかりこなす,フンガー！！
155,,,
156,"エアフォースに騎乗する。
被検世界「シグマ」にて生成された謎の飛行兵器",被検世界「シグマ」にて生成された謎の飛行兵器。いずこかの国家の空軍が開発したものと思われるが、詳細は不明である。ノーズアートとして描かれた「シャークマウス」柄のせいか、どこか愛らしい顔立ちをしているのが特徴,カウント 6
157,,,
158,"夜のカムイに騎乗する。
夜神に祝福された大狼。月光をまとい天を駆ける",夜神「ツクヨミ」の加護を受け、月光の力をまとった大狼。放棄された帝国軍施設を根城としていた野生の狼が、夜神のエーテルを浴びたことで誕生したものと思われる,ウォォォン！
159,"ドードーに騎乗する。
東方地域では、絶滅したと考えられていた幻の陸鳥。なぜか飛べる",東方地域では、絶滅したと考えられていた幻の陸鳥。アメノミハシラの頂上という閉鎖環境に適応するため、種の限界を超えて飛翔能力を獲得するに至った。冒険者と出会ったことで、さらなる外界に羽ばたく決意をしたようだ,パタパタパタ！
160,"ホエールに騎乗する。
瑠璃洋に生息する大型生物",瑠璃洋に生息する大型生物。群れを成して外洋を回遊し、エサを求めてかなりの距離を移動する。シマエイ同様、身体をエーテル翼のように利用し、羽ばたくことができるようだ。かなりの巨体であるため、楽々と複数人を運べる,♪♪♪
161,"リオレウスに騎乗する。
空の王者とも称される飛竜種",空の王者とも称される飛竜種。火竜という別名が示すとおり、高熱のブレスを吐くことができる。はるか彼方の異邦の地では、多くのハンターたちが、その鱗などを求めて狩猟に挑んでいるようだ,ひと狩りいこうぜ！
162,"魔導キャリアーに騎乗する。
魔導院にて開発された次世代型輸送プラットフォーム",ガレマール帝国の魔導院にて開発された次世代型輸送プラットフォーム。飛空艇技術を応用しており、乗り心地は抜群。思わず「ククク……」と忍び笑いが漏れてしまいそうになる。なお、純粋な輸送用機のため戦闘能力は皆無,ククク……
163,"プロトキャリアーに騎乗する。
魔導院にて開発された次世代型輸送プラットフォーム",ガレマール帝国の魔導院にて開発された次世代型輸送プラットフォーム。その試作型にあたる本機は、後に量産されたモデルよりも、高品質な鋼材を利用しているらしい。ただし、基本的な性能に大きな差はないようだ,実験成功だ！
164,"オオナマズ御輿に騎乗する。
ナマズオ族の祖先、オオナマズ様を祀った浮行式御輿",大鯰大祭で担がれている浮行式御輿。その頂には、職人ギョシンが夢で見たという、ナマズオ族の祖先、オオナマズ様の御姿を再現した飾りが輝いている。冒険者に忠誠を誓った担ぎ手ナマズオ八人衆付き！,わっしょい、わっしょい♪
165,,,
166,"絶地に騎乗する。
地を踏まぬほど疾く駆けるという駿馬",アメノミハシラにて発見されたたくましい軍馬。古の王が愛したという「地を踏まぬほど疾く駆けるという駿馬」から、「絶地」と名付けられた。実際、風水術の効果によって、空を駆けることができるという,絶地！
167,"輸送システムに騎乗する。
古代アラグ帝国時代に設計された汎用球形運搬システム",聖コイナク財団が発掘した古代アラグ帝国の汎用球形運搬システム。同財団からエオルゼア同盟軍へと払い下げられたもので、乗用として利用可能なように調整されている。事あるごとに、ログオン処理を求められるのが玉にキズ,ログオンするには……
168,"護送システムに騎乗する。
古代アラグ帝国時代に設計された汎用球形運搬システム",聖コイナク財団が発掘した古代アラグ帝国の汎用球形運搬システム。オペレーションシステムが更新されたことで、セキュリティ面が強化されている。既存のモデルと、インターフェースが変わってしまっているのが玉にキズ,"……に生まれた
新しい高速な……"
169,,,
170,"グラニに騎乗する。
異界由来の魔笛により、呼び出される伝説の幻獣",第一世界に由来する魔笛により、呼び出される伝説の幻獣。大地を蹴る健脚と、天を駆ける魔力を有す。誇り高き存在として知られ、光を払い闇をもたらす英雄、「闇の戦士」でなければ決して背に乗せることはないという,…………
171,"ビッグ・ファットキャットに騎乗する。
おでぶな大猫。もはや化け猫の類な気がする",おでぶな大猫。その巨体は地を揺るがし、そして空をも揺るがしながら、縦横無尽に駆け回る。もはや化け猫の類な気もするが、脂肪も毛もフカフカのモッフモフと乗り心地は抜群なので、細かい事は気にしないでおこう,ごろにゃーご♪
172,"朱のカムイに騎乗する。
朱雀の神通力を受けた大狼。炎をまとい天を駆ける",四聖獣「朱雀」の神通力を受け、朱の炎をまとった大狼。おそらく人々を救うために戦い命を散らせた大狼を、朱雀が再生させたことで、誕生したものと思われる,ワオォォン！
173,"オメガに騎乗する。
オメガに似た自律飛翔体。騎乗に使うことができる",次元の狭間で回収されたオメガに似た自律飛翔体。ヒトを模倣する過程で、人々が利用するマウントの有用性を検証する目的で、生成されたものと思われる。あくまで騎乗用であるため、各種武装の類は実装されていない,ガガガガガ…
174,"魔導スカイアーマーに騎乗する。
ガレマール帝国軍の単座式スカイアーマー",ガレマール帝国軍が開発した単座式スカイアーマー。エンジントラブルを起こして不時着していたものを、エオルゼア同盟軍が鹵獲し、ガーロンド・アイアンワークス社の協力を得て修理。戦闘能力評価などに用いていたもの,ブロロロロ…
175,"マジックカーペットに騎乗する。
魔法仕掛けの空飛ぶ絨毯",魔法仕掛けの空飛ぶ絨毯。近東地域に伝わる伝承によれば、かつてコルヴォ地方を治めていた王が、調伏した妖精に命じて同様の空飛ぶ絨毯を仕立てさせたという。これは、伝説の品を近代の魔法技術によって再現したもの,フランフワン♪
176,"魔導マグナローダーに騎乗する。
人工筋肉を採用した新型魔導兵器",ギラバニアにて回収された帝国製魔導兵器の残骸を、ゴブリン族の技師が修理、改良した車両。本来は自律行動可能な戦闘兵器であったが、制御機構を再現できなかったため、有人機へと仕様変更が行われている,ホイール！
177,"でぶ黒チョコボに騎乗する。
食い意地の張った黒チョコボの親分。いっただっきまーす",食い意地の張った黒チョコボの親分。「からあげ」が大好物で、むしゃむしゃと食べ続けたために、これほどの巨体へと成長を遂げたらしい。その正体は、チョコボではなく妖精なのではないかとも、囁かれているが……,むしゃむしゃ…
178,"エルドスルスに騎乗する。
炎のような毛に覆われた巨獣",炎のような毛に覆われた巨獣。元はありふれたイエティであったようだが、火属性の力が極めて強いピューロス帯にいた影響で、炎の魔力を獲得したようだ。通常は凶暴であるが、屈服させることができれば従順になるという,メラメラメラ！
179,"魔導マグナローダー改に騎乗する。
人工筋肉を採用した新型魔導兵器",ギラバニアにて回収された帝国製魔導兵器の残骸を、ゴブリン族の技師が修理、改良した車両。外装がより強固な超硬サーメット合金に変更され、重量が増したぶん、人工筋肉の出力を上げて最高速度を維持している,体当たり！
180,"サボテンダー・エンペラドールに騎乗する。
マンダヴィル・ゴールドソーサーを模した空飛ぶサボテンダー像",マンダヴィル・ゴールドソーサーを模した空飛ぶサボテンダー像。「帝王」を意味する名が示すとおり、威風堂々と世界の空を駆ける。そもそも、なぜゴールドソーサーの外装がサボテンダー型なのか、その理由を知る者はいない,♪☆♪
181,"九尾のカムイに騎乗する。
東方由来の魔笛により、呼び出される伝説の幻獣",東方地域に伝わる幻獣。数多のカムイを従えた英雄が、魔笛を吹き鳴らした時に現れ、天上の世界へと導くとされる。その姿は、九尾の狐として知られる瑞獣「玉藻御前」に似ているが、これは偶然ではないだろう,キュ～！
182,"青のカムイに騎乗する。
青龍の神通力を受けた大狼。水をまとい天を駆ける",四聖獣「青龍」の神通力を受け、青の春風をまとった大狼。おそらく人々に捨てられた大狼を、青龍が再生させたことで、誕生したものと思われる,オォ～ン！
183,"ウォータイガーに騎乗する。
戦闘用に調教された軍剣虎。サーベルのような牙を持つ",戦闘用に調教された軍剣虎。最大の武器でもある長大な牙がサーベルを思わせることから、そう名付けられた。調教するのは至難の業だが、生まれたばかりの赤子から育てることで、騎乗獣として利用できるらしい,ゴロゴロゴロ…
184,"エウレカスワローに騎乗する。
ウミツバメとも呼ばれる水生生物。優雅に空も舞う",博物学的にはウミウシに近い種なのだが、翼のように広がる青い鰭を持つ優美な姿をしている。そのため、ツバメに喩えられるほか、青い天使と呼ばれることも。しかし、肉食性で有毒生物すら丸呑みにする恐ろしい捕食者でもある,すわ～♪
185,"魔導アヴェンジャー寒冷地仕様に騎乗する。
ゴブリン族が改良した帝国製無人魔導兵器",ゴブリン族が改良した帝国製無人魔導兵器。寒冷地での運用を念頭に、生命維持装置を追加。外気温が一定値を下回ると、自動的に乗りてを掴む腕が発熱し、ほんのり温かくなる。その白い外装から「イエティ」とも呼ばれる,ヴホヴホッ！
186,"デミオズマに騎乗する。
バルデシオン委員会の研究員が生成したプロトオズマの模造品",バルデシオン委員会の研究員が、エウレカ製武具「プロトオズマ」の対策を練る過程で生成した模造品。彼らの見解によれば、マハの黒魔道士が生み出した「オズマ」は、プロトオズマを魔法的に再現しようとした兵器なのだという,…………
187,"アマロに騎乗する。
ノルヴラントで幅広く活用される飛行獣",ノルヴラントで幅広く活用される飛行獣。かつて古代ロンカ帝国の魔道士たちが、魔法によって品種改良した家畜であり、稀にその頃の血が表に出て高い知性を発揮する。なお、原種であるキャマは翼を持たず飛行もできない,ギュイッ！
188,"ホバー船に騎乗する。
クリスタルタワーから発見され、ミーン工芸館の職人が修復したもの",クリスタルタワーから発見され、ミーン工芸館の職人が修復した浮行式移動機械。元は皇族のリムジンだったが、ある洞窟の前で乗り捨てられていたため、仕方なく飛空艇で回収。以後、長らく塔内格納庫に放置されていたらしい,フィーン！
189,"ピクシーグイベルに騎乗する。
ティターニアの魔力が充填された魔笛によって召喚された魔法生物",ティターニアの魔力が充填された魔笛によって召喚された魔法生物。この魔笛は、古の魔道士が架空の存在である「ドラゴン」を再現するために造った品だという,ガオォーン！
190,"トリケラトプスに騎乗する。
三本の角が特徴的な古代獣。魔法の浮遊鞍を装着済み",三本の角が特徴的な古代獣。その背には、ロンカ文明の術式を応用した魔法の浮遊鞍が装着されている。どうやらナッツクランの創設者であるモーグリ族のナッツが、古代遺跡の探索中に発見した品を調整したものらしい,ゴアァァッ！
191,"フロッガーMに騎乗する。
ドワーフ族の職人が製造した中型オートマトン",ドワーフ族の職人が製造した中型オートマトン。常用を想定して、足回りが強化されていることに加え、飛行を可能とする推進装置が内蔵されている。しかし、その製法は掟によって秘中の秘とされ、公開されていない,カラカラカラカラ…
192,"イノセントグイベルに騎乗する。
イノセンスの魔力が充填された魔笛によって召喚された魔法生物",イノセンスの魔力が充填された魔笛によって召喚された魔法生物。その輝きは全能者を名乗ったイノセンスの姿を思わせるが、もちろんこの個体は罪喰いではない,キラキラ…
193,"マジックベッドに騎乗する。
魔法仕掛けの空飛ぶ寝台",魔法仕掛けの空飛ぶ寝台。フッブート王国時代に、「絶対にベッドから離れたくない」という怠惰な王族の頼み事を聞き入れる形で設計した。もちろん怠け者が、相応の対価を支払えるはずもなく、発注主は天へと旅立った,夢の降る夜がある
194,"コンチネンタル・アーリマンに騎乗する。
コンチネンタル・サーカスで飼育されていた妖異アーリマン",コンチネンタル・サーカスで見世物として飼育されていた妖異。「恐怖の視線」によって、人々から恐怖の力を集めることを期待されていたが、その辺りの才能はなかったらしい。今では尊敬する冒険者の従者となった,チラリ…
195,"金斗雲に騎乗する。
東方の仙人が編み出した秘術。魔法の雲を創り出す",東州オサード大陸辺境の山深くに棲まうという、偉大なる仙人が編み出した秘術。魔力によって雲を束ね、これに飛び乗って空を舞うことができるという。その黄金に輝く雲は、乗り手に金運を呼び込むと伝えられている,どっひゃー！
196,,,
197,"バトルタイガーに騎乗する。
戦闘用に調教された軍剣虎。第三の剣を手に入れた",戦闘用に調教された軍剣虎。北州イルサバード大陸のボズヤ地方では、この種の獣を軍用獣として、歩兵部隊に同行させる伝統があった。そうした部隊の兵たちは、相棒となる剣虎を親しみを込めて「猫」と呼んだという,ニャァ！
198,,,
199,,,
200,"モルボルに騎乗する。
大きな口が特徴的な草木綱の魔物。ちょっぴり臭い",元は「ブルースカイ」がマスクカーニバル用に仕入れた魔物だったが、温厚すぎて使い物にならなかった。そのため、青魔道士ギルドに譲渡されたが、臭気が弱く「臭い息」の修得にも利用できず、最終的に騎乗用になったらしい,プワ～ン……
201,"ファットポークシーに騎乗する。
騎乗用に創られたポークシー。ほんのりソーセージの香りがする",ン・モゥ族のラグ＝インクが製作した騎乗用ポークシー。ソーセージの香りが大好きで、暇さえあれば燻製室に入り浸っていたため、その香りが染み付いている。乗り心地は極めて良好だが、腹が減って仕方がない,ブゥブゥ…
202,"エピメテウスに騎乗する。
ガーロンド・アイアンワークス社が再現した帝国製魔導兵器",「暁の血盟」所属の諜報員が、帝国本土より持ち帰った図面を基に、ガーロンド・アイアンワークス社が再現した魔導兵器。しかし、欠落した情報を推測で補った結果、本物よりも小さな単座式車両として完成したのだった,ドルルルルルル…
203,"メノイティオスに騎乗する。
ガーロンド・アイアンワークス社が試作した帝国製魔導兵器",ガーロンド・アイアンワークス社が試作した魔導兵器。エピメテウスの開発を通じて得られたデータを基に改良が加えられたことにより、最高速度こそ変わらないものの、乗り心地と生産性が向上しているらしい,ヴロロロロロロ…
204,"コンストラクト07に騎乗する。
コボルド族が製造した装甲巨兵。それを黒渦団が鹵獲したもの",コボルド族が製造した装甲巨兵。その実体は、機械ではなく甲冑を着込んだゴーレムの一種である。コボルド族との戦いの結果、黒渦団が鹵獲。ナルディク＆ヴィメリー社の手で修復が行われた後、冒険者部隊に支給された,ガチャリ、ガチャリ
205,"シャドウグイベルに騎乗する。
ハーデスの魔力が充填された魔笛によって召喚された魔法生物",ハーデスの魔力が充填された魔笛によって召喚された魔法生物。おそらく、アシエン・エメトセルクが戯れに創ったものと思われる。かつて古代人は、この程度の存在であれば、いとも簡単に創造できたのだろう,…………
206,"スプリガン・キャリアーに騎乗する。
巨大なスプリガン。鉱石や卵ではなく、人を運ぶのが大好き",稀に見る巨体を誇るスプリガン。鉱石の食べすぎで太ってしまい、狭い坑道に詰まっているところを採掘師たちに助けられて以来、人に恩返しするため荷運びを続けている。近頃は、人を運ぶことに情熱を傾けているようだ,ギィ……？
207,"フォーギヴン・レティセンスに騎乗する。
世にも珍しい温厚な罪喰い。寡黙に主を運び続ける",ユールモアの地下室にて発見された罪喰い。騒ぎを聞きつけたナッツクランのモブハンターたちが討伐するために訪れたが、抵抗のそぶりさえ見せず、従属してしまった。そのため、騎乗獣として使われることになったという,…………
208,"ダルメルに騎乗する。
アバラシア雲海の浮島に棲息する百獣綱の草食獣",隣の浮島にある木から葉を食べようとして、足を踏み外したダルメル。だが、落ちゆくなかで死にたくないという強い願いが、秘められた才能を目覚めさせ、風属性のエーテルを操らせ空を舞わせたのである。そういうことにしておこう,ヴェェ～！
209,"アルビノカラクールに騎乗する。
白い毛並みの黒羊。もはや、それは白羊である",アインハルト家の所領で飼育されていた羊。黒い毛並みが特徴のカラクール種であるはずだが、白い毛並みを持って生まれてきた。その希少性から、肉にされずに済んだ結果、人を乗せることが可能なほどに成長した,メェ～ッ！
210,,,
211,"ウフィティに騎乗する。
ディアデム諸島に棲んでいた猿人。かつて乱獲されたことがある",ディアデム諸島出身の猿人。過去に冒険者たちの手で乱獲されたことがある。強き者に従う習性ゆえか、かつて自分をコテンパンにしたような強き人の家来になろうと、雲海の風に乗る技を会得して旅に出たようだ,ウホッ！
212,"ディノニクスに騎乗する。
イルサバード大陸南部に棲息する肉食トカゲ。意外と頭が良い",イルサバード大陸南部に棲息する肉食トカゲ。黒衣森などで見かけるラプトルの近縁種でもある。二匹がペアで狩りをすることで知られ、見かけよりも知能が高い。そのため訓練して戦闘用に使役する者や、騎獣として利用する者もいる,グルルルルゥ……
213,"労働十四号に騎乗する。
帝国軍第IV軍団から鹵獲した古代兵器。ワタシハ、トテモ、ハヤイデス！",帝国軍第IV軍団は、機工都市ゴーグの遺構にて「労働型鉄巨人」と呼ばれる古代兵器を発掘。これを改修することで戦力化していた。十四号も、そうした例に含まれる機体であり、外装も帝国式に改められている,ワタシハ、ハヤイデス！
214,"王孔雀に騎乗する。
オサード大陸原産の大型鳥。その飾り羽根は美しい",孔雀は毒虫を捕食する益鳥であり、かつオスは美しい飾り羽根を持つため、近東から東方にかけて古来より珍重されてきた。なかでも、この王孔雀は、オサード大陸原産種を風水術によって品種改良した大型種であるという,イヤーン、イヤーン
215,"水蛇様の壺に騎乗する。
それは空っぽの壺のはずだった。だが、なぜか詰まっている",それは空っぽの壺のはずだった。だが、その中に入っていたロンカの魔笛を奏でるや、いつの間にか詰まっているのである。何故なのか。そう問われたとて、答えなど出るはずもない。水蛇様とは、そのような存在なのだから,キィっ！　キィっ！
216,"プテラノドンに騎乗する。
古代から姿を変えない有翼の甲鱗綱",ディアデム諸島にて捕獲された有翼の甲鱗綱。バウンティ号の漂着地から投棄される獣骨や残飯を漁るうちに、いつの間にか人に懐いてしまったらしい。今では、雲海に慣れた冒険者なら、背に乗せることもできるほど,クエァーッ！
217,"ルビーグイベルに騎乗する。
未知の蛮神の魔力が充填された魔笛によって召喚された魔法生物",ルビーウェポンが吸収したと思しき、未知の蛮神の魔力が充填された魔笛によって召喚された魔法生物。甲殻類のような紅色の装甲を有している。この魔笛の知識が、何者によって召喚者に共有されていたのか謎が多い,ゴシャァー！
218,"ヒボドゥスに騎乗する。
トルネドシャークの近縁種。風属性のエーテルを操り飛行する",トルネドシャークの近縁種。腹の操魔器官で風属性のエーテルを操ることで飛行し、雲海魚や鳥類を捕食する。頭部に備わる四枚のヒレは、方向転換に用いるためのもので、巧みに風の流れに変化を付けるという,ジョ～～ズ！
219,"ラムウに騎乗する。
エデンによって生成された小結晶に、魔力を注ぐことで生じた魔法生物",疑似神降ろしの副産物として生成された小結晶に、魔力を注ぐことで生じた魔法生物。ラムウ召喚時の残滓である雷属性のエーテルが、シヴァ召喚時に排除された結果、瞬間的に結晶化したのだろう。そのためラムウの似姿を取る,バチバチバチ…
220,"カーバンクル・ルベライトに騎乗する。
ルベライトの神秘を解き明かした魔紋から生まれた騎乗用魔法生物",自称天才巴術士、ウランが創り上げた騎乗型魔法生物。大型カーバンクル「ダイヤ」の育成で培った知識を応用して生成した。大粒のルベライトを心核として利用しているため、巴術士でなくても召喚できる,ニュニューン♪
221,,,
222,"チョコボキャリッジに騎乗する。
チョコボが牽引する一羽立て浮行キャリッジ",チョコボが牽引する一羽立て浮行キャリッジ。青燐ガスを充填した「浮き袋」によって荷台を浮かせるこの構造が確立したのは、100年ほど昔のこと。黒衣森に墜落したイクサル族の装甲気球を解析した結果なのである,クエエッ～！
223,"ドワーフ戦車に騎乗する。
ワッツハンマー・ガレージが開発した装輪戦車",伝説の鍛冶師「ワッツ」の構想メモを、ワッツハンマー・ガレージの一同が最新技術によって完成させた装輪戦車。主機は、ドワーヴンエタノール式9気筒星型エンジン。対罪喰い旋回魔装砲と、メカニカルアームを装備する,ドワワワワワ…
224,"ガブリエルαに騎乗する。
新型飛行型魔導アーマー「ガブリエル」の縮小実験機",新型飛行型魔導アーマー「ガブリエル」の開発にあたって製造された縮小実験機。どうやら技術陣は、フルスケールの試作機を建造する前に、この機体を用いて空力特性の検証を行っていたようだ,キィーーーン！
225,"メガロトラグスに騎乗する。
シミターを思わせる湾曲した角が特徴的な草食動物",シミターを思わせる湾曲した角が特徴的な草食動物。本来は、北アバラシア山脈の山中を生息域とするが、霊災後に寒冷化したクルザスに定着した。原始的な古代種であり、稀に魔法的資質に目覚める個体もいるようだ,ブル、ブルルル…
226,"グイベル・オブ・ライトに騎乗する。
英雄のエーテルが充填された魔笛によって召喚された魔法生物",英雄のエーテルが充填された魔笛によって召喚された魔法生物。いずこかの世界に、かつていた英雄が悪を倒さんと冒険を繰り広げた際に、このような生物を相棒としたことがあったのだろうか。真相は光の中である……,キュイッ～！
227,,,
