#,Image,Unknown0,Jingle,Type,Lang
1054,85978,0,-1,1,False
1055,85979,0,-1,1,False
1056,85980,0,-1,1,False
1057,85981,0,-1,1,False
1058,85982,0,-1,1,False
1059,85983,0,-1,1,False
1060,85984,0,-1,1,False
1061,85985,0,-1,1,False
1062,85986,0,-1,1,False
1063,85987,0,-1,1,False
1064,85988,0,-1,1,False
1065,85989,0,-1,1,False
1066,85990,0,-1,1,False
1067,85991,0,-1,1,False
1068,85992,0,-1,1,False
1069,120098,0,146,1,True
1070,85993,0,-1,1,False
1071,85994,0,-1,1,False
1072,128173,0,5,1,True
1073,85995,0,-1,1,False
1074,85996,0,-1,1,False
1075,85997,0,-1,1,False
1076,85998,0,-1,1,False
1077,85999,0,-1,1,False
1078,85501,0,-1,1,False
1079,85502,0,-1,1,False
1080,85503,0,-1,1,False
1081,85504,0,-1,1,False
1082,85505,0,-1,1,False
1083,85506,0,-1,1,False
1084,0,0,0,0,False
1085,0,0,0,0,False
1086,85509,0,-1,1,False
1087,85510,0,-1,1,False
1088,85511,0,-1,1,False
1089,85512,0,-1,1,False
1090,85513,0,-1,1,False
1091,85514,0,-1,1,False
1092,128178,0,5,1,True
1093,128179,0,5,1,True
1094,128180,0,5,1,True
1095,128181,0,5,1,True
1096,128182,0,5,1,True
1097,128183,0,5,1,True
1098,128184,0,5,1,True
1099,128185,0,5,1,True
1100,128186,0,5,1,True
1101,128187,0,5,1,True
1102,128188,0,5,1,True
1103,129926,0,5,1,True
1104,129946,0,0,1,True
1105,129967,0,5,1,True
1106,129987,0,173,1,True
1107,128189,0,80,1,True
1108,128190,0,48,1,True
1109,128191,0,-1,1,True
1110,128192,0,-1,1,True
1111,85515,0,-1,1,False
1112,85516,0,-1,1,False
1113,128199,0,5,1,True
1114,128200,0,5,1,True
1115,128201,0,5,1,True
1116,128202,0,5,1,True
1117,128203,0,5,1,True
1118,128204,0,5,1,True
1119,128205,0,5,1,True
1120,128206,0,5,1,True
1121,128207,0,5,1,True
1122,128208,0,5,1,True
1123,128209,0,5,1,True
1124,128210,0,5,1,True
1125,128211,0,5,1,True
1126,129927,0,5,1,True
1127,129947,0,0,1,True
1128,128212,0,5,1,True
1129,128213,0,5,1,True
1130,128214,0,5,1,True
1131,128215,0,5,1,True
1132,128216,0,5,1,True
1133,128217,0,5,1,True
1134,128218,0,5,1,True
1135,128219,0,5,1,True
1136,121250,0,148,1,True
1137,121251,0,149,1,True
1138,121252,0,0,1,True
1139,128221,0,5,1,True
1140,85507,0,-1,1,False
1141,85508,0,-1,1,False
1142,85517,0,-1,1,False
1143,85518,0,-1,1,False
1144,85519,0,-1,1,False
1145,85520,0,-1,1,False
1146,85521,0,-1,1,False
1147,85522,0,-1,1,False
1148,85523,0,-1,1,False
1149,85524,0,-1,1,False
1150,85525,0,-1,1,False
1151,85526,0,-1,1,False
1152,180210,0,-1,1,True
1153,0,0,0,0,False
1154,128222,0,5,1,True
1155,128228,0,5,1,True
1156,128229,0,5,1,True
1157,128230,0,5,1,True
1158,128231,0,5,1,True
1159,128232,0,5,1,True
1160,128233,0,5,1,True
1161,128234,0,5,1,True
1162,129968,0,5,1,True
1163,129988,0,173,1,True
1164,129928,0,5,1,True
1165,129948,0,0,1,True
1166,128235,0,5,1,True
1167,128236,0,5,1,True
1168,85527,0,-1,1,False
1169,85528,0,-1,1,False
1170,85529,0,-1,1,False
1171,85530,0,-1,1,False
1172,121776,0,84,1,True
1173,128242,0,5,1,True
1174,128243,0,5,1,True
1175,128244,0,5,1,True
1176,128245,0,5,1,True
1177,128246,0,5,1,True
1178,128247,0,5,1,True
1179,128248,0,5,1,True
1180,128249,0,5,1,True
1181,128250,0,5,1,True
1182,128251,0,5,1,True
1183,128252,0,5,1,True
1184,128253,0,5,1,True
1185,128254,0,5,1,True
1186,128255,0,5,1,True
1187,85531,0,-1,1,False
1188,85532,0,-1,1,False
1189,85533,0,-1,1,False
1190,85534,0,-1,1,False
1191,85535,0,-1,1,False
1192,85536,0,-1,1,False
1193,85537,0,-1,1,False
1194,85538,0,-1,1,False
1195,85539,0,-1,1,False
1196,85540,0,-1,1,False
1197,85541,0,-1,1,False
1198,85542,0,-1,1,False
1199,85543,0,-1,1,False
1200,85544,0,-1,1,False
1201,85545,0,-1,1,False
1202,85546,0,-1,1,False
1203,85547,0,-1,1,False
1204,85548,0,-1,1,False
1205,85549,0,-1,1,False
1206,85550,0,-1,1,False
1207,128256,0,5,1,True
1208,85551,0,-1,1,False
1209,85552,0,-1,1,False
1210,85553,0,-1,1,False
1211,85554,0,-1,1,False
1212,128260,0,5,1,True
1213,128261,0,5,1,True
1214,128262,0,5,1,True
1215,128263,0,5,1,True
1216,128264,0,5,1,True
1217,128265,0,5,1,True
1218,128266,0,5,1,True
1219,128267,0,5,1,True
1220,128268,0,5,1,True
1221,128269,0,5,1,True
1222,128270,0,5,1,True
1223,128271,0,5,1,True
1224,128272,0,5,1,True
1225,129969,0,5,1,True
1226,129989,0,173,1,True
1227,121254,0,6,1,True
1228,121255,0,7,1,True
1229,121260,0,8,1,True
1230,121261,0,-1,1,True
1231,121262,0,9,1,True
1232,121257,0,153,1,True
1233,121258,0,154,1,True
1234,128274,0,5,1,True
1235,85555,0,-1,1,False
1236,85556,0,-1,1,False
1237,85557,0,-1,1,False
1238,85558,0,-1,1,False
1239,85559,0,-1,1,False
1240,85560,0,-1,1,False
1241,85561,0,-1,1,False
1242,85562,0,-1,1,False
1243,85563,0,-1,1,False
1244,85564,0,-1,1,False
1245,85565,0,-1,1,False
1246,85566,0,-1,1,False
1247,85567,0,-1,1,False
1248,85568,0,-1,1,False
1249,128279,0,5,1,True
1250,128280,0,5,1,True
1251,128281,0,5,1,True
1252,128282,0,5,1,True
1253,128283,0,5,1,True
1254,128284,0,5,1,True
1255,128285,0,5,1,True
1256,128286,0,5,1,True
1257,128287,0,5,1,True
1258,128288,0,5,1,True
1259,128289,0,5,1,True
1260,128290,0,5,1,True
1261,128291,0,5,1,True
1262,128292,0,5,1,True
1263,128293,0,5,1,True
1264,128294,0,5,1,True
1265,128295,0,5,1,True
1266,128296,0,5,1,True
1267,128297,0,5,1,True
1268,128298,0,5,1,True
1269,128299,0,5,1,True
1270,128300,0,5,1,True
1271,128301,0,5,1,True
1272,128302,0,5,1,True
1273,128303,0,5,1,True
1274,128304,0,5,1,True
1275,128305,0,5,1,True
1276,128306,0,5,1,True
1277,128307,0,5,1,True
1278,128308,0,5,1,True
1279,121264,0,157,1,True
1280,128310,0,0,1,True
1281,128311,0,0,1,True
1282,128312,0,0,1,True
1283,128313,0,0,1,True
1284,128314,0,0,1,True
1285,121265,0,158,1,True
1286,128316,0,0,1,True
1287,128317,0,22,1,True
1288,128318,0,22,1,True
1289,128319,0,22,1,True
1290,128320,0,22,1,True
1291,128321,0,22,1,True
1292,120001,0,157,1,True
1293,120002,0,158,1,True
1294,120098,0,158,1,True
1295,85569,0,-1,1,False
1296,85570,0,-1,1,False
1297,85571,0,-1,1,False
1298,85572,0,-1,1,False
1299,85573,0,-1,1,False
1300,85574,0,-1,1,False
1301,85575,0,-1,1,False
1302,85576,0,-1,1,False
1303,85577,0,-1,1,False
1304,85578,0,-1,1,False
1305,85579,0,-1,1,False
1306,85580,0,-1,1,False
1307,85581,0,-1,1,False
1308,85582,0,-1,1,False
1309,85583,0,-1,1,False
1310,85584,0,-1,1,False
1311,85585,0,-1,1,False
1312,85586,0,-1,1,False
1313,85587,0,-1,1,False
1314,85588,0,-1,1,False
1315,85589,0,-1,1,False
1316,85590,0,-1,1,False
1317,85591,0,-1,1,False
1318,85592,0,-1,1,False
1319,85593,0,-1,1,False
1320,85594,0,-1,1,False
1321,85595,0,-1,1,False
1322,85596,0,-1,1,False
1323,85597,0,-1,1,False
1324,85598,0,-1,1,False
1325,85599,0,-1,1,False
1326,85600,0,-1,1,False
1327,85601,0,-1,1,False
1328,85602,0,-1,1,False
1329,85603,0,-1,1,False
1330,85604,0,-1,1,False
1331,85605,0,-1,1,False
1332,85606,0,-1,1,False
1333,85607,0,-1,1,False
1334,85608,0,-1,1,False
1335,85609,0,-1,1,False
1336,85610,0,-1,1,False
1337,85611,0,-1,1,False
1338,0,0,0,0,False
1339,85613,0,-1,1,False
1340,0,0,0,0,False
1341,0,0,0,0,False
1342,0,0,0,0,False
1343,85617,0,-1,1,False
1344,85618,0,-1,1,False
1345,85619,0,-1,1,False
1346,85620,0,-1,1,False
1347,85621,0,-1,1,False
1348,85622,0,-1,1,False
1349,85623,0,-1,1,False
1350,85624,0,-1,1,False
1351,85625,0,-1,1,False
1352,85626,0,-1,1,False
1353,85627,0,-1,1,False
1354,85628,0,-1,1,False
1355,85629,0,-1,1,False
1356,85630,0,-1,1,False
1357,85631,0,-1,1,False
1358,128326,0,5,1,True
1359,128327,0,5,1,True
1360,128328,0,5,1,True
1361,128329,0,5,1,True
1362,128330,0,5,1,True
1363,129929,0,5,1,True
1364,129949,0,0,1,True
1365,129970,0,5,1,True
1366,129990,0,173,1,True
1367,128331,0,5,1,True
1368,128332,0,5,1,True
1369,85612,0,-1,1,False
1370,85614,0,-1,1,False
1371,85615,0,-1,1,False
1372,85616,0,-1,1,False
1373,85632,0,-1,1,False
1374,85633,0,-1,1,False
1375,85634,0,-1,1,False
1376,85635,0,-1,1,False
1377,85636,0,-1,1,False
1378,85637,0,-1,1,False
1379,85638,0,-1,1,False
1380,85639,0,-1,1,False
1381,85640,0,-1,1,False
1382,85641,0,-1,1,False
1383,85642,0,-1,1,False
1384,85643,0,-1,1,False
1385,85644,0,-1,1,False
1386,85645,0,-1,1,False
1387,128338,0,5,1,True
1388,128339,0,5,1,True
1389,128340,0,5,1,True
1390,128341,0,5,1,True
1391,128342,0,5,1,True
1392,128343,0,5,1,True
1393,128344,0,5,1,True
1394,129930,0,5,1,True
1395,129950,0,0,1,True
1396,128345,0,5,1,True
1397,128346,0,145,1,True
1398,128347,0,146,1,True
1399,128348,0,162,1,True
1400,128349,0,20,1,True
1401,128350,0,163,34,True
1402,128350,0,163,35,True
1403,128350,0,163,36,True
1404,128352,0,163,36,True
1405,128354,0,163,36,True
1406,128356,0,163,36,True
1407,128358,0,163,36,True
1408,128360,0,163,36,True
1409,128362,0,163,36,True
1410,128364,0,163,36,True
1411,128366,0,163,36,True
1412,128368,0,163,36,True
1413,128370,0,169,1,True
1414,128371,0,12,1,True
1415,128372,0,12,1,True
1416,128373,0,170,1,True
1417,128374,0,166,1,True
1418,128375,0,163,1,True
1419,128376,0,9,1,True
1420,128377,0,162,1,True
1421,128378,0,162,1,True
1422,128379,0,163,1,True
1423,128380,0,20,1,True
1424,128381,0,-1,1,True
1425,0,0,0,0,False
1426,128383,0,5,1,True
1427,128384,0,5,1,True
1428,128385,0,160,6,True
1429,128386,0,115,18,True
1430,128387,0,164,1,True
1431,128388,0,165,1,True
1432,128389,0,17,1,True
1433,128390,0,164,1,True
1434,128391,0,165,1,True
1435,128392,0,17,1,True
1436,128393,0,5,1,True
1437,128394,0,164,1,True
1438,128395,0,165,1,True
1439,128396,0,17,1,True
1440,128397,0,5,1,True
1441,128398,0,8,1,True
1442,128399,0,9,1,True
1443,128400,0,5,1,True
1444,128401,0,38,1,True
1445,128402,0,5,1,True
1446,128403,0,22,1,True
1447,128404,0,159,37,True
1448,128405,0,5,1,True
1449,128406,0,5,1,True
1450,128407,0,161,6,True
1451,128473,0,162,1,True
1452,128474,0,162,1,True
1453,85646,0,-1,1,False
1454,85647,0,-1,1,False
1455,85648,0,-1,1,False
1456,85649,0,-1,1,False
1457,85650,0,-1,1,False
1458,85651,0,-1,1,False
1459,85652,0,-1,1,False
1460,85653,0,-1,1,False
1461,85654,0,-1,1,False
1462,85655,0,-1,1,False
1463,180211,0,-1,1,True
1464,85656,0,-1,1,False
1465,2623,0,167,38,True
1466,2652,0,168,38,True
1467,128426,0,5,1,True
1468,128427,0,5,1,True
1469,128428,0,5,1,True
1470,128429,0,5,1,True
1471,128430,0,5,1,True
1472,128431,0,5,1,True
1473,128432,0,5,1,True
1474,128433,0,5,1,True
1475,128434,0,5,1,True
1476,129931,0,5,1,True
1477,129951,0,0,1,True
1478,128437,0,163,36,True
1479,128439,0,163,36,True
1480,128441,0,163,36,True
1481,128443,0,163,36,True
1482,128445,0,163,36,True
1483,128447,0,163,36,True
1484,128449,0,163,36,True
1485,128451,0,163,36,True
1486,128453,0,163,36,True
1487,128455,0,5,1,True
1488,128456,0,22,1,True
1489,128457,0,95,1,True
1490,128458,0,95,1,True
1491,128459,0,95,1,True
1492,128460,0,95,1,True
1493,128461,0,36,1,True
1494,128462,0,92,1,True
1495,128463,0,16,1,True
1496,128464,0,66,1,True
1497,128465,0,38,1,True
1498,128466,0,38,1,True
1499,128467,0,17,1,True
1500,121777,0,84,1,True
1501,121742,0,84,1,True
1502,121743,0,84,1,True
1503,121744,0,84,1,True
1504,121745,0,84,1,True
1505,121746,0,84,1,True
1506,121747,0,84,1,True
1507,121748,0,84,1,True
1508,121755,0,84,1,True
1509,121756,0,84,1,True
1510,121757,0,84,1,True
1511,121758,0,84,1,True
1512,128468,0,91,1,True
1513,128469,0,17,1,True
1514,120939,0,92,1,True
1515,120940,0,92,1,True
1516,120942,0,66,1,True
1517,120941,0,66,1,True
1518,120943,0,52,1,True
1519,128470,0,85,1,True
1520,128471,0,5,1,True
1521,0,0,0,0,False
1522,0,0,0,0,False
1523,0,0,0,0,False
1524,85662,0,-1,1,False
1525,85663,0,-1,1,False
1526,85664,0,-1,1,False
1527,85665,0,-1,1,False
1528,85666,0,-1,1,False
1529,85667,0,-1,1,False
1530,85668,0,-1,1,False
1531,85669,0,-1,1,False
1532,85670,0,-1,1,False
1533,85671,0,-1,1,False
1534,85672,0,-1,1,False
1535,85673,0,-1,1,False
1536,85657,0,-1,1,False
1537,85674,0,-1,1,False
1538,128472,0,52,1,True
1539,85675,0,-1,1,False
1540,85676,0,-1,1,False
1541,85677,0,-1,1,False
1542,85678,0,-1,1,False
1543,85679,0,-1,1,False
1544,85681,0,-1,1,False
1545,85682,0,-1,1,False
1546,85683,0,-1,1,False
1547,85680,0,-1,1,False
1548,85684,0,-1,1,False
1549,85685,0,-1,1,False
1550,0,0,0,0,False
1551,85687,0,-1,1,False
1552,85688,0,-1,1,False
1553,0,0,0,0,False
1554,85690,0,-1,1,False
1555,85691,0,-1,1,False
1556,85692,0,-1,1,False
1557,85693,0,-1,1,False
1558,85694,0,-1,1,False
1559,85695,0,-1,1,False
1560,128478,0,5,1,True
1561,128479,0,5,1,True
1562,128480,0,5,1,True
1563,128481,0,5,1,True
1564,128482,0,5,1,True
1565,128483,0,5,1,True
1566,128484,0,5,1,True
1567,128485,0,5,1,True
1568,128486,0,5,1,True
1569,128487,0,5,1,True
1570,128488,0,5,1,True
1571,128489,0,5,1,True
1572,128490,0,5,1,True
1573,128491,0,22,1,True
1574,128492,0,5,1,True
1575,128493,0,163,36,True
1576,128495,0,163,36,True
1577,128497,0,163,36,True
1578,128499,0,163,36,True
1579,128501,0,163,36,True
1580,128503,0,163,36,True
1581,128505,0,163,36,True
1582,128507,0,163,36,True
1583,128509,0,163,36,True
1584,128511,0,163,36,True
1585,128513,0,163,36,True
1586,128515,0,163,36,True
1587,128517,0,163,36,True
1588,128519,0,163,36,True
1589,128521,0,163,36,True
1590,128523,0,163,36,True
1591,128525,0,169,1,True
1592,128526,0,170,1,True
1593,128527,0,-1,1,True
1594,128528,0,-1,1,True
1595,128529,0,-1,1,True
1596,128530,0,-1,1,True
1597,128531,0,-1,1,True
1598,128532,0,-1,1,True
1599,128534,0,5,1,True
1600,85696,0,-1,1,False
1601,180212,0,-1,1,True
1602,85697,0,-1,1,False
1603,120180,0,-1,1,True
1604,120178,0,2,1,True
1605,120179,0,9,1,True
1606,85698,0,-1,1,False
1607,180213,0,-1,1,True
1608,128540,0,5,1,True
1609,128541,0,5,1,True
1610,128542,0,5,1,True
1611,128543,0,5,1,True
1612,0,0,0,0,False
1613,0,0,0,0,False
1614,0,0,0,0,False
1615,0,0,0,0,False
1616,0,0,0,0,False
1617,0,0,0,0,False
1618,0,0,0,0,False
1619,0,0,0,0,False
1620,0,0,0,0,False
1621,0,0,0,0,False
1622,0,0,0,0,False
1623,0,0,0,0,False
1624,0,0,0,0,False
1625,0,0,0,0,False
1626,0,0,0,0,False
1627,0,0,0,0,False
1628,0,0,0,0,False
1629,0,0,0,0,False
1630,0,0,0,0,False
1631,0,0,0,0,False
1632,128560,0,5,1,True
1633,0,0,0,0,False
1634,0,0,0,0,False
1635,0,0,0,0,False
1636,0,0,0,0,False
1637,0,0,0,0,False
1638,0,0,0,0,False
1639,0,0,0,0,False
1640,0,0,0,0,False
1641,0,0,0,0,False
1642,0,0,0,0,False
1643,0,0,0,0,False
1644,0,0,0,0,False
1645,0,0,0,0,False
1646,0,0,0,0,False
1647,0,0,0,0,False
1648,0,0,0,0,False
1649,0,0,0,0,False
1650,0,0,0,0,False
1651,0,0,0,0,False
1652,0,0,0,0,False
1653,0,0,0,0,False
1654,0,0,0,0,False
1655,0,0,0,0,False
1656,0,0,0,0,False
1657,0,0,0,0,False
1658,0,0,0,0,False
1659,0,0,0,0,False
1660,0,0,0,0,False
1661,0,0,0,0,False
1662,0,0,0,0,False
1663,0,0,0,0,False
1664,0,0,0,0,False
1665,85707,0,-1,1,False
1666,85708,0,-1,1,False
1667,85709,0,-1,1,False
1668,85710,0,-1,1,False
1669,85711,0,-1,1,False
1670,85712,0,-1,1,False
1671,85713,0,-1,1,False
1672,85714,0,-1,1,False
1673,85715,0,-1,1,False
1674,85716,0,-1,1,False
1675,0,0,0,0,False
1676,0,0,0,0,False
1677,0,0,0,0,False
1678,0,0,0,0,False
1679,0,0,0,0,False
1680,0,0,0,0,False
1681,0,0,0,0,False
1682,0,0,0,0,False
1683,0,0,0,0,False
1684,0,0,0,0,False
1685,0,0,0,0,False
1686,0,0,0,0,False
1687,0,0,0,0,False
1688,0,0,0,0,False
1689,0,0,0,0,False
1690,0,0,0,0,False
1691,0,0,0,0,False
1692,0,0,0,0,False
1693,0,0,0,0,False
1694,0,0,0,0,False
1695,0,0,0,0,False
1696,0,0,0,0,False
1697,0,0,0,0,False
1698,0,0,0,0,False
1699,0,0,0,0,False
1700,0,0,0,0,False
1701,0,0,0,0,False
1702,0,0,0,0,False
1703,0,0,0,0,False
1704,0,0,0,0,False
1705,0,0,0,0,False
1706,0,0,0,0,False
1707,0,0,0,0,False
1708,0,0,0,0,False
1709,0,0,0,0,False
1710,0,0,0,0,False
1711,0,0,0,0,False
1712,0,0,0,0,False
1713,0,0,0,0,False
1714,0,0,0,0,False
1715,0,0,0,0,False
1716,0,0,0,0,False
1717,0,0,0,0,False
1718,0,0,0,0,False
1719,0,0,0,0,False
1720,0,0,0,0,False
1721,0,0,0,0,False
1722,0,0,0,0,False
1723,0,0,0,0,False
1724,0,0,0,0,False
1725,0,0,0,0,False
1726,0,0,0,0,False
1727,0,0,0,0,False
1728,0,0,0,0,False
1729,0,0,0,0,False
1730,0,0,0,0,False
1731,0,0,0,0,False
1732,0,0,0,0,False
1733,0,0,0,0,False
1734,0,0,0,0,False
1735,0,0,0,0,False
1736,0,0,0,0,False
1737,0,0,0,0,False
1738,0,0,0,0,False
1739,0,0,0,0,False
1740,0,0,0,0,False
1741,0,0,0,0,False
1742,0,0,0,0,False
1743,0,0,0,0,False
1744,0,0,0,0,False
1745,0,0,0,0,False
1746,0,0,0,0,False
1747,0,0,0,0,False
1748,0,0,0,0,False
1749,0,0,0,0,False
1750,0,0,0,0,False
1751,0,0,0,0,False
1752,0,0,0,0,False
1753,0,0,0,0,False
1754,0,0,0,0,False
1755,0,0,0,0,False
1756,0,0,0,0,False
1757,0,0,0,0,False
1758,0,0,0,0,False
1759,0,0,0,0,False
1760,0,0,0,0,False
1761,0,0,0,0,False
1762,0,0,0,0,False
1763,0,0,0,0,False
1764,0,0,0,0,False
1765,0,0,0,0,False
1766,0,0,0,0,False
1767,0,0,0,0,False
1768,0,0,0,0,False
1769,0,0,0,0,False
1770,0,0,0,0,False
1771,0,0,0,0,False
1772,0,0,0,0,False
1773,0,0,0,0,False
1774,0,0,0,0,False
1775,0,0,0,0,False
1776,0,0,0,0,False
1777,0,0,0,0,False
1778,0,0,0,0,False
1779,0,0,0,0,False
1780,0,0,0,0,False
1781,0,0,0,0,False
1782,0,0,0,0,False
1783,0,0,0,0,False
1784,0,0,0,0,False
1785,0,0,0,0,False
1786,0,0,0,0,False
1787,0,0,0,0,False
1788,0,0,0,0,False
1789,0,0,0,0,False
1790,0,0,0,0,False
1791,0,0,0,0,False
1792,0,0,0,0,False
1793,0,0,0,0,False
1794,0,0,0,0,False
1795,0,0,0,0,False
1796,0,0,0,0,False
1797,0,0,0,0,False
1798,0,0,0,0,False
1799,0,0,0,0,False
1800,0,0,0,0,False
