#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Level[0],Level[1],Level[2],Level[3],RequiredQuest,PlaceName,AethernetName,Territory,Map,AetherstreamX,AetherstreamY,Unknown2,AethernetGroup,Order,IsAetheryte,Invisible
222,,,0,0,0,1,0,0,Aetheryte,10653714,0,0,0,0,0,4730,1185,0,0,0,0,14,0,False,False
223,,,0,0,0,1,0,0,Aetheryte,10653717,0,0,0,0,0,4731,1185,0,0,0,0,14,0,False,False
224,,,0,0,0,1,0,0,Aetheryte,10653719,0,0,0,0,0,4732,1185,0,0,0,0,14,0,False,False
225,,,0,0,0,1,0,0,Aetheryte,10653763,0,0,0,70407,0,4741,1187,0,0,0,0,14,0,False,True
226,,,0,0,0,1,0,0,Aetheryte,10653766,0,0,0,70401,0,4742,1188,0,0,0,0,14,0,False,True
227,,,0,0,0,1,0,0,Aetheryte,10653769,0,0,0,70415,0,4743,1188,0,0,0,0,14,0,False,True
228,,,0,0,0,1,0,0,Aetheryte,10653771,0,0,0,70433,0,4744,1189,0,0,0,0,14,0,False,True
229,,,0,0,0,1,0,0,Aetheryte,10653772,0,0,0,70448,0,4745,1190,0,0,0,0,14,0,False,True
230,,,0,0,0,1,0,0,Aetheryte,10653786,0,0,0,0,0,4733,1186,0,0,0,0,15,0,False,False
231,,,0,0,0,1,0,0,Aetheryte,10653789,0,0,0,0,0,4734,1186,0,0,0,0,15,0,False,False
232,,,0,0,0,1,0,0,Aetheryte,10653790,0,0,0,0,0,4735,1186,0,0,0,0,15,0,False,False
233,,,0,0,0,1,0,0,Aetheryte,10653791,0,0,0,0,0,4736,1186,0,0,0,0,15,0,False,False
234,,,0,0,0,1,0,0,Aetheryte,10653792,0,0,0,0,0,4737,1186,0,0,0,0,15,0,False,False
235,,,0,0,0,1,0,0,Aetheryte,10653793,0,0,0,0,0,4738,1186,0,0,0,0,15,0,False,False
236,,,0,0,0,1,0,0,Aetheryte,10653794,0,0,0,0,0,4739,1186,0,0,0,0,15,0,False,False
237,,,0,0,0,1,0,0,Aetheryte,10653802,0,0,0,0,0,4740,1191,0,0,0,0,15,0,False,True
238,,,0,0,0,1,0,0,Aetheryte,11129301,11129302,11129303,11129304,0,4595,0,1188,858,0,0,11,0,167,True,False
239,,,0,0,0,1,0,0,Aetheryte,12250673,0,0,0,70847,0,4757,1278,0,0,0,0,14,0,False,True
