#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
15371,コンカラーターバン,,,コンカラーターバン,0,0,0,1,0,0,65925,0,0,0,0,0,0,137,137,49,48,52,36,0,0,0,0,0,0,0,0,60,0,1,65,0,0,3,0,0,0,1,3,22,45,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,True,0,1,52680,475,6,21800,41655,215,19270,0,0,6197,0,2,4,34,0,3,5,0,2,11,True,True,False,True,False,True,False,False
15372,コンカラーベスト,,,コンカラーベスト,0,0,0,1,0,0,65925,0,0,0,0,0,0,184,184,77,77,82,57,0,0,0,0,0,0,0,0,60,0,1,65,0,0,3,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,True,0,1,87800,791,6,21800,43300,215,19270,0,0,6197,0,2,4,35,0,4,5,0,2,13,True,True,False,True,False,True,False,False
15373,コンカラーアームガード,,,コンカラーアームガード,0,0,0,1,0,0,65925,0,0,0,0,0,0,137,137,49,48,52,36,0,0,0,0,0,0,0,0,60,0,1,65,0,0,3,0,0,0,1,3,22,44,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,True,0,1,52680,475,6,21800,44460,215,19270,0,0,6197,0,2,4,37,0,5,5,0,2,13,True,True,False,True,False,False,False,False
15374,コンカラーブレー,,,コンカラーブレー,0,0,0,1,0,0,65925,0,0,0,0,0,0,184,184,77,77,82,57,0,0,0,0,0,0,0,0,60,0,1,65,0,0,3,0,0,0,1,3,45,22,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,True,0,1,87800,791,6,21800,45801,215,19270,0,0,6197,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
15375,コンカラーサンダル,,,コンカラーサンダル,0,0,0,1,0,0,65925,0,0,0,0,0,0,137,137,49,48,52,36,0,0,0,0,0,0,0,0,60,0,1,65,0,0,3,0,0,0,1,3,27,45,0,0,0,0,0,0,0,0,0,0,5,0,0,False,False,True,0,1,52680,475,6,21800,47055,215,19270,0,0,6197,0,2,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
15376,コンカラーベルト,,かつて帯防具として流通していた品。今や一体型の防具が主流となり、無用の長物となった,コンカラーベルト,0,0,0,1,0,0,0,0,0,0,0,0,0,156,156,49,52,43,31,0,0,0,0,0,0,0,0,60,0,1,65,0,0,3,0,0,0,1,3,44,27,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,33523,360,0,0,54106,215,19270,0,0,6192,0,2,44,39,0,0,5,0,2,12,True,True,False,True,False,False,False,False
15377,ラングラーハット,,,ラングラーハット,0,0,0,1,0,0,65916,0,0,0,0,0,0,137,137,49,48,52,36,0,0,0,0,0,0,0,0,60,0,1,66,0,0,4,0,0,0,2,3,44,27,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,52680,475,6,21800,41326,215,30270,0,0,6197,0,2,4,34,0,3,5,0,2,12,True,True,False,True,False,True,False,False
15378,ラングラージャケット,,,ラングラージャケット,0,0,0,1,0,0,65916,0,0,0,0,0,0,184,184,77,77,82,57,0,0,0,0,0,0,0,0,60,0,1,66,0,0,4,0,0,0,2,3,22,45,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,87800,791,6,21800,42521,215,30270,0,0,6197,0,2,4,35,0,4,5,0,2,12,True,True,False,True,False,True,False,False
15379,ラングラーグローブ,,,ラングラーグローブ,0,0,0,1,0,0,65916,0,0,0,0,0,0,137,137,49,48,52,36,0,0,0,0,0,0,0,0,60,0,1,66,0,0,4,0,0,0,2,3,27,22,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,52680,475,6,21800,44459,215,30270,0,0,6197,0,2,4,37,0,5,5,0,2,12,True,True,False,True,False,False,False,False
15380,ラングラーチャップス,,,ラングラーチャップス,0,0,0,1,0,0,65916,0,0,0,0,0,0,184,184,77,77,82,57,0,0,0,0,0,0,0,0,60,0,1,66,0,0,4,0,0,0,2,3,45,44,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,87800,791,6,21800,45800,215,30270,0,0,6197,0,2,4,36,0,7,5,0,2,12,True,True,False,True,False,False,False,False
15381,ラングラーブーツ,,,ラングラーブーツ,0,0,0,1,0,0,65916,0,0,0,0,0,0,137,137,49,48,52,36,0,0,0,0,0,0,0,0,60,0,1,66,0,0,4,0,0,0,2,3,22,45,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,52680,475,6,21800,46625,215,30270,0,0,6197,0,2,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
15382,ラングラーベルト,,かつて帯防具として流通していた品。今や一体型の防具が主流となり、無用の長物となった,ラングラーベルト,0,0,0,1,0,0,0,0,0,0,0,0,0,156,156,49,52,45,30,0,0,0,0,0,0,0,0,60,0,1,66,0,0,4,0,0,0,2,3,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,33523,360,0,0,54106,215,30270,0,0,6192,0,2,44,39,0,0,5,0,2,12,True,True,False,True,False,False,False,False
15383,サブジュゲーターターバン,,,サブジュゲーターターバン,0,0,0,1,0,0,131461,0,0,0,0,0,0,137,137,49,48,52,36,0,0,0,0,0,0,0,0,60,0,1,103,0,0,11,0,0,0,2,3,27,22,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,52680,475,6,21800,41656,215,23270,0,0,6197,0,2,4,34,0,3,5,0,2,11,True,True,False,True,False,True,False,False
15384,サブジュゲーターベスト,,,サブジュゲーターベスト,0,0,0,1,0,0,131461,0,0,0,0,0,0,184,184,77,77,82,57,0,0,0,0,0,0,0,0,60,0,1,103,0,0,11,0,0,0,2,3,22,44,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,87800,791,6,21800,43301,215,23270,0,0,6197,0,2,4,35,0,4,5,0,2,13,True,True,False,True,False,True,False,False
15385,サブジュゲーターアームガード,,,サブジュゲーターアームガード,0,0,0,1,0,0,131461,0,0,0,0,0,0,137,137,49,48,52,36,0,0,0,0,0,0,0,0,60,0,1,103,0,0,11,0,0,0,2,3,27,45,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,52680,475,6,21800,44461,215,23270,0,0,6197,0,2,4,37,0,5,5,0,2,13,True,True,False,True,False,False,False,False
15386,サブジュゲーターブレー,,,サブジュゲーターブレー,0,0,0,1,0,0,131461,0,0,0,0,0,0,184,184,77,77,82,57,0,0,0,0,0,0,0,0,60,0,1,103,0,0,11,0,0,0,2,3,44,22,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,87800,791,6,21800,45802,215,23270,0,0,6197,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
15387,サブジュゲーターサンダル,,,サブジュゲーターサンダル,0,0,0,1,0,0,131461,0,0,0,0,0,0,137,137,49,48,52,36,0,0,0,0,0,0,0,0,60,0,1,103,0,0,11,0,0,0,2,3,45,27,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,52680,475,6,21800,47056,215,23270,0,0,6197,0,2,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
15388,サブジュゲーターベルト,,かつて帯防具として流通していた品。今や一体型の防具が主流となり、無用の長物となった,サブジュゲーターベルト,0,0,0,1,0,0,0,0,0,0,0,0,0,156,156,49,52,45,31,0,0,0,0,0,0,0,0,60,0,1,103,0,0,11,0,0,0,2,3,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,33523,360,0,0,54106,215,23270,0,0,6192,0,2,44,39,0,0,5,0,2,12,True,True,False,True,False,False,False,False
15389,プロフェットマスク,,,プロフェットマスク,0,0,0,1,0,0,65897,0,0,0,0,0,0,100,174,49,43,52,36,0,0,0,0,0,0,0,0,60,0,1,64,0,0,6,0,0,0,5,3,27,6,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,52680,475,6,21800,41650,215,47270,0,0,6197,0,2,4,34,0,3,5,0,2,8,True,True,False,True,False,False,False,False
15390,プロフェットチェストラップ,,,プロフェットチェストラップ,0,0,0,1,0,0,65897,0,0,0,0,0,0,134,234,77,69,82,57,0,0,0,0,0,0,0,0,60,0,1,64,0,0,6,0,0,0,5,3,6,44,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,87800,791,6,21800,43715,215,47270,0,0,6197,0,2,4,35,0,4,5,0,2,13,True,True,False,True,False,True,False,False
15391,プロフェットアームレット,,,プロフェットアームレット,0,0,0,1,0,0,65897,0,0,0,0,0,0,100,174,49,43,52,36,0,0,0,0,0,0,0,0,60,0,1,64,0,0,6,0,0,0,5,3,44,6,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,52680,475,6,21800,44452,215,47270,0,0,6197,0,2,4,37,0,5,5,0,2,11,True,True,False,True,False,False,False,False
15392,プロフェットキュロット,,,プロフェットキュロット,0,0,0,1,0,0,65897,0,0,0,0,0,0,134,234,77,69,82,57,0,0,0,0,0,0,0,0,60,0,1,64,0,0,6,0,0,0,5,3,46,27,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,87800,791,6,21800,45787,215,47270,0,0,6197,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
15393,プロフェットサンダル,,,プロフェットサンダル,0,0,0,1,0,0,65897,0,0,0,0,0,0,100,174,49,43,52,36,0,0,0,0,0,0,0,0,60,0,1,64,0,0,6,0,0,0,5,3,6,46,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,52680,475,6,21800,46614,215,47270,0,0,6197,0,2,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
15394,プロフェットベルト,,かつて帯防具として流通していた品。今や一体型の防具が主流となり、無用の長物となった,プロフェットベルト,0,0,0,1,0,0,0,0,0,0,0,0,0,113,199,49,47,43,35,0,0,0,0,0,0,0,0,60,0,1,64,0,0,6,0,0,0,5,3,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,33523,360,0,0,54106,215,47270,0,0,6192,0,2,44,39,0,0,5,0,2,12,True,True,False,True,False,False,False,False
15395,パネジリストマスク,,,パネジリストマスク,0,0,0,1,0,0,131433,0,0,0,0,0,0,100,174,49,43,52,36,0,0,0,0,0,0,0,0,60,0,1,63,0,0,5,0,0,0,4,3,27,44,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,52680,475,6,21800,41651,215,40270,0,0,6197,0,2,4,34,0,3,5,0,2,8,True,True,False,True,False,False,False,False
15396,パネジリストチェストラップ,,,パネジリストチェストラップ,0,0,0,1,0,0,131433,0,0,0,0,0,0,134,234,77,69,82,57,0,0,0,0,0,0,0,0,60,0,1,63,0,0,5,0,0,0,4,3,46,22,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,87800,791,6,21800,43716,215,40270,0,0,6197,0,2,4,35,0,4,5,0,2,13,True,True,False,True,False,True,False,False
15397,パネジリストアームレット,,,パネジリストアームレット,0,0,0,1,0,0,131433,0,0,0,0,0,0,100,174,49,43,52,36,0,0,0,0,0,0,0,0,60,0,1,63,0,0,5,0,0,0,4,3,22,46,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,52680,475,6,21800,44453,215,40270,0,0,6197,0,2,4,37,0,5,5,0,2,11,True,True,False,True,False,False,False,False
15398,パネジリストキュロット,,,パネジリストキュロット,0,0,0,1,0,0,131433,0,0,0,0,0,0,134,234,77,69,82,57,0,0,0,0,0,0,0,0,60,0,1,63,0,0,5,0,0,0,4,3,44,27,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,87800,791,6,21800,45788,215,40270,0,0,6197,0,2,4,36,0,7,5,0,2,13,True,True,False,True,False,False,False,False
15399,パネジリストサンダル,,,パネジリストサンダル,0,0,0,1,0,0,131433,0,0,0,0,0,0,100,174,49,43,52,36,0,0,0,0,0,0,0,0,60,0,1,63,0,0,5,0,0,0,4,3,22,44,0,0,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,52680,475,6,21800,46615,215,40270,0,0,6197,0,2,4,38,0,8,5,0,2,12,True,True,False,True,False,False,False,False
15400,パネジリストベルト,,かつて帯防具として流通していた品。今や一体型の防具が主流となり、無用の長物となった,パネジリストベルト,0,0,0,1,0,0,0,0,0,0,0,0,0,113,199,49,47,45,31,0,0,0,0,0,0,0,0,60,0,1,63,0,0,5,0,0,0,4,3,27,46,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,33523,360,0,0,54106,215,40270,0,0,6192,0,2,44,39,0,0,5,0,2,12,True,True,False,True,False,False,False,False
15401,バーサーカースカーフ,,,バーサーカースカーフ,0,0,0,1,0,0,327721,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,1,0,0,0,3,44,19,0,0,1,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,33523,360,6,21800,54950,215,8270,0,0,6192,0,2,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
15402,バーサーカーピアス,,,バーサーカーピアス,0,0,0,1,0,0,196647,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,1,0,0,0,3,22,27,0,0,1,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,33523,360,6,21800,55373,215,8270,0,0,6192,0,2,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
15403,バーサーカーバングル,,,バーサーカーバングル,0,0,0,1,0,0,393256,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,1,0,0,0,3,19,22,0,0,1,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,33523,360,6,21800,55751,215,8270,0,0,6192,0,2,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
15404,バーサーカーリング,,,バーサーカーリング,0,0,0,1,0,0,327722,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,1,0,0,0,3,27,45,0,0,1,0,0,0,0,0,0,0,0,3,0,0,False,False,True,0,1,33523,360,6,21800,54601,215,8270,0,0,6192,0,2,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
15405,バイキングスカーフ,,,バイキングスカーフ,0,0,0,1,0,0,327721,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,10,0,0,0,1,22,27,0,0,3,0,0,0,0,0,0,0,0,4,0,0,False,False,True,0,1,33523,360,6,21800,54950,215,19270,0,0,6192,0,2,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
15406,バイキングピアス,,,バイキングピアス,0,0,0,1,0,0,196647,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,10,0,0,0,1,27,22,0,0,3,0,0,0,0,0,0,0,0,4,0,0,False,False,True,0,1,33523,360,6,21800,55373,215,19270,0,0,6192,0,2,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
15407,バイキングバングル,,,バイキングバングル,0,0,0,1,0,0,393256,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,10,0,0,0,1,22,44,0,0,3,0,0,0,0,0,0,0,0,4,0,0,False,False,True,0,1,33523,360,6,21800,55751,215,19270,0,0,6192,0,2,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
15408,バイキングリング,,,バイキングリング,0,0,0,1,0,0,327722,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,10,0,0,0,1,44,45,0,0,3,0,0,0,0,0,0,0,0,4,0,0,False,False,True,0,1,33523,360,6,21800,54601,215,19270,0,0,6192,0,2,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
15409,ラングラースカーフ,,,ラングラースカーフ,0,0,0,1,0,0,327721,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,12,0,0,0,2,45,44,0,0,3,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,33523,360,6,21800,54950,215,30270,0,0,6192,0,2,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
15410,ラングラーピアス,,,ラングラーピアス,0,0,0,1,0,0,196647,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,12,0,0,0,2,45,22,0,0,3,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,33523,360,6,21800,55373,215,30270,0,0,6192,0,2,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
15411,ラングラーバングル,,,ラングラーバングル,0,0,0,1,0,0,393256,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,12,0,0,0,2,27,22,0,0,3,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,33523,360,6,21800,55751,215,30270,0,0,6192,0,2,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
15412,ラングラーリング,,,ラングラーリング,0,0,0,1,0,0,327722,0,0,0,0,0,0,1,1,38,41,29,0,0,38,0,0,0,0,0,0,60,0,1,1,0,0,12,0,0,0,2,44,27,0,0,3,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,33523,360,6,21800,54601,215,30270,0,0,6192,0,2,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
15413,プロフェットスカーフ,,,プロフェットスカーフ,0,0,0,1,0,0,327721,0,0,0,0,0,0,1,1,38,41,29,0,0,34,0,0,0,0,0,0,60,0,1,1,0,0,6,0,0,0,5,27,6,0,0,3,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,33523,360,6,21800,54950,215,47270,0,0,6192,0,2,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
15414,プロフェットピアス,,,プロフェットピアス,0,0,0,1,0,0,196647,0,0,0,0,0,0,1,1,38,41,29,0,0,34,0,0,0,0,0,0,60,0,1,1,0,0,6,0,0,0,5,6,46,0,0,3,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,33523,360,6,21800,55373,215,47270,0,0,6192,0,2,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
15415,プロフェットバングル,,,プロフェットバングル,0,0,0,1,0,0,393256,0,0,0,0,0,0,1,1,38,41,29,0,0,34,0,0,0,0,0,0,60,0,1,1,0,0,6,0,0,0,5,6,44,0,0,3,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,33523,360,6,21800,55751,215,47270,0,0,6192,0,2,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
15416,プロフェットリング,,,プロフェットリング,0,0,0,1,0,0,327722,0,0,0,0,0,0,1,1,38,41,29,0,0,34,0,0,0,0,0,0,60,0,1,1,0,0,6,0,0,0,5,46,27,0,0,3,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,33523,360,6,21800,54601,215,47270,0,0,6192,0,2,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
15417,パネジリストスカーフ,,,パネジリストスカーフ,0,0,0,1,0,0,327721,0,0,0,0,0,0,1,1,38,41,29,0,0,34,0,0,0,0,0,0,60,0,1,1,0,0,5,0,0,0,4,22,44,0,0,3,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,33523,360,6,21800,54950,215,40270,0,0,6192,0,2,4,40,0,10,5,0,2,11,True,True,False,True,False,False,False,False
15418,パネジリストピアス,,,パネジリストピアス,0,0,0,1,0,0,196647,0,0,0,0,0,0,1,1,38,41,29,0,0,34,0,0,0,0,0,0,60,0,1,1,0,0,5,0,0,0,4,22,46,0,0,3,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,33523,360,6,21800,55373,215,40270,0,0,6192,0,2,4,41,0,9,5,0,2,11,True,True,False,True,False,False,False,False
15419,パネジリストバングル,,,パネジリストバングル,0,0,0,1,0,0,393256,0,0,0,0,0,0,1,1,38,41,29,0,0,34,0,0,0,0,0,0,60,0,1,1,0,0,5,0,0,0,4,46,27,0,0,3,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,33523,360,6,21800,55751,215,40270,0,0,6192,0,2,4,42,0,11,5,0,2,11,True,True,False,True,False,False,False,False
15420,パネジリストリング,,,パネジリストリング,0,0,0,1,0,0,327722,0,0,0,0,0,0,1,1,38,41,29,0,0,34,0,0,0,0,0,0,60,0,1,1,0,0,5,0,0,0,4,44,22,0,0,3,0,0,0,0,0,0,0,0,8,0,0,False,False,True,0,1,33523,360,6,21800,54601,215,40270,0,0,6192,0,2,4,43,0,12,5,0,2,11,True,True,False,True,False,False,False,False
15421,邪竜のトーテム像,,ニーズヘッグを象った角材製の小像。異端者が邪竜に捧げた供物らしい,邪竜のトーテム像,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,9306,0,0,0,21002,1,10000,0,0,0,0,1,16,61,0,0,55,0,2,0,False,True,False,False,False,False,False,False
15422,ゲルモラ土器片,,地下都市ゲルモラ時代の土器の欠片,ゲルモラ土器片,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,9108,0,0,0,25975,230,10000,0,0,0,0,1,16,61,0,0,41,0,2,0,False,True,False,False,False,False,False,False
15423,飾りクポの実証書,,遺失物管理人に渡すことで、獣人貨幣「飾りクポの実」に払い戻しできる,飾りクポの実証書,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2178,0,0,0,26187,55,0,0,0,0,0,1,16,61,0,0,63,0,2,0,False,True,False,False,False,False,False,False
15424,紅蓮祭手形:2016,,紅蓮祭実行委員が発行した手形。さまざまな景品と交換できる,紅蓮祭手形:2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,19,0,0,0,25918,1,45000,0,0,0,0,1,16,85,0,0,55,0,2,0,False,True,False,False,False,False,False,False
15425,ロランベリーシェイブドアイス,,"細かく削った氷にロランベリーのソースをかけた冷菓
敵討伐・製作・採集時の経験値獲得量が上昇する
経験値獲得量 +3%
効果時間 30:00 [最大2倍まで効果時間の継ぎ足し可能]",ロランベリーシェイブドアイス,0,0,0,1,0,0,4295501485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,600,1,0,0,24080,5,30000,1012,0,0,0,1,5,46,45,0,7,0,0,0,False,False,False,False,False,False,False,False
15426,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
15427,ニーズヘッグ・バード,,邪竜ニーズヘッグを模したチョコボ装甲,ニーズヘッグ・バード,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,1,0,0,58638,1,20000,1032,0,0,0,1,16,63,90,0,51,0,2,0,False,False,False,False,False,False,False,False
15428,バトラー・バード,,執事風の装飾を施したチョコボ装甲,バトラー・バード,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,58641,1,20000,1033,0,0,0,1,16,63,0,0,51,0,2,0,True,True,True,False,False,False,False,False
15429,クラウドマロウの種,,"マウント修得
クラウドマロウを呼び寄せるための魔法の種",クラウドマロウの種,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,200000,0,0,0,27459,1,20000,1039,0,0,0,1,16,63,0,0,59,0,1,0,True,True,True,True,False,False,False,False
15430,でぶモーグリホルン,,"マウント修得
でぶモーグリを呼び寄せるためのピカピカのラッパ",でぶモーグリホルン,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26038,1,20000,1038,0,0,0,1,16,63,0,0,59,0,1,0,True,True,True,False,False,False,False,False
15431,ウィスパー号の鍵,,"マウント修得
ウィスパー号を起動するための奇妙な鍵",ウィスパー号の鍵,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,25903,1,20000,1040,0,0,0,1,16,63,0,0,59,0,1,0,True,True,True,True,False,False,False,False
15432,ダークラナーホイッスル,,"マウント修得
ダークラナーを呼び寄せるための笛",ダークラナーホイッスル,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26039,1,20000,1041,0,0,0,1,16,63,0,0,59,0,1,0,True,True,True,True,False,False,False,False
