#,GatheringPoint[0],GatheringPoint[1],GatheringPoint[2],GatheringPoint[3],GatheringPoint[4],GatheringPoint[5],GatheringPoint[6],GatheringPoint[7],GatheringPoint[8],GatheringPoint[9],GatheringPoint[10],GatheringPoint[11],PopRange[0],PopRange[1],PopRange[2],PopRange[3],PopRange[4],PopRange[5],PopRange[6],PopRange[7],PopRange[8],PopRange[9],PopRange[10],PopRange[11]
239,30958,30959,30961,30962,30963,30964,30966,30967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,30959,30960,30961,30962,30963,30964,30965,30966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,30958,30959,30960,30961,30963,30965,30966,30967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,30958,30960,30961,30962,30964,30965,30966,30967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,30968,30969,30970,30971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,30972,30973,30975,30976,30977,30978,30980,30981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,30973,30974,30975,30976,30977,30978,30979,30980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,30972,30973,30974,30975,30977,30979,30980,30981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,30972,30974,30975,30976,30978,30979,30980,30981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,30982,30983,30984,30986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,30982,30983,30985,30987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,30982,30984,30985,30987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,30983,30984,30985,30987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,31061,31063,31064,31067,31068,31069,31070,31072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,31061,31062,31063,31064,31066,31069,31070,31071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,31061,31063,31064,31065,31067,31070,31071,31072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,31062,31064,31065,31066,31067,31068,31070,31072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,31061,31062,31063,31064,31065,31066,31067,31068,31069,31070,31071,31072,0,0,0,0,0,0,0,0,0,0,0,0
257,31073,31074,31075,31076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,31077,31079,31080,31082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,31077,31078,31080,31082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,31077,31079,31080,31081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,31078,31080,31081,31082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,31077,31078,31079,31080,31081,31082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,31083,31085,31086,31089,31090,31091,31092,31094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,31083,31084,31085,31086,31088,31091,31092,31093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,31083,31085,31086,31087,31089,31092,31093,31094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,31084,31086,31087,31088,31089,31090,31092,31094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,31083,31084,31085,31086,31087,31088,31089,31090,31091,31092,31093,31094,0,0,0,0,0,0,0,0,0,0,0,0
268,31095,31097,31098,31101,31102,31103,31104,31106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,31095,31096,31097,31098,31100,31103,31104,31105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,31095,31097,31098,31099,31101,31104,31105,31106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,31096,31098,31099,31100,31101,31102,31104,31106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,31095,31096,31097,31098,31099,31100,31101,31102,31103,31104,31105,31106,0,0,0,0,0,0,0,0,0,0,0,0
273,31107,31108,31109,31110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,31111,31113,31114,31117,31118,31119,31120,31122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,31111,31112,31113,31114,31116,31119,31120,31121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,31111,31113,31114,31115,31117,31120,31121,31122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,31112,31114,31115,31116,31117,31118,31120,31122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,31111,31112,31113,31114,31115,31116,31117,31118,31119,31120,31121,31122,0,0,0,0,0,0,0,0,0,0,0,0
279,31123,31124,31125,31126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,31127,31129,31130,31132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,31127,31128,31130,31132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,31127,31129,31130,31131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,31128,31130,31131,31132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,31127,31128,31129,31130,31131,31132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,31133,31135,31136,31139,31140,31141,31142,31144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,31133,31134,31135,31136,31138,31141,31142,31143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,31133,31135,31136,31137,31139,31142,31143,31144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,31134,31136,31137,31138,31139,31140,31142,31144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,31133,31134,31135,31136,31137,31138,31139,31140,31141,31142,31143,31144,0,0,0,0,0,0,0,0,0,0,0,0
290,31145,31146,31147,31148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,31149,31151,31152,31154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,31149,31150,31152,31154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,31149,31151,31152,31153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,31150,31152,31153,31154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,31149,31150,31151,31152,31153,31154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,31155,31157,31158,31161,31162,31163,31164,31166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,31155,31156,31157,31158,31160,31163,31164,31165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,31155,31157,31158,31159,31161,31164,31165,31166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,31156,31158,31159,31160,31161,31162,31164,31166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,31155,31156,31157,31158,31159,31160,31161,31162,31163,31164,31165,31166,0,0,0,0,0,0,0,0,0,0,0,0
301,31167,31169,31170,31173,31174,31175,31176,31178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,31167,31168,31169,31170,31172,31175,31176,31177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,31167,31169,31170,31171,31173,31176,31177,31178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,31168,31170,31171,31172,31173,31174,31176,31178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,31167,31168,31169,31170,31171,31172,31173,31174,31175,31176,31177,31178,0,0,0,0,0,0,0,0,0,0,0,0
306,31179,31181,31182,31184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,31179,31180,31182,31184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,31179,31181,31182,31183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,31180,31182,31183,31184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,31179,31180,31181,31182,31183,31184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,31185,31187,31188,31191,31192,31193,31194,31196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,31185,31186,31187,31188,31190,31193,31194,31195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,31185,31187,31188,31189,31191,31194,31195,31196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,31186,31188,31189,31190,31191,31192,31194,31196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,31185,31186,31187,31188,31189,31190,31191,31192,31193,31194,31195,31196,0,0,0,0,0,0,0,0,0,0,0,0
316,31197,31198,31199,31200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,31201,31203,31204,31206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,31201,31202,31204,31206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,31201,31203,31204,31205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,31202,31204,31205,31206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,31201,31202,31203,31204,31205,31206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,31207,31209,31210,31213,31214,31215,31216,31218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,31207,31208,31209,31210,31212,31215,31216,31217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,31207,31209,31210,31211,31213,31216,31217,31218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,31208,31210,31211,31212,31213,31214,31216,31218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,31207,31208,31209,31210,31211,31212,31213,31214,31215,31216,31217,31218,0,0,0,0,0,0,0,0,0,0,0,0
327,31219,31221,31222,31225,31226,31227,31228,31230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,31219,31220,31221,31222,31224,31227,31228,31229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,31219,31221,31222,31223,31225,31228,31229,31230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,31220,31222,31223,31224,31225,31226,31228,31230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,31219,31220,31221,31222,31223,31224,31225,31226,31227,31228,31229,31230,0,0,0,0,0,0,0,0,0,0,0,0
332,31231,31232,31233,31234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,31235,31237,31238,31241,31242,31243,31244,31246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,31235,31236,31237,31238,31240,31243,31244,31245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,31235,31237,31238,31239,31241,31244,31245,31246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,31236,31238,31239,31240,31241,31242,31244,31246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,31235,31236,31237,31238,31239,31240,31241,31242,31243,31244,31245,31246,0,0,0,0,0,0,0,0,0,0,0,0
338,31247,31248,31249,31250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,31251,31253,31254,31256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,31251,31252,31254,31256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,31251,31253,31254,31255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,31252,31254,31255,31256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,31251,31252,31253,31254,31255,31256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,31257,31259,31260,31263,31264,31265,31266,31268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,31257,31258,31259,31260,31262,31265,31266,31267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,31257,31259,31260,31261,31263,31266,31267,31268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,31258,31260,31261,31262,31263,31264,31266,31268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,31257,31258,31259,31260,31261,31262,31263,31264,31265,31266,31267,31268,0,0,0,0,0,0,0,0,0,0,0,0
349,31269,31270,31271,31272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,31273,31275,31276,31278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,31273,31274,31276,31278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,31273,31275,31276,31277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,31274,31276,31277,31278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,31273,31274,31275,31276,31277,31278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,31279,31281,31282,31285,31286,31287,31288,31290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,31279,31280,31281,31282,31284,31287,31288,31289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,31279,31281,31282,31283,31285,31288,31289,31290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,31280,31282,31283,31284,31285,31286,31288,31290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,31279,31280,31281,31282,31283,31284,31285,31286,31287,31288,31289,31290,0,0,0,0,0,0,0,0,0,0,0,0
360,31291,31293,31294,31297,31298,31299,31300,31302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,31291,31292,31293,31294,31296,31299,31300,31301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,31291,31293,31294,31295,31297,31300,31301,31302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,31292,31294,31295,31296,31297,31298,31300,31302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,31291,31292,31293,31294,31295,31296,31297,31298,31299,31300,31301,31302,0,0,0,0,0,0,0,0,0,0,0,0
365,31303,31305,31306,31308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,31303,31304,31306,31308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,31303,31305,31306,31307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,31304,31306,31307,31308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,31303,31304,31305,31306,31307,31308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,31823,31825,31826,31829,31830,31831,31832,31834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,31823,31824,31825,31826,31828,31831,31832,31833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,31823,31825,31826,31827,31829,31832,31833,31834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,31824,31826,31827,31828,31829,31830,31832,31834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,31835,31836,31837,31838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,31839,31841,31842,31844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,31839,31840,31842,31844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,31839,31841,31842,31843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,31840,31842,31843,31844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,31845,31847,31848,31851,31852,31853,31854,31856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,31845,31846,31847,31848,31850,31853,31854,31855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,31845,31847,31848,31849,31851,31854,31855,31856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,31846,31848,31849,31850,31851,31852,31854,31856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,31857,31859,31860,31863,31864,31865,31866,31868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,31857,31858,31859,31860,31862,31865,31866,31867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,31857,31859,31860,31861,31863,31866,31867,31868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,31858,31860,31861,31862,31863,31864,31866,31868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,31869,31870,31871,31872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,31873,31875,31876,31879,31880,31881,31882,31884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,31873,31874,31875,31876,31878,31881,31882,31883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,31873,31875,31876,31877,31879,31882,31883,31884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,31874,31876,31877,31878,31879,31880,31882,31884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,31885,31886,31887,31888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,31889,31891,31892,31894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,31889,31890,31892,31894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,31889,31891,31892,31893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,31890,31892,31893,31894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,31895,31896,31897,31898,31899,31900,31901,31902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,31907,31908,31909,31910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,31911,31913,31914,31916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,31911,31912,31914,31916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,31911,31913,31914,31915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,31912,31914,31915,31916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,31917,31919,31920,31923,31924,31925,31926,31928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,31917,31918,31919,31920,31922,31925,31926,31927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,31917,31919,31920,31921,31923,31926,31927,31928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,31918,31920,31921,31922,31923,31924,31926,31928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,31929,31931,31932,31935,31936,31937,31938,31940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,31929,31930,31931,31932,31934,31937,31938,31939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,31929,31931,31932,31933,31935,31938,31939,31940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,31930,31932,31933,31934,31935,31936,31938,31940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,31941,31943,31944,31946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,31941,31942,31944,31946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,31941,31943,31944,31945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,31942,31944,31945,31946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,31947,31949,31950,31953,31954,31955,31956,31958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,31947,31948,31949,31950,31952,31955,31956,31957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,31947,31949,31950,31951,31953,31956,31957,31958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,31948,31950,31951,31952,31953,31954,31956,31958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,31959,31960,31961,31962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,31963,31965,31966,31968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,31963,31964,31966,31968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,31963,31965,31966,31967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,31964,31966,31967,31968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,31969,31971,31972,31975,31976,31977,31978,31980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,31969,31970,31971,31972,31974,31977,31978,31979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,31969,31971,31972,31973,31975,31978,31979,31980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,31970,31972,31973,31974,31975,31976,31978,31980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,31981,31983,31984,31987,31988,31989,31990,31992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,31981,31982,31983,31984,31986,31989,31990,31991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,31981,31983,31984,31985,31987,31990,31991,31992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,31982,31984,31985,31986,31987,31988,31990,31992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,31993,31994,31995,31996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,31997,31999,32000,32003,32004,32005,32006,32008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,31997,31998,31999,32000,32002,32005,32006,32007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,31997,31999,32000,32001,32003,32006,32007,32008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,31998,32000,32001,32002,32003,32004,32006,32008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,32009,32010,32011,32012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,32013,32015,32016,32018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,32013,32014,32016,32018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,32013,32015,32016,32017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,32014,32016,32017,32018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,32019,32021,32022,32025,32026,32027,32028,32030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,32019,32020,32021,32022,32024,32027,32028,32029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,32019,32021,32022,32023,32025,32028,32029,32030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,32020,32022,32023,32024,32025,32026,32028,32030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,32031,32032,32033,32034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,32035,32037,32038,32040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,32035,32036,32038,32040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,32035,32037,32038,32039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,32036,32038,32039,32040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,32041,32043,32044,32047,32048,32049,32050,32052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,32041,32042,32043,32044,32046,32049,32050,32051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,32041,32043,32044,32045,32047,32050,32051,32052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,32042,32044,32045,32046,32047,32048,32050,32052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,32053,32055,32056,32059,32060,32061,32062,32064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,32053,32054,32055,32056,32058,32061,32062,32063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,32053,32055,32056,32057,32059,32062,32063,32064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,32054,32056,32057,32058,32059,32060,32062,32064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,32065,32067,32068,32070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,32065,32066,32068,32070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,32065,32067,32068,32069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,32066,32068,32069,32070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,32372,32374,32375,32378,32379,32380,32381,32383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,32372,32373,32374,32375,32377,32380,32381,32382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,32372,32374,32375,32376,32378,32381,32382,32383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,32373,32375,32376,32377,32378,32379,32381,32383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,32384,32385,32386,32387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,32388,32390,32391,32393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,32388,32389,32391,32393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,32388,32390,32391,32392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,32389,32391,32392,32393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,32394,32396,32397,32400,32401,32402,32403,32405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,32394,32395,32396,32397,32399,32402,32403,32404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,32394,32396,32397,32398,32400,32403,32404,32405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,32395,32397,32398,32399,32400,32401,32403,32405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,32406,32408,32409,32412,32413,32414,32415,32417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,32406,32407,32408,32409,32411,32414,32415,32416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,32406,32408,32409,32410,32412,32415,32416,32417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,32407,32409,32410,32411,32412,32413,32415,32417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,32418,32419,32420,32421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,32422,32424,32425,32428,32429,32430,32431,32433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
