#,Item,ExpModifier[0],ExpModifier[1],ExpModifier[2],CosmoCredits,PlanetCredits,Unknown20,ResearchReward[0],ResearchReward[1],ResearchReward[2],ItemCount,Unknown19,Tool[0],Tool[1],Tool[2],TypeIndex[0],TypeIndex[1],TypeIndex[2]
361,0,180,10,5,3,7,0,11,0,0,0,0,9,0,0,1,0,0
362,0,180,10,5,3,7,0,11,0,0,0,0,9,0,0,1,0,0
363,0,110,5,5,2,4,0,7,0,0,0,0,9,0,0,1,0,0
364,0,110,5,5,2,4,0,7,0,0,0,0,9,0,0,1,0,0
365,0,150,10,5,2,6,0,9,0,0,0,0,9,0,0,1,0,0
366,0,150,10,5,2,6,0,9,0,0,0,0,9,0,0,1,0,0
367,0,0,25,10,3,8,0,4,8,0,0,0,9,9,0,2,1,0
368,0,0,10,5,2,3,0,3,2,0,0,0,9,9,0,2,1,0
369,0,0,20,10,3,6,0,5,5,0,0,0,9,9,0,2,1,0
370,0,0,20,10,3,6,0,4,6,0,0,0,9,9,0,2,1,0
371,0,0,20,10,3,6,0,6,4,0,0,0,9,9,0,2,1,0
372,0,0,20,10,3,6,0,5,5,0,0,0,9,9,0,2,1,0
373,0,0,25,10,3,8,0,6,6,0,0,0,9,9,0,2,1,0
374,0,0,0,15,6,8,0,4,8,0,0,0,9,9,0,2,1,0
375,0,0,0,10,3,3,0,3,2,0,0,0,9,9,0,2,1,0
376,0,0,0,15,5,7,0,6,4,0,0,0,9,9,0,3,1,0
377,0,0,0,15,5,7,0,6,4,0,0,0,9,9,0,3,2,0
378,0,0,0,15,5,7,0,6,4,0,0,0,9,9,0,3,1,0
379,0,0,0,15,5,7,0,6,4,0,0,0,9,9,0,3,2,0
380,0,0,0,15,6,8,0,5,4,4,0,0,9,9,9,3,2,1
381,0,0,0,30,12,16,0,9,9,9,0,0,9,9,9,3,2,1
382,0,0,0,0,10,9,0,7,10,0,0,0,9,9,0,2,1,0
383,0,0,0,0,7,7,0,7,5,0,0,0,9,9,0,3,1,0
384,0,0,0,0,10,9,0,7,10,0,0,0,9,9,0,3,2,0
385,0,0,0,0,10,9,0,10,6,0,0,0,9,9,0,4,1,0
386,0,0,0,0,10,9,0,10,6,0,0,0,9,9,0,4,2,0
387,0,0,0,0,10,10,0,10,7,0,0,0,9,9,0,3,1,0
388,0,0,0,0,14,14,0,9,14,0,0,0,9,9,0,3,2,0
389,0,0,0,0,15,16,0,15,10,0,0,0,9,9,0,4,1,0
390,0,0,0,0,11,12,0,9,6,6,0,0,9,9,9,4,3,1
391,0,0,0,0,10,11,0,8,5,5,0,0,9,9,9,4,3,2
392,0,0,0,0,16,18,0,12,8,8,0,0,9,9,9,4,2,1
393,0,0,0,0,10,9,0,10,7,0,0,0,9,9,0,4,3,0
394,0,0,0,0,21,22,0,5,5,5,0,0,9,9,9,3,2,1
395,0,0,0,0,7,7,0,5,7,0,0,0,9,9,0,2,1,0
396,0,0,0,0,20,22,0,8,5,5,0,0,9,9,9,4,3,1
397,0,0,0,0,22,25,0,8,6,6,0,0,9,9,9,4,3,2
398,0,0,0,0,10,10,0,10,7,0,0,0,9,9,0,4,2,0
399,0,0,0,0,24,27,0,11,8,8,0,0,9,9,9,4,3,1
400,0,0,0,0,10,11,0,10,7,0,0,0,9,9,0,4,3,0
401,0,0,0,0,21,23,0,6,6,6,0,0,9,9,9,3,2,1
402,0,0,0,0,22,24,0,9,6,6,0,0,9,9,9,4,2,1
403,0,0,0,0,10,12,0,8,5,5,0,0,9,9,9,4,3,1
404,0,0,0,0,27,32,0,13,9,9,0,0,9,9,9,4,3,2
405,0,0,0,0,24,29,0,13,8,8,0,0,9,9,9,4,2,1
406,0,180,10,5,3,7,0,11,0,0,0,0,10,0,0,1,0,0
407,0,180,10,5,3,7,0,11,0,0,0,0,10,0,0,1,0,0
408,0,110,5,5,2,4,0,7,0,0,0,0,10,0,0,1,0,0
409,0,110,5,5,2,4,0,7,0,0,0,0,10,0,0,1,0,0
410,0,150,10,5,2,6,0,9,0,0,0,0,10,0,0,1,0,0
411,0,150,10,5,2,6,0,9,0,0,0,0,10,0,0,1,0,0
412,0,0,25,10,3,8,0,4,8,0,0,0,10,10,0,2,1,0
413,0,0,10,5,2,3,0,3,2,0,0,0,10,10,0,2,1,0
414,0,0,20,10,3,6,0,5,5,0,0,0,10,10,0,2,1,0
415,0,0,20,10,3,6,0,4,6,0,0,0,10,10,0,2,1,0
416,0,0,20,10,3,6,0,6,4,0,0,0,10,10,0,2,1,0
417,0,0,20,10,3,6,0,5,5,0,0,0,10,10,0,2,1,0
418,0,0,25,10,3,8,0,6,6,0,0,0,10,10,0,2,1,0
419,0,0,0,15,6,8,0,4,8,0,0,0,10,10,0,2,1,0
420,0,0,0,10,3,3,0,3,2,0,0,0,10,10,0,2,1,0
421,0,0,0,15,5,7,0,6,4,0,0,0,10,10,0,3,1,0
422,0,0,0,15,5,7,0,6,4,0,0,0,10,10,0,3,2,0
423,0,0,0,15,5,7,0,6,4,0,0,0,10,10,0,3,1,0
424,0,0,0,15,5,7,0,6,4,0,0,0,10,10,0,3,2,0
425,0,0,0,15,6,8,0,5,4,4,0,0,10,10,10,3,2,1
426,0,0,0,30,12,16,0,9,9,9,0,0,10,10,10,3,2,1
427,0,0,0,0,10,9,0,7,10,0,0,0,10,10,0,2,1,0
428,0,0,0,0,7,7,0,7,5,0,0,0,10,10,0,3,1,0
429,0,0,0,0,10,9,0,7,10,0,0,0,10,10,0,3,2,0
430,0,0,0,0,10,9,0,10,6,0,0,0,10,10,0,4,1,0
431,0,0,0,0,10,9,0,10,6,0,0,0,10,10,0,4,2,0
432,0,0,0,0,10,10,0,10,7,0,0,0,10,10,0,3,1,0
433,0,0,0,0,14,14,0,9,14,0,0,0,10,10,0,3,2,0
434,0,0,0,0,15,16,0,15,10,0,0,0,10,10,0,4,1,0
435,0,0,0,0,11,12,0,9,6,6,0,0,10,10,10,4,3,1
436,0,0,0,0,10,11,0,8,5,5,0,0,10,10,10,4,3,2
437,0,0,0,0,16,18,0,12,8,8,0,0,10,10,10,4,2,1
438,0,0,0,0,10,9,0,10,7,0,0,0,10,10,0,4,3,0
439,0,0,0,0,21,22,0,5,5,5,0,0,10,10,10,3,2,1
440,0,0,0,0,7,7,0,5,7,0,0,0,10,10,0,2,1,0
441,0,0,0,0,20,22,0,8,5,5,0,0,10,10,10,4,3,1
442,0,0,0,0,22,25,0,8,6,6,0,0,10,10,10,4,3,2
443,0,0,0,0,10,10,0,10,7,0,0,0,10,10,0,4,2,0
444,0,0,0,0,24,27,0,11,8,8,0,0,10,10,10,4,3,1
445,0,0,0,0,10,11,0,10,7,0,0,0,10,10,0,4,3,0
446,0,0,0,0,21,23,0,6,6,6,0,0,10,10,10,3,2,1
447,0,0,0,0,22,24,0,9,6,6,0,0,10,10,10,4,2,1
448,0,0,0,0,10,12,0,8,5,5,0,0,10,10,10,4,3,1
449,0,0,0,0,27,32,0,13,9,9,0,0,10,10,10,4,3,2
450,0,0,0,0,24,29,0,13,8,8,0,0,10,10,10,4,2,1
451,0,120,5,5,2,5,0,7,0,0,0,0,11,0,0,1,0,0
452,0,125,10,5,2,5,0,8,0,0,0,0,11,0,0,1,0,0
453,0,310,20,10,4,12,0,19,0,0,0,0,11,0,0,1,0,0
454,0,240,15,5,3,10,0,14,0,0,0,0,11,0,0,1,0,0
455,0,195,10,5,3,8,0,12,0,0,0,0,11,0,0,1,0,0
456,0,200,15,5,3,8,0,12,0,0,0,0,11,0,0,1,0,0
457,0,0,20,10,3,6,0,3,6,0,0,0,11,11,0,2,1,0
458,0,0,40,15,6,13,0,13,7,0,0,0,11,11,0,2,1,0
459,0,0,40,15,6,14,0,11,11,0,0,0,11,11,0,2,1,0
460,0,0,40,15,6,14,0,8,14,0,0,0,11,11,0,2,1,0
461,0,0,40,15,6,14,0,14,8,0,0,0,11,11,0,2,1,0
462,0,0,40,15,6,13,0,10,10,0,0,0,11,11,0,2,1,0
463,0,0,70,25,11,24,0,19,19,0,0,0,11,11,0,2,1,0
464,0,0,0,25,8,11,0,6,10,0,0,0,11,11,0,2,1,0
465,0,0,0,30,11,15,0,14,8,0,0,0,11,11,0,2,1,0
466,0,0,0,25,10,13,0,12,7,0,0,0,11,11,0,3,1,0
467,0,0,0,30,12,16,0,15,9,0,0,0,11,11,0,3,2,0
468,0,0,0,35,13,17,0,16,9,0,0,0,11,11,0,3,1,0
469,0,0,0,25,9,12,0,11,7,0,0,0,11,11,0,3,2,0
470,0,0,0,30,11,15,0,10,7,7,0,0,11,11,11,3,2,1
471,0,0,0,30,12,16,0,8,8,8,0,0,11,11,11,3,2,1
472,0,0,0,0,16,15,0,11,16,0,0,0,11,11,0,2,1,0
473,0,0,0,0,20,18,0,20,13,0,0,0,11,11,0,3,1,0
474,0,0,0,0,19,18,0,13,19,0,0,0,11,11,0,3,2,0
475,0,0,0,0,21,19,0,21,14,0,0,0,11,11,0,4,1,0
476,0,0,0,0,20,19,0,20,14,0,0,0,11,11,0,4,2,0
477,0,0,0,0,21,21,0,21,14,0,0,0,11,11,0,3,1,0
478,0,0,0,0,14,14,0,9,14,0,0,0,11,11,0,3,2,0
479,0,0,0,0,18,19,0,18,12,0,0,0,11,11,0,4,1,0
480,0,0,0,0,21,24,0,16,11,11,0,0,11,11,11,4,3,1
481,0,0,0,0,21,23,0,16,10,10,0,0,11,11,11,4,3,2
482,0,0,0,0,28,31,0,21,14,14,0,0,11,11,11,4,2,1
483,0,0,0,0,31,29,0,31,21,0,0,0,11,11,0,4,3,0
484,0,0,0,0,38,41,0,15,15,15,0,0,11,11,11,3,2,1
485,0,0,0,0,13,12,0,9,13,0,0,0,11,11,0,2,1,0
486,0,0,0,0,28,30,0,13,9,9,0,0,11,11,11,4,3,1
487,0,0,0,0,40,48,0,23,16,16,0,0,11,11,11,4,3,2
488,0,0,0,0,25,25,0,25,17,0,0,0,11,11,0,4,2,0
489,0,0,0,0,38,43,0,21,15,15,0,0,11,11,11,4,3,1
490,0,0,0,0,20,22,0,20,13,0,0,0,11,11,0,4,3,0
491,0,0,0,0,47,54,0,21,21,21,0,0,11,11,11,3,2,1
492,0,0,0,0,44,54,0,26,19,19,0,0,11,11,11,4,2,1
493,0,0,0,0,21,26,0,17,11,11,0,0,11,11,11,4,3,1
494,0,0,0,0,56,69,0,35,25,25,0,0,11,11,11,4,3,2
495,0,0,0,0,60,79,0,50,30,30,0,0,11,11,11,4,2,1
496,0,0,0,0,24,25,0,21,21,0,0,0,9,1,0,4,4,0
497,0,0,0,0,24,25,0,21,21,0,0,0,9,3,0,4,4,0
498,0,0,0,0,24,25,0,21,21,0,0,0,9,4,0,4,4,0
499,0,0,0,0,24,27,0,21,21,0,0,0,9,2,0,4,4,0
500,0,0,0,0,24,27,0,21,21,0,0,0,9,5,0,4,4,0
501,0,0,0,0,24,27,0,21,21,0,0,0,9,6,0,4,4,0
502,0,0,0,0,24,25,0,21,21,0,0,0,10,5,0,4,4,0
503,0,0,0,0,24,25,0,21,21,0,0,0,10,6,0,4,4,0
504,0,0,0,0,24,25,0,21,21,0,0,0,10,8,0,4,4,0
505,0,0,0,0,24,27,0,21,21,0,0,0,10,1,0,4,4,0
506,0,0,0,0,24,27,0,21,21,0,0,0,10,3,0,4,4,0
507,0,0,0,0,24,27,0,21,21,0,0,0,10,7,0,4,4,0
508,0,0,0,0,41,42,0,36,36,0,0,0,11,2,0,4,4,0
509,0,0,0,0,42,42,0,37,37,0,0,0,11,7,0,4,4,0
510,0,0,0,0,46,52,0,41,41,0,0,0,11,4,0,4,4,0
511,0,0,0,0,51,56,0,45,45,0,0,0,11,8,0,4,4,0
512,0,98,12,9,33,138,0,18,11,11,0,1,1,1,1,4,2,1
513,0,102,13,9,35,144,0,19,12,12,0,1,1,1,1,4,2,1
514,0,107,13,9,36,150,0,20,12,12,0,2,1,1,1,4,2,1
515,0,98,12,9,33,138,0,18,11,11,0,1,2,2,2,4,2,1
516,0,102,13,9,34,143,0,19,11,11,0,1,2,2,2,4,2,1
517,0,107,13,9,36,150,0,20,12,12,0,1,2,2,2,4,2,1
518,0,100,13,9,34,141,0,19,11,11,0,1,3,3,3,4,2,1
519,0,99,12,9,33,139,0,19,11,11,0,2,3,3,3,4,2,1
520,0,108,13,9,36,151,0,20,12,12,0,1,3,3,3,4,2,1
521,0,98,12,9,33,138,0,18,11,11,0,1,4,4,4,4,2,1
522,0,103,13,9,35,145,0,19,12,12,0,1,4,4,4,4,2,1
523,0,104,13,9,35,147,0,20,12,12,0,2,4,4,4,4,2,1
524,0,98,12,9,33,138,0,18,11,11,0,1,5,5,5,4,2,1
525,0,102,13,9,34,143,0,19,11,11,0,1,5,5,5,4,2,1
526,0,108,14,9,36,152,0,20,12,12,0,1,5,5,5,4,2,1
527,0,98,12,9,33,138,0,18,11,11,0,1,6,6,6,4,2,1
528,0,102,13,9,35,144,0,19,12,12,0,1,6,6,6,4,2,1
529,0,107,13,9,36,150,0,20,12,12,0,2,6,6,6,4,2,1
530,0,100,13,9,34,141,0,19,11,11,0,1,7,7,7,4,2,1
531,0,102,13,9,34,143,0,19,11,11,0,2,7,7,7,4,2,1
532,0,107,13,9,36,150,0,20,12,12,0,1,7,7,7,4,2,1
533,0,97,12,9,33,136,0,18,11,11,0,2,8,8,8,4,2,1
534,0,102,13,9,34,143,0,19,11,11,0,2,8,8,8,4,2,1
535,0,105,13,9,35,148,0,20,12,12,0,2,8,8,8,4,2,1
536,0,101,13,9,34,142,0,19,11,11,0,2,9,9,9,4,2,1
537,0,69,9,6,23,97,0,13,8,8,0,2,9,9,9,4,2,1
538,0,70,9,6,24,98,0,13,8,8,0,1,9,9,9,4,2,1
539,0,66,8,6,22,93,0,12,7,7,0,2,10,10,10,4,2,1
540,0,60,7,5,20,84,0,11,7,7,0,2,10,10,10,4,2,1
541,0,70,9,6,24,99,0,13,8,8,0,2,10,10,10,4,2,1
542,0,157,20,14,53,221,0,29,18,18,0,2,11,11,11,4,2,1
543,0,158,20,14,53,221,0,30,18,18,0,2,11,11,11,4,2,1
544,0,157,20,14,53,221,0,29,18,18,0,2,11,11,11,4,2,1
545,0,90,6,2,1,4,0,3,5,0,0,0,1,1,0,2,1,0
546,0,80,5,2,1,3,0,3,4,0,0,0,1,1,0,2,1,0
547,0,80,5,2,1,3,0,3,4,0,0,0,1,1,0,2,1,0
548,0,90,6,2,1,4,0,3,5,0,0,0,1,1,0,2,1,0
549,0,80,5,2,1,3,0,3,4,0,0,0,1,1,0,2,1,0
550,0,63,4,2,1,3,0,2,3,0,0,0,1,1,0,2,1,0
551,0,0,9,4,2,3,0,2,2,3,0,0,1,1,1,3,2,1
552,0,0,13,5,2,4,0,3,3,5,0,0,1,1,1,3,2,1
553,0,0,12,5,2,4,0,3,3,4,0,0,1,1,1,3,2,1
554,0,0,12,4,2,4,0,3,3,4,0,0,1,1,1,3,2,1
555,0,0,17,6,3,6,0,4,4,6,0,0,1,1,1,3,2,1
556,0,0,17,6,3,6,0,4,4,6,0,0,1,1,1,3,2,1
557,0,0,13,5,2,4,0,3,3,5,0,0,1,1,1,3,2,1
558,0,0,0,16,6,8,0,9,6,6,0,0,1,1,1,4,2,1
559,0,0,0,14,5,7,0,8,5,5,0,0,1,1,1,4,3,1
560,0,0,0,11,4,6,0,6,4,4,0,0,1,1,1,4,3,2
561,0,0,0,15,6,8,0,7,7,7,0,0,1,1,1,3,2,1
562,0,0,0,14,5,7,0,8,5,5,0,0,1,1,1,4,2,1
563,0,0,0,15,6,8,0,9,5,5,0,0,1,1,1,4,3,1
564,0,0,0,14,6,8,0,8,5,5,0,0,1,1,1,4,3,2
565,0,0,0,15,6,8,0,8,5,5,0,0,1,1,1,4,3,2
566,0,0,0,0,17,14,0,12,12,12,0,0,1,1,1,3,2,1
567,0,0,0,0,18,15,0,12,12,12,0,0,1,1,1,4,2,1
568,0,0,0,0,17,14,0,7,11,11,0,0,1,1,1,5,4,3
569,0,0,0,0,17,14,0,7,11,11,0,0,1,1,1,5,4,1
570,0,0,0,0,24,20,0,10,15,15,0,0,1,1,1,5,3,2
571,0,0,0,0,23,14,0,12,12,12,0,0,1,1,1,3,2,1
572,0,0,0,0,40,24,0,18,18,18,0,0,1,1,1,4,2,1
573,0,0,0,0,17,12,0,6,8,8,0,0,1,1,1,5,4,3
574,47594,0,0,0,53,36,0,17,25,25,36,0,1,1,1,5,4,3
575,47594,0,0,0,33,22,0,12,17,17,22,0,1,1,1,5,2,1
576,0,0,0,0,14,12,0,7,11,11,0,0,1,1,1,5,4,3
577,0,0,0,0,17,15,0,9,13,13,0,0,1,1,1,5,4,3
578,0,0,0,0,14,9,0,5,8,8,0,0,1,1,1,5,4,2
579,0,0,0,0,25,18,0,8,12,12,0,0,1,1,1,5,2,1
580,0,0,0,0,31,23,0,10,14,14,0,0,1,1,1,5,4,3
581,0,0,0,0,11,9,0,6,8,8,0,0,1,1,1,5,4,3
582,0,0,0,0,29,22,0,9,14,14,0,0,1,1,1,5,2,1
583,47594,0,0,0,56,37,0,21,31,31,45,0,1,1,1,5,4,3
584,47594,0,0,0,53,36,0,23,23,23,36,0,1,1,1,3,2,1
585,47594,0,0,0,53,36,0,17,26,26,49,0,1,1,1,5,2,1
586,47594,0,0,0,98,65,0,34,50,50,115,0,1,1,1,5,4,3
587,0,90,6,2,1,4,0,3,5,0,0,0,2,2,0,2,1,0
588,0,80,5,2,1,3,0,3,4,0,0,0,2,2,0,2,1,0
589,0,80,5,2,1,3,0,3,4,0,0,0,2,2,0,2,1,0
590,0,90,6,2,1,4,0,3,5,0,0,0,2,2,0,2,1,0
591,0,80,5,2,1,3,0,3,4,0,0,0,2,2,0,2,1,0
592,0,63,4,2,1,3,0,2,3,0,0,0,2,2,0,2,1,0
593,0,0,9,4,2,3,0,2,2,3,0,0,2,2,2,3,2,1
594,0,0,13,5,2,4,0,3,3,5,0,0,2,2,2,3,2,1
595,0,0,12,5,2,4,0,3,3,4,0,0,2,2,2,3,2,1
596,0,0,12,4,2,4,0,3,3,4,0,0,2,2,2,3,2,1
597,0,0,17,6,3,6,0,4,4,6,0,0,2,2,2,3,2,1
598,0,0,17,6,3,6,0,4,4,6,0,0,2,2,2,3,2,1
599,0,0,13,5,2,4,0,3,3,5,0,0,2,2,2,3,2,1
600,0,0,0,16,6,8,0,9,6,6,0,0,2,2,2,4,2,1
601,0,0,0,14,5,7,0,8,5,5,0,0,2,2,2,4,3,1
602,0,0,0,11,4,6,0,6,4,4,0,0,2,2,2,4,3,2
603,0,0,0,15,6,8,0,7,7,7,0,0,2,2,2,3,2,1
604,0,0,0,14,5,7,0,8,5,5,0,0,2,2,2,4,2,1
605,0,0,0,15,6,8,0,9,5,5,0,0,2,2,2,4,3,1
606,0,0,0,14,6,8,0,8,5,5,0,0,2,2,2,4,3,2
607,0,0,0,15,6,8,0,8,5,5,0,0,2,2,2,4,3,2
608,0,0,0,0,17,14,0,12,12,12,0,0,2,2,2,3,2,1
609,0,0,0,0,18,15,0,12,12,12,0,0,2,2,2,4,2,1
610,0,0,0,0,17,14,0,7,11,11,0,0,2,2,2,5,4,3
611,0,0,0,0,17,14,0,7,11,11,0,0,2,2,2,5,4,1
612,0,0,0,0,24,20,0,10,15,15,0,0,2,2,2,5,3,2
613,0,0,0,0,23,14,0,12,12,12,0,0,2,2,2,3,2,1
614,0,0,0,0,40,24,0,18,18,18,0,0,2,2,2,4,2,1
615,0,0,0,0,17,12,0,6,8,8,0,0,2,2,2,5,4,3
616,47594,0,0,0,53,36,0,17,25,25,36,0,2,2,2,5,4,3
617,47594,0,0,0,33,22,0,12,17,17,22,0,2,2,2,5,2,1
618,0,0,0,0,14,12,0,7,11,11,0,0,2,2,2,5,4,3
619,0,0,0,0,17,15,0,9,13,13,0,0,2,2,2,5,4,3
620,0,0,0,0,14,9,0,5,8,8,0,0,2,2,2,5,4,2
621,0,0,0,0,25,18,0,8,12,12,0,0,2,2,2,5,2,1
622,0,0,0,0,31,23,0,10,14,14,0,0,2,2,2,5,4,3
623,0,0,0,0,11,9,0,6,8,8,0,0,2,2,2,5,4,3
624,0,0,0,0,29,22,0,9,14,14,0,0,2,2,2,5,2,1
625,47594,0,0,0,56,37,0,21,31,31,45,0,2,2,2,5,4,3
626,47594,0,0,0,53,36,0,23,23,23,36,0,2,2,2,3,2,1
627,47594,0,0,0,53,36,0,17,26,26,49,0,2,2,2,5,2,1
628,47594,0,0,0,98,65,0,34,50,50,115,0,2,2,2,5,4,3
629,0,90,6,2,1,4,0,3,5,0,0,0,3,3,0,2,1,0
630,0,80,5,2,1,3,0,3,4,0,0,0,3,3,0,2,1,0
631,0,80,5,2,1,3,0,3,4,0,0,0,3,3,0,2,1,0
632,0,90,6,2,1,4,0,3,5,0,0,0,3,3,0,2,1,0
633,0,80,5,2,1,3,0,3,4,0,0,0,3,3,0,2,1,0
634,0,63,4,2,1,3,0,2,3,0,0,0,3,3,0,2,1,0
635,0,0,9,4,2,3,0,2,2,3,0,0,3,3,3,3,2,1
636,0,0,13,5,2,4,0,3,3,5,0,0,3,3,3,3,2,1
637,0,0,12,5,2,4,0,3,3,4,0,0,3,3,3,3,2,1
638,0,0,12,4,2,4,0,3,3,4,0,0,3,3,3,3,2,1
639,0,0,17,6,3,6,0,4,4,6,0,0,3,3,3,3,2,1
640,0,0,17,6,3,6,0,4,4,6,0,0,3,3,3,3,2,1
641,0,0,13,5,2,4,0,3,3,5,0,0,3,3,3,3,2,1
642,0,0,0,16,6,8,0,9,6,6,0,0,3,3,3,4,2,1
643,0,0,0,14,5,7,0,8,5,5,0,0,3,3,3,4,3,1
644,0,0,0,11,4,6,0,6,4,4,0,0,3,3,3,4,3,2
645,0,0,0,15,6,8,0,7,7,7,0,0,3,3,3,3,2,1
646,0,0,0,14,5,7,0,8,5,5,0,0,3,3,3,4,2,1
647,0,0,0,15,6,8,0,9,5,5,0,0,3,3,3,4,3,1
648,0,0,0,14,6,8,0,8,5,5,0,0,3,3,3,4,3,2
649,0,0,0,15,6,8,0,8,5,5,0,0,3,3,3,4,3,2
650,0,0,0,0,17,14,0,12,12,12,0,0,3,3,3,3,2,1
651,0,0,0,0,18,15,0,12,12,12,0,0,3,3,3,4,2,1
652,0,0,0,0,17,14,0,7,11,11,0,0,3,3,3,5,4,3
653,0,0,0,0,17,14,0,7,11,11,0,0,3,3,3,5,4,1
654,0,0,0,0,24,20,0,10,15,15,0,0,3,3,3,5,3,2
655,0,0,0,0,23,14,0,12,12,12,0,0,3,3,3,3,2,1
656,0,0,0,0,40,24,0,18,18,18,0,0,3,3,3,4,2,1
657,0,0,0,0,17,12,0,6,8,8,0,0,3,3,3,5,4,3
658,47594,0,0,0,53,36,0,17,25,25,36,0,3,3,3,5,4,3
659,47594,0,0,0,33,22,0,12,17,17,22,0,3,3,3,5,2,1
660,0,0,0,0,14,12,0,7,11,11,0,0,3,3,3,5,4,3
661,0,0,0,0,17,15,0,9,13,13,0,0,3,3,3,5,4,3
662,0,0,0,0,14,9,0,5,8,8,0,0,3,3,3,5,4,2
663,0,0,0,0,25,18,0,8,12,12,0,0,3,3,3,5,2,1
664,0,0,0,0,31,23,0,10,14,14,0,0,3,3,3,5,4,3
665,0,0,0,0,11,9,0,6,8,8,0,0,3,3,3,5,4,3
666,0,0,0,0,29,22,0,9,14,14,0,0,3,3,3,5,2,1
667,47594,0,0,0,56,37,0,21,31,31,45,0,3,3,3,5,4,3
668,47594,0,0,0,53,36,0,23,23,23,36,0,3,3,3,3,2,1
669,47594,0,0,0,53,36,0,17,26,26,49,0,3,3,3,5,2,1
670,47594,0,0,0,98,65,0,34,50,50,115,0,3,3,3,5,4,3
671,0,90,6,2,1,4,0,3,5,0,0,0,4,4,0,2,1,0
672,0,80,5,2,1,3,0,3,4,0,0,0,4,4,0,2,1,0
673,0,80,5,2,1,3,0,3,4,0,0,0,4,4,0,2,1,0
674,0,90,6,2,1,4,0,3,5,0,0,0,4,4,0,2,1,0
675,0,80,5,2,1,3,0,3,4,0,0,0,4,4,0,2,1,0
676,0,63,4,2,1,3,0,2,3,0,0,0,4,4,0,2,1,0
677,0,0,9,4,2,3,0,2,2,3,0,0,4,4,4,3,2,1
678,0,0,13,5,2,4,0,3,3,5,0,0,4,4,4,3,2,1
679,0,0,12,5,2,4,0,3,3,4,0,0,4,4,4,3,2,1
680,0,0,12,4,2,4,0,3,3,4,0,0,4,4,4,3,2,1
681,0,0,17,6,3,6,0,4,4,6,0,0,4,4,4,3,2,1
682,0,0,17,6,3,6,0,4,4,6,0,0,4,4,4,3,2,1
683,0,0,13,5,2,4,0,3,3,5,0,0,4,4,4,3,2,1
684,0,0,0,16,6,8,0,9,6,6,0,0,4,4,4,4,2,1
685,0,0,0,14,5,7,0,8,5,5,0,0,4,4,4,4,3,1
686,0,0,0,11,4,6,0,6,4,4,0,0,4,4,4,4,3,2
687,0,0,0,15,6,8,0,7,7,7,0,0,4,4,4,3,2,1
688,0,0,0,14,5,7,0,8,5,5,0,0,4,4,4,4,2,1
689,0,0,0,15,6,8,0,9,5,5,0,0,4,4,4,4,3,1
690,0,0,0,14,6,8,0,8,5,5,0,0,4,4,4,4,3,2
691,0,0,0,15,6,8,0,8,5,5,0,0,4,4,4,4,3,2
692,0,0,0,0,17,14,0,12,12,12,0,0,4,4,4,3,2,1
693,0,0,0,0,18,15,0,12,12,12,0,0,4,4,4,4,2,1
694,0,0,0,0,17,14,0,7,11,11,0,0,4,4,4,5,4,3
695,0,0,0,0,17,14,0,7,11,11,0,0,4,4,4,5,4,1
696,0,0,0,0,24,20,0,10,15,15,0,0,4,4,4,5,3,2
697,0,0,0,0,23,14,0,12,12,12,0,0,4,4,4,3,2,1
698,0,0,0,0,40,24,0,18,18,18,0,0,4,4,4,4,2,1
699,0,0,0,0,17,12,0,6,8,8,0,0,4,4,4,5,4,3
700,47594,0,0,0,53,36,0,17,25,25,36,0,4,4,4,5,4,3
701,47594,0,0,0,33,22,0,12,17,17,22,0,4,4,4,5,2,1
702,0,0,0,0,14,12,0,7,11,11,0,0,4,4,4,5,4,3
703,0,0,0,0,17,15,0,9,13,13,0,0,4,4,4,5,4,3
704,0,0,0,0,14,9,0,5,8,8,0,0,4,4,4,5,4,2
705,0,0,0,0,25,18,0,8,12,12,0,0,4,4,4,5,2,1
706,0,0,0,0,31,23,0,10,14,14,0,0,4,4,4,5,4,3
707,0,0,0,0,11,9,0,6,8,8,0,0,4,4,4,5,4,3
708,0,0,0,0,29,22,0,9,14,14,0,0,4,4,4,5,2,1
709,47594,0,0,0,56,37,0,21,31,31,45,0,4,4,4,5,4,3
710,47594,0,0,0,53,36,0,23,23,23,36,0,4,4,4,3,2,1
711,47594,0,0,0,53,36,0,17,26,26,49,0,4,4,4,5,2,1
712,47594,0,0,0,98,65,0,34,50,50,115,0,4,4,4,5,4,3
713,0,90,6,2,1,4,0,3,5,0,0,0,5,5,0,2,1,0
714,0,80,5,2,1,3,0,3,4,0,0,0,5,5,0,2,1,0
715,0,80,5,2,1,3,0,3,4,0,0,0,5,5,0,2,1,0
716,0,90,6,2,1,4,0,3,5,0,0,0,5,5,0,2,1,0
717,0,80,5,2,1,3,0,3,4,0,0,0,5,5,0,2,1,0
718,0,63,4,2,1,3,0,2,3,0,0,0,5,5,0,2,1,0
719,0,0,9,4,2,3,0,2,2,3,0,0,5,5,5,3,2,1
720,0,0,13,5,2,4,0,3,3,5,0,0,5,5,5,3,2,1
721,0,0,12,5,2,4,0,3,3,4,0,0,5,5,5,3,2,1
722,0,0,12,4,2,4,0,3,3,4,0,0,5,5,5,3,2,1
723,0,0,17,6,3,6,0,4,4,6,0,0,5,5,5,3,2,1
724,0,0,17,6,3,6,0,4,4,6,0,0,5,5,5,3,2,1
