#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4
39.22,243,243,156,134,217
39.23,249,249,159,136,229
39.24,255,255,162,139,243
40.0,36,76,87,74,95
40.1,38,81,90,76,100
40.2,41,86,93,79,105
40.3,43,90,95,81,109
40.4,45,95,98,83,115
40.5,47,100,101,86,121
40.6,50,105,104,88,126
40.7,52,109,107,91,133
40.8,54,114,109,93,140
40.9,56,119,112,95,146
40.10,59,124,115,98,154
40.11,61,128,118,100,162
40.12,63,133,121,102,169
40.13,65,138,123,105,178
40.14,68,143,126,107,184
40.15,70,147,129,110,188
40.16,72,152,132,112,193
40.17,74,157,134,114,200
40.18,77,162,137,117,208
40.19,79,166,140,119,219
40.20,81,171,143,121,225
40.21,83,176,146,124,234
40.22,86,181,148,126,244
40.23,88,185,151,129,257
40.24,90,190,154,131,274
41.0,80,80,78,91,100
41.1,85,85,81,94,105
41.2,90,90,83,97,110
41.3,95,95,86,100,115
41.4,100,100,88,103,121
41.5,105,105,91,106,127
41.6,110,110,93,109,133
41.7,115,115,96,112,140
41.8,120,120,98,115,147
41.9,125,125,101,118,154
41.10,130,130,103,121,162
41.11,135,135,106,124,170
41.12,140,140,108,127,178
41.13,145,145,111,129,187
41.14,150,150,113,132,194
41.15,155,155,116,135,198
41.16,160,160,119,138,203
41.17,165,165,121,141,210
41.18,170,170,124,144,219
41.19,175,175,126,147,230
41.20,180,180,129,150,237
41.21,185,185,131,153,246
41.22,190,190,134,156,257
41.23,195,195,136,159,271
41.24,200,200,139,162,288
42.0,127,78,77,73,103
42.1,133,82,79,76,108
42.2,140,87,82,78,113
42.3,147,91,85,81,118
42.4,154,95,88,83,125
42.5,161,100,90,86,131
42.6,168,104,93,89,137
42.7,175,108,96,91,144
42.8,182,112,98,94,151
42.9,189,117,101,96,159
42.10,196,121,104,99,167
42.11,203,125,106,101,175
42.12,210,130,109,104,183
42.13,217,134,112,107,193
42.14,224,138,115,109,200
42.15,231,142,117,112,204
42.16,238,147,120,114,209
42.17,245,151,123,117,216
42.18,252,155,125,120,226
42.19,259,160,128,122,237
42.20,265,164,131,125,244
42.21,272,168,134,127,253
42.22,279,172,136,130,265
42.23,286,177,139,132,279
42.24,293,181,142,135,297
43.0,25,48,99,80,100
43.1,27,52,102,82,105
43.2,30,57,105,85,110
43.3,32,61,108,88,115
43.4,35,66,111,90,121
43.5,37,70,115,93,127
43.6,39,75,118,95,133
43.7,42,79,121,98,140
43.8,44,84,124,101,147
43.9,47,88,127,103,154
43.10,49,93,131,106,162
43.11,51,98,134,108,170
43.12,54,102,137,111,178
43.13,56,107,140,114,187
43.14,59,111,143,116,194
43.15,61,116,147,119,198
43.16,63,120,150,121,203
43.17,66,125,153,124,210
43.18,68,129,156,126,219
43.19,71,134,159,129,230
43.20,73,139,163,132,237
43.21,75,143,166,134,246
43.22,78,148,169,137,257
43.23,80,152,172,139,271
43.24,83,157,175,142,288
44.0,25,48,80,99,100
44.1,27,52,82,102,105
44.2,30,57,85,105,110
44.3,32,61,88,108,115
44.4,35,66,90,111,121
44.5,37,70,93,115,127
44.6,39,75,95,118,133
44.7,42,79,98,121,140
44.8,44,84,101,124,147
44.9,47,88,103,127,154
44.10,49,93,106,131,162
44.11,51,98,108,134,170
44.12,54,102,111,137,178
44.13,56,107,114,140,187
44.14,59,111,116,143,194
44.15,61,116,119,147,198
44.16,63,120,121,150,203
44.17,66,125,124,153,210
44.18,68,129,126,156,219
44.19,71,134,129,159,230
44.20,73,139,132,163,237
44.21,75,143,134,166,246
44.22,78,148,137,169,257
44.23,80,152,139,172,271
44.24,83,157,142,175,288
45.0,25,48,74,91,113
45.1,27,52,76,94,119
45.2,30,57,79,97,125
45.3,32,61,81,100,130
45.4,35,66,83,103,137
45.5,37,70,86,106,144
45.6,39,75,88,109,151
45.7,42,79,91,112,159
45.8,44,84,93,115,167
45.9,47,88,95,118,175
45.10,49,93,98,121,184
45.11,51,98,100,124,193
45.12,54,102,102,127,202
45.13,56,107,105,129,212
45.14,59,111,107,132,220
45.15,61,116,110,135,224
45.16,63,120,112,138,230
45.17,66,125,114,141,238
45.18,68,129,117,144,248
45.19,71,134,119,147,261
45.20,73,139,121,150,269
45.21,75,143,124,153,279
45.22,78,148,126,156,291
45.23,80,152,129,159,307
45.24,83,157,131,162,326
46.0,40,76,68,84,113
46.1,43,81,70,86,119
46.2,45,86,72,89,125
46.3,48,90,74,91,130
46.4,50,95,77,95,137
46.5,53,100,79,98,144
46.6,55,105,81,100,151
46.7,58,109,83,103,159
46.8,60,114,85,105,167
46.9,63,119,88,108,175
46.10,65,124,90,111,184
46.11,68,128,92,113,193
46.12,70,133,94,117,202
46.13,73,138,96,119,212
46.14,75,143,99,122,220
46.15,78,147,101,125,224
46.16,80,152,103,127,230
46.17,83,157,105,130,238
46.18,85,162,107,132,248
46.19,88,166,110,135,261
46.20,90,171,112,139,269
46.21,93,176,114,141,279
46.22,95,181,116,144,291
46.23,98,185,118,146,307
46.24,100,190,121,149,326
47.0,110,110,91,78,88
47.1,116,116,94,81,93
47.2,122,122,97,83,98
47.3,128,128,100,86,102
47.4,134,134,103,88,107
47.5,140,140,106,91,112
47.6,146,146,109,93,118
47.7,152,152,112,96,124
47.8,158,158,115,98,130
47.9,164,164,118,101,137
47.10,170,170,121,103,144
47.11,176,176,124,106,151
47.12,183,183,127,108,158
47.13,189,189,129,111,166
47.14,195,195,132,113,172
47.15,201,201,135,116,175
47.16,207,207,138,119,180
47.17,213,213,141,121,186
47.18,219,219,144,124,194
47.19,225,225,147,126,204
47.20,231,231,150,129,210
47.21,237,237,153,131,218
47.22,243,243,156,134,228
47.23,249,249,159,136,240
47.24,255,255,162,139,255
48.0,110,110,78,91,91
48.1,116,116,81,94,96
48.2,122,122,83,97,100
48.3,128,128,86,100,105
48.4,134,134,88,103,110
48.5,140,140,91,106,116
48.6,146,146,93,109,121
48.7,152,152,96,112,127
48.8,158,158,98,115,134
48.9,164,164,101,118,140
48.10,170,170,103,121,148
48.11,176,176,106,124,156
48.12,183,183,108,127,162
48.13,189,189,111,129,171
48.14,195,195,113,132,177
48.15,201,201,116,135,180
48.16,207,207,119,138,185
48.17,213,213,121,141,191
48.18,219,219,124,144,200
48.19,225,225,126,147,210
48.20,231,231,129,150,216
48.21,237,237,131,153,225
48.22,243,243,134,156,234
48.23,249,249,136,159,247
48.24,255,255,139,162,262
49.0,50,50,91,78,119
49.1,55,55,94,81,125
49.2,60,60,97,83,131
49.3,64,64,100,86,137
49.4,69,69,103,88,144
49.5,74,74,106,91,151
49.6,79,79,109,93,159
49.7,84,84,112,96,167
49.8,88,88,115,98,175
49.9,93,93,118,101,184
49.10,98,98,121,103,193
49.11,103,103,124,106,203
49.12,108,108,127,108,212
49.13,112,112,129,111,223
49.14,117,117,132,113,231
49.15,122,122,135,116,235
49.16,127,127,138,119,242
49.17,131,131,141,121,250
49.18,136,136,144,124,260
49.19,141,141,147,126,274
49.20,146,146,150,129,282
49.21,151,151,153,131,293
49.22,155,155,156,134,306
49.23,160,160,159,136,322
49.24,165,165,162,139,342
50.0,132,78,73,73,100
50.1,139,82,76,76,105
50.2,147,87,78,78,110
50.3,154,91,81,81,115
50.4,161,95,83,83,121
50.5,168,100,86,86,127
50.6,176,104,89,89,133
50.7,183,108,91,91,140
50.8,190,112,94,94,147
50.9,197,117,96,96,154
50.10,205,121,99,99,162
50.11,212,125,101,101,170
50.12,219,130,104,104,178
50.13,226,134,107,107,187
50.14,234,138,109,109,194
50.15,241,142,112,112,198
50.16,248,147,114,114,203
50.17,255,151,117,117,210
50.18,263,155,120,120,219
50.19,270,160,122,122,230
50.20,277,164,125,125,237
50.21,284,168,127,127,246
50.22,292,172,130,130,257
50.23,299,177,132,132,271
50.24,306,181,135,135,288
