#,Name,Description,Icon,Image
27,海と空を巡る神,"『遭遇した巨大なクジラは、サベネア織みたいな綺麗な色で……でも、とんでもなく凶暴で恐ろしいやつだっただす』

　南洋諸島には、空を飛ぶクジラにまつわる伝承が今も伝わっているという。特に「ショックモー」という名が有名だが、カリカによればアロアロ島では「ケトゥドゥケ」と呼び、神の使いとして彫像を祀っていたらしい。つまり、マトシャたちが遭遇したのは、その「ケトゥドゥケ」だったのではないかというのだ。そう聞かされたマトシャは、神様の使いを倒してしまってよかったのか、何か悪いことが起きてしまわないかとオロオロしていた。これに対してカリカは、祟りが心配ならクジラの彫像に祈りを捧げるようにと提案していたので、マトシャたちのために手順を書き記しておこうと思う。
　まず、神々の彫像が並ぶ場所を見つけたら、クジラの彫像の前で「水平線を渡る神よ」と唱えることで、祝福が得られるという。そして、神々の彫像を時計回りに1周、続けて反時計回りで1周巡り、クジラの彫像の前で踊りを披露することで、祈りの儀式は完了するそうだ。細かな作法こそ違えど、自然界の動物を神聖視する信仰は、多神教のサベネアとも少し似ているように感じられた。",70527,70427
28,毒食みの魚,"『すごく引きの強い魚だったから、漁師であるオラにとっても激しい戦いになっただす！』

　マトシャが釣ってきた「ドラコバラクーダ」は、餌から得た毒素を体内に蓄積させる特性があるから、食用には向かない魚だ。生来の有毒生物ではないから、食べられる個体がないわけではないけれど、危険を冒してまで挑戦するような人は……いや、効能を調べるために、無謀にも未知の素材を口にして命を落とす錬金術師だっているぐらいだから、この魚を食べようとする人がいてもおかしくないか。とにかく幸いにも、この魚はデミールの遺烈郷に保管されている錬金素材の図録に記載があったから、僕は無茶な冒険を回避することができた。
　どうやら、ハンサの毒腺から得られる毒液と同様、この魚が蓄える毒も錬金素材として使えるようだ。自然を豊かにする力のおかげで餌も多かっただろうから、たっぷりと毒を抱え込んでいそうだ。さらに、カリカが教えてくれた話によると、かつての島民たちは、毒を持った海藻や小魚を餌として食べて処理してくれるこの魚に感謝していたのだとか。釣ってしまった場合は、お礼の言葉とともに海へと送り返していたみたいで……持って帰ってしまって、よかったのかな？",70528,70428
29,算術と巴術の痕跡,"『途中に咲いてる赤い花がすごく目立つぐらい、緑でいっぱいの場所だなぁ……って眺めてたら、進んだ先で木彫りの不思議な人形に遭遇して驚いただす！』

　今から100年ほど前、アロアロ島の近海で海底火山が噴火した。津波が押し寄せた上に、噴煙によって長期間にわたり日光が遮られ環境は激変、当時の島民は住み慣れた故郷を離れるという苦渋の決断を迫られたという。津波の被害を運良く逃れた船も、噴火で生じた大量の軽石に阻まれ、島を出るのもひと苦労だったようだ。
　さらに、アロアロ島には算術を用いた研究記録や、その後に成立した巴術にまつわる魔道書など、大量の成果物であふれかえっていた。それらをすべて持ち出すことは困難だったようで、マトシャたちが遭遇した木製の人形「ララ」を筆頭に、置いていかざるを得ないものは少なくなかったのだとか。ララは現存していたようだけれど、書物の類はほとんどが自然に呑まれ、月日が流れていくうちに跡形もなくなってしまったのだと、カリカが言っていた。
　今やアロアロ島は無人だけれど、南洋諸島には現在も人が暮らしている島がある。そういった有人の島には、避難の際に持ち込まれた資料や文献が今もなお残されていたりするのかもしれない。",70529,70429
30,大樹のもとに集う人々,"『サベネア島にも大きな樹はあるけど、あそこまで巨大なのはないだす。あれも、自然を豊かにする力の影響……？』

　その巨大な樹は、カリカが生まれたときにはもう、アロアロ島に在ったのだとか。その周辺には算術を志す島民たちが集まり、ひとつの集落を形成していたようだ。彼らは「神子の宝玉」が持つ「自然を豊かにする力」の秘密を算術的に紐解こうと、日々研鑽を重ねていたという。その研究の副産物として生み出されたのが、大樹に刻まれている「魔紋」の数々。カリカの話で気になったのは、魔物の血からエーテルを取り出して植物の成長を促すという魔紋だ。魔物4体分の血があれば大樹の枝を伸ばすこともできるというから、活用できれば新しい道を拓けるかもしれない。
　でも、宝玉の力を調べていたのなら、それを持つ神子像が置かれた「祭祀場」を拠点としなかったのはなぜなのだろうか。カリカに尋ねてみると、祭祀場には不思議な力……おそらくは、かつての島民である「忘れられた人々」の魔法がかけられていたようで、常に濃霧で閉ざされていたのだとか。その不思議な霧を抑える「魔具」を用意するため、まずは大樹を拠点としていたそうだけれど、居心地がよかったのか、研究が実を結んだあともそのまま大樹に居座ることにしたようだ。",70530,70430
31,小さな友人に愛をこめて,"『木々が生い茂ってる場所なら、カリカみたいに言葉が通じる文鳥がいるんじゃないかと思ったけど、それらしい鳥は見かけなかっただす』

　その言葉を聞いたカリカは、「人の言葉を話せる文鳥は吾輩だけなのです！」と、誇らしげに語っていた。ただ、普通の文鳥であれば古くより生息しているようで、アロアロ島では信仰の対象にもなっていたという。カリカと仲良くなるきっかけになればと思って、文鳥への祈りはないのかと尋ねてみたところ、渋々ながらも手順を教えてくれた。忘れないように、記録しておこう。
　神々の彫像が並ぶ場所を見つけたら、文鳥の彫像の前で「天空を舞う神よ」と唱えることで、祝福が得られるという。続けて、その場で文鳥の彫像に投げキッスをしたあと、神々の彫像を時計回りに1周巡り、最後に文鳥の彫像の前で踊りを披露するのが祈りの作法だという。カリカに投げキッスをしたら祝福を得られないだろうかと試してみたけれど、カリカは大きなため息をついてそっぽを向いてしまった。悲しい、こんなに僕はカリカのことが好きで、精一杯お世話もしているのに。もっと美味しいご飯を用意してあげればいいのか、それともめげずに毎日投げキッスをすればいいのか、あるいは……（カリカへの重い愛が延々と綴られている）",70531,70431
32,知恵の魚,"『まさか樹の中で魚が釣れるなんて……いつもは海釣りだけど、淡水魚との競り合いも面白かっただす！』

　カリカが言うには、マトシャが釣ってきたのは「フォロカイロ」という魚らしい。かつては、その硬い鱗を乾燥させて磨き上げ、算盤の珠として利用していたのだとか。しかも、焼いて食べるとすごく美味しいうえに、かつての島民たちは「食べると賢くなる」と考えていたらしい。それは本当に頭脳の明晰さに繋がるような効能があったからなのか、あるいは算盤の逸話に紐づけた験担ぎの一種だったのか、錬金術師として大変興味をそそられてしまう。
　マトシャから魚を預かり、さっそく調べてみたわけだけれど……残念なことに可食部はいたって普通の成分しか検出されず、とりたてて重要な発見はなかった。むしろ、この魚は鱗にこそ薬効があり、丁寧にそぎ落として乾燥させることで錬金素材として活用できるようだ。食べて賢くなりたいのなら、鱗を落とさず丸焼きにして食べればあるいは……とも思ったが、鱗はあまりにも硬すぎるし、味も酷いものだ。薬効を期待するなら、鱗を粉末にしてから練り上げて、丸薬として丸呑みにするのがよいだろう。",70532,70432
33,使い魔の歴史,"『あの妖精さんのせいで、酷い目に遭っただす。ううっ、もう二度と会いたくない……！』

　その妖精さんは、「スターチス」と名乗るはぐれ使い魔らしい。カリカも彼女の横暴ぶりには頭を悩ませていたそうで、妙な道具を持ち出して捕獲しようと迫ってきたこともあったのだとか。なんて極悪非道の存在なんだ……どうにか、彼女の罠を避けて進むことができないものか。
　カリカいわく、バイルブランド島の都市国家「ニーム」が第六霊災で崩壊したあと、幾人かの軍学者がアロアロ島へと避難してきたという。そうした歴史を鑑みれば、軍学者の使い魔であるフェアリーが島に渡っていたとしてもおかしくはない。とはいえ、通常ならば主の死によってエーテルの供給が断たれれば、使い魔は形を保てなくなるはずだ。スターチスが独りで活動を続けていたというなら、何らかのエーテル供給手段があったことになる。これも「自然を豊かにする力」と関係しているのだろうか。
　ちなみに、フェアリーのような使い魔を扱う技術は、のちに巴術士の「カーバンクル」を扱う技術の原型となったらしい。逆に遡れば、遥か昔に島で暮らしていたという「忘れられた人々」の木像型使い魔に行きつくというのだから、歴史の繋がりが感じられて、とても興味深いことだ。",70533,70433
34,信仰の名残,"『たどり着いた遺跡みたいなところは、どことなく神聖な雰囲気だっただす。アロアロ島の神々がおわす場所だったのかも……』

　サベネア島で言うところの、衆園の森にあるプルシャ寺院のような場所だったのかな……と、マトシャの話から想像を膨らませていたら、実際にアロアロ島の信仰にまつわる場所だとカリカが教えてくれた。その遺跡のどこかには儀式場のような場所があり、神々の彫像が飾られているのだとか。たとえば、海の生き物である「海亀」は神聖な存在として崇められていたから、その彫像もあるようだ。漁師であるマトシャは海と縁があるから、彫像を見かけたら海亀の神にお祈りしておくといいんじゃないかとカリカが提案していた。マトシャの安全祈願を手助けするためにも、その作法を記録しておこうと思う。
　まず、神々の彫像が並ぶ場所を見つけたら、海亀の彫像の前で「陸に生まれ海を行く神よ」と唱えることで、祝福が得られるという。続けて、神々の彫像を反時計回りに2周巡り、最後に海亀の彫像の前でお辞儀をすると、祈りの儀式は完了するそうだ。
　神々の彫像は、居住地跡にも点々と置かれていたようだけれど、その並びも含めて意味があったりするのだろうか……ともあれ、アロアロ島はラザハンと同じく、信仰が暮らしに根付いていたことが窺える。",70534,70434
35,ララフェル族だった魚,"『なんだか不思議な魚が釣れただす！　人の顔みたいにも見えて、愛嬌のあるかわいいやつだす！』

　マトシャとは今後とも良き友人でありたいのだけれど、残念なことに今回ばかりは彼と意見が一致しないようだ。アロアロ島で彼が釣ってきた魚は、正直なところ、僕としては不気味だなと感じてしまう。僕がかわいいと思うのはカリカみたいな子だから、どうやらマトシャとは「かわいさの基準」において、わかりあえないみたいだ。
　さて、そんな旧知の友人との悲しい亀裂はいったん置いておこう。この見るからに奇妙な魚のことをカリカに聞いてみたところ、かつてアロアロ島で暮らしていた人々が「ララウルス」と呼んでいたものらしい。なんでも、「嵐の日に水へと落ちたララフェル族が転じた存在」と考えられていたそうで、この魚のようになりたくなければ、嵐が来ているときに水辺へ近づいてはいけないと、子どもたちに語り聞かせていたという。ララフェル族が転じた存在というのが、万が一にも真実だったとすれば、それを錬金素材として使うのはさすがに人として憚られる。子どもたちへの訓えとして生まれた作り話だと信じたいところだけれど、なんとも複雑な心境だ。",70535,70435
36,黄金色に煌めく思い出,"『サベネア島では見たこともない、立派な黄金色の魚が釣れて……！　これはもう、アロアロ島の「ヌシ」に違いないだす！』

　かつてアロアロ島では、幼児のあいだで熱病が流行ったことがあったという。その折、祭祀場で釣れた魚をつみれ汁にして、病に伏した子どもに食べさせたところ、たちまち回復したのだとか。しかも、それ以降は病を患わず、健康に成長していったという。以来、島で新たに赤子を授かると、祭祀場で釣れた黄金色の魚「ゴンベッサ」のつみれ汁を食べさせるのが習わしとなったそうだ。神子像の祭祀場は宝玉の力が色濃く表れやすいようで、この魚の効能も増しているものと推測できる。錬金素材としての価値も極めて高いということだ。
　マトシャとは幼少の頃からの付き合いなのに、仕事が違うこともあって、協力してひとつのことに取り組むような機会は長らくなかった。今回、彼と行動を共にできて、カリカというかわいい友人もできたし、珍しい錬金素材の分析もさせてもらえて、嬉しいことばかり……この手記も、マトシャたちの役に立てばと思って書き始めたものだけれど、気づけば思い出の一冊となった。きっかけを作ってくれたカリカとマトシャ、そしてアロアロ島への来訪を実現してくれた、かの冒険者殿に心から感謝を。",70536,70436
37,,,0,0
38,,,0,0
39,,,0,0
40,,,0,0
41,,,0,0
42,,,0,0
43,,,0,0
44,,,0,0
45,,,0,0
46,,,0,0
47,,,0,0
48,,,0,0
49,,,0,0
