#,Speed,Scale,Action6,BNpcCustomize,NpcEquip,BNpcName,Action0,Action1,Action2,Action3,Action4,Action5,RPParameter,RemoveAction,StartVFX,EndVFX,Action7,Model,Unknown0,Unknown1,RPParameter2,Unknown3,Unknown4,ExHotbarEnableConfig,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,IsPvP,IsEvent,PlayerCamera,Unknown14,Unknown15,Unknown16,Unknown17
158,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,381,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
159,0,2.5,0,0,1669,0,0,0,0,0,0,0,0,0,76,76,0,2280,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
160,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,384,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
161,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,385,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
162,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,381,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
163,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,231,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
164,2.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,382,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
165,0,10,0,0,1667,0,12577,12578,0,0,0,0,0,0,610,610,0,2318,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
166,1.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,76,76,3109,612,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
167,0,2.5,12466,0,0,0,0,0,0,0,0,0,0,0,76,76,3727,1680,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
168,0,5,12467,0,0,0,0,0,0,0,0,0,0,0,76,76,3001,132,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
169,0.7,0.7,12468,0,0,0,0,0,0,0,0,0,0,0,76,76,3704,1944,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
170,0,1.5,12469,0,0,0,0,0,0,0,0,0,0,0,76,76,3535,957,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
171,0,1.3,12470,0,0,0,0,0,0,0,0,0,0,0,76,76,3023,778,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
172,0,1.4,12471,0,0,0,0,0,0,0,0,0,0,0,76,76,3384,566,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
173,0,1.2,12472,0,0,0,0,0,0,0,0,0,0,0,76,76,3090,732,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
174,0,1.7,12473,0,0,0,0,0,0,0,0,0,0,0,76,76,3190,2086,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
175,0,2,12474,0,0,0,0,0,0,0,0,0,0,0,76,76,3838,2087,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
176,0,1.2,12475,0,0,0,0,0,0,0,0,0,0,0,76,76,3810,1853,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
177,0.7,2.5,12476,0,1126,0,0,0,0,0,0,0,0,0,76,76,3585,1273,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
178,0,2,12477,0,0,0,0,0,0,0,0,0,0,0,76,76,3495,840,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
179,0,1.5,12478,0,0,0,0,0,0,0,0,0,0,0,76,76,3030,640,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
180,0,2.5,12479,0,0,0,0,0,0,0,0,0,0,0,76,76,3692,1577,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
181,0.6,1.3,12480,0,0,0,0,0,0,0,0,0,0,0,76,76,3523,946,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
182,0,2,12481,0,0,0,0,0,0,0,0,0,0,0,76,76,3444,730,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
183,0,1.5,12482,0,0,0,0,0,0,0,0,0,0,0,76,76,3125,1042,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
184,0,2,12483,0,0,0,0,0,0,0,0,0,0,0,76,76,3374,1094,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
185,0,1.2,12484,0,0,0,0,0,0,0,0,0,0,0,76,76,3532,1157,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
186,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
187,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
188,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,2356,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
189,0,1,872,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1315,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
190,0,2.3,872,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1315,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,2295,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
192,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,2296,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
193,0,1,872,0,0,0,0,0,0,0,0,0,0,0,0,630,0,2315,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
194,0,1,13211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2311,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
195,0.75,1.3,13276,0,0,0,0,0,0,0,0,0,0,0,76,76,3404,1907,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
196,0,2,0,0,0,7577,0,0,0,0,0,0,0,0,0,0,0,2154,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
197,0.75,1.3,13275,0,0,0,0,0,0,0,0,0,0,0,76,76,3404,1405,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
198,0,3.3,12863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
199,0,3,13094,0,0,7634,0,0,0,0,0,0,0,0,0,0,0,2321,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
200,0,3,0,0,0,7635,0,0,0,0,0,0,0,0,0,0,0,2323,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
201,0,3,13183,0,0,7634,0,0,0,0,0,0,0,0,0,0,0,2321,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
202,0.9,1,0,0,0,0,13265,13266,0,0,0,0,0,0,76,76,0,921,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
203,0.3,1,0,0,0,0,13265,13266,0,0,0,0,0,0,76,76,0,922,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
204,1.1,1,0,0,427,0,13265,13266,0,0,0,0,0,0,76,76,0,1644,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2401,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
208,0,1,872,0,0,0,0,0,0,0,0,0,0,0,0,76,0,2315,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,0,1,0,692,1675,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
212,0,1,0,694,1676,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
213,0,1,0,693,1677,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
214,0,1,0,691,1678,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
215,0,1,0,535,1679,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
216,0,1,0,695,1682,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
217,0,1,0,604,1680,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
218,0,1,0,622,1681,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
219,0,1,0,465,248,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
220,0,1,0,466,249,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
221,0,1,0,467,250,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
222,0,1,0,468,251,0,13266,0,0,0,0,0,0,0,76,76,13061,0,1,0,0,-1,0,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False
223,0.1,0.5,13714,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1426,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
224,0,1.5,13723,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1852,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
225,0,3,13715,0,0,0,0,0,0,0,0,0,0,0,76,76,0,698,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
226,0.75,1,13716,0,0,0,0,0,0,0,0,0,0,0,76,76,0,646,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
227,0,3.5,13717,0,0,0,0,0,0,0,0,0,0,0,76,76,0,397,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
228,1.1,1,13718,0,0,0,0,0,0,0,0,0,0,0,76,76,0,168,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
229,0,1.5,13719,0,0,0,0,0,0,0,0,0,0,0,76,76,0,241,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
230,0,1,13774,0,0,0,0,0,0,0,0,0,0,0,76,76,0,376,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
231,1.08,1,13775,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1156,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
232,0,1.2,13776,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1185,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
233,0,1,13778,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1437,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
234,0.75,1,13779,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1422,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
235,0,1,13780,0,297,0,0,0,0,0,0,0,0,0,76,76,0,967,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
236,0,1,13781,0,0,0,0,0,0,0,0,0,0,0,76,76,0,767,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
237,0,1,13782,0,0,0,0,0,0,0,0,0,0,0,76,76,0,150,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
238,0.75,1,13783,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1870,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
239,2,4,13897,0,0,0,0,0,0,0,0,0,0,0,76,76,0,101,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
240,0,1,13898,0,0,0,0,0,0,0,0,0,0,0,76,76,0,206,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
241,0,1,13899,0,0,0,0,0,0,0,0,0,0,0,76,76,0,728,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
242,0,1,13900,0,0,0,0,0,0,0,0,0,0,0,76,76,0,914,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
243,1.25,1,13901,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1452,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
244,0,1,13902,0,0,0,0,0,0,0,0,0,0,0,76,76,0,47,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
245,0,1,13903,0,0,0,0,0,0,0,0,0,0,0,76,76,0,927,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
246,0,4,13904,0,0,0,0,0,0,0,0,0,0,0,76,76,0,269,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
247,0,1.2,13964,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1451,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
248,0,1,13965,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1936,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
249,2,1.5,13966,0,0,0,0,0,0,0,0,0,0,0,76,76,0,953,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
250,0,1,13967,0,0,0,0,0,0,0,0,0,0,0,76,76,0,674,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
251,0,1.5,13968,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1849,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
252,0,1,13969,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1012,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
253,0,1,13970,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1738,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
254,0,1,13971,0,0,0,0,0,0,0,0,0,0,0,76,76,0,731,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
255,0,1,13972,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1927,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
256,0,1.3,13777,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1745,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
257,0,1,13905,0,0,0,0,0,0,0,0,0,0,0,76,76,0,950,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
258,0,1.75,13906,0,1297,0,0,0,0,0,0,0,0,0,76,76,0,1878,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
259,0,2,13973,0,904,0,0,0,0,0,0,0,0,0,76,76,0,862,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
260,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,656,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
261,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1035,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
262,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2270,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
263,0,1.5,0,0,1398,0,0,0,0,0,0,0,0,0,76,76,0,1806,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
264,0.65,1.5,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1415,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
265,0,1.2,0,0,1495,0,0,0,0,0,0,0,0,0,76,76,0,1942,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
266,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2000,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
267,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1992,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
268,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,824,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
269,0,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1079,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
270,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1990,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
271,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,660,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
272,2,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,381,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
273,2,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,384,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
274,2,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,382,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
275,2,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,384,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
276,2,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,383,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
277,0,1.5,0,0,886,0,0,0,0,0,0,0,0,0,76,76,0,1619,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
278,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1577,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
279,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1577,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
280,0,1.75,0,0,1122,0,0,0,0,0,0,0,0,0,76,76,0,1342,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
281,0,2,0,0,903,0,0,0,0,0,0,0,0,0,76,76,0,862,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
282,0,1,14690,691,1320,0,37,14841,14842,15375,0,0,0,0,0,0,7649,0,3,0,3,-1,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
283,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
284,0,1,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
287,1,2.7,0,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,2504,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
288,1,2.7,0,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,2504,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
289,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2501,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
290,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2501,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
291,0,1.25,872,0,0,8171,0,0,0,0,0,0,0,0,0,76,0,1234,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
292,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,2424,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,2424,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
296,0,1,872,0,0,0,0,0,0,0,0,0,0,0,76,76,3397,1659,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
297,0,1,11784,651,1838,0,17003,17000,17001,17002,17004,0,0,0,0,0,7641,0,3,0,6,-1,0,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
298,1.8,2,15154,0,0,0,0,0,0,0,0,0,0,0,76,76,0,233,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
299,0,2,15155,0,0,0,0,0,0,0,0,0,0,0,76,76,0,204,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
300,0,3.5,15156,0,1335,0,0,0,0,0,0,0,0,0,76,76,0,17,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
301,2.3,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,384,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
302,0,6,15157,0,0,0,0,0,0,0,0,0,0,0,76,76,0,595,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
303,2.3,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,382,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
304,0,1.5,15158,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1349,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
305,0,3,15159,0,892,0,0,0,0,0,0,0,0,0,76,76,0,956,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
306,0,4,15160,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1745,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
307,2.3,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,382,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
308,0,2,15161,0,0,0,0,0,0,0,0,0,0,0,76,76,0,2088,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
309,0,3,15162,0,1668,0,0,0,0,0,0,0,0,0,76,76,0,2303,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
310,0,2,15163,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1421,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
311,2.3,2,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,382,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
312,0,3,15164,0,1668,0,0,0,0,0,0,0,0,0,76,76,0,2303,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
313,0,1.5,15165,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1310,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
314,0,1.5,15166,0,0,0,0,0,0,0,0,0,0,0,76,76,0,67,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
315,0,5,15167,0,0,0,0,0,0,0,0,0,0,0,76,76,0,38,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
316,1.3,5,15168,0,0,0,0,0,0,0,0,0,0,0,76,76,0,1308,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
317,0,6,15169,0,0,0,0,0,0,0,0,0,0,0,76,76,0,25,1,0,0,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
