#,Description,DescriptionEnhanced,Tooltip,SpecialActionName,SpecialActionDescription,Attack,Defense,Speed,MinionSkillType,HasAreaAttack,StrengthGate,StrengthEye,StrengthShield,StrengthArcana
105,"Vous appelez votre mascotte bébé bonhomme de neige. Ce pantin a tendance à fondre au soleil, comme l'original.","Un gentilhomme à la chevelure opaline aurait fabriqué cette créature afin de l'offrir à des enfants lors de la fête des étoiles. Inconditionnelle du froid, elle aime qu'on lui jette des boules de neige au visage.",Adieu...,Érosion glaciaire,"Donne l'effet de destruction contre les pierres arcaniques aux mascottes qui ont utilisé des PdT.
**Durée :** 6s",40,50,2,3,False,True,True,False,False
106,Vous appelez votre mascotte bébé chocobo grassouillet. Ce jeune volatile a un gros appétit et ne fait pas beaucoup d'exercice.,Ce bébé chocobo est capable d'engloutir des tonz de nourriture et de flairer un mets à des yalms à la ronde. Il se laisse guider par n'importe quel fumet et rêve de croquer un jour une armure ou un bouclier.,"Pyoh, pyoh !",Gourmandise,"Double le montant de PV récupérés par les mascottes qui se trouvent à l'intérieur des portails.
**Durée :** 20s",35,75,2,9,False,True,False,False,False
107,Vous appelez votre mascotte Yda miniature. Elle ressemble tellement à l'originale qu'elle donne l'impression d'être prête à se battre à tout moment.,"C'est Tataru, la trésorière des Héritiers de la Septième Aube, qui a eu l'idée de commander cette poupée re­pré­sen­tant Yda et dont le masque est très réaliste... mais ne semble pas amovible.",Yaaah !,Ultime enfer,Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.,45,55,3,1,True,False,False,False,False
108,"Vous appelez votre mascotte Papalymo miniature. Ce petit pantin pourrait presque passer pour le vrai, mais il lui manque la parole.","C'est Tataru, la trésorière des Héritiers de la Septième Aube, qui a eu l'idée de commander ce pantin re­pré­sen­tant Papalymo... qui au moins ne va faire la leçon à personne.",C'est bien ce que je pensais.,Petite foudre,"Inflige 10 points de dégâts périodiques par seconde aux ennemis dans l'aire d'effet.
**Durée :** 20s",35,55,3,1,True,True,False,True,False
109,Vous appelez votre mascotte Urianger miniature. Ce pantin à l'effigie du sage des Héritiers a un air tout aussi énigmatique que l'original.,"Tataru a eu l'étrange idée de commander cet automate re­pré­sen­tant Urianger. D'ailleurs, pour des raisons obscures, ce dernier n'ayant pas voulu retirer sa capuche, ses cheveux ne sont pas reproduits.",L'aube toujours resplendit...,Prophétie accomplie,Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.,55,60,2,1,False,True,False,True,False
110,"Vous appelez votre mascotte gros minou. Ce chaton a pas mal d'embonpoint, mais sait se déplacer rapidement.","Ce chat, aussi enrobé que mignon, vagabondait autrefois dans les cités. Un servant l'apprivoisa en lui offrant des restes de poisson dès qu'il croisait sa route en rentrant du travail. Sa loyauté n'a d'égale que son adiposité.",Meuh...iaou !,Embonpoint,"Augmente de 10 la défense des alliés dans l'aire d'effet, ou de 30 s'ils sont de type “Créature”.
**Durée :** 6s",45,25,3,3,False,False,False,True,False
111,Vous appelez votre mascotte petit yéti. Il s'agit d'une version miniature de l'abominable homme des neiges... en moins abominable.,"Un servant à la recherche de plantes rares découvrit cette créature, seule et affaiblie, dans les hauteurs du Coerthas. Il lui donna à manger ; elle lui emboîta le pas avec ses petites pattes.",Yéééti !,Zéro absolu,Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.,65,25,3,1,False,False,True,False,False
112,"Vous appelez votre mascotte mini-momie. Cette poupée mortuaire a été recouverte de bandages, mais semble pourtant bien vivante.","Cette poupée est sortie d'un petit cercueil découvert dans le Temple enseveli de Qarn. Il y a bien quelque chose qui s'agite sous ces bandelettes, mais personne n'a eu le courage de vérifier quoi.",Mamie ? C'est toi ?,Monstruosité,"Ajoute le type “Monstre” aux points faibles des ennemis dans l'aire d'effet.
**Durée :** 15s",35,40,1,4,False,True,False,True,True
113,Vous appelez votre mascotte maquette de l'Entreprise. C'est une réplique au 1/1000e du célèbre aéronef de Cid nan Garlond.,"Cette maquette représente dans tous ses détails “l'Entreprise”, un aéronef que le génial Cid nan Garlond a mis au point du temps où il était à Garlemald.",En avant toute !,Bras mécanique,Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.,45,60,2,1,False,False,True,False,False
114,"Vous appelez votre mascotte poupée Mog postier. Cette marionnette à l'effigie de ces célèbres facteurs est tellement fidèle qu'on dirait qu'elle va vous donner une lettre, kupo !","Cet adorable pantin poilu et articulé a été réalisé par des Mogs. Par souci du détail, ils ont fabriqué une casquette et une besace authentiques en miniature.","J'ai une lettre pour toi, kupo !",Lettre de moquerie mog,"Réduit de 25% la défense des ennemis dans l'aire d'effet.
**Durée :** 6s",45,60,3,4,True,True,False,False,False
115,Vous appelez votre mascotte fretin assassin. Ce jeune betta assassin a préféré quitter le milieu aquatique pour jouer les filles de l'air.,"Ce poisson a été extrait du ventre d'un betta ninja que des cuisiniers débitaient. Après des années d'enfermement, il ne savait plus nager... Il volait ! Mais comment s'empêcher de piquer une tête en voyant la mer ?",Blob... blooob !,Assassinat,Inflige des dégâts équivalents à cinq fois l'attaque aux ennemis dans l'aire d'effet.,40,25,3,1,False,False,False,False,False
116,Vous appelez votre mascotte cadeau ambulant. Cette boîte qui marche est offerte en gage de re­mer­cie­ment aux convives de la cérémonie du lien éternel.,"Cette boîte est offerte tra­di­tion­nel­lement par un couple à ses invités lors de la cérémonie du lien éternel. Elle inspire le bonheur, mais se transforme en un véritable cadeau empoisonné lorsque les conjoints donateurs se séparent.",Pour l'éternité !,Échange de cadeaux,Enlève un piège mis en place par l'ennemi.,40,70,2,6,True,False,False,False,False
117,Vous appelez votre mascotte petit kappa. Cette créature étrange et singulière semble avoir perdu sa lance quelque part.,"Ce kappa n'est indubitablement pas un pantin. Un être humain a cer­tai­ne­ment fait appel à la magie pour prendre cette forme, mais qui cela peut-il bien être ?",Kappappaaa !,Inkappacité,"Réduit de 40% l'attaque des ennemis dans l'aire d'effet.
**Durée :** 6s",60,30,2,4,True,False,False,True,False
118,Vous appelez votre mascotte Louisoix miniature. Ce pantin reproduit fidèlement le sage sharlayanais qui a donné sa vie pour sauver Éorzéa.,La guilde des orfèvres a tenu à rendre hommage au sage qui s'est sacrifié lors de la chute de l'astre Dalamud en façonnant cette poupée à son image. Ne la laissez jamais s'approcher d'un bébé Bahamut !,L'avenir sera porteur d'espoir.,Feu résurrecteur,"Soigne 100 PV aux alliés dans l'aire d'effet, ou 150 PV s'ils sont de type “Poupée”.",50,40,4,7,False,True,True,False,False
119,Vous appelez Midgardsormr.,"Cette larve, engendrée par Midgardsormr, renferme l'âme du dragon originel. Malgré son aspect charmant, elle parle avec une voix caverneuse qui donne des frissons. Elle vous accompagne et vous observe en permanence.", . . . . . ,Tape-à-l'œil,Inflige des dégâts équivalents à 90% de sa solidité à l'œil scrutateur ennemi. N'a aucun effet si ce dernier est déjà détruit.,60,45,2,8,True,False,False,False,False
120,,,,,,0,0,0,0,False,False,False,False,False
121,Vous appelez votre mascotte pie pimpante. Cet oiseau serait annonciateur d'une victoire proche.,"Si Menphina a autrefois envoyé cet oiseau semer le bonheur à tire-d'aile en Éorzéa, il a aujourd'hui disparu de la région. La légende qui le lie à la déesse a cependant encouragé certaines personnes à importer quelques spécimens des contrées orientales.",Kakakakakaka !,Sérénade,"Augmente de 40 la défense des mascottes qui ont utilisé des PdT.
**Durée :** 10s",60,45,3,3,False,True,False,False,False
122,Vous appelez votre mascotte Enkidu. La couleur de son plumage résiste au lavage.,"Affamé au cours d'un de ses nombreux voyages, le guerrier de légende Gilgamesh a volé ce coq à des paysans. Il a voulu le dévorer tout cru, mais le volatile lui a troué le crâne à coups de bec !",Cocorico !,Onde lugubre,Dissipe tous les effets bénéfiques des ennemis dans l'aire d'effet.,55,45,4,6,False,False,True,False,False
123,"Vous appelez votre mascotte poupée de méchant Sylphe. Cette poupée à l'air sinistre représente un Dénaturé, l'un des méchants Sylphes. Elle vous lancera pro­ba­ble­ment le sort Foudre si vous lui tournez le dos.","Un pantin inspiré des Sylphes dénaturés et fabriqué par les Sylphes du Refuge pour faire des farces. Pour obtenir une couleur aussi réaliste que possible, ils ont expérimenté divers pigments jusqu'à trouver la teinte idéale : le chou rouge.","Ô grand Ramuh !
Protège-nous des intrus !",Sortilège sylphe,"Rend les mascottes dans l'aire d'effet invulnérables aux attaques venant des ennemis de type “Créature”.
**Durée :** 5s",50,35,2,3,False,False,False,False,False
124,Vous appelez votre mascotte poupée du maître fondateur. Cette fière poupée représente le fondateur légendaire d'un ancien art martial amalj'aa.,"Un pantin à l'effigie de Kerigg Roh poing-éclatant, fondateur d'un ancien art martial amalj'aa. Guerrier légendaire respecté de tous les Amalj'aa, notamment Hamujj Gah, son poing brillerait comme l'astre solaire, ce qui lui a valu son épithète.","Son ennemi, un guerrier doit respecter.",Force d'âme,"Augmente de 40 la défense des mascottes qui ont utilisé des PdT.
**Durée :** 10s",40,45,3,3,False,False,True,False,False
125,"Vous appelez votre mascotte Dezul miniature. Cette poupée est à l'effigie du célèbre ingénieur aéronautique ixal, Dezul Qualan.","Une poupée fabriquée par Sezul Totoloc à l'effigie de son maître Dezul Qualan, célèbre ingénieur aéronautique qui a disparu à bord d'un ballon géant de son invention, dans un voyage à la recherche d'Ayatlan, la terre sacrée ixale.",Celui-ci s'envolera !,Dérouillée,Inflige des dégâts équivalents à 5% de sa solidité à la pierre arcanique ennemie la plus proche.,45,35,3,8,False,True,True,False,False
126,"Vous appelez votre mascotte poupée kobolde n°2. Une autre mascotte de Kobold, oui, comme l'autre mais pas la même, non !","Bombe d'un nouveau type mise au point par Ba Go, plus puissante que les précédentes, elle ressemble à s'y méprendre à une inoffensive poupée. Un marchand l'ayant mise en vente, mieux vaut éviter les jouets kobolds un moment.",Tic tac tic tac...,Bombe prototype,Inflige des dégâts d'attaque 300 aux ennemis dans l'aire d'effet. Les mascottes qui ont utilisé des PdT sont au­to­ma­ti­que­ment renvoyées.,20,45,2,1,False,False,False,True,False
127,"Vous appelez votre mascotte démon des mers mécanique. Un pantin à l'effigie du plus puissant Sssahuagin, le terrible démon des mers écarlate ! Fssshhh !!",Un automate inspiré du démon des mers écarlate. Les aînés de la Couvée l'ont fabriqué à la fois pour montrer les exploits de leur père et en faire un exemple à ne pas suivre. Son régime à base de rations serpent de mer l'a fait brunir...,Fssshh !!,Harpon de corail,"Augmente de 60 l'attaque des mascottes qui ont utilisé des PdT.
**Durée :** 10s",50,65,4,3,False,False,True,False,False
128,Vous appelez votre mascotte bébé chocobo noir volant. Il vaudrait peut-être mieux pour vous ne pas lui confier votre courrier important tout de suite.,"Ce petit chocobo est de la race des volants, son plumage est noir de naissance et non teint. Pour prouver qu'il est un authentique volant, il s'entraîne chaque jour à s'élever plus haut dans les airs.",Kwééé ! Kwéééé !!,Chocopiège,"Place un piège qui peut être déclenché 10 secondes plus tard.
Piège : inflige des dégâts d'attaque 260 aux ennemis dans l'aire d'effet.",50,75,2,2,False,True,False,True,False
129,Vous appelez votre mascotte Kaïn miniature. Un légendaire chevalier dragon. Il semble être atteint de troubles de la personnalité...,Un pantin à l'effigie du fameux chevalier dragon Kaïn qui contient un cristal corrompu afin de reproduire son légendaire Saut. Est-ce pour cela qu'il disparaît parfois sans raison ? Il faut espérer qu'il a bel et bien repris le contrôle de lui-même...,Je m'en occupe. Un jeu d'enfant !,Insaisissabilité,"Rend vos portails, votre bouclier et votre œil scrutateur invulnérables à toutes les attaques.
**Durée :** 20s",75,55,3,9,True,False,False,False,False
130,Vous appelez votre mascotte Alphinaud miniature. Ce pantin à l'effigie du jeune commandant des Braves du Cristal semble tout aussi prétentieux et agaçant que le vrai. Pour Éorzéa !,"Le trésorier des Braves du Cristal avait lancé la fabrication de ce pantin dans le but de remplir les coffres de l'or­ga­ni­sa­tion, mais le commandant Leveilleur a ordonné l'arrêt de la production dès qu'il s'en est aperçu. Il en reste depuis un stock...",Pour Éorzéa !,Marche des Preux,"Inflige des dégâts d'attaque 80 aux ennemis dans l'aire d'effet et réduit leur défense de 13%.
**Durée :** 6s",30,35,3,1,False,True,True,False,False
131,Vous appelez votre mascotte Alisaie miniature. Ce pantin à l'effigie de la jeune Alisaie ressemble trait pour trait à son modèle d'origine. Pour l'avenir d'Éorzéa !,Cette poupée a été fabriquée par un marchand indépendant qui a eu la bonne idée de profiter des stocks invendus du modèle à l'effigie d'Alphinaud et d'y apporter quelques légères retouches. Voilà un homme qui a le sens des affaires !,Grand-père...,Volonté de l'aïeul,Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.,40,40,4,1,False,True,False,False,False
132,Vous appelez votre mascotte Tataru miniature. Elle est si mignonne qu'elle va vous faire fondre !,"Une poupée inspirée de la réceptionniste des Héritiers de la Septième Aube, commandée par Tataru en personne. Apparemment, elle l'offre à certains marchands complaisants et à des informateurs pour les remercier.",♪ Une jolie rose a fleuri...,Tisane spéciale,"Augmente de 10 la défense des alliés dans l'aire d'effet, ou de 30 s'ils sont de type “Poupée”.
**Durée :** 6s",35,25,3,3,False,True,False,False,False
133,Vous appelez votre mascotte Cid miniature. L'ingénieur en chef des Forges de Garlond. Il n'a pas peur de mettre les mains dans le cambouis !,"Une poupée s'inspirant de l'inventeur de génie, et conçue par le suppléant du directeur des Forges de Garlond. Elle rencontre un succès commercial étonnant qui aidera peut-être à éponger les dépenses du véritable directeur...","Allez, on plonge !",Piège magitek,"Place un piège qui peut être déclenché 10 secondes plus tard.
Piège : inflige des dégâts d'attaque 180 aux ennemis dans l'aire d'effet.",70,70,4,2,False,True,False,False,False
134,"Vous appelez votre mascotte bébé licorne. On dit souvent que deux cornes valent mieux qu'une, mais elle n'est pas du tout d'accord.",Cette jeune licorne a été élevée dans les jardins royaux d'Ishgard pour purifier l'eau bénite des cérémonies avec sa corne. Elle a profité de l'agitation récente pour partir faire un grand voyage dans le monde extérieur.,Hiiih...,Alicorne,"Augmente de 35% la vitesse de déplacement des alliés dans l'aire d'effet.
**Durée :** 6s",35,30,3,3,False,True,False,False,False
135,Vous appelez votre mascotte poupée gundu. Elle est beaucoup plus légère qu'elle en a l'air.,"Un chaman de la tribu des Gundu a con­fec­tion­né cette poupée en s'inspirant des méthodes de fabrication des totems vanu vanu. Il a mis un point d'honneur à reproduire une silhouette arrondie, symbole de prospérité chez les Vanu Vanu.",Gens d'en bas !,Danse du soleil gundu,"Augmente de 40 l'attaque des mascottes qui ont utilisé des PdT.
**Durée :** 15s",35,30,2,3,False,True,True,False,False
136,"Vous appelez votre mascotte atomos atrophié. Ne vous amusez pas à jeter des gils dans sa gueule, car vous ne les reverrez sûrement jamais.",Un atomos miniature qui aurait été élevé en nourrissant un étrange morceau de chair frétillante trouvé dans un coffre. Il absorbe goulûment tout ce qu'on lui jette. Garanti sans perte d'aspiration.,Vwooohhm...,Cyclone,"Rend les mascottes dans l'aire d'effet invulnérables aux attaques venant des ennemis de type “Poupée”.
**Durée :** 5s",35,65,3,3,True,False,False,False,False
137,Vous appelez votre mascotte bébé hibou. Pas besoin d'avoir des yeux derrière la tête quand celle-ci peut quasiment faire un tour sur elle-même !,"Ce hibou était exposé dans Le Continuum fractal sous un sort de magie temporelle, en tant que créature chimérique de chevalier miroir. Il serait un grand lecteur, notamment du journal Le Corbeau. Phénomène d'amélioration de l'espèce ?",Hou hou...,Lecture rapide,"Réduit de moitié de temps de recharge pour l'invocation des mascottes.
**Durée :** 10s",55,50,4,9,False,True,True,False,False
138,"Vous appelez votre mascotte vilain petit canard. Il adore regarder son reflet dans l'eau. Mais au fait, est-il vraiment un canard ?","Ce caneton prétend qu'il est un bébé cygne. Né dans Nalloncques, la terre sainte des Vanu Vanu, il a quitté le nid familial suite à un conflit de canards. Incapable de voler, il trottera sagement à vos côtés.",Coin coin !,Malheur im­pré­vi­si­ble,Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.,40,60,3,1,False,False,False,True,False
139,"Vous appelez votre mascotte gaélichaton. Chaque fois qu'Alphinaud lève le doigt, les Dieux tuent une de ces adorables créatures.","Ce jeune gaélichat s'est perdu dans la montagne sacrée Sohm Al. Ses ailes semblent amovibles, mais il refuse que l'on y touche, ce qui rend la chose impossible à vérifier. Certains pensent que ce félin serait en fait un démon de bas rang...",Maouh !,Coup de gaélipatte,"Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet et ajoute le type “Créature” à leurs points faibles.
**Durée :** 10s",30,40,3,1,False,False,True,True,False
140,"Vous appelez votre mascotte brouette mécanique. Elle est pas chou, avec sa petite roue ?","Cette adorable brouette a été réalisée par un artisan pour être offerte comme prix d'un concours de légumes de Gysahl. Son habitude de lancer des légumes en l'air aurait déplu à la guilde, et on l'aurait retirée de la circulation.",Krui krui...,Légume factice,"Augmente de 10 la défense des alliés dans l'aire d'effet, ou de 30 s'ils sont de type “Mécanisme”.
**Durée :** 6s",35,40,3,3,False,True,False,False,False
141,"Vous appelez votre mascotte petit panda roux. Il est plus petit qu'un panda normal, il vit moins longtemps, il est moins intelligent, et moins doux. Bon, peut-être pas moins doux.",Un bébé panda roux. On ignore ce qu'il faisait dans le Nid du dragon alors qu'il vit dans les montagnes du sud des provinces nordiques et à la lisière des provinces orientales. Un dragon l'a peut-être ramené lors d'un long voyage.,Kwiiiih !,Bipédisme,Inflige des dégâts équivalents à 70% de sa solidité au bouclier ennemi. N'a aucun effet si ce dernier est déjà détruit.,95,50,4,8,False,True,False,False,False
142,Vous appelez votre mascotte page 63. Un résumé détaillé des soixante-deux premières pages n'est pas nécessaire pour apprécier le contenu de la soixante-troisième.,"La page d'un ouvrage du rayon “Interdits” de la Grande bibliothèque de Gubal. Visiblement, cette page 63 renferme une présence. Pourtant, ce n'est pas à cause d'elle que ce livre a été interdit, mais à cause de son contenu.",Défense de lire.,Censure,Inflige des dégâts d'attaque 90 aux ennemis dans l'aire d'effet.,30,35,1,1,False,True,True,False,True
143,Vous appelez votre mascotte nain d'acier. Il préfère le terme “personne d'acier de petite taille”.,"Un géant d'acier miniature renfermant un cœur fabriqué par un pantin pilote d'aéronef à ses heures perdues. Un jour, il s'est tellement laissé absorber par son ouvrage qu'il a dépassé sa destination, si bien que son secret a été découvert.",Kruik kruik !,Volonté d'acier,"Augmente de 60 l'attaque des mascottes qui ont utilisé des PdT.
**Durée :** 10s",35,45,3,3,False,False,True,False,False
144,"Vous appelez votre mascotte bébé griffon. Il arrive parfois qu'il hurle au vent, mais personne ne sait pourquoi.","Un chasseur du clan Centurio a trouvé ce jeune après avoir abattu un griffon de grande taille. Ses grands yeux brillants l'ayant ému, il n'a pas pu l'achever et lui a cherché un nouveau foyer.",Gwriiih !,Esquive ailée,"Rend les mascottes dans l'aire d'effet invulnérables aux attaques venant des ennemis de type “Poupée”.
**Durée :** 5s",65,45,3,3,False,False,False,False,False
145,"Vous appelez votre mascotte Ysayle miniature. Vous êtes bien Cœur-de-glace, je me trompe ?","Une poupée à l'effigie de Cœur-de-glace, qui devait servir pour le recrutement de nouveaux membres. Mais l'intéressée a découvert ce projet dès que la poupée a été terminée, ce qui fait que sa dis­tri­bu­tion a connu une fin brutale.","Nous serons les acteurs de
notre propre délivrance !",Illusions glacées,"Immobilise les ennemis dans l'aire d'effet.
**Durée :** 5s",55,60,2,4,True,False,False,True,False
146,Vous appelez votre mascotte Gestahl. Un chien bien élevé au pedigree *impérial*.,"Un caniche de noble lignée. C'était un simple chien errant, mais ses origines impériales ayant été reconnues, il a finalement obtenu un pedigree en bonne et due forme. Avec sa mante, on jurerait voir un redoutable empereur.","Fusion, ouaf !",Impériosité,"Rend les mascottes qui ont utilisé des PdT invulnérables aux attaques venant des ennemis de type “Monstre”.
**Durée :** 10s",45,45,3,3,False,False,False,True,False
147,Vous appelez votre mascotte gobblindé G-VII à vapeur. Ses vapeurs d'échappement peuvent servir à cuire du jambon à l'étouffée.,Cette armure à vapeur a été mise au point par les Gobelins de la Main indigo comme prototype pour tester le fonc­tion­ne­ment de la version grandeur nature. Un merveilleux robot de lumière et d'acier...,Tchouuu !!,Canon à vapeur,Inflige des dégâts équivalents à 60% de sa solidité au portail ennemi le plus proche. N'a aucun effet si ce dernier est déjà détruit.,30,70,2,8,False,True,True,False,False
148,Vous appelez votre mascotte prince bébéhémoth. Il est quarante-septième dans l'ordre de succession au trône béhémoth.,"Ce petit serait un descendant du légendaire béhémoth empereur, capturé par un chasseur d'élite au clan Centurio. On lui a donné une mante royale correspondant à son rang, mais on ignore s'il est vraiment un prince.",Gruic ? Gruic !,Cri galvanisant,"Augmente de 40 l'attaque des mascottes qui ont utilisé des PdT.
**Durée :** 15s",40,55,2,3,False,True,True,False,False
149,Vous appelez votre mascotte sphère de guidage. Une preuve sup­plé­men­tai­re que la civilisation allagoise était très en avance en matière de technologie.,"Une ancienne sphère de guidage allagoise désactivée, et modifiée par Wedge pour devenir une grosse bouboule obéissante. Elle peut désormais vous suivre à travers le monde, mais n'est plus en mesure de guider.",Une erreur a été détectée...,Champ de gravité,"Inflige des dégâts d'attaque 60 aux ennemis dans l'aire d'effet et réduit leur vitesse de déplacement de 70%.
**Durée :** 10s",60,25,3,1,True,False,False,False,False
150,"Vous appelez votre mascotte Yugiri miniature. Si jamais vous trouvez son masque, faites-lui signe, elle le cherche toujours.","Un Domien de la colonie du Glas des revenants s'est inspiré des mascottes éorzéennes pour concevoir cette poupée. Il a reproduit le visage de son modèle avec soin, persuadé que c'est en lui que réside toute la vie d'un pantin.",Merci mille fois...,Suiyaku,"Augmente de 20 l'attaque des alliés dans l'aire d'effet, ou de 40 s'ils sont de type “Poupée”.
**Durée :** 6s",55,50,2,3,False,True,False,True,False
151,Vous appelez votre mascotte Carbuncle péridot. Ce Carbuncle aime qu'on caresse sa longue queue soyeuse.,"Tataru ayant été abandonnée par son Carbuncle, elle a demandé à la guilde des orfèvres de fabriquer cette réplique plus *fidèle* que nature. Le revêtement en peluche a été con­fec­tion­né par la Lalafelle elle-même.",Kwih !,Éjection,Projette en arrière les ennemis dans l'aire d'effet.,65,45,3,9,False,False,True,True,False
152,Vous appelez votre mascotte Carbuncle héliodore. Ce Carbuncle aime qu'on caresse sa longue queue soyeuse.,Tataru a commandé à la guilde des orfèvres cette réplique du Carbuncle qu'elle n'a finalement pas réussi à invoquer. Le revêtement en peluche a été con­fec­tion­né par la Lalafelle elle-même.,Gwih !?,Pelotonnement,"Augmente de 40 la défense des mascottes qui ont utilisé des PdT.
**Durée :** 10s",20,30,2,3,False,False,False,False,False
153,,,,,,0,0,0,0,False,False,False,False,False
154,"Vous appelez votre mascotte chariot de mine mécanique.
* La pépite d'or qu'il transporte n'a aucune valeur dans le monde réel.","Ce petit chariot était utilisé par un servant pour transporter des objets au cours de son travail. Mais lorsqu'il trouva une pépite d'or géante, le chariot refusa de la lâcher.",Cling ! Cling ! Cling !,Redorer son blason,Rétablit votre bouclier s'il a été détruit.,40,35,3,9,False,True,True,False,False
155,Vous appelez votre mascotte fanfares des Primogs. Les *seuls* automates musiciens de ce côté du ruisseau du Thé noir. Ce qui fait d'eux les *meilleurs* automates musiciens de ce côté du ruisseau du Thé noir.,"Ce groupe d'automates d'accompagnement fut créé par des Mogs qui rêvaient de former un groupe de bardes. À présent, il faut faire en sorte qu'ils jouent juste... En raison de “différences artistiques”, le groupe n'a jamais fait ses débuts.",♪♪♪,Remog-ménage,"Augmente de 20 l'attaque des alliés dans l'aire d'effet, ou de 40 s'ils sont de type “Poupée”.
**Durée :** 6s",35,45,3,3,False,False,False,True,False
156,Vous appelez votre mascotte poupée gnathe. Ce petit Gnathe vous suit partout. Peut-être vous prend-il pour l'Éveillé ?,"L'expression de cette poupée est censée laisser transparaître sa profonde dépendance envers l'Éveillé et son manque de personnalité. En vérité, il est plus facile de la différencier des autres Gnathes grâce à la couleur de sa cape...",Ksss ksss...,Carapace,"Augmente de 20 la défense des alliés dans l'aire d'effet.
**Durée :** 10s",70,30,3,3,False,True,False,True,False
157,Vous appelez votre mascotte petiot païssa. Son regard inquisiteur semble lui permettre de voir au plus profond de votre âme.,"Ce tout jeune païssa entraîné au combat a été offert par des Vanu Vanu amicaux à un chevalier de la Rose, mais ce dernier l'aurait ensuite parié puis perdu dans une taverne, et c'est finalement dans un coffre au trésor que la pauvre créature aurait terminé.",    !?    ,Infinitude,"Rend vos portails, votre bouclier et votre œil scrutateur invulnérables à toutes les attaques.
**Durée :** 20s",55,40,2,9,False,False,True,False,False
158,"Vous appelez votre mascotte Gobelin de la Mimine bleue. Malgré sa taille, elle ne semble pas avoir peur de grand-chose.",Ce petit personnage re­pré­sen­tant un guerrier gobelin a été conçu par les ingénieurs de la Main bleue pour démontrer leur supériorité technologique. Son secret de fabrication aurait été dérobé par Brayflox en même temps qu'une recette de fromage.,Psssh... psssh !,Piège de glu,"Augmente de 35% la vitesse de déplacement des alliés dans l'aire d'effet.
**Durée :** 6s",35,35,3,3,False,False,True,False,False
159,"Vous appelez votre mascotte majordome citrouille. Beaucoup pensent que le gang des légumes ne compte que cinq individus, mais ils se trompent. En effet, le sixième membre est aujourd'hui à votre service... et il ne semble pas très heureux de son sort.","Mécontent du traitement qu'il recevait, le majordome a fui la cour du Roi tomate. Hélas, il s'est fait capturer par le Cirque intercontinental, pour qui il a dû travailler sans relâche jusqu'à ce qu'un enquêteur de la guilde des aventuriers vienne le sauver... et vous le confie.",♪X$◎?,Frissonnement,"Réduit de 50% l'attaque des ennemis dans l'aire d'effet.
**Durée :** 15s",40,50,2,4,False,True,True,False,False
160,Vous appelez votre mascotte Echidna miniature. Quelque chose vous dit qu'elle s'est levée du mauvais pied.,Personne ne sait qui a réalisé cette miniature de la cruelle Echidna. Il est néanmoins inscrit en dessous du cercueil qu'elle a été découverte dans un étrange navire qui repose au-delà d'une fissure.,ZzzzZZZZzzz...,Faux de la mort,Détruit votre bouclier et votre œil scrutateur ainsi que ceux de l'ennemi. Les mascottes qui ont utilisé des PdT sont au­to­ma­ti­que­ment renvoyées.,50,45,3,8,True,True,False,False,False
161,Vous appelez votre mascotte Relm miniature. Où a-t-elle pu cacher son pinceau ?,"Cette poupée représente une célèbre magicienne des temps anciens, qui avait la faculté de pouvoir donner vie aux créatures qu'elle peignait. Le pinceau est inclus, mais il n'a aucun pouvoir magique.",Vieux débris ! Secoue-toi un peu !,Croquis,"Augmente de 40 la défense des mascottes qui ont utilisé des PdT.
**Durée :** 10s",40,25,2,3,False,False,True,True,False
162,Vous appelez votre mascotte buse chasseuse. Rien n'échappe à son regard perçant !,Cette buse entraînée à la chasse a apparemment décidé de vous accompagner partout où vous allez. C'est avant tout grâce à sa vigueur et sa capacité à détecter ses proies qu'elle doit sa survie dans le milieu hostile qu'est le Diadème.,Piiiy !,Œil de faucon !,"Réduit de 50% l'attaque des ennemis dans l'aire d'effet.
**Durée :** 15s",40,50,4,4,False,False,False,False,False
163,Vous appelez votre mascotte poussin oculus. Quelque chose vous dit qu'il vaut mieux éviter de croiser son regard.,"D'après les spé­cia­listes du néant, la puissance de ce jeune oculus dépendrait de l'origine de l'œil qui a servi à l'invoquer. Nul ne sait toutefois s'il s'agit de celui d'une brebis ou d'un dragon.",Bvvvv !,Lorgnement,"Réduit de 70% la vitesse de déplacement des ennemis dans l'aire d'effet.
**Durée :** 10s",50,40,3,4,False,False,False,False,False
164,"Vous appelez votre mascotte manchot prince. Il vient à peine de sortir de l'œuf, mais se voit déjà à la tête d'un empire. ","Cet adorable petit manchot empereur aurait décidé de partir à la recherche de fidèles sujets, notamment un excellent stratège, pour fonder son empire, et c'est ainsi qu'il serait arrivé au Gold Saucer.",Cuiii !,Morsure gelée,"Place un piège qui peut être déclenché 10 secondes plus tard.
Piège : inflige 20 points de dégâts périodiques par seconde aux ennemis dans l'aire d'effet.
**Durée :** 20s",35,30,2,2,True,True,False,False,False
