#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Type
98,auréole de bête I,auréoles de bête I,Auréole de bête I,"Vous octroie l'effet Auréole.
Auréole : offre 70% de chances de ressusciter au­to­ma­ti­que­ment en cas de K.O.",,0,0,1,1,1,0,243158,221,2
99,auréole de bête II,auréoles de bête II,Auréole de bête II,"Vous octroie l'effet Auréole.
Auréole : offre 95% de chances de ressusciter au­to­ma­ti­que­ment en cas de K.O.",,0,0,1,1,1,0,243159,299,2
100,œil de voleur,yeux de voleur,Œil de voleur,"Vous octroie l'effet Chances de butin augmentées.
Chances de butin augmentées : multiplie par 3 le taux d'objets lâchés par les adversaires au prochain af­fron­te­ment.
Durée : 30m
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,1,1,0,0,243160,32,2
101,œil de marchand,yeux de marchand,Œil de marchand,"Vous octroie l'effet Jetons bestiaux augmentés.
Jetons bestiaux augmentés : multiplie par 2 le nombre de jetons bestiaux lâchés par les adversaires au prochain af­fron­te­ment.
Durée : 30m
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,1,1,0,0,243161,23,2
102,potion solidifiante de bête,potions solidifiantes de bête,Potion solidifiante de bête,"Octroie l'effet Solidification au dresseur ou à une bête.
Solidification : réduit de 20% des dégâts subis.
Durée : 60s
Effet additionnel : la durée de l'effet passe à 90s si vous possédez un bouclier de glace.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243162,47,2
103,potion abrégeante de bête,potions abrégeantes de bête,Potion abrégeante de bête,"Octroie l'effet Rapidité au dresseur ou à une bête.
Rapidité : réduit de 15% le délai des attaques automatiques et les temps de lancement et de recharge des techniques d'arme et des sorts de magie.
Durée : 60s
Effet additionnel : la durée de l'effet passe à 90s si vous possédez des gants de voleur.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243163,43,2
104,potion renforçante de bête,potions renforçantes de bête,Potion renforçante de bête,"Octroie l'effet Force accrue au dresseur ou à une bête.
Force accrue : augmente de 30% les dégâts physiques infligés.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243164,36,2
105,potion de force brutale de bête,potions de force brutale de bête,Potion de force brutale de bête,"Inflige Étourdissement au dresseur ou à une bête, mais octroie l'effet Force accrue.
Durée d'Étourdissement : 15s
Force accrue : augmente de 45% les dégâts physiques infligés.
Durée de Force accrue : 30s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243165,88,2
106,potion stimulante de bête,potions stimulantes de bête,Potion stimulante de bête,"Octroie l'effet Magie accrue au dresseur ou à une bête.
Magie accrue : augmente de 30% les dégâts magiques infligés.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243166,23,2
107,potion de magie brutale de bête,potions de magie brutale de bête,Potion de magie brutale de bête,"Inflige Cauchemar au dresseur ou à une bête, mais octroie l'effet Magie accrue.
Durée de Cauchemar : 30s
Magie accrue : augmente de 50% les dégâts magiques infligés.
Durée de Magie accrue : 30s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243167,50,2
108,potion focalisante de bête,potions focalisantes de bête,Potion focalisante de bête,"Octroie l'effet Précision accrue au dresseur ou à une bête.
Précision accrue : augmente de 30% les chances de critiques.
Durée : 30s
Effet additionnel : la durée de l'effet passe à 60s si vous possédez des lunettes argentées.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243168,20,2
109,potion de précision brutale de bête,potions de précision brutale de bête,Potion de précision brutale de bête,"Inflige Pétrification au dresseur ou à une bête, mais octroie l'effet Précision accrue.
Durée de Pétrification : 15s
Précision accrue : augmente de 50% les chances de critique.
Durée de Précision accrue : 30s
Effet additionnel : la durée de l'effet passe à 60s si vous possédez des lunettes argentées.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243169,36,2
110,potion évitante de bête,potions évitantes de bête,Potion évitante de bête,"Octroie l'effet Esquive accrue au dresseur ou à une bête.
Esquive accrue : augmente de 25% l'esquive.
Durée : 30s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243170,21,2
111,potion d'esquive brutale de bête,potions d'esquive brutale de bête,Potion d'esquive brutale de bête,"Inflige Cécité au dresseur ou à une bête, mais octroie l'effet Esquive accrue.
Durée de Cécité : 30s
Esquive accrue : augmente de 25% l'esquive.
Durée d'Esquive accrue : 60s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243171,36,2
112,potion énergisante de bête,potions énergisantes de bête,Potion énergisante de bête,"Octroie l'effet Endurance accrue au dresseur ou à une bête et restaure 10% des PV.
Endurance accrue : augmente de 20% les PV maximums.
Durée : se termine à la fin du combat.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243172,95,2
113,potion d'endurance brutale de bête,potions d'endurance brutale de bête,Potion d'endurance brutale de bête,"Inflige Poison violent au dresseur ou à une bête, mais octroie l'effet Endurance accrue et restaure 10% des PV.
Durée de Poison violent : 180s
Endurance accrue : augmente de 30% les PV maximums.
Durée d'Endurance accrue : se termine à la fin du combat.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243173,140,2
114,potion de vélocité de bête,potions de vélocité de bête,Potion de vélocité de bête,"Vous octroie l'effet Breuvage de voleur.
Breuvage de voleur : augmente de 20% votre vitesse de déplacement, de 5% votre esquive, et de 100% votre résistance à Poison.
Durée : se termine à la fin du combat.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243174,225,2
115,plume de bête,plumes de bête,Plume de bête,"Augmente de 100 les PT du dresseur ou d'une bête.
Effet additionnel : augmente de 250 les PT si vous possédez une bague de soulagement.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243175,43,2
116,remède anti-feu de bête I,remèdes anti-feu de bête I,Remède anti-feu de bête I,"Vous octroie ainsi qu'aux alliés alentour l'effet Ignifuge.
Ignifuge : 50% de chances d'annuler les dégâts de feu et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243176,47,2
117,remède anti-feu de bête II,remèdes anti-feu de bête II,Remède anti-feu de bête II,"Vous octroie ainsi qu'aux alliés alentour l'effet Ignifuge.
Ignifuge : 70% de chances d'annuler les dégâts de feu et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243177,95,2
118,remède anti-eau de bête I,remèdes anti-eau de bête I,Remède anti-eau de bête I,"Vous octroie ainsi qu'aux alliés alentour l'effet Imperméabilité.
Imperméabilité : 50% de chances d'annuler les dégâts d'eau et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243178,47,2
119,remède anti-eau de bête II,remèdes anti-eau de bête II,Remède anti-eau de bête II,"Vous octroie ainsi qu'aux alliés alentour l'effet Imperméabilité.
Imperméabilité : 70% de chances d'annuler les dégâts d'eau et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243179,95,2
120,remède anti-terre de bête I,remèdes anti-terre de bête I,Remède anti-terre de bête I,"Vous octroie ainsi qu'aux alliés alentour l'effet Géofuge.
Géofuge : 50% de chances d'annuler les dégâts de terre et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243180,47,2
121,remède anti-terre de bête II,remèdes anti-terre de bête II,Remède anti-terre de bête II,"Vous octroie ainsi qu'aux alliés alentour l'effet Géofuge.
Géofuge : 70% de chances d'annuler les dégâts de terre et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243181,95,2
122,remède anti-foudre de bête I,remèdes anti-foudre de bête I,Remède anti-foudre de bête I,"Vous octroie ainsi qu'aux alliés alentour l'effet Paratonnerre.
Paratonnerre : 50% de chances d'annuler les dégâts de foudre et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243182,47,2
123,remède anti-foudre de bête II,remèdes anti-foudre de bête II,Remède anti-foudre de bête II,"Vous octroie ainsi qu'aux alliés alentour l'effet Paratonnerre.
Paratonnerre : 70% de chances d'annuler les dégâts de foudre et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243183,95,2
124,remède anti-vent de bête I,remèdes anti-vent de bête I,Remède anti-vent de bête I,"Vous octroie ainsi qu'aux alliés alentour l'effet Coupe-vent.
Coupe-vent : 50% de chances d'annuler les dégâts de vent et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243184,47,2
125,remède anti-vent de bête II,remèdes anti-vent de bête II,Remède anti-vent de bête II,"Vous octroie ainsi qu'aux alliés alentour l'effet Coupe-vent.
Coupe-vent : 70% de chances d'annuler les dégâts de vent et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243185,95,2
126,remède anti-glace de bête I,remèdes anti-glace de bête I,Remède anti-glace de bête I,"Vous octroie ainsi qu'aux alliés alentour l'effet Gélifuge.
Gélifuge : 50% de chances d'annuler les dégâts de glace et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243186,47,2
127,remède anti-glace de bête II,remèdes anti-glace de bête II,Remède anti-glace de bête II,"Vous octroie ainsi qu'aux alliés alentour l'effet Gélifuge.
Gélifuge : 70% de chances d'annuler les dégâts de glace et de les absorber.
Durée : 15s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243187,95,2
128,croc de feu,crocs de feu,Croc de feu,"Effectue une attaque magique de feu sur la cible et les ennemis autour dans un rayon de 12 yalms. 
Puissance : 2500
Effet additionnel : inflige des dégâts additionnels de 1000 si la cible est sous l'effet Congélation.
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243188,45,2
129,croc de glace,crocs de glace,Croc de glace,"Effectue une attaque magique de glace sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance : 2000
Effet additionnel : inflige Congélation à la cible.
Durée de Congélation : 20s
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243189,45,2
130,croc d'eau,crocs d'eau,Croc d'eau,"Effectue une attaque magique d'eau sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance : 2000
Effet additionnel : dissipe un effet bénéfique de la cible, augmentant au passage les PT de 100.
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243190,45,2
131,croc de foudre,crocs de foudre,Croc de foudre,"Effectue une attaque magique de foudre sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance : 2000
Effet additionnel : inflige Paralysie à la cible.
Durée de Paralysie : 30s
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243191,45,2
132,croc de terre,crocs de terre,Croc de terre,"Effectue une attaque magique de terre sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance : 2000
Effet additionnel : inflige Pesanteur à la cible.
Durée de Pesanteur : 60s
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243192,45,2
133,croc de vent,crocs de vent,Croc de vent,"Effectue une attaque magique de vent sur la cible et les ennemis autour dans un rayon de 12 yalms.
Puissance : 2000
Effet additionnel : projette la cible 15 yalms en arrière.
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243193,45,2
134,croc vampire,crocs vampires,Croc vampire,"Effectue une attaque physique perforante sur la cible et les ennemis autour dans un rayon de 12 yalms, et absorbe en PV une partie des dégâts infligés.
Puissance : de 1500 à 3300
La puissance augmente d'autant plus que vos PV maximums sont élevés.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243194,68,2
135,potion vampirique de bête,potions vampiriques de bête,Potion vampirique de bête,"Octroie l'effet Absorption des PV au dresseur ou à une bête.
Absorption des PV : absorbe en PV 10% des dégâts infligés.
Durée : 60s
Effet additionnel : la durée de l'effet passe à 90s si vous possédez une armure diabolique.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,1,0,243195,378,2
136,tome de réflexion,tomes de réflexion,Tome de réflexion,"Octroie l'effet Miroir au dresseur ou à une bête.
Miroir : renvoie la plupart des attaque magiques.
Durée : 30s
Effet additionnel : la durée de l'effet passe à 60s si vous possédez un chapeau de rituel.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243196,81,2
137,tome d'invulnérabilité,tomes d'invulnérabilité,Tome d'invulnérabilité,"Octroie 5 degrés de l'effet Leurre au dresseur ou à une bête.
Leurre : bloque la plupart des attaques physiques. Consomme un degré par attaque bloquée.
Durée : 120s
Effet additionnel : octroie 3 degrés sup­plé­men­tai­res sous l'effet Breuvage de voleur.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243197,63,2
138,sable temporel,sables temporels,Sable temporel,"Vous octroie l'effet Retournement de sablier.
Retournement de sablier : en cas de défaite, vous pourrez reprendre juste avant le début du combat.
Cet objet ne peut pas être utilisé en combat.",,0,0,0,1,0,0,243198,315,2
139,sable astral,sables astraux,Sable astral,"Lance une Tempête d'étoiles infligeant des dégâts magiques de feu à la cible et aux ennemis autour dans un rayon de 18 yalms.
Puissance : 3000
Effet additionnel : augmente vos PT de 50 par ennemi touché.
Effet additionnel : réduit de 20% la résistance au feu de la cible.
Durée : 60s
Les dégâts varient selon les bonus aux dégâts magiques conférés par d'autres pièces d'équipement de dressage, objets ou aptitudes.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243199,72,2
140,kit de potion de bête,kits de potion de bête,Kit de potion de bête,"Vous octroie Auto-potion.
Auto-potion : restaure au­to­ma­ti­que­ment vos PV de 40% s'ils tombent en dessous de 50%.
Cet effet a 50% de chances de prendre fin chaque fois qu'il se déclenche, mais ces chances sont réduites à 10% sous l'effet Breuvage de voleur.
Durée : 150s
Effet additionnel : la durée de l'effet passe à 240s si vous possédez un gilet de voleur.
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243200,189,2
141,kit médical de bête,kits médicaux de bête,Kit médical de bête,"Vous octroie Auto-remède.
Auto-remède : bloque la prochaine altération d'état.
Durée : 240s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243201,32,2
142,tome de forgesort,tomes de forgesort,Tome de forgesort,"Vous octroie Forgesort.
Forgesort : toutes vos attaques infligent des dégâts magiques.
Cet effet est également octroyé à vos bêtes.
Durée : 180s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243202,63,2
143,tome de morsure de l'acier,tomes de morsure de l'acier,Tome de morsure de l'acier,"Vous octroie Morsure de l'acier.
Morsure de l'acier : toutes vos attaques infligent des dégâts physiques.
Cet effet est également octroyé à vos bêtes.
Durée : 180s
Cet objet ne peut être utilisé que dans l'arène de combat.",,0,0,0,1,0,0,243203,63,2
144,pichet de nutriment optimal G1,pichets de nutriment optimal G1,Nutriment optimal G1,"PV maximums +15%
Dégâts infligés +5%
Effet spécial : augmente de 25% l'EXP de la bête à la fin du Dédale.
Effet spécial : restaure im­mé­dia­te­ment 10% des PV de la bête.
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,0,0,243076,0,3
145,pichet de nutriment optimal G2,pichets de nutriment optimal G2,Nutriment optimal G2,"PV maximums +30%
Dégâts infligés +10%
Effet spécial : augmente de 50% l'EXP de la bête à la fin du Dédale.
Effet spécial : restaure im­mé­dia­te­ment 18% des PV de la bête.
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,0,0,243077,0,3
146,morceau de simili-viande,morceaux de simili-viande,Simili-viande,"Dégâts physiques infligés +20%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243078,0,3
147,bouteille de simili-eau,bouteilles de simili-eau,Simili-eau,"Puissance d'Explosion éthérée +35%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,1,0,243079,0,3
148,pot de simili-miel,pots de simili-miel,Simili-miel,"Dégâts physiques subis -25%
Puissance d'Explosion éthérée +10%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243080,0,3
149,simili-boulette de poisson,simili-boulettes de poisson,Simili-boulette de poisson,"Chances de critiques +35%
Dégâts magiques subis -30%
PV maximums +10%
Effet spécial : restaure im­mé­dia­te­ment 7% des PV de la bête.
[Utilisable sur : Animides]",,0,0,0,1,1,0,243081,0,3
150,main de simili-bananes,mains de simili-bananes,Simili-bananes,"Puissance d'Explosion éthérée +10%
Effet spécial : octroie un degré de Bonus de dégâts physiques à la bête quand elle fait une attaque critique. Cumulable jusqu'au 5e degré.
Bonus de dégâts physiques : dégâts physiques infligés +10%
Durée : 30s
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,1,0,243082,0,3
151,simili-fraise,simili-fraises,Simili-fraise,"Puissance des attaques critiques +60
Puissance d'Explosion éthérée +10%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,1,0,243083,0,3
152,simili-œuf,simili-œufs,Simili-œuf,"Hâte +5%
Dégâts physiques infligés +25%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Hydrides, Cuirassiens]",,0,0,0,1,0,0,243084,0,3
153,simili-œuf jaune,simili-œufs jaunes,Simili-œuf jaune,"Hâte +15%
Dégâts infligés +5%
PV maximums +35%
Effet spécial : restaure im­mé­dia­te­ment 20% des PV de la bête.
[Utilisable sur : Floréens]",,0,0,0,1,0,0,243085,0,3
154,simili-tomate,simili-tomates,Simili-tomate,"Esquive +10%
Dégâts physiques infligés +10%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Nécroïdes]",,0,0,0,1,1,0,243086,0,3
155,bouteille de simili-lait,bouteilles de simili-lait,Simili-lait,"Hâte +5%
PV maximums +50%
Effet spécial : restaure im­mé­dia­te­ment 26% des PV de la bête.
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Hydrides, Cuirassiens]",,0,0,0,1,1,0,243087,0,3
156,bol de simili-fromage aux baies,bols de simili-fromage aux baies,Simili-fromage aux baies,"Hâte +5%
Puissance d'Explosion éthérée +25%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Hydrides, Cuirassiens]",,0,0,0,1,0,0,243088,0,3
157,simili-bolet,simili-bolets,Simili-bolet,"Résistance à Poison +100%
Dégâts subis -10%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,0,0,243089,0,3
158,simili-morille,simili-morilles,Simili-morille,"Résistance à Paralysie +100%
Dégâts subis -10%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,1,0,243090,0,3
159,simili-truffe noire,simili-truffes noires,Simili-truffe noire,"Résistance à Cécité +100%
Dégâts subis -10%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,1,0,243091,0,3
160,simili-truffe blanche,simili-truffes blanches,Simili-truffe blanche,"Résistance à Pétrification +100%
Dégâts subis -10%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,1,0,243092,0,3
161,simili-vesse-de-loup,simili-vesses-de-loup,Simili-vesse-de-loup,"Résistance à Sommeil +100%
Dégâts subis -10%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,1,0,243093,0,3
162,simili-sole,simili-soles,Simili-sole,"Dégâts physiques infligés +20%
Effet spécial : augmente de 50% l'accumulation de PT.
[Utilisable sur : Ptériens]",,0,0,0,1,1,0,243094,0,3
163,fiole de simili-eau bénite,fioles de simili-eau bénite,Simili-eau bénite,"PV maximums +30%
Dégâts infligés +15%
Effet spécial : restaure im­mé­dia­te­ment 18% des PV de la bête.
Effet spécial : octroie un degré de Recouvrement à la bête quand elle vainc un ennemi. Cumulable jusqu'au 8e degré.
Recouvrement : restaure périodiquement 3% des PV.
Durée : 6s
[Utilisable sur : Hydrides]",,0,0,0,1,1,0,243095,0,3
164,fiole de simili-sang,fioles de simili-sang,Simili-sang,"Chances de critiques +50%
Dégâts infligés +35%
Effet spécial : inflige des dégâts périodiques à la bête.
[Utilisable sur : Insectoïdes]",,0,0,0,1,1,0,243096,0,3
165,fiole de simili-sang noble,fioles de simili-sang noble,Simili-sang noble,"PV maximums +20%
Chances de critiques +15%
Effet spécial : restaure im­mé­dia­te­ment 13% des PV de la bête.
Effet spécial : 5% de chances d'octroyer un degré de Recouvrement à la bête quand elle fait une attaque critique. Cumulable jusqu'au 8e degré.
Recouvrement : restaure périodiquement 3% des PV.
Durée : 6s
[Utilisable sur : Hydrides]",,0,0,0,1,1,0,243097,0,3
166,botte de simili-lys,bottes de simili-lys,Simili-lys,"Dégâts infligés +10%
Dégâts subis -10%
Effet spécial : permet de conserver l'effet des aliments quand vous vous reposez dans une tente.
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,1,0,243098,0,3
167,simili-flet,simili-flets,Simili-flet,"Dégâts physiques infligés +10%
Effet spécial : 30% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur : Thériens, Insectoïdes, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243099,0,3
168,simili-scorpion blanc,simili-scorpions blancs,Simili-scorpion blanc,"Effet spécial : octroie Miroir à la bête quand elle est appelée.
Miroir : renvoie la plupart des attaques magiques.
Durée : 60s
[Utilisable sur : Cuirassiens]",,0,0,0,1,0,0,243100,0,3
169,simili-scorpion noir,simili-scorpions noirs,Simili-scorpion noir,"Dégâts infligés +15%
Dégâts subis -35%
Effet spécial : 3% de chances d'infliger Poison à la bête quand elle subit des dégâts.
Durée : 30s
[Utilisable sur : Cuirassiens]",,0,0,0,1,0,0,243101,0,3
170,simili-hareng,simili-harengs,Simili-hareng,"Puissance d'Explosion éthérée +25%
Effet spécial : 35% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur : Ptériens]",,0,0,0,1,0,0,243102,0,3
171,simili-poisson-ange,simili-poissons-anges,Simili-poisson-ange,"Dégâts subis -10%
Effet spécial : augmente de 30% l'accumulation de PT.
[Utilisable sur : Thériens, Insectoïdes, Floréens, Hydrides, Nécroïdes]",,0,0,0,1,0,0,243103,0,3
172,grappe de simili-raisin,grappes de simili-raisin,Simili-raisin,"Chances de critiques +35%
Dégâts physiques infligés +15%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,1,0,243104,0,3
173,simili-orange,simili-oranges,Simili-orange,"Chances de critiques +25%
Puissance d'Explosion éthérée +20%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,1,0,243105,0,3
174,simili-ver de vase,simili-vers de vase,Simili-ver de vase,"PV maximums +30%
Effet spécial : restaure im­mé­dia­te­ment 18% des PV de la bête.
Effet spécial : octroie un degré de Vulnérabilité magique diminuée à la bête quand elle subit des dégâts. Cumulable jusqu'au 8e degré.
Vulnérabilité magique diminuée : dégâts magiques subis -5%
Durée : 60s
[Utilisable sur : Animides]",,0,0,0,1,0,0,243106,0,3
175,bouteille de simili-tonic,bouteilles de simili-tonic,Simili-tonic,"Effet spécial : octroie un degré d'Excitation à la bête quand elle vainc un ennemi. Cumulable jusqu'au 4e degré.
Excitation : dégâts infligés +15%, dégâts subis -8%
Durée : 60s
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,1,0,243107,0,3
176,simili-carotte,simili-carottes,Simili-carotte,"Esquive +10%
Puissance d'Explosion éthérée +5%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Nécroïdes]",,0,0,0,1,1,0,243108,0,3
177,simili-oignon,simili-oignons,Simili-oignon,"Esquive +15%
Dégâts subis -5%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Nécroïdes]",,0,0,0,1,0,0,243109,0,3
178,simili-laitue,simili-laitues,Simili-laitue,"Esquive +5%
Effet spécial : octroie un degré d'Excitation à la bête quand elle esquive une attaque. Cumulable jusqu'au 4e degré.
Excitation : dégâts infligés +15%, dégâts subis -8%
Durée : 60s
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Nécroïdes]",,0,0,0,1,1,0,243110,0,3
179,simili-citron,simili-citrons,Simili-citron,"Puissance d'Explosion éthérée +10%
Effet spécial : octroie un degré de Leurre à la bête quand elle fait une attaque critique. Cumulable jusqu'au 5e degré.
Leurre : bloque la plupart des attaques physiques. Consomme un degré par attaque bloquée.
Durée : 120s
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243111,0,3
180,cruche de simili-huile tonique,cruches de simili-huile tonique,Simili-huile tonique,"Hâte +20%
Effet spécial : octroie un degré d'Excitation en cas de combo instinctif réussi au déclenchement de la technique de la bête. Cumulable jusqu'au 4e degré.
Excitation : dégâts infligés +15%, dégâts subis -8%
Durée : 60s
[Utilisable sur : Animides]",,0,0,0,1,1,0,243112,0,3
181,pot de simili-mucus,pots de simili-mucus,Simili-mucus,"Dégâts infligés +30%
Dégâts subis -30%
Effet spécial : inflige Cauchemar à la bête quand elle fait une attaque critique.
Durée : 30s
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243113,0,3
182,récipient de simili-sève,récipients de simili-sève,Simili-sève,"Dégâts physiques subis -40%
Puissance d'Explosion éthérée +20%
[Utilisable sur : Cuirassiens]",,0,0,0,1,0,0,243114,0,3
