#,Name,Bg,ArrayEventHandler,PlaceNameRegionIcon,PlaceNameIcon,Aetheryte,FixedTime,PlaceNameRegion,PlaceNameZone,PlaceName,Map,ContentFinderCondition,BGM,QuestBattle,Resident,NotoriousMonsterTerritory,BattalionMode,LoadingImage,ExclusiveType,TerritoryIntendedUse,WeatherRate,Unknown1,ExVersion,Unknown2,ZoneSharedGroup,AetherCurrentCompFlgSet,MountSpeed,IndividualWeather,AchievementIndex,Unknown6,Unknown7,PCSearch,Stealth,Mount,Unknown8,IsPvpZone,Unknown9,IsInUse,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16
371,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,l1r2,ffxiv/lak_l1/rad/l1r2/level/l1r2,0,122011,124602,0,-1,26,509,493,158,102,1001,0,51,0,1,6,2,8,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
373,f1d6,ffxiv/fst_f1/dun/f1d6/level/f1d6,0,122003,124202,0,-1,23,507,58,165,24,1001,0,0,0,1,3,2,3,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
374,f1fb,ffxiv/fst_f1/fld/f1fb/level/f1fb,0,122003,124210,0,-1,23,507,1363,166,77,1001,0,0,0,1,3,2,10,43,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
375,f1fb_2,ffxiv/fst_f1/fld/f1fb/level/f1fb,0,122003,124211,0,-1,23,507,1363,166,78,1001,0,0,0,1,3,2,10,43,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
376,l1p1,ffxiv/lak_l1/pvp/l1p1/level/l1p1,0,122015,124701,0,-1,26,501,1374,167,127,1001,0,58,0,4,6,2,18,0,0,0,0,0,0,0,0,-1,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
377,r1fc,ffxiv/roc_r1/fld/r1fc/level/r1fc,0,122004,124311,0,-1,25,508,1399,173,79,1001,0,65,0,1,5,2,10,46,2,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
378,r1fc_2,ffxiv/roc_r1/fld/r1fc/level/r1fc,0,122004,124312,0,-1,25,508,1399,173,80,1001,0,66,0,1,5,2,10,46,2,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
379,e0090,ffxiv/lak_l1/fld/l1f1/level/l1f1,0,122005,123401,0,-1,26,509,67,25,380,108,89,0,0,1,6,3,9,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
380,f1b1_2,ffxiv/fst_f1/bah/f1b1/level/f1b1,0,122003,124521,0,-1,23,507,1301,148,103,1001,0,46,0,1,3,2,16,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
381,f1b2_2,ffxiv/fst_f1/bah/f1b2/level/f1b2,0,122003,124522,0,-1,23,507,1302,149,104,1001,0,47,0,1,3,2,16,28,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
382,f1b3_2,ffxiv/fst_f1/bah/f1b3/level/f1b3,0,122012,124523,0,-1,23,507,1303,65,105,1001,0,48,0,1,3,2,16,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
383,f1b4_2,ffxiv/fst_f1/bah/f1b4/level/f1b4,0,122012,124524,0,-1,23,507,1304,150,106,1001,0,49,0,1,3,2,17,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
384,s1i4,ffxiv/sea_s1/ind/s1i4/level/s1i4,0,122001,123010,8,-1,22,502,1157,170,0,1083,0,0,0,1,2,0,14,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
385,f1i4,ffxiv/fst_f1/ind/f1i4/level/f1i4,0,122003,123208,2,-1,23,507,1159,171,0,1110,0,0,0,1,3,0,14,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
386,w1i4,ffxiv/wil_w1/ind/w1i4/level/w1i4,0,122002,123109,9,-1,24,505,1158,172,0,1109,0,0,0,1,4,0,14,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
387,s1d7,ffxiv/sea_s1/dun/s1d7/level/s1d7,0,122001,124002,0,-1,22,502,35,169,28,1001,0,69,0,1,2,2,3,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
388,w1ed,ffxiv/wil_w1/evt/w1ed/level/w1ed,0,122002,124118,62,-1,24,503,1500,197,0,1143,0,0,0,1,4,0,23,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
389,s1fb,ffxiv/sea_s1/fld/s1fb/level/s1fb,0,-1,-1,0,-1,22,503,1500,198,0,1001,0,85,0,1,4,3,20,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
390,w1fc,ffxiv/wil_w1/fld/w1fc/level/w1fc,0,-1,-1,0,-1,24,503,1500,199,0,1001,0,84,0,1,4,3,20,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
391,f1fc,ffxiv/fst_f1/fld/f1fc/level/f1fc,0,-1,-1,0,-1,23,503,1500,200,0,1001,0,86,0,1,4,3,20,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
392,f1e6,ffxiv/fst_f1/evt/f1e6/level/f1e6,0,-1,-1,2,-1,23,507,112,180,0,1001,0,0,0,1,3,0,22,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
393,f1e6_prv,ffxiv/fst_f1/evt/f1e6/level/f1e6,852711,-1,-1,2,-1,23,507,112,180,0,1142,0,0,0,1,3,0,22,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
394,f1f3_battle,ffxiv/fst_f1/fld/f1f3/level/f1f3,0,122003,124213,0,-1,23,507,56,187,82,1001,0,59,0,1,3,2,10,45,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
395,r1e2,ffxiv/roc_r1/evt/r1e2/level/r1e2,852773,-1,-1,23,-1,25,508,1429,179,0,1072,0,0,0,1,5,0,15,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
396,f1d3_battle,ffxiv/fst_f1/dun/f1d3/level/f1d3,0,122003,124214,0,-1,23,507,128,210,85,1001,0,80,0,1,3,2,3,28,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
397,r2f1,ex1/01_roc_r2/fld/r2f1/level/r2f1,852807,122004,123302,71,-1,25,508,2200,211,0,1150,0,0,18,1,5,0,1,49,1,1,0,4,1,18,0,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
398,d2f1,ex1/02_dra_d2/fld/d2f1/level/d2f1,852806,122018,123601,76,-1,498,511,2000,212,0,1151,0,0,19,1,8,0,1,50,0,1,0,2,2,21,0,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
399,d2f2,ex1/02_dra_d2/fld/d2f2/level/d2f2,852826,122018,123602,75,-1,498,511,2001,213,0,1152,0,0,20,1,8,0,1,51,0,1,0,3,3,22,0,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
400,d2f3,ex1/02_dra_d2/fld/d2f3/level/d2f3,852816,122018,123603,78,-1,498,511,2002,214,0,1153,0,0,21,1,8,0,1,52,0,1,2,9,4,23,0,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
401,a2f1,ex1/03_abr_a2/fld/a2f1/level/a2f1,852817,122019,123701,72,-1,497,510,2100,215,0,1154,0,0,22,1,7,0,1,53,0,1,1,8,5,19,0,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
402,a2f2,ex1/03_abr_a2/fld/a2f2/level/a2f2,852856,122019,123702,74,-1,497,510,2101,216,0,1155,0,0,23,1,7,0,1,54,0,1,0,1,6,20,0,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
403,ec008,ex2/01_gyr_g3/dun/g3d2/level/g3d2,0,-1,-1,0,-1,2400,514,2691,417,282,1001,0,263,0,1,12,1,29,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
404,e0091,ffxiv/sea_s1/twn/s1t2/level/s1t2,0,122007,123003,0,-1,22,500,29,12,381,83,90,0,0,1,2,3,9,15,0,0,0,0,0,0,0,-1,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
405,e0092,ffxiv/sea_s1/fld/s1f4/level/s1f4,0,122001,123007,0,300,22,502,33,18,382,1021,91,0,0,1,2,3,9,19,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
406,e0093,ffxiv/sea_s1/fld/s1f4/level/s1f4,0,122001,123007,0,-1,22,502,33,18,383,39,92,0,0,1,2,3,9,19,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
407,e0094,ffxiv/ocn_o1/evt/o1e2/level/o1e2,0,-1,-1,0,-1,22,502,462,95,384,39,93,0,0,1,2,3,9,40,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
408,e0095,ffxiv/sea_s1/fld/s1f3/level/s1f3,0,122001,123006,0,-1,22,502,32,17,385,39,94,0,0,1,2,3,9,18,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
409,e0096,ffxiv/sea_s1/twn/s1t1/level/s1t1,0,122007,123002,0,300,22,500,28,11,386,113,95,0,0,1,2,3,9,40,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
410,e0097,ffxiv/wil_w1/fld/w1f5/level/w1f5,0,122002,123108,0,-1,24,505,46,24,387,151,101,0,0,1,4,3,9,13,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
411,e0098,ffxiv/sea_s1/fld/s1f3/level/s1f3,0,122001,123006,0,-1,22,502,32,17,388,39,96,0,0,1,2,3,9,18,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
412,e0099,ffxiv/sea_s1/fld/s1f5/level/s1f5,0,122001,123008,0,-1,22,502,34,19,389,39,97,0,0,1,2,3,9,20,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
413,e0100,ffxiv/sea_s1/fld/s1f4/level/s1f4,0,122001,123007,0,100,22,502,33,18,390,1021,98,0,0,1,2,3,9,19,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
414,e0101,ffxiv/sea_s1/fld/s1f3/level/s1f3,0,122001,123006,0,-1,22,502,32,17,391,39,99,0,0,1,2,3,9,18,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
415,e0102,ffxiv/sea_s1/fld/s1f2/level/s1f2,0,122001,123005,0,100,22,502,31,16,392,91,100,0,0,1,2,3,9,36,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
416,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
417,w1fc_tutorial,ffxiv/wil_w1/fld/w1fc/level/w1fc,0,-1,-1,0,-1,24,503,1500,217,0,252,0,83,0,1,4,3,20,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
418,r2t1,ex1/01_roc_r2/twn/r2t1/level/r2t1,852799,122017,123304,70,-1,25,512,2300,218,0,1149,0,0,0,1,5,0,0,47,1,1,0,5,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
419,r2t2,ex1/01_roc_r2/twn/r2t2/level/r2t2,852841,122017,123305,70,-1,25,512,2301,219,0,1148,0,0,0,1,5,0,0,48,1,1,0,6,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
420,a2d2,ex1/03_abr_a2/dun/a2d2/level/a2d2,0,122019,124901,0,-1,497,510,2130,230,33,1001,0,109,0,1,7,2,3,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
421,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
422,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
423,s1i5,ffxiv/sea_s1/ind/s1i5/level/s1i5,0,122001,123010,8,-1,22,502,1227,204,0,328,0,0,0,1,2,0,14,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
424,w1i5,ffxiv/wil_w1/ind/w1i5/level/w1i5,0,122002,123109,9,-1,24,505,1228,205,0,328,0,0,0,1,4,0,14,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
425,f1i5,ffxiv/fst_f1/ind/f1i5/level/f1i5,0,122003,123208,2,-1,23,507,1229,206,0,328,0,0,0,1,3,0,14,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
426,z1e9,ffxiv/zon_z1/evt/z1e9/level/z1e9,0,122016,124721,0,-1,26,509,1390,207,84,1001,0,82,0,1,6,2,10,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
427,r2e1,ex1/01_roc_r2/evt/r2e1/level/r2e1,853195,-1,-1,70,-1,25,512,2337,220,0,1166,0,0,0,1,5,0,15,0,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
428,r2e3,ex1/01_roc_r2/evt/r2e3/level/r2e3,852800,-1,-1,70,-1,25,512,2335,221,0,1166,0,0,0,1,5,0,15,0,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
429,r2ti,ex1/01_roc_r2/twn/r2ti/level/r2ti,852857,122017,123303,70,-1,25,512,2310,223,0,5,0,0,0,1,5,0,2,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
430,a2d3,ex1/03_abr_a2/dun/a2d3/level/a2d3,0,122019,124902,0,-1,497,510,2148,244,35,1001,0,92,0,1,7,2,3,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
431,s2p1,ffxiv/pvp_xx/pvp/s2p1/level/s2p1,0,122021,124702,0,-1,22,501,496,242,130,1001,0,58,0,4,2,2,18,59,0,0,0,0,0,0,0,-1,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
432,d2fa,ex1/02_dra_d2/fld/d2fa/level/d2fa,0,122018,124804,0,-1,498,511,2081,256,86,1001,0,106,0,1,8,2,10,57,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
433,r2e4,ex1/01_roc_r2/evt/r2e4/level/r2e4,852838,-1,-1,70,-1,25,512,2320,222,0,1164,0,0,0,1,5,0,15,0,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
434,r2d1,ex1/01_roc_r2/dun/r2d1/level/r2d1,0,122004,124314,0,-1,25,508,2214,243,36,1001,0,101,0,1,5,2,3,42,2,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
435,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
436,a2fa,ex1/03_abr_a2/fld/a2fa/level/a2fa,0,122019,124904,0,-1,497,510,2151,235,88,1001,0,104,0,1,7,2,10,28,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
437,a2fb,ex1/03_abr_a2/fld/a2fb/level/a2fb,0,122019,124906,0,-1,497,510,2178,236,90,1001,0,94,0,1,7,2,10,56,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
438,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
439,r2e5,ex1/01_roc_r2/evt/r2e5/level/r2e5,0,-1,-1,70,-1,25,512,2313,224,0,1166,0,0,0,1,5,0,15,0,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
440,r2e6,ex1/01_roc_r2/evt/r2e6/level/r2e6,0,-1,-1,70,-1,25,512,2336,225,0,1166,0,0,0,1,5,0,15,0,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
441,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
442,d2a1,ex1/02_dra_d2/alx/d2a1/level/d2a1,0,122020,124553,0,-1,498,511,1628,237,112,1001,0,95,0,1,8,2,16,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
443,d2a2,ex1/02_dra_d2/alx/d2a2/level/d2a2,0,122020,124554,0,-1,498,511,1633,238,113,1001,0,102,0,1,8,2,16,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
444,d2a3,ex1/02_dra_d2/alx/d2a3/level/d2a3,0,122020,124555,0,-1,498,511,1638,239,114,1001,0,97,0,1,8,2,16,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
445,d2a4,ex1/02_dra_d2/alx/d2a4/level/d2a4,0,122020,124556,0,-1,498,511,1645,240,115,1001,0,99,0,1,8,2,17,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
446,d2fa_2,ex1/02_dra_d2/fld/d2fa/level/d2fa,0,122018,124805,0,-1,498,511,2081,404,87,1001,0,107,0,1,8,2,10,57,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
447,a2fa_2,ex1/03_abr_a2/fld/a2fa/level/a2fa,0,122019,124905,0,-1,497,510,2151,407,89,1001,0,105,0,1,7,2,10,28,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
448,a2fb_2,ex1/03_abr_a2/fld/a2fb/level/a2fb,0,122019,124907,0,-1,497,510,2178,236,91,1001,0,130,0,1,7,2,10,56,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
449,d2a1_2,ex1/02_dra_d2/alx/d2a1/level/d2a1,0,122020,124557,0,-1,498,511,1628,237,116,1001,0,96,0,1,8,2,16,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
450,d2a2_2,ex1/02_dra_d2/alx/d2a2/level/d2a2,0,122020,124558,0,-1,498,511,1633,238,117,1001,0,103,0,1,8,2,16,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
451,d2a3_2,ex1/02_dra_d2/alx/d2a3/level/d2a3,0,122020,124559,0,-1,498,511,1638,239,118,1001,0,98,0,1,8,2,16,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
452,d2a4_2,ex1/02_dra_d2/alx/d2a4/level/d2a4,0,122020,124560,0,-1,498,511,1645,240,119,1001,0,100,0,1,8,2,17,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
453,e0103,ffxiv/sea_s1/fld/s1f4/level/s1f4,0,122001,123007,0,-1,22,502,33,18,393,39,103,0,0,1,2,3,9,19,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
454,e0104,ffxiv/sea_s1/fld/s1f5/level/s1f5,0,122001,123008,0,-1,22,502,34,19,394,117,135,0,0,1,2,3,9,20,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
455,e0105,ex1/03_abr_a2/fld/a2f1/level/a2f1,0,-1,-1,0,300,497,510,2100,215,395,117,104,0,0,1,7,3,9,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
456,e0106,ex1/01_roc_r2/evt/r2e6/level/r2e6,0,-1,-1,0,-1,25,512,2336,225,396,315,105,108,0,1,5,3,9,0,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
457,e0107,ffxiv/roc_r1/fld/r1fc/level/r1fc,0,-1,-1,0,-1,25,508,1399,173,397,316,108,112,0,1,5,3,9,46,2,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
458,e0108,ex1/01_roc_r2/twn/r2t1/level/r2t1,0,-1,-1,0,-1,25,512,2300,218,398,315,109,0,0,1,5,3,9,0,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
459,e0109,ex1/03_abr_a2/fld/a2f2/level/a2f2,0,-1,-1,0,-1,497,510,2101,216,399,152,110,117,0,1,7,3,9,54,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
460,e0110,ffxiv/wil_w1/dun/w1d7/level/w1d7,0,-1,-1,0,-1,24,505,49,145,400,317,106,0,0,1,4,3,9,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
461,e0111,ex1/03_abr_a2/fld/a2f1/level/a2f1,0,-1,-1,0,-1,497,510,2100,215,401,39,107,0,0,1,7,3,9,53,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
462,d2e2,ex1/02_dra_d2/evt/d2e2/level/d2e2,852811,-1,-1,76,-1,498,511,2083,226,0,1170,0,0,0,1,8,0,15,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
463,d2e3,ex1/02_dra_d2/evt/d2e3/level/d2e3,853196,-1,-1,75,-1,498,511,2036,253,0,1168,0,0,0,1,8,0,15,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
464,e0112,ex1/02_dra_d2/fld/d2f1/level/d2f1,0,-1,-1,0,-1,498,511,2000,212,402,91,134,0,0,1,8,3,9,50,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
465,e0113,ffxiv/wil_w1/fld/w1f3/level/w1f3,0,122002,123106,0,-1,24,505,44,22,403,113,126,0,0,1,4,3,9,11,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
466,e0114,ffxiv/sea_s1/fld/s1f5/level/s1f5,0,122001,123008,0,-1,22,502,34,19,404,39,113,0,0,1,2,3,9,20,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
467,e0115,ex1/01_roc_r2/fld/r2f1/level/r2f1,0,-1,-1,0,-1,25,508,2200,211,405,39,114,0,0,1,5,3,9,49,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
468,e0116,ffxiv/roc_r1/fld/r1f1/level/r1f1,852247,122004,123301,0,-1,25,508,63,53,406,39,102,0,0,1,5,3,9,21,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
469,e0117,ffxiv/roc_r1/fld/r1f1/level/r1f1,852247,122004,123301,0,-1,25,508,63,53,407,113,115,0,0,1,5,3,9,21,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
470,e0118,ex1/01_roc_r2/fld/r2f1/level/r2f1,0,-1,-1,0,-1,25,508,2200,211,408,39,116,0,0,1,5,3,9,49,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
471,e0119,ffxiv/sea_s1/fld/s1f3/level/s1f3,0,122001,123006,0,-1,22,502,32,17,409,113,117,0,0,1,2,3,9,18,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
472,e0120,ex1/01_roc_r2/fld/r2f1/level/r2f1,0,-1,-1,0,-1,25,508,2200,211,410,39,118,0,0,1,5,3,9,49,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
473,e0121,ffxiv/fst_f1/fld/f1f3/level/f1f3,852244,122003,123206,0,2200,23,507,56,6,411,113,143,0,0,1,3,3,9,58,0,1,0,39,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
474,e0122,ffxiv/sea_s1/twn/s1t1/level/s1t1,852085,122007,123002,0,30,22,500,28,11,412,1020,144,0,0,1,2,3,9,58,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
475,e0123,ffxiv/roc_r1/fld/r1f1/level/r1f1,852247,122004,123301,0,-1,25,508,63,53,413,117,119,0,0,1,5,3,9,21,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
476,e0124,ex1/02_dra_d2/fld/d2f2/level/d2f2,0,-1,-1,0,2200,498,511,2001,213,414,91,141,0,0,1,8,3,9,58,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
477,e0125,ex1/01_roc_r2/fld/r2f1/level/r2f1,0,-1,-1,0,-1,25,508,2200,211,415,91,142,110,0,1,5,3,9,0,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
478,d2t1,ex1/02_dra_d2/twn/d2t1/level/d2t1,852827,122018,123604,75,-1,498,4136,2082,257,0,1167,0,0,0,1,8,0,0,55,0,1,0,7,0,24,0,-1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
479,e0126,ex1/01_roc_r2/fld/r2f1/level/r2f1,0,-1,-1,0,-1,25,508,2200,211,416,318,111,0,0,1,5,3,9,42,1,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
480,e0127,ffxiv/lak_l1/fld/l1f1/level/l1f1,852412,122005,123401,0,-1,26,509,67,25,417,113,120,0,0,1,6,3,9,22,0,1,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
481,e0128,ex1/02_dra_d2/fld/d2f1/level/d2f1,0,-1,-1,0,-1,498,511,2000,212,418,39,121,0,0,1,8,3,9,50,0,1,0,2,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
482,e0129,ex1/02_dra_d2/fld/d2f1/level/d2f1,0,-1,-1,0,-1,498,511,2000,212,419,113,122,0,0,1,8,3,9,50,0,1,0,2,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
