#,Masculine,Feminine,IsPrefix,Order
519,Équarisseur équestre,Équarisseuse équestre,False,1589
520,Écho d'une étoile déchue,Écho d'une étoile déchue,False,1590
521,Historien de Ronka,Historienne de Ronka,False,1591
522,Meilleur ami d'Ehll Tou,Meilleure amie d'Ehll Tou,False,1592
523,Associé d'Ehll Tou,Associée d'Ehll Tou,False,1593
524,Buveur de thé,Buveuse de thé,False,1594
525,Maitre de thé,Maitresse de thé,False,1595
526,Ingénieur de char,Ingénieure de char,False,1596
527,Berger des étoiles,Bergère des étoiles,False,1597
528,Menuisier de Tombeplume,Menuisière de Tombeplume,False,1598
529,Forgeron de Tombeplume,Forgeronne de Tombeplume,False,1599
530,Armurier de Tombeplume,Armurière de Tombeplume,False,1600
531,Orfèvre de Tombeplume,Orfèvre de Tombeplume,False,1601
532,Tanneur de Tombeplume,Tanneuse de Tombeplume,False,1602
533,Couturier de Tombeplume,Couturière de Tombeplume,False,1603
534,Alchimiste de Tombeplume,Alchimiste de Tombeplume,False,1604
535,Cuisinier de Tombeplume,Cuisinière de Tombeplume,False,1605
536,Mineur de Tombeplume,Mineuse de Tombeplume,False,1606
537,Botaniste de Tombeplume,Botaniste de Tombeplume,False,1607
538,Pêcheur de Tombeplume,Pêcheuse de Tombeplume,False,1608
539,La Frappe décisive,La Frappe décisive,False,1609
540,Escarmoucheur,Escarmoucheuse,False,1610
541,Le Bélier de Bozja,Le Bélier de Bozja,False,1611
542,La Déchéance de Gabriel,La Déchéance de Gabriel,False,1612
543,Dompteur des Bêtes,Dompteuse des Bêtes,False,1613
544,Étouffeur des Flammes,Étouffeuse des Flammes,False,1614
545,L'Épée du Sud,L'Épée du Sud,False,1615
546,Ange gardien,Ange gardien,False,1616
547,Saint d'Azurée,Sainte d'Azurée,False,10001
548,Bienheureux d'Azurée,Bienheureuse d'Azurée,False,10011
549,Scripteur d'Histoires,Scripteuse d'Histoires,False,1617
550,Bleu véritable,Bleu véritable,False,1618
551,Ranger bleu,Ranger bleue,False,1619
552,L'Azur et l'Oméga,L'Azur et l'Oméga,False,1620
553,Fou du ballon,Folle du ballon,False,1621
554,Péril de la haute mer,Péril de la haute mer,False,1622
555,Mentor des mantas,Mentor des mantas,False,1623
556,Ratisseur des mers,Ratisseuse des mers,False,1624
557,Saint d'Azurée,Sainte d'Azurée,False,10002
558,Bienheureux d'Azurée,Bienheureuse d'Azurée,False,10012
559,Champion de tournoi officiel,Championne de tournoi officiel,False,1625
560,Découvreur du jardin secret,Découvreuse du jardin secret,False,1626
561,Gardien du jardin secret,Gardienne du jardin secret,False,1627
562,Échappé du jardin secret,Échappée du jardin secret,False,1628
563,Maître des mers,Maîtresse des mers,False,1629
564,Excavateur de Delubrum,Excavatrice de Delubrum,False,1630
565,Menuisier du Nouveau Refrain,Menuisière du Nouveau Refrain,False,1631
566,Forgeron du Nouveau Refrain,Forgeronne du Nouveau Refrain,False,1632
567,Armurier du Nouveau Refrain,Armurière du Nouveau Refrain,False,1633
568,Orfèvre du Nouveau Refrain,Orfèvre du Nouveau Refrain,False,1634
569,Tanneur du Nouveau Refrain,Tanneuse du Nouveau Refrain,False,1635
570,Couturier du Nouveau Refrain,Couturière du Nouveau Refrain,False,1636
571,Alchimiste du Nouveau Refrain,Alchimiste du Nouveau Refrain,False,1637
572,Cuisinier du Nouveau Refrain,Cuisinière du Nouveau Refrain,False,1638
573,Mineur du Nouveau Refrain,Mineuse du Nouveau Refrain,False,1639
574,Botaniste du Nouveau Refrain,Botaniste du Nouveau Refrain,False,1640
575,Pêcheur du Nouveau Refrain,Pêcheuse du Nouveau Refrain,False,1641
576,Collectionneur perfectionniste,Collectionneuse perfectionniste,False,1642
577,Aile sombre,Aile sombre,False,1643
578,Artisan infatigable,Artisane infatigable,False,1644
579,Suzerain des eaux lointaines,Suzeraine des eaux lointaines,False,1645
580,Gros poisson,Gros poisson,False,1646
581,Ange gardien de Charlemend,Ange gardien de Charlemend,False,1647
582,Grossiste de Rouchemande,Grossiste de Rouchemande,False,1648
583,Arpenteur de l'aube,Arpenteuse de l'aube,False,1649
584,Forme de vie héroïque,Forme de vie héroïque,False,1650
585,Écumeur du Dalriada,Écumeuse du Dalriada,False,1651
586,L'hyper-renforcé,L'hyper-renforcée,False,1652
587,Commandant et conquérant,Commandante et conquérante,False,1653
588,Dompteur de Lyon,Dompteuse de Lyon,False,1654
589,Champion de Zadnor,Championne de Zadnor,False,1655
590,Lame de Gunnhildr,Lame de Gunnhildr,False,1656
591,Médailliste,Médailliste,False,1657
592,Élu de la Reine,Élue de la Reine,False,1658
593,Prodige de la guerre,Prodige de la guerre,False,1659
594,Prodige de la magie,Prodige de la magie,False,1660
595,Prodige de la main,Prodige de la main,False,1661
596,Prodige de la terre,Prodige de la terre,False,1662
597,Pourfendeur des Magus,Pourfendeuse des Magus,False,1663
598,Marcheur sélénien,Marcheuse sélénienne,False,1664
599,Cuniculiculteur millénaire,Cuniculicultrice millénaire,False,1665
600,Défenseur de Thavnair,Défenseur de Thavnair,False,1666
601,Voyageur d'Elpis,Voyageuse d'Elpis,False,1667
602,Symbole de l'espoir,Symbole de l'espoir,False,1668
603,Arpenteur des finitudes,Arpenteuse des finitudes,False,1669
604,Lémure,Lémure,False,1670
605,Sage,Sage,False,1671
606,Métallurgiste érudit,Métallurgiste érudite,False,1672
607,Façonnier érudit,Façonnière érudite,False,1673
608,Préparateur érudit,Préparatrice érudite,False,1674
609,Naturaliste érudit,Naturaliste érudite,False,1675
610,Pêcheur érudit,Pêcheuse érudite,False,1676
611,Diplômé honoris causa,Diplômée honoris causa,False,1677
612,Entraîneur de la Septième Aube,Entraîneuse de la Septième Aube,False,1678
613,Serment irréductible,Serment irréductible,False,1679
614,Acier irréductible,Acier irréductible,False,1680
615,Morale irréductible,Morale irréductible,False,1681
616,Loyauté irréductible,Loyauté irréductible,False,1682
617,Glaneur hors pair,Glaneuse hors pair,False,1683
618,Traqueur notoire,Traqueuse notoire,False,1684
619,Homo ludens,Homo ludens,False,1685
620,Régulier du Ludodrome,Régulière du Ludodrome,False,1686
621,Champion du Ludodrome,Championne du Ludodrome,False,1687
622,Maître des aléas du destin,Maîtresse des aléas du destin,False,1688
623,L'Arbitre,L'Arbitre,False,1689
624,Médaillé de bronze,Médaillée de bronze,False,1690
625,Médaillé d'argent,Médaillée d'argent,False,1691
626,Médaillé d'or,Médaillée d'or,False,1692
627,Médaillé de platine,Médaillée de platine,False,1693
628,Médaillé de diamant,Médaillée de diamant,False,1694
629,Médaillé de cristal,Médaillée de cristal,False,1695
630,Légende conflictuelle,Légende conflictuelle,False,1696
631,Histoire conflictuelle,Histoire conflictuelle,False,1697
632,Parcours conflictuel,Parcours conflictuel,False,1698
633,Héros des hippos,Héroïne des hippos,False,1699
634,Ami d'Ameliance,Amie d'Ameliance,False,1700
635,Défenseur de l'éducation,Défenseuse de l'éducation,False,1701
636,Légende d'azur,Légende d'azur,False,1702
637,Aventurier de nouveaux horizons,Aventurière de nouveaux horizons,False,1703
638,L'aide lénificatrice,L'aide lénificatrice,False,1704
639,Samouraï Makai,Samouraï Makai,False,1705
640,Mage rouge Makai,Mage rouge Makai,False,1706
641,Pistosabreur Makai,Pistosabreuse Makai,False,1707
642,Danseur Makai,Danseuse Makai,False,1708
643,Faucheur Makai,Faucheuse Makai,False,1709
644,Sage Makai,Sage Makai,False,1710
645,Quêteur de vie paisible,Quêteuse de vie paisible,False,1711
646,Maître des échanges,Maîtresse des échanges,False,1712
647,Expert des îles Cieldalaes,Experte des îles Cieldalaes,False,1713
648,Argonaute du néant,Argonaute du néant,False,1714
649,Légende conflictuelle,Légende conflictuelle,False,1715
650,Histoire conflictuelle,Histoire conflictuelle,False,1716
651,Parcours conflictuel,Parcours conflictuel,False,1717
652,Légende conflictuelle,Légende conflictuelle,False,1718
653,Histoire conflictuelle,Histoire conflictuelle,False,1719
654,Parcours conflictuel,Parcours conflictuel,False,1720
655,Étoilé au guide omicron,Étoilée au guide omicron,False,1721
656,Ombre du sultanat,Ombre du sultanat,False,1722
657,Infamie de Sil'dih,Infamie de Sil'dih,False,1723
658,Pourfendeur de démons,Pourfendeuse de démons,False,1724
659,Conseiller des enfeuillés,Conseillère des enfeuillés,False,1725
660,Faiseur d'homme,Faiseuse d'homme,False,1726
661,Précipitateur du crépuscule,Précipitatrice du crépuscule,False,1727
662,Lame d'acier,Lame d'acier,False,1728
663,Roi d'un jour prochain,Reine d'un jour prochain,False,1729
664,Le maudit,La maudite,False,1730
665,Héros souverain,Héroïne souveraine,False,1731
666,Artisan sélène,Artisane sélène,False,1732
667,Légende Alpha,Légende Alpha,False,1733
668,Agoniste,Agoniste,False,1734
669,Gymnasiarque,Gymnasiarque,False,1735
670,Olympien,Olympienne,False,1736
671,Légende conflictuelle,Légende conflictuelle,False,1737
672,Histoire conflictuelle,Histoire conflictuelle,False,1738
673,Parcours conflictuel,Parcours conflictuel,False,1739
674,Légende conflictuelle,Légende conflictuelle,False,1740
675,Histoire conflictuelle,Histoire conflictuelle,False,1741
676,Parcours conflictuel,Parcours conflictuel,False,1742
677,Détrôneur déterminé,Détrôneuse déterminée,False,1743
678,Expert du marché,Experte du marché,False,1744
679,Terreur des profondeurs,Terreur des profondeurs,False,1745
680,Malacologue,Malacologue,False,1746
681,Surume dragon,Surume dragon,False,1747
682,La crevette,La crevette,False,1748
683,Légende conflictuelle,Légende conflictuelle,False,1749
684,Histoire conflictuelle,Histoire conflictuelle,False,1750
685,Parcours conflictuel,Parcours conflictuel,False,1751
686,Légende conflictuelle,Légende conflictuelle,False,1752
687,Histoire conflictuelle,Histoire conflictuelle,False,1753
688,Parcours conflictuel,Parcours conflictuel,False,1754
689,Champion CCRC2023,Championne CCRC2023,False,0
690,Finaliste CCRC2023,Finaliste CCRC2023,False,0
691,Classé CCRC2023,Classée CCRC2023,False,0
692,Bleu cousu d'or,Bleue cousue d'or,False,1755
693,Pionnier bleu,Pionnière bleue,False,1756
694,Bleu de l'interdit,Bleue de l'interdit,False,1757
695,Le réincarné,La réincarnée,False,1758
696,Ascète ascendant,Ascète ascendante,False,1759
697,Passereau de l'harmonie,Passe de l'harmonie,False,1760
698,Force de la nature,Force de la nature,False,1761
699,Dévoué à la science,Dévouée à la science,False,1762
700,Plein de ressources,Pleine de ressources,False,1763
701,Le manderveilleux,La manderveilleuse,False,1764
702,Pioche passionnée,Pioche passionnée,False,1765
703,Hachette ardente,Hachette ardente,False,1766
704,Appât acharné,Appât acharné,False,1767
705,Arpenteur des vagues,Arpenteuse des vagues,False,1768
706,L'ultime pêcheur,L'ultime pêcheuse,False,1769
707,Amasseur d'assignats azur,Amasseuse d'assignats azur,False,1770
708,Haricot-roi,Haricot-reine,False,1771
709,Béni des Dieux,Bénie des Dieux,False,1772
710,Étoile jumelle,Étoile jumelle,False,1773
711,Apocryphe de Bahamut,Apocryphe de Bahamut,False,1774
712,Nitescence nouvelle,Nitescence nouvelle,False,1775
713,Pérégrin vers l'ouest,Pérégrine vers l'ouest,False,1776
714,Légende conflictuelle,Légende conflictuelle,False,1777
715,Histoire conflictuelle,Histoire conflictuelle,False,1778
716,Parcours conflictuel,Parcours conflictuel,False,1779
717,Légende conflictuelle,Légende conflictuelle,False,1780
718,Histoire conflictuelle,Histoire conflictuelle,False,1781
719,Parcours conflictuel,Parcours conflictuel,False,1782
720,Légende conflictuelle,Légende conflictuelle,False,1783
721,Histoire conflictuelle,Histoire conflictuelle,False,1784
722,Parcours conflictuel,Parcours conflictuel,False,1785
723,Héros épique,Héroïne épique,False,1786
724,Innovateur du premier reflet,Innovatrice du premier reflet,False,1787
725,Arbitre de la guerre,Arbitre de la guerre,False,1788
726,Arbitre de la magie,Arbitre de la magie,False,1789
727,Arbitre de la main,Arbitre de la main,False,1790
728,Arbitre de la terre,Arbitre de la terre,False,1791
729,Réitérateur de la geste,Réitératrice de la geste,False,1792
730,Héraut de la paix,Héraut de la paix,False,1793
731,Forgeur d'Aurarque,Forgeuse d'Aurarque,False,1794
732,Pénétrateur de dôme,Pénétratrice de dôme,False,1795
733,Protecteur d'Alexandrie,Protectrice d'Alexandrie,False,1796
734,Aurore nouvelle,Aurore nouvelle,False,1797
735,Prédateur ophidien,Prédatrice ophidienne,False,1798
736,Picto perfection,Picto perfection,False,1799
737,Aux Mille et un alliages,Aux Mille et un alliages,False,1800
738,Aux Mille et un ouvrages,Aux Mille et un ouvrages,False,1801
739,Aux Mille et une concoctions,Aux Mille et une concoctions,False,1802
740,Aux Mille et un trésors,Aux Mille et un trésors,False,1803
741,Aux Mille et une prises,Aux Mille et une prises,False,1804
742,Cœur en or,Cœur en or,False,1805
743,Serment immaculé,Serment immaculé,False,1806
744,Acier immaculé,Acier immaculé,False,1807
745,Morale immaculée,Morale immaculée,False,1808
746,Loyauté immaculée,Loyauté immaculée,False,1809
747,Plume claire,Plume claire,False,1810
748,Mort ailée,Mort ailée,False,1811
749,Cénote caché,Cénote caché,False,1812
750,Fraternel,Fraternelle,False,1813
751,Profondeurs resplendissantes,Profondeurs resplendissantes,False,1814
752,Pratiquement Pelupelu,Pratiquement Pelupelu,False,1815
753,Légende conflictuelle,Légende conflictuelle,False,1816
754,Histoire conflictuelle,Histoire conflictuelle,False,1817
755,Parcours conflictuel,Parcours conflictuel,False,1818
756,Légende conflictuelle,Légende conflictuelle,False,1819
757,Histoire conflictuelle,Histoire conflictuelle,False,1820
758,Parcours conflictuel,Parcours conflictuel,False,1821
759,Légende conflictuelle,Légende conflictuelle,False,1822
760,Histoire conflictuelle,Histoire conflictuelle,False,1823
761,Parcours conflictuel,Parcours conflictuel,False,1824
762,Touriste expert,Touriste experte,False,1825
763,Le cheminot,La cheminote,False,1826
764,Le poinçonneur des reflets,La poinçonneuse des reflets,False,1827
765,À la croisée des chemins,À la croisée des chemins,False,1828
766,Affranchi sans frontières,Affranchie sans frontières,False,1829
767,Tisseur de liens,Tisseuse de liens,False,1830
768,À la genèse de légendes,À la genèse de légendes,False,1831
769,Légende conflictuelle,Légende conflictuelle,False,1832
770,Histoire conflictuelle,Histoire conflictuelle,False,1833
771,Parcours conflictuel,Parcours conflictuel,False,1834
772,"Agriculteur, ja","Agricultrice, ja",False,1835
773,Explorateur de l'éternité,Exploratrice de l'éternité,False,1836
774,Belligérant critique,Belligérante critique,False,1837
775,Amateur d'aléatoire,Amatrice d'aléatoire,False,1838
776,Forte tête de la Tour,Forte tête de la Tour,False,1839
777,Secouriste fantôme,Secouriste fantôme,False,1840
778,Trésorier du croissant,Trésorière du croissant,False,1842
779,Pote persistant,Pote persistante,False,1843
780,Carotteur du bonheur,Carotteuse du bonheur,False,1844
781,Paré au décollage,Parée au décollage,False,1845
782,Menuisier des étoiles,Menuisière des étoiles,False,1846
783,Forgeron des étoiles,Forgeronne des étoiles,False,1847
784,Armurier des étoiles,Armurière des étoiles,False,1848
785,Orfèvre des étoiles,Orfèvre des étoiles,False,1849
786,Tanneur des étoiles,Tanneuse des étoiles,False,1850
787,Couturier des étoiles,Couturière des étoiles,False,1851
788,Alchimiste des étoiles,Alchimiste des étoiles,False,1852
789,Cuisinier des étoiles,Cuisinière des étoiles,False,1853
790,Mineur des étoiles,Mineuse des étoiles,False,1854
791,Botaniste des étoiles,Botaniste des étoiles,False,1855
792,Pêcheur des étoiles,Pêcheuse des étoiles,False,1856
793,Faiseur d'étoiles,Faiseuse d'étoiles,False,1857
794,Chercheur d'étoiles,Chercheuse d'étoiles,False,1858
795,Béni par les étoiles,Bénie par les étoiles,False,1859
796,Grand maître fantôme,Grande maîtresse fantôme,False,1841
797,Légende conflictuelle,Légende conflictuelle,False,1860
798,Histoire conflictuelle,Histoire conflictuelle,False,1861
799,Parcours conflictuel,Parcours conflictuel,False,1862
800,Légende conflictuelle,Légende conflictuelle,False,1863
801,Histoire conflictuelle,Histoire conflictuelle,False,1864
802,Parcours conflictuel,Parcours conflictuel,False,1865
803,Compétiteur Oméga,Compétitrice Oméga,False,1866
804,Compétiteur Ultima,Compétitrice Ultima,False,1867
805,Promesse de demain,Promesse de demain,False,1868
806,Guide spirituel,Guide spirituelle,False,1869
807,Noctambule des néons,Noctambule des néons,False,1870
808,Pillard du cyberespace,Pillarde du cyberespace,False,1871
809,Rêveur invétéré,Rêveuse invétérée,False,1872
810,Astronome stellaire,Astronome stellaire,False,1873
811,Pèlerin dévoué,Pèlerine dévouée,False,1874
812,Martyre sanctifié,Martyre sanctifiée,False,1875
813,L'illuminé,L'illuminée,False,1876
814,Guérisseur de malédictions,Guérisseuse de malédictions,False,1877
815,La première ombre,La première ombre,False,1878
816,Consolateur du Chagrin,Consolatrice du Chagrin,False,1879
817,Mortificateur de la Lumière,Mortificatrice de la Lumière,False,1880
818,Le Spectre Blanc,Le Spectre Blanc,False,1881
819,Légende conflictuelle,Légende conflictuelle,False,1882
820,Histoire conflictuelle,Histoire conflictuelle,False,1883
821,Parcours conflictuel,Parcours conflictuel,False,1884
822,Légende conflictuelle,Légende conflictuelle,False,1885
823,Histoire conflictuelle,Histoire conflictuelle,False,1886
824,Parcours conflictuel,Parcours conflictuel,False,1887
825,Belligérant des sommets,Belligérante des sommets,False,1888
826,,,False,0
827,,,False,0
828,,,False,0
829,Voyageur dans la brume,Voyageuse dans la brume,False,1892
830,,,False,0
831,,,False,0
832,Acrobate de la gravité,Acrobate de la gravité,False,1895
833,Artiste décorateur,Artiste décoratrice,False,1896
