#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
139,gaélichaton,gaélichatons,0,0,0,1,0,0,988,72,0,4532,1045,490,30,606,100,10,5,0,0,2,2,0,0,8,0,15,6,30,2,1,True,False,False,False,True,False,True,True
140,brouette mécanique,brouettes mécaniques,0,0,0,1,1,0,896,0,0,4533,11506,395,360,626,100,10,0,0,0,1,0,0,0,8,0,10,12,20,1,4,False,False,False,False,False,False,True,True
141,petit panda roux,petits pandas roux,0,0,0,1,0,0,895,73,0,4534,3007,405,0,620,70,10,0,0,0,2,1,0,0,8,0,25,34,30,1,1,True,False,False,False,True,False,True,True
142,page 63,pages 63,0,0,0,1,1,0,900,74,0,4535,1046,415,120,605,100,10,0,0,0,2,0,0,0,8,0,10,1,20,1,2,True,False,False,False,False,False,True,True
143,nain d'acier,nains d'acier,0,0,0,1,0,0,898,243,0,4536,1047,360,0,620,100,10,0,0,0,1,0,0,0,8,0,10,9,20,1,2,False,True,False,True,False,False,True,True
144,bébé griffon,bébés griffons,0,0,0,1,0,0,897,75,0,4537,1048,310,360,632,90,10,5,0,0,2,0,0,0,8,0,15,22,20,2,2,True,False,False,False,True,False,True,True
145,Ysayle miniature,Ysayle miniatures,0,0,1,1,1,0,1165,269,0,4538,9020,400,30,611,100,5,10,0,0,1,0,0,0,8,0,25,19,30,2,3,False,True,False,True,False,False,True,True
146,Gestahl,Gestahl,0,0,0,1,0,0,1166,76,0,4539,3008,320,0,620,100,1,10,0,0,2,0,0,0,8,0,10,21,20,1,1,True,False,True,False,True,True,True,True
147,gobblindé G-VII à vapeur,gobblindés G-VII à vapeur,0,0,0,1,0,0,1164,0,0,4540,2004,330,0,620,100,10,0,0,0,2,0,0,0,8,0,15,32,30,1,4,False,False,False,False,False,False,True,True
148,prince bébéhémoth,princes béhémoths,0,0,0,1,0,0,1162,5,0,4541,1002,400,0,620,100,10,0,0,0,2,0,0,0,8,90,15,9,20,1,2,True,False,True,False,True,False,True,True
149,sphère de guidage,sphères de guidage,0,0,0,1,1,0,1163,77,0,4542,11006,630,360,600,100,3,8,0,0,2,0,0,0,8,0,30,6,30,1,4,True,False,False,True,False,False,True,True
150,Yugiri miniature,Yugiri miniatures,0,0,0,1,1,0,1167,271,0,4543,9021,335,360,617,100,10,0,0,0,1,0,0,0,8,0,15,11,20,1,3,False,True,False,True,False,False,True,True
151,Carbuncle péridot,Carbuncles péridot,0,0,0,1,0,0,1168,245,0,4544,10010,430,120,609,80,10,0,0,0,1,0,0,0,8,0,20,38,20,1,1,False,True,False,True,False,False,True,True
152,Carbuncle héliodore,Carbuncles héliodore,0,0,0,1,0,0,1068,245,0,4545,10011,610,0,620,80,10,0,0,0,1,0,0,0,8,0,15,10,20,1,1,False,True,False,True,False,False,True,True
153,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
154,chariot de mine mécanique,chariots de mine mécaniques,0,0,0,1,0,0,1212,0,0,4547,11505,445,0,620,100,10,0,0,0,1,0,0,0,8,0,15,39,20,1,4,False,False,False,False,False,False,True,True
155,fanfare des Primogs,fanfares des Primogs,0,0,0,1,1,0,991,233,0,4523,12,460,360,617,50,30,0,0,0,1,4,0,0,8,0,15,11,20,1,3,False,True,False,False,False,False,True,True
156,poupée gnathe,poupées gnathes,0,0,0,1,1,0,1169,277,0,4570,7009,480,360,626,100,10,0,0,0,1,0,0,0,8,0,20,12,20,1,3,False,True,False,True,False,False,True,True
157,petiot païssa,petiots païssas,0,0,0,1,0,0,1170,273,0,4558,1049,620,0,620,100,10,0,0,0,2,0,0,0,8,0,25,46,20,1,2,True,False,False,True,False,False,True,True
158,Gobelin de la Mimine bleue,Gobelins de la Mimine bleue,0,0,0,1,0,0,1171,207,0,4559,7001,390,360,624,90,10,0,0,0,1,0,0,0,8,0,10,18,30,1,3,False,True,False,True,False,False,True,True
159,majordome citrouille,majordomes citrouille,0,0,0,1,0,0,1172,42,0,4548,1025,420,30,613,100,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,True,False,True,False,True,True
160,Echidna miniature,Echidna miniatures,0,0,1,1,1,0,1322,275,0,4560,2102,410,0,620,100,10,0,0,0,1,0,0,0,8,0,20,45,60,1,2,False,True,False,True,False,False,True,True
161,Relm miniature,Relm miniatures,0,0,0,1,1,0,1176,276,0,4561,12061,415,0,620,100,10,0,0,0,1,0,0,0,8,0,10,10,20,1,3,False,True,False,True,False,False,True,True
162,buse chasseuse,buses chasseuses,0,0,0,1,1,0,1173,78,0,4562,5005,520,30,604,100,10,0,0,0,2,2,0,0,8,0,20,13,20,1,1,True,False,False,False,False,False,True,True
163,poussin oculus,poussins oculi,0,0,0,1,0,0,1174,79,0,4563,1050,420,30,613,100,10,0,0,0,2,1,0,0,8,0,15,19,30,1,2,True,False,False,False,False,False,True,True
164,manchot prince,manchots princes,0,0,0,1,0,0,1175,80,0,4564,5006,415,360,634,100,10,0,0,0,2,0,0,0,8,130,10,36,30,1,1,True,False,False,False,False,False,True,True
165,mini-Gémellia,mini-Gémellia,0,0,0,1,1,0,1319,81,0,4565,2001,380,360,618,100,10,0,0,0,1,0,0,0,8,0,25,12,20,1,2,False,True,False,True,False,False,True,True
166,pon-korpokkur,pon-korpokkur,0,0,0,1,0,0,1320,82,0,4566,1051,440,120,605,100,10,0,0,0,2,0,0,0,8,0,15,20,20,1,1,True,False,False,False,False,False,True,True
167,Firion miniature,Firion miniatures,0,0,0,1,0,0,1321,239,0,4549,12021,600,120,605,100,10,0,0,0,1,0,0,0,8,0,25,4,20,1,3,False,True,False,True,False,False,True,True
168,petit Ifrit,petits Ifrit,0,0,0,1,0,0,1318,83,0,4567,8001,380,120,610,100,10,0,0,0,1,0,0,0,8,0,20,1,20,1,2,False,True,False,False,False,False,True,True
169,petite Garuda,petites Garuda,0,0,0,1,1,0,1330,83,0,4572,8002,495,360,619,90,10,0,0,0,1,2,0,0,8,0,20,26,20,1,2,False,True,False,True,False,False,True,True
170,petit Titan,petits Titan,0,0,0,1,0,0,1331,83,0,4573,8003,380,30,613,100,10,0,0,0,1,0,0,0,8,0,15,19,30,1,2,False,True,False,True,False,False,True,True
171,petit Léviathan,petits Léviathans,0,0,0,1,0,0,1332,83,0,4574,8004,455,0,620,100,10,0,0,0,1,0,0,0,8,0,30,32,40,1,2,False,True,False,True,False,False,True,True
172,poupée zundu,poupées zundu,0,0,0,1,1,0,1423,87,0,4569,7010,630,360,617,100,10,0,0,0,1,0,0,0,8,0,25,11,20,1,3,False,True,False,True,False,False,True,True
173,Haurchefant miniature,Haurchefant miniatures,0,0,0,1,0,0,1334,272,0,4568,9022,530,0,620,100,10,2,0,0,1,0,0,0,8,0,30,10,20,1,3,False,True,False,True,False,False,True,True
174,Nero tol Scaeva miniature,Nero tol Scaeva miniatures,0,0,0,1,0,0,1335,278,0,4575,9023,420,0,620,100,10,0,0,0,1,0,0,0,8,0,20,49,30,1,3,False,True,False,True,False,False,True,True
175,poupée vathe,poupées vathes,0,0,0,1,1,0,1343,277,0,4571,7008,430,0,620,100,10,0,0,0,1,0,0,0,8,0,15,17,20,1,3,False,True,False,True,False,False,True,True
176,faust articulé,fausts articulés,0,0,0,1,0,0,1458,236,0,4576,2003,390,30,604,100,10,0,0,0,1,0,0,0,8,0,30,1,60,1,2,False,True,False,True,False,False,True,True
177,nouvelle Y'shtola miniature,nouvelles Y'shtola miniatures,0,0,0,1,1,0,1333,262,0,4596,9001,480,360,632,100,10,0,0,0,1,0,0,0,8,0,25,22,20,1,3,False,True,False,True,False,False,True,True
178,Calca,Calca,0,0,0,1,1,1,1461,270,0,4577,1052,370,360,618,100,0,10,0,0,1,4,0,0,8,0,10,51,20,2,2,False,True,False,True,False,False,True,True
179,Brina,Brina,0,0,0,1,1,1,1462,270,0,4578,1053,410,360,617,100,0,10,0,0,1,4,0,0,8,0,15,50,20,2,2,False,True,False,True,False,False,True,True
180,morpho,morpho,0,0,0,1,0,0,1459,304,0,4579,1054,470,120,602,80,20,0,0,0,2,3,0,0,8,0,20,20,30,1,1,False,False,False,False,False,False,True,True
181,Poro Roggo,Poro Roggo,0,0,0,1,0,1,1466,305,0,4580,1055,420,30,640,100,10,0,0,0,2,0,0,0,8,0,20,38,20,1,1,True,False,True,False,True,False,True,True
182,Edward miniature,Edward miniatures,0,0,1,1,0,0,1484,306,0,4581,12042,400,360,619,100,10,0,0,0,1,0,0,0,8,0,15,12,20,1,3,False,True,False,True,False,False,True,True
183,bébé Fenrir,bébés Fenrir,0,0,0,1,0,0,1467,307,0,4582,1056,380,360,617,100,10,0,0,0,2,0,0,0,8,0,15,11,20,1,2,True,False,True,False,True,False,True,True
184,mini-dragonnet,mini-dragonnets,0,0,0,1,0,0,1463,308,0,4597,7011,510,30,601,100,10,0,0,0,1,2,0,0,8,0,30,1,20,1,1,False,True,False,True,True,False,True,True
185,petit Ramuh,petits Ramuh,0,0,0,1,0,0,1544,83,0,4598,8005,515,30,603,90,10,0,0,0,1,0,0,0,8,0,25,1,30,1,2,False,True,False,True,False,False,True,True
186,petite Shiva,petites Shiva,0,0,0,1,1,0,1545,83,0,4599,8006,420,30,611,90,10,0,0,0,1,0,0,0,8,0,10,19,30,1,2,False,True,False,True,False,False,True,True
187,porcelet promeneur,porcelets promeneurs,0,0,0,1,0,0,1465,311,0,4600,12902,375,360,623,100,2,0,0,30,2,0,0,0,8,0,10,29,20,1,1,True,False,False,True,True,False,True,True
188,seau d'eau magique,seaux d'eau magiques,0,0,0,1,0,0,1464,0,0,4601,11509,530,360,624,100,5,1,0,0,1,0,0,0,8,0,15,18,30,1,4,False,False,False,True,False,False,True,True
189,tentacule minuscule,tentacules minuscules,0,0,0,1,0,0,1469,313,0,4602,1057,480,30,640,100,10,0,0,0,2,0,0,0,8,0,25,38,20,1,2,True,False,False,True,False,False,True,True
190,bébé brachiosaure,bébés brachiosaures,0,0,0,1,0,0,1470,314,0,4603,1058,490,30,613,100,10,0,0,0,1,0,0,0,8,0,30,23,20,1,3,False,True,False,True,False,False,True,True
191,marionnette majorette,marionnettes majorettes,0,0,0,1,1,0,1468,315,0,4604,10013,440,360,617,100,0,10,0,0,2,6,0,0,8,0,15,11,20,1,3,False,True,False,True,False,True,True,True
192,Krile miniature,Krile miniatures,0,0,0,1,1,0,1336,262,0,4605,9012,390,360,626,100,10,0,0,0,1,0,0,0,8,0,10,12,20,1,3,False,True,False,True,False,False,True,True
193,Aymeric miniature,Aymeric miniatures,0,0,1,1,0,0,1547,317,0,4606,9024,465,0,620,100,10,0,0,0,1,0,0,0,8,0,30,34,30,1,3,False,True,False,True,False,False,True,True
194,poulain pégase,poulains pégases,0,0,0,1,0,0,1650,318,0,4613,1059,500,360,624,100,10,0,0,0,2,0,0,0,8,0,25,18,30,1,1,True,False,True,False,True,False,True,True
195,poupée Calofisteri,poupées Calofisteri,0,0,0,1,1,0,1546,319,0,4607,2103,440,0,620,100,10,0,0,0,1,0,0,0,8,0,25,10,20,1,2,False,True,True,False,False,False,True,True
196,mini-sasquatch,mini-sasquatchs,0,0,0,1,0,0,1386,320,0,4608,1060,420,0,620,100,10,0,0,0,1,0,0,0,8,0,15,37,20,1,2,False,True,False,True,False,False,True,True
197,lapin nain,lapins nains,0,0,0,1,0,0,1387,321,0,4609,3009,450,360,634,100,10,0,0,0,2,0,0,0,8,0,20,36,30,1,1,True,False,True,False,True,False,True,True
198,hectoculus monoculaire,hectoculi monoculaires,0,0,1,1,0,0,1385,322,0,4610,1061,450,120,608,100,10,0,0,0,2,0,0,0,8,0,10,19,30,1,2,True,False,True,False,True,False,True,True
199,Mog dàoshi,Mogs dàoshi,0,0,0,1,0,0,1548,233,0,4611,13,410,120,614,100,10,0,0,0,1,4,0,0,8,0,10,38,20,1,3,False,True,False,True,False,False,True,False
200,Jibanyan,Jibanyan,0,0,0,1,0,1,1390,324,0,4584,13003,620,30,606,100,10,0,0,0,2,0,0,0,8,0,25,1,20,1,2,True,False,True,False,True,False,True,False
201,Komasan,Komasan,0,0,0,1,0,1,1391,324,0,4586,13004,520,360,634,100,10,0,0,0,2,0,0,0,8,0,20,35,20,1,2,True,False,True,False,True,False,True,False
202,Whisper,Whisper,0,0,0,1,0,1,1392,324,0,4592,13005,420,30,621,100,10,0,0,0,2,0,0,0,8,0,15,14,20,1,2,True,False,False,True,False,False,True,False
203,Blizzaria,Blizzaria,0,0,0,1,1,1,1393,324,0,4594,13006,360,360,617,100,10,0,0,0,2,0,0,0,8,90,10,11,30,1,2,True,False,True,False,True,False,True,False
204,Kyubi,Kyubi,0,0,0,1,0,1,1394,324,0,4591,13007,630,120,610,100,10,0,0,0,2,0,0,0,8,0,25,1,20,1,2,True,False,True,False,True,False,True,False
205,Komajiro,Komajiro,0,0,0,1,0,1,1395,324,0,4587,13008,510,120,633,100,10,0,0,0,2,0,0,0,8,0,15,20,20,1,2,True,False,True,False,True,False,True,False
206,Corniot,Corniot,0,0,0,1,0,1,1396,324,0,4595,13009,530,120,627,100,10,0,0,0,2,0,0,0,8,0,15,1,20,1,2,True,False,False,True,True,False,True,False
207,Noko,Noko,0,0,0,1,0,1,1397,324,0,4588,13010,650,360,615,100,10,0,0,0,2,0,0,0,8,0,20,27,30,1,2,True,False,True,False,True,False,True,False
208,Octorgone,Octorgone,0,0,1,1,0,1,1398,324,0,4590,13011,630,120,605,100,10,0,0,0,2,0,0,0,8,0,30,1,20,1,2,True,False,True,False,True,False,True,False
209,Shogunyan,Shogunyan,0,0,0,1,0,1,1399,324,0,4583,13012,650,30,604,100,10,0,0,0,2,0,0,0,8,0,20,4,20,1,2,True,False,False,True,True,False,True,False
210,Hovernyan,Hovernyan,0,0,0,1,0,1,1400,324,0,4585,13013,365,30,606,100,10,0,0,0,2,0,0,0,8,0,10,1,30,1,2,True,False,True,False,True,False,True,False
211,Robonyan F-Type,Robonyan F-Type,0,0,0,1,0,1,1401,324,0,4593,13014,400,360,600,100,10,0,0,0,2,0,0,0,8,0,10,5,30,1,2,True,False,True,False,True,False,True,False
212,Usapyon,Usapyon,0,0,1,1,0,1,1402,324,0,4589,13015,550,30,612,100,10,0,0,0,2,0,0,0,8,0,15,1,20,1,2,True,False,False,True,True,False,True,False
213,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
214,poupée Namingway,poupées Namingway,0,0,0,1,1,0,1614,325,0,4614,12043,450,360,623,100,0,10,0,0,2,0,0,0,8,0,20,29,20,1,3,True,False,False,False,True,False,True,True
215,Alexander articulé,Alexander articulés,0,0,1,1,0,1,1618,326,0,4615,2006,600,360,626,100,10,0,0,0,2,0,0,0,8,0,25,12,20,1,2,False,False,False,False,False,False,True,True
216,marcassin,marcassins,0,0,0,1,0,0,1615,327,0,4616,1062,450,360,617,100,10,0,0,0,2,0,0,0,8,0,30,11,20,1,1,True,False,False,False,True,False,True,True
217,nouveau Thancred miniature,nouveaux Thancred miniatures,0,0,0,1,0,0,1616,262,0,4617,9003,420,120,608,100,10,0,0,0,1,0,0,0,8,0,15,19,30,1,3,False,True,False,True,False,False,True,True
218,nouvelle Alisaie miniature,nouvelles Alisaie miniatures,0,0,0,1,1,0,1617,262,0,4618,9009,390,0,620,100,10,0,0,0,1,0,0,0,8,0,10,9,20,1,3,False,True,False,True,False,False,True,True
219,Edda miniature,Edda miniatures,0,0,1,1,1,0,1626,330,0,4619,9025,420,30,604,100,10,0,0,0,1,0,0,0,8,0,25,14,20,1,2,False,True,False,False,False,False,True,True
220,Yuna miniature,Yuna miniatures,0,0,0,1,1,0,1611,331,0,4620,12101,500,360,615,100,10,0,0,0,1,0,0,0,8,0,30,27,30,1,3,False,True,False,True,False,False,True,True
221,Rikku miniature,Rikku miniatures,0,0,0,1,1,0,1612,331,0,4621,12102,420,360,634,100,10,0,0,0,1,0,0,0,8,0,15,35,25,1,3,False,True,False,True,False,False,True,True
222,Lulu miniature,Lulu miniatures,0,0,0,1,1,0,1613,331,0,4622,12103,430,120,616,100,10,0,0,0,1,0,0,0,8,0,20,1,20,1,3,False,True,False,True,False,False,True,True
223,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
224,Moenbryda miniature,Moenbryda miniatures,0,0,0,1,1,0,1651,262,0,4624,9013,400,0,620,100,10,0,0,0,1,0,0,0,8,0,10,32,30,1,3,False,True,False,True,False,False,True,True
225,Œil du Cirque,Yeux du Cirque,0,0,1,1,0,0,1769,30,0,4625,1024,430,120,605,100,30,0,0,0,2,0,0,0,8,0,15,28,20,1,2,True,False,False,True,True,False,True,True
226,chiot bulldog,chiots bulldogs,0,0,0,1,0,0,1690,88,0,4626,1063,420,360,632,100,30,0,0,0,2,0,0,0,8,0,10,22,20,1,1,True,False,True,False,True,False,True,True
227,ange de la résurrection,anges de la résurrection,0,0,1,1,0,0,1691,335,0,4627,10014,450,0,620,100,30,0,0,0,1,0,0,0,8,0,15,39,20,1,3,False,True,True,False,False,False,True,True
228,Estinien miniature,Estinien miniatures,0,0,1,1,0,0,1693,336,233,4628,9026,380,0,631,100,30,0,0,0,1,0,0,0,8,0,10,40,30,1,3,False,True,False,True,False,True,True,True
229,Hraesvelgr miniature,Hraesvelgr miniatures,0,0,0,1,0,0,1694,269,0,4629,9505,500,360,623,100,30,0,0,0,1,0,0,0,8,0,25,29,20,1,2,False,True,True,False,False,False,True,True
230,Gigi,Gigi,0,0,0,1,0,1,1695,268,0,4630,10005,445,0,620,100,30,0,0,0,1,0,0,0,8,0,20,31,30,1,3,False,True,False,True,False,False,True,True
231,esprit synthétique,esprits synthétiques,0,0,1,1,0,0,1697,338,0,4631,10015,480,360,618,100,30,0,0,0,2,0,0,0,8,0,25,11,20,1,3,True,False,True,False,True,False,True,True
232,Scáthach miniature,Scáthach miniatures,0,0,0,1,1,0,1782,339,0,4632,2104,420,120,609,100,30,0,0,0,1,0,0,0,8,0,10,38,20,2,2,False,True,False,True,False,False,True,True
233,Nidhogg miniature,Nidhogg miniatures,0,0,0,1,0,0,1783,340,228,4633,9506,450,120,616,100,30,0,0,0,1,0,0,0,8,0,30,1,20,1,2,False,True,False,True,False,False,True,True
234,chiot des enfers,chiots des enfers,0,0,0,1,0,0,1791,89,0,4634,1064,420,0,620,100,30,0,0,0,2,0,0,0,8,0,15,43,20,1,1,True,False,True,False,True,False,True,True
235,Ohl Deeh miniature,Ohl Deeh miniatures,0,0,1,1,0,0,1856,308,0,4636,7012,450,360,634,100,10,0,0,0,1,2,0,0,8,0,20,35,30,1,1,False,True,False,True,True,False,True,True
236,lune mécanique,lunes mécaniques,0,0,0,1,1,0,1855,0,0,4637,11502,500,360,617,100,0,0,0,0,3,8,0,0,8,0,30,11,20,1,4,False,False,False,False,False,False,True,True
237,bébé chocobo des mers,bébés chocobos des mers,0,0,0,1,0,0,1696,3,0,4638,9,580,30,604,100,30,0,0,0,2,0,0,0,8,0,25,4,20,1,1,True,False,True,False,True,False,True,True
238,Bartz miniature,Bartz miniatures,0,0,0,1,0,0,1692,279,0,4639,12051,450,360,619,100,30,0,0,0,2,0,0,0,8,0,30,5,30,2,3,False,True,False,True,False,False,True,True
239,mage rouge mécanique,mages rouges mécaniques,0,0,0,1,0,0,1698,223,0,4640,12011,445,360,624,100,30,0,0,0,1,0,0,0,8,0,20,18,30,1,3,False,True,False,True,False,False,True,True
240,chiot fantasmagorique,chiots fantasmagoriques,0,0,0,1,0,0,1859,89,0,4635,1065,440,0,620,100,30,0,0,0,2,0,0,0,8,0,20,34,30,1,1,True,False,True,False,True,False,True,True
241,loutre choute,loutres choutes,0,0,0,1,1,0,1786,280,0,4641,4003,500,120,631,100,30,0,0,0,2,0,0,0,8,0,20,23,30,1,1,True,False,True,False,True,False,True,True
242,bébé renard,bébé renard,0,0,0,1,0,0,1784,281,0,4642,3010,500,360,615,100,10,0,0,0,2,0,0,0,8,0,25,27,30,2,1,True,False,True,False,True,False,True,True
243,Tora-jiro,Tora-jiro,0,0,0,1,0,0,1785,13,0,4643,3011,440,120,608,100,10,0,0,0,2,0,0,0,8,90,20,19,30,1,1,True,False,True,False,True,False,True,True
244,hippocampoupon,hippocampoupons,0,0,0,1,0,0,1787,282,0,4644,1066,300,0,620,100,10,0,0,0,2,0,0,0,8,0,10,49,30,1,1,True,False,True,False,True,False,True,True
245,poisson-bombo,poissons-bombos,0,0,0,1,0,0,1790,284,0,4645,1067,470,360,626,100,10,0,0,0,2,0,0,0,8,90,10,12,20,1,2,True,False,True,False,False,False,True,True
246,Bunbuku,Bunbuku,0,0,0,1,0,0,1788,281,0,4646,3012,450,0,620,100,10,0,0,0,2,0,0,0,8,0,20,10,20,2,1,True,False,True,False,True,False,True,True
247,moineau voyageur,moineaux voyageurs,0,0,0,1,0,0,1789,285,0,4647,5007,450,30,607,100,10,0,0,0,2,3,0,0,8,0,10,14,20,1,1,True,False,True,False,True,False,True,True
248,Lyse miniature,Lyse miniatures,0,0,0,1,1,0,1824,262,0,4648,9004,500,30,606,100,10,10,0,0,1,0,0,0,8,0,25,1,20,1,3,False,True,False,True,False,False,True,True
249,Yugiri miniature revisitée,Yugiri miniatures revisitées,0,0,0,1,1,0,1825,271,0,4649,9021,310,120,631,100,10,0,0,0,1,0,0,0,8,0,30,20,20,1,3,False,True,False,True,False,False,True,True
250,Gosetsu miniature,Gosetsu miniatures,0,0,0,1,0,0,1826,271,0,4650,9027,320,30,604,100,10,0,0,0,1,0,0,0,8,0,15,4,20,2,3,False,True,False,True,False,False,True,True
251,Yotsuyu miniature,Yotsuyu miniatures,0,0,0,1,1,0,1827,287,0,4651,9028,290,360,634,100,10,0,0,0,1,0,0,0,8,0,10,35,30,1,3,False,True,False,True,False,False,True,True
252,Grynewaht miniature,Grynewaht miniatures,0,0,0,1,0,0,1828,289,0,4652,9035,590,30,604,100,10,10,0,0,1,0,0,0,8,0,30,38,20,1,2,False,True,False,True,False,False,True,True
253,Namazu mécanique,Namazu mécaniques,0,0,0,1,0,0,1830,290,0,4653,6002,510,120,605,100,10,0,0,0,2,0,0,0,8,0,25,28,20,1,3,False,True,True,False,False,False,True,True
254,poupée Ivon le Coeurl,poupées Ivon le Coeurl,0,0,0,1,0,0,1831,291,0,4654,1068,390,0,620,100,10,0,0,0,2,0,0,0,8,0,20,42,20,1,2,False,True,True,False,False,False,True,True
255,chimère mécanique,chimères mécaniques,0,0,0,1,1,0,1832,292,0,4655,10016,510,120,622,100,10,0,0,0,1,0,0,0,8,0,25,26,20,1,2,False,True,False,True,False,False,True,True
256,croque-viande mécanique,croque-viande mécaniques,0,0,0,1,0,0,1833,206,0,4656,6001,480,0,620,100,10,0,0,0,1,0,0,0,8,0,25,37,20,1,3,False,True,False,True,False,False,True,True
257,vengeur magitek S1,vengeurs magitek S1,0,0,0,1,0,0,1834,320,0,4657,11007,360,0,620,100,10,0,0,0,1,0,0,0,8,0,15,15,20,1,3,False,True,False,True,False,False,True,True
258,Ghido,Ghido,0,0,0,1,0,0,1895,293,259,4658,4004,330,0,620,100,10,0,0,0,2,0,0,0,8,0,10,43,20,1,1,True,False,True,False,True,False,True,True
259,Exdeath miniature,Exdeath miniatures,0,0,0,1,0,0,1896,294,258,4659,2007,440,0,620,100,10,0,0,0,1,0,0,0,8,0,25,41,20,1,2,False,True,False,True,False,False,True,True
260,Khloe miniature,Khloe miniatures,0,0,0,1,1,0,1897,295,0,4660,9031,520,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,3,False,True,False,True,False,False,True,True
261,petit Susano,petits Susano,0,0,0,1,0,0,1898,83,0,4661,8010,400,30,640,100,10,0,0,0,1,0,0,0,8,0,20,38,20,1,2,False,True,False,True,False,False,True,True
262,petite Lakshmi,petites Lakshmi,0,0,0,1,1,0,1899,83,0,4662,8011,320,360,615,100,10,0,0,0,1,0,0,0,8,0,10,27,30,1,2,False,True,False,True,False,False,True,True
263,petit Bismarck,petits Bismarck,0,0,0,1,0,0,1968,83,0,4663,8008,550,0,620,100,10,0,0,0,1,0,0,0,8,0,15,34,30,1,2,False,True,False,True,False,False,True,True
264,Hien miniature,Hien miniatures,0,0,0,1,0,0,1978,271,0,4664,9029,520,360,617,100,10,0,0,0,1,0,0,0,8,0,25,11,30,2,3,False,True,False,True,False,False,True,True
265,petit Ravana,petits Ravana,0,0,0,1,0,0,1979,83,0,4665,8009,550,120,605,100,10,0,0,0,1,0,0,0,8,0,25,38,30,2,2,False,True,False,True,False,False,True,True
266,Kojin mécanique,Kojin mécaniques,0,0,0,1,0,0,1980,209,0,4666,7013,430,360,615,100,10,0,0,0,1,0,0,0,8,0,15,27,30,1,3,False,True,False,True,False,False,True,True
267,mame shiba,mame shiba,0,0,0,1,0,0,1981,341,0,4667,3013,500,30,601,100,10,0,0,0,2,0,0,0,8,0,20,4,20,1,1,True,False,True,False,True,False,True,True
268,poupée Tengu,poupées Tengu,0,0,0,1,1,0,1982,342,0,4668,10017,400,120,616,100,10,0,0,0,2,0,0,0,8,0,15,19,30,1,1,True,False,True,False,True,False,True,True
269,Matanga mécanique,Matangas mécaniques,0,0,0,1,0,0,1983,343,0,4669,1069,600,30,606,100,10,0,0,0,2,0,0,0,8,0,25,1,20,1,2,True,False,True,False,True,False,True,True
270,Ramza miniature,Ramza miniatures,0,0,0,1,0,0,2046,345,0,4670,12501,620,0,620,100,10,0,0,0,1,0,0,0,8,0,30,21,30,2,3,False,True,False,True,False,False,True,True
271,bébé koala,bébés koalas,0,0,0,1,0,0,2066,346,0,4671,3014,600,360,623,100,10,0,0,0,2,9,0,0,8,0,25,29,20,1,1,True,False,True,False,True,False,True,True
272,bébé phoque,bébés phoques,0,0,0,1,0,0,2067,347,0,4672,4005,480,30,621,100,10,0,0,0,2,0,0,0,8,0,20,26,30,1,1,True,False,True,False,True,False,True,True
273,axolotl,axolotls,0,0,1,1,0,0,2068,348,0,4673,4006,300,0,620,100,10,0,0,0,2,0,0,0,8,0,10,42,30,1,1,True,False,True,False,True,False,True,True
274,petit Ixion,petits Ixion,0,0,0,1,0,0,2069,349,0,4674,1070,560,360,637,100,10,0,0,0,1,0,0,0,8,0,30,20,40,1,2,False,True,False,True,False,False,True,True
275,mini-Shinryu,mini-Shinryu,0,0,0,1,0,0,2124,350,305,4675,8012,480,0,620,100,10,0,0,0,1,10,0,0,8,0,30,45,60,2,2,False,True,False,False,False,False,True,True
276,nouveau Raubahn miniature,nouveaux Raubahn miniatures,0,0,0,1,0,0,2120,224,0,4676,9018,400,30,604,100,10,0,0,0,1,0,0,0,8,0,20,38,20,2,3,False,True,False,True,False,False,True,True
277,poupée ananta,poupées anantas,0,0,0,1,1,0,2232,351,0,4677,7014,450,360,615,100,10,0,0,0,1,0,0,0,8,0,20,27,60,1,3,False,True,True,False,False,False,True,True
278,mini-moai,mini-moais,0,0,0,1,0,0,2140,352,0,4678,11510,450,360,626,100,10,0,0,0,1,0,0,0,8,0,20,12,20,1,4,False,True,False,True,True,False,True,True
279,fouine blanche,fouines blanches,0,0,0,1,1,0,2141,353,0,4679,3015,440,120,605,100,10,0,0,0,2,1,0,0,8,0,15,1,20,1,1,True,False,False,True,False,False,True,True
