#,DevelopmentLogText,DevelopmentLogName,DevelopmentLogDescription
0,,,
39,N°6,Cosmo-navette : Bâtiment ombré,"Le réseau de cosmo-navettes a été prolongé depuis L'Ancre jusqu'au Bâtiment ombré !

La passerelle maintenue par des générateurs de gravité ne nous permettait pas de transporter de grandes quantités de matériaux ou d'échan­til­lons, et elle donnait le vertige à certains de nos chercheurs qui devaient ramper dessus les yeux fermés pour la traverser... Mais maintenant que le réseau de cosmo-navettes dessert cette partie d'Oizys, nous pouvons désormais nous y rendre en toute sécurité !

D'ailleurs, l'influence des anomalies gravitationnelles en altitude de cette zone pourrait aussi nous fournir des données précieuses pour améliorer davantage la technologie des cosmo-navettes... Quoi qu'il en soit, profitez de l'extension du réseau vers cette destination encore emplie de mystères !"
40,N°7,Maintenance de Terra Firma,"En préparation de la réactivation à venir des systèmes de Terra Firma, nous avons procédé à une rénovation complète de l'intérieur et de l'extérieur des bâtiments. Nous avons fait en sorte de préserver les anciennes structures, tout en améliorant les fonctionnalités de la station !

Grâce au raccordement de câbles adaptés, nous pouvons désormais utiliser toute la puissance de la station énergétique pour alimenter en électricité les ins­tal­la­tions des postes avancés des environs. Nous avons aussi veillé à améliorer le confort de nos collaborateurs en donnant un petit coup de neuf au bureau d'accueil et aux hangars des rovers !

Tout est désormais fin prêt pour commencer sereinement les travaux de réactivation de l'euèdre !"
41,N°8,Restauration de l'euèdre,"Nous avons réussi à réalimenter le cristal en éther, ce qui a rendu à l'euèdre son éclat d'origine !

Selon nos experts, cette con­struc­tion pourrait être un énorme dispositif d'enregistrement magique. Mal­heu­reu­se­ment, il est ac­tu­el­le­ment impossible de confirmer cette hypothèse, car certaines parties sont ir­ré­mé­dia­ble­ment perdues. Tout porte à croire que l'euèdre était capable de flotter dans les airs, ce qui ex­pli­que­rait qu'il ait été endommagé lors de sa chute. Même après notre in­ter­ven­tion, sa stabilité est encore incertaine, c'est pourquoi nous avons préféré le soutenir avec un cadre métallique.

De plus, le nombre croissant d'équipements nous oblige à mieux nous prémunir des caprices de l'environnement d'Oizys. Nous avons donc utilisé des ressources locales pour créer des panneaux capables de protéger les modules d'habitation des anomalies gravitationnelles. Ces améliorations sont nécessaires pour nous permettre de poursuivre en toute sérénité ce projet de longue haleine !"
42,N°9,Amélioration du cosmoport,"Les fonctionnalités du cosmoport ont été améliorées !

L'ajout d'un générateur autonome nous permet désormais de recharger rapidement tous nos appareils électriques, et l'installation de panneaux anti-anomalies gravitationnelles similaires à ceux des modules d'habitation nous garantit désormais des décollages et des atterrissages stabilisés. De plus, les chemins reliant le cosmoport et nos postes avancés ont été dégagés pour faciliter le transport de mar­chan­di­ses !

Grâce à ces améliorations, nous n'avons aussi plus à craindre l'influence des anomalies gravitationnelles en altitude. Cela signifie que nous pouvons maintenant lever les restrictions que nous avions dû imposer sur la quantité de cargaison des vaisseaux... Nous pouvons enfin acheminer des ressources vers Ætherys et envisager de poursuivre notre exploration du cosmos lointain !

D'ailleurs, on nous a rapporté que ces fameuses anomalies gravitationnelles seraient à l'origine de soudains mouvements de terrain dans des zones éloignées du cristal central. Serait-ce le signe annonciateur de nouvelles découvertes ?"
43,N°10,Découverte du Terrier désertique,"Sous l'effet de l'anomalie gravitationnelle, un vestige enfoui quelque part au nord est subitement remonté à la surface. Nos ouvriers ont im­mé­dia­te­ment sorti leurs pioches pour déblayer le terrain, mettant au jour... une immense porte circulaire !

De l'autre côté s'étend a priori un vaste réseau de galeries souterraines, raison pour laquelle Namingway a baptisé l'endroit “Terrier désertique”. Qui sait, peut-être que tout au fond se cachent les plus grands secrets des pionniers ?

Afin de faciliter notre exploration, nous avons étendu le réseau de cosmo-navettes jusqu'à l'entrée des vestiges. Nous allons à présent poursuivre nos efforts en étroite col­la­bo­ra­tion avec les chercheurs de la station, dans l'espoir d'aboutir rapidement à de belles découvertes !"
44,N°11,Ouverture du Terrier désertique,"Après moult efforts, la porte du Terrier désertique s'est finalement ouverte sous nos yeux ébahis ! Le motif en son centre s'est subitement allumé, comme si nous venions de ressusciter un bout de la mémoire des pionniers.

Ainsi, l'expérience nous prouve que les formations cristallines d'Oizys peuvent être activées en y insufflant de grandes quantités d'éther. Notre civilisation mystère possède à n'en pas douter des compétences avancées en éthérologie.

Tout reste encore à découvrir au sein de ces souterrains. Pour l'heure, nous avons installé un éclairage de fortune, afin de pouvoir opérer en toute sécurité. Nous avons d'ores et déjà repéré une autre structure cristalline... Peut-être devrons-nous l'activer elle aussi pour espérer atteindre le fond du Terrier !"
45,N°12,Restauration de la pierre-guide,"Nous sommes enfin parvenus à activer la “pierre-guide”, la structure cristalline située près de l'entrée du Terrier désertique !

Les roches luminescentes aux murs de la galerie se sont aussitôt mises à luire, comme si l'endroit reprenait progressivement son aspect initial. À ce rythme, nous ne devrions pas tarder à comprendre dans quel but les pionniers ont bâti ces tunnels...

Et si la clef du mystère résidait dans le “métaèdre”, le gros bloc situé tout au fond du Terrier ? Il ressemble à l'euèdre de notre station en plus petit, nous devrions donc pouvoir l'activer selon le même principe... Croisons les doigts pour que ça marche !"
46,N°13,Restauration du métaèdre,"Ça y est, le métaèdre est de nouveau en marche ! En témoigne le bel éclat vert émeraude qu'il dégage, et qui donne l'impression d'avoir affaire, comme pour l'euèdre, à un “arbre minéral”.

D'après nos scien­ti­fi­ques, les grandes formations cristallines sont constituées du même minerai que les petites comme la pierre-guide, mais elles possèdent un degré de pureté bien plus élevé – une différence qui se traduit par une robe verte légèrement plus foncée. Autrement dit, elles ont été sciemment conçues dans le but d'offrir une conductivité éthérée maximale.

La restauration vient juste d'avoir lieu et il est trop tôt pour tirer des conclusions, mais certains chercheurs évoquent déjà la possibilité d'une résonance éthérée entre l'euèdre et le métaèdre. Les deux seraient-ils liés ? À nous de le découvrir..."
47,N°14,Cosmo-navette : Échos d'Émeraude,"Nous avons enfin pu étendre le réseau de cosmo-navettes établi devant les vestiges du Terrier désertique jusqu'aux profondeurs de celui-ci !

Pour le bon fonc­tion­ne­ment de la pierre-guide et le métaèdre situés à l'intérieur des ruines, nous avons ré­gu­liè­re­ment besoin d'éther issu de jaspe d'Oizys, et cette nouvelle extension nous sera très utile pour transporter rapidement les ressources nécessaires.
Au passage, il semblerait que la formation ar­ti­fi­cielle de vents éthérés entre chaque station de cosmo-navette pourrait nous être utile afin de relier notre euèdre au métaèdre des vestiges... Les études menées sur le sujet montrent des résultats encourageants, en tout cas.
Quoi qu'il en soit, nous avons maintenant un système de transport qui couvre l'intégralité du territoire que nous avons choisi pour nos activités d'exploration.
Nul doute que cela facilitera les allées et venues de nos équipes de chercheurs, ainsi que les examens menés sur le métaèdre."
48,N°15,Renforcement de la station,"Et voilà, les travaux de renforcement de la structure de la station Terra Firma sont terminés !
Les équipements intérieurs, jusqu'ici encore en préparation, ont également été finalisés en vue d'accueillir de futures ins­tal­la­tions.

Nous montons les infrastructures rattachées aux fondations de la station de sorte à ce que, lorsque nous aurons terminé nos activités et que nous quitterons définitivement cette planète, nous puissions lui rendre son apparence d'origine.
Ce fut un casse-tête de tous les instants que de consolider suf­fi­sam­ment chaque bâtiment tout en préservant leur réversibilité... Mais nous y sommes parvenus, grâce au travail acharné de tous !

Le but avoué de ce renforcement était de pouvoir construire une installation sur le toit de la station qui, en faisant entrer en résonnance notre euèdre avec le métaèdre des vestiges du Terrier désertique, pourra effectuer des transmissions d'in­for­ma­tions éthérées.
Dans cette optique, nous avons construit des ascenseurs et des escaliers extérieurs qui grimpent jusqu'en haut du bâtiment, alors n'hésitez pas à les utiliser !"
49,N°16,Tours-Orthostates,"Les Tours-Orthostates, nos antennes-relais géantes érigées au sommet de la station Terra Firma, sont prêtes à l'emploi !

Nous envisageons de les utiliser comme résonateurs, afin de relier des formations cristallines très éloignées.
Nous ne pouvions pas restaurer entièrement l'euèdre situé au milieu de la base tant qu'il manquait des in­for­ma­tions éthérées liées avec son fonc­tion­ne­ment... Mais en le synchronisant avec le métaèdre en parfait état qui se trouve au sous-sol des vestiges, nous allons peut-être enfin pouvoir le faire marcher !

Puisque nous pensons que notre cristal était au cœur des activités des pionniers, sa remise en œuvre devrait nous permettre d'apprendre de nouvelles choses à leur sujet.
C'est pourquoi nos équipes de chercheurs ont déjà commencé les préparatifs de l'allumage des tours !"
50,N°17,"Un passé révélé, un avenir tout tracé","Quelles in­for­ma­tions l'euèdre va-t-il donc nous révéler ?
C'est le cœur plein d'espoir et d'impatience que nos chercheurs avancent dans leurs préparatifs d'analyse des données. Si, comme nous le pensons, elles nous permettent d'en savoir plus sur les anciens habitants de cette planète, cela aura à n'en pas douter une grande influence sur la suite de notre programme.
Nous avons donc anticipé ce résultat et préparé le Galacticway à effectuer un nouveau voyage !

Lorsque nous avons repéré cet astre depuis Phaenna, nous avions confirmé la présence de traces d'une civilisation, ce qui a soulevé un nombre incalculable de questions.
Mais grâce à nos activités, nous avons enfin pu avoir une idée – encore vague, certes – de qui sont les pionniers.

À quoi pensaient-ils ? De quoi rêvaient-ils ? Que cherchaient-ils à atteindre ?
Le projet d'exploration cosmique ne s'arrêtera que lorsque ces mystères auront trouvé une réponse !"
